0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
13.54684,13.468103,13.425621,13.285654,13.063648,13.033563,12.92378,12.774319,12.096001,10.148925,8.62736,6.7092524,5.0239224,4.6805573,4.2079487,3.606555,3.1360207,2.7831745,2.417416,1.9340154,1.413456,0.4615849,0.011781007,-0.021252781,-0.106249124,-0.14141786,-0.12815164,-0.13787432,-0.177616,-0.13702731,-0.11563954,-0.0070792437,0.06755373,0.06738591,0.0802671,0.189545,0.23081604,0.18619767,0.25946906,0.25976843,0.21366268,0.22617137,0.25239527,0.431049,1.0769932,2.098345,3.0375752,3.9793324,4.382203,5.2689857,5.673711,5.412942,4.350807,2.5670886,1.3357632,0.5639262,0.2459193,0.51992214,0.5391225,0.74217844,0.7770602,0.80195826,0.88123983,0.9402845,0.9987059,1.0355256,1.0752221,1.069991,1.0482416,0.9420811,0.85290915,0.4577309,0.5479706,1.5084796,1.3291074,0.70742774,0.58276284,0.95862716,1.3735434,1.4018981,1.5794039,1.6778995,1.5969257,1.4115856,1.1100124,0.8379121,0.6504549,0.5476178,0.57091224,0.82570624,1.105712,1.4770646,1.8134874,2.0186317,2.2681313,2.614582,2.850142,2.8840137,2.4265928,2.601123,2.780368,2.6283278,2.0441737,1.8273656,2.0465024,2.2923806,2.8024259,2.9820404,2.9241676,2.6196253,1.9132601,1.5417082,1.5620488,1.7183621,1.7287062,1.949452,2.0305097,1.9426583,1.6132184,1.3565414,1.3042706,1.1425676,1.1109107,1.2920963,1.437484,1.5498835,2.04668,2.930603,3.0660028,2.016221,0.8261689,1.1233567,1.2059088,1.2976582,1.471137,1.5271294,1.8336631,1.9621245,1.9053955,2.3763413,2.566157,4.283992,6.9687552,8.465819,9.280541,10.195417,11.120803,12.384704,13.036656,13.295333,13.508345,13.647625,13.656888,13.687837,13.721588,12.390362,13.7452135,12.390314,12.390463,12.487797,13.641764,12.390431,12.390081
-1.9911171,-1.9846201,-2.0444326,-2.0992227,-2.047822,-2.0535939,-2.023597,-2.0177631,-2.2092881,-2.6932492,-2.9694047,-3.0916104,-2.8163693,-2.5439816,-2.4514477,-2.5370116,-2.7160678,-2.9765432,-3.1106,-3.139697,-3.175808,-3.206153,-3.0616112,-2.835855,-2.3827782,-2.1859581,-2.1616845,-2.1210687,-2.068784,-2.0062416,-2.01863,-2.0636811,-2.0932014,-2.099696,-2.1766021,-2.1605358,-2.0859632,-2.017435,-1.9633625,-1.8857079,-1.8124264,-1.8431234,-1.9856956,-2.2086954,-2.5233269,-2.870235,-3.0135937,-2.9436119,-2.639439,-2.2122931,-1.925458,-1.8205198,-1.711994,-1.777963,-1.8939792,-2.071875,-2.3699427,-2.3703816,-2.145984,-1.722271,-1.4045683,-1.207072,-1.0564417,-0.9858701,-0.9020941,-0.811623,-0.7660388,-0.5911628,-0.26372254,0.16988459,0.6361588,0.70463777,0.8789573,1.2092903,0.8685324,0.40011984,-0.43005228,-0.9551095,-0.9698888,-0.7875398,-0.8589647,-0.9094543,-0.91450995,-0.85442615,-0.77061427,-0.7217001,-0.6967307,-0.7699355,-0.90506446,-1.0051655,-1.0704749,-1.1642329,-1.1917293,-1.1869103,-1.0653553,-0.85777587,-0.5075222,-0.33685285,-0.5183412,-0.7913523,-0.89132905,-1.0520251,-1.1721447,-1.4912624,-1.9397664,-2.3683066,-2.6882648,-2.8862696,-3.0611272,-3.1076064,-3.077736,-2.9972126,-2.8739557,-2.68149,-2.4226665,-2.3539424,-2.2663908,-2.190492,-2.09562,-1.9270275,-1.7912109,-1.543411,-1.2770239,-1.092196,-0.91018224,-0.78008705,-1.3316381,-1.5515704,-1.6134539,-1.8512173,-1.7904418,-1.6957874,-1.5238155,-1.4126666,-1.3217345,-1.2124883,-1.1793064,-1.2033749,-1.1637001,-1.226529,-1.3443154,-1.7985394,-2.4714952,-2.8164654,-2.8765273,-2.9026272,-2.766733,-2.359456,-2.0152922,-1.8424306,-1.6867038,-1.4587001,-1.4155437,-1.3985704,-1.3691976,-0.34042478,-1.3138568,-0.34041047,-0.340429,-0.36792928,-1.2440289,-0.3402419,-0.34013382
-0.6406992,-0.6302958,-0.59833646,-0.59092647,-0.6556716,-0.6585495,-0.62256944,-0.7187641,-0.95750755,-1.2774394,-1.3695056,-1.4277842,-1.373918,-1.5258479,-1.5118877,-1.5493038,-1.6179808,-1.5857434,-1.4850081,-1.4019816,-1.5573676,-1.892878,-2.0255818,-2.150694,-2.3022356,-2.3426504,-2.281814,-2.2406802,-2.2223706,-2.1915011,-2.1001656,-2.019493,-1.8877901,-1.8203686,-1.624716,-1.4544704,-1.3099546,-1.19425,-0.94110185,-0.8226505,-0.82334065,-0.84695876,-0.8728728,-1.130091,-1.5340829,-1.7823579,-1.6680633,-1.3814619,-1.1819263,-1.3347254,-1.4443713,-1.3035467,-0.8471243,-0.4834849,-0.4906402,-0.8067039,-1.3850363,-2.146094,-2.6940994,-2.8458848,-2.7974894,-2.7761507,-2.79923,-2.7991362,-2.8196607,-2.8350778,-2.8442953,-2.898244,-2.9995513,-3.1088014,-3.0766869,-2.7926211,-2.6216006,-2.1625276,-2.4141555,-2.5366864,-2.5430155,-2.5854814,-2.7575378,-2.8898962,-2.7865734,-2.6728764,-2.6456666,-2.6851435,-2.732251,-2.8051457,-2.8678868,-2.8959131,-2.9330218,-2.8992977,-2.9342372,-3.1590276,-3.4259887,-3.5869532,-3.7180057,-3.6295848,-3.2092185,-2.798372,-2.414704,-2.2886157,-1.9202431,-1.4410224,-1.0879939,-0.811108,-0.7739864,-0.9253371,-1.2566391,-1.4052439,-1.3131275,-1.08533,-0.85106725,-0.9075973,-1.1686821,-1.4423618,-1.6983789,-1.7100296,-1.7032917,-1.73137,-1.7736692,-1.9077754,-2.01237,-2.0851746,-2.138973,-2.1954463,-2.136069,-1.9444032,-2.2936432,-2.528962,-2.3828216,-2.5974457,-2.5363295,-3.0869656,-3.5631928,-3.7099557,-3.7848408,-3.8140888,-3.8560338,-3.8172681,-3.8088417,-3.7323656,-3.7066848,-3.227685,-2.3752313,-2.2409804,-1.9535422,-1.6136899,-1.0969646,-0.47860053,-0.22425511,-0.108784795,-0.11355659,-0.19668338,-0.18060324,-0.2511639,-0.22243863,-0.38573587,-0.23813984,-0.38574713,-0.38569215,-0.3900506,-0.51424265,-0.38562757,-0.38563222
-0.5625972,-0.4621123,-0.48972428,-0.4452382,-0.27667624,-0.25648388,-0.07869199,-0.0003786981,-0.104432136,-0.5906165,-0.7156485,-0.65650845,-0.5553535,-0.61569935,-0.7283954,-0.87900245,-0.8782854,-1.0453563,-1.0969716,-0.8348826,-0.5480963,-0.5419426,-0.925723,-1.2137206,-1.4332645,-1.5320052,-1.5679128,-1.5503144,-1.46753,-1.4020454,-1.3878796,-1.3845298,-1.3625754,-1.3486042,-1.3036113,-1.2354653,-1.1146863,-1.0351799,-0.98883116,-0.9382611,-1.0465529,-1.1936398,-1.3985862,-1.613833,-1.9951273,-2.2888496,-2.3005188,-2.0811982,-1.6833934,-1.2892456,-0.7883017,-0.38678747,-0.112519175,0.07615161,0.22268426,0.3659179,0.5202694,-0.031182647,-0.8212177,-1.4660921,-1.7320998,-1.8231108,-1.8650807,-1.9013145,-1.927747,-1.9479499,-1.94961,-1.9107578,-1.7649164,-1.3968349,-0.54484916,0.7263154,1.1598207,0.8810315,-0.16530916,-1.0264786,-1.7135383,-2.1324754,-2.1931617,-2.058546,-2.0168595,-1.9359739,-1.781865,-1.5911188,-1.4408642,-1.2805808,-1.0876926,-1.0372446,-1.2065961,-1.4193866,-1.5322673,-1.6055199,-1.4678276,-1.2856565,-0.9285793,-0.30308482,0.5314808,0.94014925,0.7491709,0.6738496,0.8229349,0.49063808,-0.010471195,-0.68321335,-1.1292922,-1.4226708,-1.8626198,-2.2807803,-2.7369893,-2.941626,-2.7609327,-2.7000403,-2.7956116,-2.83005,-2.8408034,-2.8768892,-2.8974948,-2.8901799,-2.8643322,-2.858646,-2.8590634,-2.7936916,-2.7454839,-2.7337043,-2.6754503,-2.471443,-2.0994215,-1.1570212,-0.29849598,-0.1703839,-0.29587477,-1.1272743,-1.5574021,-1.6518784,-1.6514577,-1.577516,-1.557955,-1.5364885,-1.4930738,-1.4187703,-1.3889414,-1.095428,-0.71141917,-0.5674002,-0.42726701,-0.516035,-0.67615163,-0.6290372,-0.47059417,-0.3937199,-0.43357897,-0.394983,-0.3168594,-0.31969714,-0.2956768,1.0947524,-0.33239347,1.0947746,1.0947015,1.0263555,-0.21869949,1.0948272,1.0950329
-0.737816,-0.8944397,-0.96448207,-1.1365787,-1.3254876,-1.323025,-1.4874635,-1.5340824,-1.6641089,-1.9142658,-1.8554332,-1.8476121,-1.8871704,-2.1017492,-2.1284642,-2.121221,-1.6686577,-1.1808836,-0.72570586,-0.30324903,0.36493468,1.6229024,2.1884427,2.528122,2.8106494,2.8656611,2.8272562,2.8103216,2.764936,2.6766653,2.6488314,2.5596366,2.4562345,2.4347615,2.2230415,2.080245,1.9515643,1.8554052,1.6414468,1.5214385,1.4301655,1.3918293,1.4340901,1.5843711,1.4728531,0.9200655,-0.105308875,-0.8805752,-1.5093042,-1.5320363,-1.5025023,-1.2769591,-0.9027777,-0.35983738,-0.050985605,0.7553884,2.3169215,4.4217567,5.42299,6.0372515,6.246008,6.33179,6.4061675,6.4635916,6.4895883,6.5354557,6.4563894,6.344025,6.2105727,6.080516,5.5920134,3.7020333,1.5697088,-0.2982488,-0.01377818,0.3614949,-0.24277425,-0.9852303,-1.151434,-0.8392769,-0.6695012,-0.527593,-0.36058155,-0.2731278,-0.1989727,-0.18405527,-0.22256576,-0.2284679,-0.21092264,-0.16426507,-0.24844742,-0.27960837,-0.16779026,-0.14595424,-0.13068484,-0.28214455,-0.6209998,-0.78848773,-0.95021564,-1.1230831,-1.1138549,-0.8498812,-0.87142265,-0.9649411,-0.8331281,-0.44261688,0.17813915,0.92585623,1.9457259,3.0124016,4.1448255,4.587352,4.6029553,4.6046553,4.6036625,4.573662,4.532612,4.5295777,4.528107,4.449618,4.3620777,4.2503815,4.070109,3.9604082,3.7934055,3.281438,2.537124,0.37510765,-0.7002254,-0.7926853,-0.6955396,-0.23564434,0.037454218,0.18502808,0.18807122,0.20002045,0.14802083,0.11294438,0.09391701,0.11571661,0.21775548,-0.0739786,-0.7111802,-0.5854831,-0.7533505,-0.8243137,-0.9741329,-1.2474663,-1.3520426,-1.3341932,-1.2156751,-1.266084,-1.2262034,-1.2904816,-1.2689064,-0.4259402,-1.3046188,-0.42593047,-0.42592934,-0.4179996,-1.0860848,-0.4259987,-0.42602825
-2.0163736,-1.9721279,-2.0202663,-1.9807272,-1.8664231,-1.9327137,-1.9799768,-1.91366,-1.612735,-0.8736449,-0.37022173,0.0047941506,0.2554707,0.30354416,0.48737293,0.763289,0.64755714,0.5704062,0.3812467,0.08292869,-0.21452683,-0.296177,-0.16288194,-0.11331645,0.13725297,0.42008173,0.55354863,0.67796576,0.753126,0.7897887,0.92452854,0.9269293,1.0207503,1.0439215,1.1789463,1.194136,1.210366,1.1356788,0.9409264,0.6428814,0.37438765,0.28555652,0.1705476,0.19543439,0.11358118,-0.3086694,-0.9820572,-1.6384466,-1.8804599,-2.0121973,-1.7974557,-1.4699128,-0.96402895,-0.38801345,0.08172439,0.17038003,0.08465233,-0.4646777,-0.61726844,-0.55550873,-0.40066448,-0.35182387,-0.26014203,-0.27341413,-0.27438375,-0.21310538,-0.15898329,-0.12186581,0.12312129,0.48595437,0.7238865,0.87809026,1.3552411,0.9600826,0.16512084,-0.37434956,-0.6322997,-0.5897895,-0.64796734,-0.77223825,-0.8946706,-0.95950454,-0.9390759,-0.8867096,-0.81749094,-0.77992404,-0.6636271,-0.4957491,-0.44746312,-0.59469986,-0.8779423,-1.1077466,-1.0708097,-0.97974813,-0.9435886,-1.0770466,-1.1817816,-1.0767034,-0.61209035,-0.28486395,0.35752368,1.9492288,3.9438043,7.688676,10.040951,11.078875,11.15629,10.977404,10.501434,9.889662,8.812703,6.9619837,4.6831164,3.0065823,1.9486797,1.5548486,1.3185809,1.2655704,1.2595928,1.3245339,1.3883611,1.5143197,1.4896288,1.3505046,0.8028705,-0.045917906,-1.0104761,-1.4853294,-1.7307792,-1.8033092,-1.8355054,-1.7441788,-1.4460373,-1.3632119,-1.3741102,-1.3245065,-1.3635802,-1.4049916,-1.3603084,-1.5729148,-1.6724967,-2.2404995,-3.010347,-3.484829,-3.5741086,-3.5870318,-3.4708087,-3.4595342,-3.3879688,-3.3760042,-3.3561964,-3.2799582,-3.302188,-3.2079353,-3.0753183,-2.3334117,-2.9725127,-2.3333879,-2.3334556,-2.3540645,-2.8966422,-2.3333635,-2.3332639
-2.044339,-2.0609047,-2.2132084,-2.3063216,-2.2762918,-2.2819955,-2.3189058,-2.2835088,-2.1117935,-2.1418867,-1.9571755,-1.7171932,-1.4735782,-1.1162877,-0.84391874,-0.44498163,-0.44859692,-0.5067941,-0.55362415,-0.6042644,-0.6727066,-0.84035605,-1.0539225,-1.019906,-1.057491,-1.1197196,-1.1727726,-1.2142942,-1.2120007,-1.2045498,-1.2922539,-1.374367,-1.4422992,-1.4618425,-1.4973192,-1.5425916,-1.5662041,-1.5573277,-1.6273973,-1.6734624,-1.5451744,-1.470334,-1.539676,-1.6995881,-1.9961207,-2.2192194,-2.241834,-2.2300105,-2.023739,-1.5517514,-1.440714,-1.5949764,-2.0111222,-2.4834154,-2.6472185,-2.6329641,-2.3888793,-2.1066005,-1.8153121,-1.4870933,-1.4034219,-1.397625,-1.4262267,-1.4817924,-1.504939,-1.5035081,-1.4771104,-1.3989804,-1.2748874,-1.2860216,-1.424089,-1.538394,-0.99711514,-0.78624386,-0.945494,-0.9191519,-0.268976,1.2033502,2.231101,3.352272,3.9235306,4.2769322,4.99548,5.628232,6.2444506,6.84199,7.4975376,8.103867,8.425902,8.489292,8.555156,8.950209,9.375062,9.59741,9.76985,9.8045025,9.528593,8.979654,7.4911327,5.5679092,3.326702,-0.13896325,-1.0103067,-1.4884263,-1.7711375,-1.5843792,-1.3986845,-1.3064542,-1.270762,-1.1512833,-1.0152619,-0.8723319,-0.7600649,-0.78518593,-0.83840936,-0.98524094,-1.0986462,-1.1209693,-1.076524,-1.0092362,-0.96835274,-0.9448209,-0.9538822,-1.0256934,-1.2692113,-1.6238025,-1.944604,-2.0062652,-2.241034,-2.126636,-1.9713697,-1.3862314,-0.9796231,-0.9714306,-1.00264,-0.9838058,-0.98986596,-1.0350959,-1.0015486,-1.1820065,-1.2882204,-1.8635631,-2.4922023,-2.6148257,-2.7274442,-2.6976027,-2.593053,-2.7150662,-2.7684722,-2.7602878,-2.7777228,-2.7855828,-2.7885838,-2.7938364,-2.7562137,-1.8905182,-2.763014,-1.8905165,-1.8905196,-1.8866462,-2.7126222,-1.890371,-1.890391
-0.38319707,-0.3979985,-0.46884388,-0.51087594,-0.47200772,-0.45022863,-0.31152636,-0.27318484,-0.44304395,-0.90242887,-1.0478698,-1.2558396,-1.0125959,-0.8576863,-1.1218376,-1.345904,-1.6315885,-1.9313295,-2.2594728,-2.3933716,-2.0795639,-1.5648725,-1.337246,-1.2316828,-0.7437911,-0.5224177,-0.5464876,-0.5022774,-0.37055016,-0.3281197,-0.37625247,-0.46731594,-0.56907564,-0.60892224,-0.7505038,-0.8174689,-0.75932807,-0.7606535,-0.8286719,-0.81136554,-0.8808522,-0.9415684,-1.0509852,-0.9889727,-0.5697526,0.10422961,0.24290565,-0.09973189,-0.5531297,-1.1293365,-1.0410707,-0.6610949,-0.29490727,-0.28541845,-0.38713318,-0.5702063,-0.7592375,-1.0538411,-1.1472492,-1.0865175,-0.7906314,-0.6518372,-0.42533717,-0.30218327,-0.1685837,-0.044127256,0.10850659,0.51784134,1.4422805,3.0183272,5.7051754,8.98051,10.891569,11.450375,10.844474,9.493233,7.062928,4.723119,3.6198473,2.6294029,2.0062547,1.7622077,1.7771981,1.8872833,1.903034,1.8317262,1.7099469,1.4041371,0.9999144,0.7734762,0.6274636,0.33527648,0.2152181,0.09836361,-0.078453854,-0.2657309,-0.6595731,-0.6522111,-0.41950774,-0.09181759,-0.19408755,-0.6148222,-1.1255567,-1.76175,-2.1385007,-2.27856,-2.1748333,-2.192445,-2.3114696,-2.2922,-2.0818868,-1.8902644,-1.890549,-1.7907538,-1.5888443,-1.5513543,-1.5136173,-1.4360043,-1.33636,-1.1431885,-0.964222,-0.6425294,-0.34167767,-0.098499894,0.39690673,1.1442144,1.872459,2.6537194,2.4667382,1.8945647,1.3925166,0.75650615,0.44729817,0.41022414,0.4532776,0.5459181,0.575026,0.54801416,0.5766269,0.6232377,0.62532365,0.6523205,0.55267483,0.32406542,0.052303128,-0.4063434,-0.76341283,-0.73783165,-0.4320627,-0.2811509,-0.24193156,-0.06328344,0.06274703,0.049223453,0.090459794,0.7407921,0.08842656,0.7407929,0.74079436,0.73528856,0.25764668,0.7409043,0.7408954
-0.89091927,-0.8696864,-0.84407395,-0.78357184,-0.66690254,-0.61531025,-0.4359685,-0.352631,-0.29133967,-0.48260653,-0.68679553,-0.6419246,-0.7294954,-0.56976724,-0.5473529,-0.6653237,-0.7703986,-0.7181336,-0.6307844,-0.52118796,-0.30285177,0.27240443,0.5014961,0.63252926,0.7465596,0.8103292,0.7500799,0.7203673,0.71164274,0.71411055,0.63059986,0.5252343,0.4075638,0.39187303,0.1853405,0.024204582,-0.13437071,-0.24221903,-0.5566295,-0.76626885,-0.87165225,-0.8854823,-0.9989929,-0.8383822,-0.5305394,-0.1834009,0.1328325,-0.038385868,-0.2780926,-0.30135864,-0.326843,-0.47890586,-0.8757298,-1.1750606,-1.3955314,-1.3126135,-0.72674143,0.5282121,1.4655184,2.0619824,2.166254,2.178676,2.1964383,2.196391,2.2562459,2.2738972,2.2566233,2.3256829,2.2847953,2.0240316,1.4113656,0.23981076,-0.27821174,-0.11862415,0.4988953,1.012994,1.6936516,2.5240345,3.141409,4.4581103,4.9765406,5.1119103,5.127507,5.09515,5.176092,5.4606743,5.5956182,5.5298777,5.5410323,5.4830065,5.677722,5.6882753,5.268708,4.9495163,4.411751,3.422248,1.888644,0.88488936,-0.0082511455,-0.1954857,-0.44588438,-0.6422717,-0.68705404,-0.91192824,-1.1184322,-0.88476974,-0.51166105,-0.4155606,-0.5095015,-0.7830193,-1.2826575,-1.9366512,-2.3303099,-2.4279194,-2.4100668,-2.4353623,-2.453298,-2.4410763,-2.4053097,-2.269035,-2.138749,-2.0352566,-1.8718901,-1.7036101,-1.5144141,-1.1986946,-0.4193269,-0.44670448,-0.83162624,-0.631469,-0.35524756,0.33467925,0.759575,0.7648041,0.76822746,0.72964287,0.75416136,0.7324572,0.78211796,0.60033023,0.6839299,0.16358912,-0.5945568,-0.90904284,-1.1251258,-1.2027037,-1.3717055,-1.6374127,-1.7142161,-1.673082,-1.633078,-1.4311754,-1.3628954,-1.3348489,-1.42965,-1.1787277,-1.5266258,-1.1787437,-1.1787364,-1.1654766,-1.6505797,-1.1786803,-1.1787463
-2.526827,-2.5275216,-2.5542934,-2.6295261,-2.6543508,-2.6674652,-2.79566,-2.7973294,-2.8954778,-3.1437316,-2.9339983,-2.7406616,-2.8053632,-2.797256,-2.701222,-2.6363633,-2.4368572,-2.295723,-2.021731,-1.6167467,-1.3507273,-0.8785645,-0.27885234,-0.019643605,0.3946597,0.5867851,0.6569465,0.7130817,0.7027402,0.68978834,0.7763084,0.80842966,0.9007802,0.9009316,0.95240223,0.91629255,0.8119198,0.70042044,0.5721934,0.4134047,0.29383513,0.25874305,0.14595461,0.2259411,0.48547047,0.6213987,0.47591662,-0.11185914,-0.8236028,-1.4749177,-1.959219,-2.3524737,-2.556331,-2.6056921,-2.5803728,-2.3223705,-1.7998232,-1.2450333,-1.0150075,-0.9245107,-0.79187,-0.7115013,-0.7203862,-0.74243665,-0.7915236,-0.8085185,-0.87275285,-0.97168183,-1.122335,-1.1815879,-1.3015225,-1.9958513,-2.8694232,-2.98641,-2.4420557,-2.0251267,-1.6983007,-1.3486935,-1.2309312,-1.060087,-1.0351924,-0.96872413,-0.8502214,-0.75040454,-0.66836894,-0.62723976,-0.6264638,-0.51705325,-0.45947853,-0.46830857,-0.58169836,-0.42780712,-0.048036218,0.23361942,0.47925335,0.5322147,0.2986287,-0.3056287,-1.1993655,-1.9493177,-2.4300156,-2.5330794,-2.130799,-1.7142861,-1.7651942,-2.1250958,-2.423274,-2.308984,-1.8787177,-1.1452479,0.1565045,1.4356536,2.2955606,2.7494674,3.0554347,3.1228766,3.128368,3.1367812,3.1916106,3.1695237,3.1201942,3.085165,2.956285,2.798551,2.5080533,1.9078516,0.0830207,-2.2394702,-2.8478742,-2.7115896,-2.333556,-1.990979,-1.7921579,-1.7694917,-1.917633,-1.9996495,-2.1589885,-2.2345467,-2.2277992,-2.3873258,-2.453084,-3.0161958,-3.4073572,-3.0687125,-2.8862796,-2.5785704,-2.3719194,-2.3155859,-2.2834327,-2.312851,-2.293361,-2.322713,-2.4177523,-2.4283514,-2.3620415,-2.6227617,-2.2148786,-2.6228015,-2.6226707,-2.5436797,-1.9459866,-2.6225893,-2.62293
