0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
9.830032,9.851892,9.860901,9.797594,9.812964,9.767901,9.790179,9.785248,9.792182,9.875564,9.767746,13.0818815,12.44034,12.389587,11.575495,8.944621,5.9410205,2.791049,1.572715,0.7193178,-0.09841864,0.14396454,0.5784167,0.77307206,0.75509435,0.82643056,1.0050442,0.9418824,1.7860608,2.3585973,2.376246,2.3277462,2.9264822,3.8452902,4.605332,4.8733892,5.1753807,5.503991,5.305416,4.1871557,3.0746388,2.4218645,1.309782,0.7972403,0.6728221,0.70016074,0.6099341,0.49144462,0.42352313,0.017716855,-0.40635812,-0.8166818,-1.0850288,-1.3740342,-1.5346557,-1.1950274,-0.37946057,0.38694355,0.8771541,0.99098146,0.7786138,0.9712496,1.5237741,0.73670816,0.22740033,-0.118573986,-0.042124007,-0.13536558,-0.36444214,-0.7370882,-1.0116949,-1.1881888,-1.2553666,-1.0321195,-0.7858894,-0.51199925,-0.2800265,0.006451428,0.5598591,0.78760684,0.77050424,0.42030528,0.39031038,0.4452794,0.40919113,0.23248814,0.11179241,0.19927876,0.24120536,0.51049614,0.77690935,0.8497634,0.9459523,1.1123123,1.3698474,1.4477574,1.6912742,2.102245,2.2107234,1.9827511,1.2295887,-0.0014172941,-0.29376543,0.97393656,1.2455106,1.3151637,1.517679,1.4151672,0.766184,-0.062586576,0.0870288,0.49532217,0.77061045,0.6489139,0.7872608,1.1224725,1.719032,2.2979774,2.622161,2.6817358,2.910502,2.84524,2.2754903,2.2896438,2.807295,2.543418,2.3058958,1.6299686,0.12559202,0.68971705,2.1067326,2.8228095,4.1265907,4.1536484,1.9489715,0.7455362,1.0229945,1.2756677,1.2171562,1.3311424,1.216584,1.4020246,2.0911236,3.3357754,4.430237,3.679243,2.6796799,2.7041507,2.756123,2.341951,1.668614,0.7883259,0.1817562,-0.066329494,0.54072934,1.0692836,1.3565606,1.4819325,2.1641326,3.1725526,3.8330097,3.6131222,2.6265779,1.5193694,0.58596534,0.13752258,0.32106292,0.75827444,0.91228765,1.0459305,1.5014501,2.5980072,2.7429528,1.8537214,1.2954059,0.8531645,0.4157152,0.2847988,0.2606163,0.4753,0.8379327,0.9806844,1.2918546,1.7546608,1.8421543,2.003719,2.264537,2.7193508,3.0745995,3.758387,4.867613,6.364756,6.8854694,7.753214,8.276139,8.776955,8.884948,9.111247,9.68312,10.14796,10.488193
-1.5786493,-1.5923859,-1.5970238,-1.5563114,-1.5647558,-1.5376197,-1.5499077,-1.5472062,-1.5507804,-1.5943958,-1.5375249,-2.733133,-2.6518319,-2.7416415,-2.6610806,-2.5702388,-2.585628,-1.973421,-1.4367349,-0.98534685,-0.65465117,-0.96781635,-1.3993256,-1.6940099,-1.5450441,-1.5175428,-1.6421218,-1.60671,-2.0106263,-2.4502041,-2.5931218,-2.772636,-3.0042782,-3.2032738,-3.2863793,-3.292616,-2.997416,-2.5982718,-2.3562307,-2.2806082,-2.197219,-2.3252678,-2.5694938,-3.089765,-3.4164085,-3.4448483,-3.3017092,-3.0801277,-2.903784,-2.756782,-2.6764874,-2.5942261,-2.528893,-2.3687077,-2.1716254,-2.2117558,-2.1128304,-1.9050515,-1.6896298,-1.6159186,-1.597658,-1.610676,-1.5914314,-1.3710431,-1.183589,-1.1124016,-1.4006591,-1.7646189,-1.9808154,-2.0971434,-1.9093206,-1.3031535,0.19239917,3.2152753,5.786461,7.453477,8.734073,9.48124,9.813589,9.77313,9.131406,7.6103544,4.9867387,3.378521,2.2504182,0.9483523,-0.56735754,-1.1096989,-1.1199623,-1.1283789,-1.1037643,-1.0956705,-1.109376,-1.2813346,-1.5082126,-1.7093422,-1.8946629,-2.0770576,-2.0993736,-2.0968153,-2.1364112,-2.0640597,-2.184301,-2.5876682,-1.636879,-1.2344432,-0.80320835,-0.17190138,0.1440824,0.15431407,0.8978535,1.956388,2.214908,1.5954325,0.8794871,0.319271,-0.48326764,-1.2729077,-1.636986,-1.3558288,-0.992118,-0.81169945,-1.5338831,-2.3092988,-2.5774302,-2.4867105,-2.5359707,-2.3330169,-1.8074358,-1.8300456,-1.6692116,-1.7861886,-1.8402823,-1.2868481,-1.0254339,-1.2070115,-1.7126594,-1.959709,-1.576427,-1.2408391,-1.1414878,-1.7769767,-2.6772823,-3.104056,-3.2863245,-3.0170288,-2.8770704,-2.833549,-2.8521862,-2.6931581,-2.2945862,-1.7657131,-1.5553162,-1.779988,-1.2342725,-0.98651993,-0.9043562,-1.2160727,-1.637502,-1.8820317,-1.958815,-1.9727827,-1.904041,-1.9727889,-1.867658,-1.7616765,-1.6503761,-1.2395487,-0.75575185,-0.5143869,-1.2196177,-1.6482422,-1.6986245,-1.8387816,-1.716105,-1.7393466,-1.7836295,-2.0659487,-2.234758,-2.1457205,-1.85506,-1.4908851,-1.4550986,-1.3491299,-1.259029,-1.3080478,-1.3180629,-1.3254144,-1.4180896,-1.6176722,-1.8701234,-2.1633778,-2.2580385,-2.3324747,-2.4659524,-2.630524,-2.7051194,-2.7888775,-2.7550266,-2.64402,-2.6061487
-0.014781848,-0.014104888,-0.012704715,-0.01666306,-0.014793754,-0.019291908,-0.01602383,-0.016815245,-0.015896037,-0.008046508,-0.019318566,-1.0101459,-1.2202653,-1.0155152,-0.653196,-0.1686956,0.2338289,0.4050925,0.4371537,0.09378376,-0.77417886,-1.3951459,-2.022245,-2.7443957,-3.248233,-3.074428,-2.1513746,-1.4026951,-0.7718698,-0.41760433,-0.34347194,-0.43741477,-0.34210098,-0.03832048,0.18126719,0.20393598,0.22100554,0.09640085,0.23318349,0.40387595,0.52432084,0.5277378,0.1907464,-0.13807946,-0.70107734,-1.4791334,-2.0456977,-2.2124572,-2.2579489,-2.2788615,-2.2393045,-1.83392,-1.2836845,-0.4229637,0.24845289,1.031876,2.070454,2.6127043,3.1011858,3.091218,2.9972014,3.12777,3.087393,2.7414932,2.4924889,1.9095229,1.4157758,0.15169676,-0.36170924,-0.8272605,-1.0562364,-1.109271,-1.2566352,-1.4887632,-1.716058,-1.8962414,-1.9865911,-2.0834198,-2.1220798,-2.012973,-1.4409467,-0.9057481,-0.08460301,0.33383012,0.6043348,1.0857475,1.9537473,2.479432,2.8376184,3.156395,3.5549634,3.7589526,3.9916475,3.8111827,3.2223067,2.621192,2.1919801,1.4575069,1.0769436,0.5339762,0.052073285,-0.65851945,-1.3331732,-1.1055872,-1.4827099,-1.682693,-1.7973167,-1.8468766,-1.9277272,-1.8774726,-1.7012599,-1.4016197,-1.0520874,-0.36484262,0.0997746,0.3211528,0.6578852,0.83562326,0.52825344,0.13117132,0.08863795,0.16919445,-0.19907594,-1.1865463,-1.6675537,-1.4488821,-1.3528836,-1.4670849,-1.425673,-1.6709343,-1.6627553,-1.4714608,-1.2903293,-0.61208355,-0.72044015,-1.5834615,-1.4937353,-1.390631,-1.6551147,-2.116074,-2.298705,-2.0182533,-1.8101971,-1.9107349,-1.910797,-1.3458548,-1.204172,-1.2491963,-1.1446903,-0.98047656,-0.711161,-1.007434,-1.2318954,-1.6123964,-2.6499853,-2.6849968,-1.9672415,-1.1097763,-0.40026486,0.1662424,0.63864124,0.918321,0.85042685,0.44972634,0.21233146,0.017054886,-0.8772032,-2.1482656,-2.5077472,-2.1657844,-1.9449062,-1.4202797,-0.98666334,-1.2323196,-1.5977359,-1.4911699,-1.2459571,-1.3170233,-1.8545094,-2.215245,-2.168777,-1.6654619,-1.329145,-1.2460017,-1.148994,-1.0015041,-0.86859053,-0.761816,-0.660747,-0.5386084,-0.52579767,-0.5446925,-0.51599693,-0.55871475,-0.5567838,-0.7158288,-0.7233957,-0.8565351,-1.0555735,-1.1605527,-1.2130423
0.4574386,0.44361502,0.4402622,0.47469187,0.46642715,0.4909261,0.47753882,0.48074675,0.47708604,0.42783618,0.49099493,-1.181287,-0.92454517,-1.0119519,-0.5395335,0.3967781,1.1021224,1.2183646,1.2609694,1.6225057,1.5239415,0.6765022,-0.22888015,-1.0526295,-1.6152259,-1.8565177,-1.8962572,-1.8720574,-1.7260631,-1.7166653,-1.7905937,-2.1003304,-2.3460526,-2.2936409,-2.014202,-1.7274426,-0.92604077,-0.3786713,0.09810084,0.64379853,1.0627494,1.0694704,1.3646967,1.3442078,1.3886168,1.118785,0.4427864,0.09678094,-0.21418476,-0.7235552,-1.0486422,-1.137249,-1.0666926,-0.8842521,-0.74309385,-1.0430789,-1.530637,-1.9663913,-2.304077,-2.2279255,-2.195671,-2.122026,-1.9033606,-1.423943,-0.8923232,-0.5765108,-0.6993965,-0.7030515,-0.8024717,-0.71520555,-0.45352012,-0.16473097,0.022418484,0.0851787,-0.015169591,-0.2269885,-0.19131738,0.19335967,0.16673023,-0.07608861,-0.9676169,-1.7095226,-2.319313,-2.6171293,-2.85562,-3.085035,-3.0961747,-3.0179338,-2.8168728,-2.6645372,-2.4575949,-2.3757958,-2.3123395,-2.2125144,-2.1242485,-2.170068,-2.2129261,-2.1122699,-1.9507391,-1.8124719,-1.446545,-0.94676214,-0.9739898,-1.0828931,-0.91167235,-0.6686499,0.144696,2.4832044,6.805588,10.142111,12.155136,12.842718,12.822861,11.912325,10.37262,9.225139,7.3575106,4.3464823,1.5177302,0.318204,0.15209474,0.06352353,-0.3240676,-1.0029882,-1.3082649,-0.88421535,-0.58600223,-0.32375517,-0.4689538,-0.9290147,-1.2171948,-1.3594443,-0.7180905,1.0246994,1.3856187,1.100916,1.1482005,0.37613013,-0.77614,-1.1256511,-0.87025785,-0.5502846,-0.70892656,-0.8669857,-0.995662,-0.83853424,-0.891688,-1.0521336,-1.1017342,-1.0606232,-0.81562316,-0.45296133,-0.1947678,-0.18990938,0.0052242354,0.555433,1.773245,3.1118364,3.0711615,2.2395873,1.4217703,0.8046528,0.5523443,0.45449683,0.42576972,0.18615142,-0.34363744,-0.70008767,-0.81934035,-1.0024327,-1.0384045,-1.0018702,-1.048359,-1.1618859,-1.0041506,-0.81255966,-0.70575,-1.1189351,-1.3663179,-1.3528988,-1.2808883,-0.9453119,-0.83177,-0.82756215,-0.80236787,-0.8022654,-0.7523753,-0.65286785,-0.57884717,-0.55384296,-0.6472577,-0.8214011,-0.8554784,-0.79499316,-0.8333088,-0.9713403,-1.0552766,-1.122063,-1.117467,-0.98764515,-0.92503357
0.8681476,0.87285495,0.8721526,0.8570025,0.85747755,0.8522623,0.852454,0.8526874,0.8527308,0.8566288,0.85230637,-0.9407413,-0.85792744,-0.8726052,-0.93745553,-0.5203709,-0.5088195,-0.6456925,-1.0388005,-1.2582624,-1.816245,-1.9145262,-1.7077,-1.3275613,-1.0921148,-1.1715276,-1.6391883,-1.9263785,-2.0298612,-1.5600924,-1.1832771,-0.62922096,-0.39089286,-0.58509076,-0.69187117,-0.78225195,-1.2680957,-1.6386209,-1.8812714,-2.0002594,-2.1123452,-2.2152295,-2.3440013,-2.15795,-1.7510546,-1.0631369,-0.43964586,-0.21294531,-0.06392789,0.16857514,0.31743792,0.28862512,0.1023165,-0.1891923,-0.71245533,-1.16147,-1.3639823,-1.3192612,-1.0319283,-0.8864516,-0.83607274,-0.9785891,-1.2316581,-1.3483328,-1.228534,-0.97699296,-0.7143695,0.41982773,1.7663484,3.1652663,4.2857533,5.2012663,5.7620683,5.609703,4.6533217,3.2744584,1.5613542,0.21798354,-0.4931897,-0.67914766,-0.6355626,-0.3529498,-0.25986215,-0.055475317,0.5062573,0.65828,0.18870735,-0.61099935,-1.1225604,-1.4362612,-1.5844649,-1.6368074,-1.7294693,-1.826011,-1.8131979,-1.8126715,-1.8996608,-2.0600567,-2.475651,-2.5222878,-2.4375794,-2.344606,-1.8321244,-1.2326586,-0.85578877,-0.43676394,-0.007286273,0.3068322,-0.24388269,-1.3902624,-1.7636511,-1.3769921,-0.7409708,-0.42358983,-0.38742054,-0.55868363,-1.2350833,-2.0481899,-2.1856716,-1.7358778,-1.6925181,-1.8389673,-1.7655416,-1.6254234,-1.214807,-1.0613511,-0.79484534,-0.29854092,0.8185124,1.771811,1.0504444,0.00030247867,-0.33756357,-0.93054855,-1.0252137,-1.0175772,-1.0979174,-1.0883116,-1.2578502,-1.2875582,-1.6331487,-2.2851872,-2.551248,-2.679626,-2.5392995,-2.1032796,-1.75439,-1.4916908,-1.6435434,-1.8162483,-2.2146714,-2.414658,-2.7855437,-2.7583468,-1.85234,-1.3299772,-1.2022045,-1.1666958,-1.0576222,-1.2727897,-1.5923641,-1.4854071,-1.0666714,-0.608371,-0.45518696,-0.27414337,0.48295137,0.94475245,0.7310149,-0.035749048,-0.7402037,-0.86110765,-0.8146324,-0.51015556,-0.67889994,-0.86941683,-1.0954645,-0.8028579,-0.17781842,0.22665983,0.3055868,-0.03017649,-0.19986641,-0.34882018,-0.46757036,-0.67118496,-0.87704957,-1.0326562,-1.053626,-0.881238,-0.638703,-0.3666479,-0.35425985,-0.30985075,-0.24096988,-0.06006989,-0.0023121387,0.038598552,0.056034386,0.13426457,0.4843718
-1.8045535,-1.8040857,-1.802039,-1.8064303,-1.8052183,-1.8085974,-1.8061395,-1.8066425,-1.8054354,-1.7952375,-1.8086808,-2.8017344,-2.5928354,-2.4898405,-2.305291,-1.5240004,-0.9649807,-0.44352368,-0.21991363,-0.24279763,-0.89187515,-1.4880922,-1.4461737,-0.9573853,-0.29311055,-0.18423192,-0.37365395,-0.653035,-1.4317435,-1.9294711,-1.9787209,-1.8000894,-1.744632,-1.7921047,-1.695113,-1.1729693,-0.43369946,-0.18900193,-0.292159,-0.11080553,0.10649377,0.45092043,0.85620695,0.9882225,1.0601674,1.3598759,2.2091317,2.7109365,3.0127249,3.068225,2.932938,2.6670349,2.4239326,2.2524438,2.0602643,1.0202997,-0.43805933,-1.4449358,-1.7997956,-1.771519,-1.6330887,-1.5817144,-1.4778638,-1.0003985,-0.36624348,0.16894326,0.35419428,0.7447869,0.8586794,0.6005644,0.03978324,-0.44918916,-0.9888847,-1.5378206,-1.7577107,-1.8540745,-1.8380361,-1.5810775,-1.2951503,-1.1159022,-1.1388203,-1.015154,-0.9405183,-0.97376376,-1.0159922,-1.2359021,-1.4327935,-1.7234108,-1.8525475,-1.983412,-2.0489874,-2.0700717,-2.0016332,-1.972408,-1.9266016,-1.8859327,-1.9651848,-1.9590158,-1.8623066,-1.6805952,-1.3225696,-0.46012586,-0.08493832,-0.87909096,-1.1289089,-1.3014702,-1.2701188,-0.5517189,0.06221661,0.37805933,0.20301466,-0.37705395,-0.8525839,-1.4940691,-1.7754703,-1.8665208,-1.8940052,-1.749129,-1.4616724,-1.0980539,-0.8599868,-0.9502808,-1.8008423,-3.335236,-3.8003128,-3.2061467,-2.5191495,-1.90203,-1.3352904,-1.1446207,-1.371464,-1.6851461,-1.0506234,-0.5654219,0.4918257,0.39687,-0.4517653,-0.7836702,-0.9206346,-0.89906096,-0.84723127,-1.3366356,-1.7041234,-2.1559143,-2.6564329,-2.4240673,-2.1441658,-2.1801927,-2.284358,-2.0765252,-1.464094,-0.714551,-0.78371847,-1.2895238,-0.64466333,-0.21878731,-0.32056522,-0.5094636,-0.78663087,-1.3719561,-1.6532274,-1.2702614,-0.7847225,-0.53937906,-0.20562321,-0.59177035,-0.9770377,-1.4733499,-2.1865885,-2.5157447,-2.0801775,-2.0641973,-1.9342122,-1.3477368,-0.814477,-0.5272338,-0.40809587,-0.45508218,-0.17338866,-0.19525026,-0.6646216,-1.1965457,-1.2504346,-0.8722126,-0.68599176,-0.23570932,0.16483979,0.3452195,0.30388695,0.36408034,0.4837554,0.53885955,0.43830115,0.46112072,0.43036616,0.26614204,0.12529492,0.056708097,-0.19280915,-0.51802844,-1.199973
-2.9805422,-2.981216,-2.981945,-2.9787316,-2.980103,-2.975667,-2.97801,-2.9773192,-2.978056,-2.9815793,-2.9756522,-3.286577,-3.3175287,-3.4774535,-3.4871473,-3.3713045,-3.2538762,-3.0719895,-2.8844614,-2.3854575,-1.2654428,-0.3415861,0.4141334,1.377281,1.8172774,1.2517338,0.27591163,-0.5154411,-1.7028925,-2.2927878,-2.1965811,-1.9771391,-2.2613852,-2.897277,-3.5007455,-3.6649823,-3.4566135,-2.9142883,-2.6290033,-2.4791884,-2.374453,-2.2157114,-1.9499844,-1.7988956,-1.8318489,-1.7771127,-1.2156631,-0.833188,-0.64419514,-0.45849407,-0.26612023,-0.37485227,-0.5732977,-0.731905,-0.69094336,-0.94164777,-1.6062402,-2.1137795,-2.3023643,-2.2867417,-2.22257,-2.3707047,-2.6506062,-2.4946642,-2.3379707,-2.1927848,-1.9489226,-1.4323055,-1.1909989,-1.0007857,-1.1952477,-1.52114,-1.7705824,-2.0665283,-2.2990673,-2.4847574,-2.5231116,-2.3804626,-2.035851,-2.048566,-2.4296277,-2.401981,-2.4002223,-2.4312098,-2.5271456,-2.5389328,-2.7055116,-2.6369147,-2.4412766,-2.2426658,-2.1468914,-2.1380885,-2.1552148,-2.1834846,-2.232652,-2.258624,-2.3656044,-2.5632432,-2.7796974,-2.8414297,-2.7839186,-2.527886,-2.4572494,-2.905976,-1.8706775,-1.6446822,-1.6640178,-1.7259978,-1.77559,-0.8135548,-0.10068604,0.51536185,0.6958938,0.18205452,-0.5251034,-1.0125535,-1.6048025,-2.109553,-2.4014602,-2.119359,-2.091677,-2.1342537,-1.581444,-0.96099687,-1.2152154,-1.4552102,-1.3308746,-0.7882937,0.39251497,0.26519942,-0.36217588,-0.65243864,-1.2690117,-1.9417264,-1.8129351,-1.6839387,-2.417918,-2.5295753,-1.8996634,-1.5742571,-1.5657988,-1.6874909,-1.4833293,-1.022889,-1.191014,-1.4377457,-1.6448562,-1.7587814,-1.833015,-1.718587,-1.246697,0.17774633,1.3000078,0.98859835,0.968633,0.66609204,-0.07461125,-0.65360606,-1.0137377,-1.3489233,-1.7745545,-1.8825023,-1.5771338,-0.9694387,-0.09887904,0.2103253,0.041850895,-0.21843857,-0.6601516,-1.0873811,-1.0846378,-1.6934747,-2.3994737,-2.1553345,-1.491001,-1.1072505,-0.86937404,-0.8449904,-0.8771353,-0.78180647,-0.64933956,-0.75944394,-1.0458615,-1.3324358,-1.4854856,-1.641603,-1.8338473,-2.135322,-2.3895485,-2.763335,-3.0740361,-3.3404465,-3.368665,-3.4359999,-3.5056915,-3.5269697,-3.4944763,-3.3416257,-2.941837,-2.6582322,-2.5796235
-0.04197085,-0.041609526,-0.04064542,-0.046090484,-0.044319153,-0.04962188,-0.04866129,-0.048897564,-0.047976017,-0.05148363,-0.049657226,-1.2469561,-1.1971815,-1.1225216,-0.8278692,-1.0062215,-0.72303003,-0.145858,0.123134084,0.30904812,0.10442297,-0.2515572,-0.45841393,-0.410299,0.069272414,0.37130865,-0.15537803,-0.6936754,-1.3684167,-1.8394785,-2.13045,-2.5400188,-2.8689547,-2.8497546,-2.9189608,-2.9804752,-2.4880219,-1.7838426,-1.3412087,-1.1107862,-0.9859152,-1.0725754,-1.0795083,-1.3232571,-1.4096336,-1.3281637,-1.0338372,-0.78492886,-0.4661257,-0.21362036,-0.22212079,-0.16091436,-0.23671904,-0.52052176,-0.76970774,-0.9401631,-0.95297134,-1.0248475,-1.2723287,-1.2407789,-1.2747495,-1.155624,-0.72497654,-0.09750776,-0.013502558,-0.042971782,-0.6106699,-1.1647501,-1.6706905,-2.2361355,-2.3602042,-2.1447601,-1.6157469,-0.64641243,0.07190907,0.6455564,1.437088,2.4414995,2.9061105,3.042472,2.440117,1.4612725,0.29017127,-0.28168768,-0.51465,-0.86672026,-1.3145001,-1.5753165,-1.623031,-1.687649,-1.631918,-1.5608506,-1.4696386,-1.6041322,-1.7416482,-1.888843,-2.002703,-1.8708932,-1.5546753,-1.139079,-0.6194918,-0.07714571,-0.23436423,-0.3460909,0.13843368,0.0022946596,0.11212546,1.0338074,1.55895,0.86364126,0.9690371,1.61601,1.9133956,1.3756946,0.8842857,0.37479734,-0.6004602,-1.6597679,-1.8759699,-1.4781834,-0.77049583,0.07991099,0.55133414,0.36497825,-0.17600885,-0.048749313,0.114903115,0.40015,0.5489143,0.4640805,0.56556714,-0.10970974,-1.0269617,-0.9413191,-0.8927716,-0.8660768,-0.5599604,-0.5155342,-0.06808615,0.36386755,1.0989648,1.3749616,0.5070406,0.105958715,0.08719474,0.17467847,0.11589986,0.13139217,-0.0048235506,0.12739745,0.6446879,1.2084908,1.004599,0.15443224,-0.31140578,-0.47513625,-0.47306508,-0.43361586,-0.3428148,0.12227592,0.3151643,0.19307168,0.21260571,0.26809984,0.23393148,-0.07084486,-0.27147284,-0.0046198666,0.20934278,-0.3424302,-1.418058,-1.6366338,-1.3855965,-1.4301912,-1.3869077,-1.3755723,-1.1974025,-1.2211924,-0.9511927,-0.47085083,0.057543084,0.39044496,0.5422186,0.65719306,0.78795505,0.8892924,0.9773036,1.0128,0.9212328,0.6427291,0.29685855,-0.08701149,-0.18166439,-0.23293796,-0.34530395,-0.53553975,-0.64253455,-0.7084972,-0.7743061,-0.6991642,-0.5802322
-0.9082656,-0.9054282,-0.90348536,-0.9079222,-0.90759474,-0.90990305,-0.9083867,-0.908543,-0.90724707,-0.8960177,-0.90991,-0.7933273,-0.84238976,-0.90298724,-0.9657438,-0.81815434,-0.75868773,-0.93847877,-1.0526724,-0.64959574,0.7264837,1.5314125,2.0542603,2.5696986,2.8626752,2.377143,1.4585391,0.5784448,-0.56719,-1.2420197,-1.3430536,-1.0959055,-0.94479984,-1.0986274,-1.4682231,-1.9219238,-2.3996954,-2.4370577,-2.0974736,-1.7534442,-1.630094,-1.6204493,-1.5427799,-1.5836797,-1.8349571,-1.8239622,-1.497687,-1.2793677,-1.1014796,-0.8296581,-0.569173,-0.622434,-0.78261673,-0.9974165,-1.13286,-1.3856206,-1.8156092,-2.1148658,-2.2109838,-2.1558506,-2.0679793,-2.0790584,-1.9558225,-1.5573831,-1.2054423,-1.1086352,-1.0953836,-1.0505974,-1.1861508,-1.2442408,-1.0804119,-0.7027545,0.01707486,0.7124003,0.9433224,0.6662314,0.10752083,-0.27666652,-0.40849453,-0.7546209,-1.312966,-1.4323726,-1.7596079,-1.9285991,-1.9289125,-1.7985828,-1.814081,-1.7535167,-1.5802996,-1.3824587,-1.2689971,-1.2124038,-1.2119523,-1.257606,-1.3813958,-1.3938897,-1.3739105,-1.1563808,-0.6526461,0.024295866,1.0857,3.5972846,8.084443,11.072386,12.549813,12.641856,12.515108,12.170399,10.970495,8.961352,6.232728,4.1611934,2.170996,0.94503886,-0.09120053,-0.7990346,-1.6201227,-2.0294247,-1.811495,-1.0614948,-0.794979,-0.6202667,-0.090145916,0.28309333,-0.4696144,-0.8994412,-1.1229913,-0.65996474,-0.3655266,-0.71389675,-0.68098265,-1.0724504,-1.9477915,-1.4988599,0.75246626,5.804635,9.253145,11.273396,12.336999,12.379942,12.281852,11.514437,9.897395,7.912363,4.9795403,1.7056097,0.40238896,0.07894695,-0.052320838,-0.2659613,-0.17805284,0.31592596,1.1446958,2.0772345,2.59214,2.2882845,1.6363211,1.1049539,0.80417264,-0.14486924,-1.3412244,-1.9767494,-2.0425816,-1.7609556,-1.2295989,-0.93741083,-0.47971165,0.15770999,0.1635414,-0.1944471,-0.27719676,-1.2400001,-1.9651314,-1.6783698,-1.0603564,-0.7774969,-0.6448378,-0.7584489,-1.0890077,-0.93436253,-0.7951632,-0.78486854,-0.6496427,-0.4052332,-0.36035812,-0.29703656,-0.27932072,-0.22806956,-0.28280345,-0.48704144,-0.6383832,-0.6578536,-0.59886974,-0.6016463,-0.66832376,-0.67588234,-0.67328554,-0.7160122,-0.66720086,-0.60932,-0.55222356
-2.881134,-2.8761249,-2.8749406,-2.8886983,-2.8852735,-2.8958864,-2.89038,-2.8914797,-2.8902009,-2.8707166,-2.895919,-2.8763585,-3.0479636,-3.0260582,-2.9334936,-2.5865993,-2.5601165,-2.7766488,-2.8624086,-2.9216945,-3.2776096,-3.4425104,-3.3823533,-2.9540155,-2.43892,-2.7097611,-3.3390203,-3.7920728,-3.8258052,-3.0294423,-2.4887166,-2.0346427,-2.2282248,-2.7186573,-3.06686,-2.9050026,-2.6986575,-2.6995625,-2.7657027,-2.664454,-2.4717546,-2.2742736,-2.0142095,-1.7335551,-1.3400708,-1.100946,-0.99272037,-0.97522867,-1.1012318,-1.03694,-0.8808605,-0.79319465,-0.7821108,-0.68553084,-0.612824,-0.8700263,-1.1080637,-1.2034938,-1.0865285,-1.064044,-1.0575297,-1.1134552,-1.3094928,-1.349552,-1.5994586,-1.8193724,-1.8620591,-1.5377889,-1.1420283,-0.79093415,-0.55152375,-0.54340565,-0.7778348,-1.1139067,-1.405648,-1.6209407,-1.6799632,-1.5922788,-1.1972305,-0.9678559,-1.0051701,-1.5792692,-2.4491868,-2.6777935,-2.521493,-2.2183146,-1.5275831,-1.3105423,-1.2407978,-1.1658576,-1.1087954,-1.1226281,-1.2075245,-1.3341556,-1.3830609,-1.3896649,-1.5655439,-1.7821941,-2.065611,-2.05337,-1.8182807,-1.5421329,-1.618407,-2.3322904,-2.8963432,-2.9292536,-3.0818536,-3.2927504,-3.1107154,-3.3526304,-3.778101,-3.5543256,-3.2057347,-2.9165995,-2.72739,-2.6598406,-2.919313,-3.3751817,-3.379735,-3.1473718,-3.0502806,-2.922596,-2.6316106,-2.9352968,-3.0784917,-3.1783206,-3.2507586,-3.225792,-2.9518566,-2.9905477,-3.366444,-3.3785543,-3.5290003,-3.0955498,-2.1079183,-1.5008395,-1.6948321,-2.267593,-2.7472522,-2.8377018,-3.2657094,-3.90873,-4.230052,-4.413666,-4.137464,-3.4929419,-2.8609226,-2.7454126,-2.7540843,-2.666244,-2.8239558,-2.925451,-2.972248,-3.017926,-2.4904847,-2.3183033,-2.6347864,-3.0156846,-3.4708734,-3.6053433,-3.4696274,-3.0903468,-2.7272682,-2.48581,-2.383623,-2.580701,-2.7916353,-2.7508407,-2.9408069,-3.4928226,-3.9531746,-4.082207,-3.6063843,-2.8798118,-2.4408774,-2.1280046,-2.0390968,-1.9873154,-1.7643251,-1.7148526,-1.8246516,-1.8674233,-1.778266,-1.4673052,-1.3259584,-1.1145405,-0.88726157,-0.7627857,-0.7649046,-0.81394196,-0.9660227,-1.2410762,-1.4477496,-1.5952427,-1.7592467,-1.9381087,-1.985328,-2.0341406,-2.0294437,-1.9825145,-1.8187135
