0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
13.118412,13.160344,13.186981,13.020405,12.809853,12.75159,12.843802,10.659177,12.204233,11.695219,10.186675,8.570271,7.150045,7.2384944,6.527649,4.6989703,3.7236602,3.5469584,3.327365,2.9059992,2.2524376,1.6825992,1.4447656,1.4031215,1.229527,0.5144992,0.22988161,0.25646958,0.17035899,1.168086,2.2282875,2.3678823,0.7068771,0.029593334,0.023320392,0.08560325,0.18073621,0.17715102,-0.14652815,-0.63855416,-1.1327734,-1.1665194,-1.0863,-1.3426532,-1.5210441,-1.0281148,-0.18564305,0.4153156,0.33274263,0.18243292,0.006634474,-0.28362182,-0.6834984,-0.82612264,-0.8834258,-1.0583231,-1.1253076,-1.200438,-1.2293861,-1.2749393,-1.1861229,-0.99614143,-0.5380363,-0.055259213,0.37473077,0.17829013,0.06575215,0.084214464,0.45986927,0.85999584,1.0010287,1.4382856,2.1821508,3.3293333,4.2993593,4.850362,5.0215416,4.118185,2.7437983,1.6330355,1.1657462,0.9650055,0.7478963,1.1378965,2.809704,4.7293034,4.75881,3.4653416,2.485736,1.9825069,1.7207379,1.1216078,0.7008735,-0.41723466,-0.7719686,0.14779934,0.4186431,0.6738297,0.79912454,0.9286292,1.3377227,3.1171553,3.9121027,3.389237,2.1507645,1.5308728,0.86426,0.6561275,1.3817326,1.4913038,1.6969728,1.991597,1.6484749,0.69366455,0.16676185,-0.107862465,0.79089,1.7236612,1.7480935,2.2692094,2.3901515,2.194767,2.0201914,2.012586,1.6988223,1.7530522,2.0115383,2.3949778,3.4732199,4.2463818,4.1736426,4.1660814,1.3584274,-0.54313743,-1.0643137,-1.0814955,-1.113333,-1.1128168,-1.0705683,-0.91085863,-0.7743266,-0.8998726,-1.0179178,-1.2205213,-1.6015773,-1.7381184,-1.2223,-0.23657194,0.90285176,1.5139053,1.9720287,2.1191118,2.1012907,2.0553756,1.6579363,0.81231755,0.2304121,-0.31798726,-0.5053673,-0.64613116,-0.90806496,-1.0571657,-1.0331515,-0.9482062,-0.9043323,-1.0014299,-1.0869305,-1.0504841,-0.95642006,-0.7792856,-0.5263924,-0.2861148,0.07144818,0.2795781,0.41605875,0.7033807,1.2315476,1.4276271,1.486774,1.5662671,1.7110801,1.87555,2.0388935,2.327075,2.9611514,4.031813,5.4942846,7.1194744,8.339155,9.322655,10.436021,10.86826,10.909235,10.8273535,10.657873,10.658064,10.65781,10.658022
-2.1507096,-2.1795824,-2.2009187,-2.107533,-2.068225,-1.947448,-1.9405011,-1.3222945,-1.9318042,-1.9939559,-2.1476831,-2.3331907,-2.5117755,-2.416103,-2.4385052,-2.4271524,-2.541135,-2.5865011,-2.643333,-2.5684645,-2.447999,-2.3267062,-2.3080924,-2.3170445,-2.3411849,-2.432733,-2.3701634,-2.132067,-1.9108489,-1.4913669,-1.0440543,-0.84127474,-0.5365624,-0.34521276,-0.3888389,-0.4248479,-0.50549704,-0.60087407,-0.6121011,-0.89100444,-1.38672,-2.190086,-2.436949,-2.4532833,-2.351601,-2.3233218,-2.5014806,-2.6607602,-2.7661295,-2.929412,-3.0568066,-3.2051287,-3.3785758,-3.5099807,-3.528197,-3.440267,-3.2751625,-3.0384896,-2.6612985,-2.258264,-1.8992262,-1.9311925,-2.3230448,-2.6334648,-2.844779,-3.194095,-3.2746885,-3.2866457,-3.274212,-3.2543726,-3.1162481,-2.921534,-2.739129,-2.4064713,-2.4579844,-2.710556,-2.5520034,-1.9989249,-1.8091106,-1.6010242,-1.4630364,-1.3347652,-0.33452713,0.064989485,-0.710415,-1.4994137,-1.6620699,-1.8030894,-1.7024187,-1.5957034,-1.5999705,-1.5346602,-1.4765384,-1.2684104,-1.4843827,-1.0935171,-0.92631805,-0.8285964,-0.88557804,-2.2628343,-3.3189492,-2.9694786,-2.4688945,-2.2781096,-2.0558805,-2.1079116,-2.1808906,-2.4951706,-3.4416723,-3.3986278,-3.2932014,-2.948261,-2.1054626,-1.3582609,-0.3294372,0.9887908,1.9204957,1.9055363,1.4473672,0.07884866,-0.8239701,-1.4868712,-2.1220403,-2.5591166,-2.6269212,-2.6619852,-2.7282577,-2.8796225,-3.1551943,-3.0836022,-3.018733,-2.8749804,-2.734169,-2.5651147,-1.7751702,-1.2214756,-1.6501108,-1.8650317,-0.8937253,-0.05921927,0.3535914,0.38725847,0.4424956,0.61402524,0.77967083,0.5060389,-0.04947591,-0.83046824,-1.4123833,-1.5595737,-1.6761429,-1.7654287,-1.746187,-1.6933472,-1.4996759,-1.282656,-1.3805274,-1.8207177,-2.3209643,-2.196024,-1.9317541,-1.7212446,-1.550368,-1.4000788,-1.3841808,-1.3189694,-1.2444284,-1.2318339,-1.2612479,-1.4509848,-1.7694764,-2.0195649,-2.4763641,-2.780613,-2.8139703,-2.8691268,-2.9096045,-2.8582988,-2.86163,-2.8888903,-2.97393,-3.0057364,-3.001976,-3.010544,-3.0627952,-3.0505605,-2.9062505,-2.7069187,-2.7179751,-2.705388,-2.4735336,-2.3508937,-2.2101688,-2.064545,-1.3215731,-1.3217001,-1.3215008,-1.3216636
0.07501462,0.072102904,0.06320384,-0.03370911,-0.13041297,-0.21586041,-0.22699864,-0.27103478,-0.4638766,-0.63566446,-0.82779646,-0.7088352,-0.52858156,-0.5463395,-0.5038309,-0.25612944,0.20628983,0.3349989,0.4210859,0.47213578,0.6975679,0.747638,0.5961133,0.3665462,0.03008271,-0.40376574,-0.62054896,-1.2526903,-1.4414029,-0.71381974,-0.77035844,-0.9526917,-0.9352865,-0.36912656,-0.07725137,0.054951347,0.21053557,0.2079925,0.045002267,-0.6351179,-1.6602343,-2.4186,-2.720254,-2.930643,-2.718041,-2.3374002,-2.04672,-1.837728,-1.8111598,-1.9837002,-2.1249654,-2.3378534,-2.477485,-2.303561,-1.7517823,-1.1409397,-0.75595325,-0.023687303,1.0527624,2.089209,3.5820358,4.9615235,6.2839537,7.1396885,7.4655333,7.1742935,7.038828,6.82436,5.973322,4.6808333,3.480009,2.2218819,1.3313997,0.13973302,-0.41818988,-1.0092946,-1.3717604,-0.8433009,-0.6717791,-0.9739487,-1.213883,-1.4343385,-1.6014397,-1.2408404,-1.1897117,-1.8070364,-1.967073,-1.548645,-1.839787,-1.8030457,-1.7688868,-1.7044612,-1.7782614,-1.0821476,-0.26038918,-0.92639554,-1.3555481,-1.4371848,-1.2344537,-0.7489008,-0.25001556,0.27938214,0.7224841,0.146326,-0.64202917,-1.0560685,-1.2334573,-1.3785167,-1.4717234,-1.6178166,-1.5754352,-1.5206279,-1.5490757,-1.7259383,-2.3396611,-2.883996,-2.680962,-2.393879,-2.1413577,-1.9894829,-1.9488587,-1.919136,-1.4724143,-0.73471296,-0.46945602,-0.5968162,-0.77626675,-0.8646763,-0.36862773,-0.22348258,0.077260375,-0.23342884,-0.69698185,-1.4781619,-1.703965,-1.5137396,-1.2185167,-1.273129,-2.041296,-2.263987,-2.3175251,-2.3984835,-2.590288,-2.8649476,-3.2231731,-3.2837439,-2.9109924,-2.319867,-1.6334715,-1.0320182,-0.562272,-0.37493423,-0.2785034,-0.18829088,-0.26188067,-0.62855357,-1.2890804,-2.2709594,-3.0845335,-3.4768243,-3.671696,-3.7031994,-3.6907442,-3.6585898,-3.6260104,-3.559465,-3.5061965,-3.4764495,-3.4578254,-3.4355423,-3.0745466,-2.6680574,-1.9925861,-1.3305118,-0.82281387,-0.5060692,-0.317689,-0.2661878,-0.37718773,-0.5130697,-0.5485749,-0.48832414,-0.46717772,-0.47743344,-0.45946157,-0.5165876,-0.6787732,-0.9424081,-1.2508806,-1.8378181,-1.8519278,-1.7435912,-1.5752349,-1.5040971,-0.2718474,-0.27172384,-0.271948,-0.2717679
-2.1915925,-2.2399318,-2.238421,-2.1213317,-1.8457475,-1.4598855,-1.4125954,-0.9310113,-0.9601813,-0.99418586,-0.95977294,-0.74881834,-0.58963525,-0.40241316,-0.42790502,-0.449704,-0.5699677,-0.8734945,-1.1808789,-1.2978063,-1.3749177,-1.5257673,-1.6205854,-1.5936928,-1.4161983,-1.0400158,-0.5632572,-0.18799941,-0.2916104,-1.3496904,-1.6984737,-1.2457867,-0.8854962,-0.9692825,-1.0975418,-1.1780057,-1.2722311,-1.3968269,-1.4421924,-1.624834,-1.8420577,-2.0620337,-2.0672812,-2.036254,-1.736099,-1.1626613,-0.86980504,-0.68531424,-0.6898865,-0.70789677,-0.7185747,-0.8942439,-1.0804684,-1.3411528,-1.620162,-1.7892971,-1.8036271,-1.7328748,-1.5598935,-1.1103778,-0.2367584,0.42903912,0.34985667,-0.1662611,-0.7859635,-1.6024638,-1.8319749,-2.1414557,-2.4820735,-2.7159345,-2.7980065,-2.7265491,-2.492872,-1.7997634,-1.6029321,-1.3996557,-0.78057337,0.024281204,0.015927643,-0.02089569,0.25095177,0.47619656,-0.21592051,-0.16102149,-0.372378,-1.1824187,-1.8443924,-1.8999707,-1.8444636,-1.8254902,-1.8357496,-1.62522,-1.1395218,-0.7047611,-1.020772,-1.0677855,-1.0150466,-0.60338974,0.20564836,1.0510406,0.18097365,-0.577192,-0.61268795,-0.7935637,-0.5250927,-0.28931636,0.015048943,-0.005808428,-0.51413566,-0.6972717,-0.8994644,-0.9548382,-0.6305691,-0.7469197,-0.41519406,0.89253455,2.46701,2.1469476,0.8296651,-0.8068078,-1.5035032,-1.586696,-1.6871188,-1.7046652,-1.7972977,-1.918668,-1.9233942,-1.8265425,-1.1447207,-0.61446786,-0.10471037,1.1388093,4.4819765,8.1661,9.229807,9.169443,8.281736,6.665019,4.2265306,2.3797688,1.4054661,1.0292541,0.57647157,0.21845455,-0.08504957,-0.6524212,-1.0584399,-1.0779123,-1.1668919,-1.3992254,-1.6453712,-1.7576264,-1.7790766,-1.7469906,-1.5572773,-1.3718317,-1.2047434,-1.1479385,-1.365493,-1.3270936,-1.2336402,-1.3888047,-1.4933937,-1.4686532,-1.4865831,-1.3489552,-1.190053,-1.0280329,-0.8947055,-0.96009326,-1.173414,-1.2745414,-1.4724364,-1.8018326,-2.035086,-2.2618942,-2.368326,-2.3884134,-2.4366374,-2.4977214,-2.4961486,-2.4800797,-2.4651933,-2.489287,-2.5431895,-2.5224972,-2.3983152,-2.1287746,-2.1386192,-2.3896868,-2.1543927,-2.0760303,-2.036818,-2.0554051,-0.93018246,-0.9302905,-0.9301912,-0.930254
-0.61630625,-0.64409876,-0.67384875,-0.6537163,-0.7131139,-0.84889597,-0.82797253,0.104382485,-0.9134746,-0.9011295,-0.7742297,-0.60048705,-0.6055112,-0.6224177,-0.6380639,-0.78952384,-1.2918689,-1.2581549,-1.0383571,-0.82196444,-0.59525955,-0.14985496,0.44601646,1.0762595,1.8554885,2.3871746,2.4343486,2.647852,2.5012765,0.98736453,-0.1882635,-1.0358711,-1.9681433,-2.558503,-2.778277,-2.8464293,-2.911571,-2.878648,-2.6412811,-1.6346154,0.41466457,1.9956139,2.7445436,3.3871508,3.197268,2.3360415,0.9705447,0.11359388,0.4953116,1.0097799,1.5781215,2.474163,4.007893,5.38526,6.0150743,6.345132,6.4601417,6.4447794,6.359157,6.2077346,5.745661,5.0960116,4.1149435,2.4890704,1.5555301,1.1573889,0.87685823,0.2875647,-0.36745703,-0.7975404,-0.88959646,-0.84122574,-0.72448486,-1.0820619,-1.7260997,-2.0710213,-1.9189235,-1.2146407,-0.88899004,-0.8766943,-1.3040178,-1.2635081,-1.2623,-1.9508097,-2.492156,-2.1459947,-1.1600224,-0.6313113,0.02017337,-0.2472372,-0.42771995,-0.4769787,0.0049669743,1.5818172,4.1913767,5.3860216,5.45972,5.469881,5.3046484,4.136475,1.7932305,-0.9599389,-1.5378006,-0.98756194,-0.48375484,-0.36403412,-0.47138345,-0.5790018,-0.7775425,-0.8019271,-0.9848223,-0.9326056,-0.8791915,-0.64570403,-0.4066705,0.19570786,-0.0013995767,0.04488285,0.2000687,0.9441756,1.1526676,0.8090839,-0.034917966,-0.72438663,-0.8941418,-0.7337628,-0.34071973,-0.015135109,-0.31639373,-0.53621787,-1.2587107,-1.8167434,-1.6281414,-0.67425984,-0.26421615,-0.25777537,0.8022365,2.3006887,2.838382,2.175973,1.3957124,1.0765841,0.7513176,0.2959865,-0.032278,-0.52006143,-1.3383088,-2.3765104,-3.2794118,-3.7806935,-3.906982,-3.88448,-3.9189079,-4.003789,-4.181677,-4.239556,-4.075741,-3.317492,-2.0988426,-1.2593457,-0.5382458,-0.09363076,0.17230311,0.31758288,0.44677684,0.44340762,0.3670337,0.32122594,0.27291435,0.25072557,-0.013854891,-0.3515402,-1.1457618,-2.107375,-2.6757298,-2.8810985,-2.8649626,-2.6409328,-2.3990374,-2.2184877,-2.1363173,-2.150321,-2.2246017,-2.1876307,-2.1003647,-1.9011894,-1.5803336,-1.2081534,-1.28549,-1.205189,-1.2403038,-1.3860152,-1.4138536,-1.4058173,0.10443941,0.10448763,0.10433552,0.10449469
-2.0029812,-2.0209448,-2.1302822,-2.1915913,-2.4278862,-2.6005747,-2.5689456,-1.0121162,-2.4712048,-2.3428674,-2.1731007,-1.8889449,-1.8536714,-1.9559442,-1.9036262,-1.4401217,-0.60236883,-0.308339,-0.20539597,-0.13771787,0.02120617,-0.2055552,-0.46261847,-0.620124,-0.7655852,-0.8883638,-0.58315253,0.14496824,0.04946187,-0.9083822,-1.3683972,-1.7311524,-1.6857805,-1.7794628,-1.8281122,-1.8280634,-1.7552613,-1.6328764,-1.4443337,-1.1559817,-1.2821951,-1.1894112,-0.5628767,1.1474121,4.185373,5.613716,6.652323,7.313641,7.6040945,7.648034,7.5714197,7.3628035,6.925304,6.184392,5.4353886,4.64266,3.987052,3.2061048,2.2592905,1.377818,0.50608546,-0.13905366,-0.6218083,-1.0513407,-1.4700668,-1.6968832,-1.7653179,-1.9229847,-2.1524491,-2.23634,-2.1666021,-2.1788642,-2.2133853,-1.9714,-1.8702607,-1.8448431,-1.7852995,-0.8920325,-0.27441177,0.239502,-0.24740802,-0.5111567,-0.92724234,-1.3985822,-1.4150714,-1.8132042,-1.9553114,-1.4228842,-1.1698158,-0.92609847,-0.7588788,-0.42913073,0.4697522,0.41045606,-0.23782459,-0.20189613,0.25456244,0.6121233,0.38742012,-0.12282014,-0.98471975,-2.1318994,-2.068813,-1.7682242,-1.7174435,-1.5310453,-1.3163079,-1.4558902,-2.095085,-2.4894288,-2.6794329,-2.7743685,-2.3531797,-2.4879863,-2.3968158,-1.7332915,-1.6687379,-1.3666632,-1.3179044,-1.9099718,-2.4749434,-3.081119,-3.3396106,-3.1807032,-2.9419982,-2.8869689,-2.8969457,-2.9741411,-3.1852489,-3.3735826,-3.2202702,-3.0678248,-2.1634755,-0.82461464,-0.22367623,-0.112801686,-0.32278588,-0.517998,0.026713654,0.6484059,0.9402813,1.0634563,1.3865387,1.8989127,2.61334,3.0925355,2.3938513,0.80243766,-0.6305349,-1.5632802,-2.1473217,-2.3821843,-2.4054437,-2.4032416,-2.1777568,-1.5719559,-0.7640883,-0.11758441,-0.40320653,-0.7797242,-0.78071356,-0.5857188,-0.33340365,-0.1814951,-0.14431202,-0.14419329,-0.11718094,0.017340004,0.0695228,-0.008940786,-0.33111197,-0.6146698,-1.1052439,-1.6523644,-2.050423,-2.4810996,-2.7052755,-2.7135382,-2.6395645,-2.5717256,-2.473052,-2.4033875,-2.3545387,-2.3036838,-2.2251406,-2.1443658,-1.9797225,-1.5860457,-1.3272264,-1.0780692,-0.8099921,-0.85410655,-1.1712096,-1.3460188,-1.0113845,-1.011509,-1.0113113,-1.0114834
-3.0263736,-3.0292022,-3.0317376,-3.1069412,-3.1132221,-3.1105294,-3.1325328,-2.3880477,-3.2874618,-3.185647,-3.1453753,-3.1985111,-3.3974316,-3.3505752,-3.2734954,-2.9947205,-2.8197114,-2.6537054,-2.518739,-2.357673,-2.138308,-1.919134,-1.8002214,-1.6626023,-1.490322,-1.1438754,-0.6867528,-0.06828806,0.28439742,1.106282,1.1613909,0.073851645,-0.83355343,-1.4150045,-1.6308244,-1.7189133,-1.7136257,-1.5900557,-1.3604991,-0.5971815,0.33188307,1.0167843,1.3115776,1.7582182,2.2399392,2.1912396,1.8777995,0.8075994,0.22979763,0.009885047,-0.14397107,-0.20852739,-0.15086223,-0.025105312,0.06290658,0.18857342,0.28696927,0.327833,0.26303494,0.21705046,-0.07553156,-0.41712648,-0.96332216,-1.4348407,-1.9378095,-2.254016,-2.3163843,-2.5246468,-2.8959627,-3.028213,-2.9293349,-2.6340418,-2.4791164,-2.4917696,-2.4431372,-2.2877412,-2.1709843,-2.196496,-2.1433468,-2.0366855,-2.2804315,-2.2320192,-1.7548202,-1.8641535,-1.1055624,-1.2132403,-1.8750473,-2.3870134,-2.397823,-2.2994568,-2.3053706,-2.2758257,-2.036639,-2.0846112,-2.3440557,-1.3048348,-0.87112695,-0.89765733,-1.3069464,-1.7322415,-1.7064342,-1.948627,-2.1906202,-1.9792972,-1.7052202,-1.6137345,-1.4097084,-1.2755616,-1.8966434,-2.0073514,-1.9070652,-1.5547359,-0.17838085,0.22699523,0.5223789,0.86525035,-0.028322235,-0.8004577,-1.1252435,-1.5238397,-1.6190513,-1.9063299,-2.3110738,-2.618493,-2.4748325,-2.2687173,-2.1773043,-2.128933,-2.2493534,-2.2763703,-2.3648522,-2.3811371,-2.1949265,-2.2843835,-2.1080983,-1.7718877,-1.747477,-1.454797,-0.41088185,-0.04193917,-0.014538668,0.077629186,0.06338103,-0.07834631,-0.60312736,-1.3564239,-2.0521646,-2.1937678,-2.27269,-2.1659665,-2.147237,-1.884965,-1.6676896,-1.5633961,-1.1591376,0.28285113,1.9742974,4.4037323,6.5460443,7.4029894,7.835844,8.06484,8.152958,8.187342,8.193586,8.251215,8.266882,8.2454815,8.167188,7.9646816,7.547366,7.11597,6.233615,4.905431,3.7816443,2.3373334,1.0819362,0.5320846,0.41283387,0.23838936,0.08513075,0.007784471,-0.04433447,-0.23202924,-0.4945307,-0.75806344,-1.1074859,-1.1741899,-0.7459657,0.37587968,-0.53995186,-1.0142047,-1.3704998,-1.459122,-2.3875012,-2.387601,-2.3874512,-2.387573
-1.1399406,-1.2566613,-1.2890302,-1.0906806,-1.0073699,-0.80298823,-0.73627037,-0.60825145,-0.44485524,-0.61085683,-1.0391397,-1.3547552,-1.6984949,-1.5200887,-1.5278333,-1.7059147,-1.6687026,-1.7024071,-1.7279541,-1.6402692,-1.4785233,-1.4557005,-1.3517275,-1.1767762,-1.0569286,-0.858752,-0.72022754,-0.69489896,-0.15257227,-0.528026,-0.45081472,-0.037410747,0.33017516,0.07340184,-0.26713437,-0.5303123,-0.80251974,-0.9715031,-0.90944177,-0.8240669,-0.90294737,-1.227304,-1.2402934,-1.1048887,-1.024408,-0.83348477,-0.7940612,-0.8416853,-0.7051085,-0.60784423,-0.51355374,-0.560158,-0.73868203,-1.165209,-1.6513603,-1.8439239,-1.7682371,-1.5596349,-1.1062981,-0.5375794,0.095502675,0.24228674,0.0709109,-0.27546805,-0.6619617,-1.1972029,-1.3787585,-1.5546688,-1.784266,-1.8841395,-1.8904233,-1.6939592,-1.3320532,-0.7467092,-0.6339467,-0.45287067,-0.26298007,-0.93288994,-1.4848163,-1.5504014,-1.1959112,-0.46459848,0.3672594,0.4676703,-0.95258564,-1.5599463,-1.4327064,-1.5039189,-1.5889691,-1.7336814,-1.9369378,-2.0347605,-1.9152865,-1.9163165,-1.9284638,-1.9695189,-1.7830842,-1.4528048,-1.0886762,-1.3677355,-1.8277786,-1.0432634,-0.69815075,-0.28243473,0.10442215,0.24698709,0.56741595,0.5781614,0.12444523,0.017214373,0.011247322,0.079884365,0.7438501,1.9936814,4.1636095,7.5520725,9.841106,10.631727,10.405943,9.741964,8.773159,7.2968993,4.5743566,1.1919562,-0.08722937,-0.5389375,-0.41384026,-0.5488876,-1.0304173,-0.9670179,-1.0480189,-0.7696625,-0.0075118095,0.89386636,2.1261144,2.1764705,1.3944867,0.32751518,0.05056411,0.3303252,0.5755385,0.57596785,0.59212446,0.9488192,1.5842316,1.5915095,0.6316406,-0.29925793,-0.64393973,-0.7714658,-1.0830933,-1.3465077,-1.3999563,-1.2804703,-0.90809023,-0.25534704,0.38902032,0.8434956,0.6439065,0.7913648,0.97053224,0.9648063,0.9753944,1.0997198,1.1178737,1.2183106,1.3457577,1.4341402,1.5085509,1.4828913,1.0738657,0.6154896,-0.22062129,-0.93450236,-1.439554,-1.9214187,-2.2886143,-2.528061,-2.589487,-2.5549245,-2.4854202,-2.374713,-2.1842043,-2.0438492,-1.9093838,-1.7479122,-1.4772104,-1.1509299,-1.0540589,-1.1561342,-1.2587085,-1.3405278,-1.3957186,-1.5157605,-0.60732037,-0.6074734,-0.60731333,-0.6074321
-0.90603316,-0.9847629,-0.91100883,-0.7518369,-0.52659786,-0.4734038,-0.51552546,-1.2420982,-0.368752,-0.32973418,-0.22566192,0.02145337,0.20728001,0.36896783,0.56166506,0.85632175,0.76923645,0.4920116,0.30069625,0.26437086,0.29330444,0.3971862,0.5319873,0.60416484,0.44974515,0.050395828,-0.45251393,-0.41097865,-0.53769046,-1.0202472,-1.245547,-1.0142431,-0.8958081,-0.96265745,-0.92252576,-0.7807971,-0.5511545,-0.13593417,0.4642729,1.4216442,2.1105695,2.1692088,1.97847,1.7379087,0.8416587,-0.286405,-1.3650767,-1.8437891,-1.6333387,-1.3177216,-1.0736966,-0.5769195,-0.010182984,0.3000294,0.39057902,0.5566992,0.6726113,0.7848443,0.8261275,0.7305337,0.4133346,0.0719454,-0.18526815,-0.6042843,-1.1806931,-1.2897954,-1.2426887,-1.3862936,-1.7330666,-1.900359,-1.5692556,-0.8388046,-0.2892024,-0.24289618,-0.67671883,-1.4020524,-1.4966418,-0.41014963,1.2743176,3.9912446,8.409398,10.82352,11.977156,11.272142,9.013356,5.6832113,1.673543,-0.18612498,-0.5880859,-0.55385375,-0.59455466,-0.301708,0.046833992,-0.24699537,-0.720664,0.6268013,1.1757531,1.3497641,1.0989817,0.5541529,0.29732817,-0.57628787,-1.6154621,-1.693567,-1.4948667,-1.2876618,-0.7479669,-0.45804778,-0.5304836,-0.2594804,-0.12337929,0.03677517,0.03840673,-0.58255005,-0.3654226,0.24838264,0.5608295,0.7322105,0.66443896,0.5099141,0.22389936,-0.06294623,-0.5838703,-1.0048003,-1.1226076,-1.0894467,-0.91785663,-0.56621605,-0.48112038,-0.3835303,-0.6915804,-1.1583077,-1.0105052,-0.007287137,0.24835935,0.1963892,0.11917572,0.27814886,0.6563491,0.2644413,0.101048544,0.25390205,0.41616258,0.6017014,0.7476889,0.71434456,0.3174485,-0.18599097,-0.6513168,-0.8365659,-1.0840871,-1.1284499,-1.1628103,-1.2601801,-1.3754106,-1.1920846,-0.8396063,-0.4815178,-0.22181025,0.15594663,0.5832978,0.89498055,1.0061475,1.0176318,0.97266555,0.8595216,0.79445684,0.66870767,0.6138916,0.5897757,0.4333817,0.16025202,-0.24771678,-0.563961,-0.884866,-1.1080025,-1.2792205,-1.2528958,-1.121639,-0.9859502,-0.9990274,-1.0741184,-1.1012129,-1.1440094,-1.199324,-1.2388369,-1.1124015,-1.0674189,-1.173471,-1.3614848,-1.4996803,-1.447608,-1.259596,-1.0135462,-1.2424448,-1.2423689,-1.2424558,-1.2423676
-3.4048145,-3.3625784,-3.3072605,-3.2392025,-3.1571152,-3.239287,-3.2524915,-3.6472301,-3.4063206,-3.1451063,-2.2713032,-1.6895719,-1.6742442,-1.825012,-1.9367962,-2.071816,-2.3318176,-2.2564712,-2.1440034,-1.9987264,-1.7743415,-1.4198945,-1.09194,-0.86093116,-0.53972507,-0.16906941,-0.18977925,-0.21636896,-0.55453074,-2.346471,-3.327427,-3.673286,-3.7223086,-3.554541,-3.4316444,-3.395177,-3.4373083,-3.4702258,-3.4839947,-3.328158,-2.5736628,-1.3094673,-0.43131477,0.12471786,0.15126057,-0.2856966,-0.93413216,-1.3654584,-1.7430794,-1.9430493,-2.0245476,-2.0054278,-1.6304264,-1.005941,-0.5361751,-0.19632086,-0.008356839,0.06179454,-0.024358444,-0.20520212,-0.70600224,-1.2448306,-1.8629124,-2.5104246,-2.6965406,-2.6932893,-2.7749438,-2.8888042,-2.7193298,-2.5141163,-2.4421878,-2.5373232,-2.8646698,-3.1694708,-2.967842,-2.6892855,-2.751995,-2.77063,-2.3993952,-2.0906496,-2.0306773,-2.3188958,-2.623625,-2.7911696,-3.0040886,-3.1935978,-2.9912496,-2.6148903,-2.2842062,-2.2405248,-2.2867486,-2.435562,-2.1737556,-2.0487816,-2.592268,-2.7208045,-2.527589,-2.6487634,-3.014468,-2.9055946,-3.000358,-3.6727808,-3.372206,-2.715549,-2.220821,-2.0545676,-2.090328,-2.1405852,-2.603031,-3.092251,-3.3102846,-3.47805,-3.334554,-2.5104733,-1.6186106,-1.5015516,-2.6522994,-3.096497,-2.8821764,-2.648431,-2.434093,-2.449817,-2.720529,-2.5814357,-2.3372512,-2.2125034,-2.2337854,-2.4358804,-3.0159855,-3.5304341,-3.8254395,-4.094867,-3.8245726,-3.2685895,-2.367651,-2.1282632,-1.5758617,-0.48484194,0.35263205,0.624097,0.5054757,0.3277311,0.13194032,-0.17963587,-0.4874374,-0.8166791,-1.2972422,-2.037256,-2.6029596,-2.9484377,-3.1653764,-3.2663684,-3.2807622,-3.2898505,-3.27213,-3.2194257,-3.1416745,-2.4256868,-0.9237544,0.04199457,0.5896828,0.81538016,0.79982674,0.6794702,0.5882647,0.575778,0.5091818,0.4387352,0.21437901,-0.12208045,-0.5724803,-0.8600418,-1.4851586,-2.2107463,-2.5328293,-2.6803226,-2.645607,-2.4318268,-2.3526142,-2.3885279,-2.4806957,-2.6353145,-2.7864323,-2.8516898,-2.9740677,-3.1356826,-3.3585973,-3.3139768,-3.2490792,-3.158794,-3.315382,-3.3714094,-3.5599933,-3.7350745,-3.647014,-3.647022,-3.6470418,-3.6470177
