0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
13.266857,13.324995,13.367316,13.387072,13.436471,13.419573,12.4417,12.0203285,10.312098,8.433842,6.51134,6.3507624,5.3633966,4.9313264,4.1768465,3.0241354,1.6869462,0.9239426,0.05001174,0.106227905,0.15633172,-0.08712487,-0.4097873,-0.70657086,-0.4117648,0.6091248,0.73416126,0.21741098,-0.57356435,0.18903182,1.3649539,1.2066711,0.41941172,-0.21914339,-0.41766998,-0.888835,-1.0425961,-0.98380184,-1.0056323,-0.743778,-0.31374833,0.1665509,0.45841044,0.3452425,-0.12026206,-0.67962897,-1.1304634,-1.3919477,-1.2019681,-0.5783203,-0.09465024,0.102024615,0.23512772,0.63300246,0.830825,0.97835666,2.1058524,3.2121844,3.7399998,3.7159686,3.468031,2.3140283,1.1925573,1.4834719,1.9271622,1.6492091,1.7380055,2.4556675,2.352738,1.7308596,1.6063507,1.7022855,1.7381742,1.917567,2.9715834,4.5222316,5.5774164,5.8920746,4.576783,3.3882437,3.128257,2.7139149,1.4288914,0.41187555,-0.10683347,-0.72359717,-0.25450885,0.093089625,0.4298461,0.18438967,-0.02527485,-0.117592745,-0.12498795,-0.02853519,0.04591998,0.3685727,1.0574615,2.019631,2.9841912,4.354406,5.340409,6.78329,7.948797,9.280527,10.123717,11.774538,12.852621,13.076622,13.341988,13.575497,13.647688,13.665481,12.4411125,12.44195,12.440937,12.440836
-1.8475609,-1.8468049,-1.725471,-1.6319106,-1.5569466,-1.5569543,-1.6805747,-1.3137575,-1.7388433,-2.0395536,-2.1866665,-2.1110373,-1.9795163,-1.6913128,-1.4610782,-0.9398471,-0.5683526,-0.76244473,-0.6823653,-0.2537304,-0.3416799,-0.7182265,-1.0045749,-1.2553854,-1.5701227,-1.5778776,-1.9279156,-2.061772,-2.0780811,-2.6817234,-2.9078171,-2.55857,-2.3128767,-2.5011268,-2.7869315,-2.6477952,-2.4979854,-2.1063414,-1.7086675,-1.5523363,-1.4086194,-1.233738,-1.1676035,-1.2321141,-1.5712305,-1.8781837,-2.0682795,-2.210695,-2.2370002,-2.0310597,-1.8605489,-1.7138662,-1.6123095,-1.7787392,-2.103541,-2.3909345,-2.7556925,-2.8041415,-2.7799454,-2.7521167,-2.8488216,-2.6115851,-2.555839,-2.569822,-2.1194546,-2.114788,-2.3693843,-2.5586495,-2.684356,-2.8890698,-2.793818,-2.7257512,-2.779562,-2.7995987,-2.7735846,-2.7131715,-2.9994786,-3.4673023,-3.778386,-3.6975613,-3.6048079,-3.5719047,-3.3931937,-2.8999865,-2.637902,-2.3723018,-2.3798409,-2.571249,-2.5497901,-2.5452018,-2.6418624,-2.6110563,-2.3083167,-1.9720006,-1.7870922,-1.5709474,-1.2320764,-1.1360079,-1.0418158,-0.8878137,-0.75109947,-0.47387135,-0.25694624,-0.4612367,-0.8927064,-1.374759,-1.6787937,-1.8168535,-1.8060373,-1.941257,-2.0080483,-2.00379,-1.6803296,-1.6806061,-1.6802182,-1.680212
-0.5059987,-0.51918936,-0.6020421,-0.63141257,-0.66819876,-0.67528284,0.42647684,-1.407378,-1.8926375,-1.922304,-2.0291865,-2.0922418,-2.0906208,-2.096899,-2.0371926,-2.159316,-2.2673512,-2.349145,-1.8068808,-1.4859459,-1.5558352,-1.6031017,-1.356626,-1.1202167,-0.97456384,-0.28658122,-0.16799462,-0.16909656,0.14797789,-0.7527507,-2.0438185,-2.1890042,-1.9532732,-1.7276671,-1.8150743,-2.014362,-2.0248694,-1.8294871,-1.4920944,-1.453455,-1.6880352,-1.7081796,-1.6386589,-1.5460312,-1.4491115,-1.1999915,-0.8782502,-0.73614955,-1.0064636,-1.3823795,-1.6298995,-1.7993605,-1.8601267,-1.2998359,-0.879686,-0.79247105,-0.5947734,-0.556391,-0.6697722,-0.96718395,-1.2091283,-1.6212738,-1.768131,-1.9214175,-2.7629871,-2.4841306,-1.5199336,-1.5304248,-1.7806592,-1.9491367,-1.3987597,-0.9438038,-1.0127842,-0.96481305,-0.9129924,-1.0481756,-0.98859686,-0.74009,-0.7662102,-0.96264243,-0.84601265,-0.8423964,-0.55907255,0.14636059,0.04797858,-0.73705804,-1.8849587,-2.4250941,-2.46226,-2.621252,-2.795516,-2.9533315,-3.1017609,-3.1620574,-3.2297473,-3.2082624,-2.8568268,-2.2375453,-1.5961695,-0.7109313,-0.16135731,0.07762396,0.07690546,-0.38241395,-0.7710956,-0.5427397,-0.23214674,-0.23246536,-0.16228482,-0.10531008,-0.08427265,-0.030326247,0.4264522,0.42615908,0.42642963,0.42646378
-1.7864983,-1.7740544,-1.6110091,-1.470589,-1.3350191,-1.3335035,-0.34435803,-1.781599,-1.9810724,-1.533304,-1.3407292,-1.2236629,-1.1252253,-0.8400869,-0.666991,-0.1330009,0.22814459,0.30302685,0.12862274,-0.041594714,-0.30860713,-0.29651052,0.33710617,0.8597608,0.59732896,-0.91810644,-1.8445497,-1.7159848,-0.5931676,-0.017392367,-0.049990654,0.20610142,0.16780064,-0.24756417,-0.8455249,-0.8440099,-0.8035698,-0.47518253,-0.15964569,-0.4200004,-0.8932996,-1.429719,-2.1037078,-2.4200594,-2.3075836,-1.7980404,-1.2016875,-1.1307061,-1.588109,-1.81174,-1.7465748,-1.5005224,-0.97274476,-0.53918666,-0.5721083,-1.3039017,-1.9904494,-2.242676,-2.3606164,-2.3910384,-2.336664,-2.0394874,-1.5941094,-1.550343,-1.9229162,-1.8725489,-1.4284806,-1.4786716,-1.4015286,-1.3950768,-1.4520589,-1.7793927,-2.0724826,-2.2551126,-2.245207,-2.1272254,-1.9131249,-1.7586114,-1.6316504,-1.6128428,-1.6701736,-1.7218381,-1.4638175,-0.8251171,-0.6024945,-0.38783583,-0.27698225,-0.45743576,-0.59561527,-0.5944022,-0.7214152,-0.8336928,-0.68334514,-0.43358186,-0.25562868,-0.01911071,0.640155,1.0790329,1.1753645,1.2224336,1.1347286,0.92744493,0.8635021,0.67400825,0.34786814,-0.2553621,-0.64699703,-0.89080644,-0.9038893,-1.1986527,-1.2511842,-1.3437145,-0.34357524,-0.34429318,-0.34334785,-0.3432846
0.6051063,0.53717446,0.36593583,0.284813,0.13332057,0.025366783,-0.24008796,0.06605068,-0.18009329,-0.03774318,0.0769127,-0.056979686,-0.049522787,-0.08929849,0.08415231,0.12095213,0.42369145,1.3506154,2.160976,1.6462882,1.3109534,0.97300243,0.60345477,0.5367519,0.01632563,-1.2267482,-1.4573615,-1.5308298,-1.8035643,-1.4564762,-0.56684184,-0.5260627,-0.5190643,-0.24255633,0.07053661,0.14630097,0.22320825,0.41654593,0.5322028,0.27013585,-0.3311185,-0.9573442,-1.523447,-1.7304393,-1.4308592,-0.8253079,-0.20889042,0.55101764,1.2142885,1.610884,1.778857,1.7500248,1.4048421,0.725283,-0.0021007657,-0.7959626,-1.3629619,-1.4321665,-1.1937903,-1.0191799,-0.775526,-0.21122709,1.0211611,2.5324326,3.513076,2.7203116,0.35429093,-0.969961,-1.257689,-1.5541346,-2.1114166,-1.9036784,-1.5907782,-1.2949071,-1.4856329,-2.003626,-2.1084306,-2.3111935,-1.6201774,-0.91197324,-0.868791,-0.9523506,-1.3144302,-2.3094423,-2.54613,-2.040787,-1.4081497,-0.93926805,-0.21890146,0.23205084,0.50375926,0.74157846,0.8884174,0.8574674,0.7962208,0.65266234,0.30949393,-0.19547652,-0.74204487,-1.3814807,-1.5673091,-1.4859744,-1.2253914,-0.8242762,-0.73088217,-0.9657945,-1.2008002,-1.3181874,-1.4139161,-1.4410702,-1.4352472,-1.3284833,-0.24057345,-0.24033399,-0.24067535,-0.24067865
-2.249137,-2.3532538,-2.437546,-2.5363693,-2.7615042,-2.9255598,-2.5807862,-2.5827756,-2.0266783,-1.5310884,-1.1838157,-1.1170099,-0.93724746,-0.8823074,-0.74640775,-0.4564771,-0.09598142,0.06299125,-0.3627044,-0.5307125,-0.35500544,0.09273216,0.21376915,-0.0892552,-0.27225974,0.64973867,1.965392,2.5737646,3.259305,4.163369,3.71416,2.6101143,1.715242,1.2570645,1.0648835,0.9540405,0.29247797,-0.7565478,-1.3787864,-1.2557954,-1.0594807,-0.7764213,-0.5012849,-0.20532376,0.2434205,0.4395823,0.09921734,-0.5742015,-1.124973,-1.2509187,-1.0417649,-0.7768118,-0.90499973,-1.8936899,-2.215548,-2.0591578,-2.3844209,-2.7780647,-2.7635436,-2.581852,-2.3020668,-2.006948,-2.189611,-2.5281162,-2.3698888,-2.5349743,-1.7371174,-2.3619933,-2.7029471,-2.719027,-2.5777545,-2.2371793,-2.2427752,-2.4675899,-2.7802815,-3.0097847,-3.3270726,-3.436654,-3.216495,-2.1673825,-1.2935295,-0.37371203,2.9143581,8.586817,10.6929455,11.993294,11.874287,11.29634,9.75484,8.367421,6.730356,5.0134487,3.410997,2.364504,1.9136428,1.0256535,-0.58019495,-1.5336566,-1.9956379,-2.2311265,-2.1758537,-1.8264117,-1.4827815,-1.6241615,-2.0556846,-2.8033032,-3.111143,-3.071617,-3.0748155,-3.020092,-2.9210885,-2.9802446,-2.579894,-2.5806878,-2.5796542,-2.5795445
-1.914737,-1.977251,-1.8749841,-1.9636116,-2.281578,-2.3017678,-0.91342217,-2.4783747,-2.4001377,-1.9614717,-1.5430081,-1.4344312,-1.2687281,-1.2752894,-1.4092971,-1.3519056,-1.4824558,-1.7073708,-1.3551551,-1.1074404,-1.0607872,-0.9929218,-1.0911713,-1.0919034,-0.665061,-0.2950575,-0.9873383,-1.4561261,-1.9820259,-1.9389265,-1.4972521,-1.1262704,-1.0419748,-0.76377547,-0.6058011,-0.46003336,-0.50360805,-0.71822983,-1.1176264,-1.2029657,-1.2638713,-1.179187,-0.8948253,-0.875227,-0.93933535,-1.0603255,-1.0710442,-0.77677935,-0.4554883,-0.4621167,-0.5702593,-0.7070688,-1.1667144,-2.0676327,-2.391632,-2.4859014,-3.1555834,-3.5552466,-3.59938,-3.443243,-3.2330022,-2.528829,-1.7318344,-1.1646494,-0.61565125,-0.6681689,-0.5524075,-0.72951335,-1.1799833,-1.41501,-1.7258186,-1.6775427,-1.659352,-1.6755564,-1.9656665,-2.3638265,-2.612164,-2.5340707,-2.2796054,-2.0719721,-2.0068808,-1.8858402,-1.3891178,-0.4041848,0.08632377,1.0525424,2.9201884,5.4569135,8.487009,9.706718,10.442675,10.799846,10.902142,10.898974,10.889235,10.877565,10.788555,10.5951,10.414509,10.17265,9.900717,9.272566,8.522484,7.5850024,6.921172,4.5596175,2.27071,1.7413768,0.9664136,-0.046812013,-0.38754195,-0.69346786,-0.91372657,-0.9129629,-0.91386855,-0.9139787
0.025894165,-0.105645105,0.040925503,0.2835029,0.73394275,1.0273612,-1.4611323,5.3405437,7.8939676,9.321752,10.322214,10.4381,10.912546,11.125164,11.287165,11.53995,11.523199,11.059482,8.848933,6.471974,4.0813446,1.6772238,0.34321764,-0.65221417,-0.43618494,0.025507107,-0.4255885,-0.71928954,-0.824976,-0.7394073,-0.014353406,0.30744004,0.18411022,-0.5296702,-1.016881,-0.77450854,-0.65376455,-0.18755946,0.40820232,0.78450865,0.83214647,0.3498567,-0.49237478,-1.1277872,-1.6528604,-1.9180175,-1.7959428,-1.5576907,-1.6677394,-1.5546958,-1.2083292,-0.69021773,-0.05501677,0.1290285,-0.45777938,-1.0452186,-1.3238704,-1.4421395,-1.5489671,-1.6393363,-1.740458,-1.670706,-1.8928585,-2.2028651,-1.4256247,-0.9006822,-0.7194796,-0.549185,-0.2853841,-0.063387014,-0.8786784,-1.5404503,-1.6882565,-1.5630667,-1.1520817,-0.42943332,-0.13985041,-0.22538802,-0.6119433,-0.87197137,-0.8378943,-0.8603014,-0.48428237,0.038944647,0.277728,0.5032558,0.46344924,-0.107937984,-0.63354456,-0.6969526,-0.63731825,-0.46176222,-0.10085398,0.22802347,0.43845296,0.6495904,0.96620667,0.7818328,0.4188925,-0.16864279,-0.5626025,-0.9491933,-1.2125573,-1.435379,-1.6978222,-1.5483073,-1.4146477,-1.5786247,-1.5512078,-1.7056025,-1.6690216,-1.6189979,-1.4613744,-1.4618669,-1.4612674,-1.4612048
-0.5926659,-0.5647528,-0.48419994,-0.46386674,-0.4487937,-0.32631138,-0.97905153,-0.138309,-0.07857254,-0.18499164,-0.22477996,-0.0702201,0.279876,0.5360176,0.28712007,0.08347472,-0.23524584,-0.5016401,-0.49218205,0.018350065,0.41282588,0.7361283,0.24278352,-0.8770549,-2.3067951,-2.6310606,-2.3093748,-2.0296311,-1.5314527,-1.1016196,-0.8101425,-0.88823324,-0.8973201,-1.00944,-0.6275861,-0.31291437,-0.24569178,-0.3279888,-0.5784881,-0.45141748,0.13792616,0.36474055,0.55157727,0.62044674,0.575785,0.3359244,0.16012482,0.21179658,0.6327264,0.99196684,1.0598656,0.910974,0.40456325,-0.35492373,-0.68584186,-0.6498163,-1.0796001,-1.50423,-1.8122957,-2.0248845,-2.190229,-1.795087,-0.66705585,1.1142308,1.7243052,0.824373,0.63841134,0.6549345,0.28452757,-0.12062462,-1.042848,-1.3788567,-1.2758267,-1.2509387,-1.3363811,-1.3085513,-1.3950346,-1.4448097,-1.1983113,-1.0965506,-1.2250631,-1.0943019,-1.0710697,-0.97191995,-0.7124119,-0.7110301,-0.35079008,0.031062454,-0.092169195,0.11135663,0.37982902,0.59606194,0.7892451,0.9264693,1.0288625,1.0275966,0.70699304,0.20117134,-0.12672004,-0.4143667,-0.4569295,-0.5652927,-0.8377124,-1.1707468,-1.0132676,-0.9625196,-0.98507583,-0.9037565,-0.7703031,-0.75937104,-0.80478346,-0.80112904,-0.97914237,-0.97916096,-0.9791393,-0.9791439
-2.6160915,-2.5608935,-2.673469,-2.722136,-2.727443,-2.7391272,-2.8279839,-2.3325677,-2.2907786,-2.3625996,-2.4436934,-2.5544066,-2.7606,-3.0451837,-3.0790665,-3.0027785,-2.615572,-2.0014083,-0.70698774,-0.21312878,0.022225559,0.23491603,0.120919645,-0.17025691,-0.5338543,-0.6941154,0.52069724,1.2473513,1.0788218,-0.213386,-1.025017,-1.4392244,-1.6142926,-1.5078229,-1.5044441,-1.5383217,-1.6709416,-1.9451122,-1.8426613,-1.2859689,-1.0933878,-0.9587184,-0.88501513,-1.056445,-1.1589341,-1.2261498,-1.3684124,-1.403055,-1.337155,-1.3229718,-1.3967162,-1.4832506,-1.7287978,-2.1219494,-2.2667646,-2.577655,-3.1088405,-2.9756403,-2.714767,-2.5541158,-2.6327,-2.8023076,-2.625931,-2.3048515,-1.7941916,-2.128601,-3.4987407,-4.210676,-4.085903,-3.6403358,-2.9067926,-2.6850262,-2.5930219,-2.414742,-2.2211204,-2.3342571,-2.6643074,-3.004715,-3.0068605,-2.6037254,-2.4151554,-2.29654,-1.9935142,-1.4226398,-1.4691674,-1.5507846,-1.6426234,-1.3448856,-0.41811004,0.5222289,1.193644,1.6542897,2.0370378,2.0553584,1.9549403,1.8304647,1.6763335,1.5661843,1.4632211,1.0879834,0.6622689,0.24902269,-0.15950482,-0.5192607,-0.80443835,-1.7969515,-2.2959876,-2.3808422,-2.533802,-2.5886517,-2.5634763,-2.5000641,-2.8284423,-2.8277187,-2.8285542,-2.8286448
