0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
13.501242,13.5268,13.522955,13.508543,13.215887,12.947449,12.551007,12.079805,10.597244,7.803961,4.559831,2.8558474,1.6515297,0.26766253,-0.33127546,-0.79537994,-1.2167401,-1.3842198,-1.3983943,-1.2960073,-1.0146642,-0.84869653,-0.7810486,-0.24447197,-0.30520976,-0.5350449,-0.19887528,0.12723227,0.1988585,0.08914283,-0.13889822,-0.27341038,-0.6421443,-0.38406324,0.1350117,0.83072835,1.453258,2.0507867,3.1168847,3.6361012,3.8174443,2.9738312,2.4568453,1.6728024,0.5962354,-0.4223097,-0.81073606,-0.9525409,-0.90527356,-0.8708864,-1.1150067,-0.9434972,-0.66400206,-0.0154205635,0.5747693,0.39901486,-0.015961409,0.08362621,0.2044248,0.082425274,-0.12792765,-0.18473674,-0.2725817,0.12838955,0.26851192,0.21621047,0.022555843,0.0053578243,-0.12547718,-0.10602704,0.27592158,0.29904363,0.21115428,0.1021235,0.046625838,-0.008396134,-0.09641497,-0.2240794,-0.3329106,-0.27015722,-0.34174478,0.40134203,1.0939479,0.8871193,-0.42598408,-0.91114736,-0.6200705,-0.79068786,-0.71163243,-0.36735904,0.873935,1.0148652,-0.09430194,-1.077427,-1.533613,-1.7274165,-1.218562,-0.95026034,-0.7283788,-0.7221582,-0.82197726,-0.68572134,-0.2903516,0.6721043,1.7834656,2.5906618,3.0382702,3.1855361,3.0811038,2.4858694,1.4331336,-0.027313098,-1.4120399,-1.673445,-1.8933014,-2.1970603,-2.364406,-2.508343,-2.1595664,-1.5468051,-1.2168188,-1.3049251,-1.5406158,-1.5760543,-1.5044943,-1.7879635,-2.0031393,-1.9791627,-1.721163,-1.5810966,-1.1102638,-0.6365972,0.14071079,0.60007226,0.62243605,0.30037287,0.00015302002,-0.09656279,0.31126794,0.89036644,1.3625579,1.6688845,1.8223175,1.820298,1.7814119,1.7714465,1.8389511,1.7923644,1.9313065,2.203994,2.6507595,3.0699868,3.6188521,5.098366,7.1864967,8.651878,9.940468,11.0758505,11.774869,12.178879,11.265262,11.26537,11.268449,11.293868,11.26609,11.265207
-2.2281432,-2.255261,-2.2099125,-2.2139413,-2.1304946,-2.0149062,-1.858577,-1.6593732,-1.3601137,-1.4212207,-1.3941514,-1.2683585,-1.2864459,-1.5874974,-2.3215933,-2.531869,-2.5861363,-2.5270557,-2.4436994,-2.3757129,-2.3226333,-2.2198944,-2.0612032,-1.5278335,-1.5787663,-2.0423908,-2.5623517,-2.8460255,-2.853815,-2.443213,-1.7966207,-1.3113134,-1.2149322,-1.6054034,-2.156827,-2.3956585,-2.4292617,-2.2599082,-2.10176,-1.7713287,-1.5831418,-1.9646002,-2.1885567,-1.5720549,-1.1099058,-1.0468441,-0.5354084,-0.04087141,-0.31230417,-0.5275187,-0.8146522,-1.2026895,-1.8995948,-2.3982036,-2.1685746,-1.9455068,-2.2035356,-2.6169035,-3.0169325,-2.822732,-2.384992,-2.0189316,-1.9268728,-2.2650352,-2.3483028,-2.1112614,-1.8789185,-1.7501947,-1.7560232,-1.8055346,-2.107698,-2.325108,-2.3124619,-2.2594872,-2.2470338,-2.1955106,-2.1016076,-1.9255073,-1.7114856,-1.6360486,-2.3135288,-2.2321684,-1.2358997,-1.2312453,-1.6203786,-2.1279883,-2.453249,-1.4003046,-0.18265127,0.7003561,1.9304788,1.2547338,0.46594945,0.12158388,-0.49196398,-1.0199115,-1.514636,-1.7603298,-1.7653229,-1.5034894,-1.256762,-1.0891242,-1.0824773,-1.4654351,-1.8557713,-2.374113,-2.6478624,-2.8275876,-2.9929347,-2.9501524,-2.922294,-2.918531,-2.9727378,-3.2277446,-3.1853738,-2.7363932,-2.3711367,-1.9979087,-1.8713043,-1.9743779,-1.7415781,-1.2149119,-0.55978155,-0.30215532,-0.5249765,-0.7738942,-1.0674123,-1.0659444,-0.8853291,-0.13214403,1.8508856,3.8048654,5.2767506,5.9772267,6.1838927,5.887044,4.982435,3.78156,1.6406316,-0.19553515,-1.1504765,-1.7202237,-2.0012312,-2.1673913,-2.2100973,-2.2408514,-2.3307624,-2.3475885,-2.386498,-2.4206629,-2.462054,-2.4569817,-2.5200462,-2.5739088,-2.6296463,-2.8012757,-2.9265766,-2.7300067,-2.9842572,-2.6686668,-1.5053613,-1.5053651,-1.5066102,-1.5191953,-1.5057086,-1.505401
-1.3378818,-1.2928355,-1.3198526,-1.4290814,-1.6402664,-1.7504091,-1.8516877,-2.0159268,-2.3273711,-1.8203225,-1.1232159,-0.86799824,-0.86241466,-1.5096865,-1.3639203,-1.4045541,-1.8255159,-2.1102648,-2.1826866,-2.1915152,-2.1735334,-1.8631722,-1.3076622,-1.0869076,-1.3231249,-1.9028828,-2.4890618,-2.7461874,-2.8584409,-2.7953687,-2.66779,-2.3894176,-1.831667,-1.0451614,-0.39520353,-0.0377236,0.049775824,-0.09556654,-0.26150554,-0.2670726,-0.7342373,-1.2036412,-1.76349,-2.287183,-2.2998703,-1.908756,-1.6083473,-1.7476383,-1.7291164,-1.6477723,-1.4526978,-0.694399,-0.0780293,0.019926786,0.028701633,-0.9228425,-1.0646769,-1.1916028,-1.8131504,-2.2665515,-2.138298,-1.5933383,-1.4611098,-1.4672713,-1.5657543,-1.830548,-1.960124,-1.9599648,-1.6630101,-1.0869718,-0.6526457,-0.7553501,-0.8883733,-0.9399246,-0.93926287,-1.0104406,-1.1577905,-1.3408136,-1.3721133,-0.86082304,1.075512,2.7580898,3.0477946,2.828557,1.7945468,0.7941563,-1.0485475,-2.514598,-2.6825306,-2.4362075,-2.3569937,-2.0272875,-2.1990032,-2.475348,-2.1765451,-1.9218411,-1.38589,-1.0180755,-0.54626733,0.56504107,3.3681724,7.614966,8.882253,10.108278,10.871844,11.03934,10.834064,10.542439,10.163499,9.830658,9.617235,9.195948,7.9552493,6.5286326,4.4305763,2.0698876,0.14106512,-1.0480334,-1.091715,-0.73891056,-0.5143491,-0.6208352,-0.9543131,-1.1975987,-1.2910028,-1.5522729,-2.027596,-2.5062122,-2.9526057,-3.37355,-3.578361,-3.5753458,-3.527084,-3.392728,-3.2643538,-3.0533905,-2.6063201,-2.163255,-1.699118,-1.0899191,-0.625214,-0.35708806,-0.37498507,-0.4121601,-0.38576952,-0.42008367,-0.46140644,-0.46356407,-0.41168296,-0.37932506,-0.34032884,-0.3665292,-0.44977418,-0.54513454,-0.82167846,-1.1793188,-1.2394419,-0.9830615,-0.9168522,-1.0021988,0.0077284276,0.007727772,0.008422226,0.011822104,0.007830948,0.0076951683
-1.6625597,-1.6161714,-1.5351923,-1.2765903,-0.79729927,-0.45780477,-0.012243897,0.5602907,2.2986622,4.4905534,5.7987866,6.1581087,5.8707867,5.9164114,4.967411,3.5978527,1.8607363,0.80105454,0.32899055,0.28558126,0.52979594,0.86353636,1.46559,2.4662113,2.5791504,2.2075114,1.9034424,1.9267981,1.0821568,-0.7107165,-1.6335487,-1.6929089,-1.1351038,-0.65701467,-0.8238524,-0.98638105,-1.0770947,-0.9813942,-1.0611237,-1.4631724,-2.5553782,-2.780992,-2.3442574,-0.98762673,-0.30399612,0.24692522,0.34022057,-0.026698053,-0.50229836,-0.58753866,-0.2635951,0.67695034,1.0297884,0.18726455,-0.73104966,-1.3732154,-1.1958038,-0.98497033,-1.1334677,-1.3053296,-1.2332289,-1.1728714,-1.2281059,-1.5274746,-1.6316779,-1.3531094,-1.0542054,-0.82199174,-0.9142102,-1.1240829,-1.4103585,-1.6318914,-1.7039986,-1.774571,-1.8368399,-1.8193142,-1.6952547,-1.2796899,-0.5692923,0.28916344,0.18117377,-0.70830095,-0.43335518,-0.27297303,-0.40146494,-0.51329273,-1.2034615,-1.6609118,-1.0213664,-0.13426761,0.15467134,-0.09992904,-0.25734502,-0.45538726,-0.25004447,-0.26438105,-0.9312607,-1.1682847,-1.1092951,-0.74180067,-0.2805725,0.13085432,-0.20503232,-0.9510233,-1.5384737,-2.0324802,-2.01685,-1.8023877,-1.561253,-1.4552605,-1.4480339,-1.133368,-1.2192678,-1.5303017,-1.6976106,-2.005725,-2.2680573,-2.2324474,-1.7686067,-1.3164662,-0.9520454,-0.683315,-0.44697353,-0.5401117,-0.64314896,-0.7844231,-1.0720384,-1.3258936,-1.1027788,-0.8077636,-0.42403167,0.10992774,0.8333849,1.31007,1.4707196,1.1852504,0.4580921,-0.10135648,-0.66738033,-1.2580687,-1.5068107,-1.6057801,-1.6557328,-1.6900128,-1.7378527,-1.8054044,-1.8661444,-1.9392434,-2.0110602,-2.0230556,-1.9952776,-1.9481212,-1.928975,-1.9374583,-2.0205545,-2.2472615,-2.2382767,-1.8256481,-2.0291476,-1.8201693,-0.16271088,-0.16275468,-0.16451558,-0.18374789,-0.16325077,-0.16275603
-0.44977817,-0.47941265,-0.48206502,-0.54838777,-0.77458936,-0.8949993,-1.077097,-0.96745825,-0.58180046,-0.16552693,-0.69450355,-1.1039722,-1.5491194,-1.7639399,-1.744076,-1.1960187,-0.3310848,0.17407307,0.5160909,0.66567796,0.4791875,-0.06956603,-0.94109416,-1.8289454,-1.5847089,-1.5468473,-1.6711649,-1.8030314,-1.6893535,-1.2992716,-1.2344258,-1.019974,-0.95210207,-1.1463333,-1.7175782,-2.1034956,-1.9110655,-1.3749644,-1.445123,-1.4459405,-0.6101549,-0.05522731,0.4713307,0.777019,1.1290638,1.6696185,1.6454165,1.3621361,1.3859324,1.37954,1.2260789,0.6192623,0.38744742,0.03328222,-0.6848627,-2.202446,-2.3492236,-2.109576,-1.2591735,-0.29264784,0.38653505,0.8473928,1.0922709,1.6036485,2.4702787,3.5039225,4.0910487,4.817204,6.628459,8.397306,10.086014,10.8922615,11.305616,11.566409,11.678494,11.731854,11.740145,11.79323,11.689534,10.963864,8.353275,3.0721214,-1.4269874,-2.0646586,-2.4703374,-1.9202284,-0.6813155,-0.109126344,-0.3964708,-1.2225112,-1.0280287,-0.9608826,-0.39264548,0.28431797,0.76434296,1.3630519,1.7266543,1.9242462,2.0264175,1.9039608,1.3719821,-0.7797017,-1.8909559,-2.2503855,-2.2660713,-1.8025752,-1.4750686,-1.2703799,-1.3299627,-1.5841138,-1.7406534,-1.5094959,-0.5943412,0.7058391,1.8189435,2.3914862,2.5034122,2.2241244,1.5618974,0.7754615,0.27190068,-0.031707738,-0.27732617,-0.42078063,-0.23409855,0.28640378,0.9468546,1.4397236,1.755312,1.8490361,1.3655081,0.34302652,-0.72239244,-1.06511,-1.0632784,-0.9463755,-0.86025053,-1.2694082,-2.2165442,-2.8211043,-3.0693557,-2.9406023,-2.6873698,-2.5440938,-2.5402694,-2.4887097,-2.4542396,-2.4545162,-2.4902425,-2.5098367,-2.474311,-2.4397752,-2.3155236,-2.1516256,-1.9761112,-1.9467678,-2.023692,-2.066625,-1.8486643,-1.8287368,-1.0055068,-1.0054829,-1.0051327,-0.9965578,-1.0055444,-1.0054978
-2.178927,-2.2396693,-2.235546,-2.195508,-2.0336883,-1.7835534,-1.5385041,-1.3373356,-0.80002457,0.45256487,1.3816473,1.7612351,2.0727978,2.604261,1.7372313,0.8648578,0.8217943,0.82915395,0.53141856,0.31891835,0.14019614,-0.017686956,0.14077672,0.6090238,0.9955542,1.1857381,0.98413116,0.7444382,0.30310482,-0.59469545,-1.1671929,-1.5660635,-1.987719,-2.383742,-2.8031025,-2.976142,-2.8528857,-2.5353937,-2.5731187,-3.0467005,-3.1097236,-2.548374,-1.9646795,-1.334083,-0.66323733,-0.54746526,-1.0784398,-0.996614,-0.8730936,-0.6056361,-0.20174855,-0.4152825,-0.91540694,-0.77919096,-0.056831293,0.73914933,0.2199509,0.11650215,0.5354438,0.47925547,-0.33398184,-1.1549467,-0.95013964,-0.80360574,-0.8538266,-0.74186563,-0.6385828,-0.6700937,-1.1414002,-1.7503183,-2.173274,-2.0352738,-1.7572448,-1.523473,-1.4572263,-1.2696755,-0.90563357,-0.34743088,-0.06416939,-0.6036423,-1.5501189,-0.7132144,-0.2633039,-0.23026791,0.16495015,-0.82103646,-1.5532255,-1.6524745,-1.7555372,-0.9387081,-0.48890793,-0.6548891,-1.0649054,-1.5998567,-2.5505965,-2.5456882,-1.6870966,-1.3770115,-1.1170304,-1.1167723,-1.7240803,-1.7122686,-1.1288924,-1.4871933,-1.7948117,-2.1127105,-2.4373925,-2.6199949,-2.488257,-1.7863159,-1.2133813,-0.75883055,-1.015496,-1.5464962,-1.6261468,-1.3794484,-1.1100514,-0.76967436,-0.67294437,-0.80292284,-0.92412347,-0.78240615,-0.37194407,0.43566406,1.0930071,1.4232728,1.0514255,0.2954497,-0.65167284,-1.1412115,-1.380528,-1.1359549,-0.8759831,-0.74163514,-0.7428018,-1.0130676,-1.4464098,-1.9293325,-2.4673734,-2.8052678,-2.8967228,-2.8369672,-2.7371457,-2.6226835,-2.6325948,-2.6110413,-2.5891623,-2.616267,-2.6384444,-2.5942874,-2.5039437,-2.4668946,-2.3637958,-2.260939,-2.062389,-2.007501,-2.0823507,-2.5235987,-2.6220527,-2.8243575,-2.3270426,-2.3272252,-2.3316338,-2.3635464,-2.328142,-2.326974
-2.6057162,-2.6334186,-2.6556616,-2.6782665,-2.6959846,-2.6201844,-2.5634732,-2.5320935,-2.4745817,-2.5698466,-2.4866529,-2.1498256,-1.6429985,-0.321602,1.1857818,2.856329,4.1934366,4.8859215,5.1933556,5.220519,5.1666064,4.774457,4.2354755,2.2791681,0.045196593,0.13888015,0.18836263,-0.21556574,-0.6247223,-1.1010902,-0.85806835,-0.82031757,-1.0379966,-1.2557116,-1.4209743,-1.8927774,-2.3667588,-2.5138118,-2.631112,-2.7144213,-2.3184328,-1.8516551,-1.7286552,-1.4292917,-1.4422826,-1.2543093,-0.7527458,-0.29504323,-0.16321856,-0.14416316,-0.2080954,-0.8313618,-1.1498187,-1.0332261,-0.75414276,-0.7273843,-1.4393439,-2.0149522,-1.7305344,-1.2073828,-1.006653,-1.0106084,-1.1614795,-1.6193302,-1.7275712,-1.5540464,-1.3620422,-1.1069508,-0.79909354,-0.9346355,-1.108428,-0.99560857,-0.9349186,-0.90024495,-0.9256589,-0.86322516,-0.724991,-0.53728503,-0.6585094,-1.002195,-0.9908284,-1.086729,-1.6504185,-1.8915057,-1.4854345,-0.92644215,-1.0733585,-0.57844,-0.48230138,-0.21177234,-0.9993582,-1.2921821,-1.2012732,-0.9377106,-0.12290326,0.70307267,1.5457044,1.7769933,1.8475261,1.9525497,1.5740147,0.76809645,0.4125436,-0.832502,-2.0501351,-2.9780316,-3.27877,-3.4649591,-3.52139,-3.2653604,-2.9201543,-2.2590694,-1.3276861,-0.892882,-0.6776645,-0.19203985,0.3065288,0.4311261,0.02930407,-0.27493855,-0.2992091,-0.103683956,0.14578523,0.5036933,0.6146767,0.67945695,0.38940495,-0.10278775,-0.5543675,-0.5783477,-0.7196219,-0.9618611,-1.3640909,-1.6952238,-2.0009875,-2.416232,-2.696718,-2.6616812,-2.477829,-2.4759367,-2.4158182,-2.3164387,-2.15663,-2.0546887,-2.0860138,-2.0823884,-2.061329,-2.0732317,-2.100282,-2.1308608,-2.232037,-2.3293886,-2.4407,-2.5933223,-2.8572645,-3.3832512,-3.5408072,-3.2025957,-3.2468035,-3.0868258,-2.8500113,-2.850083,-2.8512335,-2.8571038,-2.8503366,-2.8499982
-1.0877316,-1.123591,-1.0906799,-1.0637128,-0.9821214,-0.93261665,-0.72548205,-0.4629647,-0.28685975,-0.99856794,-0.86970806,-0.5835337,-0.4067191,-0.29051793,-0.6498807,-0.96251076,-1.4886863,-1.6463045,-1.6372201,-1.627801,-1.5855222,-1.4745109,-1.2153465,-0.50320274,-0.5455926,-0.6547185,-0.8874575,-1.054264,-0.89431894,-0.2588591,0.030112118,0.16329935,0.2032328,-0.5881697,-1.635817,-2.1377766,-2.1015956,-1.6113411,-0.9330764,0.7247474,5.8779955,8.347457,10.212515,11.553427,11.486534,10.381036,8.214353,4.937256,3.1360316,1.9771845,0.7285388,-0.29986775,-1.3114285,-1.2593479,-0.73893213,-0.55755746,-0.7511436,-0.99709105,-1.217524,-0.8527315,-0.32655263,-0.1738022,-0.38704616,-1.0581394,-1.4502769,-1.1750209,-0.89261115,-0.70163953,-0.69674575,-0.7960123,-0.8302077,-0.8492488,-0.7965514,-0.8101944,-0.86001295,-0.7777391,-0.49443424,0.07745081,0.67093813,0.6752885,-0.5814449,-0.21870676,0.62917143,0.59911263,0.4515376,-0.49965006,-0.57924044,1.5440111,5.200785,9.244228,10.4679785,10.236921,10.040916,9.953245,8.983048,6.404311,2.378129,1.0518303,0.36487496,0.09728092,-0.12967801,-0.0348002,0.0220249,-0.5237343,-1.1317801,-1.6726052,-1.9036555,-1.9680637,-2.06846,-2.1336837,-2.227841,-2.0549026,-1.7742337,-1.9687119,-1.7477549,-1.3801836,-1.0438863,-0.7583781,-0.6095183,-0.26904362,0.13586177,0.37351745,0.61213636,0.37919676,0.18522955,0.11600745,-0.072160274,0.41123652,1.3004956,2.6311386,4.669262,6.555522,8.014908,8.461744,8.421801,8.054689,7.2975874,6.334383,4.6117816,2.3896399,0.71011865,-0.3958958,-0.88516307,-1.0520116,-1.1264387,-1.1092314,-1.1557771,-1.162781,-1.1073022,-1.032954,-0.83316314,-0.6343629,-0.5508808,-0.5798705,-0.614879,-0.6083274,-0.5748255,-0.9211767,-1.3964933,-1.5112467,-0.10241747,-0.10238117,-0.10268527,-0.110040784,-0.10274351,-0.102583826
-0.64178663,-0.6480902,-0.6759427,-0.66850793,-0.74677885,-0.72640944,-0.72755104,-0.8501657,-1.0883663,-1.4873843,-1.6006718,-1.7004331,-1.7080278,-1.3224337,-1.1560603,-1.423884,-1.6041535,-1.6013987,-1.6871226,-1.833209,-1.8715732,-2.1088586,-2.2744803,-1.9076693,-0.90989995,0.45754403,2.7671297,5.890407,8.456686,10.513304,11.793745,12.136207,11.214915,9.327644,6.7980976,3.8050146,1.9098436,0.94327086,0.66614115,0.67555386,0.1331917,-0.24055173,-0.41907394,-0.23835123,-0.3495476,-0.60491675,-0.14650747,1.0923041,1.4640877,1.5887157,1.4645808,0.6466335,-0.82783,-1.7905672,-2.5329533,-2.6595592,-2.6579473,-2.565302,-1.8652866,-0.9891573,-0.5496827,-0.43778217,-0.55557436,-0.9189102,-1.1102779,-1.2200718,-1.2004584,-1.1583626,-1.1737143,-1.4193588,-1.6002867,-1.5125237,-1.4677858,-1.4467726,-1.4480841,-1.2732775,-1.0498345,-0.86762464,-0.8784527,-1.172216,-1.4661514,-1.4202995,-1.7120852,-1.6974566,-1.4831023,-0.6195099,1.7499937,3.4405417,3.430603,1.9140329,0.22859722,-0.2885617,-0.32922792,-0.27746767,-1.5337901,-1.8747082,-1.5056142,-1.3631377,-1.367401,-1.4916964,-1.6454641,-1.1216433,-0.81388366,-1.1273137,-1.7613356,-1.8634415,-1.7119302,-1.6235058,-1.573382,-1.2479687,-0.85666275,0.15910228,2.84347,4.345605,5.1241684,5.5173864,5.55015,5.369953,4.077759,1.8061069,0.40957394,-0.0985015,-0.35285,-0.79667735,-0.96813226,-0.77563787,-0.26461414,0.23812959,0.61627483,0.88657296,0.9043118,0.6301422,0.48440245,0.5793742,0.5134663,0.4745971,0.17581385,-0.12077302,-0.36393604,-0.81294036,-1.0752606,-1.2370796,-1.1435577,-1.0790429,-1.0646352,-0.99320245,-0.94563985,-0.88954234,-0.89067006,-0.8937385,-0.9722366,-0.98719263,-1.0467649,-1.0210488,-0.85763216,-0.65154743,-0.95038766,-1.2717153,-1.6100115,-1.6952114,-1.8158206,-1.8157313,-1.8142872,-1.8030092,-1.815457,-1.8159428
-3.0314338,-3.010445,-2.993032,-2.8789427,-2.6573818,-2.561148,-2.5046608,-2.3632464,-2.0426285,-2.0446956,-1.9902225,-2.033155,-2.1045969,-1.5610601,-0.9521817,-0.18974051,0.8195384,1.3653779,1.6501304,1.8170696,1.793443,1.7453619,1.1481711,-0.30173013,-1.1257014,-0.7597302,-0.50845706,-0.62247854,-0.7592176,-1.2310139,-1.9057438,-2.4173903,-3.010604,-3.2851214,-3.710367,-4.0419645,-3.9600296,-3.7797823,-3.9416444,-3.5301657,-2.4718165,-2.1161022,-2.2614946,-2.583184,-2.3182364,-1.7555677,-1.409196,-1.348607,-1.088525,-0.90553904,-0.7009203,-0.9761107,-1.2384634,-1.311466,-0.42501137,1.4197246,2.1208084,2.093006,1.6714495,1.018712,0.45264095,0.10608431,-0.025285974,-0.09748938,-0.014061477,0.04833956,0.09013468,0.115051806,0.3485144,0.4085029,0.26852912,0.14541113,0.038851023,-0.018506736,-0.040125668,0.0205096,0.09167659,0.26461685,0.38243383,-0.20735312,-0.6671295,-1.746424,-2.0984707,-2.3013656,-2.1937222,-1.9143957,-1.6859033,-1.3728998,-1.8728266,-3.4640737,-3.791781,-2.9429226,-2.5843768,-1.9290563,-0.27556968,1.3871462,2.0083878,2.1807492,2.1483252,1.860256,1.2695587,-1.0105596,-2.2725432,-2.893467,-2.9403486,-2.7650979,-2.7668965,-2.8029456,-2.8647614,-2.7862012,-2.7073078,-2.802873,-3.001605,-2.6234827,-2.0421226,-1.4147754,-0.9376247,-0.8232126,-1.1762445,-1.1022303,-0.61325794,-0.17904633,0.116826385,0.213826,0.063963816,0.009814829,-0.63018215,-1.2779343,-1.7904632,-2.039814,-2.461068,-2.9390273,-3.3613858,-3.3755574,-3.1620288,-3.1060596,-3.1243963,-3.1610546,-3.3170328,-3.3413844,-3.276444,-3.0141015,-2.7813296,-2.644393,-2.6672933,-2.6625473,-2.6766376,-2.7742162,-2.9276905,-3.074967,-3.1895776,-3.2722626,-3.2271976,-3.3469439,-3.664213,-4.04311,-4.222703,-4.2583547,-4.125929,-4.0341945,-3.7392564,-3.7393465,-3.7410069,-3.7519197,-3.739547,-3.7391133
