0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
12.841431,12.822588,12.544557,12.723806,12.668358,11.76399,11.225724,10.274714,8.9920435,7.2946215,5.267475,3.9018373,2.7910042,1.9436305,1.3973327,0.5496391,0.005999148,0.03170015,0.045270592,-0.101126514,0.012519799,0.39844316,0.617359,0.9920054,1.0433183,0.8317456,0.49311623,0.20862146,0.28764096,0.47856462,0.7083669,0.9645891,1.1242751,0.82055795,1.68106,1.9583709,1.3243768,0.46307963,-0.32953417,-0.8419085,-1.1167928,-1.3411324,-1.5224736,-1.7453995,-1.827878,-1.6684301,-1.1639087,-0.69734794,-0.18501204,0.45668277,1.4048352,2.0946863,1.5732827,0.50850046,-0.3278255,-0.96609074,-0.97882974,-0.69573414,-0.48383576,-0.4083551,-0.3666005,-0.36526662,-0.32605892,0.17972967,0.2623396,0.0950188,-0.006543353,-0.18452227,-0.6690596,-1.1430014,-1.3645343,-1.3551943,-1.1793178,-1.1748724,-0.8609793,0.31717023,0.5343176,-0.008543894,-0.73255426,-0.7183498,-0.7642559,-1.0577396,-1.2574453,-1.2378985,-1.1938486,-1.1266329,-0.7997394,-0.25004795,0.7335881,1.3162743,1.6547273,1.4436674,0.91557497,0.43067813,0.631147,1.1442143,1.6074967,1.9299544,2.9759402,4.1535063,4.3257627,3.459149,2.0467246,1.0775329,-0.22014879,-0.84193325,-0.6620331,-0.36022794,-0.24496724,-0.27701604,-0.37133387,-0.37995097,-0.48574138,-0.5812285,-0.6080845,-0.61463535,-0.5183464,-0.39846227,-0.3879924,-0.12730157,0.24452737,0.30481148,0.24587217,0.40835172,0.7970754,2.0882792,3.7188802,3.9677668,2.5778952,1.7463938,1.2385458,1.2338486,1.0842967,0.7104508,0.26526296,-0.5444848,-1.0474348,-1.1682932,-1.1686063,-1.1168274,-1.0817128,-1.0276966,-0.9965105,-0.9648372,-0.9604629,-0.9385982,-0.9608752,-1.0738202,-1.0328326,-0.92865664,-0.6522454,-0.2404939,-0.10422285,0.24394648,0.94654673,1.7378175,2.857284,4.0428133,5.1716566,6.9888887,7.542491,8.907618,9.238254,9.658733,10.235534,10.633972,10.774824,10.399313,10.399356,10.399273
-2.1912744,-2.2217398,-2.0390613,-1.9388824,-1.7851133,-1.5328416,-1.5063028,-1.7087865,-2.1280568,-2.38212,-2.0964503,-1.7113904,-1.1135615,-0.73814064,-0.9104879,-1.2697514,-1.0790036,-1.0042918,-1.22718,-1.3748493,-1.5096488,-1.553158,-1.0391768,-0.59089404,-0.14182761,-0.44040185,-0.7647952,-1.3748043,-1.5734206,-1.6054797,-1.4076017,-1.2080984,-1.0747646,-1.1437609,-1.4653732,-1.5647957,-1.6686807,-1.6128087,-1.6595305,-1.7521296,-1.8090038,-1.8553097,-1.9609371,-2.048751,-2.0986037,-2.2569892,-2.603995,-2.7471213,-2.5382998,-2.0521088,-1.5948129,-1.0580764,-0.84809434,-0.7689782,-0.9602053,-1.6721585,-2.151314,-2.0910134,-2.0352895,-1.8802507,-1.4929404,-1.122154,-0.9211486,-0.7844675,-0.623909,-0.6682188,-0.686528,-0.79656196,-0.9447743,-1.096857,-1.2988548,-1.2634588,-1.1107166,-0.5639018,-0.74287295,-1.000924,-1.3400362,-1.5194273,-1.9453155,-2.6340928,-2.7571304,-2.4225852,-2.1289144,-1.6778051,-0.16723609,4.4314938,8.59152,10.42136,10.485549,9.82348,8.173231,4.831645,2.3836327,0.7892159,-0.5844554,-1.3312728,-2.1492596,-2.2039533,-2.6306643,-2.9405909,-2.7870867,-2.5070057,-2.26992,-2.3143463,-2.687719,-3.316258,-3.5765061,-3.4246962,-3.3148654,-3.2177014,-3.1036682,-3.060916,-2.9438899,-2.8454864,-2.6997166,-2.4478874,-2.3306537,-2.3504255,-2.2706676,-2.337841,-2.609636,-2.799122,-2.8313584,-2.8326983,-2.7463748,-2.692234,-2.4322667,-2.0533667,-1.6910669,-1.5585514,-0.85603935,-0.42672297,-0.31075615,-0.34527135,-0.10966876,-0.026103288,-0.25863126,-0.4165905,-0.5149121,-0.56390667,-0.64033985,-0.79420984,-0.9373678,-1.0062052,-1.0688727,-1.1137938,-1.1203965,-1.1092453,-1.1652539,-1.0837085,-0.97338367,-0.7629498,-0.4003417,-0.1874295,-0.12581989,-0.16209102,-0.21232113,-0.30496296,-0.4537704,-0.45638,-0.5929882,-0.7174395,-0.94764364,-0.9711528,-1.0074306,-0.867395,-0.9899823,-0.14321539,-0.1431424,-0.1432788
-1.4275953,-1.5197059,-1.9665449,-1.7562072,-1.7825875,-1.716597,-1.6253533,-1.6519307,-1.5657241,-1.453959,-1.3980439,-1.4248662,-1.532342,-1.806665,-2.078512,-1.7247579,-0.930479,-1.1780883,-2.0472283,-2.5251741,-2.758017,-2.5637531,-1.9129314,-1.4533888,-1.1240816,-1.1581088,-1.387496,-1.6870234,-1.6404614,-1.7131681,-1.8434966,-2.059154,-2.3129706,-2.2026167,-2.0910017,-1.1922978,-0.77619296,-0.8881903,-1.242778,-1.6911306,-2.20837,-2.4884067,-2.6752555,-2.7707744,-2.6818657,-2.4058769,-2.2331905,-2.169222,-1.9928906,-1.615269,-1.2475432,-1.3573382,-2.0757213,-2.5012255,-2.80285,-3.021096,-3.3874092,-3.7371438,-3.7133083,-3.3379033,-2.6075513,-1.5633572,-0.67206573,-0.6873255,-1.0798082,-1.2024604,-1.1554139,-0.8906622,-0.9853085,-1.3322499,-1.7464762,-1.8856325,-1.6427852,-0.5817007,0.03818135,0.17233089,-0.6223705,-0.908836,-0.486013,-0.4570663,-1.1535763,-1.6134783,-1.917783,-2.115837,-2.271723,-2.2692168,-2.2075067,-2.2256484,-2.4044771,-2.4057965,-2.261806,-1.7762321,-1.5280643,-1.5903475,-2.2998836,-2.5491831,-2.4382308,-2.578977,-2.5787542,-2.4332635,-2.4219785,-1.9302125,-1.7378961,-1.8187382,-2.1433358,-2.326995,-2.4019434,-2.6400285,-2.6757374,-2.6582162,-2.608879,-2.5253105,-2.4722562,-2.4354365,-2.2595925,-1.9316902,-1.3300021,-0.4651844,0.38167867,1.0026088,1.1516614,0.74218774,0.5504151,0.24940446,0.23087317,0.05805795,-0.35875988,-0.37105948,-0.37051976,-0.88749117,-2.0084882,-2.5765135,-2.4196107,-2.2946186,-2.280316,-2.4293466,-2.4185014,-2.3823857,-2.3656473,-2.3597503,-2.3552537,-2.3231044,-2.2805736,-2.2809103,-2.3006866,-2.2969975,-2.2936866,-2.3107085,-2.2999668,-2.3303065,-2.3140438,-2.2935817,-2.3734274,-2.4407346,-2.440095,-2.3919816,-2.2187293,-2.037049,-1.9222218,-1.8388758,-1.8743343,-1.8142315,-1.7802864,-1.7097096,-1.5326438,-1.3707242,-1.4163404,-0.082182944,-0.082510054,-0.08174367
0.30229402,0.71226335,2.958757,3.1126728,3.6912527,5.908842,6.7971444,7.7746572,8.638249,9.525964,10.70292,11.270206,11.730974,12.014914,11.884008,11.199728,9.243363,6.149584,2.5014136,0.8222226,0.20836413,0.17981637,1.5567265,2.9111927,3.372927,3.48473,3.334344,2.4247746,1.3765543,0.055769548,-0.6164633,-0.73190165,-0.23587021,0.48548406,0.5737142,0.5074148,0.19711694,0.2438725,0.24531454,0.09191173,-0.4111324,-0.7841822,-1.0592093,-1.2504495,-1.3369095,-1.2697358,-1.4009868,-1.4657595,-1.4054527,-1.3787664,-1.6374092,-1.5750707,-1.4128082,-1.265562,-1.3793691,-1.5862044,-1.696861,-1.7502465,-1.8652805,-1.8967665,-1.728348,-1.5778947,-1.3197076,-1.1995766,-1.422327,-1.656565,-1.5113461,-1.1851684,-1.024404,-1.1681528,-1.3855126,-1.457779,-1.1777303,-0.2494718,0.30300286,-0.09827727,-0.65956444,-0.44542852,-0.19801989,-0.29881078,-0.49962705,-0.39317816,-0.58385265,-1.1410493,-1.476499,-0.67612517,-0.10066947,0.26339155,0.23153482,-0.09288037,-0.2267382,0.009560898,0.19649087,0.23373464,-0.53948885,-0.74382854,-0.5128999,-0.7359357,-1.3127555,-1.6718199,-1.6136961,-1.3708262,-1.3583736,-1.4320376,-1.7137077,-2.0701323,-2.1764102,-2.3799555,-2.704749,-2.805037,-2.8372717,-2.8395832,-2.7921963,-2.6740642,-2.487743,-2.0502787,-1.7208415,-1.6356518,-1.8203044,-1.9611502,-2.105413,-2.228351,-2.2538111,-2.2609081,-2.210933,-2.1754527,-2.0588431,-1.6361347,-0.9036457,0.1892547,1.3447238,1.6607666,1.8726165,1.7670909,1.6003267,1.2038437,0.8023877,0.5840465,0.4496815,0.35851282,0.25788343,0.089522235,-0.057821997,-0.096997805,-0.12534139,-0.18949342,-0.16772641,-0.12343247,-0.18411447,-0.08584994,-0.025894508,0.054987222,0.31959662,0.4780597,0.47804174,0.3928841,0.2785112,0.13665491,-0.19346339,-0.46387225,-0.58743685,-0.85935277,-0.9991656,-0.9815359,-0.9291097,-0.9181979,-0.95980376,0.5710132,0.57079905,0.57129806
0.66056645,0.5686009,0.77418846,0.524873,0.42298725,0.13292223,0.027077258,0.41834313,0.8251494,1.0244678,0.7629914,0.47885224,0.19018069,0.33827388,0.8596325,1.8082081,2.8191981,4.0944543,5.0121827,5.2399974,4.848379,3.8888652,2.247074,0.75398815,-0.36067668,-0.40573382,-0.46240497,-0.8455883,-1.2673664,-1.0249679,-0.8131124,-0.6854097,-0.6622291,-0.8356747,-0.8739617,-0.7932906,-0.43288037,-0.21683207,0.2071653,0.69820404,1.2468319,1.5651654,1.7888395,1.8753998,1.7704556,1.6113687,1.7699881,1.7224201,1.085832,0.27716357,-0.47703552,-0.94794244,-1.0856653,-0.983778,-0.8088772,-0.27721694,0.22510353,0.4473197,0.5502978,0.46376753,0.05222179,-0.3512242,-0.83766854,-0.9893961,-1.1522729,-1.2367198,-1.3382874,-1.5551678,-1.6216,-1.5978738,-1.2319005,-0.8360586,-0.79093313,-0.7526213,-0.7521281,-1.1369449,-1.4229956,-1.7012208,-2.1869285,-2.1793265,-1.3976355,-0.28783828,1.0207877,2.0320776,2.688459,2.3266964,0.6737717,-0.20646653,0.19212985,0.300895,0.59256136,0.8216537,1.0288179,1.0226645,1.1388757,0.78389466,-0.2536958,-0.8005184,-0.88352084,-0.8410736,-0.8247468,-0.88706785,-0.8999252,-0.79180706,-0.274262,0.38084054,1.4132751,2.7766125,3.3512769,3.5047293,3.5613241,3.634448,3.7429242,3.7798922,3.8154924,3.4434218,2.6851234,1.0016549,-0.58391505,-1.7521223,-1.8005133,-1.1210461,-0.85694295,-0.7537728,-0.8803716,-1.2939276,-1.4645658,-1.7222993,-1.8904598,-1.5482892,-0.61912894,-0.14742145,0.13657865,0.6624409,0.8031158,1.1852297,1.6821966,1.9422752,2.0697582,2.1424844,2.191821,2.316525,2.435984,2.4147995,2.3879952,2.3637488,2.2994866,2.1693537,2.0856118,1.8238527,1.698095,1.6098075,1.3253028,1.1526974,1.0353616,0.97586775,0.80704665,0.62913674,0.5783546,0.3731176,0.38388982,0.30720657,0.27221757,0.07984379,-0.022219121,-0.12444115,-0.16499391,-0.47605246,-0.4761091,-0.47598806
-0.9918529,-1.0749741,-1.2106415,-1.405805,-1.4511592,-1.5347793,-1.4361455,-1.4062448,-1.4230342,-1.3457872,-1.3058199,-1.2401906,-0.87097037,-0.39904112,-0.43927366,-0.7547713,-0.39086694,0.1263147,0.5162178,0.74364203,1.2937161,1.2824192,0.01673168,-0.27193272,0.07192236,0.38619393,0.6024741,0.55666035,0.3871491,-0.06526883,-0.54151905,-1.0268936,-1.4294914,-1.1629808,-0.5213963,-0.15712088,-0.07631418,0.123194985,0.16122967,0.005610317,0.06270861,0.53450567,1.6541443,3.8963122,6.358822,8.888807,10.49331,11.51117,11.248447,10.050236,8.172091,5.0116577,1.9426522,0.34147578,0.11019686,-0.36911005,-1.0058637,-1.3812817,-1.3523026,-1.3513377,-1.4335623,-1.6337695,-1.9003716,-1.6590568,-0.6407423,-0.007992014,0.07516833,-0.3644613,-0.791214,-1.0970192,-1.3324453,-1.3880358,-1.2309206,-1.2268286,-0.44240522,2.2398133,4.951704,6.071844,6.792666,7.199976,6.7060657,5.1894746,3.594921,2.0913606,0.027449608,-1.7764101,-2.017396,-1.3310306,-0.88351417,-0.5552521,-0.510443,-0.53053975,-0.70824707,-1.2417651,-1.2087619,-0.8302662,-1.0004956,-1.4119139,-1.8574197,-2.0450187,-1.9631078,-1.8528626,-1.415755,-0.86183226,0.22694822,0.47618657,-0.31823748,-0.83307546,-0.9733794,-0.9481656,-0.9415893,-0.9709606,-0.8946588,-0.7508024,-0.6932615,-0.9291816,-1.4995813,-1.9929829,-2.127214,-2.3459623,-2.4357219,-2.3123531,-2.2935297,-2.2709389,-2.3243265,-2.3800452,-2.4294956,-1.9330552,-1.0611733,-0.59513545,-0.39023098,-0.2866674,-0.45894623,-0.97272843,-1.0417687,-0.8067466,-0.5624225,-0.49009174,-0.4571942,-0.44344112,-0.48795566,-0.5070605,-0.52339303,-0.5197393,-0.48139533,-0.4967154,-0.45052662,-0.41824287,-0.45856363,-0.47862238,-0.52502835,-0.5496452,-0.49506783,-0.47549587,-0.6111112,-0.78439105,-1.0741111,-1.2675569,-1.1868131,-1.2703875,-1.325185,-1.4132456,-1.3168774,-1.3984149,-1.6246097,-1.8846748,-1.8957725,-1.6537387,-1.6537917,-1.6536565
-1.8032973,-1.8469758,-1.9027108,-1.8252771,-1.7728741,-1.8072345,-1.909847,-2.2562373,-2.6221566,-2.8547115,-2.7070065,-2.4976983,-2.1233764,-1.8676392,-1.87192,-1.8866458,-1.768745,-1.6322756,-1.4375,-1.3243033,-1.6442783,-2.2475777,-2.4805794,-1.4675751,-0.958135,-0.85414284,-0.5921858,-0.44029915,-0.71343625,-0.391794,0.32797527,0.6461681,0.43540937,-0.32003132,-0.6554449,-1.3214893,-1.6228755,-1.6302748,-1.5708416,-1.5049089,-1.4472866,-1.316936,-1.2173202,-1.1921657,-1.207719,-1.1756201,-1.069377,-0.9233839,-0.92324495,-0.7878948,-0.4807796,-0.5919947,-0.97211397,-0.92892957,-0.48703367,0.45121187,0.77144384,1.020872,1.1171579,1.0444899,0.6573455,-0.08519061,-0.9510113,-1.3571134,-1.1042614,-0.6077481,-0.37204292,-0.21576898,0.12343903,0.51895857,0.7372006,0.66986454,0.37189448,-0.05182241,0.25695854,-0.38387462,-0.85269165,-1.0566463,-1.7253513,-2.048299,-1.2444183,-0.95417774,-0.93108964,-0.825958,-0.7344217,-0.7415863,-0.80340743,-1.3239492,-1.8694787,-2.1302688,-2.2227619,-2.1080325,-1.7858368,-1.3824017,-1.0709188,-1.0082765,-1.2850463,-1.0349218,-0.75095695,-0.6227075,-0.53024256,-1.0522244,-1.3884535,-1.3661745,-0.94711465,-0.46016157,-0.21424401,-0.06636705,0.015360415,0.20374984,0.28269827,0.20875254,0.17685464,0.23886836,0.1732201,0.12607342,-0.25574,-0.89161855,-1.1016196,-1.4852679,-2.112064,-2.5101848,-2.6468015,-2.8145485,-2.989468,-3.3954396,-3.750125,-3.4603927,-2.9785967,-2.5878305,-1.4891299,-0.82881117,-0.3007473,-0.020241573,0.13370267,0.35489827,0.5016717,0.54074526,0.56413585,0.5849285,0.61880827,0.63813037,0.61699426,0.6042338,0.6465909,0.64246327,0.6558776,0.6893567,0.6601687,0.5833179,0.47164574,0.32334474,0.28271207,0.2551341,0.052117676,-0.19252802,-0.47251484,-0.71293855,-0.89519036,-1.1541748,-1.1898988,-1.3571866,-1.4384583,-1.4924283,-1.6221516,-1.7307457,-1.662399,-1.59494,-1.5948604,-1.5950599
0.27102816,0.15255651,0.005004391,-0.31044897,-0.3829996,-0.39423496,-0.6071466,-1.2926934,-1.9130325,-2.4283483,-2.203517,-1.8949571,-1.2366902,-0.568222,-0.52718365,-0.6865574,-0.31365913,0.086502105,0.06966898,0.29701105,0.7630448,1.0470542,1.3004433,1.3066809,1.0569748,0.41026503,-0.29340783,-0.8086421,-0.42918938,0.06844486,0.32492918,0.8137826,1.51405,1.5338964,1.0255702,0.84606826,0.45215848,0.2932663,-0.049689256,-0.47530925,-0.634395,-0.6194655,-0.5978304,-0.5872775,-0.51166713,-0.2676192,-0.0085323695,0.83719033,1.5799155,1.6098871,0.8655832,0.6724678,0.61211175,0.8480358,0.6512191,0.16763988,-0.063861325,-0.08190009,-0.32432067,-0.47057465,-0.4272399,-0.6155201,-0.85938555,-0.86780196,-0.9874078,-1.4459065,-1.8225853,-1.9625297,-1.8234482,-1.7678876,-1.8568875,-2.1513255,-2.211647,-2.0269365,-1.2753189,-0.040014796,-0.33797324,-0.68322957,-0.9409337,-1.3266065,-1.4780563,-1.1855569,-1.1641525,-1.3444881,-1.0095375,0.61312485,2.6503482,4.299321,4.526649,3.631177,2.1260989,0.8353704,0.41342205,0.48204204,1.141451,1.9793775,1.7664323,1.3714279,0.1494099,-1.1109228,-1.4590968,-1.3253901,-0.9430307,-0.6949767,-0.22128803,-0.2546638,-0.27031973,-0.49776453,-0.7790385,-0.8490381,-0.92753553,-0.9178276,-0.8625517,-0.71617895,-0.48706335,-0.007859737,0.17486334,-0.4091316,-1.006948,-1.2510517,-1.4554497,-1.6067952,-1.6034406,-1.3769526,-1.0698665,-0.29573327,1.909858,4.1944466,6.303081,9.026728,11.364422,11.432734,10.993959,9.485749,8.223665,6.227785,4.3161654,3.4231844,2.8368378,2.4949293,2.1220958,1.6750431,1.3266478,1.2322712,1.1067735,0.8941055,0.79941833,0.74717546,0.6249932,0.7212335,0.789145,0.8481697,1.2445191,1.4721761,1.597566,1.5572095,1.3691604,1.1355321,0.6412419,0.21639419,0.028012505,-0.3523486,-0.45833525,-0.39620745,-0.2883592,-0.18461202,-0.35967088,1.3049574,1.3048584,1.3050697
0.2635501,0.3497489,-0.008602675,-0.16195382,-0.27871633,-0.3975746,-0.52251154,-0.6075306,-0.7510913,-0.73471105,-0.699588,-0.66719896,-0.5875121,-0.3059088,0.018917665,0.08826165,0.056858778,0.31244126,0.940444,1.017728,0.6804123,0.2695191,-0.7596062,-1.9201137,-1.932797,-0.6735302,1.4253343,6.013001,9.675459,11.644681,12.275343,12.146516,11.307453,9.038946,4.732088,1.271713,-0.005157724,-0.08034277,0.16250238,0.6216258,1.201188,1.3864688,1.3574637,1.1853374,0.9206036,0.14288068,-0.5050926,-0.37873673,0.21615064,0.7197326,0.45063344,-0.2856965,-0.13169762,0.48925346,1.2487335,1.6334565,1.5360096,1.4344499,1.288511,0.9500617,0.5343243,-0.0010396987,-0.4532049,-0.67745435,-0.5605866,-0.46984535,-0.17444177,0.14089966,0.7689819,1.6211805,2.3025875,2.5230775,1.9871771,-0.13625675,-1.6287671,-2.5265977,-2.7835727,-2.8425388,-2.860536,-2.5452867,-1.4204676,-0.24471118,0.7392306,1.4516559,1.7412622,0.8259086,-0.2267308,-0.45190972,-0.59746706,-0.7005475,-0.669864,-0.56780523,-0.5338467,0.009234577,1.818444,2.6755586,1.8991773,1.6348245,0.33765417,-0.9834775,-1.4043381,-1.1946979,-0.8856923,-0.46088254,0.40967315,1.2289834,1.3200134,1.3234673,1.3998137,1.3999335,1.402179,1.3370676,1.2759316,1.1145511,0.76460075,0.30904394,-0.17994845,-0.76765716,-1.0609044,-1.6655338,-2.0598443,-2.145508,-2.0128617,-1.7838384,-1.662485,-1.5380518,-1.4761498,-1.7512919,-1.6918842,-1.5624217,-1.1216155,-0.81860566,-1.1516476,-1.4994648,-1.5160695,-1.3040687,-1.2677543,-1.273004,-1.2828138,-1.2773042,-1.2655957,-1.3066001,-1.3837909,-1.434167,-1.4434017,-1.4816256,-1.5148598,-1.5521703,-1.6202176,-1.6728302,-1.6991036,-1.7074674,-1.5047039,-1.3927217,-1.3004595,-1.2119442,-1.1931083,-1.2464143,-1.3029578,-1.4205468,-1.4906042,-1.5616076,-1.6535597,-1.7497089,-1.8902552,-1.9042392,-1.8491552,-2.0594645,-2.0592036,-2.0597823
-2.7957199,-3.1925745,-2.7725523,-2.7873483,-2.6978338,-2.665173,-2.432824,-2.4517,-2.6430676,-2.783048,-3.1245518,-3.18615,-3.0415947,-2.8515217,-2.937186,-3.2235148,-2.675363,-1.8365849,-0.9599567,-0.522387,-0.59931576,-0.90183663,-0.84536254,-1.2219038,-1.5599993,-1.6861537,-1.8070203,-1.7216067,-2.1091592,-2.5364883,-2.8478873,-3.0783463,-3.076825,-2.8248487,-2.885461,-2.7998805,-2.4458866,-2.130187,-1.5808803,-0.87115514,-0.4094565,-0.23174235,-0.15876728,-0.098847985,-0.195256,-0.62940377,-1.1134464,-1.6475481,-2.2755497,-2.6063054,-2.7688272,-2.7984424,-3.0061836,-3.1698632,-3.100347,-2.642964,-2.1690643,-1.8537793,-1.6024342,-1.4446006,-1.5143437,-1.7631841,-2.0216389,-1.8357184,-1.6929806,-1.8365929,-2.193762,-2.562572,-2.5365508,-2.3172507,-1.9591455,-1.6123956,-1.4199448,-1.7355781,-1.9018321,-1.111495,0.7350962,1.7586854,1.5678139,0.60870594,-0.8317921,-1.9789382,-2.3605278,-2.378479,-2.202253,-1.8735797,-2.193365,-2.5440814,-1.7966374,-1.5202659,-1.5669111,-1.5419357,-1.7566074,-1.7052498,-1.6582929,-1.9084527,-2.9968867,-3.4703152,-3.562603,-3.498347,-3.369731,-2.8731067,-2.746181,-2.597765,-2.2947326,-1.9113033,-1.6902547,-1.1841273,-0.9103785,-0.82206494,-0.81489396,-0.82148933,-0.80353856,-0.8223429,-0.814186,-0.97665375,-1.3176353,-1.4361587,-1.6713948,-2.1411097,-2.2266,-1.916388,-1.8392851,-1.9693379,-2.2354364,-2.8146212,-3.126858,-3.2357812,-3.2128634,-2.9968832,-1.725219,0.3023785,3.1634948,7.216062,9.019465,10.18973,10.773742,10.949094,11.044277,11.09068,11.130315,11.203701,11.271566,11.303917,11.322098,11.338834,11.362089,11.341365,11.328806,11.332812,11.363646,11.440067,11.455999,11.361372,11.126873,10.851781,10.428044,10.017422,9.749806,9.045841,8.7951355,7.963797,7.7131424,7.265186,6.6400924,6.119424,5.9787765,3.6245265,3.6252694,3.6235476
