0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
10.343612,10.331895,10.242489,10.053286,9.581901,9.028149,8.410622,6.9462023,5.9801617,5.5473,5.5713925,5.5909953,5.3158164,4.9609385,4.7202454,4.4788427,4.0999064,3.9042397,3.6931005,3.3059173,2.6011508,2.0924854,1.7764577,1.4285711,1.1017395,0.98494333,0.8961563,0.9144562,0.9156136,0.72914416,0.530267,0.83778405,1.1496751,1.4193256,1.7279661,2.329525,2.9476922,3.0129344,2.7468524,2.438429,2.2829332,2.0263665,1.7111161,1.3084829,0.9922857,0.8689582,0.7008383,0.77510774,1.1247783,2.8269992,4.4924984,4.8872643,4.2193084,2.8883572,2.0016909,1.53089,0.8888585,0.33812684,0.14115803,0.39861172,0.43972734,0.5246036,0.58216906,0.7497874,1.008808,0.96544313,0.6451709,0.84817904,1.5450444,1.6022596,1.3743608,1.2391946,1.2627121,1.3161331,1.5014982,1.7734879,2.1377606,2.3637688,2.0934966,1.3250381,0.066700965,-0.005686462,-0.03730534,-0.35253185,-0.47109687,-0.36867264,-0.22821243,0.18517175,0.47870517,1.3649338,3.003095,3.8036711,3.925663,2.6396022,1.4087505,1.3419635,1.7110102,2.0827498,2.1835537,2.5240216,2.9292188,3.0770469,2.9668145,2.687359,2.355686,2.0900612,2.4856064,2.6581922,2.0018296,1.132585,0.54157615,0.20415123,0.29516658,0.27966246,0.13536206,0.12910828,0.29589328,0.799299,1.0252143,0.8474616,0.71732444,0.9726451,1.1178552,0.7041838,0.508638,0.9449273,1.0496914,1.1483907,1.2008107,1.3009707,1.5588677,1.6916686,0.919003,0.12736669,-0.4170651,-0.84876716,-0.8418913,-1.4791596,-1.9806657,-2.0000572,-1.9566017,-1.9135234,-1.9357377,-1.8082063,-1.2582334,-0.6029472,-0.044234574,0.42039257,0.7909037,1.186816,1.1874535,0.7724525,1.1282728,1.6104519,2.2923348,2.3425174,2.403643,2.3419921,2.0049682,1.4029174,0.8580378,0.5451981,0.6847924,0.9605434,1.2441154,1.5647528,1.9744246,2.1561437,2.1944358,2.213674,2.2145233,2.2454612,2.4485767,2.8769422,3.3432617,3.8842387,4.700775,5.3181143,5.5377502,6.18521,7.1770816,7.402528,7.668989,7.6856523,8.495861,8.795657,9.153845,10.226315,10.6630945,10.928887,11.24995,11.1298065,11.372522,10.093574,11.990895,12.06563,10.091891,10.0916195,10.091657,10.0915985
-2.6255984,-2.6298766,-2.5263388,-2.5080075,-2.452211,-2.3169334,-2.2717934,-2.4137053,-2.4871325,-2.431139,-2.44586,-2.4731007,-2.5655599,-2.532507,-2.5023599,-2.4780426,-2.421477,-2.4304104,-2.519216,-2.6465895,-2.6886094,-2.7827945,-2.8689122,-2.8993888,-2.9240685,-2.926311,-2.8622355,-2.7476203,-2.6162677,-2.2867293,-1.8084843,-1.5168575,-1.3399056,-1.6679313,-2.1366098,-2.4249473,-2.6666863,-2.7415402,-2.6737099,-2.600808,-2.5456102,-2.437522,-2.2770867,-2.1643517,-2.286496,-2.2567487,-2.0742815,-1.932364,-1.6024442,-1.0679477,-1.1078172,-1.245144,-1.5146787,-1.852891,-1.9632697,-1.6627522,-1.0650489,-0.8997376,-1.4838092,-1.9148424,-1.8802128,-1.7480748,-1.544153,-1.3412601,-1.3719801,-1.4268531,-1.3325186,-1.7844906,-2.4344373,-2.6512973,-2.5996366,-2.6050768,-2.6266422,-2.618785,-2.6491866,-2.6690283,-2.5751193,-2.44736,-2.2927155,-2.2773106,-2.3529792,-2.883015,-3.3388448,-3.071409,-2.8816671,-2.775488,-2.640443,-2.5261393,-2.5061128,-2.3659544,-1.9288106,-1.5917032,-1.5122329,-1.6784365,-1.8992443,-1.929342,-1.348021,-1.0879419,-0.95307374,-1.0212255,-1.1540451,-1.0364884,-0.621497,-0.35604477,-0.63007486,-1.315785,-2.3472397,-2.7596405,-2.5729213,-2.139875,-1.7926232,-1.4057299,-1.1776843,-1.3206373,-1.6057293,-2.0221364,-2.2575476,-2.5485666,-2.918172,-3.0540724,-2.747965,-2.54624,-2.665415,-2.99516,-3.4487524,-3.44234,-3.1438093,-2.934986,-2.8359284,-2.8039193,-2.7492495,-2.5983632,-2.2409625,-2.3112621,-2.8161273,-3.1784365,-3.2086203,-2.940629,-2.1251428,-1.7998126,-1.6489046,-1.5709945,-1.5600636,-1.5956903,-1.6826378,-1.7538083,-1.7890528,-1.8285033,-1.9150134,-2.0381458,-1.925997,-1.2126216,-0.69703746,-0.75015426,-1.2831631,-1.6797767,-2.1280005,-2.407187,-2.4359193,-2.3280997,-2.2232847,-2.195464,-2.3606746,-2.754755,-3.1753414,-3.4491353,-3.568518,-3.5435133,-3.5539684,-3.578205,-3.5993986,-3.5883842,-3.5898607,-3.5770822,-3.567502,-3.6033244,-3.6117382,-3.6452885,-3.774115,-3.7490664,-3.661904,-3.594871,-3.6461926,-3.5781496,-3.5369072,-3.543961,-3.4934032,-3.3263717,-3.1678152,-3.0335655,-2.925951,-3.0019283,-2.8442762,-1.2553744,-2.643643,-2.5207806,-1.2543066,-1.254132,-1.2541418,-1.2541049
0.14065877,0.1759411,0.1158147,0.14260708,0.03350851,-0.25363043,-0.42475098,-0.63752437,-0.7477939,-0.89801097,-1.0038896,-0.9560077,-0.99879026,-1.0091746,-1.0380199,-1.0281494,-0.9773239,-0.97424173,-0.9905154,-0.91399956,-0.79041016,-0.8394476,-0.9678886,-1.0597095,-1.217055,-1.3039312,-1.369487,-1.4236135,-1.4800231,-1.538635,-1.3613868,-0.9361336,-0.50289464,0.15209043,0.9399703,1.4770875,1.6490264,1.6326977,1.5603213,1.4807967,1.4303787,1.2297866,0.72172904,0.27982354,-0.111602254,-0.42142433,-0.84922343,-0.98144436,-0.82433087,-0.5832385,-0.66658664,-0.9782132,-1.6252086,-1.8581871,-1.5911864,-1.0858362,-0.96788514,-1.0980563,-1.5034423,-2.42067,-2.956431,-3.1964579,-3.3676953,-3.416633,-2.973231,-1.7997451,-0.8733135,-0.26104242,0.15217233,0.33171827,0.25670063,0.17002776,0.11329659,0.22868606,0.16021593,0.14162013,-0.045780137,-0.26924366,-0.45994335,-0.842325,-1.2448702,-1.2783704,-1.2311195,-2.1617703,-2.6236978,-2.7586708,-2.9032304,-2.8182917,-2.4071321,-1.8275613,-1.3507004,-1.0891452,-1.3678312,-2.2771683,-2.4929535,-2.7805152,-3.121784,-2.8051584,-2.6149447,-2.494431,-2.4178224,-2.4037619,-2.4375098,-2.4754431,-2.554303,-2.2180276,-1.6466591,-1.2712893,-1.0210674,-1.0132917,-0.94295746,-1.153619,-1.547694,-1.8648149,-2.224142,-2.3813894,-2.316299,-2.1631913,-2.3501694,-2.8431334,-3.0907893,-2.8033266,-2.3134387,-1.8761448,-1.0905818,-0.69723463,-0.6084171,-0.74828327,-0.7756489,-0.8889835,-0.86733204,-0.8450011,-0.87390864,-1.2320491,-1.3738331,-1.1931174,-1.2078972,-2.126385,-2.7932796,-2.9198613,-2.9009614,-2.7679589,-2.546124,-2.3563943,-2.1992214,-2.0715375,-1.8221107,-1.4204195,-1.1248161,-0.91986114,-1.0725237,-1.5282543,-1.375165,-1.211608,-1.0563734,-0.9699169,-0.9761262,-1.1980189,-1.6131029,-1.9485217,-1.8803203,-1.3839175,-0.8072639,-0.7985488,-1.0371554,-1.2900519,-1.4973838,-1.5087886,-1.530412,-1.6005228,-1.6278702,-1.632647,-1.621814,-1.6744279,-1.6455362,-1.6152053,-1.5865107,-1.6376574,-1.568604,-1.4190185,-1.3628283,-1.3663478,-1.5248188,-1.4406184,-1.4140899,-1.4313793,-1.4058068,-1.5997101,-1.7975857,-1.8801851,-1.8742297,-1.6981679,-1.642686,-0.33283195,-1.7802204,-1.7738295,-0.33232194,-0.332119,-0.3321737,-0.33210707
-1.6506512,-1.6978667,-1.62843,-1.6986873,-1.5597867,-1.401855,-1.2930026,-1.1633708,-1.0738508,-0.9658868,-0.8722557,-0.96462715,-0.9790773,-0.8743447,-0.8193316,-0.75504386,-0.5519192,-0.3701953,-0.20540239,0.10127092,0.4635774,0.5723983,0.5483558,0.45157057,0.19767492,0.034164816,-0.08351871,-0.2821876,-0.49813238,-0.7207071,-0.86457556,-0.9549705,-1.021562,-0.9608488,-1.1387005,-1.4042912,-1.6695668,-1.802791,-1.820756,-1.811239,-1.803163,-1.7546608,-1.600174,-1.384468,-1.1086334,-0.87947226,-0.7625937,-0.7579272,-1.247379,-1.9450213,-2.224083,-1.9759896,-1.7048141,-1.3391137,-1.0671351,-0.61643577,-0.11562784,0.19809227,-0.17996027,-1.3300238,-1.8519886,-2.0826416,-2.1942801,-2.2078664,-2.284019,-2.1634684,-1.8012631,-1.776763,-1.956631,-2.21107,-2.3078206,-2.430801,-2.5241003,-2.4735167,-2.4288373,-2.370854,-2.266393,-2.2118518,-1.9612067,-1.6683818,-1.5332513,-2.0923877,-2.5125456,-2.4035573,-2.3109195,-2.2040467,-2.1317892,-1.9976408,-1.7864952,-1.3290064,-1.0569286,-0.85405004,-0.794653,-0.7260642,-0.6702124,-1.0164919,-0.6158868,-0.4903178,-0.6029999,-0.81917894,-1.2896161,-1.5820699,-2.0932503,-2.8893733,-3.2458425,-2.9412904,-2.7882679,-2.4819613,-1.8229176,-0.898014,-0.93700767,-1.4240491,-1.4233398,-1.441105,-1.3625504,-1.3004048,-1.2251639,-1.2819866,-1.504946,-1.7214239,-1.6723073,-1.3807807,-1.0069084,-0.7639175,-1.096915,-1.480994,-1.7062069,-1.8881639,-1.9874296,-2.0970662,-2.2015193,-2.2314372,-2.0236356,-1.852304,-1.9627422,-1.8019103,-1.4280823,-1.3865215,-1.4487321,-1.6084157,-1.6802894,-1.7176464,-1.7339779,-1.8449762,-1.836894,-1.8010178,-1.6690407,-1.4616046,-1.3837025,-1.3465947,-1.2620261,-1.217814,-1.4287087,-1.3058779,-1.3396255,-1.3997867,-1.5836897,-1.7921382,-1.7918228,-1.7094113,-1.7507718,-1.7407691,-1.508979,-1.4384415,-1.5355318,-1.3893534,-1.302829,-1.2120711,-1.2511863,-1.3340627,-1.4136529,-1.3841743,-1.3962654,-1.404614,-1.4867128,-1.6551354,-1.7302303,-1.859581,-1.9924092,-2.021666,-1.963416,-1.9447491,-2.1797202,-2.0771494,-2.2558103,-2.2903392,-2.2391548,-2.4958987,-2.687036,-2.7715204,-2.722525,-2.3137906,-2.0989199,-1.3561147,-2.314887,-2.3470256,-1.3546717,-1.3544302,-1.3544556,-1.3544109
0.07338263,-0.069105476,-0.35560337,-0.6748636,-1.1117263,-1.5558689,-1.7226219,-1.8584627,-1.9321632,-2.0330856,-2.1286397,-2.156157,-2.2990966,-2.4093704,-2.5566268,-2.520564,-2.5430179,-2.320651,-1.9799731,-1.3430173,-0.56873024,0.026418105,0.39248553,0.7165688,1.1719874,1.4409008,1.6378446,1.8945248,2.0965762,2.1054938,1.8715744,1.6874864,1.3762149,0.6674885,-0.28482017,-0.71830785,-0.8443876,-0.74447364,-0.69069386,-0.62628263,-0.5115707,0.0012315214,0.8778695,1.7881498,2.2856493,2.4114287,2.478951,2.191701,1.3825272,0.3900251,0.14453462,0.20703623,0.39152718,0.42020154,0.06395,-0.81745774,-1.548847,-1.7999368,-1.5473442,-0.8147836,-0.46780327,-0.38626823,-0.49007496,-0.7293702,-0.9754462,-1.1113254,-1.3280265,-1.3766642,-1.2100177,-0.7247409,-0.53686976,-0.456037,-0.3749085,-0.45436388,-0.5194926,-0.56567866,-0.8729083,-1.1074221,-1.491804,-1.9142942,-1.9315872,-0.67541045,0.14271271,0.5594013,0.9186394,0.9135171,0.86373174,0.48363763,-0.019492045,-1.2651284,-2.3167167,-2.3934255,-1.865593,-0.41489187,0.800988,1.5797492,2.148483,2.0833442,1.94193,1.8776541,1.7517865,1.5133091,1.1005875,0.5954437,0.16061926,-0.24839294,-0.026494205,0.43370482,0.324126,-0.22736049,-0.95618,-1.3006247,-1.1516639,-0.974957,-0.50951046,0.000830546,0.19690408,0.39116615,0.8181249,1.4605837,1.799874,1.5833256,0.86934316,0.029773325,-0.5201239,-0.68314624,-0.69002444,-0.7209381,-0.82022834,-0.7683191,-0.94320226,-1.5407072,-2.1609151,-2.1316273,-0.8762599,1.7992857,3.1401021,3.9835618,4.118492,4.0944953,3.9794803,3.799216,3.606619,3.5001047,3.1917815,2.9757624,2.6485047,2.066001,1.448434,0.79671454,0.1878394,-0.28270933,-0.94109136,-1.0579882,-0.88005805,-0.5843889,-0.34513444,-0.103993885,-0.020427912,-0.05777462,0.058111712,0.12371218,0.06149009,0.01496008,-0.1926654,-0.407526,-0.43511268,-0.53026545,-0.46486726,-0.3626127,-0.22347802,-0.20015973,-0.17097494,-0.17792186,-0.055471987,0.13950236,0.10090232,0.30363283,0.32647118,0.27343017,0.19669989,0.18963364,0.50210464,0.38540053,0.5808847,0.539142,0.49684173,0.5578656,0.6262164,0.56116116,0.50054747,0.42032674,0.21541277,0.48151773,0.35816044,0.44782025,0.48105842,0.4810093,0.48101282,0.48100778
-1.2915864,-1.2915287,-1.202887,-1.218478,-0.98122,-0.59793955,-0.19908199,0.2920969,0.35276675,0.41280037,0.4307205,0.5007092,0.62940174,0.82197464,0.88017416,0.84271216,0.9466443,0.88805723,0.77039486,0.44394046,-0.074147016,-0.5449881,-0.6526199,-0.5452207,-0.36612794,-0.28617382,-0.22482935,-0.22225489,-0.32620358,-0.47611874,-0.7800114,-1.4508283,-2.2138937,-1.9297326,-0.83993745,-0.374784,-0.10383619,-0.067081064,-0.17682377,-0.2755762,-0.30326015,-0.46442968,-0.81390536,-1.3050375,-1.7355573,-1.5630186,-1.0481784,-1.0999005,-1.7660604,-2.3075123,-2.8569422,-2.912901,-2.551456,-2.0533986,-1.3890697,-0.51391494,-0.31365684,-0.4665786,-0.64190334,-0.4762748,-0.26268303,-0.009153992,0.4085366,0.65578246,0.22403605,-0.5405458,-1.0055363,-1.6301192,-2.3450642,-2.7228746,-2.70451,-2.727826,-2.7389965,-2.735506,-2.7275176,-2.723761,-2.6559577,-2.612146,-2.4025414,-1.9353284,-1.2276204,-1.1840551,-1.2983334,-1.0289029,-0.6997932,-0.6694483,-0.6451378,-1.0183012,-1.4722892,-1.9169366,-2.4178538,-2.849145,-3.000621,-2.038506,-1.6672752,-2.2657294,-2.5442963,-2.7248242,-2.9242365,-3.1028693,-3.028192,-2.8470316,-2.6162171,-2.4152412,-1.7522097,-0.40686733,0.24172872,-0.35445562,-1.1387677,-1.3531768,-1.42817,-1.2197928,-1.3223585,-1.2716672,-1.1662779,-1.21384,-1.3614353,-1.3268949,-0.86223775,-0.5508724,-0.90957946,-1.677439,-2.1111655,-1.8094811,-1.9487746,-2.6710117,-2.9062383,-2.901416,-2.9068975,-2.937064,-2.9534779,-2.8455906,-2.2292333,-1.671342,-1.3156195,-0.9275282,-0.8085479,-0.2912011,0.050073266,-0.1468232,-0.32142285,-0.42714867,-0.3841326,-0.48953265,-0.6444504,-0.7111617,-0.59857136,-0.6626344,-0.90333486,-1.093684,-1.201899,-0.7482903,-0.42500377,-0.62264824,-0.7761699,-0.56338555,-0.28111872,-0.18774137,0.056547984,0.09590161,0.045923095,-0.0040261857,-0.05327016,0.1873706,0.58662426,0.8616964,0.7944322,0.7895233,0.77725625,0.7088697,0.6727563,0.6603719,0.6068413,0.5789679,0.4954284,0.33880648,0.087672025,-0.19347379,-0.31645206,-0.3223332,-0.40137666,-0.42507812,-0.57539225,-0.45889038,-0.63359,-0.7778621,-0.67429894,-0.7584228,-1.0082059,-0.9237282,-0.89928865,-0.35238665,-0.19512816,-0.39913452,-0.8248995,-0.7197051,-0.39869535,-0.3986774,-0.39868492,-0.39868048
-1.989537,-1.9739367,-1.942811,-2.0666041,-2.148263,-1.9658964,-1.7366747,-1.2988942,-1.0185689,-0.77549654,-0.71265423,-0.6107254,-0.5390911,-0.45554286,-0.4174048,-0.38379195,-0.34966284,-0.387541,-0.5123503,-0.7042227,-0.9576281,-1.2209773,-1.4063332,-1.4581743,-1.4623022,-1.5120107,-1.5389926,-1.5518894,-1.5150069,-1.339654,-1.1435955,-1.1035361,-1.0200512,-1.3541828,-1.8373934,-2.2192528,-2.547902,-2.5266972,-2.3612895,-2.2426333,-2.0930407,-1.7488137,-1.3107035,-1.0688576,-1.1590866,-1.0814157,-0.4879468,-0.05584459,0.4974857,0.7939991,-0.13612333,-1.0504572,-1.4897969,-1.601401,-1.8197086,-1.9821701,-1.5155485,-0.71896726,0.19169933,0.9103254,1.1602451,1.2638243,1.2908332,1.0430045,0.41920215,-0.44779143,-0.7872172,-1.3120317,-2.2407908,-2.7439876,-2.6836343,-2.6575494,-2.6057675,-2.6049986,-2.628314,-2.7351186,-2.8974292,-2.97335,-3.0190833,-2.9312174,-2.4058228,-1.7886946,-1.0980182,-0.46950504,-0.43790674,-0.55729944,-0.6439761,-1.0289104,-1.4266003,-1.2644055,-1.2334675,-1.8330837,-2.117036,-1.7013171,-1.3156432,-1.2145168,-0.90597206,-0.6700754,-0.45057797,-0.33797112,-0.2705219,-0.31884396,-0.47638538,-0.7627505,-1.1779225,-1.3529595,-1.849035,-2.1663196,-2.1371713,-1.9734753,-1.7744446,-1.3645917,-1.128053,-1.1039281,-1.1664423,-1.329572,-1.4088712,-1.4574403,-1.3861554,-1.0808011,-1.0011877,-1.1992545,-1.3814021,-1.163931,-1.5126173,-2.6024606,-2.8132029,-2.7161083,-2.6982808,-2.6616044,-2.813778,-2.899214,-2.8187137,-2.6071024,-2.147204,-1.629314,-1.4521393,-1.4015943,-1.2103533,-1.0855591,-1.1343678,-1.2703633,-1.4208081,-1.5263424,-1.6754842,-2.0177784,-2.3437314,-2.7308576,-2.9464731,-2.9644809,-2.608185,-1.5324692,-0.9227801,-1.1767254,-1.5699914,-1.7234497,-1.7442083,-1.5984614,-1.3743215,-1.0817398,-0.84171796,-0.97669476,-1.5019054,-1.921381,-2.062347,-2.1090086,-2.122767,-2.1371565,-2.1730099,-2.18036,-2.2332816,-2.2529323,-2.3397746,-2.3902426,-2.4781473,-2.607026,-2.70452,-2.7875147,-2.8468153,-2.9817894,-3.1301835,-3.1079862,-3.1778393,-3.1595461,-3.296913,-3.3582325,-3.3149328,-3.087988,-2.8367927,-2.573112,-2.4447622,-2.7016585,-2.632214,-2.0426977,-2.3063633,-2.2375646,-2.0422108,-2.0422401,-2.0422034,-2.0422251
-0.06980303,-0.11321589,-0.05468549,-0.12738076,0.024410635,0.2660927,0.3882168,0.5832207,0.6896997,0.68514365,0.5825384,0.36103553,0.053885996,0.008218564,-0.15902245,-0.48440117,-0.5913351,-0.662974,-0.7891587,-0.9559286,-1.0216799,-1.1319312,-1.208387,-1.2540871,-1.2047906,-1.0427719,-0.8759284,-0.63640535,-0.36071092,0.08912748,0.49665597,0.4373373,-0.22027111,-1.1526098,-1.853529,-2.1514368,-2.048081,-1.8768679,-1.764019,-1.7515386,-1.7486436,-1.6135305,-1.2816529,-0.8836702,-0.34596208,-0.10410811,0.12512171,0.54901326,1.2062354,1.1389904,0.81008875,0.6425916,0.31130353,0.09666109,-0.013740979,-0.093432456,0.10269925,0.05944559,-0.28852978,-0.5698942,-0.5341233,-0.31841156,0.11866044,0.67583704,0.7542063,0.13100675,-0.2551778,-0.7446402,-1.1950405,-1.2347075,-1.1675141,-1.1227112,-1.1231856,-1.2128352,-1.2420382,-1.2392852,-1.0855553,-0.9036081,-0.5275457,0.24419907,0.5331794,-0.81763935,-1.9915999,-1.5034037,-0.8537226,-0.4246362,-0.12379196,0.27075487,0.5870942,0.7569954,0.51071346,0.1109755,0.06064046,0.81531876,1.9227268,3.6698387,6.533078,7.895726,8.044718,7.8529124,7.59873,7.606637,7.5723515,7.181038,6.367957,3.926752,1.4883235,0.5880306,0.80737114,1.5424035,2.0479712,1.9310279,1.7739327,1.7531188,1.6820085,1.1041653,0.59847134,-0.059919685,-0.47347364,-0.14248788,0.6068326,1.3284203,1.4395938,0.73128647,-0.7533206,-1.7948242,-2.1467206,-2.2595596,-2.1758957,-2.1083107,-1.8745534,-1.5986315,-0.9447645,-0.57977855,-1.2079422,-1.9222195,-1.6922646,-0.4277689,0.8626376,0.9838243,1.1378499,1.3459848,1.6847775,1.8808136,2.1294727,2.1500487,2.091591,1.7222857,1.2982554,1.2022852,1.371698,1.760211,1.1966166,0.5459126,-0.31103617,-0.95678484,-1.1373885,-0.95950556,-0.59085023,-0.052844554,0.16180813,0.25344944,0.13603008,-0.20690644,-0.501634,-0.4997417,-0.5677145,-0.55467135,-0.57860345,-0.59222436,-0.5890471,-0.58215135,-0.57299316,-0.5881036,-0.7149854,-0.9489695,-1.0256052,-1.0673863,-1.2749629,-1.3835044,-1.3587229,-1.4419918,-1.6392207,-1.5717955,-1.7892857,-1.831316,-1.8307061,-2.081557,-2.0825584,-2.1154892,-2.0829144,-1.7676548,-1.5064085,-0.084043264,-1.4257014,-1.3826725,-0.08267677,-0.08227062,-0.082368374,-0.082249045
-0.85534436,-0.88340425,-0.91544497,-0.9253981,-0.8635047,-0.70987487,-0.6429692,-0.45122617,-0.32179067,-0.19182783,-0.090719685,-0.25431228,-0.3131149,-0.31292605,-0.12453513,-0.13120696,-0.24510378,-0.34533978,-0.5679943,-0.81576186,-0.9991252,-1.043243,-1.071932,-1.0275502,-0.8876292,-0.76654387,-0.63554615,-0.42094046,-0.1690264,0.29840195,0.6750982,0.73050934,0.9153753,0.61654365,-0.11213508,-0.5686707,-0.6100774,-0.4772603,-0.33062124,-0.23082796,-0.13048528,0.1504262,0.4626398,0.525275,0.14153324,-0.2272001,-0.20195195,-0.1921096,-0.3711661,-0.73502386,-1.3425553,-1.4967613,-1.0053633,-0.48258597,-0.38410768,-0.8321775,-0.54475474,0.2107968,1.0990415,1.9150445,2.3099608,2.3926737,2.313639,1.8728473,1.026153,0.27963418,0.3381011,0.036773294,-0.6126183,-1.0025442,-1.0124085,-0.91356206,-0.7654065,-0.82646686,-0.85520476,-0.95519495,-1.1135566,-1.1494356,-1.0835761,-0.89418525,-0.641606,-0.78136766,-0.8656378,-1.1391184,-1.4624076,-1.6777153,-1.6950567,-1.7798808,-1.9042888,-1.977117,-2.1282794,-1.860466,-1.4536932,-0.6682832,-0.3920313,-0.2846177,-0.19326045,-0.20895949,-0.07165283,0.17247932,0.59205467,0.65102077,0.37531036,0.21724114,-0.02186419,-0.5100298,0.08748333,1.742099,5.412116,8.759432,10.727157,12.324887,12.8234005,12.715079,12.329804,11.564442,10.663925,9.251809,7.1963863,4.4947486,2.2759302,0.5681937,-0.661762,-0.9690608,-1.2812957,-1.5083303,-1.364759,-1.1928339,-1.1710978,-1.06769,-1.0697558,-1.0288858,-0.81074685,-0.35159793,0.2500614,0.71957445,0.8205441,1.6691016,2.2375135,2.4652133,2.4352143,2.2564616,1.8230028,1.4067712,1.172085,1.2456237,0.9402339,0.11755282,-0.68737733,-1.2494187,-1.1268206,-0.3056784,0.34981853,0.28174865,-0.16965675,-0.6832736,-1.0423461,-1.1916225,-1.1331675,-1.057741,-1.0207763,-0.9950585,-0.9352628,-0.8517974,-0.69356227,-0.6206242,-0.55912286,-0.5499057,-0.51084936,-0.46948215,-0.45484412,-0.42479578,-0.44665372,-0.41786283,-0.36271888,-0.38971913,-0.45644963,-0.52321446,-0.52156866,-0.6434164,-0.74322724,-0.84611416,-0.84495276,-1.0099485,-1.2063107,-1.1537304,-1.2162437,-1.188766,-1.055188,-0.96427304,-0.94663143,-1.1708448,-1.1588123,-1.188499,-0.9143417,-0.9372267,-1.1890407,-1.1890732,-1.1890788,-1.1890726
-2.9802465,-3.001554,-2.8629317,-2.8186402,-2.740065,-2.712991,-2.6540985,-2.6281257,-2.6198568,-2.670996,-2.806733,-2.7231712,-2.7601566,-2.7478497,-2.799038,-2.697869,-2.6224463,-2.542221,-2.3991778,-2.092533,-1.3615614,-0.7380929,-0.36883485,-0.03711468,0.29793113,0.44407606,0.53228074,0.5467526,0.55376834,0.6858533,0.8220739,0.6772548,0.44451302,0.011579514,-0.52412456,-0.82658565,-1.1026827,-1.1256042,-1.075597,-1.0189397,-0.9237917,-0.6013694,-0.23982832,0.044764288,0.06578681,0.14249036,0.22135228,-0.016939692,-0.8803204,-2.1508443,-2.969207,-3.0697935,-2.7895145,-2.4062557,-2.408371,-2.7064793,-3.1444447,-3.3789077,-3.3621628,-3.1573286,-2.9385648,-2.813922,-2.6757674,-2.6878726,-3.0838187,-3.5791774,-3.6392965,-3.4756951,-2.9828482,-2.350351,-1.9296935,-1.7777476,-1.7648052,-1.6839373,-1.7314236,-1.8458612,-1.9893017,-2.0551026,-2.1986725,-2.494658,-2.5714457,-1.9381517,-0.8632971,0.0107158795,0.38347673,0.3587761,0.3203501,0.02747719,-0.5582483,-1.9909241,-3.4039936,-3.988655,-4.0676036,-3.513907,-2.5492086,-1.695288,-0.6473428,-0.61357534,-0.9307238,-1.2785829,-1.599546,-1.5513835,-0.9730254,-0.49487674,-0.46926892,-0.4309768,-0.32937735,-0.1994217,-0.6189498,-1.2175587,-1.4688625,-2.2720444,-2.8576589,-3.1520998,-3.4804993,-3.6392598,-3.6441123,-3.690539,-3.2261724,-2.117748,-1.1914392,-1.0198808,-1.4208448,-2.1738732,-2.51803,-2.2460055,-1.9750273,-1.845784,-1.8378048,-1.8332078,-1.9545779,-2.2889495,-2.4958677,-2.6377044,-2.401254,-1.6177282,-1.5079069,-1.4677596,-1.2410398,-1.0404003,-0.94396806,-0.93259084,-0.9250581,-0.9425414,-1.042247,-0.9984721,-0.79339457,-0.42144185,-0.14200279,-0.13646019,-0.37896165,-0.29058298,-0.07950005,-0.30494252,-0.4824455,-0.31221625,-0.17533228,-0.16658539,-0.11053521,0.15991266,0.61613935,0.8309257,0.45929343,0.21218306,-0.03528668,-0.1987135,-0.21063855,-0.21606551,-0.30482435,-0.2900018,-0.28215155,-0.23523208,-0.20849589,-0.26385397,-0.37528226,-0.42408377,-0.676579,-0.7907749,-1.0270823,-1.1123586,-1.1744031,-1.0969175,-1.0149918,-1.015671,-0.9233417,-0.9485916,-0.98048884,-0.8790103,-0.7441513,-0.83008766,-0.8849014,-0.9686887,-1.1448772,-2.4104686,-1.2101736,-1.2710037,-2.4115353,-2.4118547,-2.4117844,-2.4118729
