0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
13.302992,13.331901,11.509662,13.332284,13.221578,13.079174,12.471748,11.867971,10.717247,8.778763,5.023574,2.3597465,1.4830996,1.2845553,0.22988473,-0.38482016,-0.10842822,0.49967235,1.4504108,1.7588048,1.7484033,1.7360563,1.8949887,1.9155219,1.9666331,1.8922687,1.6106591,1.1042885,-0.1527954,-0.9510706,-0.9388545,-1.0995591,-1.255452,-1.3256977,-1.1900351,-0.96224225,-0.72987103,4.4345856e-05,0.5850922,0.66655034,0.28443766,0.02694352,-0.15283191,-0.392344,-0.34189028,-0.48743546,-0.54868764,-0.7808328,-0.86254215,-0.72482157,-0.4449416,-0.19080982,-0.124281466,-0.21984807,0.33033168,1.1110731,1.6040059,1.7052029,1.5788871,1.6060685,1.8154922,1.9719846,2.1215615,2.3721223,2.7756567,2.801768,2.3944256,1.0873361,-0.4081589,-0.6954146,-0.088722676,0.18080345,0.19033188,0.017066717,-0.15462574,-0.29722574,-0.09878892,0.30968055,0.7948124,0.7314525,0.3929608,0.29803187,0.23288664,0.26355073,0.18271646,0.17447257,0.17565404,0.12981203,0.12468226,0.20151238,0.14068234,0.05093233,0.007994987,-0.14344256,-0.29510468,-0.2966618,-0.31260434,-0.2460597,0.064559944,0.27824643,0.35719663,0.50738156,0.8114766,1.6520808,2.2681894,2.5593202,2.689153,2.6745758,2.8049943,2.6269746,2.351324,1.9418606,1.5068897,1.1167831,0.79761815,0.42658946,0.083813354,-0.11180508,0.38974112,2.142198,2.9953089,2.3565273,1.6523986,1.9581974,2.1733184,2.5709825,3.1608639,3.804082,4.3886104,5.0756984,4.6004386,4.25106,4.5694437,4.743982,5.155598,5.4372406,5.4530344,5.1939964,4.807743,3.9247203,2.8420982,1.6779172,0.46468157,-0.5134506,-0.61397403,-0.71049786,-0.6511583,-0.46317357,-0.25067306,-0.43044484,-0.48862314,0.16568914,0.7040128,0.81551015,1.0553653,1.3624773,1.4181697,1.4091734,1.0120616,0.7527379,1.268983,1.6326137,1.4465635,1.5720625,2.0240822,2.5567894,2.8817132,3.1807842,3.7951329,4.1952953,4.343199,4.66902,5.2475786,5.7854266,6.16407,7.271062,8.484638,9.66828,10.614473,11.590349,12.934254,13.234016,11.509327,11.509331
-2.498866,-2.544331,-1.6754146,-2.517919,-2.5899992,-2.6497796,-2.9029102,-3.0060394,-2.9123147,-3.0613046,-3.2510524,-2.8920326,-2.6922894,-2.6432254,-2.7426906,-2.742343,-2.717017,-2.9560218,-3.3582578,-3.36908,-3.4032001,-3.36282,-3.2504344,-3.2432756,-3.213562,-2.99442,-2.5112548,-2.4090636,-2.4620218,-2.6445656,-2.4458237,-1.4915429,-0.50347507,0.71566916,3.3469684,6.3917093,8.401495,9.498274,9.196072,8.170144,7.1053295,6.594453,6.197114,5.770409,5.1219406,4.513665,3.671458,2.6884084,1.4865611,0.5593372,-0.13493985,-1.0565138,-2.1273153,-2.7420192,-3.0859132,-3.0817776,-2.9155607,-2.6713157,-2.5531478,-2.5007381,-2.4400501,-2.2481456,-2.132166,-2.144905,-2.1522336,-2.0992508,-1.8583599,-1.6494277,-1.4766018,-1.5453658,-1.6246024,-0.9750275,0.7245822,3.2139587,6.1550198,8.797314,9.979771,10.490755,10.293423,8.944373,6.849463,5.544209,4.5990353,3.532068,2.5170038,1.7587857,1.2611244,0.7211379,0.29004553,-0.033705145,-0.2780767,-0.468906,-0.7158258,-0.84797615,-1.0195093,-1.2089633,-1.3031832,-1.6511434,-2.2017908,-2.3792496,-2.3473024,-2.1793215,-2.1918664,-2.3145156,-2.517659,-2.6713676,-2.7823236,-2.8133156,-2.8624582,-2.794879,-2.6716633,-2.484458,-2.4356003,-2.5690968,-2.7942317,-2.8624907,-2.7946212,-2.7216418,-2.7716734,-2.643383,-2.5490153,-2.8057218,-3.2334146,-3.7637744,-3.613909,-3.3096008,-3.3722105,-3.7393131,-4.0227866,-4.253086,-4.145099,-3.9733005,-3.986959,-3.992403,-3.9791787,-3.9325347,-4.2190356,-4.087009,-3.6694677,-3.2578225,-2.923221,-2.7479246,-2.4559865,-2.1306427,-2.1163025,-2.2164958,-2.0440416,-1.7211611,-0.62515295,-0.20766547,0.18066621,0.6912326,0.50127006,-0.7552392,-1.6472919,-2.163797,-2.3350363,-2.5012825,-2.6889472,-3.1849303,-3.8652873,-3.898377,-3.6698275,-3.5026507,-3.4289322,-3.4225042,-3.3740792,-3.4551282,-3.4643078,-3.4261208,-3.5203424,-3.54265,-3.4484663,-3.4670546,-3.4773266,-3.399432,-3.2303724,-2.888978,-2.6371253,-2.406993,-1.985239,-1.7549322,-1.674968,-1.6750133
-1.0273657,-0.9813218,-0.103638604,-0.92217225,-0.9594073,-1.0217996,-0.9127077,-0.8100779,-0.54156595,0.15607467,1.2521594,1.6536713,1.8881903,1.7309697,1.0013475,0.6721637,1.4419906,2.1498737,3.2068505,3.8282795,3.6593213,4.0101056,4.4236355,4.440741,4.577556,5.1495824,5.877056,5.895274,5.3016114,4.3637114,2.5408764,0.28040424,-1.0288053,-1.8675345,-2.768296,-3.352921,-3.261187,-2.9251363,-2.7343671,-2.7810545,-2.9693985,-3.1420348,-3.3628142,-3.5290096,-3.5949023,-3.6415086,-3.7427158,-3.887816,-3.8858418,-3.6412053,-3.0289466,-2.3222442,-1.5654029,-0.5841245,0.52278304,1.3733685,2.5397508,3.3674269,4.2211666,4.776762,6.122753,8.174696,9.262599,10.713747,11.459351,11.552906,11.757328,11.68639,10.375313,8.82546,6.4241233,2.8089824,-0.3042043,-1.7537936,-2.6306188,-2.830166,-2.8380468,-2.8605154,-2.8486314,-2.7969928,-2.7504268,-2.750553,-2.7777834,-2.7949095,-2.8241606,-2.8303556,-2.9004347,-3.0341597,-3.1399202,-3.3115363,-3.4419012,-3.4931936,-3.5217428,-3.5731983,-3.529677,-3.4016275,-3.3232484,-3.190277,-2.9758167,-2.8949332,-2.903821,-2.8998244,-2.6707563,-2.49574,-2.3705301,-2.3018143,-2.251445,-2.2371051,-2.2323816,-2.1623158,-2.0759494,-1.9586328,-1.8915458,-1.863785,-1.8628664,-2.018612,-2.2492309,-2.2281246,-0.96364033,0.2113969,0.31418538,-0.18574922,-1.0668014,-2.1730723,-2.8652298,-2.9615364,-2.8566725,-2.6351874,-2.410636,-1.8680248,-1.2177885,-1.1322234,-1.2609434,-1.1594673,-0.9514601,-0.7416352,-0.4560563,0.6273984,0.8712306,1.0136279,1.0688201,1.0272858,0.8992754,0.36456063,-0.40530252,-1.5154314,-2.350486,-2.864371,-3.228251,-3.343551,-3.295938,-2.8861637,-2.5469081,-1.8192798,-1.6602101,-1.5764251,-1.5539145,-1.575461,-2.0098648,-2.6725316,-2.9905906,-3.1753292,-3.3980906,-3.5290701,-3.435053,-3.2463393,-3.0700324,-2.8617723,-2.7153044,-2.7018833,-2.6875849,-2.6830049,-2.7358499,-2.7009907,-2.6459222,-2.4910283,-2.337768,-2.2358189,-2.239141,-2.3370862,-1.7884488,-1.3530341,-0.10403332,-0.10399246
-2.3100827,-2.2441714,-0.94519645,-2.116762,-1.8743227,-1.8082185,-1.6164628,-1.4268041,-0.8903258,0.002936015,0.5792919,0.59458053,0.39769828,0.28318992,-0.7772466,-1.6567445,-1.9136008,-2.3251762,-2.7136843,-2.6843042,-2.7222447,-2.7212918,-2.7004342,-2.6721883,-2.6372256,-2.5880594,-2.2911758,-2.0715883,-1.9512811,-1.6569526,-1.1254158,-0.887807,-1.0188341,-1.0565284,-0.7066089,-0.25268018,0.03941983,0.20941931,-0.20769256,-0.7615422,-0.881331,-1.0417298,-1.2016597,-1.2545226,-1.2237598,-1.173099,-1.1228713,-1.1130441,-1.3103061,-1.4594876,-1.2506484,-0.9928205,-0.9868581,-1.2209771,-1.6849089,-1.9272491,-2.069525,-2.2242608,-2.4634254,-2.5187397,-2.4864197,-2.3385754,-2.2100546,-2.2518935,-2.2787142,-2.2394967,-1.9699937,-1.4967119,-1.0885875,-0.68839127,-0.45552784,-0.6105159,-0.81350154,-0.57571316,-0.009684026,0.5954217,0.9637939,0.80256623,0.1598661,-0.9370729,-1.3410615,-1.5434622,-1.6572106,-1.8823025,-2.1822145,-2.4299157,-2.5482774,-2.6332693,-2.6806877,-2.644993,-2.6047077,-2.509223,-2.411796,-2.4395833,-2.297175,-2.1317317,-2.0892801,-2.2310836,-2.3971763,-2.4638908,-2.4218848,-2.315422,-2.1489801,-2.0926316,-2.2608995,-2.4920528,-2.663268,-2.6715033,-2.6453605,-2.547145,-2.3713663,-2.1524808,-2.0758214,-2.1843362,-2.4827445,-2.7869878,-2.9300613,-2.750076,-1.9601328,-1.2630007,-1.1836687,-1.4642797,-1.6495849,-2.2874722,-2.7121224,-2.4754267,-2.1959114,-1.9649332,-1.9046416,-2.2515335,-2.5000277,-2.544731,-2.4979646,-2.3072555,-1.7784576,-1.1974473,-0.7377373,-0.12547663,-0.5081327,-0.73243815,-0.7326665,-0.84358233,-0.8398643,-0.45528448,-0.40324497,-0.5117552,-0.85892695,-1.0322735,-0.17604244,0.86264765,1.8682575,2.3617218,2.1109948,0.68508387,-0.74164695,-1.4914093,-1.6865067,-2.0002823,-2.152743,-2.2171614,-2.2031946,-2.2230024,-2.2634745,-2.3115063,-2.2812126,-2.2504888,-2.1046307,-2.1019444,-2.10311,-2.0985863,-2.1458592,-2.156445,-2.035727,-2.0183969,-1.9194658,-1.8027384,-1.7799253,-1.63147,-1.5800459,-1.5850111,-1.6204599,-1.7708116,-0.9445186,-0.944589
1.223701,1.1537346,0.9265249,0.99482507,0.78546745,0.7568574,0.5571101,0.45645463,0.3241039,0.09230444,-0.07439813,-0.37401322,-0.7620107,-0.9569032,-1.062659,-1.1449498,-1.7587467,-2.0390725,-1.851106,-1.5836756,-1.2697103,-1.1806691,-1.1012115,-1.0687741,-1.1451104,-1.5254886,-2.1629539,-2.4843016,-2.4736872,-1.2344894,0.46554634,1.8379669,2.5083256,2.6959763,2.6173313,2.1687605,0.8366802,-0.38869238,-0.33945048,-0.10792257,0.08378722,0.23855054,0.33561724,0.42839384,0.5185029,0.70126086,1.0533955,1.6155047,1.9661038,2.0949407,2.0556116,1.6356452,0.82022834,-0.42298228,-1.5969868,-1.8987861,-1.8723171,-1.5972224,-1.1492257,-0.9987185,-0.9770054,-0.80583584,-0.7122712,-0.97617626,-1.5374186,-1.7373133,-1.9659562,-2.2324877,-1.9692047,-1.0063108,0.34541994,1.4598134,2.0629249,2.0662596,1.5886213,0.39177966,-0.42312378,-0.7058264,-0.7419535,-0.5660298,-0.4169658,-0.30566475,-0.24203803,-0.19309632,-0.08490887,0.0006752312,0.13073826,0.27360058,0.30030003,0.3339077,0.41865832,0.507796,0.5783429,0.7836225,0.8689636,0.8055065,0.7806412,1.0470045,1.4801157,1.7211686,1.9248307,2.2396317,2.7541485,3.2851036,3.947236,4.7034516,5.2467036,5.6426587,5.543846,5.434928,5.676363,5.9961786,6.929454,7.9866037,8.932599,9.544927,9.828756,9.960375,7.850914,3.4163995,0.76296914,-0.0017233565,0.56082743,1.4244915,1.7715249,1.4809833,0.85715467,-0.07388352,-0.7831224,-0.62698954,-0.26648727,-0.08230178,0.08811855,0.15297273,-0.013049491,-0.4749557,-1.0208817,-1.8007696,-1.956909,-1.7009363,-1.4486619,-0.9634864,-0.45126158,0.44603568,1.2509851,2.0954838,2.6804676,2.972508,2.4560528,1.5410614,0.32691333,-0.5212647,-0.5067908,-0.54375255,-0.9185107,-1.3830736,-1.5094585,-1.7288914,-1.8371216,-1.638524,-1.3111463,-1.0396696,-0.6163605,-0.30781877,-0.22046983,-0.20004682,-0.2639575,-0.22857736,-0.102577195,0.027661145,0.19773561,0.14438334,-0.21704747,-0.31441343,-0.43942723,-0.5508674,-0.40737116,-0.30831617,-0.18061084,0.026817843,0.34544626,0.32321975,0.92640156,0.92640024
-2.9465516,-2.997549,-1.275553,-3.1042361,-3.0968857,-3.063349,-2.9757564,-2.8096495,-2.4685054,-1.6938708,-0.7909695,-0.6518483,-0.709818,-0.7540034,-1.2718769,-1.7650554,-1.7925584,-2.1399593,-2.9361777,-3.165933,-3.1904037,-3.1472268,-3.1063976,-3.0833755,-3.0396519,-2.8931243,-2.3756542,-1.8765072,-0.8746295,-0.7348839,-1.1668556,-0.9470659,-0.72631663,-0.4968707,-0.3230303,-0.092693344,-0.008845568,-0.14863288,0.081157595,0.40554935,0.8157255,1.0460258,1.2613196,1.5236459,2.041639,2.5746567,3.1940799,3.5653918,3.4303198,3.0258253,2.3233526,1.2617831,-0.011016548,-1.4823217,-2.8737798,-3.4639645,-3.4100978,-3.1192453,-2.9374824,-2.881971,-2.7993789,-2.6760712,-2.5886526,-2.1419451,-1.4120307,-1.0640011,-0.09712702,1.8208234,3.329806,2.2039726,0.9041494,0.009584852,-0.16562678,-0.17690283,-0.061197214,-0.06811644,-0.20576774,-0.33764932,-0.26134282,0.25062788,0.7665256,1.1045827,1.4985294,1.7101691,1.6159763,1.503615,1.4347279,1.3988338,1.3976879,1.627799,1.9990543,2.3369324,2.5368223,2.595629,2.738258,2.8523593,2.8718283,2.7102137,2.347369,2.0862665,1.7746686,1.2620958,0.3992952,0.13386631,0.046880726,-0.015227029,-0.06770561,-0.02172327,-0.012500837,-0.10779385,-0.17483303,-0.43672457,-0.73267096,-0.8353427,-0.7411665,-0.34568608,0.070643514,0.088590324,-1.1328225,-1.9011629,-2.1787639,-1.60373,-1.507373,-2.0661745,-2.1495762,-2.11973,-2.0445495,-1.8216921,-1.9978347,-3.0057163,-3.355976,-3.1919734,-2.94914,-2.6839516,-2.3050313,-1.8470732,-1.7777262,-1.7103889,-1.2099109,-0.79595447,-0.27024233,0.29984516,0.90827715,0.8984628,0.294325,-0.29401517,-0.3929295,-0.36843145,-0.066485345,0.29140854,0.60451937,0.3105487,-0.22275662,-1.0585147,-1.5942607,-1.5546464,-1.4982237,-1.1838691,-0.3661552,0.30545467,0.53243184,0.82294625,1.5831628,2.2399683,2.645948,2.7275877,2.6101537,2.5208945,2.240255,2.1731508,2.1864824,2.0183318,1.7608542,1.4227451,1.3536812,1.5100007,1.5151572,1.1063076,0.48891628,-0.33944196,-2.1286674,-2.6213422,-1.2753294,-1.2753414
-2.7691987,-2.8155794,-2.707666,-2.8567839,-2.935382,-2.950919,-3.053512,-3.170381,-3.3512766,-3.5347013,-3.5527163,-3.316969,-3.0853925,-2.9877558,-2.3340163,-1.694518,-1.2054389,-1.0512235,-1.6274905,-2.0679557,-2.1400223,-2.1440449,-2.1815658,-2.1606183,-2.1558614,-2.1619089,-2.5310445,-2.4063816,-1.8774343,-1.4214814,-1.4741125,-1.1499474,-0.92506206,-0.79938126,-0.86928874,-1.1928118,-1.1841758,-0.8497643,-0.6728453,-0.65340406,-0.49061197,-0.32840073,-0.17609064,0.06117779,0.19445652,0.33395237,0.5231256,0.7813595,0.7572607,0.59237015,0.17894906,-0.31256545,-0.9366592,-1.6415296,-2.3408082,-2.808439,-2.8918347,-2.6585717,-2.3808236,-2.3294995,-2.3449013,-2.2577245,-2.137642,-2.0583887,-2.234293,-2.292761,-2.0567818,-1.283036,-0.29116157,-0.9417493,-1.5705869,-1.0957547,-0.68836,-0.8399288,-1.1527431,-1.1707722,-0.9609864,-0.79880416,-0.607213,-0.027529903,0.35040867,0.5537867,0.7246626,0.9096691,1.1197972,1.1377888,1.0474778,0.8864355,0.7399399,0.65050256,0.5751834,0.49307203,0.4049654,0.31942272,0.24696688,0.13284312,0.07403509,-0.074958816,-0.16599222,-0.15274243,-0.13180834,-0.28683794,-0.8693354,-1.5084696,-1.8364483,-1.9657066,-2.0360548,-2.0288887,-2.0642912,-2.0615337,-1.9551111,-1.8434397,-1.7324364,-1.5709555,-1.3220954,-1.100424,-0.97927976,-1.006585,-1.3782892,-1.805582,-2.6153803,-2.5996501,-2.2310154,-1.7793074,-1.3374478,-1.4055624,-1.7717366,-2.0238702,-1.9741749,-2.3014598,-2.628276,-2.5722558,-2.4516187,-2.3496397,-2.4008048,-2.5468283,-2.86084,-3.0031989,-2.788274,-2.5132139,-2.16368,-1.502334,-0.6879691,-0.056631148,0.1076013,0.3755049,0.7169324,0.91909444,0.6828908,0.21135782,-0.2790132,-1.0537512,-1.7044561,-2.3422487,-2.4166794,-2.3403435,-2.333163,-2.1406584,-1.3831239,-0.7270856,-0.85804594,-1.3256817,-1.3143188,-1.1548657,-1.1705883,-1.3634133,-1.5763477,-1.9187732,-2.2998862,-2.4090753,-2.3751042,-2.367787,-2.331727,-2.4276915,-2.410492,-2.5781803,-2.6375608,-2.7158203,-2.7591195,-2.6468756,-2.450564,-2.4468622,-2.7075446,-2.7075706
-1.6681894,-1.6691675,-0.34817854,-1.72318,-1.772718,-1.8074143,-1.8715912,-1.7701517,-1.3647047,-1.014738,-0.23150474,0.40435272,0.42135015,0.43556494,0.039535224,-0.16174552,-0.5094186,-1.5018717,-2.9262466,-3.3451653,-3.4194586,-3.4150977,-3.374309,-3.3380814,-3.215418,-2.9575975,-2.220073,-1.7367632,-1.5626092,-2.1647856,-2.251481,-1.7262735,-1.323749,-0.8980683,0.14535832,1.6669383,3.1534615,4.28787,4.1772594,3.230255,2.427188,2.1298418,2.003417,2.0484476,1.9592292,2.0534992,2.1956666,2.3318753,2.026638,1.5366418,1.3146365,0.8861834,0.17871368,-0.5655676,-1.4988506,-1.9984908,-2.355318,-2.6007323,-2.697366,-2.692084,-2.442297,-1.9280698,-1.7105507,-1.8282186,-1.9057759,-1.8679544,-1.6239345,-1.2055008,-1.3388932,-1.8090217,-1.9683177,-1.9253281,-1.396033,-0.20913836,1.4653225,3.0670528,4.2469435,4.513772,4.003337,2.5886035,1.3502164,0.8182632,0.5898238,0.45646176,0.30996573,0.17401758,0.0898482,-0.06260347,-0.2764929,-0.42605612,-0.44248924,-0.29514226,-0.23881175,-0.23552024,-0.14652577,-0.027111202,-0.0057659745,-0.074663326,-0.07211441,0.08753067,0.48797148,1.0320946,1.0582705,0.59811527,0.23497136,-0.001932323,-0.22371471,-0.17597197,-0.07043809,0.06138338,0.28683704,0.58603936,0.5367315,0.08980623,-0.39639163,-0.3963075,0.124851406,0.7866725,1.4375573,1.2552378,1.1711774,0.8159298,0.121214315,-0.8332923,-0.8127936,-0.21417907,-0.025931686,-0.5245509,-1.3758928,-2.3360915,-2.8343124,-2.9280834,-2.6876197,-2.5384412,-2.268991,-1.9721222,-2.019713,-1.7145042,-1.13843,-0.6171731,-0.25101018,-0.042579804,0.05845835,0.021863297,-0.1273664,-0.20858377,0.17398745,1.173232,4.6253824,6.6017447,8.2185955,9.157791,9.090767,7.8313675,5.705145,4.2195816,3.7875023,3.3962746,3.357006,3.2248304,2.2342181,1.3389146,1.025284,0.8579457,0.9536344,1.1361871,1.3822081,1.3404882,1.3232902,1.3221964,1.1373072,0.9391885,0.9376774,0.8772206,0.7393817,0.44821006,0.03180498,-0.0036535189,0.0022693072,-0.05521916,-0.40081757,-0.75132215,-0.34751827,-0.34757674
-0.8553856,-0.90193105,-1.539242,-0.913468,-0.9363516,-0.92499423,-1.0549169,-1.1553483,-1.3419902,-1.4434903,-1.8457074,-1.7007526,-1.4459045,-1.0565896,1.2150451,2.5084617,2.432646,1.2256125,-0.6420303,-1.3128006,-1.4164814,-1.4891106,-1.5955076,-1.5953786,-1.5292178,-1.4233593,-1.6658436,-1.4766742,-0.07947168,2.263205,4.1263914,4.8278894,4.862932,4.742667,4.23042,2.7261705,1.2399638,0.31163558,-0.31899667,-0.41532645,-0.3990294,-0.4935061,-0.5452393,-0.35160536,-0.3839958,-0.46483973,-0.56259495,-0.48141432,-0.2847452,-0.061326757,0.00042763352,-0.008675218,-0.10613412,-0.44447073,-0.7745782,-1.0130545,-1.0847485,-0.92048335,-0.63819957,-0.47929645,-0.4466467,-0.3757404,-0.34486073,-0.7026533,-1.2742305,-1.4089884,-1.3442041,-0.7575847,0.5355944,0.9320695,1.2364012,1.715725,1.7830107,1.6629591,0.77410614,-0.51397526,-0.7037487,-0.7997674,-0.82219934,-0.7035822,-0.49781418,-0.49261275,-0.63056535,-0.7223529,-0.7186234,-0.8114769,-0.9226728,-1.08261,-1.1291237,-1.1670802,-1.1978834,-1.2987788,-1.361996,-1.3397522,-1.3968557,-1.4919219,-1.5173926,-1.4171805,-1.1521752,-0.92282647,-0.6995405,-0.49731123,-0.43728173,-0.7466091,-1.1504998,-1.3099229,-1.3583125,-1.4437089,-1.4935997,-1.5378449,-1.5684226,-1.6254056,-1.6210407,-1.5001945,-1.1711526,-0.7786341,-0.4721032,-0.4555931,-0.65207016,-1.0511513,-1.5964553,-1.67223,-1.6505163,-1.2465849,-0.56694007,-0.4869141,-0.77030027,-0.87552375,-0.8517134,-1.3452739,-1.6984973,-1.6013472,-1.347754,-1.2642423,-1.2886571,-1.4724543,-2.0305798,-2.6071224,-2.7700279,-2.601511,-2.3740864,-1.9901704,-1.4044292,-0.84920335,-0.49320707,0.17026454,0.72027755,0.9886374,1.1788296,1.1403458,0.9218917,0.51178706,0.14963928,-0.5063036,-0.87969065,-1.1267203,-1.1697259,-1.3250837,-1.2099477,-0.907548,-0.716585,-0.42566162,-0.33574158,-0.41700363,-0.5614818,-0.6466052,-0.68136024,-0.78621984,-0.8991212,-0.92881423,-0.9763863,-1.010972,-0.9831514,-1.0556741,-1.1177727,-1.2903788,-1.5615648,-1.8089249,-1.7790471,-1.5353308,-1.3056309,-1.2743,-1.5393713,-1.5393476
-3.330412,-3.3063645,-2.6154304,-3.3471942,-3.409319,-3.4104948,-3.3801918,-3.3182287,-3.2197444,-3.366313,-3.7146363,-3.7568243,-3.809217,-3.9280398,-3.841238,-3.4592152,-3.4366927,-3.4667807,-3.1530647,-2.8407931,-2.6242523,-2.5034754,-2.4176946,-2.4295366,-2.5754633,-2.8904235,-3.185874,-3.4480953,-3.823894,-3.5713093,-2.9166496,-2.2645967,-1.944596,-1.7942524,-1.8612614,-2.0959058,-2.369475,-2.233019,-1.5479631,-1.1347144,-0.9152633,-0.66750515,-0.4215371,0.010864221,0.24722493,0.48133612,0.54205716,0.27739063,-0.25286436,-0.78411686,-1.3108939,-1.8340967,-2.525523,-3.0931373,-3.2900016,-3.1977873,-2.9894638,-2.6575682,-2.4317164,-2.4283786,-2.425608,-2.2141945,-2.0999362,-2.0564513,-2.2629285,-2.3106794,-2.3222563,-2.3204575,-2.7140243,-3.2482526,-3.0815198,-2.2793875,-1.8205943,-1.8802223,-2.0954833,-2.1875525,-2.2373013,-1.9931334,-1.6932423,-1.1329052,-0.91199446,-0.9483275,-0.89750093,-0.8564777,-0.7172555,-0.5499126,-0.36558858,-0.1309644,-0.036234356,0.048818257,0.1895807,0.26941717,0.27963388,0.39794692,0.4246784,0.34454414,0.2874782,0.20205784,0.037071988,-0.13890377,-0.32250392,-0.5859058,-0.8437955,-0.99524313,-0.8636962,-0.6713067,-0.45243704,-0.2644592,-0.33342588,-0.4118725,-0.37136477,-0.18808171,0.21244204,0.6386278,1.0622479,1.4823279,1.8007821,1.7756228,0.44179985,-2.0194304,-2.5055208,-2.342555,-1.8354294,-1.1596549,-0.68988216,-0.81658983,-1.2927898,-2.0992553,-2.9723535,-2.979142,-2.4340053,-2.212204,-2.2451994,-2.3315468,-2.5480702,-2.7642045,-2.9464293,-3.0989616,-3.0489023,-2.8077435,-2.5878854,-2.36634,-2.0772781,-1.8462962,-1.8102682,-1.6924448,-1.3833628,-1.1973572,-1.8256155,-2.7109673,-3.449657,-3.6024058,-3.3323221,-3.4769828,-3.729878,-3.6714277,-3.6169646,-3.4464078,-3.172474,-2.7427492,-1.8428574,-0.96756023,-0.3749827,-0.21533519,-0.35238197,-0.6038397,-0.84905064,-1.0720552,-1.201051,-1.1884977,-1.1437631,-1.2355382,-1.3974738,-1.4684781,-1.3897682,-1.2693515,-1.0065912,-0.75463164,-0.5773569,-0.47207665,-0.98597807,-1.3471646,-2.615507,-2.615509
