0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
8.911486,8.91134,8.908615,8.9198065,8.933699,9.02247,10.485991,10.129959,8.78787,6.809802,4.704611,3.202484,2.2693992,1.3837693,0.93772995,0.667532,0.035910204,-0.5430552,-0.7138679,-0.5032032,0.13733293,0.97730094,1.4900346,1.7409422,1.8356934,1.4764379,1.0220702,0.80108184,0.65676886,0.74310637,1.0014822,1.2751386,1.543194,1.5855484,1.6192622,1.3811345,1.239012,1.3674548,1.6423734,1.8850949,1.5912663,0.47324535,-0.34697086,-0.6990987,-0.7634881,-0.55345917,-0.39454806,-0.42757213,-0.3719984,-0.24606581,0.12921046,1.3438904,2.97753,3.817396,3.5683532,3.1971118,2.4259703,1.8012898,1.3961196,0.88650405,0.44128203,0.18425861,0.26653224,0.11881745,0.17064889,0.28518203,0.312705,0.38963836,0.37351134,0.51136285,0.65239936,0.7575108,0.87178147,1.010005,0.98283815,1.5617673,2.1041613,2.3692274,3.1744878,3.9924283,4.5681996,5.1975856,5.545664,6.975149,7.731736,8.090218,6.410125,6.426363,6.8639717,7.199354,7.664363,8.0040245,8.163734,8.556819,8.562033,8.895655,8.897028
-0.8189493,-0.81724316,-0.81034374,-0.8298029,-0.8507496,-0.99146163,-2.8194716,-2.922245,-3.4554794,-3.7103777,-3.8099232,-3.7102258,-3.7170696,-3.940506,-4.323084,-4.275682,-4.1465235,-4.0579023,-3.8891711,-3.5205302,-3.5069957,-3.4666274,-3.47921,-3.4963837,-3.452681,-3.1037114,-2.721385,-2.5481215,-2.8505218,-3.4235892,-3.7934642,-4.217196,-4.540699,-4.541133,-4.4594107,-4.206976,-3.8723063,-3.5108628,-3.1794767,-2.6497912,-2.302442,-2.0189717,-1.9755902,-2.323978,-2.4872642,-2.2753987,-1.9864492,-1.7174762,-1.4109519,-1.1028304,-0.7869966,-1.004714,-1.3095533,-0.73780465,-0.6674835,-0.8815212,-0.94679946,-0.9819387,-0.9624843,-0.6242231,-0.5085415,-0.7106467,-0.8123934,-0.9495829,-1.0208887,-1.018247,-1.0842569,-1.1467829,-1.0875295,-1.037711,-1.0465431,-1.1155124,-1.1032932,-1.1400403,-1.1507454,-1.149576,-1.1109854,-1.0378984,-0.95028603,-0.9013891,-0.86293703,-0.9070625,-0.9541455,-1.1782831,-1.2873104,-1.4187009,-1.2301987,-1.2198596,-1.3921928,-1.5520749,-1.5979714,-1.6258439,-1.690638,-1.7007079,-1.6452787,-0.8182411,-0.7939268
-1.136821,-1.1364409,-1.1393784,-1.1244805,-1.1061554,-0.9537353,-0.055665478,-0.23000208,-0.17268373,0.1590374,0.2935022,0.3253315,0.1738688,-0.16090974,-0.5538181,-1.316724,-2.1790748,-2.9245744,-3.4990926,-4.020975,-3.6892862,-3.0007355,-2.4211931,-2.0080774,-1.7977414,-1.538307,-1.6087525,-1.7434859,-1.8374686,-1.8731723,-1.9179012,-2.1935337,-2.6848817,-3.0066762,-3.2102485,-3.316805,-3.2412093,-2.8208468,-2.3940263,-2.1080172,-1.8503699,-1.714966,-1.8719847,-2.1330433,-3.0021057,-3.7594476,-4.036242,-4.108297,-4.1511693,-4.122596,-3.8849006,-3.323577,-2.7342486,-2.7400856,-2.7357645,-2.5968437,-2.6447592,-2.7400289,-2.7409828,-2.776793,-2.8976274,-2.9005613,-2.8873465,-2.903036,-2.9066834,-2.93264,-2.9244514,-2.922088,-2.9540658,-3.0017047,-3.0162992,-3.011568,-3.0499644,-3.075389,-3.1163144,-3.1479397,-3.160883,-3.173607,-3.1255128,-3.0909119,-2.9314547,-2.7305696,-2.526995,-2.1725402,-2.044098,-1.9199123,-2.2667832,-2.223707,-2.0647972,-1.9207561,-1.79424,-1.7540609,-1.7141886,-1.5917577,-1.6149452,-1.1548064,-1.155473
-1.1663245,-1.1648456,-1.157695,-1.180904,-1.2064676,-1.3940732,-1.283854,-1.2335687,-1.0257642,-0.71113086,-0.5054499,-0.37170163,-0.08088346,0.40660846,0.0368492,-0.098238826,-0.46438575,-1.0401826,-1.5511162,-2.146612,-1.8994224,-1.4923284,-1.1268507,-0.8475055,-0.6858763,-0.5101173,-0.7909583,-1.0957367,-1.564404,-1.8243186,-1.7412525,-1.6925125,-2.0856388,-2.4986095,-2.7514732,-2.8168273,-2.5927413,-2.104863,-1.678972,-1.2907343,-0.92109257,-0.6280768,-0.41506007,-0.3037861,-0.7853708,-1.5535018,-1.8848894,-1.9859331,-2.0144415,-1.8808599,-1.5574653,-0.8596756,-0.25056458,0.003902644,0.17966695,-0.032984182,0.030786216,0.07661271,0.16254304,0.26775965,-0.0633328,-0.37437806,-0.46807593,-0.5643325,-0.5764784,-0.6319202,-0.71700364,-0.762122,-0.7524765,-0.6702899,-0.6242752,-0.65608674,-0.62519395,-0.6868417,-0.707377,-0.6911616,-0.6525018,-0.54574573,-0.49198705,-0.6232065,-0.72891295,-0.8508279,-1.0109214,-1.2576592,-1.4249958,-1.5152954,-1.3106288,-1.3318901,-1.4769857,-1.5726933,-1.7176005,-1.7862093,-1.8221418,-1.7456527,-1.7557873,-1.1633704,-1.1368468
-0.34479946,-0.34695655,-0.35175812,-0.3371206,-0.323763,-0.26981872,-1.583236,-1.5481694,-1.705893,-1.8135424,-1.7484095,-1.8070335,-1.740026,-1.3808885,-0.76254237,-0.08733836,0.55187917,1.106839,1.3723617,0.9463525,-0.16404471,-1.4370703,-2.1990924,-2.5368652,-2.8259554,-3.205757,-2.726139,-2.3842916,-2.0022626,-1.7377309,-1.5015296,-0.97559834,0.014569461,0.751461,1.1858599,1.3401906,1.2329023,0.70203674,0.019097745,-0.6636368,-0.84460753,-0.7235419,-0.22820589,0.5630632,2.008656,3.15165,3.7310328,3.9292812,3.9053192,3.7632344,3.391151,1.9426415,0.48545706,0.3991043,0.7749003,1.0306132,1.0958542,1.258698,1.3721576,1.500911,1.8825818,2.405066,2.503896,2.7072284,2.757779,2.7951689,2.9070642,2.962443,2.907066,2.7156975,2.6547012,2.642817,2.4989731,2.365755,2.2236743,1.9162297,1.6492821,1.4722636,1.1621692,0.9014315,0.7132616,0.555864,0.4436894,0.28626233,0.25539786,0.21115339,0.4081213,0.42699856,0.38887072,0.28038102,0.29412287,0.29612118,0.29768962,0.29258537,0.33986175,-0.3352875,-0.36141866
-0.835945,-0.8355077,-0.83437335,-0.8378619,-0.8420191,-0.8807496,-0.68031216,-0.5251406,0.23005289,1.0497172,1.5826092,1.9743676,2.1835527,2.134985,1.8935819,1.6992357,1.9371816,2.5013185,3.4474556,5.243213,6.1641088,6.283801,6.154032,5.983692,5.66903,4.8587656,3.5238583,3.136971,3.1843734,3.3470588,2.9218335,2.2473125,1.805124,1.6123364,1.7563448,1.798311,1.7083129,1.5012332,1.4619002,1.3700714,0.6237058,-0.10320045,-0.5886661,-0.59741694,-0.20724316,0.22848295,0.5128841,0.87385404,1.0087779,1.0863297,1.0639998,0.71779275,0.25575954,0.00796584,0.029809576,-0.1904247,-0.26533827,-0.3995371,-0.49750224,-0.725024,-0.7072581,-0.52431667,-0.5374975,-0.32212406,-0.29500145,-0.32400045,-0.29628983,-0.3184889,-0.343265,-0.3933996,-0.35028216,-0.36196807,-0.42838547,-0.44038412,-0.48104337,-0.63332945,-0.77825844,-0.8109404,-1.1864436,-1.4377661,-1.6854796,-1.8242862,-1.7623987,-1.8700929,-1.862917,-1.8201766,-1.6268759,-1.5396019,-1.4535575,-1.4549773,-1.4474984,-1.5482693,-1.6311448,-1.7532668,-1.7131217,-0.85231996,-0.83461
-1.4572674,-1.4571497,-1.4571723,-1.4591168,-1.4639788,-1.5095108,-2.2597134,-2.2218559,-2.4741104,-2.0978048,-1.651494,-1.1850858,-0.75393593,-0.6524138,-0.7355995,-0.64729124,-0.24979094,0.027430087,0.21299262,0.25380135,0.0012204014,-0.20970672,-0.29221937,-0.3657868,-0.3424524,-0.09222154,0.3320487,0.57246405,0.67360187,0.5049809,-0.011696994,-0.6426589,-1.070867,-1.0492091,-0.87938124,-0.74763143,-0.86683494,-1.2088234,-1.5993018,-1.7533815,-1.8535959,-1.7259947,-1.5461252,-1.3935618,-1.1687984,-0.7520074,-0.53824973,-0.49869114,-0.45153186,-0.4522633,-0.6901992,-1.3059014,-1.6495591,-1.450252,-1.1820444,-1.1436691,-1.0525935,-0.61217487,-0.26401088,-0.023727015,0.04680563,0.0255545,-0.044568706,0.10595502,0.108798474,0.1244697,0.15013185,0.121701136,0.14366,0.17707914,0.13800213,0.09604454,0.10141577,0.1417286,0.22785252,0.07406778,-0.023427047,-0.11369121,-0.23940472,-0.3471448,-0.61103606,-0.8557304,-0.93736476,-1.3678381,-1.5527873,-1.618539,-1.061545,-0.96949846,-1.0722582,-1.1968641,-1.3073303,-1.4374294,-1.5162215,-1.7269933,-1.6343143,-1.4532948,-1.4551442
0.11418767,0.11578758,0.12505034,0.096351385,0.06554194,-0.13688788,-0.41863674,-0.40064445,-0.44990227,-0.1468803,0.26612294,0.25578842,0.1552996,0.022040829,-0.8364096,-1.4811733,-1.6611629,-1.3432081,-0.7839248,0.432524,1.2077396,1.2658359,0.91999316,0.6043529,0.15446994,-0.13698335,-0.29101437,-0.43699327,-0.816839,-1.3077791,-1.4818108,-1.1979194,-0.8718841,-0.8529868,-0.91946626,-0.711236,-0.23255806,0.19226636,0.05723929,0.34365457,0.54347205,0.19749571,-0.37250924,-0.7155403,-0.46015465,0.3150382,1.0041472,1.6467745,2.3718145,3.3116302,5.1019344,7.7457504,9.703773,11.194564,11.402439,11.154787,11.087173,10.558296,9.719759,8.235218,5.9028463,4.0100565,3.1622295,2.5024183,2.309459,2.2691946,1.9802562,1.7415797,1.7971004,1.96036,1.9649144,1.7746042,1.7683375,1.4765778,1.2426499,1.1821954,1.1774473,1.2275411,1.1718187,1.0178108,0.91888654,0.70199645,0.38047105,-0.058997657,-0.3736375,-0.5973044,-0.077159084,-0.14723924,-0.40073115,-0.5560478,-0.7386934,-0.8199271,-0.8422049,-0.8056337,-0.7933409,0.09461771,0.14794585
-2.3699079,-2.3699083,-2.3699758,-2.369699,-2.368693,-2.3645275,-1.822515,-1.9047005,-2.0431538,-2.280747,-2.3460066,-2.1563845,-1.9878981,-1.5756319,-0.9324791,-0.34105447,0.3339274,0.7349411,0.70022696,0.2323275,-0.47469658,-1.054093,-1.3483725,-1.425582,-1.306215,-1.1689432,-1.5918617,-1.7740412,-1.933397,-2.0782883,-1.9547899,-1.5037065,-0.9826689,-0.5742389,-0.3762282,-0.2766614,-0.52832794,-1.1564378,-1.5462177,-1.4874485,-1.1704419,-0.5581937,0.03434968,1.115222,2.3363755,2.9658542,3.0151331,2.8885298,2.7873473,2.5792797,1.9551904,0.8331957,0.052318744,-0.040875625,-0.57526356,-0.9232012,-1.0572112,-1.4190121,-1.6118572,-1.6536505,-1.520578,-1.5813634,-1.6200254,-1.6555274,-1.6905372,-1.6567682,-1.6732174,-1.7206041,-1.6591228,-1.6300322,-1.6749759,-1.7201829,-1.676628,-1.6597844,-1.5959044,-1.5470105,-1.4933801,-1.501107,-1.5032139,-1.4476076,-1.4402735,-1.4426614,-1.4571748,-1.4961702,-1.4997375,-1.5821515,-1.6707861,-1.7230201,-1.7975098,-1.8544915,-1.9055068,-1.9391421,-2.0113893,-2.0748138,-2.0512888,-2.3393073,-2.3649836
6.152425,6.152691,6.1573715,6.1262584,6.088311,5.7536745,-2.7566354,-2.5656319,-2.7752495,-2.738015,-2.6738105,-2.6366305,-2.5042052,-2.6508465,-2.7744174,-2.6536286,-2.204469,-1.8726124,-1.737304,-1.6430464,-1.5199888,-1.2417448,-1.0783877,-1.1124041,-1.204148,-1.3025372,-0.8747057,-0.55589914,-0.1114237,0.33671448,0.38197637,0.19861564,-0.08149555,-0.32493693,-0.3786028,-0.3095512,-0.2369765,-0.36452353,-0.67673886,-1.313757,-1.608652,-1.7547004,-1.8446913,-1.556143,-1.1818709,-0.9021108,-0.70547396,-0.60237235,-0.705351,-0.8562573,-1.0379322,-2.0166402,-3.2164955,-3.2813842,-1.9572426,-0.6073921,1.2606612,4.382122,6.6598654,8.830329,10.155014,10.715071,10.810372,11.017485,11.068956,11.084684,11.135368,11.178852,11.156237,11.124463,11.170748,11.210492,11.208571,11.284424,11.297199,11.247616,11.160007,11.048596,10.712108,10.385164,10.042415,9.7227335,9.650755,8.980956,8.5718,8.392099,9.544361,9.581489,9.334902,9.076816,8.732433,8.40853,8.260683,7.862502,7.9157953,6.2700834,6.200906
