0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
13.2543125,13.442345,13.30547,13.38353,13.474343,13.321676,13.209814,12.809336,11.9404335,10.666891,7.510358,4.046341,2.202406,1.4205551,1.0412827,-0.0057384074,-0.3804288,-0.84863895,-1.1138816,-1.1692667,-1.1552228,-1.126924,-0.91262174,-0.5979561,-0.39938712,-0.31316575,-0.3249012,-0.304977,-0.49909067,-0.7851486,-0.59781617,-0.10512263,0.47444025,0.6828828,0.39239347,0.660445,1.1148314,-0.037356824,-0.6823474,-0.71667516,-0.44631353,-0.15812975,0.20003095,0.13358021,0.055364836,1.0597428,1.2788019,1.4479172,2.3947024,3.8491807,5.461972,5.010314,4.379948,2.679585,2.0176444,1.3162332,0.5176053,0.1006816,-0.33119366,-0.82625085,-0.81983757,-0.6569157,-0.43971065,-0.019033745,0.36479226,0.47533146,0.5432196,0.8430033,1.2481351,1.2992096,1.1952829,0.86888456,0.4616421,0.31276473,0.42531592,0.5212351,0.50749636,0.6191915,1.007989,0.39097655,0.7214247,1.4933846,1.5707827,1.6141642,1.6867093,1.7684315,1.6328357,1.2844388,0.7287781,0.42801607,1.0991058,0.6487629,0.5147999,0.63743347,1.10685,2.1444986,2.5989294,1.7466147,1.4464818,1.2283914,0.9274854,1.5326114,1.7118857,1.8001004,1.7583499,1.3551694,0.82133055,0.40602183,-0.5229665,-1.361151,-1.6825151,-1.3238207,-0.813287,-0.70232594,-0.530884,-0.39180726,-0.3219063,-0.11130263,0.15241544,0.32833964,0.4465523,0.6183029,0.6554558,0.6260973,0.7027362,0.7915858,0.6454721,0.4639361,0.249696,-0.10573326,-0.07355048,0.42375752,1.9842947,2.6463804,3.0103369,3.464184,4.343837,3.7884562,3.1985235,2.0073292,1.5559118,1.8436604,1.8066573,1.6242456,1.9685557,1.8333986,1.6899647,1.6983228,1.5258958,1.2876649,0.9366609,0.40090758,0.025604397,0.30766684,0.7713853,0.99561733,1.0627265,1.0388775,0.97847676,0.9973264,0.9129342,1.3597023,1.5642414,1.5142109,1.8398241,2.3534734,2.6195607,3.5539813,4.0187926,4.7927227,5.2186246,5.910586,5.707283,5.212534,5.2040887,5.013797,5.101388,5.6995506,6.3184614,6.936967,8.128239,8.986878,9.593018,9.946912,10.425441,10.80425,10.649076,10.196659,10.196595,10.196662
-2.586483,-2.5633068,-2.6230536,-2.561871,-2.4856777,-2.4119127,-2.3477654,-2.4778695,-2.504603,-2.3133428,-2.334299,-2.4991345,-2.4702811,-2.2798038,-2.2164996,-2.2850614,-2.5147724,-2.5707407,-2.3693604,-2.0517776,-1.7642691,-1.5222948,-1.306962,-1.1233838,-0.8919835,-0.84251916,-0.8490266,-0.8628059,-0.8445926,-0.8934053,-1.0091832,-1.0932028,-1.1635154,-1.2390528,-1.1059041,-0.8605705,-0.49201474,-0.64747727,-0.9436362,-1.2912892,-1.4673959,-1.6393096,-1.2172499,-0.38109377,0.51846105,0.8098853,0.95093286,0.7283751,0.25397122,-0.70441544,-1.6753678,-2.2316682,-2.48879,-2.3861234,-2.2755926,-2.203402,-2.0731668,-2.015348,-2.1023865,-2.148809,-1.8201575,-1.57019,-1.3720876,-1.1679903,-0.8645934,-0.60833097,-0.29404283,-0.0097268075,0.3170676,0.27479744,0.14301777,0.07360923,0.027581513,0.08133194,0.18395686,0.19938973,-0.044550702,-0.49133945,-1.334544,-1.7527668,-2.1347005,-2.4689372,-2.3617296,-2.2473774,-2.1783612,-2.0782366,-1.9666405,-1.8546432,-1.6741912,-1.1409479,-0.9629501,-0.056471676,0.8273856,1.4748147,0.5647689,-0.724869,-0.9583791,-0.6611584,-0.7281617,-1.0211774,-1.3452246,-2.035595,-3.3760514,-3.2596474,-2.7204833,-1.8712103,-1.4120282,-1.3240361,-1.2663336,-1.5586236,-1.7597632,-2.0973792,-2.4305625,-2.4988189,-2.4172986,-2.2007577,-1.9329802,-1.8703588,-1.9091617,-1.8596764,-1.7214384,-1.6699283,-1.7853844,-1.9716687,-2.2906957,-2.761325,-3.052648,-3.1389022,-3.0737267,-2.8365746,-2.4562397,-2.5106807,-2.7013311,-2.5551212,-2.4030783,-2.1449463,-1.914416,-1.7889118,-1.7895353,-2.340928,-2.707849,-2.4197912,-2.1066108,-1.7921013,-1.4545791,-0.70038605,-0.4278955,-0.43762654,-0.43367362,-0.44996873,-0.46897736,-0.4630414,-0.23495346,-0.21958238,-0.6550742,-0.93728393,-0.8961189,-0.7101862,-0.20182158,0.54315245,1.2486247,1.7621765,2.1129088,2.1376352,1.9656876,1.5770198,1.3868977,0.9206799,0.35983154,-0.2066881,-0.45911923,-0.7444315,-0.997531,-1.240165,-1.1079131,-1.0207533,-0.9310756,-0.782213,-0.6123718,-0.57480097,-0.5547623,-0.44186985,-0.41565287,-0.3621825,-0.30620885,-0.19924843,-0.049619794,0.50629646,0.5063461,0.50628585
-0.39011312,-0.30873042,-0.48258555,-0.54561013,-0.5944265,-0.7670549,-0.84669095,-0.88690895,-1.0028831,-0.97553784,-0.72766185,-0.2670392,0.18037283,0.23403978,0.2373097,-0.08095548,-0.37457123,-1.2146479,-2.044242,-2.3204725,-2.3902543,-2.3329124,-2.2449017,-2.1557493,-2.101962,-2.1427867,-2.1906397,-2.259526,-2.2763119,-2.1880155,-1.8013722,-1.4994295,-1.0628569,-0.6748942,-0.46369052,-0.2987397,-0.020754814,-0.4658626,-0.8820332,-1.0199809,-1.498424,-2.1374106,-2.4900227,-2.3783276,-1.8849031,-1.9429218,-2.3030536,-2.3123498,-1.7886035,-1.0022564,-0.43163097,0.02372402,0.09546803,0.018279612,0.055556834,-0.026807845,0.06351653,0.2946188,0.14607427,-0.85734487,-1.7028173,-2.123034,-2.405191,-2.6656141,-2.8123336,-2.6576576,-2.2530842,-2.2585893,-1.923157,-1.2078557,-0.9576848,-0.98542726,-0.8412448,-0.46547082,-0.631456,-1.1417586,-1.6966926,-1.6426226,-1.2241749,-1.426558,-1.3989931,-0.34230238,-0.10753633,-0.05823394,-0.052515835,-0.11185658,-0.055995584,0.013894692,-0.4449899,-0.38715297,-0.7567874,-2.017094,-1.9926348,-1.5112469,-1.2046896,-1.5005836,-1.5412567,-2.215718,-2.235232,-1.7106228,-0.40295297,0.1741139,-0.9713865,-1.1807964,-1.0193343,-0.57799023,-0.22714995,-0.21444793,-0.5501726,-0.8801692,-0.8273801,-0.47232962,-0.5999509,-0.7713387,-0.692195,-0.52151936,-0.26056957,-0.1222886,-0.31806943,-0.57548285,-0.83583796,-1.0129436,-0.9879677,-0.7586252,-0.30142975,-0.34469458,-0.8422261,-1.4998206,-1.8663377,-1.8099275,-1.5231104,-1.2459276,-0.66139805,-0.35300672,-0.39426342,-0.5194634,-0.7579146,-1.074427,-1.2563865,-1.6052827,-2.2686932,-2.9547114,-2.7778103,-2.5478268,-2.488638,-2.1010706,-1.8310186,-1.6238112,-1.411549,-1.2536957,-1.2719617,-1.4191778,-1.1895366,-0.9381224,-1.0826393,-1.228061,-1.3277789,-1.470216,-1.6996949,-1.8355546,-1.9130027,-2.180261,-2.0724454,-1.9322538,-1.418212,-0.79406965,-0.7546623,-0.45192128,-0.06636444,0.14654672,0.6249988,1.064027,1.6047641,2.0227373,1.835084,1.6726177,1.2868817,1.1816571,1.0731403,1.0660906,1.169554,0.75509644,0.5390552,0.28180057,0.0019675107,-0.23581976,-0.2853706,0.1347943,0.13477631,0.13480444
-2.5087414,-2.3242009,-2.1835778,-1.9838115,-1.8503321,-1.6588056,-1.3662937,-1.1910218,-1.0293026,-0.398936,0.50363326,0.79752517,0.75017864,0.8314545,0.8382546,0.96394074,1.0193733,0.6342754,-0.34389684,-0.74195087,-0.8883542,-0.9014574,-0.9044281,-0.9002681,-0.84288406,-0.8370037,-0.77598643,-0.69578236,-0.66705304,-0.8415358,-1.1428585,-1.3226818,-1.2694519,-1.0817201,-0.8754387,-0.2435354,0.2047485,0.16941632,-0.053934526,-0.20817912,-0.5600485,-1.1423905,-1.1492033,-0.40707722,1.736553,3.675527,4.1579967,3.6949995,3.239713,1.8127037,-0.16901368,-1.0644006,-1.0720689,-0.6743212,-0.36642814,-0.12002356,-0.15711668,-0.1284977,-0.11477396,-0.34974208,-0.3004589,-0.18693009,0.16243327,1.0605977,3.0323334,6.0131993,9.036479,10.659576,12.145468,12.611381,12.505919,11.989187,10.383543,8.365646,5.4016485,2.9229772,1.5602818,1.1222543,0.56386805,-0.20327358,-0.941024,-1.1861839,-1.3001016,-1.3929605,-1.5010872,-1.4767388,-1.370721,-1.2537405,-0.9767444,-0.29046434,-0.46435857,-1.0414249,-1.2604944,-1.3180817,-1.3863428,-1.7822239,-1.952739,-1.9142697,-1.8623751,-1.7181759,-1.4111166,-1.5423175,-2.2198777,-2.1155283,-1.5457382,-1.1318696,-0.8480477,-0.84719765,-0.8470913,-1.0631255,-1.4147643,-1.9755075,-2.03106,-1.9828454,-1.8957053,-1.8036612,-1.7993566,-2.0084598,-2.1239958,-2.0500362,-1.959183,-1.823884,-1.5708196,-1.3243293,-1.0105546,-1.2537433,-1.8222182,-2.237145,-2.3180656,-1.9842701,-1.4374123,-0.9547341,-0.7812318,-0.7672807,-0.7999847,-0.7056149,-0.5878612,-0.2551836,0.22242048,1.5027694,2.5330262,3.0999386,4.7714314,7.4405227,9.372865,10.753263,11.200087,11.379664,11.470357,11.507411,11.549648,11.14262,9.636737,7.2688494,3.5356078,1.6857135,0.8467366,0.36076358,0.2549678,0.6021934,1.3484484,2.071188,2.0582974,1.8863653,1.8015652,1.1890372,0.6831854,0.064053684,-0.5967626,-1.131781,-1.3205887,-1.6003053,-1.9411795,-2.3146853,-2.2654352,-2.2763703,-2.202834,-1.879044,-1.6682374,-1.5960261,-1.322369,-1.0807098,-0.977114,-0.94174504,-0.9665202,-0.9538716,-1.0481815,0.08847484,0.088493615,0.08847356
-0.34622237,-0.27405164,-0.4862015,-0.5577215,-0.6034428,-0.8078544,-0.9028725,-0.9111138,-0.8303317,-0.5032343,0.18781224,0.36785668,0.009385407,-0.32479513,-0.45819962,-0.5566715,-0.22294602,1.0446719,2.0943766,2.1987371,1.9202299,1.3832254,0.7475629,0.14082114,-0.35161164,-0.54076296,-0.6168574,-0.5607977,-0.32125998,0.056025453,0.037834235,-0.08831821,-0.41182896,-0.6181856,-0.79126,-1.3405783,-2.0676355,-1.9130092,-1.6566818,-1.3480086,-0.8878671,-0.30747038,-0.021836355,-0.01680459,-0.7080256,-0.8722944,-0.45560783,-0.21193868,-0.368479,-0.6740372,-1.2053757,-1.1099808,-0.73696053,-0.38773504,-0.40764788,-0.3192969,0.09208377,0.7228422,1.606361,2.924766,3.4750848,3.5350115,3.4937088,3.2826786,2.8016865,1.8595582,0.6241968,0.2683041,0.036871016,-0.15424089,-0.3972955,-0.5685973,-0.9320654,-1.1012416,-1.2318773,-1.3542576,-1.3379091,-1.3786653,-1.8612688,-2.2655172,-2.6066842,-2.4320288,-2.0344384,-1.9484901,-1.9786713,-2.0678363,-2.1945662,-2.4594352,-2.1907272,-1.5799048,-0.9373343,-0.30838293,-0.26981673,-0.47789094,-0.7770734,-0.57193995,-0.117189765,0.6221217,0.45249677,-0.18338132,-1.5885291,-2.0737128,-1.6705018,-1.8563237,-2.0720315,-1.9269881,-1.7876506,-1.7436738,-1.3395249,-0.64473146,0.11372073,0.5046659,0.45985565,0.47353795,0.38373855,0.06972191,-0.244088,-0.6717833,-1.1355618,-1.3477073,-1.4745156,-1.5653605,-1.5044,-1.471243,-1.6162974,-1.5148171,-1.1921803,-0.8597637,-0.87060726,-1.188238,-1.3048664,-1.3033315,-2.0392213,-2.1729648,-2.086329,-2.0612288,-1.8402596,-1.5858845,-1.5700891,-0.4193759,0.6290674,0.698447,-0.12524328,-1.3173146,-1.4032924,-0.8232057,-0.606587,-0.5238124,-0.5824574,-0.72331953,-0.87981564,-0.8324888,-0.90717864,-0.35154185,0.5609448,1.1080109,1.2942203,1.4049078,1.5718925,1.4798027,0.30892465,-0.78311193,-0.96650094,-0.46996143,-0.24504817,-0.19440061,-0.09695906,0.057695717,0.20411342,0.3492632,0.0578769,-0.06240291,-0.30229664,-0.47957337,-0.36967397,-0.06764697,0.10610544,0.022849567,0.048626915,0.16966061,0.18529391,-0.07748762,-0.146913,-0.15831399,-0.29065126,-0.25897914,0.015581533,0.2997165,0.29969096,0.29971465
-3.6835892,-3.7045102,-3.7431517,-3.7384734,-3.6152837,-3.4664614,-3.3613768,-3.1587842,-2.8612525,-2.4020205,-1.0810983,-0.51766145,-0.46950257,-0.3482305,-0.35047626,-0.38736683,-0.69641435,-0.013091594,1.3814219,1.9393196,2.0738938,2.0242674,1.7081764,0.8914204,-0.1409335,-0.5929358,-0.92815673,-1.1129988,-1.2798824,-1.2243564,-1.2500496,-1.3168044,-1.3949583,-1.272888,-1.0442531,0.113848686,0.3677665,0.041893482,-0.40362388,-1.0937377,-1.3430855,-1.3179333,-1.2205986,-1.1645242,-0.8803849,-0.93533003,-0.7760966,-0.4758808,-0.5416784,-1.1526364,-1.9570346,-1.5558392,-1.0610253,-0.4251304,-0.09905954,0.12307194,-0.06894934,-0.020213038,0.48415822,1.1411784,1.458003,1.3727158,1.1020463,0.87056786,0.56776696,-0.13153419,-1.2597522,-1.2994174,-1.0790118,-0.87340546,-0.7778725,-0.9753905,-1.0758344,-1.0892605,-1.2437035,-1.2238797,-1.1372409,-1.2441121,-1.3754095,-0.7441891,-1.1183246,-1.7850554,-1.8352618,-1.8659973,-1.8838258,-1.8515468,-1.7453713,-1.2735586,-0.6297828,-0.64930665,-1.2290646,-1.0173206,-1.0665038,-1.1282363,-1.2694993,-1.5994296,-1.694588,-1.0342388,-0.83003473,-0.7706498,-0.711869,-1.1037731,-2.1542468,-2.31804,-2.6554847,-2.635333,-2.211104,-1.9499842,-1.0439255,0.29913527,0.7209897,-0.17609863,-0.54066795,-0.10995084,0.30624408,0.7952544,1.3366964,1.762794,2.3131113,2.7973452,2.9627304,3.1198535,3.0607932,2.7201066,1.9476639,1.6121218,1.7646465,1.9650917,1.89462,1.5043857,0.79422224,-0.3007582,-1.9967757,-2.6204743,-2.7349687,-2.7415752,-2.9592679,-2.7456908,-2.374548,-1.56371,-1.0625689,-1.2611874,-1.5174409,-1.2666767,-1.0808438,-1.368125,-1.5146139,-1.462615,-1.3986828,-1.35587,-1.2616154,-1.130671,-1.2786671,-0.49774134,-0.041930765,-0.04653141,-0.14228588,-0.31780213,-0.5148199,-0.8681756,-0.7827364,-0.25475997,0.0048820004,0.08727948,0.4929775,0.8136134,0.9125341,0.2971314,-0.1485762,-0.6806015,-1.150202,-1.582994,-1.7757337,-1.7883121,-1.6105521,-1.3869169,-0.9712154,-0.65942174,-0.5818809,-0.58937085,-0.9204692,-1.0912812,-1.3293636,-1.5689876,-1.8073953,-2.1333468,-2.2339125,-1.3390723,-1.3389851,-1.3390673
-2.374095,-2.5728989,-2.627984,-2.7732956,-2.7800906,-2.8363075,-2.893395,-3.0272775,-3.0073812,-3.198773,-2.9007437,-2.5583987,-2.4716783,-2.4165792,-2.4218125,-2.081923,-1.6581347,-1.3488101,-1.0126255,-0.9541914,-1.0072027,-1.1617547,-1.3863199,-1.6425014,-1.7283912,-1.7945956,-1.8879884,-1.9575479,-2.0229778,-1.919281,-1.7008066,-1.4588592,-1.3503085,-1.4379101,-1.2363807,-0.68199015,-0.82470787,-0.42139226,-0.15008423,-0.30727142,-0.4526078,-0.58861357,-0.74647456,-0.792943,-0.056596898,-0.047390714,0.18082017,0.1304545,-0.32126918,-1.1847658,-2.186757,-2.4709115,-2.4437284,-2.2088814,-2.069983,-1.8251622,-1.5593913,-1.6294355,-1.7310278,-1.524102,-1.3826431,-1.2597015,-1.2121503,-1.3891065,-1.8484805,-2.3176074,-2.267819,-1.7642841,-1.2625612,-0.87424946,-0.7400019,-0.7095253,-1.0058979,-1.1558849,-0.6988103,-0.071452826,0.15288801,-0.32623532,-0.83377683,-0.53423893,-1.1947893,-2.1776943,-2.4059076,-2.366127,-2.3257856,-2.253445,-2.2366848,-2.1264262,-1.728437,-0.89810604,-0.428311,0.34951964,0.11003566,-0.37502843,-0.47690248,-1.1195723,-1.8194892,-1.6471517,-1.6533949,-1.5380397,-1.6146541,-2.0961022,-1.7697626,-1.2404109,-0.6365371,-1.2214814,-1.8019607,-1.9278696,-1.8214056,-1.615315,-1.873942,-1.8485944,-1.2824095,-0.8676748,-0.73775697,-0.7567144,-0.94083273,-1.4324005,-1.637239,-1.6615624,-1.6270399,-1.5102339,-1.4862609,-1.6050377,-1.9698105,-2.2705953,-2.272195,-2.1576734,-2.1914198,-2.2359028,-2.3232799,-2.0692523,-2.561972,-2.8995519,-2.8905525,-2.811191,-2.8980973,-2.5449128,-1.7493652,-0.7174925,-0.28686994,0.0063515604,-0.3446157,-0.9716705,-1.0167686,-1.0937974,-1.0985886,-1.1496099,-1.2614226,-1.370014,-1.3236563,-0.9914746,-0.62849003,0.081081256,0.26197213,0.18540171,0.13804501,0.086580396,-0.15372905,-0.5421339,-0.3122657,0.26290652,0.06952984,-0.10164666,-0.3281172,-0.35499787,-0.2532919,-0.62031233,-0.84133244,-1.0936766,-1.4451396,-1.829986,-1.7884386,-1.5335928,-1.2751675,-1.0220425,-0.96725893,-1.200834,-1.3423486,-1.6892921,-1.9858822,-1.9078004,-1.9822223,-1.9936076,-1.8556206,-1.8906481,-1.9780782,-1.8420897,-1.8420417,-1.8420794
-1.6488224,-1.6326406,-1.5689194,-1.5296575,-1.4569294,-1.4455802,-1.3839728,-1.3477497,-1.1729387,-0.787461,-0.7665617,-0.68031937,-0.8708322,-0.80172765,-0.6688144,-0.942107,-1.658412,-1.28633,-0.5050527,-0.027214617,0.37398002,0.84507847,1.267683,1.5909073,1.9859097,1.976829,1.9029002,1.8379389,1.7002892,1.3813959,0.84961224,0.62038463,0.6799193,0.7959743,0.7397897,0.7280191,0.7864522,0.44496056,0.0065947864,-0.2732455,-0.18273723,0.352504,1.9386213,4.715238,9.0656595,10.707349,11.344572,11.411594,10.687536,8.704747,5.1848187,1.3118234,0.27757427,-0.100824155,0.07634022,0.24339348,0.15794659,0.054782927,0.09864998,0.10808784,0.25149938,0.2705701,0.39244312,0.81383,1.3756685,1.8312747,1.5680306,1.015545,0.7655772,0.18946779,-0.57711136,-1.2411966,-1.3807764,-0.58169895,0.6049467,1.7645054,2.597621,3.1217055,2.5119126,1.5225123,0.56041545,-0.68034685,-1.1904602,-1.2809249,-1.5022265,-1.6049131,-1.6244497,-1.402074,-0.6171714,-0.40140957,-0.79016536,-0.8331027,-0.7899778,-0.8444614,-1.5673217,-1.4551547,-1.0633622,-0.21009916,-0.10870889,-0.5207732,-1.0134169,-1.4595444,-2.0166526,-1.4866447,-1.4745157,-1.1131995,-0.8609346,-0.7633966,-0.15592471,0.043267578,-0.19614771,-0.37769854,-0.6543741,-0.8095022,-0.78215975,-0.5297099,-0.24549393,-0.29128814,-0.8266946,-0.970333,-0.92189586,-0.7241671,-0.6739495,-0.8478893,-1.1645765,-1.3134582,-1.4268186,-1.2755233,-0.7617537,-0.29381555,-0.30674067,-1.101045,-1.6062267,-1.6959217,-1.6697805,-1.2902853,-0.5145395,-0.013940513,0.42868882,0.32587987,-0.14599046,0.26742637,1.0965134,1.634839,1.5485748,1.7197002,1.3908476,0.97225994,0.69486946,0.55690604,0.59123224,0.62252784,0.821402,0.49705234,0.2182464,0.4449801,0.99694824,1.8139623,3.7019675,6.418733,8.828154,10.504763,11.235823,11.084177,10.176928,8.36149,7.249304,5.905326,4.644653,3.550919,2.8236008,1.8239272,0.7778132,-0.09628038,-0.08716338,-0.15773791,0.041599404,0.531616,0.70421755,0.78756183,0.55016744,0.3231792,0.10853819,0.08825458,0.013260789,0.09649749,0.246793,0.88873595,0.88872445,0.88871574
-1.073628,-1.1914034,-1.1494591,-1.1434642,-1.1375705,-1.2214556,-1.2221851,-1.3290529,-1.3792603,-1.4778504,-0.8958206,-0.70751077,-0.686761,-0.6219699,-0.6142771,0.06635192,1.2965344,2.3555899,3.840732,4.657541,5.535585,6.5135393,7.539452,8.696129,9.653416,10.097294,10.486786,10.793027,11.248013,11.785322,11.983323,11.793918,11.338895,10.553976,8.523259,4.120328,0.009548992,-0.7513243,-1.0144502,-1.0964891,-0.42325804,0.47344404,0.86413926,0.83011687,-0.04588163,-0.4955603,-0.17467362,-0.027103558,-0.5698545,-1.2444127,-1.7565027,-1.811554,-1.7432996,-1.2434233,-1.0371189,-0.40743265,0.20768641,0.19296071,0.2512329,1.0816588,1.7313206,2.003879,1.9194283,1.6440473,1.2260009,0.6230286,0.084015936,0.39317408,0.82318103,1.2699392,2.2854512,4.4115944,8.118313,10.478724,12.013241,12.430487,12.270464,11.894094,11.104813,9.671731,5.696802,1.2163224,-0.36765647,-0.9503077,-1.4032423,-1.6954576,-1.9045103,-2.014801,-1.5332742,-0.7700511,0.013744712,0.5669398,0.02886659,-0.54761183,-0.06354469,-0.36567992,-0.98048884,-1.0527254,-1.0663518,-1.0084054,-1.2614684,-1.4767983,-1.1032244,-0.52744246,-0.5098019,-0.6713311,-0.5821858,-0.46143967,0.30314043,1.3416576,1.2810197,0.25005725,-0.4946552,-1.0663545,-1.5936456,-2.06431,-2.4593835,-2.6346831,-2.421049,-2.1316996,-1.7811714,-1.5251166,-1.4459785,-1.6014582,-1.9283867,-1.8520429,-1.218605,-0.3656338,0.1691668,0.2358872,-0.010953724,-0.5616816,-1.3222702,-1.5400742,-1.5218673,-1.4735072,-1.5189426,-1.4643264,-1.2384284,-0.7771275,-0.24183363,0.028406404,-0.54983646,-1.1369028,-1.0931668,-0.6249516,-0.09074278,0.06938136,0.14301926,0.13036716,0.049473315,0.09941229,-0.060891956,-0.6563407,-1.5816907,-1.823812,-2.021379,-2.1138854,-2.2460442,-2.2894335,-2.1756592,-1.8216362,-1.34061,-1.1766924,-1.6842601,-2.3116102,-2.4836578,-2.8403006,-2.994752,-3.0758486,-3.2143135,-3.267129,-3.1097565,-2.808498,-2.5610816,-2.3673885,-2.1777856,-1.78375,-1.6127276,-1.7530673,-2.1829739,-2.377589,-2.5542786,-2.5697122,-2.413418,-2.2542195,-2.3362148,-2.8241117,-2.8241577,-2.824112
-3.7810707,-3.5592666,-3.8079522,-3.7431903,-3.710291,-3.7005327,-3.6645937,-3.5192764,-3.214624,-2.7663522,-2.1824539,-2.0942316,-2.2337766,-2.3422823,-2.3814087,-2.3748753,-2.419659,-1.9643667,-1.4845626,-1.2997327,-1.3491313,-1.5525732,-1.8402907,-2.131959,-2.367864,-2.4995718,-2.6659992,-2.786623,-2.8844676,-3.079154,-3.4436202,-3.5224144,-3.4867473,-3.298981,-3.1736612,-3.1934905,-3.0044994,-2.784299,-2.5250158,-2.4268632,-2.2643025,-1.9711435,-1.8793092,-1.9976506,-2.5602093,-2.9667063,-2.335892,-1.9363694,-2.0856152,-2.4331253,-3.0036602,-2.6747315,-2.2373552,-2.1358144,-2.3629067,-2.6501741,-2.8603768,-2.8345394,-2.636063,-2.1604571,-1.815377,-1.5922782,-1.396661,-1.164295,-0.7780327,-0.6412296,-1.0857575,-1.8366451,-2.2887766,-2.2522895,-2.155813,-2.085476,-2.214542,-2.2041016,-2.2502265,-2.475576,-2.5592155,-2.6660883,-2.9704094,-3.1812556,-3.291709,-2.8745198,-2.402844,-2.2438288,-2.2060974,-2.2511296,-2.2912445,-2.4190392,-2.5101674,-2.337849,-2.244939,-1.5074103,-1.226052,-1.4950607,-2.3409271,-2.8713226,-2.971089,-2.3908277,-2.356141,-2.4800153,-2.813143,-3.021082,-2.0187933,-1.9596437,-2.5983582,-2.6259646,-2.393219,-2.1555133,-1.8817549,-1.543662,-1.0729221,-0.7587577,-0.353862,0.20246202,0.4953407,0.7481494,1.0270602,1.3124548,1.4737484,1.4694765,1.3376662,1.1164464,0.6893814,0.34073198,-0.22976695,-0.738254,-1.1504275,-1.4919605,-1.7720783,-2.0220346,-2.0591693,-2.1775565,-2.9677086,-3.0621037,-3.0221515,-3.0267658,-3.2190306,-3.1724634,-3.107498,-2.3187864,-1.4530946,-1.2031021,-1.5185621,-2.8830116,-3.6648479,-3.1934323,-2.8125238,-2.5478451,-2.351265,-2.2926702,-2.1661854,-1.8340147,-1.5972823,-0.085531585,1.6435906,2.2204456,2.496406,2.5753384,2.6586988,2.0794299,0.26335484,-1.6767685,-1.9278998,-1.5604272,-1.2480164,-1.1962242,-1.3834206,-1.7636325,-1.8583755,-1.924803,-2.0058696,-1.8385417,-1.4458148,-1.0898045,-1.0357313,-0.8888389,-1.0606091,-1.4021039,-1.5383115,-1.6991012,-1.6604257,-1.6211387,-1.5936635,-1.7000225,-1.8541801,-1.9779763,-1.8408952,-2.3476357,-2.3476195,-2.3476377
