0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
11.455468,11.424238,11.273379,11.144994,10.094494,9.067962,8.090496,6.829696,6.048325,5.399385,4.689495,3.558424,2.28859,1.7706635,1.5354166,1.4120412,1.1339619,0.59237325,-0.13532376,-0.38450247,-0.74346536,-1.1239548,-1.3115457,-1.2685134,-1.1883374,-1.212212,-1.1603762,-1.1572379,-1.2479359,-1.2962184,-1.3703599,-1.3661182,-1.4192418,-1.4424539,-1.5000186,-1.4877481,-1.3471513,-1.0911309,-0.9444884,-0.9736634,-1.042402,-1.0838729,-1.0454963,-0.93706065,-0.84798133,-0.744061,-0.6005803,-0.4387724,-0.30679703,0.07297354,0.8513043,2.1221073,2.707071,0.8867358,-0.3122665,-0.8874037,-1.308067,-0.9818312,-0.65027463,-0.32743534,0.022028811,0.22513516,0.5409783,0.7441257,0.8890215,1.048065,1.0461799,0.87098503,0.40385157,0.053630136,-0.33264482,-0.5330024,-0.5435505,-0.4929177,-0.45017886,-0.4092366,-0.35423,-0.35707578,-0.31557012,-0.27803683,-0.15463725,0.00576891,0.13248369,0.09469262,0.34364498,0.43277147,0.2815878,0.2966075,0.5612638,1.1010463,1.8447478,2.2776718,2.4338925,2.3599946,2.3551655,1.1947627,-0.58951104,-1.2954394,-0.644355,0.056957357,0.72833043,1.4710128,1.7192166,1.7345419,1.5555091,1.1208098,0.87048435,0.5048811,0.27971488,0.26065934,-0.0072677955,-0.11699529,0.10753372,0.57758325,1.1135291,1.397397,1.3084946,1.3318288,1.1928738,0.60478675,-0.49117473,-0.7502698,-0.71655136,-0.7885925,-0.8025824,-0.7346606,-0.67381144,-0.6895769,-0.7373131,-0.7538815,-0.7061932,-0.5834129,-0.42288214,-0.111407734,0.20621096,0.2256631,-0.036521688,-0.4992538,-0.7807237,-0.82315826,-0.7359718,-0.65618217,-0.53552663,-0.23995057,0.29919377,1.0534396,1.6561582,2.3719761,3.219972,4.0591674,4.9796376,6.064145,6.806062,7.015476,6.8218346,5.8052354,4.5415883,3.888873,3.8389468,3.7615128,3.5406373,3.5670812,3.3160443,2.8561392,1.8046839,1.0927163,0.9031424,1.2761486,1.5752046,1.7881486,1.515927,0.8210465,0.4130377,0.30011457,0.16287884,0.10196623,-0.02526261,-0.00524953,0.1458631,0.23751915,0.5379498,0.85568327,1.5250754,2.019405,2.7859402,4.521658,6.302581,7.1483803,8.375851,10.335697,11.542212,11.910649,12.115547,12.318275,12.232637,12.325912,10.762003,10.761851
-1.5502982,-1.7334545,-2.0389857,-2.3058243,-2.6488128,-2.7799985,-2.8925097,-2.9674535,-2.953659,-2.9127686,-2.895153,-2.8854074,-2.8052726,-2.7855542,-2.757741,-2.57679,-2.2641304,-1.9365726,-1.4687705,-1.2075062,-0.89090717,-0.6270219,-0.31152463,-0.08133098,0.095577136,0.23029336,0.3231087,0.40968508,0.41199982,0.39286295,0.44372308,0.47270852,0.39836407,0.36605805,0.17627099,-0.009537309,-0.33430815,-0.7730622,-0.94611806,-1.098856,-1.2774277,-1.5423114,-1.7146411,-1.9470158,-2.1474547,-2.3054261,-2.3204145,-2.1960166,-2.210104,-2.3862119,-2.312889,-1.8693395,-1.6427487,-1.8168002,-2.1064475,-2.47926,-2.4940073,-1.9806168,-1.3843985,-0.89008814,-0.4822822,-0.2962298,-0.28779736,-0.43405366,-0.619269,-0.7944797,-0.91932,-0.961375,-0.97749275,-1.2388315,-1.4579788,-1.5616543,-1.6256931,-1.6839709,-1.7108667,-1.7271948,-1.682678,-1.5008442,-1.2737713,-1.1724163,-1.178894,-1.3640269,-1.6446586,-1.6698134,-2.0077672,-2.4711308,-2.8230157,-2.976706,-2.8799922,-2.784535,-2.8057244,-2.9357018,-3.0179062,-2.9868045,-3.0254624,-3.0240939,-3.477419,-4.3988657,-4.8024335,-4.3715234,-4.1245766,-4.0292754,-3.939095,-3.7839503,-3.60496,-3.405105,-3.27621,-3.0279288,-2.813726,-2.6396475,-2.3013265,-1.8117938,-1.4700181,-1.3333035,-0.7840553,-0.25147468,0.14940038,0.46044636,0.34845844,0.17561132,-0.27333808,-0.9150841,-1.4739051,-1.6645105,-1.8042932,-1.9634118,-2.0551212,-2.1163497,-2.186331,-2.2944381,-2.436195,-2.6229823,-2.8627567,-3.2127676,-3.548486,-3.7403264,-3.998753,-4.180541,-4.100998,-3.90307,-3.689004,-3.4917445,-3.4073887,-3.3467312,-3.1490269,-3.1511497,-3.1136723,-3.1452508,-3.4337945,-3.5343995,-3.4759598,-3.2937343,-3.1564531,-2.980102,-2.8834946,-2.8332644,-2.7176578,-2.7277703,-2.862671,-2.859158,-3.0143752,-3.0756772,-3.0679889,-3.0482564,-3.115748,-3.0433664,-2.8767402,-2.9842556,-3.1768253,-3.4020147,-3.3405333,-2.9717236,-2.5138083,-2.0891142,-1.742841,-1.6167805,-1.508563,-1.390756,-1.2647841,-1.1440672,-1.0179602,-0.84120816,-0.84884804,-0.98871946,-1.1464965,-1.6859467,-2.1587777,-2.4668393,-2.5943604,-2.5315595,-2.211827,-2.0358276,-1.9836261,-1.7866207,-1.7503899,-1.5422336,-0.96494466,-0.9647429
-0.93413067,-1.1648208,-1.3398218,-1.4475992,-1.794894,-1.9806075,-2.0127006,-2.042057,-2.1912766,-2.2395434,-2.151531,-2.022376,-1.9111526,-1.8484349,-1.8602815,-2.1463578,-2.6011992,-2.8076339,-2.9206681,-2.8729634,-2.8162189,-2.7352247,-2.7589662,-2.9446943,-3.1169405,-3.3517241,-3.4208598,-3.4869304,-3.4819121,-3.4686286,-3.4898891,-3.5401392,-3.5549016,-3.5400853,-3.5545526,-3.5838695,-3.6387308,-3.5336938,-3.3224468,-3.1731155,-3.209826,-3.195768,-3.163075,-3.047749,-2.8710446,-2.649767,-2.4993768,-2.1956615,-1.516542,-1.0467441,-1.0639516,-0.9036142,-0.42574164,-0.054765046,-0.38519272,-0.79330385,-1.5999699,-2.628544,-3.0485477,-3.270307,-3.417206,-3.462114,-3.390952,-3.155489,-2.9208112,-2.6181934,-2.2128577,-1.7655516,-1.399014,-1.3373444,-1.3868663,-1.4524987,-1.6161927,-1.755557,-1.8734014,-1.9427841,-2.0209484,-2.1621976,-2.2763286,-2.0848315,-1.6494213,-1.0684369,0.015796214,0.7785968,1.3932139,1.6337893,1.5091093,1.2548435,1.1241424,0.6612867,0.355971,0.40200976,0.72212195,0.75812507,0.6697607,0.65025914,-0.33004597,-1.192097,-1.8721992,-2.2661858,-2.5810285,-2.902485,-2.9267247,-2.8611274,-2.865745,-2.9198596,-2.9553485,-3.0623875,-3.225515,-3.4076302,-3.6305408,-3.847958,-3.861978,-3.418457,-2.926597,-2.6914973,-2.7907362,-2.7634006,-2.5674813,-2.5068307,-2.8144221,-2.9298034,-3.026794,-3.1620293,-3.1795683,-3.0751674,-2.9454248,-2.7753012,-2.6782231,-2.5512185,-2.3954048,-2.2677813,-2.11766,-2.0968227,-2.4234037,-2.671524,-3.0044796,-3.1377087,-3.0928857,-3.1372447,-3.223411,-3.2893066,-3.1598628,-2.6999412,-1.9180255,-1.053568,-0.6014017,-0.32231462,-0.32371145,-0.2512969,-0.20965719,0.017625019,0.13390306,0.092023686,-0.036066398,0.1608847,0.20265974,0.080158025,-0.04053004,-0.050006345,0.07330875,0.09318766,0.04066366,0.08674052,-0.19726285,-1.211477,-1.9294968,-2.4942176,-2.7968993,-2.7121825,-2.5742922,-2.7507074,-3.1410213,-3.3914015,-3.5488415,-3.587409,-3.664227,-3.8027005,-3.8937502,-3.9493818,-3.9551992,-3.963163,-3.959559,-3.8615413,-3.6675332,-3.2613697,-2.802248,-2.6161938,-2.3802905,-1.7103868,-1.137821,-0.8503572,-0.69409966,-0.57073647,-0.4798237,-0.39320558,-0.05911331,-0.05936818
-0.5322407,-0.46522856,-0.45277652,-0.3950802,-0.098497435,0.09110057,0.25820756,0.45937324,0.56757075,0.6134292,0.6670188,0.8624966,1.2194061,1.3747311,1.5444651,1.7957394,1.7515794,1.648223,1.7671317,2.0566084,2.4471295,2.5872617,2.6111798,2.1424809,1.8299487,1.4141357,1.1675322,0.7422371,0.42196485,0.20126581,-0.002572015,-0.19613695,-0.37426424,-0.4312761,-0.7132617,-0.8480563,-0.89802456,-0.7577815,-0.70515525,-0.92850995,-1.2716321,-1.5404379,-1.8628111,-2.0563874,-2.0537593,-1.9849573,-1.7912992,-1.1971302,-0.37095296,0.34831613,0.33926138,-0.07538588,-0.27691653,-0.061019227,-0.07767768,-0.21954246,-0.41068393,-0.8582506,-1.077088,-1.1705602,-1.1604286,-1.1029478,-1.0617805,-0.88088125,-0.9734013,-1.0828725,-0.958727,-0.52440435,-0.4121185,-0.6905378,-0.8252964,-0.9110035,-1.1893587,-1.4801371,-1.701422,-1.8825313,-2.051323,-2.1902738,-2.3276877,-2.490881,-2.5808623,-2.7322578,-2.8521059,-2.737095,-2.818115,-3.0715694,-3.2077892,-3.2032526,-3.093819,-2.8284378,-2.2877402,-1.9731224,-2.0988765,-2.0532234,-1.9991587,-1.8850687,-1.9493896,-2.0675495,-2.2080648,-2.0378501,-1.9092524,-1.9308214,-2.0219433,-1.9900789,-1.8978028,-1.8271005,-1.7875695,-1.6727796,-1.5795543,-1.5705663,-1.421095,-1.1856532,-0.7380692,-0.022533834,0.39170405,0.7427997,0.9304687,1.0366743,0.7660418,0.42603177,-0.22362167,-0.59052527,-0.8403341,-0.9160962,-1.0078785,-1.1393198,-1.2187378,-1.2548907,-1.2985406,-1.4202472,-1.5449969,-1.6234847,-1.635314,-1.6336983,-1.7315589,-1.8686587,-2.0861073,-2.2672834,-2.3560505,-2.3051462,-2.1726983,-1.9722741,-1.744586,-1.5594419,-1.4371455,-1.5740662,-1.6334894,-1.4268811,-1.1987795,-0.9141536,-0.49000737,-0.46748558,-0.5254607,-0.64283055,-0.7746867,-0.8600818,-1.0705726,-1.3461384,-1.7057941,-1.929412,-2.1994598,-2.2593803,-2.277163,-2.0786722,-1.8032246,-1.5162755,-1.1440725,-1.0679038,-1.1744664,-0.9736677,-0.7561911,-0.7903062,-1.0841148,-1.1992662,-1.2305757,-1.1690221,-1.1521654,-1.2981989,-1.4089084,-1.4577427,-1.3850625,-1.1499511,-0.99318,-0.87729055,-0.6143961,-0.42586803,-0.3557464,-0.4755615,-0.5944736,-0.8291262,-1.0871487,-1.0757893,-1.0963178,-1.224977,-1.3732646,-1.3057601,0.16719851,0.16743216
1.4312245,1.8270583,2.0970929,2.0739691,2.5032666,2.9401035,3.1553755,3.4084463,3.583076,3.669024,3.597571,3.5280306,3.4114265,3.34162,3.3493943,3.4346042,3.4482253,3.344935,3.121869,2.900889,2.6422026,2.3708043,2.1237726,2.183586,2.3033807,2.4184022,2.4048073,2.3969693,2.3699014,2.3778148,2.348277,2.3371508,2.3263433,2.304267,2.2102895,2.0295415,1.6430445,0.9181624,0.61781585,0.83882517,1.2611465,1.5705047,2.042399,2.4261403,2.6134083,2.7870047,2.9301152,2.820103,2.3447325,1.2288684,-0.4913775,-2.064117,-2.2272887,-2.0612402,-1.6078312,-1.2395902,-0.6408795,-0.2984942,-0.42043853,-0.53306973,-0.6653355,-0.840549,-0.98309344,-1.2179636,-1.3805703,-1.5108309,-1.6685951,-1.6532722,-1.3217479,-0.9142589,-0.45754054,-0.1546821,0.12118,0.28357226,0.3878111,0.45857102,0.5654508,0.7007802,0.6915294,0.4674739,0.2149549,-0.08231884,-0.86577016,-1.5603316,-1.9844382,-1.9129059,-1.5789479,-1.2593238,-1.2688243,-1.3944026,-1.6057459,-1.634331,-1.6360497,-1.6095552,-1.3182453,-0.84364074,0.34294087,1.8941257,3.2504272,3.8253222,4.291189,4.817461,4.929405,5.025422,5.083189,5.123452,5.1177053,5.0770197,5.002353,4.917448,4.765102,4.3479633,3.2682025,0.7233271,-1.0046183,-1.6658624,-1.7220912,-1.6633976,-1.4332136,-1.2467076,-0.66716444,-0.13518992,0.54408574,1.2411003,1.765677,2.0925574,2.222016,2.1705427,2.080488,1.9494336,1.834002,1.7147753,1.4656229,1.114241,0.8343322,0.6415687,0.7010115,0.9660299,1.1568855,1.2670765,1.3366851,1.1659031,0.64530885,-0.2476204,-1.4874463,-2.158898,-2.208913,-2.0626936,-1.8355582,-1.9085381,-1.9627166,-2.1596222,-2.1636016,-2.0402243,-1.8562024,-1.6826483,-1.2921611,-1.0852426,-1.0202417,-1.1366078,-1.198971,-1.4454336,-1.6536987,-2.0853088,-2.0804763,-1.0392859,-0.3602368,0.2242323,0.76112443,1.3447106,1.6067863,1.8152814,1.9586458,2.006396,2.0387437,1.9952047,1.9632361,2.034868,2.0627637,2.119467,1.9682002,1.7069333,1.237366,0.80316854,0.111508414,-1.0847502,-1.8581065,-1.8226347,-1.6690031,-1.4258633,-1.4189881,-1.4148691,-1.3755486,-1.2238047,-1.1693134,-1.2578264,-0.22540317,-0.22536273
-1.5763128,-1.7637739,-2.0102925,-2.2344732,-2.33975,-2.1667657,-1.9340596,-1.8245134,-1.8541869,-1.7902032,-1.6022606,-1.3217238,-1.100884,-1.0661668,-1.0509951,-1.0383635,-0.91087997,-0.7109291,-0.5268997,-0.46751314,-0.3170631,-0.13662052,-0.15666437,-0.29002002,-0.42163575,-0.44666675,-0.5024862,-0.6146193,-0.6631689,-0.6590897,-0.66270137,-0.6976576,-0.71537244,-0.69765115,-0.616606,-0.5256984,-0.478813,-0.5927199,-0.668803,-0.8055383,-0.94981474,-1.1156323,-1.3625342,-1.5060301,-1.4446689,-1.1537998,-0.6951289,-0.08865538,0.43778455,1.3579566,2.751025,4.3531957,6.033394,7.291174,7.4573674,7.058299,5.8641167,3.736858,2.1674428,0.75789857,-0.15435103,-0.6215378,-1.2048994,-1.4421802,-1.5639136,-1.6315699,-1.5734694,-1.0785155,-0.28111592,0.124702215,0.47360078,0.8538025,1.033233,1.0660077,1.1131134,1.0296595,0.8701983,0.66134745,0.41000655,0.032925814,-0.41954362,-0.81366575,-0.9469193,-1.0154412,-1.1699007,-1.3252552,-1.3448169,-1.3546592,-1.4580652,-1.5121284,-1.7717049,-2.3149118,-2.9019802,-2.843954,-2.7613401,-1.8103359,-0.076145336,0.58352065,0.37424567,0.4208705,0.33926117,-0.16739002,-0.3887052,-0.519651,-0.51339537,-0.46697572,-0.3047504,-0.10936546,0.043988705,-0.022572458,0.11754227,0.23705599,0.48135448,1.046042,1.30158,1.1947349,1.0168623,0.77536666,0.45074683,0.19339922,-0.27369666,-0.46026427,-0.48282588,-0.058563806,0.57679486,1.0883763,1.638084,2.5259092,3.2644231,4.0516896,4.845211,5.611756,6.4503756,7.1407223,7.3817654,7.406787,7.037639,6.2033715,4.990549,3.8897192,3.0428915,2.3249774,1.5219836,0.5287214,-1.0074923,-2.117287,-2.7147589,-2.9082556,-2.7232683,-2.5464387,-2.4384184,-2.457202,-2.3875232,-2.0249455,-1.8133409,-1.5821786,-1.130108,-0.90844464,-0.91498286,-0.82507515,-0.8545669,-0.7607659,-0.649207,-0.20689374,0.56088465,1.2850555,1.7080526,1.8221884,1.318305,0.815006,0.5943611,0.43101332,0.03987047,-0.31453985,-0.6295036,-0.7075207,-0.75388795,-0.86957455,-0.97712183,-0.9593862,-1.0063281,-1.1166217,-1.2736812,-1.4668748,-1.8445376,-2.5922675,-3.2690077,-3.526026,-3.6224616,-3.3447049,-3.2362113,-3.129231,-3.156372,-3.1638284,-3.1354752,-3.1248937,-1.322454,-1.32235
-2.726149,-2.779219,-2.8298016,-2.8524485,-2.9491682,-3.0807962,-3.1169925,-3.2065625,-3.1239362,-2.9990616,-2.9251122,-2.8606462,-2.7171931,-2.6202981,-2.4604626,-2.268116,-1.9433073,-1.7237355,-1.585057,-1.5880952,-1.5448748,-1.5845542,-1.5972874,-1.4976742,-1.4180002,-1.2090064,-1.1114842,-1.0193285,-0.9548087,-0.9023768,-0.82947606,-0.78097504,-0.74570537,-0.7509479,-0.66710025,-0.6552597,-0.720353,-1.0429927,-1.5342262,-1.682451,-1.4750192,-1.1959275,-0.9724529,-0.7896254,-0.6747129,-0.55764085,-0.46582046,-0.58033556,-0.99368775,-1.457037,-1.4083147,-1.1343422,-0.9802361,-0.9127725,-0.8579593,-0.8633088,-0.22230856,0.6325979,0.9759109,1.1085005,1.0739557,1.0795052,1.2172512,1.1161356,0.9292135,0.72160625,0.701889,1.1837382,1.8200274,1.9847977,2.033133,2.0446424,2.0218096,1.9659328,1.8529787,1.7026064,1.5302773,1.4189425,1.2919223,1.008106,0.7123029,0.41767645,0.023762653,-0.18678057,-0.723403,-1.3435656,-1.6191903,-1.7540104,-1.9972416,-2.4996796,-2.8156161,-2.7245567,-2.7245028,-2.5199833,-2.2984416,-1.5148213,0.67852294,1.7693913,1.9215759,1.6656265,1.1696322,0.3880214,-0.06442726,-0.38291097,-0.5279884,-0.5389128,-0.44779217,-0.3655809,-0.32245016,-0.3180927,-0.18114899,-0.06194122,-0.19871251,-0.43244252,-0.5512453,-0.5534885,-0.41062352,-0.4849154,-0.8498477,-1.0111206,-0.7920334,-0.5505254,-0.20185316,0.21965641,0.45533583,0.4884168,0.48112983,0.40997022,0.32449174,0.1978488,0.039408416,-0.13385227,-0.31912124,-0.44117543,-0.5423625,-0.56444895,-0.6459168,-0.5775999,-0.4155047,-0.2385412,-0.14387879,-0.21414709,-0.5378647,-1.035479,-1.3553994,-1.6567376,-1.9694836,-2.2005448,-2.329041,-2.552812,-2.8395298,-3.0998917,-3.0459201,-2.7922144,-2.6006548,-2.4506915,-2.4200015,-2.4784236,-2.4094834,-2.2972775,-2.2557936,-2.2268074,-2.1720295,-2.0702038,-1.2816921,-0.18978293,0.2874169,0.39098907,0.08784092,-0.5304094,-0.95148087,-1.1471958,-1.1614885,-1.1073105,-1.0396249,-1.054409,-0.97255945,-0.86321825,-0.8615029,-0.86858606,-0.9842918,-1.1216642,-1.2803694,-1.4484208,-1.7471135,-2.1534998,-2.1048396,-2.0253708,-2.1061716,-2.0759287,-2.0224767,-2.1037042,-2.1492512,-2.1970217,-2.2942317,-2.2650926,-2.3437057,-2.3435013
-0.5245783,-0.774747,-1.11447,-1.286903,-1.2148476,-1.0740421,-1.0422236,-0.86470485,-0.6881913,-0.49049878,-0.3590337,-0.15828195,0.13573343,0.22725114,0.33940122,0.65064067,1.0976793,1.4449874,1.8679025,2.1234057,2.2948754,2.3238776,2.3820846,2.201221,2.0073903,1.9216452,1.9247847,1.8693937,1.8223028,1.8273991,1.9557635,1.9855644,1.9734619,2.029038,2.1031988,2.2992332,2.5097263,2.753146,2.9056044,2.642323,2.100074,1.5941119,1.2080392,0.8468465,0.59659123,0.341538,0.26586264,0.55508673,0.9954131,1.2852482,1.1502093,0.7375371,0.27124143,0.3274784,0.43617335,0.3868356,0.26252878,0.62360096,1.1771538,1.7174332,2.2744825,2.6693487,2.9246452,3.2012935,3.1754758,2.8302855,2.1764286,1.2067304,0.546685,0.267164,0.16007453,0.22874764,0.28613016,0.28528944,0.31328034,0.34933725,0.4282643,0.5986852,0.88346577,1.2268752,1.4356318,1.3577502,0.7543918,0.043634318,-0.842015,-1.6736513,-1.9720882,-1.894937,-1.5532689,-0.81270474,0.23469234,0.7359983,0.56732,0.42819142,0.38648474,0.70757544,0.5698517,-0.094468445,-0.47902933,-0.2881586,-0.111735195,0.047456324,0.0075045824,0.08487213,0.3255363,0.5897498,0.71822816,1.157031,1.6038872,2.014916,2.6698065,3.8060722,5.200822,6.542206,7.380909,7.773635,8.055276,8.309648,8.291405,8.1418915,7.6619644,7.0719337,6.3073835,5.251296,3.9753444,2.9354258,2.2034655,1.6026423,1.2133191,0.7675425,0.435322,0.2344872,0.07704356,-0.16327408,-0.13782755,-0.06620817,-0.113218606,-0.46191126,-0.69838583,-0.62857217,-0.3321684,0.19685714,0.68189573,0.8821311,0.69097555,-0.30918866,-0.99960214,-1.5445304,-1.8302413,-1.8537332,-1.6281883,-1.2884055,-1.0902263,-0.9028615,-0.8598187,-0.8917507,-0.82351637,-0.81302094,-0.97676414,-1.0059159,-1.0525,-0.9493935,-0.7958878,-0.5888042,-0.48864913,-0.22274336,-0.19799022,-0.69445825,-1.3876863,-1.4817476,-0.8778316,-0.064223334,0.54455394,1.0367122,1.3961966,1.5917139,1.6368203,1.5102957,1.4661621,1.5087181,1.7525764,2.1454012,2.5337455,2.8086596,3.0522227,2.8551464,2.2431667,1.5887327,0.8883647,-0.15036646,-0.4701473,-0.38279116,-0.36426297,-0.41819805,-0.59393513,-0.49926978,0.17624778,0.17641756
-0.8006091,-0.6001496,-0.4907187,-0.5296552,-0.6115892,-0.6563694,-0.6637252,-0.71763176,-0.59347785,-0.40321204,-0.3120612,-0.23017973,-0.05219549,-0.051065475,0.09552312,0.5720576,1.2849813,1.7891833,2.0655074,1.972059,1.922257,1.8481562,1.8441484,2.149441,2.313448,2.7039807,2.8659124,3.0280428,3.0938036,3.0947628,3.0823903,3.210765,3.3090181,3.2321928,3.2115035,3.0421982,2.6342406,1.9066133,1.2391738,1.0116017,1.1413995,1.2570096,1.4251498,1.6041484,1.6938636,1.8478882,1.9576002,2.0779884,1.6184986,0.59749615,-0.55843204,-1.3865803,-2.0946977,-0.84229285,0.9234319,3.1782515,5.907043,6.9942575,7.140261,7.1364517,6.979017,6.7104244,6.0231667,5.3950186,5.0519476,4.790707,4.3668995,3.3260927,1.785912,1.21703,0.7949158,0.54005694,0.57126045,0.6413196,0.68060315,0.7512073,0.86027336,0.99339,0.96508735,0.58729947,0.14831299,-0.18693909,-0.75942373,-1.2313709,-1.7139542,-2.0344148,-2.145091,-2.059731,-1.9511399,-1.9078193,-1.8290308,-1.800719,-1.9783498,-2.0965178,-2.2567065,-2.15195,-1.4149319,-1.0079776,-1.1161261,-1.1823319,-1.1694751,-1.0861349,-1.1849116,-1.3137819,-1.360704,-1.1860604,-1.0391772,-0.79556745,-0.4893492,-0.07360837,0.39239046,0.77624714,0.8618106,0.4823702,0.010723405,-0.27288646,-0.19691725,-0.29346585,-0.49501026,-0.5356922,-0.40288025,-0.664226,-0.79965556,-0.74273187,-0.8476721,-0.9763262,-1.1513078,-1.4458477,-1.6818154,-1.9503663,-2.2007108,-2.4220552,-2.5440264,-2.332094,-1.6861715,-1.0691675,-0.32428306,0.36627674,0.8073803,0.9713026,1.0122012,0.9743556,0.799301,0.45900172,-0.120959975,-0.7430481,-1.1725461,-1.566145,-1.6543636,-1.7750502,-1.8538184,-1.9727507,-2.1575673,-2.3075445,-2.1985772,-2.1867576,-2.1797662,-2.1824355,-2.1079774,-1.9931668,-1.8627152,-1.7914838,-1.76604,-1.7931968,-1.4855144,-1.5169921,-1.3511113,-0.9591527,-0.58103347,0.057875916,0.8806026,2.3170586,3.7299974,4.4661293,4.8203807,4.7790117,4.8899293,5.145469,5.255191,5.226996,5.1336746,5.006199,4.546921,4.0599213,3.4237986,2.10148,0.96274203,0.24210803,-0.391508,-0.97589403,-1.1487334,-1.3268507,-1.3429676,-1.3497959,-1.4852751,-1.564261,-1.949913,-1.9496881
-1.6891139,-1.6757765,-1.7645148,-1.9415007,-1.7672496,-1.4097424,-1.0262789,-0.6050321,-0.3967669,-0.26502654,-0.057773665,0.13964887,0.19726409,0.22438648,0.2248687,0.237862,0.5156284,0.5780985,0.5067292,0.37808812,0.23574623,0.0406249,-0.19211543,-0.2607842,-0.29942128,-0.39700136,-0.46117565,-0.4637944,-0.48436257,-0.49853343,-0.6123827,-0.72893304,-0.8211109,-0.8993471,-1.0593948,-1.2162133,-1.39566,-1.8165724,-1.9938066,-1.7995567,-1.4861253,-1.3155024,-1.0990167,-0.85880107,-0.6416758,-0.4047531,-0.2129178,-0.29159766,-0.83128864,-1.4722618,-2.2067182,-2.5051892,-1.7625644,-1.223605,-1.257866,-1.5202234,-1.5398873,-1.0603207,-1.129989,-1.4047675,-1.7147024,-2.0661085,-2.5496216,-3.0424075,-3.3314052,-3.5014625,-3.6999354,-3.8942876,-3.7480848,-3.4390607,-3.1042566,-3.0165708,-3.0079107,-3.025633,-3.109595,-3.2176719,-3.3225338,-3.397298,-3.598706,-3.8783758,-4.146431,-4.4496512,-4.821303,-4.733015,-4.3281736,-3.601797,-3.0970743,-2.820996,-2.794701,-2.615987,-2.5578375,-2.6514893,-2.911846,-3.1826448,-3.3835473,-3.4623818,-2.8329554,-1.6107451,-0.1274929,0.9633162,1.8025416,2.27233,2.3479123,2.3849218,2.3821769,2.3094559,2.3142428,2.2490635,2.05202,1.6980145,1.3718274,0.8099817,-0.41274375,-2.0278502,-2.6750536,-2.6211157,-2.4555674,-2.3517175,-2.0950353,-1.8970423,-1.4359634,-0.899832,-0.18051006,0.7855359,1.5039732,1.9009032,2.097684,2.1534295,2.0972915,1.9363174,1.6416011,1.222089,0.52489436,-0.5347583,-1.6107813,-2.1993082,-2.6165733,-2.5633862,-2.3162844,-2.0790143,-1.9088123,-1.9591353,-2.3469884,-2.9561222,-3.3684547,-3.5678272,-3.399394,-3.0674202,-2.7947054,-2.7860305,-2.7179108,-2.8270974,-3.0645473,-3.0780766,-3.0502937,-2.8923671,-2.5442863,-2.375934,-2.2823727,-2.283402,-2.1984324,-2.302517,-2.3033009,-2.2506478,-2.3570218,-1.8917277,-1.1917973,-0.8479073,-0.87406135,-1.1186678,-1.3666699,-1.4735184,-1.5140606,-1.4991133,-1.4369723,-1.4291918,-1.4038734,-1.3889015,-1.4489684,-1.4596624,-1.6112982,-1.7975862,-1.9915646,-2.2026043,-2.6010637,-3.5495605,-3.9075131,-3.581348,-3.0865238,-2.2903028,-1.9088316,-1.8124136,-1.8170476,-1.5811232,-1.1531882,-1.2008142,-2.3771844,-2.377475
