0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
12.925663,13.002436,13.03106,13.122534,13.172924,10.556695,13.141067,13.129103,12.943468,12.611493,12.053148,11.46389,10.953645,11.254889,11.193233,10.382265,9.561241,7.432868,6.4936285,5.897273,5.7961664,4.3606367,3.5316598,2.671947,1.9327712,0.3351437,0.026382383,-0.09465654,-0.17101538,-0.24055302,-0.36054164,-0.5135571,-0.7722289,-0.84604293,-0.90026844,-0.90944993,-0.62202597,0.56531847,1.7508117,1.7389662,1.2927678,0.7859695,0.2720098,-0.33072543,-0.9721567,-1.218832,-1.2372997,-1.0693624,-0.73039216,-0.21115799,0.28783694,0.63821584,1.00182,1.2107916,1.1386255,0.9549235,0.8289516,0.8476597,0.5173805,0.31475192,-0.16724685,-0.07956681,-0.06798246,-0.149989,-0.18423131,-0.19747111,-0.14544913,-0.094186485,0.006354764,0.19964232,0.45306152,0.8513059,1.678551,2.7107403,3.6462429,4.7704067,5.6079793,5.571656,4.0960507,3.473172,3.6836789,3.3926034,3.1943529,3.587211,3.518095,2.8908315,1.7184498,0.4963161,-0.22871251,-0.2359825,-0.16792211,-0.16095614,-0.2866363,-0.34749103,-0.37747115,-0.41402984,-0.4144522,0.26794824,0.9107957,0.9369279,0.35412163,-0.21654296,-0.6520609,-0.5777504,-0.11469731,0.2934405,0.47140998,0.5774653,0.7312165,1.0971191,1.3533914,1.6574044,2.1640935,3.2649803,4.721987,6.4847765,7.2355213,7.7907314,7.9998045,8.811765,9.769118,10.283963,10.556477,10.556549,10.556451
-2.812461,-2.8471215,-2.8302226,-2.8305936,-2.851363,-1.7897259,-2.8364909,-2.8918505,-2.9422984,-3.0313258,-2.9463983,-2.821469,-2.854416,-2.8684225,-2.769806,-2.9371138,-3.04389,-3.1892447,-3.1419015,-3.1983461,-3.213736,-3.0689182,-2.8961337,-2.6094599,-2.3073034,-2.0256848,-1.9556469,-2.0987735,-2.2680335,-2.2980838,-2.1820054,-1.8677249,-1.5503428,-1.51564,-1.605972,-1.6599737,-1.7887363,-2.1763744,-2.1244907,-1.7263446,-1.5895064,-1.501594,-1.3627306,-1.2620301,-1.2444127,-1.2795942,-1.451823,-1.6835053,-1.8069779,-1.8589473,-1.9440902,-2.1439977,-2.338841,-2.306251,-2.1225789,-1.8701164,-1.8750534,-1.23029,-1.066686,-1.2333798,-1.8489189,-2.1159391,-2.3312678,-2.599164,-2.8530035,-2.9029632,-2.9021652,-2.7819777,-2.4684968,-2.0925221,-1.688604,-1.1035726,-0.15131046,0.38362962,0.20305787,-0.6248515,-1.6158434,-2.9316761,-3.07302,-3.0060616,-2.9459174,-2.7666285,-2.3971908,-2.1152177,-1.9840814,-1.8119206,-1.6393499,-1.7254317,-1.9768282,-2.4583282,-2.7375062,-2.7530878,-2.657225,-2.5054595,-2.0582035,-1.0600799,0.7379923,1.513298,1.3324375,0.53438663,-0.31237328,-0.75475574,-0.8970401,-0.67229533,-0.15329859,0.14945471,0.4210754,0.6743843,1.0041659,0.9685763,0.82173455,0.62431055,0.38840228,0.07477942,-0.34483272,-0.7377316,-0.9066832,-1.0308563,-0.98066,-0.9898952,-1.2320908,-1.557317,-1.789483,-1.7894807,-1.7895133
-1.1147568,-1.0435358,-1.0416163,-0.92143846,-0.82651424,-0.88644725,-0.79841554,-0.77899075,-0.73916435,-0.7110824,-1.0448598,-1.3733425,-1.5375942,-1.5795772,-1.5870864,-1.3381522,-1.3235152,-1.4157383,-1.6941128,-1.7455344,-1.5716345,-1.2422972,-1.1458805,-1.2965888,-1.403859,-0.8187471,0.060091536,0.021368332,-0.21233802,-0.5247519,-0.94170165,-1.2255679,-1.4562614,-1.6362045,-1.5397875,-1.3475718,-1.0379936,-0.34150904,0.6178639,0.7043024,0.5420797,0.33889157,0.06285821,-0.30277014,-0.69325733,-0.7973027,-0.7315526,-0.78908426,-0.80247915,-0.8911512,-1.0338211,-1.1668538,-1.043113,-0.89606845,-0.9525299,-1.1401963,-1.4909899,-1.7996103,-1.9340063,-2.0390837,-2.1796784,-1.8537235,-1.5286117,-1.5902139,-1.9506207,-2.0878723,-2.209188,-2.4005363,-2.6546621,-2.883426,-3.020972,-3.0423086,-2.8227599,-2.3403013,-1.9028045,-1.4653242,-1.2942991,-1.5035989,-1.5711327,-1.7401286,-1.7881539,-1.6737604,-1.3110833,-1.0194452,-0.9026979,-0.9275148,-1.1831987,-1.7476878,-2.2142942,-2.2188954,-2.3041205,-2.3746097,-2.42164,-2.4938824,-2.676044,-2.8511407,-2.7870016,-2.6064453,-2.6433294,-2.5634208,-2.7176232,-2.9577832,-3.0662646,-2.7128792,-2.4517322,-2.396895,-2.3665957,-2.4177723,-2.502055,-2.5008912,-2.425958,-2.3004336,-2.1594546,-2.0786123,-2.0287356,-2.0757093,-2.114457,-2.143053,-2.167888,-2.326344,-2.386834,-2.3768148,-0.88668036,-0.88684726,-0.88662183
-2.3022127,-2.3185418,-2.2711139,-2.237957,-2.2227645,0.28774837,-2.1656377,-1.9388365,-1.70571,-1.6907483,-1.8280205,-1.7640163,-1.9290826,-1.883227,-1.5544883,-1.4518667,-1.3971003,-1.4164678,-1.6126648,-1.6693006,-1.6504318,-1.8031785,-1.623505,-1.4194603,-1.4281753,-1.493655,-1.1939676,-0.9838667,-1.10728,-1.2033974,-1.2897476,-1.2031018,-1.1981529,-1.4520297,-1.6134521,-1.5052378,-1.4216154,-1.7177958,-1.8540874,-1.520278,-1.355321,-1.2100726,-1.1030672,-1.127316,-1.3226213,-1.3883731,-1.2260027,-1.0565193,-0.9375957,-1.014683,-1.1822816,-1.399205,-1.5576744,-1.4894984,-1.2630177,-1.1025889,-1.1534722,-0.9381059,-1.299797,-1.5985531,-1.8322095,-1.8987117,-2.0224128,-2.1930184,-2.3469622,-2.4096367,-2.485971,-2.5858011,-2.6742282,-2.7154183,-2.6886973,-2.6866894,-2.4509873,-2.383498,-2.5627475,-2.7904952,-3.147992,-3.668809,-3.6613686,-3.634674,-3.7554877,-3.5732734,-3.0646806,-1.9882857,-1.0972164,-0.19209975,0.7004627,1.0753095,0.8237356,-0.11333464,-1.041054,-1.556432,-1.7089248,-1.7189794,-1.6441321,-1.1649995,0.53054553,2.639482,3.3439925,3.4376526,2.7707467,2.188097,1.6182601,0.09449461,-0.8786515,-1.246696,-1.1633842,-1.0125506,-0.69357085,-0.4735047,-0.07605408,-0.07223807,-0.15679313,-0.4835031,-0.85316503,-0.9427935,-0.95126486,-0.8500068,-0.5929907,-0.09864405,0.37057716,0.26596618,0.28824693,0.28842616,0.28820908
1.0395455,0.9849436,0.93288106,0.7760395,0.68829775,0.7293812,0.7089361,0.55155194,0.4981508,0.535403,0.7495017,0.6657274,0.63361466,0.6950049,0.43443403,0.32528037,0.5437769,1.132205,1.3414698,1.4464265,1.4962213,1.422139,1.1895458,0.88345504,0.70806384,1.3536717,2.5631578,3.54542,3.9205816,4.06426,4.1515703,4.0150366,4.0301538,4.3600826,4.437837,4.226824,3.7549484,2.0346475,-0.7328594,-1.8871619,-1.9642513,-1.8749118,-1.5640011,-1.1923256,-0.91494715,-0.8587979,-0.7449654,-0.51920104,-0.3865312,-0.25741357,-0.2125456,-0.34567302,-0.7025691,-1.0542117,-1.2850729,-1.4999264,-1.5141069,-1.8292928,-1.6465328,-1.4290425,-0.5339255,0.09616616,0.45806268,0.90441406,1.2116303,1.3132702,1.5115594,1.8188181,2.1083622,2.3410635,2.417347,2.2935145,1.7718081,0.7091842,-0.09510979,-0.57325923,-0.1702632,0.70585597,0.793569,0.73233724,0.48234782,0.3582077,0.46599242,0.48983175,0.56522787,0.57386875,0.5255744,0.94300056,1.6786274,2.6193202,3.229227,3.5992107,3.8830576,4.049445,4.264191,4.3343544,3.0262477,-0.31581813,-1.3391857,-1.196192,-1.1925313,-1.1976976,-1.0443487,-0.90498567,-0.7437315,-0.835458,-0.97454643,-1.0643097,-1.1241615,-1.1584876,-1.206292,-1.2614235,-1.3274667,-1.3580701,-1.3047775,-1.1152855,-0.9266097,-0.8079312,-0.8459754,-0.6991399,-0.656978,-0.49622428,0.729275,0.72938377,0.7292883
-1.9687847,-1.9896715,-1.954549,-2.051732,-2.0730762,-1.3769739,-2.1778321,-2.254229,-2.3070877,-2.2432604,-2.1651824,-1.8600078,-1.6795108,-1.8222547,-1.750529,-1.6595762,-1.4888275,-1.3967917,-1.3094696,-1.3688518,-1.2374556,-0.9488561,-0.68965405,-0.15174715,0.009110868,-0.40067062,-0.9806933,-0.89197326,-0.7781724,-0.6391213,-0.48699644,-0.40968534,-0.468134,-0.71978414,-1.0477467,-1.3026025,-1.5667758,-1.9347999,-2.0489876,-1.7243506,-1.3905482,-1.0723165,-0.9623927,-0.8574532,-0.42013937,0.6649819,3.057993,5.541677,7.384467,8.938129,9.553572,9.767747,9.751099,9.5856905,9.083895,8.008635,6.1848907,2.221321,0.68310106,0.3113619,-0.6379051,-1.4798515,-1.9214042,-2.0061703,-1.7500474,-1.6042621,-1.3565478,-1.0097469,-0.6554993,-0.40064824,-0.32711732,-0.56174433,-1.1627941,-1.7892311,-2.0412807,-2.5354376,-3.1382055,-2.8956401,-2.5531917,-2.4369946,-2.4522588,-2.3726935,-2.2089415,-1.9585038,-1.7175757,-1.6040742,-1.5237516,-1.7698905,-2.1304555,-1.905132,-1.3799281,-1.1859723,-1.0227382,-0.8792734,-0.7363593,-0.72205615,-1.0768677,-0.6288529,-0.08152783,-0.7033959,-1.0508409,-1.2985754,-1.6027722,-1.7240603,-1.6728666,-1.6270237,-1.4820089,-1.300656,-1.0862553,-1.0562689,-1.0896926,-1.2261394,-1.4908148,-1.7591882,-2.0561001,-2.1441321,-2.243763,-2.3575602,-2.3745341,-2.2251465,-2.0244277,-1.9958749,-1.3770143,-1.3771574,-1.3769875
-2.6252408,-2.6312218,-2.635232,-2.6762686,-2.6863048,-2.599944,-2.7245643,-2.786118,-2.853787,-2.7230518,-2.4768987,-2.2794366,-2.3492458,-2.2738225,-2.3680098,-2.6742897,-2.8078985,-2.7695088,-2.5273628,-2.4499269,-2.3334756,-1.7504568,-1.4060909,-0.8351604,-0.30337664,0.30139557,-0.20290092,-0.42185533,-0.39794797,-0.3355807,-0.20720334,-0.15084961,-0.057721928,0.09501326,0.17002916,0.28964132,0.40634048,0.30173647,-0.4392209,-0.580958,-0.2761911,0.34516165,1.091544,2.0392504,3.1715024,3.6664238,3.5190754,2.90662,2.3087895,1.6181033,1.1103312,0.78475094,0.4160589,0.09501484,-0.29274642,-0.6411233,-0.63667774,-0.524853,-0.30758345,-0.16536729,-0.07430637,0.112885356,0.41676605,0.6959233,0.86359847,0.8761109,0.8946135,0.89035195,0.9436157,0.91684055,0.8648673,0.68290186,0.072527945,-0.6215175,-1.113223,-1.7747202,-2.3241076,-3.0086148,-3.3059611,-3.1677923,-2.9295874,-2.5438967,-2.1884801,-2.116207,-2.1861122,-2.0864651,-1.681552,-1.0352681,-0.5413895,-0.22030658,0.28349394,0.37366852,0.35593677,0.36874536,0.36667544,0.26843753,-0.5414396,-0.71267635,-1.0253961,-1.8211677,-2.3564909,-2.2640066,-1.9372425,-1.5954403,-1.4303355,-1.2227926,-1.1381388,-1.054728,-1.1174392,-1.3706892,-1.6932828,-1.8247056,-1.962137,-2.0727365,-2.1929367,-2.4297676,-2.4633536,-2.5181503,-2.5248084,-2.544275,-2.5631194,-2.6635883,-2.6001356,-2.600327,-2.6000767
-1.2618091,-1.3638188,-1.3310791,-1.3597224,-1.4010143,0.71902955,-1.3801649,-1.2609231,-1.0559747,-0.9459118,-0.69571275,-0.65115166,-1.1359122,-1.0218693,-0.77714086,-0.90370023,-1.0481972,-0.9517267,-0.8836816,-1.0367122,-1.1349877,-0.95773953,-0.57918364,-0.31183356,-0.16434018,-0.17187357,-0.31141967,-0.5909146,-0.7218772,-0.58823806,-0.28650233,0.1210179,0.4371416,0.40877444,0.06211286,-0.31671575,-0.85015774,-1.8350862,-1.8622035,-1.1209915,-0.6799945,-0.342906,-0.1824413,-0.2856402,-0.6866761,-1.033681,-1.3308594,-1.6173708,-1.8242738,-1.8466635,-1.5983541,-1.2337593,-0.9833001,-0.89586794,-0.8498968,-0.7466084,-0.47573957,0.3965541,0.4386711,0.21506092,-0.50117254,-1.1433775,-1.5531874,-1.790046,-2.02144,-2.1045973,-2.130713,-2.142043,-2.0269578,-1.801626,-1.5590415,-1.3426229,-0.9466953,-0.6522651,-0.58902407,-0.6935055,-1.3396109,-2.4603345,-2.555935,-2.4574306,-2.450055,-2.3227303,-1.9508951,-1.3322227,-0.7196439,-0.0060836747,0.7739539,1.2291908,1.3436592,0.61243975,0.0061947703,-0.057935655,0.15207607,0.45444912,1.3543668,3.424425,7.412544,9.564508,10.298569,10.282945,10.234985,10.1742115,9.6766205,7.9532785,5.5520525,3.8737397,3.3113694,2.969175,2.8821337,2.8884463,2.8797739,2.6849341,2.3524656,1.8353729,1.2002561,0.74669415,0.48675525,0.39206582,0.5787289,0.9111711,1.1602697,1.0045228,0.7193334,0.7193859,0.71932954
-0.89398736,-0.9270824,-0.9632944,-1.0294931,-1.1384766,4.3820887,-1.1908214,-1.3536279,-1.5868781,-1.7102909,-1.7370665,-1.611651,-1.5550208,-1.5716347,-1.561198,-1.7542295,-1.9043155,-2.1187365,-1.9584103,-1.9136362,-1.8722457,-1.5918009,-1.4285057,-1.0173235,-0.5795375,-0.4338655,-0.9498036,-1.5995524,-1.8567963,-1.9742805,-1.9782001,-1.9378694,-1.7725255,-1.3515278,-0.81448483,-0.57380885,-0.4654373,-0.52392334,-0.55370814,-0.48142242,-0.34482372,-0.060197204,0.059224114,0.049386874,-0.021658868,-0.24847348,-0.45970327,-0.48637018,-0.513463,-0.50100505,-0.47815454,-0.31301555,-0.1619466,-0.14533794,-0.34849653,-0.64897096,-0.7080525,-0.5501069,-0.3425142,-0.31179345,-0.30509487,-0.78017545,-1.1780856,-1.3741777,-1.3958333,-1.4314114,-1.5121717,-1.6081779,-1.6990117,-1.8051786,-1.8783091,-2.1082072,-2.3782732,-2.2012105,-2.0154033,-2.1086116,-2.3216755,-2.1863785,-1.7010808,-1.3902358,-1.0745444,-0.7322639,-0.7395661,-1.0934616,-1.3819591,-1.5320917,-1.281392,-0.5255463,-0.06200915,-0.26949155,-0.7219936,-0.85094815,-0.92045504,-0.97963476,-0.9266065,-1.0487862,-1.2766107,-0.81166756,-0.41903973,0.1922994,1.9315552,4.616132,6.7525916,9.256649,10.490876,11.128657,11.441677,11.671287,11.801154,11.718481,11.651459,11.559101,11.449694,11.3326025,11.173809,10.618653,10.3351145,10.057397,9.903358,9.334653,8.434271,7.8466015,4.3826933,4.383033,4.3825192
-2.9682834,-2.906852,-2.9326935,-2.9951339,-2.9626615,-3.5711799,-2.9583888,-3.0249557,-3.1406608,-3.1077545,-2.7551978,-2.4438014,-2.0587862,-2.408213,-2.417537,-1.748044,-1.0505686,-0.17494187,0.33914396,0.3136821,0.17740664,1.1984882,1.2774308,1.9090405,3.453337,7.2186127,9.663632,10.891451,11.401737,11.589909,11.433188,11.195706,10.853384,9.889664,8.470337,7.2924547,5.931359,3.1065733,-0.590658,-1.9900832,-2.0775208,-2.053306,-1.923393,-1.6254575,-1.132422,-0.5952148,-0.0068832636,0.41270703,0.49832946,0.065737516,-0.5456184,-1.150804,-1.6927757,-2.0508056,-2.199536,-2.0916715,-2.01394,-1.8670993,-1.760298,-1.8784333,-2.2462435,-2.267393,-1.9064943,-1.2317303,-0.58437365,-0.33665478,-0.0422851,0.31371027,0.55942166,0.7058051,0.7091081,0.35212293,-0.6892276,-2.2152026,-3.3031623,-3.8752692,-3.6025796,-3.022215,-2.732366,-2.7376118,-2.7021666,-2.5301337,-2.2412062,-2.1006026,-1.9728974,-1.7182448,-1.3678738,-0.5814134,0.64919436,2.0271022,2.854086,3.1245184,3.2644258,3.3322992,3.4078035,3.3266127,1.7051773,-1.6626662,-2.6256986,-2.4025428,-2.2559013,-2.0723577,-1.9790567,-1.9323127,-2.1209996,-2.238758,-2.3649523,-2.5030882,-2.675858,-2.8183155,-2.9966552,-3.1451874,-3.295436,-3.4467983,-3.520489,-3.4980516,-3.4794931,-3.4082274,-3.399008,-3.3916397,-3.3691053,-3.305874,-3.5714083,-3.5714588,-3.5714107
