0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
12.014078,12.0831785,12.138127,12.109592,12.183775,11.743994,11.740848,10.637836,8.811069,6.6118054,6.164811,6.1415806,6.012259,5.8896933,4.9849997,3.9333913,3.0913959,2.064773,1.078852,0.891476,1.099642,2.142207,2.8077621,3.3685145,3.3367517,3.734075,4.3559704,5.115738,6.0669785,4.6602054,3.8518434,3.18193,2.5085425,1.9916768,0.27334636,-1.2270973,-0.65712833,-0.47251678,-0.21610859,-0.17714879,-0.25704312,-0.35801756,-0.46138778,-0.47050166,-0.442619,-0.6222059,-0.18229604,0.31785524,-0.013865437,-0.4567438,-0.415378,-0.52506745,-0.6538383,-0.6378908,-0.73033124,-0.8878517,-1.0024207,-1.1005546,-1.0639421,-0.93309474,-0.7724519,-0.4006305,-0.021413665,1.2491548,3.4751005,3.4754477,3.262292,3.27028,3.0968637,2.7270653,2.3124871,1.9469296,1.6058755,0.86363304,0.584246,0.65530956,0.89289975,1.0661683,1.1360703,1.1097444,1.1371886,1.1805258,1.0685227,0.82753825,0.55579096,0.44135466,0.24638864,0.22872096,0.21244638,0.03867804,-0.037628114,-0.1048364,-0.13198192,0.32467142,1.0039657,1.224231,1.4177475,1.6379526,2.1421785,3.0583117,4.2556415,4.9524117,4.7394123,3.904039,2.7503223,1.6257423,0.19391178,-0.43756884,-0.501144,-0.28943458,-0.13653228,0.021220714,0.317678,0.4932604,0.51964116,0.64228004,0.75614786,0.7563753,0.9424919,1.2151012,1.7650199,2.5487862,4.4508615,5.779831,6.7870827,7.2427225,7.3977823,7.7645264,8.581953,9.044922,9.6574,10.357905,11.123724,11.964502,12.327529,12.651617,12.655383,12.7563,12.560888,12.692483,12.732475,12.741627,12.819813,12.889826,12.810844,12.9652,12.906391,12.884941,13.012183,13.105349,13.130075,13.092397,13.147348,13.173308,13.244137,13.206477,13.20746,13.225662,13.253278,11.747565,13.181259,13.264612,13.266142,13.262414,13.275415,11.744646,11.743977,11.74379,11.743654
-2.5724864,-2.5851333,-2.635123,-2.6812665,-2.648746,-1.7051854,-2.5953403,-2.621573,-2.7628074,-2.6460981,-2.5005248,-2.5057416,-2.4913108,-2.579873,-2.360362,-2.0580955,-1.9135112,-1.7729216,-1.6672988,-1.2442633,-1.1245933,-1.4721088,-1.4658313,-1.221704,-1.0300667,-0.7265656,-0.51842463,-0.8528403,-1.5563459,-1.7648666,-1.6880393,-1.5537331,-1.4150494,-1.1400883,-0.75236815,-0.71607006,-1.0875463,-1.6480765,-1.9281433,-1.939822,-1.8793392,-1.7611791,-1.405616,-0.9534418,-0.48253262,-0.0585531,0.41071147,1.8022363,1.6737974,0.94019055,0.45696378,0.06534886,-0.38936496,-0.7638527,-1.1271362,-1.4085364,-1.5934733,-1.791674,-2.1162689,-2.471904,-2.6071658,-2.6658318,-2.8404057,-3.1889808,-2.6257699,-2.7418642,-3.0752516,-3.238237,-3.3068714,-3.3898404,-3.4878032,-3.6370938,-3.4851823,-3.3250372,-3.4324327,-3.6122375,-3.776961,-3.8048377,-3.659024,-3.5455937,-3.4865844,-3.4268675,-3.3591042,-3.2654772,-3.0904036,-2.916183,-2.5209255,-2.2160814,-1.9278221,-1.645549,-1.5148226,-1.4172542,-1.505928,-1.5923759,-2.004716,-2.2339017,-2.3356462,-2.2888193,-1.8323665,-1.4176865,-1.2324471,-1.3002231,-1.3570236,-1.5477906,-1.7143494,-1.7694206,-1.7831798,-2.1901526,-2.5900898,-2.790267,-2.7861454,-2.6044328,-2.4173355,-2.3887987,-2.4456394,-2.4371357,-2.405171,-2.3578222,-2.2415435,-2.2522316,-2.40641,-2.503273,-2.1720955,-1.7283919,-1.4482607,-1.1161585,-0.9773674,-0.85751843,-1.4427733,-1.8695124,-2.2374938,-2.4055905,-2.4588895,-2.5692966,-2.6716118,-2.574955,-2.5509057,-2.5320778,-2.6116595,-2.6336641,-2.6348944,-2.6401849,-2.6024575,-2.6213293,-2.6822848,-2.54638,-2.5878115,-2.557616,-2.4990048,-2.3903217,-2.3071525,-2.340637,-2.3656769,-2.3289757,-2.237626,-2.2807245,-2.3155813,-2.25871,-2.2395089,-1.7046385,-2.2788782,-2.1296778,-2.1784754,-2.259616,-2.2070887,-1.7047474,-1.7048159,-1.70484,-1.7048995
-0.8063731,-0.7722485,-0.8302212,-0.9425893,-0.90382445,2.3167267,-0.5315133,-0.5861037,-0.44434834,-0.7459664,-0.9323659,-1.0782305,-0.9480297,-0.75787234,-0.58178246,-0.62318784,-0.66376305,-0.9487847,-1.7358519,-1.4089425,-0.551465,-0.20739736,0.025363818,-0.17001212,-0.5441488,-0.8709428,-0.6648996,-0.44227225,-1.2152128,-1.7511154,-1.7404575,-1.9234014,-1.8971736,-2.1022418,-1.87133,-0.5296791,-0.2359976,-1.4037578,-2.007361,-2.139214,-2.1772957,-2.2115543,-2.2717962,-2.282806,-2.2327294,-2.368082,-2.705254,-2.8217306,-2.2657843,-2.2497725,-2.3938546,-2.4130795,-2.3070931,-2.1503239,-2.0661192,-2.0426018,-2.1120925,-2.2431,-2.420643,-2.55906,-2.6140149,-2.2521787,-1.6082165,-1.075256,-0.8426995,-0.94724137,-1.1643872,-1.04638,-0.80189884,-0.7820128,-0.57302654,-0.46496165,-1.007446,-1.0539649,-0.9792199,-1.0469832,-1.3452547,-1.8160503,-2.1314158,-2.1096678,-1.9574683,-1.6872422,-1.4535258,-1.2447833,-0.9841986,-0.8284906,-0.81454617,-0.85784996,-0.8782897,-0.88409066,-0.89004123,-0.86503315,-0.89050925,-0.9551386,-1.2628925,-1.5024343,-1.5374944,-1.4802321,-1.229024,-1.0017204,-0.7670099,-0.6303655,-0.71072495,-0.9234249,-0.799665,-0.89912903,-1.5968561,-2.1795251,-2.584328,-2.9909558,-3.1931717,-3.2955823,-3.332736,-3.394147,-3.3775878,-3.3427525,-3.363505,-3.4368238,-3.5233374,-3.523563,-3.3588583,-2.9941368,-2.4934492,-2.0693285,-2.0585086,-2.1761775,-2.2780633,-2.4132776,-2.2614338,-2.0612555,-1.6922312,-1.27917,-0.668275,0.11512646,0.5469371,1.3271335,1.4932365,1.5288378,1.2825925,1.2940657,1.468471,1.6148736,1.6606743,1.7779294,1.7609286,1.9085864,1.8987428,1.7507739,1.7368335,1.9503841,2.0096333,2.0233898,2.0096772,2.0262637,1.947824,1.9630072,1.953453,1.9575226,1.9943511,2.316663,1.749278,1.7966467,1.8687838,1.8129706,1.8577667,2.3165298,2.316588,2.3166025,2.316629
-1.6574689,-1.6943574,-1.7597575,-1.680874,-1.5481386,-1.4391409,-0.62148637,-0.431818,0.01757729,0.27262738,0.25364062,-0.01548031,0.063919246,0.28595397,0.38110635,0.4189935,0.08164775,-0.45825586,-1.5150323,-1.5766358,-1.0147309,-0.71357375,-0.81620574,-1.1299359,-1.533609,-1.8127004,-1.9668021,-2.383778,-2.6181664,-2.6734166,-2.4801009,-2.4594836,-2.1051445,-1.5791059,-1.0209765,-1.3767323,-1.0400695,-0.99569273,-1.1690116,-1.2119082,-1.026351,-0.6030536,0.44858772,2.2221835,4.683832,7.543936,9.668505,10.3380785,9.814678,8.782908,8.079039,7.3481503,6.3157425,5.512557,4.517381,3.344685,1.8578017,0.6244079,-0.5525506,-1.5874064,-2.2187092,-2.281622,-2.0567436,-2.2638712,-1.8424635,-1.8183725,-2.1819124,-2.4777637,-2.5252643,-2.3973594,-2.0034983,-1.2899852,-0.5800907,-0.011788687,0.019568276,-0.17692623,-0.43403763,-0.7099984,-0.84882617,-0.8669031,-0.88162553,-0.92808956,-0.9056616,-1.0006224,-1.1751382,-1.3384063,-1.334979,-1.3981172,-1.3699024,-1.2919418,-1.2667509,-1.2581608,-1.2976773,-1.4820966,-1.9783046,-2.2374268,-2.3144317,-2.261768,-1.8083339,-1.3578055,-1.0088782,-0.955027,-1.0116918,-1.2605208,-1.4007778,-1.484312,-1.4765083,-1.7678397,-1.874388,-1.839014,-1.828212,-1.7413884,-1.5587481,-1.4026868,-1.5030038,-1.663382,-1.7096992,-1.7446673,-1.6687676,-1.5661211,-1.4866095,-1.4776748,-1.502421,-1.3072743,-1.1467977,-0.9385417,-0.850123,-0.80057275,-1.383232,-1.651846,-1.7111751,-1.6282791,-1.6139903,-1.705808,-1.8298035,-1.9956784,-2.0507393,-2.0101216,-1.9876654,-1.9100409,-1.9660828,-1.9956203,-1.9664433,-2.0051866,-2.0647368,-2.0101814,-2.0477293,-2.0481884,-1.9849591,-1.918863,-1.9394857,-1.9057665,-1.8736573,-1.886237,-1.8587614,-1.9024692,-1.9330825,-1.9056793,-1.9254155,-1.4430687,-1.9890194,-1.9299034,-1.8617935,-1.887595,-1.8905761,-1.439763,-1.4390557,-1.4388651,-1.4387352
0.80098635,0.8404718,0.84315443,0.73535085,0.6520652,-0.22427495,-0.4373851,-0.49860802,-0.3569886,-0.252159,-0.33148432,-0.35191053,-0.46167788,-0.6020991,-1.0147841,-1.2345598,-1.3788958,-1.3352509,-0.26349378,0.10654776,-1.0925183,-2.0646222,-2.302104,-1.7976798,-1.1747117,-0.49951476,-0.2519712,-1.1847575,-1.2817979,0.07547903,0.34368885,0.39698693,-0.10604268,-0.75053036,-1.7217048,-0.49504295,-0.46557286,0.20099053,0.9098362,1.1821556,1.2669406,1.2464051,1.1711948,1.1198101,1.0055045,0.6736713,-0.20668587,-0.44072494,0.13415362,1.2853646,2.291682,3.3464537,4.6112266,5.8390684,7.049358,8.217033,9.339353,10.063274,10.49347,10.651876,10.581173,9.960729,8.492296,5.582075,1.103207,-0.98370516,-1.9171894,-2.1132534,-2.2746005,-2.377327,-2.5579767,-2.8724759,-2.961785,-2.6175349,-2.1542196,-1.5590174,-1.0741235,-0.6613528,-0.3681392,-0.21823224,-0.14261824,0.064936936,0.36267778,0.85779196,1.4973571,2.0303116,2.228641,2.305455,2.2572212,2.154957,2.0773478,1.9398465,1.8487291,1.1321213,0.6650617,0.39390558,0.15319669,-0.18910982,-0.88574547,-1.3297309,-1.6344855,-1.7381507,-1.6530678,-1.50897,-1.3345151,-1.0207376,-0.17616373,0.8984395,1.8587277,2.7412016,3.4295921,4.005334,4.099786,3.9767866,4.134023,4.3595695,4.500407,4.615802,4.546627,4.4254837,3.8715866,2.7474127,0.3707188,-1.1216217,-1.4029014,-1.5508766,-1.4966506,-1.3096423,-1.1222278,-1.1394508,-1.3541019,-1.5241513,-1.6278856,-1.5181468,-1.4260886,-1.4507086,-1.521389,-1.4653845,-1.497723,-1.4625964,-1.4890947,-1.5269518,-1.4879938,-1.3867588,-1.4083012,-1.3735881,-1.3394854,-1.460364,-1.39448,-1.2998862,-1.2467649,-1.3244462,-1.2461672,-1.2405126,-1.2500505,-1.2834659,-1.3060946,-1.3555422,-1.2808781,-0.22605558,-1.2064877,-1.2433512,-1.3170365,-1.3021827,-1.2944548,-0.22495471,-0.22464924,-0.22454146,-0.22446702
-1.3480024,-1.4350011,-1.5682082,-1.6478472,-1.8304567,-3.0457377,-2.006635,-1.6822069,-1.216172,-0.8364872,-0.8618659,-1.0178316,-0.93781376,-0.83767974,-0.7565775,-0.7685536,-1.3539621,-1.9105825,-2.61225,-2.8678005,-2.763707,-2.7654624,-2.9162283,-2.7234378,-2.441053,-2.3032253,-2.5245335,-2.4204879,-2.6830912,-2.398707,-2.1028295,-1.3462592,-1.0636203,-0.611751,0.17579836,-0.84258854,-1.6547198,-0.87158656,-0.3096265,-0.114114344,0.15766501,0.62217605,0.9364221,0.76714474,0.4721473,0.56209147,2.2929635,5.882657,7.4992094,8.747564,9.170357,9.395269,9.532684,9.336701,8.954788,8.364708,7.531325,6.406704,4.837384,3.2836316,1.9469779,0.5486411,-0.8856491,-2.446593,-3.4326086,-3.3505006,-3.4016159,-3.457974,-3.5776114,-3.1051373,-2.2091277,-0.2667372,2.1440873,3.4281716,3.306723,2.6355677,2.1550958,2.144566,2.4833431,2.6466677,2.662818,2.6304803,2.5086427,2.4253922,2.3867717,2.3793864,2.5248692,2.7821233,3.0566423,3.311547,3.340373,3.2777042,3.159842,2.8205612,3.18222,3.5310125,3.590076,3.24432,2.1705594,0.99547184,-0.5991626,-1.7208487,-2.1833196,-2.1754262,-1.8941995,-1.0372056,-0.06281708,0.058538184,-0.30540022,-0.45507258,-0.42132694,-0.035381436,0.6019251,1.1301584,1.0700781,0.9148258,0.83779323,1.0088418,1.3317653,1.506215,1.1992353,0.4569159,-0.71971196,-1.6678108,-1.9774654,-2.1366155,-2.2464552,-2.3202405,-2.58788,-2.6879344,-3.005005,-3.4102678,-3.8842516,-4.107924,-4.073558,-4.181525,-4.261803,-4.1993446,-4.143406,-4.144791,-4.1279936,-4.1429615,-4.147562,-4.128823,-4.074438,-4.117532,-4.1635656,-4.0190835,-3.977649,-4.1005797,-4.1316915,-4.1244717,-4.1356106,-4.0986238,-4.078282,-4.1053467,-4.02848,-4.0672483,-4.0338793,-3.0486093,-3.9860475,-3.9168801,-3.9275866,-3.9591894,-3.911672,-3.046404,-3.0459278,-3.045793,-3.0456753
-2.1421955,-2.1894162,-2.2482767,-2.2935486,-2.365495,-2.0132012,-2.5427437,-2.604304,-2.7401915,-2.2960138,-2.1098,-2.0482364,-1.9831297,-2.1169546,-1.3497525,-0.73883325,-0.18729231,1.4629469,2.5263996,1.9250193,0.4601758,-1.1007004,-2.162704,-2.704159,-2.6283712,-2.532144,-2.529227,-1.7152,-1.5019838,-2.0274673,-2.182034,-2.1816614,-2.2405128,-2.028162,-0.9647453,-0.41329867,-0.13830066,0.6643038,0.99748874,1.0334195,1.0571355,1.0839987,1.0208155,0.78820944,0.3984814,-0.18587017,-0.59873766,-0.8558045,-0.6478222,-0.44344282,-0.34456927,-0.31114626,-0.3038337,-0.45632282,-0.5451283,-0.6970595,-0.86442757,-0.9774761,-1.0140076,-0.9535093,-0.95570236,-1.1807406,-1.5157224,-1.4827676,-1.9417682,-2.310255,-2.603404,-2.6209915,-2.5153108,-2.088614,-1.3893994,-0.15200488,0.66764235,0.8412056,0.5694402,-0.034804463,-0.42482084,-0.66160715,-0.8885371,-1.1152332,-1.425051,-1.8979917,-2.1222172,-2.2587514,-2.2695289,-2.1207607,-1.7400172,-1.3909776,-1.1117102,-0.8526829,-0.71039754,-0.58583856,-0.5538361,-0.46367288,-0.47094136,-0.58589816,-0.78071064,-0.95309085,-1.1057777,-1.2761445,-1.6002913,-1.7951226,-1.7440176,-2.010912,-2.2299147,-2.0826511,-1.3760599,-0.5646421,0.16529164,0.71742654,1.0111384,1.1488167,1.1852542,1.2579086,1.4019163,1.3890885,1.2422402,1.1501616,1.0509388,0.89500797,0.5136229,-0.1957547,-1.1769694,-2.0308392,-2.4227319,-2.323464,-2.224578,-2.179286,-2.3015652,-2.28014,-2.3177102,-2.3827982,-2.5118217,-2.5680637,-2.6541586,-2.714012,-2.7101445,-2.7028992,-2.7506418,-2.7481637,-2.7430747,-2.7364452,-2.6910803,-2.7681804,-2.8081412,-2.7604494,-2.7920127,-2.6814632,-2.6240807,-2.6730368,-2.6869583,-2.6560063,-2.699893,-2.721737,-2.6294372,-2.6479266,-2.681221,-2.642102,-2.6830401,-2.013775,-2.613571,-2.5273511,-2.5983987,-2.6022158,-2.531138,-2.013198,-2.0130928,-2.0130534,-2.013033
-0.5161739,-0.62346697,-0.7412792,-0.62690425,-0.58358306,-1.8349167,-0.500623,-0.6681876,-0.71609414,-0.544963,-0.41055605,-0.45234138,-0.39079705,-0.25264382,-0.18966603,-0.0664963,-0.16653895,-0.56409174,-0.8193719,-1.2626026,-1.7178159,-1.9216883,-1.8264158,-1.5401292,-1.3899894,-1.0871855,-0.73719424,-1.3833773,-1.8251655,-1.5062518,-1.576359,-1.6558372,-1.541912,-1.2116954,-0.39889038,-0.3217735,-0.47398,-0.9002054,-1.3721186,-1.5204766,-1.481383,-1.3294947,-0.80689216,-0.14451891,0.5659051,0.7799495,1.2998384,2.5832953,2.136335,1.2539892,0.69290334,0.42977536,0.2538355,0.08910012,-0.002533406,0.13812687,0.25021875,0.26420024,0.21672618,0.24060431,0.5585343,1.0322473,0.8000184,0.02285555,0.27978602,-0.29703242,-1.077577,-1.6142573,-1.8433723,-1.8166964,-1.5762972,-1.1942447,-0.7171387,-0.73765457,-1.0413961,-1.471404,-1.7151814,-1.7746506,-1.5812933,-1.4781547,-1.3708751,-1.1746495,-1.1088785,-1.2193844,-1.4764092,-1.722554,-1.7633494,-1.8112866,-1.7302622,-1.5643337,-1.4481351,-1.3029069,-1.2721838,-0.97123796,-0.72048277,-0.36059624,-0.07665767,0.2515659,0.5208682,0.30507898,-0.1392735,-0.47389048,-0.6818736,-0.7062242,-0.6955298,-0.19923857,0.50904465,0.5702724,0.21682948,-0.02160284,-0.1733851,-0.119417086,0.23922133,0.5132187,0.26018178,-0.027287439,-0.009541959,0.15944757,0.5197982,0.8242064,1.078471,1.3738418,1.7859669,2.0757067,2.0671687,1.7722893,1.7062387,1.8341321,1.167116,0.53219366,-0.27661055,-0.66926473,-0.9564755,-1.2962693,-1.5103714,-1.690465,-1.8024889,-1.7435207,-1.6934705,-1.682148,-1.7644255,-1.8265252,-1.7604235,-1.8090308,-1.81656,-1.7815062,-1.7844323,-1.7844719,-1.7970439,-1.7156098,-1.6816906,-1.7281524,-1.6744983,-1.6960379,-1.6861641,-1.6710138,-1.7040482,-1.6961122,-1.6635324,-1.837047,-1.6871525,-1.6580436,-1.6028545,-1.6087582,-1.6288102,-1.8354043,-1.8349833,-1.8348418,-1.8347516
-0.2778747,-0.380466,-0.47394523,-0.5678563,-0.6537397,-1.7321157,-0.9998926,-1.4511395,-1.9063323,-2.1634812,-1.9958376,-1.8030896,-1.7145641,-1.8083963,-1.2234536,-0.8261044,0.0329825,1.6991575,2.5086768,1.6182721,0.30282605,-0.8149446,-1.2474544,-1.2160344,-0.91330886,-0.66138977,-0.6867852,-0.51512486,-0.881196,-1.567098,-1.674346,-1.460807,-1.2319713,-0.7078197,-0.08919719,-0.68344176,-0.9795207,-0.77476025,-0.5230665,-0.39517584,-0.35013616,-0.34920365,-0.37087864,-0.456403,-0.6197182,-0.6382303,-0.9906439,-1.2986143,-1.7660012,-1.6266673,-1.2925494,-1.0936857,-0.9680512,-1.0345262,-0.93564326,-0.75256383,-0.5232785,-0.43523386,-0.30877474,-0.21027723,-0.23204818,-0.46717143,-0.8949913,-1.1708834,-1.7090194,-1.6120071,-1.2419503,-1.0925884,-0.985456,-0.7305535,-0.4667408,-0.41587445,-0.9327719,-1.6005836,-1.7569792,-1.7101598,-1.4926474,-1.1865704,-1.0786109,-1.1498919,-1.2089067,-1.1683338,-1.1166055,-1.2026508,-1.3693416,-1.475571,-1.4977992,-1.6978709,-1.8506391,-1.984734,-2.0322824,-2.0359998,-1.972863,-1.7982293,-1.2563918,-0.65745187,-0.3450833,-0.08020115,-0.009501994,-0.15205473,-0.25360668,-0.5284836,-0.7228918,-0.8026917,-0.72463286,-0.31571397,0.5224334,1.2178072,1.7022319,2.0176237,2.2266564,2.364662,2.33078,2.163804,2.1998086,2.2904828,2.309607,2.3278615,2.2724261,2.0550058,1.6544063,1.065366,0.10940784,-0.8222188,-1.0400487,-1.015713,-0.9706344,-0.9784305,-1.043938,-1.0745238,-1.2200867,-1.4227793,-1.396736,-1.1477058,-1.0814464,-1.1080596,-1.012593,-1.0660193,-1.113207,-1.099867,-1.1306229,-1.1325188,-1.1335666,-1.1968086,-1.3002641,-1.2512004,-1.2383331,-1.224578,-1.1791089,-1.1659592,-1.2039825,-1.1918869,-1.1658266,-1.2107223,-1.137385,-1.1413517,-1.1949978,-1.0796516,-1.1596014,-1.7297157,-1.2087514,-1.1898869,-1.2164288,-1.1701525,-1.1719964,-1.731464,-1.7318549,-1.7319751,-1.7320738
-3.8859282,-3.8266134,-3.7338161,-3.641529,-3.6230388,-2.707096,-3.3007443,-3.096583,-2.6561062,-2.6080294,-2.704445,-2.771995,-2.968852,-3.116262,-3.3173163,-3.3423448,-3.4472017,-3.4849682,-3.1984825,-3.032768,-3.3472075,-3.3271856,-3.228657,-3.0812438,-3.0027986,-2.929031,-2.900388,-2.7638688,-2.9263406,-2.8362546,-2.7180738,-2.454115,-2.4914055,-2.5807333,-1.9243579,-1.1087956,-1.5854511,-0.6363653,-0.049351588,0.13407704,0.19428384,0.23561968,0.15342057,0.014760232,-0.114799306,-0.23082757,-1.499768,-2.2688081,-1.3940244,-0.8366374,-0.8960612,-1.0879878,-1.3656863,-1.6202079,-1.8161038,-1.9293852,-1.6460829,-1.2465165,-0.95777595,-0.5605843,-0.18181404,-0.36307803,-0.9208192,-2.3266454,-3.9012976,-3.9017558,-3.7285433,-3.6234522,-3.6441221,-3.6500452,-3.5427318,-3.209465,-2.5897317,-1.9014378,-1.4835021,-0.9295764,-0.47920203,0.049476862,0.47567165,0.730712,0.8383025,0.9894846,1.2389157,1.6876309,2.2463617,2.6685233,3.0355086,3.1975236,3.228745,3.3002372,3.2993298,3.26933,3.0769506,2.2275543,1.5135607,0.94432116,0.56345844,0.14185284,-0.32945418,-0.7917367,-1.3813545,-1.9578065,-2.364629,-2.8895519,-2.9731054,-2.9103618,-2.848507,-2.6624777,-2.368729,-2.023989,-1.7936217,-1.7112904,-1.8500378,-1.9755402,-1.9342608,-1.991718,-2.018335,-2.0538096,-2.204313,-2.3799627,-2.7666306,-3.3481283,-4.4347205,-4.349804,-4.049902,-3.742455,-3.568588,-3.3435612,-2.983158,-2.720017,-2.423675,-2.3419847,-2.598191,-2.870007,-2.9493537,-2.9713185,-2.968935,-2.9481149,-2.969888,-2.9863503,-2.9339125,-2.9658978,-2.9402928,-2.9042568,-2.8935921,-2.9286184,-2.9529018,-2.932365,-2.9756663,-3.0919642,-3.0565453,-3.0697317,-3.0716476,-3.0467086,-3.1114602,-3.138987,-3.111991,-3.2066085,-3.1592062,-2.7056184,-3.0189269,-3.051574,-3.1361709,-3.144378,-3.0797634,-2.7066684,-2.7069294,-2.7070222,-2.707099
