0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
11.986706,12.101589,12.052467,10.9995985,9.347572,8.225239,7.0039577,6.7125096,6.628339,5.3800287,4.291788,3.5319426,2.555886,1.4749066,0.777014,-0.13472298,-0.11415387,-1.2618316,-1.8491211,-1.1777169,-0.7893458,-0.47717828,-0.4165907,-0.74963176,-0.7564157,-0.3298378,-0.008161843,0.04273933,-0.15284194,-0.42054695,-0.57026017,-0.76123905,-0.9495249,-1.1226425,-1.1543107,-1.1591742,-1.2558002,-1.2562293,-1.0715737,-0.47057998,0.080830395,0.0020651072,-0.089406505,-0.20051551,-0.75341415,-1.400793,-1.9144158,-1.9926218,-1.5261518,-1.2200223,-1.0812088,-0.8133581,-0.3671067,0.12606946,0.21469557,0.30529216,0.69633794,0.69801766,0.5092758,0.20970502,-0.57138443,-1.1765352,-0.90483284,-0.03106555,0.95907855,1.9632432,2.1487715,2.341207,2.5678945,2.6210883,2.5398302,1.6337863,0.61676407,0.3386044,0.6735521,1.385577,1.2515143,0.8079335,0.42655995,0.12205675,0.120406136,0.5155596,0.7449291,0.831281,1.1790979,1.5591481,1.3240144,0.6417691,0.6552998,0.40775338,0.37858284,1.1073895,2.078093,2.5867379,2.5488055,3.044864,3.0226789,2.681319,2.7566779,2.677173,2.1715817,1.1702986,0.6477726,0.31055784,0.20683663,1.3584776,1.4088001,-0.17620584,-0.56353843,-1.0690194,-1.3149195,-1.4537734,-1.5119438,-1.5530727,-1.5399802,-1.5388452,-1.3240705,-1.1475211,-0.89462423,-0.72729975,-0.48066854,0.039173096,0.8041149,1.5907588,1.7857194,1.5956032,1.013818,0.07421893,-0.5104817,-0.69252855,-0.8801166,-0.6135489,-0.26144698,0.17626071,0.16451803,0.31670058,0.53788376,0.512373,0.3349545,0.4381886,0.66716653,1.0496287,1.2915483,1.168897,0.98031753,0.76365596,0.7830851,0.9482236,1.4605217,2.717195,4.7969146,7.1664815,8.712163,9.715027,10.975481,10.490512,10.490503,10.490351
-3.092347,-3.0985513,-3.0315268,-2.5322323,-2.4109747,-2.4505973,-2.3717003,-2.1857948,-2.0638125,-2.0833151,-2.196006,-2.3237212,-2.2605443,-2.0208974,-1.721824,-1.4265414,-1.2938507,-0.88275003,-0.30990282,0.2874266,0.78706497,1.0048665,1.0446035,1.1001978,1.016615,0.72657204,0.33848494,-0.082541615,-0.41313708,-0.6970052,-0.89096797,-1.0011007,-1.0934691,-1.0488709,-0.8645042,-0.82889026,-1.0928011,-1.1789094,-1.1138821,-1.4223001,-1.9758749,-2.2451284,-2.375646,-2.4573727,-2.540899,-2.8637307,-3.584515,-3.842048,-2.7756367,-1.6121067,-0.13836113,0.67682534,1.0098885,1.3905691,1.2399961,0.3061239,-0.70255005,-1.5458117,-1.9965663,-1.7714329,-1.539204,-1.4045149,-1.2366974,-1.2456254,-1.6995721,-1.97502,-1.8990893,-1.8573864,-1.8820741,-1.869319,-1.7933831,-1.2943959,-0.68226254,-0.64305073,-0.88632405,-0.7119323,-0.15933216,-0.17311764,-0.5018582,-0.900103,-1.0020757,-0.7243487,-0.5061196,-0.8733125,-1.2473524,-1.4900486,-1.8500133,-2.4649625,-2.7267382,-2.8123574,-2.7914982,-3.0064073,-3.18788,-3.1617994,-3.0747967,-3.077689,-2.8834133,-2.8392801,-3.0009103,-2.9909115,-2.828355,-2.3172293,-1.8050328,-0.3795177,0.31482843,0.5096227,0.19039509,-0.14221284,-0.39350492,-0.36979413,-0.18088093,-0.17031662,-0.16749986,-0.15675935,-0.16702148,-0.09190998,0.005901873,0.04518067,0.015532054,-0.25323254,-0.71752226,-1.2325423,-1.6500978,-1.6936375,-1.6141644,-1.4745284,-1.3263028,-1.2100856,-1.5434623,-2.073599,-2.3792229,-2.168828,-1.8393205,-1.5447571,-1.515433,-1.1995269,-0.9372293,-0.85592365,-0.8905624,-1.0725534,-1.4284086,-1.8034444,-1.7427208,-1.397151,-1.0664235,-0.8070568,-0.47537428,-0.21600497,-0.073756844,-0.14420421,-0.32694033,-0.7166545,-0.93760383,-1.153922,-1.5265019,-1.4815233,-1.4815415,-1.4815042
-0.18975258,-0.13774344,-0.30225343,-0.5321373,-0.9592523,-1.1425115,-1.3528346,-1.5359604,-1.6402011,-1.1774113,-0.83473,-0.70094526,-0.7665082,-0.9771086,-1.6634605,-2.1705835,-2.4409447,-2.839639,-3.4250531,-2.9072297,-2.2075229,-1.8592787,-1.5316079,-1.2932166,-1.2424899,-1.29445,-1.3105912,-1.5318146,-1.7653304,-2.021028,-2.234945,-2.3712425,-2.4706235,-2.561909,-2.5169508,-2.2034569,-1.6476414,-0.65647846,-0.094463706,0.1450595,0.37571976,0.39410174,0.30541107,0.20654038,-0.04904434,-0.72994417,-1.5119448,-1.9589691,-2.7616622,-3.2216733,-3.1783814,-2.763052,-2.8634336,-2.9440687,-2.5567236,-2.1887128,-1.9079001,-1.4806641,-1.4211425,-1.299796,-1.4626381,-1.7491393,-1.2601348,-0.83534175,-0.43397135,0.15165907,0.28693593,0.18748526,0.13272326,0.025407895,-0.115076095,-0.34857503,-0.34969965,-0.5751628,-0.9962678,-1.5286572,-1.1998607,-0.91797954,-0.55358434,-0.570563,-1.3271986,-1.8861443,-1.5947543,-0.5942302,-0.018193737,0.6746485,1.2467062,1.9526556,2.3142505,2.5030475,2.646604,2.5315585,1.7180896,0.9265625,0.2672608,-0.46323448,-0.93745613,-0.991629,-0.9228531,-1.1406062,-1.3736393,-1.6633159,-1.6269042,-1.6410604,-1.4833244,-1.7620306,-2.0266707,-2.3756359,-2.3528647,-2.2295668,-2.1072457,-1.9957447,-1.9228725,-1.9023254,-1.9018419,-2.0155456,-2.2839804,-2.5372553,-2.6908257,-2.5680299,-2.271176,-2.0905156,-1.6168729,-0.675909,-0.35731405,-0.48690197,-0.6861653,-0.84953815,-0.87853885,-1.4021151,-2.2031534,-2.5062995,-2.2743099,-1.768697,-1.4356797,-1.1732361,-1.1975229,-1.3746934,-1.3665423,-1.2200656,-1.155474,-1.178164,-1.2234812,-1.2487113,-1.3455899,-1.523102,-1.7336862,-1.7776576,-1.7598358,-1.8058596,-1.9069936,-1.9614291,-2.127309,-2.1123483,-1.6176963,-0.1096565,-0.109761,-0.109513104
-1.6918933,-1.6382347,-1.56088,-1.2263429,-1.3092988,-1.3037661,-1.2455636,-1.3853942,-1.4732325,-1.5325196,-1.4943521,-1.4658804,-1.4137384,-1.234365,-0.4064929,1.3594329,3.092,6.163451,8.867852,9.930232,10.015518,9.917873,9.758223,9.432304,8.8898945,8.136881,6.8612614,5.5947237,4.5746274,3.4779406,2.4467745,1.333571,0.06717788,-1.0146742,-1.4719392,-1.7540479,-2.0280693,-2.0680835,-2.0239308,-2.0687385,-2.0076008,-1.834465,-1.7323434,-1.6139919,-1.4088917,-1.0968975,-1.155108,-1.5554318,-1.7002294,-1.6214793,-0.90331554,0.0022424757,0.7130185,1.296262,1.3135273,0.81928337,-0.07006453,-0.7302341,-0.98615736,-1.301277,-1.6477505,-1.5269173,-1.1191807,-0.5967242,-0.3296907,-0.36603445,-0.38725027,-0.43014583,-0.52407,-0.57490206,-0.6892843,-0.71468234,-0.7760028,-0.93865764,-1.3700502,-1.6004047,-1.295785,-1.1070418,-0.6951984,-0.2544211,-0.18527043,-0.0020666793,0.9684565,2.2446294,2.3621855,1.320975,0.60606456,-0.18734834,-0.27122098,-0.3960092,-0.8956425,-1.588712,-2.0272079,-2.1149535,-2.1233597,-2.2244365,-1.9711715,-1.3226513,-1.2998638,-1.3156278,-1.5277992,-1.8833663,-1.6072683,-0.70205647,0.115838096,-0.30872995,-1.0663395,-1.2998135,-1.0596999,-0.9890197,-1.2781323,-1.6151682,-1.6711067,-1.6773021,-1.6760736,-1.5894549,-1.556188,-1.3686934,-0.96524334,-0.79298294,-0.5921899,-0.7025858,-0.90479136,-0.9269549,-0.97108126,-0.95577186,-0.93722725,-0.76940876,-0.6680666,-1.0266762,-1.4538832,-1.4498396,-1.220454,-0.9126673,-0.8810315,-0.9651543,-1.2463008,-1.4659761,-1.5426034,-1.3523517,-1.1192852,-0.8069934,-0.24561028,0.22876266,0.53119594,0.5769684,0.63545465,0.66858417,0.8797252,0.69921535,0.4596477,0.08663459,-0.073336326,-0.121874824,-0.10246953,1.1272261,1.127186,1.1272244
0.6308665,0.5082588,0.47068018,0.45712715,1.0182563,1.0905074,0.9783301,0.92877,0.87987775,0.82871926,0.9223943,1.0652741,1.1099173,1.1639271,1.7614084,2.2685072,2.4062557,1.8424962,0.3922509,-0.9489549,-1.4664757,-1.7980285,-1.9530548,-2.1080618,-2.0374918,-1.7269781,-0.9249706,-0.13813397,0.30261204,0.7439027,1.1136752,1.5320191,1.8776243,2.0975416,2.056006,1.8398533,1.5430996,0.4589907,-0.9631569,-2.12151,-2.751982,-2.6353736,-2.442412,-2.3554785,-2.120471,-1.6095276,-1.1010664,-0.70041573,0.28855786,0.85969067,0.96748716,0.11850531,-0.34224296,-0.64855206,-0.39388838,-0.38376588,-0.9417201,-1.5384319,-1.6457565,-0.71794474,0.22932036,0.5402378,-0.13420482,-0.9315691,-1.8056705,-2.4517632,-2.472918,-2.3619819,-2.4955654,-2.735498,-2.800958,-2.6033096,-1.9530771,-1.3065752,-0.9413538,-1.4594505,-2.132518,-2.2121272,-2.0386884,-1.9882431,-1.7255335,-1.3872993,-1.1737988,-0.53689504,-0.12661147,-0.611632,-0.7626306,0.46964025,0.57283,-0.072148204,-1.0318134,-1.5580258,-1.3389797,-0.8884597,-0.4185658,0.16116163,0.2938131,-0.027361207,0.03853959,0.29842877,0.6194335,0.8683352,0.75449944,0.8660999,0.014703095,-0.3294177,0.057703942,0.33113134,0.6437385,0.7219749,0.7614406,0.5354806,0.34739646,0.28323674,0.17698959,0.15603402,0.33073068,0.5260943,0.60430634,0.3578025,-0.099409625,-0.8151425,-2.013269,-2.5404434,-2.3054245,-2.000079,-1.7101899,-1.1702266,-0.34252095,0.69230956,1.6997944,1.8167017,1.4360933,0.7381172,0.19694759,-0.71272296,-1.057021,-1.1865032,-1.1885946,-1.1600682,-0.99720633,-0.6650779,-0.48011136,-0.49396732,-0.650754,-0.73405147,-0.7895454,-0.7685212,-0.86777645,-0.8860497,-0.9745911,-0.7733673,-0.30877578,-0.12668675,0.019096315,0.105644315,0.10567373,0.10565296
-2.7238922,-2.6787314,-2.688912,-2.6078017,-2.2891881,-2.1022158,-2.0886674,-2.2235367,-2.2342749,-2.209228,-2.2193084,-2.274688,-2.4207478,-2.526195,-2.4693854,-1.9250519,-1.5474365,-0.8747302,0.6513378,1.1156765,1.0995287,0.9374588,0.6884921,0.44873548,0.18208618,-0.23885846,-0.45407104,-0.2594068,0.114138305,0.2532949,0.40311676,0.4607619,0.47190422,0.11799058,-0.3718084,-0.89921874,-1.4103525,-1.8853245,-1.9285796,-2.3703036,-2.7163591,-2.5305905,-2.3784888,-2.2902062,-2.006182,-1.2552478,-0.3598526,-0.65404165,-1.329905,-1.5726656,-1.8895664,-2.0857658,-1.9000895,-1.4357038,-1.141663,-1.4541655,-1.8438568,-1.4851248,-1.207722,-1.4295151,-1.5901432,-1.6140373,-1.6400809,-1.5605143,-1.7609253,-2.1696281,-2.4028037,-2.3941228,-2.3348193,-2.1269593,-2.0147188,-1.6239402,-1.2684302,-0.9451841,-0.79064894,-0.22669846,0.48965722,0.32920748,-0.22386739,-0.71801,-0.8775486,-0.5709822,-0.12942517,-0.5436784,-1.2039988,-1.7192631,-1.6945299,-1.8376851,-2.2330189,-2.1492229,-2.2211492,-2.8408527,-3.2288153,-3.3779106,-3.2523725,-3.0817225,-2.7196777,-2.4783242,-2.629159,-2.4789634,-2.2226536,-2.0074162,-2.1081572,-2.6255734,-2.05048,-1.1203963,-0.7858902,-1.2599547,-1.6222644,-1.9200567,-2.2442675,-2.3968263,-2.3834786,-2.3323293,-2.3074718,-2.1928995,-2.0357301,-1.8541272,-1.7201406,-1.8184367,-1.9549682,-2.1013024,-2.56351,-2.8552823,-2.9069984,-2.7877293,-2.6059437,-2.0761976,-1.491976,-1.2189356,-1.0116508,-1.0802097,-1.3964195,-1.9514832,-2.0369787,-1.7667658,-1.4399264,-0.8741952,-0.2739156,0.18441172,0.22699086,-0.28522742,-0.96908635,-1.3534194,-1.5304973,-1.4307957,-1.2432437,-1.3383868,-1.5150058,-1.7075458,-1.8865602,-1.9584363,-2.0153503,-2.0429156,-2.1721423,-1.3048794,-1.3047649,-1.3047657
-2.519005,-2.602416,-2.6932895,-2.5185564,-2.1811163,-2.1133318,-1.9623775,-1.8460121,-1.7480543,-1.7663711,-1.804843,-1.8407267,-1.7909316,-1.6681316,-0.81778747,0.32037374,0.2690261,0.2977322,0.44346142,-0.081115276,-0.3579258,-0.31949934,-0.33970213,-0.226605,-0.22901872,-0.18254751,0.10723415,0.5698245,0.99265075,1.1425488,1.2252705,1.2724504,1.2493116,1.1051011,0.9947872,0.8247999,0.5342318,0.21601728,0.086175665,-0.52488244,-1.5666336,-1.974795,-2.2022753,-2.3227177,-2.342146,-2.153258,-1.4689084,-0.8699545,-0.30242196,0.12196219,0.07287228,-0.07332173,-0.22020125,-0.71811044,-1.3682611,-1.813417,-1.7758769,-1.3572767,-0.17644566,0.16026543,0.59360677,0.9018808,0.8613162,0.1311963,-1.011718,-2.2233706,-2.5305567,-2.5854669,-2.6959639,-2.845303,-2.9115796,-2.6737165,-2.5152206,-1.9947331,-1.2322075,0.10701622,0.46551245,0.56776977,0.41412222,0.5904857,1.0571157,1.2633976,0.78141737,0.30040765,0.20494589,-0.44452235,-0.87840974,-1.0209634,-1.4328932,-1.5577359,-1.7871355,-2.2446392,-2.4658525,-2.5325742,-2.480809,-2.523416,-2.446407,-2.3990865,-2.3780396,-1.9089496,-1.070213,-0.42438424,-0.36538833,-0.61801195,-0.28901812,-0.43447262,-1.2607393,-1.6207595,-1.5006828,-1.4034369,-1.5086408,-1.4917574,-1.4726931,-1.4415064,-1.4139991,-1.1793439,-0.60388565,-0.20511734,-0.37261236,-0.6696788,-0.84705204,-0.81283796,-1.0217122,-1.7367232,-2.0362275,-1.8308144,-1.3180315,-0.5878062,-0.0068911314,0.112247184,0.47797778,0.65481347,0.5193929,0.19795361,0.24122386,0.43996844,0.3221644,0.1363865,0.050924838,-0.040580247,-0.16677535,-0.47357965,-0.9854897,-1.3016187,-1.4961134,-1.6590835,-2.0610936,-2.3589778,-2.6559358,-2.5761247,-2.4122725,-2.378882,-2.6837213,-2.7519417,-2.9113343,-2.8895638,-2.8895242,-2.8895216
-0.8512303,-0.915075,-0.7811921,-0.5608408,-0.8586587,-1.0424336,-1.053124,-0.9764424,-0.92142993,-0.85047674,-0.846913,-0.7832774,-0.5270295,0.011499442,0.825412,2.058639,2.210603,2.3631642,2.4091084,3.1256914,3.4797907,3.4214702,3.1662734,3.0114431,2.864476,2.2515457,1.69433,1.3760676,1.1254483,0.99653226,0.9747987,1.0843922,1.2006853,1.4461262,1.882333,2.19636,2.025562,1.781051,1.3494887,0.7816101,-0.08221711,-0.2918347,-0.20157021,0.11760894,0.47428185,0.73361886,0.17940973,-0.33494923,1.0745076,2.879188,6.3390403,8.8456745,10.129475,10.488906,9.558908,7.1245756,3.8483913,0.86299145,-0.7586149,-0.8787286,-0.83957124,-0.7570348,-0.93074095,-1.1792607,-1.4711792,-1.7072605,-1.653377,-1.5716155,-1.1749644,-0.7227206,-0.3485213,0.26444757,0.46652278,-0.055960745,-0.37980863,-0.703415,-1.0573912,-1.6372192,-2.2080944,-2.114244,-1.8322693,-1.5811269,-1.3563212,-1.4725426,-1.0086852,0.27362555,0.2480169,0.29812953,0.39487898,0.3752301,0.11538227,-0.7364587,-1.4647224,-1.7313251,-1.7428913,-1.6607628,-0.99511147,-0.60250854,-0.6251671,-0.39011922,-0.33857024,0.5009955,1.6196281,6.287745,9.706308,11.172068,11.572585,11.294976,10.432364,9.106737,7.2352986,5.84188,5.212973,4.8485827,4.4234266,3.7914948,3.0311081,2.7942896,2.842309,2.604872,1.9923422,1.1692868,0.2053884,-0.59818214,-0.861316,-0.65936536,-0.18422675,0.2522655,0.050778717,-0.59853935,-0.76027536,-0.47715253,-0.20387173,0.124693334,0.2763176,0.5684413,0.50749993,0.26838636,-0.03256053,-0.49095306,-0.8768605,-1.0596578,-0.74996626,-0.0420354,0.72519314,1.329072,1.9907584,2.2634506,2.4835405,2.3194265,1.8891053,1.0609076,0.71620387,0.48912638,0.17657064,0.7051827,0.70510095,0.705316
-0.8186736,-0.92070115,-1.0556415,-0.561571,1.0078573,1.7977645,2.7617402,3.502521,3.9126754,4.4570103,4.5609455,4.8397193,5.653,7.1929293,9.183161,9.83429,9.558665,8.7940035,6.533536,3.6298065,1.9975975,0.9913191,0.39844814,-0.14364626,-0.54537135,-0.6047799,-0.8841639,-1.0020671,-1.0799947,-0.863729,-0.6003299,-0.31194893,0.022381842,0.29368013,0.35439953,0.12412611,-0.16405213,-0.6041637,-0.93080235,-1.5393014,-2.0697925,-2.1578088,-2.14175,-2.1280575,-1.9932454,-1.4582449,-0.48559037,0.66975355,1.532198,1.5534999,0.96799153,0.13329391,-0.3193486,-0.19902562,-0.2883412,-0.83241254,-1.008375,-1.2550575,-0.8197785,0.05005434,0.79547143,0.5248836,-0.09427425,-0.58497596,-1.0886791,-1.5736493,-1.520237,-1.2655904,-1.0885413,-1.0155193,-0.99591357,-0.65593815,-0.4994794,-0.8079231,-0.7780036,-0.5784686,-0.7314825,-0.50625247,-0.35708502,0.3997107,1.633819,1.9961207,1.3168204,0.69437784,0.7234807,-0.5242916,-1.4028802,-2.0596828,-2.3708012,-2.344133,-2.113066,-1.8996315,-1.8943167,-1.9990499,-2.0798526,-2.137933,-1.926935,-1.6910769,-1.6571537,-1.5435834,-1.1424795,-0.7190122,-0.7675368,-0.83298326,-0.9719382,-0.82797194,0.47516972,4.225629,6.753049,8.87492,10.208519,10.763386,10.986163,11.094485,11.192101,11.29162,11.2594185,11.193533,11.105203,10.693934,9.597471,8.426668,5.7627683,2.0463908,0.7991613,0.397024,0.25746888,0.31406546,0.12875699,-0.0053832084,-0.00083591044,-0.20079184,-0.57210344,-0.92203313,-1.0281229,-0.73269,-0.3186685,0.20336777,0.4798175,0.56728995,1.2310905,2.7634187,5.745701,8.282845,9.713011,10.662285,11.599287,12.037117,11.90132,11.66832,11.179171,10.473938,9.575229,8.797848,7.2737536,4.286257,4.2864532,4.2856297
-3.1153731,-3.1118433,-3.133668,-2.8967166,-2.8017983,-2.7062025,-2.7755165,-2.81182,-2.8232026,-2.6238317,-2.5589595,-2.5039897,-2.372334,-2.394322,-2.503715,-2.3057065,-2.181666,-2.163326,-3.1752048,-3.861215,-3.7140243,-3.5334702,-3.4321609,-3.3879247,-3.5213532,-3.76843,-3.713982,-3.2907016,-2.6606176,-2.3521516,-2.2623,-2.3053744,-2.4395661,-2.6976602,-2.9352262,-3.2485778,-3.6464536,-4.2824936,-4.702207,-4.5930405,-3.7508183,-3.212521,-2.9527035,-2.980153,-2.997033,-2.932981,-2.7491097,-2.6490154,-1.8208269,-1.0164258,-0.74043995,-1.2675022,-1.6857666,-1.8805096,-1.855123,-2.1119592,-2.4967246,-1.9774601,-2.1751263,-2.439582,-2.388456,-2.2456405,-2.6736817,-3.0374255,-3.2019515,-3.189247,-3.0579174,-2.9674358,-2.9826794,-2.9458592,-2.7325983,-2.2886212,-2.0419607,-2.1912155,-2.3340988,-1.6373723,-1.2111251,-1.5430982,-2.101258,-2.5842395,-2.5778081,-2.209845,-1.9614232,-2.0484865,-2.4921029,-2.7386913,-2.5692532,-1.6563923,-1.6170601,-1.679182,-2.140414,-2.4468188,-2.2045326,-2.007761,-1.8548687,-1.8808507,-2.0905666,-2.2883244,-2.151107,-2.0472443,-1.623672,-1.1085355,-0.9202397,-0.8013545,-1.6584729,-2.0829244,-1.0743572,-0.21914922,-0.22930491,-0.43466616,-0.7144036,-1.0244575,-1.2257168,-1.3895466,-1.5992273,-1.912493,-2.300732,-2.5111718,-2.794898,-3.0351872,-3.0190146,-3.1931543,-3.6063004,-3.4779487,-3.0877533,-2.847187,-2.5976896,-2.233954,-2.0870786,-1.9401447,-1.4291594,-0.7443886,-0.56259096,-0.6727014,-0.43516135,-0.3012737,-0.17090297,-0.071427226,-0.20124173,-0.35093004,-0.41286084,-0.5161625,-0.92145544,-1.4899368,-1.7792358,-2.0102363,-2.3698244,-2.7052598,-3.1046188,-3.4765975,-3.627049,-3.3681397,-2.9625306,-2.9808912,-2.9632785,-3.3215346,-3.3214462,-3.3216767
