0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
12.966015,13.030775,13.161425,13.240262,11.208073,11.201749,12.996893,12.949245,12.280536,10.505592,8.738743,7.1513944,6.1035376,5.234153,4.3504767,4.003782,3.6796517,3.5472734,3.3115315,3.2296453,3.0786629,2.9071965,2.5355082,2.1226826,1.8319997,1.651139,1.5462302,1.3669403,1.1844916,1.1005881,1.2197816,1.5151869,1.8350337,2.079296,2.1872692,2.5365427,2.2668405,0.8686797,0.8634636,1.3298073,1.4904181,1.2044579,1.0749274,1.374254,2.0048344,2.931898,4.2871547,5.6791425,6.487998,6.3325887,4.4661865,3.204916,3.130485,2.9753554,2.7092721,1.9554262,1.2734472,0.7244174,0.66954935,1.0369639,0.9536089,0.78829706,0.7015097,0.66038173,0.81664807,1.0313246,1.465764,2.2223725,2.1635213,2.1955028,2.2629628,2.221608,1.9562814,1.3709008,0.20241803,-0.47031334,-0.46231446,0.061728686,0.46563217,0.6326367,0.59541863,0.958969,1.7483257,2.1507912,2.549905,2.9365988,3.110097,1.9500182,0.9627925,0.888123,1.3320864,1.5756198,1.7073379,1.4801542,1.1738956,0.7895684,0.24408634,-0.4456061,0.053825438,0.818325,1.1118237,1.0222,1.0140747,1.0966994,1.1277486,1.1868763,1.1984973,1.167547,0.9751025,0.5209668,0.19529204,0.47667754,0.8847487,1.3374859,1.7129197,2.1333876,2.4581108,2.7559004,3.193301,3.7483037,4.6990194,6.5457788,8.242647,9.460138,10.431776,10.792343,11.4454775,11.799145,12.253841,12.769941,13.16084,13.275924,13.266901,13.294508,13.095589,13.261607,11.204184,11.201694,11.201642
-2.4741912,-2.4651194,-2.461141,-2.484416,-1.092582,-1.0903825,-2.2427301,-2.1759877,-2.032406,-2.0173335,-2.3393145,-2.6734746,-2.7815323,-2.8941698,-2.8790252,-2.847611,-2.9242291,-2.8723683,-2.6477985,-2.4932067,-2.3911653,-2.3553805,-2.2567909,-2.0076547,-1.7953303,-1.4734304,-1.2745211,-1.0703607,-0.86699426,-0.57742715,-0.27036902,-0.24114195,-0.68676174,-1.3581662,-1.745146,-1.737318,-1.865592,-1.9262829,-2.2716842,-2.5465837,-2.5072975,-2.2485175,-2.0002484,-1.8184897,-1.4733828,-1.2553647,-2.269523,-2.852494,-3.246264,-3.5435424,-3.4619637,-3.1570811,-3.1130307,-2.98159,-2.7095845,-2.1810117,-1.7435457,-1.952416,-2.0706267,-1.5315642,-1.0745468,-0.81299573,-0.61767113,-0.43912983,-0.72592723,-1.5388161,-2.186936,-2.090104,-1.744114,-1.4567468,-1.3763163,-1.3121244,-1.2109331,-1.1548758,-1.0122894,-1.0521152,-1.3291231,-1.2540814,-0.63415444,0.08846766,0.859635,0.49765983,0.0108734965,-0.11953187,-0.2555027,-0.45998967,-1.202266,-1.7671976,-1.9257343,-2.5302022,-2.8317385,-2.869595,-2.8263943,-2.5791726,-2.4391246,-2.3361938,-2.2314522,-2.2344227,-2.7653077,-3.0003572,-2.5367193,-2.3606322,-2.221357,-2.1399899,-2.1139524,-2.0596719,-1.8966761,-1.6505971,-1.2014909,-0.38597792,0.39678887,0.7246935,0.8771591,1.572673,2.2382607,2.8707764,3.4597282,3.8411503,3.6169915,3.4489155,3.4224877,2.7845519,2.034264,1.249421,0.45894507,0.045317024,-0.7081642,-1.0719138,-1.4119737,-1.6369638,-1.9216874,-2.0304334,-1.8805456,-1.7907776,-1.7262808,-1.866864,-1.091061,-1.0902835,-1.0902994
0.5147854,0.4756794,0.4526106,0.471095,0.5235654,0.5226171,0.20462143,0.14376122,-0.06359285,-0.48988742,-0.53599656,-0.4572035,-0.27845138,0.009219598,0.36165527,0.5741173,0.91262686,0.90267456,0.85107434,0.9714484,0.97587645,0.7556669,0.27926725,0.113411404,0.2044646,0.3215349,0.33816195,0.37997076,0.42890695,0.40333658,0.3679056,0.26643956,0.03375908,-0.0356344,0.0205722,-0.4501035,-1.1129686,-1.3407904,-1.3154058,-1.2763066,-1.1217656,-0.9524214,-0.92428124,-1.1204053,-1.9060608,-2.1745284,-1.9806617,-2.3789582,-2.4710324,-2.2134328,-1.8880863,-1.8853436,-1.880209,-1.9035861,-1.4976231,-0.9667692,-0.89207536,-0.9584595,-1.0899858,-1.3698171,-1.5438206,-1.5219779,-1.4761872,-1.4256201,-1.3406036,-1.3821561,-1.6219512,-1.6847639,-0.78173745,0.08828824,0.5747086,0.70873904,0.735259,0.5235431,0.20021233,0.13671964,0.15498173,-0.71251166,-1.4390273,-1.4222639,-1.0523636,-1.2438178,-1.458611,-1.5927515,-1.7149608,-1.6607863,-1.0693921,-0.334779,-0.06050831,-0.27806246,-0.4246709,-0.45341015,-0.5252752,-0.4575675,-0.5172235,-0.55612206,-0.7666672,-1.0777612,-0.9170127,-1.146804,-1.6616985,-1.9919999,-2.1058078,-2.1371903,-2.137133,-2.1139078,-2.1505218,-2.1740189,-2.2120695,-2.2061858,-2.0862079,-2.1119423,-2.3256917,-2.309844,-2.2292733,-2.0452647,-1.9131525,-1.8216196,-1.81002,-1.7349787,-1.5805262,-1.3333459,-1.2545818,-1.4982522,-1.5306125,-1.408108,-1.1774869,-1.0821683,-0.9037443,-0.6419704,-0.44140053,-0.44319838,-0.38704833,-0.37213892,-0.6071518,-0.47464597,0.52239776,0.52253115,0.52255845
-1.6383576,-1.6565834,-1.6874472,-1.7345265,2.2954125,2.3004043,-1.4131079,-1.2470311,-1.0842657,-1.1258057,-0.97187006,-0.8515949,-0.5501331,-0.5472822,-0.72181535,-0.8208662,-0.9999556,-1.0929967,-1.114908,-1.0269457,-0.921728,-0.79187024,-0.49578235,-0.10807273,0.10667001,0.22765455,0.119025566,-0.037216447,-0.1159929,-0.27595502,-0.4483583,-0.5618073,-0.64935696,-0.5247748,-0.13291083,0.37575254,0.38902527,0.018555153,0.040549085,0.27016422,0.6037411,0.9486302,1.1820052,0.6735882,-0.5841069,-0.84521234,-1.1704929,-1.7065082,-1.8751459,-1.8593351,-1.6843598,-1.4854313,-1.4145977,-1.3130713,-1.2020359,-0.88067067,-0.5777155,-0.9669652,-1.3657153,-1.5386829,-1.7694759,-1.7736754,-1.6192338,-1.2886786,-0.7578751,-0.50787306,-0.3882573,-0.40611485,-0.45405662,-0.6429739,-0.83430797,-0.9375632,-0.88319135,-0.6803531,-0.2688919,0.16580096,0.8831728,1.3537107,1.9188702,3.924306,7.598486,9.913682,11.7428875,12.033156,12.155891,11.871507,11.158531,9.5538845,7.3264456,2.8184252,-0.4502984,-1.5618618,-2.0444696,-2.020596,-2.0205598,-1.8693104,-1.5786841,-1.4208589,-1.8244736,-1.9051843,-1.5052295,-1.2700447,-0.9819534,-0.7445503,-0.66375923,-0.55997145,-0.36662692,0.25692526,1.9072347,5.051315,8.22875,10.480587,11.59853,12.191982,12.219553,11.97249,11.746084,11.60414,11.545639,11.466882,11.192738,10.57711,9.66441,8.585164,7.494562,7.0706263,5.8788757,5.1278133,4.2644873,3.1794846,2.032662,1.4163151,1.6505995,1.6569071,2.1229837,1.4716027,2.300066,2.3006673,2.3005643
0.23916976,0.15861136,0.014686555,-0.09270385,0.98837113,0.9887023,-0.73382664,-0.8084029,-0.75457764,-0.45283857,-0.19468614,-0.052505165,-0.16926098,-0.25744075,-0.43464735,-0.55210894,-0.50957704,-0.28888702,0.026628703,0.38053063,1.1440723,2.39288,5.0549216,7.2113523,8.432039,9.612752,10.575683,11.120999,11.261524,11.105772,10.443349,9.574912,8.135878,5.4277763,2.0000305,-0.6170155,-1.2505723,-1.2230159,-0.97931737,-0.62299186,-0.37345716,-0.22839561,-0.17986731,-0.018848866,-0.034662783,-0.64639074,-1.4484308,-1.4254261,-1.0028177,-0.5224099,-0.10390666,0.37766522,0.46847165,0.51419765,0.07348116,-0.8546561,-1.5147668,-1.5376728,-1.1153865,-0.7144167,-0.28897303,-0.1227092,-0.088718176,-0.13252234,-0.37593365,-0.61060125,-0.8806075,-1.2825804,-1.9264793,-1.941953,-1.8956873,-1.8590702,-1.8882786,-1.8488064,-1.6060038,-0.9708501,-0.06498437,0.9255583,1.3899288,1.381102,0.5499219,0.17972259,0.1874309,0.15501592,-0.046044618,-0.07583377,-0.19330135,-1.18395,-1.6826445,-1.4552453,-1.1702087,-1.0303195,-0.826948,-0.94879293,-0.9788605,-1.1662815,-1.4710679,-1.5295707,-0.2241122,0.49337077,1.0445735,1.5073515,1.8606284,2.011595,1.9982662,1.9925629,1.9236141,1.7671399,1.5938665,0.89890367,-0.8714151,-1.8755753,-1.3037306,-0.90147394,-0.7637563,-0.7899244,-0.78992504,-0.76159585,-0.7543194,-0.8517798,-0.9283437,-0.82991797,-0.43864855,-0.046256423,0.24949372,0.2965009,0.62545615,0.6633629,0.5443744,0.35684037,0.30915433,0.31225705,0.2073167,0.08722374,0.18476516,0.18035084,0.98895687,0.9887856,0.9887506
-2.6505113,-2.6505046,-2.7264144,-2.7748685,-1.2581453,-1.2561955,-3.152299,-3.194624,-3.0372608,-2.7419796,-2.4609616,-2.3151488,-2.2623763,-2.0382352,-1.533404,-1.3689793,-1.1594312,-1.0625696,-0.8573185,-0.7504114,-0.6784915,-0.6564225,-0.77506196,-1.0904071,-1.3099155,-1.6561809,-1.8671713,-1.9921291,-2.100831,-2.2823274,-2.4454231,-2.473861,-2.3077924,-1.8400543,-1.3527759,-0.599283,0.047127455,0.2141125,-0.09242577,-0.6372982,-0.9809856,-0.6901188,-0.29011136,-0.22565714,-0.6404032,-1.1714538,-1.8053467,-2.3301105,-2.9151325,-3.2098575,-2.7612834,-2.3270493,-2.380925,-2.3851483,-2.0647097,-1.0759988,-0.042664945,-0.24163663,-0.72285694,-0.27924705,-0.07811862,0.056034684,0.19417924,0.33416456,0.31925866,0.046712548,-0.43413007,-1.0707033,-1.360667,-1.2704232,-1.2740883,-1.2467114,-1.1036848,-0.8726932,-0.7652316,-1.0022244,-1.3813729,-1.1092343,-0.8994952,-0.92017,-0.76282984,-0.27644905,0.07105946,0.3878697,0.5789942,0.55952454,0.08404361,0.17342927,0.3980176,-0.34490865,-1.5312605,-1.8836433,-2.0181696,-1.9897368,-1.8681548,-1.4345388,-0.7663136,-0.055858195,-1.2135346,-2.0618293,-1.7515721,-1.2783064,-1.0395534,-0.95501,-0.857711,-0.7434464,-0.5602753,-0.280243,-0.09669182,-0.014165133,0.34231502,0.88852024,0.67064095,0.7166474,0.5068063,0.20098926,-0.079321295,-0.17011935,-0.11170284,-0.069317244,-0.11864215,-0.09079668,0.014935978,-0.1416198,-0.40269417,-0.53954446,-0.4937755,-0.6532043,-0.9269224,-1.1881574,-1.5964125,-1.7040734,-1.5958813,-1.723844,-1.5639763,-1.7256833,-1.2572589,-1.2562108,-1.2561991
-2.938808,-2.9094267,-2.896966,-2.8871093,-2.1795835,-2.1784916,-2.9915411,-3.0571337,-3.064399,-2.8470244,-2.9075484,-2.897431,-2.9132547,-2.891375,-2.8764398,-2.8000739,-2.6774087,-2.5794065,-2.4157543,-2.3202891,-2.1988482,-2.0287895,-1.7775824,-1.5791016,-1.3584795,-1.0706114,-0.8264509,-0.62433785,-0.57528067,-0.5884151,-0.7431315,-0.90974385,-1.1029642,-1.3301672,-1.2249404,-0.4703816,-0.18168834,-0.1866375,-0.4680533,-0.834738,-1.2374306,-1.6074606,-1.9552106,-2.287527,-2.1120327,-2.0647476,-1.8637955,-0.99683714,-0.71739364,-0.7545499,-0.93626004,-0.9966255,-1.1837713,-1.1983104,-1.1193738,-0.60625637,-0.05202282,-0.26696262,-1.073244,-0.7327766,-0.2860676,-0.18267846,-0.17035313,-0.27287748,-0.60971534,-0.703509,-0.41790146,-0.31127694,-0.7188591,-1.053582,-1.0916994,-0.91437614,-0.7789768,-0.3762843,0.10512326,0.22308655,-0.3139032,-0.67224145,-0.6367616,-0.82518303,-0.68604296,-0.36045662,-0.6352706,-0.5484874,-0.77984196,-1.2127149,-1.3675214,-1.0328842,-0.91579753,-1.8094683,-2.5363216,-2.8068829,-2.949022,-2.9556293,-2.9481902,-2.9526381,-2.673133,-2.1474414,-1.9991864,-1.1453713,-0.16249964,0.018753618,-0.08435598,-0.22609076,-0.24980223,-0.23166296,-0.1462473,-0.031090558,-0.16040803,-0.57505107,-0.6453332,-0.45547113,-0.52883494,-0.83693504,-1.1191089,-1.4167523,-1.5203507,-1.5649719,-1.6225917,-1.7267764,-1.807122,-2.0445294,-2.1009238,-2.02423,-2.1009233,-2.0579026,-2.3048623,-2.3907952,-2.563455,-2.5398111,-2.5546494,-2.4779599,-2.470191,-2.3706641,-2.239691,-2.3393202,-2.179102,-2.1785223,-2.178494
-0.6919919,-0.7204284,-0.7853741,-0.86836475,-0.5548305,-0.554201,-0.53943753,-0.4251131,-0.28191167,-0.7019047,-1.1285777,-1.4897343,-1.6362128,-1.7936192,-1.7075319,-1.6732575,-1.7346009,-1.775799,-1.6102983,-1.4214483,-1.2682793,-1.1216269,-0.91281986,-0.76594007,-0.6546365,-0.4431814,-0.21403098,-0.012791932,0.14176154,0.2594455,0.3529079,0.46308312,0.76905125,0.9577501,0.6535039,-0.20843399,-0.9313722,-1.1772747,-1.3573613,-1.5301234,-1.3413016,-0.62255335,0.3256685,1.2860243,1.6128582,1.8934178,0.7738012,-0.3604928,-0.58759606,-0.8124275,-0.7792847,-0.6793927,-0.5663099,-0.4075275,-0.06845242,0.52807134,0.8813156,0.37166974,0.43709844,0.56940585,0.5717293,0.7528225,1.1004863,1.6865474,2.2904112,2.0329452,0.7654338,0.45051408,-0.0452438,-0.50261486,-0.89275676,-1.0008637,-0.9169344,-0.7667762,-0.55987406,-0.5849985,-0.8511127,-1.2022381,-1.1551107,-1.2630659,-0.857389,-0.35455143,1.1770862,1.8784015,2.189824,2.355106,1.6539838,0.89561874,0.92606866,0.0518232,-1.2634037,-1.6996746,-1.7496914,-1.5547606,-1.2637944,-0.7303474,0.066818245,0.14593606,-0.94314915,-1.9244776,-1.6468272,-1.4082865,-1.1903639,-1.0787898,-1.0750731,-1.0736234,-0.9970585,-0.6276752,0.103040636,1.1486987,2.0166352,2.9071498,3.3153846,4.2711306,4.9294662,5.2562885,5.27276,5.158302,5.0579386,4.8638783,4.654031,4.1787257,3.3264484,2.318925,1.6386578,1.3986242,0.76745635,0.5084802,0.19837439,-0.20181191,-0.6142827,-0.7919068,-0.6778772,-0.66534877,-0.6152936,-0.78415495,-0.5550551,-0.5542833,-0.55424595
-1.1495963,-1.1593235,-1.1509962,-1.1497271,-2.2906194,-2.290959,-0.8707008,-0.86489576,-0.82619375,-0.3266634,-0.03679812,0.38016567,0.8463441,0.8953924,0.74646974,0.64402705,0.5580845,0.56183827,0.66496545,0.78705174,0.9224607,1.0780101,1.1650097,0.90142435,0.34307596,-0.40109628,-0.8883972,-1.1545788,-1.3538736,-1.6459748,-1.8747218,-1.8985934,-1.6628034,-1.2835653,-0.8339355,-0.49272537,-0.77621853,0.5843681,2.810466,5.5784826,7.728917,9.425783,10.987694,12.414461,12.69479,11.625859,9.6757555,7.7642965,5.4317455,2.450044,0.84386206,0.068546146,0.039447635,0.28045142,0.83697236,2.8148127,6.957779,9.606609,11.009909,11.947014,12.261082,12.38969,12.463789,12.445926,11.928628,10.607778,8.197609,4.858318,1.4531515,-1.1574829,-2.0684788,-2.1391723,-1.9311423,-1.3025824,-0.5378102,-0.048171222,-0.048697338,0.012274951,-0.11597654,-0.32166892,-0.67922944,-0.49974594,-0.4481824,-0.12267245,-0.09631297,-0.17187989,-0.19478783,-0.022644758,-0.22175243,-0.91389096,-1.3659141,-1.4499927,-1.4768037,-1.6042912,-1.5936007,-1.6436814,-1.3748124,-0.5674336,-0.2554809,-0.2047605,-0.4272704,-0.6353797,-0.8599882,-0.9968016,-1.0488826,-1.0919379,-1.087988,-1.0603843,-1.1608405,-1.2117326,-1.1014763,-0.7951987,-0.3492201,-0.016292602,0.38241518,0.46390608,0.44301057,0.4257564,0.34096122,0.26871324,0.20192933,-0.123289585,-0.6351371,-1.1594031,-1.5049567,-1.6181681,-1.9285371,-2.0274122,-2.1943066,-2.2167,-2.384908,-2.4115453,-2.35348,-2.1463265,-1.9687338,-2.019724,-2.2914941,-2.2910535,-2.2910094
-2.5058162,-2.4906561,-2.4922655,-2.4773693,-2.438158,-2.4403815,-2.9783447,-2.9738314,-2.9854755,-2.04287,-1.4055285,-1.208562,-1.3221259,-1.351848,-1.4414828,-1.5309067,-1.6480458,-1.6762505,-1.6078588,-1.5346441,-1.3985564,-1.2432604,-0.9769129,-0.771338,-0.7038735,-0.71483415,-0.7609753,-0.89452624,-1.0158498,-1.1891285,-1.2797133,-1.0998367,-0.6453091,-0.29581392,-0.4855622,-1.2057786,-1.3074505,-1.1795365,-0.9867846,-0.76806617,-0.81414616,-1.0406119,-1.2230741,-1.5894973,-2.0837064,-2.6588748,-3.2987356,-3.3594995,-3.183759,-2.9772668,-2.587221,-1.904499,-1.883853,-1.901021,-1.8595723,-1.7041777,-1.7057909,-1.9656258,-2.6071787,-3.0831037,-3.1056683,-3.0765676,-3.1255665,-3.2244155,-3.194796,-2.7101805,-2.0251439,-2.103467,-2.5226588,-2.3625464,-2.2955616,-2.3524132,-2.485731,-2.695468,-2.8487167,-2.9360898,-3.146244,-3.041294,-2.7363274,-2.7344406,-3.1130812,-3.498554,-3.4177148,-3.0861225,-2.6845374,-2.2262735,-2.2283971,-2.3502502,-2.5621107,-2.5485775,-2.2834861,-2.1026354,-1.8547952,-1.7263023,-1.7310233,-1.7803142,-1.8956561,-1.7300156,-1.5338366,-0.5018545,0.7307472,1.3068169,1.5823407,1.662975,1.6337252,1.6334906,1.6574728,1.6987194,1.6650639,0.98598164,-0.89907324,-2.8382804,-3.0224206,-3.062434,-3.088953,-3.1604366,-3.2227147,-3.2289586,-3.274792,-3.3428853,-3.4211955,-3.4782934,-3.2123094,-2.582498,-2.0894322,-2.0532153,-1.7787285,-1.7495502,-1.6943715,-1.8255703,-1.8687954,-1.7000835,-1.7530177,-1.847288,-1.8344855,-1.6535076,-2.438576,-2.4402406,-2.4403448
