0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
8.571429,10.281897,11.51751,11.633226,8.289073,11.498358,11.799461,11.665158,11.180028,9.192173,6.74749,3.9746857,3.013344,3.0201516,3.2232409,3.4176097,3.675486,3.717784,3.5365648,2.7135768,1.8173077,1.0946465,0.13412422,0.17209142,0.35071987,0.33899286,0.37112203,0.48805094,0.7109431,1.0531642,1.2069566,2.039734,2.9505136,2.195132,1.6740612,0.2926737,-0.6265444,-1.424789,-1.299944,-1.0054089,-0.6074598,-0.105775535,0.3661744,0.74444544,1.1425811,1.874572,2.5325866,3.0931401,2.9104285,2.536677,2.358882,2.2735257,2.1727376,2.0635722,1.9037206,1.7276635,1.5797412,1.4108826,1.1446003,1.0128245,0.9810602,1.1037107,1.5815685,1.3811225,1.1302075,1.0553743,1.0316217,1.1794738,1.1337292,1.1933415,1.2704337,1.2868133,1.3790619,1.3046955,1.0285692,0.5681501,-0.26746884,-0.096575774,0.39189333,0.6798982,0.6070421,0.68283635,0.70553887,1.3354285,2.657073,3.364387,4.741987,6.4064837,7.171386,7.090474,5.3110714,3.1488314,1.9838687,1.7947457,1.4554949,0.8769518,0.44448027,0.70045567,0.7516009,0.71241295,0.5226984,0.24153826,0.13904904,0.45716745,1.8839825,3.2831285,4.6941853,5.62611,6.4146814,6.8870296,6.624389,6.3141713,5.210338,3.7677488,3.3057766,3.473943,3.1867654,2.4897056,1.2046118,0.06763646,-0.048657835,0.41581282,0.62360454,0.8056555,1.0377254,1.1889148,1.3105109,1.3513495,1.3174454,1.2665951,1.2538798,1.3683143,1.5714145,1.7416277,1.7184986,1.6594806,1.6736097,1.6709621,1.56704,1.3333418,1.162784,1.1171472,1.1886519,1.3555186,1.6059382,2.1705463,2.5588148,2.7451558,3.1826086,3.635467,4.205417,4.370601,4.9544487,5.5877795,6.040008,6.5359993,6.950155,7.218131,7.816058,8.215927,8.363712,8.500429,8.619442,8.698794,8.867498,9.033064,9.296787,9.240231,9.023042,8.865251,8.288545,8.288645
-0.74411976,-1.4212708,-2.1484647,-2.1726398,-0.6675358,-2.1764803,-2.3592486,-2.5031304,-2.6211915,-3.361086,-3.8020782,-3.708541,-3.5021977,-3.439858,-3.404759,-3.2705317,-3.1072037,-3.1839767,-3.2884498,-3.2209787,-2.8883348,-2.7863088,-2.808619,-2.8973074,-3.0877388,-3.1120908,-3.1190703,-3.0020692,-2.813374,-2.7892895,-3.0000043,-2.9760327,-2.584867,-2.1065407,-1.6018151,-1.3994186,-1.3558434,-2.0348492,-2.9233222,-2.7606387,-2.2818441,-1.7847725,-1.364992,-1.2608105,-1.2713277,-1.2169869,-1.172926,-1.1016314,-1.0553994,-1.0688813,-1.0449015,-1.0239458,-0.9913916,-1.0426713,-1.147681,-1.2725691,-1.2935338,-1.318669,-1.2635381,-1.318505,-1.7030442,-2.074573,-2.661211,-3.0906267,-3.1596715,-2.9983191,-3.0189023,-3.0570498,-3.2235773,-3.2922196,-3.3041177,-3.2395532,-3.1582966,-3.1547751,-3.2078083,-3.2213328,-3.682969,-4.427537,-4.609598,-4.320791,-3.7323873,-3.386436,-3.2416253,-3.455458,-3.5808997,-3.4370797,-3.2414367,-2.9873605,-2.809658,-2.5855951,-2.579076,-2.2788975,-1.0538852,0.0132095665,0.035411865,-0.12329258,-0.5007112,-1.0809822,-1.4596213,-1.3371685,-1.1322339,-0.48084438,-0.077022135,-0.08216247,-0.96215075,-1.9664383,-2.3014655,-2.3698878,-2.3756099,-2.1991835,-1.8304138,-1.9380528,-2.492568,-3.1577816,-3.2911246,-3.3167524,-3.3942065,-3.4613829,-3.46685,-3.6561534,-3.7201815,-3.6692295,-3.4562504,-3.243405,-3.1738336,-3.133197,-3.086153,-3.0439348,-2.9812965,-2.954801,-2.9856992,-3.1103628,-3.1790338,-3.2196884,-3.0950425,-2.94696,-2.7238228,-2.6020935,-2.5956726,-2.6332793,-2.617628,-2.5813265,-2.5178099,-2.3753033,-2.258974,-2.2888527,-2.3404534,-2.3800843,-2.4052033,-2.4712362,-2.5414867,-2.6969938,-2.6703048,-2.6129904,-2.5016937,-2.288289,-2.1819904,-2.1171262,-2.0076814,-1.9809842,-2.0516622,-2.1660213,-2.1940846,-2.2154999,-2.0961933,-2.0428543,-1.9804686,-1.8330318,-1.7744963,-1.6755698,-0.6673162,-0.6673064
0.5129704,-0.04590696,-1.2556105,-1.2702403,0.45666748,-1.3465106,-1.387363,-1.2528126,-0.838096,-0.76073396,-0.82487464,-0.9952272,-1.1824198,-1.5148343,-1.6728401,-1.8062341,-1.7329386,-1.2292371,-0.90680647,-0.87514603,-0.8109373,-0.73190916,-0.39257535,-0.37980673,-0.9055666,-1.068886,-1.1577605,-1.3721013,-1.4663982,-0.90731585,-0.4115535,1.2417474,1.6197221,1.4298916,0.1668828,-0.9541871,-1.4770097,-2.3288088,-2.6309025,-2.7580004,-2.5541937,-2.1944783,-1.8749497,-1.6418216,-1.43426,-1.1947984,-0.9200904,-0.90584683,-1.0278023,-1.0706145,-1.1218326,-1.1424183,-1.0741605,-1.013794,-0.9665407,-0.95533085,-0.93387526,-0.89775544,-0.9690567,-1.026231,-1.0421282,-0.9350101,-0.686912,-0.4562861,0.22227369,0.74597025,1.0773902,1.040439,0.6507098,0.41333458,0.2686233,0.020891309,-0.21064168,-0.61364937,-1.0036019,-1.3282834,-2.0084894,-2.1020772,-2.1495528,-2.3944883,-2.678627,-2.5043826,-2.0003443,-1.5378715,-0.9520575,-0.5920547,-0.47035772,-0.41554946,-0.4450731,-0.7423967,-0.9553444,-1.5934408,-2.2455828,-2.1311831,-1.9593215,-1.9050305,-1.9044236,-2.0832222,-1.9942511,-1.9563328,-1.935271,-2.2146351,-2.747456,-2.8538742,-2.3829346,-2.1266427,-1.7291359,-1.2919327,-1.1808689,-1.6109269,-1.4453005,-0.95467055,-0.079987526,0.6235975,0.58505285,0.629676,0.5368036,0.24656329,-0.16223416,-0.54646146,-1.0000774,-1.8953936,-2.5222726,-2.6107583,-2.321432,-2.1488094,-1.9919819,-1.9243159,-1.8758953,-1.7783331,-1.649215,-1.5224522,-1.3611691,-1.1866158,-1.117765,-1.1115224,-1.1264879,-1.1968223,-1.3905163,-1.4871621,-1.5660688,-1.6996212,-1.8443958,-1.8601747,-1.6890622,-1.5036854,-1.4985518,-1.3893752,-1.2904694,-1.1776221,-1.0845987,-0.80171514,-0.7046807,-0.7420571,-0.81886655,-1.00338,-1.067487,-1.1142915,-1.3964616,-1.6576784,-1.644084,-1.5042167,-1.3929065,-1.2366753,-1.0725294,-1.0354569,-0.9808606,-0.9933351,-0.97246695,-0.9809927,0.45620248,0.45652157
-0.15512216,-1.5308075,-2.410835,-2.3832421,0.0488652,-2.356815,-2.2644355,-2.3442059,-2.3833036,-2.257009,-2.0893872,-1.9551278,-1.8757709,-1.9403965,-2.0718508,-2.2073858,-2.2476304,-2.1989193,-2.029866,-1.6674201,-1.3624064,-1.4777553,-1.4655236,-1.4892277,-1.7173986,-1.8637977,-1.9671998,-2.005237,-2.0646627,-2.2040286,-2.28911,-2.3066394,-1.9749463,-1.4130409,-1.000753,-0.9787799,-0.8861102,-1.3193755,-1.8420811,-1.7373202,-1.3411156,-0.79660726,-0.3330793,-0.19571446,-0.20489302,-0.27401948,-0.33273986,-0.47569788,-0.46234426,-0.48118114,-0.44838268,-0.53282607,-0.525865,-0.5404022,-0.76583004,-1.0513508,-1.1615025,-1.2728926,-1.3175528,-1.5471545,-1.9174936,-2.1339602,-2.4074159,-2.5522766,-2.299421,-2.0570536,-2.0009608,-2.039668,-2.0904226,-2.1594865,-2.2558665,-2.3434906,-2.394155,-2.4837995,-2.521379,-2.4159982,-2.2819338,-2.4165843,-2.6564791,-2.848761,-2.5829742,-2.0369778,-1.6462379,-1.4031898,-1.5892534,-1.7109044,-1.8509297,-1.006054,0.7904906,3.0258203,6.489958,9.195557,10.607817,10.950179,11.001589,10.936527,10.747709,10.319833,9.433613,9.0253525,8.479205,6.733636,3.6082435,1.395257,-0.6454952,-1.6928256,-2.0214703,-2.0669827,-2.0427034,-1.7801642,-1.3605822,-1.3396409,-1.6748942,-1.8102229,-1.8091478,-1.8023027,-1.681604,-1.5213614,-1.3171134,-1.4568472,-1.4496818,-1.2582903,-0.91872853,-0.8292367,-0.89263916,-0.92373896,-0.9842844,-1.0545264,-1.0735326,-1.1883136,-1.4219755,-1.6679046,-1.7259324,-1.7246478,-1.6096091,-1.4874809,-1.3467764,-1.1939632,-1.1513822,-1.1183689,-1.1267159,-1.1419842,-1.197791,-1.3358815,-1.5266128,-1.9259435,-2.0943892,-2.1350265,-1.9808252,-2.0557342,-2.1772552,-2.2619796,-2.3422532,-2.3917325,-2.3512843,-2.4214394,-2.5067022,-2.5332205,-2.500032,-2.3230197,-2.2661004,-1.9886075,-1.99125,-2.0794048,-2.0137806,-2.049532,-1.8926443,-1.7810352,-1.8474598,-1.8261831,0.04941103,0.04925719
0.47499114,1.0875596,1.9222057,2.0073822,0.29461628,2.255006,2.2499623,2.389151,2.483843,1.9240611,1.9216428,1.8877643,1.932369,2.1717856,2.2304716,2.5864437,2.830247,2.386324,2.0632918,1.9130762,1.4893068,1.7489506,3.0425286,4.662972,5.6545987,5.751013,5.7356663,5.87947,5.846396,4.8640757,4.341211,1.6108203,-0.86074007,-1.4688497,-2.0509171,-2.1484387,-2.3495324,-1.6190448,-0.75784725,-0.24145024,-0.2636128,-0.71215206,-1.0731683,-1.2930475,-1.5714928,-1.752786,-1.5823053,-1.2248306,-0.7358682,-0.49629742,-0.35179815,-0.19902733,-0.18519726,-0.17504233,-0.15100119,-0.019671142,0.012374103,0.04318425,0.05549577,0.1780858,0.44088227,0.42387238,0.2413482,0.024982095,-0.8720263,-1.5355204,-1.6718214,-1.8289305,-2.1820436,-2.3762567,-2.5739846,-2.7577906,-2.8925266,-2.9064317,-2.9366379,-2.8526354,-2.4225137,-2.0207553,-1.777373,-1.4454461,-1.2625638,-1.5315964,-1.8466535,-2.1861248,-2.6567447,-2.7231421,-2.2547252,-1.85711,-2.028051,-2.055089,-2.0090375,-1.9433311,-1.6844621,-1.439602,-1.2243705,-0.9650672,0.209721,1.9888774,2.975535,3.2615807,3.467198,3.966994,4.268495,4.071564,2.0822263,-0.15363857,-1.400758,-1.6933612,-1.5974852,-1.0957525,-1.0342492,-1.1405766,-1.3439615,-1.2304137,-1.2260158,-1.3932467,-1.577376,-1.6790063,-1.2892413,-0.5806693,0.2523132,0.8128618,0.91301715,0.7984668,0.39850628,0.11957279,-0.1369329,-0.2791404,-0.35298735,-0.4463457,-0.600255,-0.769555,-1.0129461,-1.1980972,-1.20564,-1.1420391,-1.0828899,-1.0077636,-0.9979385,-1.050031,-1.0830467,-1.0247726,-0.96931225,-1.1119127,-1.4663571,-1.8405536,-1.9243665,-1.8813677,-1.7998242,-1.6677558,-1.6621087,-1.9631895,-1.9111334,-1.6557672,-1.3214743,-0.8499397,-0.58308494,-0.38610807,-0.1428521,-0.16640306,-0.3639244,-0.5068914,-0.5332008,-0.578949,-0.6396642,-0.61696076,-0.73708093,-0.7996626,-0.7339251,-0.670465,0.29432338,0.2944294
-0.28496158,-0.49323374,-1.0296253,-1.1769196,-0.22029224,-1.1959357,-1.5991907,-1.8673958,-2.0831294,-1.6737659,-1.49947,-1.283817,-1.2643895,-1.3847471,-1.4723289,-1.4992347,-1.3940488,-1.3111672,-1.1141452,-0.8363569,-0.511557,-0.61349165,-1.1220282,-1.3810356,-0.7436707,-0.4670485,-0.29251024,0.009371199,0.011370666,-0.76214397,-1.299771,-1.8728144,-2.169128,-2.2128685,-2.2171352,-1.2074914,-0.23962393,0.6761821,0.6424777,0.76664597,0.73150647,0.5079499,0.31434014,0.23408523,0.19386652,0.14451951,0.2613694,0.44471627,0.86375237,1.1312977,1.1963404,1.2780771,1.405189,1.796417,2.1942954,3.0051587,3.5916386,4.3642435,5.202934,6.4583225,7.187581,7.299856,7.1068044,6.6918955,6.251667,5.7458463,5.100397,4.054712,2.3215451,1.4148445,0.69817376,0.12995747,-0.16933411,0.0737368,0.639083,1.0407202,1.5394057,1.3067796,1.5643644,2.6262693,3.1857398,2.7349381,1.8060429,0.59179956,-0.77334213,-1.6093203,-2.272873,-2.8744712,-2.9245014,-2.5923839,-1.7989869,-0.7486577,0.08897412,0.6481105,0.864627,1.1778212,1.5302167,0.7566587,0.48803678,0.5185926,0.55632883,0.788475,0.8869883,0.56578225,-0.77147925,-2.0972023,-2.7115283,-2.7070003,-2.180602,-1.4221301,-0.90852755,-1.060477,-1.1206117,-0.9129645,-0.54895383,-0.40402415,0.22317576,0.9833188,1.482345,1.3579662,1.2821488,2.316803,3.4599304,4.429659,5.001272,5.1726165,5.129345,5.0440598,4.9496765,4.741549,4.450533,4.2288437,4.0467763,3.7988362,3.5923777,3.3154893,2.9316156,2.3315978,1.9508656,1.7245872,1.591252,1.4490126,1.2521126,0.99486005,1.138484,1.4561217,1.2938935,1.0674236,0.4281615,-0.53625095,-1.330229,-2.2443447,-2.975618,-3.2991176,-3.2699692,-3.0708861,-2.73924,-2.3754487,-2.1421685,-1.9161813,-1.6407001,-1.298048,-1.2898693,-1.3274534,-1.5643108,-1.6196017,-1.6967171,-1.6425872,-1.6497729,-1.6207778,-0.22012125,-0.220121
-2.7449226,-2.3641973,-2.233754,-2.2746906,-2.7666717,-2.3019755,-2.4001553,-2.4956398,-2.4699926,-2.5826569,-2.6620188,-2.1479645,-1.7614515,-1.5912632,-1.4398303,-1.135425,-1.124104,-1.3677365,-1.402238,-1.2080395,-0.82568616,-0.29909173,0.28646743,-0.11453904,-0.40996236,-0.43296325,-0.41553178,-0.5296406,-1.0321288,-1.7190927,-1.9224961,-1.7628038,-1.0953022,-1.1800016,-1.2766831,0.06762093,2.3269618,6.293823,8.325716,8.839071,8.825703,8.679897,8.552668,8.563142,8.553711,8.34288,7.7582693,6.7384977,5.7048593,5.37304,5.195508,4.929006,4.725671,4.304464,3.892313,3.0533874,2.6152992,2.2112038,2.1111784,1.8771904,1.0949616,0.42663473,-0.48386103,-1.2754614,-1.764616,-1.8732466,-2.0874019,-2.3396645,-2.4914656,-2.5175405,-2.4915426,-2.3584857,-2.1213374,-1.7161257,-1.2645172,-0.86499023,-0.04063849,-0.19314457,-0.3671527,-0.48288503,-0.45861474,-0.7406168,-1.007248,-1.4435481,-2.2585585,-2.6662414,-2.9170203,-3.0918927,-3.3045628,-3.2686777,-2.9549408,-2.324513,-1.7019535,-1.7939904,-1.8612778,-1.8934405,-1.9872117,-1.6663567,-1.438898,-1.5514951,-1.7227404,-1.9252249,-2.0048673,-2.2084703,-2.8590317,-2.8993697,-2.9009914,-3.1978207,-3.3709965,-3.168329,-2.999994,-3.0351121,-3.117406,-3.3700533,-3.2615967,-3.1394384,-2.897692,-2.6374683,-2.3067784,-1.7174441,-1.5405623,-1.2597537,-0.9846095,-0.9745399,-1.1560919,-1.2651125,-1.2923723,-1.3081133,-1.3128774,-1.3568898,-1.3697884,-1.3802395,-1.3604177,-1.3857776,-1.325769,-1.2384452,-1.0962286,-0.8906572,-0.7468408,-0.6142133,-0.60374117,-0.5906826,-0.5726524,-0.6202586,-0.86702204,-1.4861531,-1.8255719,-2.166871,-2.6252635,-2.8458223,-3.0631912,-3.240116,-3.3413835,-3.2152786,-3.1087685,-2.986371,-2.965718,-2.9574602,-2.9177785,-2.8833551,-2.8868585,-2.9227414,-2.855124,-2.8278346,-2.8095193,-2.740305,-2.700897,-2.6102812,-2.6111665,-2.634264,-2.7665443,-2.7666163
0.027648628,-0.46426225,-0.53003156,-0.523746,0.02460432,-0.48722738,-0.30868962,-0.37168986,-0.48903596,-0.94490445,-0.97289854,-0.65586483,-0.76201487,-0.8290785,-0.7759663,-0.55177164,-0.43314984,-0.5197825,-0.28965583,0.014607988,0.3630348,0.5865997,0.578839,0.3431248,-0.03267771,0.027208626,0.18354446,0.7481683,1.5261106,2.0972614,1.8525373,1.5510101,1.4423945,1.2511883,1.4466922,2.1040788,2.7512946,2.5885673,1.0649256,0.59314674,0.3708002,0.2694894,0.13448802,-0.053031802,-0.26825905,-0.6126475,-0.99202186,-1.1571876,-1.075376,-0.95966053,-0.85511184,-0.86259353,-0.83155936,-0.78256434,-0.9310457,-1.0674343,-1.0864626,-1.1141336,-1.0987859,-1.1160403,-1.1919329,-1.2487404,-1.3899796,-1.4075089,-1.3368584,-1.2963424,-1.3949301,-1.1960381,-0.9850595,-1.0083953,-1.0863078,-1.1169479,-1.0531108,-0.9179849,-0.7867055,-0.43571267,-0.19411471,-0.63036346,-0.8095015,-0.43233308,0.29389745,0.8092015,0.1782884,-1.0600085,-1.9205465,-2.1798832,-2.1810455,-1.807837,-1.3787849,-0.711448,0.58837396,1.9772766,2.7121298,2.3067348,1.8230312,1.3344128,0.42831904,-0.4448062,-0.80106187,-0.6112692,-0.1486435,0.55242014,0.7858755,0.76536846,0.077373065,-0.94642323,-1.4356683,-1.804823,-2.0086198,-1.9336759,-1.9142101,-2.0906184,-1.9216431,-1.5234243,-1.5830045,-1.6711782,-1.6054637,-1.5306547,-1.3920922,-1.5200269,-1.5168447,-1.1269554,-0.6700131,-0.17581749,0.12775281,0.27536324,0.4016629,0.54229885,0.69601995,0.7932076,0.769764,0.63210726,0.48705894,0.31072527,0.22527194,0.21826193,0.17357321,0.20011865,0.26679617,0.377412,0.5189506,0.5557365,0.6372842,0.733547,0.63627636,0.0014282763,-0.3776891,-0.7262292,-0.97920823,-1.386905,-1.6208705,-1.9819423,-2.059228,-1.9622473,-1.7675624,-1.4158366,-1.1706614,-1.0175014,-0.9182889,-0.9173964,-1.0201032,-1.0634093,-1.074816,-1.1638545,-1.1378971,-1.2310379,-1.2332748,-1.1603389,-1.1530378,-1.1366147,0.024625182,0.024821341
-1.3040264,-0.5734321,-0.22045894,-0.37705433,-1.479458,-0.47638324,-0.7664273,-1.0071115,-1.3161254,-1.3343077,-1.6303973,-1.8007354,-1.8437523,-1.7130641,-1.5500299,-1.05444,-0.7886168,-1.1751096,-1.4156101,-1.4427395,-1.4362063,-1.3005781,-1.3796608,-1.5111971,-1.7767353,-1.8167269,-1.8635244,-2.027097,-2.273635,-2.580636,-2.6636071,-2.836441,-2.7199755,-2.2141728,-1.8250749,-1.1795301,-0.599925,0.15216899,0.7099068,0.9045725,0.6535241,0.33556744,0.07279968,-0.09964715,-0.07998538,-0.17499177,-0.7319848,-0.97867304,-1.2212791,-1.3908409,-1.370044,-1.3684876,-1.4889736,-1.7179575,-1.9088545,-2.1494665,-2.271346,-2.3538673,-2.3093824,-2.3147664,-2.3479407,-2.4273605,-2.4255483,-2.3049147,-2.1965487,-2.2639627,-2.4248054,-2.5154023,-2.3368204,-2.234432,-2.2560802,-2.1729264,-2.0540655,-1.8645041,-1.5935427,-1.3921075,-0.8980067,-0.67549944,-0.6547006,-0.44899723,0.10381468,0.36358944,0.21919245,-0.3156346,-0.71972907,-0.925737,-1.022935,-0.8891009,-1.1499531,-1.5521185,-1.971807,-1.7246082,-0.62128556,-0.18695259,-0.291564,-0.4289977,-0.4100169,-0.30092227,-0.3670845,-0.19105318,0.03400237,0.6622803,1.119779,0.8223125,0.078795135,-0.30066153,-0.95172054,-1.5435553,-1.5536052,-0.87195826,-0.7344217,-0.98242927,-1.255457,-1.6516871,-1.7744055,-1.7790096,-1.6789126,-1.3221707,-0.6131992,-0.52405727,-0.9315008,-0.9825423,-0.9864949,-1.2019142,-1.4652643,-1.5566778,-1.6670991,-1.7275672,-1.7638156,-1.7872123,-1.7568831,-1.667295,-1.5357313,-1.4625819,-1.3802353,-1.2810516,-1.2510467,-1.3160614,-1.1208111,-0.96251744,-0.7241888,-0.5191925,-0.25254643,0.017660797,0.13370872,-0.1748442,-0.42507583,-0.6766482,-0.9200913,-0.86061305,-0.87845415,-0.9568875,-0.8244918,-0.5093029,-0.3084834,-0.05410374,0.06526716,0.10663049,0.43278837,0.6210169,0.30741656,-0.39672375,-0.6595508,-0.7360309,-0.6186147,-0.48441368,-0.3991587,-0.22643276,-0.21149218,-0.14479327,-1.4791675,-1.4795599
-3.6695943,-3.7783575,-3.1732497,-3.0670428,-3.6719823,-2.8546822,-2.8234668,-2.4153965,-0.9142517,0.082936764,0.5712746,1.3804774,1.8480246,2.0961776,2.3925214,3.276072,3.6587417,2.911673,2.362155,2.3728895,2.6802568,4.0243497,6.468493,8.084402,8.72934,8.798546,8.796564,8.696317,8.375584,7.3510537,6.622903,4.5048013,1.9425175,0.1437113,-2.0238996,-2.9530206,-3.1276958,-2.5459332,-1.2143273,-0.29938203,-0.0065769404,-0.2138479,-0.39904988,-0.49052685,-0.76502764,-1.102035,-1.1900871,-1.3517034,-1.3726138,-1.2306925,-1.2061958,-1.1990491,-1.1917144,-1.1988401,-1.1116928,-1.0833601,-1.1228318,-1.2373619,-1.3353093,-1.6461704,-2.1167755,-2.5977137,-3.336602,-4.0046635,-4.5956154,-4.614642,-4.2791567,-3.8551493,-3.3274138,-3.0602078,-2.9241867,-2.8797247,-2.9296768,-3.0200906,-3.0619342,-3.0839252,-3.0767543,-2.8068943,-2.137024,-1.5864253,-1.8048999,-2.4791927,-2.8860667,-3.188837,-3.597447,-3.625371,-3.5197504,-3.4942207,-3.3550744,-3.3610892,-3.3152764,-3.4564748,-3.2781353,-2.7833304,-2.5027676,-2.2829447,-1.886534,-1.3441137,-0.8260067,-0.9806232,-1.232702,-1.358831,-0.99756813,-0.9263152,-1.5740376,-2.8693495,-3.6213489,-3.699132,-3.6311386,-3.2977743,-3.080893,-3.1462636,-3.2416065,-3.0002327,-2.8181083,-2.8673222,-2.7454753,-2.596778,-2.2697704,-1.8448857,-1.4403777,-0.8811635,-0.4428895,-0.080791205,0.017139822,-0.0031725466,0.02950871,0.03349626,0.056782916,0.09526869,0.06539939,-0.14708462,-0.54936504,-0.8521185,-0.9992544,-1.0444087,-0.8968015,-0.59668916,-0.4580532,-0.35687885,-0.3004662,-0.28776452,-0.26272872,-0.13691151,-0.19945277,-0.44087803,-0.5501989,-0.5683365,-0.7594693,-1.0514009,-1.4854784,-2.001254,-2.666674,-3.0147514,-3.2495399,-3.4478192,-3.5204544,-3.4318142,-3.4275823,-3.4701376,-3.3267345,-3.062408,-3.032927,-3.1523714,-3.3850672,-3.4587338,-3.5378785,-3.644715,-3.5864592,-3.519166,-3.6721783,-3.6721063
