0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
12.627676,12.617281,12.704632,12.803462,12.856281,12.900024,9.8847685,12.839602,11.958303,9.759189,7.1847987,6.116501,6.618552,5.8892097,6.4535484,6.382447,5.8342695,3.873476,3.975665,4.5905247,4.30801,3.845672,3.5311797,3.3038943,3.2022421,3.155828,3.3917875,4.7308254,5.330595,5.0529995,4.0776343,2.7145343,1.9556215,1.7740114,1.4387847,1.3756105,1.4325898,1.6143641,1.8350353,2.2223368,2.316567,2.5275133,2.5305247,2.8821344,4.192705,4.658793,5.071342,6.209652,6.7980404,7.217079,7.769696,8.093368,8.474152,8.643459,8.111442,6.682722,5.0823617,4.001951,3.4347188,3.4393578,3.2092657,3.088548,3.0341036,2.8806667,2.8173127,2.9923868,3.082635,3.2000592,3.5011225,3.9335425,4.578758,4.8905,5.10443,5.5979753,6.3342533,7.4046273,8.098536,8.196271,8.0460415,6.978694,5.8915844,4.559606,3.3834023,2.4487116,2.2725728,2.583991,1.706995,0.8860354,1.2028937,2.464524,3.8505561,4.6740413,4.7579765,4.3606257,4.3965116,4.6144786,5.4563994,5.7865715,5.631872,5.0680943,4.0485573,2.3215504,0.85021746,-0.2731094,-0.9270792,-0.8704807,-0.81061286,-0.7196632,-0.610254,-0.5438101,-0.4488873,-0.21196216,0.34896457,1.3200375,1.9361558,2.3710089,3.0337443,2.9547796,1.7388496,1.0064276,0.80171275,1.1966567,1.4055288,1.6815157,1.9274535,2.0996814,2.1664724,2.066517,1.8478,1.7122633,1.454596,1.2758543,0.75982106,0.72158706,1.2140536,1.4413314,1.4849777,2.709372,2.3725529,2.7078981,2.8960109,4.0647335,5.110007,5.0802603,4.4735274,4.3272824,4.141692,4.9263816,5.6588407,6.285857,6.7630606,7.0651207,7.0492177,7.151567,7.2367744,7.396489,7.414487,7.2465577,7.607748,8.009712,8.34539,8.968381,9.512611,10.071617,9.932022,9.884293,9.88434,9.884438
-2.4214683,-2.4289894,-2.4751081,-2.5471191,-2.607008,-2.6350281,-1.6432192,-2.6514654,-2.6874466,-2.0260499,-2.1198542,-2.2255332,-2.103868,-2.0585818,-1.7825202,-1.7349371,-1.8051248,-2.401816,-2.2190466,-2.1191387,-2.2477465,-2.3209357,-2.2469125,-1.9982522,-1.766057,-1.4828362,-1.4931114,-2.2891245,-2.763785,-2.8493938,-2.9966831,-3.1448064,-3.270524,-3.1356752,-2.7642798,-2.5494761,-2.5367956,-2.5651948,-2.5837302,-2.7220855,-2.7721493,-2.8274107,-2.9657273,-3.2053733,-2.9182353,-2.5307634,-2.2487764,-2.05118,-2.0944872,-2.1248493,-2.0436218,-1.9414904,-2.104392,-2.5462577,-3.0161033,-3.5486894,-3.646673,-3.3818836,-3.3744326,-3.497616,-3.5983982,-3.7603045,-3.863602,-4.021723,-4.0388417,-3.9610438,-3.8409448,-3.7101445,-3.6902723,-3.7498808,-3.7162888,-3.5576916,-3.2880826,-3.0380654,-2.9772296,-3.1402225,-3.3467417,-3.450666,-3.6414642,-4.1435814,-4.4591436,-4.660763,-4.605055,-4.324635,-3.9096096,-3.4889774,-2.6008286,-2.1411138,-2.463904,-2.5265274,-2.7117686,-2.7714856,-2.7742367,-2.9111967,-2.9272404,-2.8661437,-2.8570561,-2.791998,-2.7626057,-2.7451637,-2.7464194,-2.8514843,-2.9026685,-3.070902,-3.2928078,-3.0698156,-2.0941112,-1.4434338,-0.9857752,-0.67727184,-0.5076772,-0.37788272,-0.7557665,-0.98808753,-0.9764705,-0.98838806,-1.5150568,-1.9792243,-2.129542,-2.1806843,-2.0675774,-1.9016628,-1.8044982,-2.1580925,-2.7084126,-3.005401,-3.2873724,-3.4460628,-3.5062547,-3.4710789,-3.425685,-3.3713336,-3.2383816,-2.8357358,-2.3344393,-2.1202593,-1.6794763,-1.2130942,-1.4852436,-1.2700284,-0.94869274,-0.9392122,-1.0096484,-0.9387749,-0.899445,-0.7114219,-0.5235696,-0.3739245,-0.69368225,-0.87998605,-1.0365615,-1.2407526,-1.3564979,-1.6024984,-1.583672,-1.7364223,-1.776148,-1.731363,-1.7925874,-1.9181044,-1.9277972,-2.1060681,-2.1381083,-2.25065,-2.113698,-1.6428058,-1.6428466,-1.6429273
-0.49929088,-0.41221648,-0.40735358,-0.41730127,-0.48028606,-0.567285,0.0034293085,-0.71201706,-1.1105112,-1.3809166,-1.4722695,-1.4589047,-1.4827304,-1.3677251,-1.505043,-1.4566383,-1.3213012,-1.2307819,-1.4573061,-1.5198765,-1.7414316,-1.973799,-2.0699468,-2.2378955,-2.3073,-2.3051386,-2.1164923,-1.325282,-0.5050477,-0.14324619,-0.25740597,-0.85519326,-1.1210039,-1.6100848,-2.3928332,-2.5218697,-2.4880476,-2.44856,-2.5527427,-2.549034,-2.2829108,-1.8958497,-1.5822766,-1.1894428,-0.6256261,-0.73844343,-1.0526619,-1.1912662,-1.1719986,-1.161051,-0.9367062,-0.68027496,-0.51290715,-0.4175324,-0.50145704,-0.6873747,-0.47600594,-0.5195908,-0.54916614,-0.44281116,-0.3940202,-0.56005377,-0.89818555,-1.4558086,-2.0107512,-2.2912626,-2.518375,-2.5828815,-2.4880257,-2.2973404,-2.1897516,-2.3070848,-2.485806,-2.640441,-2.6469913,-2.6424065,-2.856884,-2.9413402,-3.000081,-2.8818798,-2.715437,-2.495059,-2.3469958,-2.1399188,-2.0364432,-1.9108652,-1.1458533,0.759764,3.4597554,5.0876637,6.081139,6.903844,7.278924,6.8448815,6.685563,6.460064,6.7029705,7.6262293,7.855958,7.9160643,7.7675304,7.5081744,7.0087204,6.2679386,5.1436205,3.3904514,0.5973283,-0.7475294,-1.514797,-1.9584074,-2.3274574,-2.7743483,-3.0217195,-2.7976525,-2.3445992,-1.7540323,-1.2168343,-1.0616263,-1.479542,-1.751931,-1.9185624,-2.0779061,-2.160081,-2.1143684,-1.9865019,-1.9367929,-2.0265822,-2.1520698,-2.3121028,-2.4685285,-2.6544585,-2.8171594,-2.9649835,-3.0526319,-3.0511446,-3.031316,-2.938636,-2.6751754,-2.7880573,-2.7434077,-2.7732346,-2.5940566,-2.410502,-2.522344,-2.6885576,-2.7348065,-2.8438926,-2.7960272,-2.535153,-2.4188635,-2.4346755,-2.5379791,-2.502377,-2.4256022,-2.5051954,-2.444684,-2.3889148,-2.3174882,-2.1474895,-2.006182,-1.9811232,-1.8367798,-1.6111116,-1.3497307,-1.3763256,0.002995193,0.0030586123,0.0031689405
-2.406579,-2.4330628,-2.431046,-2.3383188,-2.2502198,-2.0668495,-0.6140837,-1.5919827,-1.5929699,-1.2355458,-1.0448534,-0.8355293,-0.93223506,-0.97686374,-0.96603686,-0.9241418,-0.88713026,-1.0256426,-0.6148269,-0.6250231,-1.0647969,-1.4314375,-1.4628927,-1.4651929,-1.4375885,-1.2570444,-0.91703284,-0.94972706,-1.3605949,-1.5132086,-1.5946997,-1.7444048,-1.9184191,-2.0900602,-2.3080115,-2.853733,-3.0258427,-3.0189028,-3.0785532,-3.0677073,-2.914919,-2.7900338,-2.4024258,-1.9792657,-1.6207011,-1.631282,-1.7992654,-2.0257087,-2.0957355,-2.0505803,-1.9250407,-1.8462505,-1.8277892,-2.0965567,-2.2801387,-2.2470758,-1.8149071,-1.3345382,-1.1353192,-1.1022378,-0.9471335,-0.741935,-0.71602696,-0.9624771,-1.3297776,-1.548356,-1.753903,-1.8877621,-1.91592,-1.9169369,-1.9234654,-1.9648688,-1.9991019,-2.0845995,-2.0672793,-2.0633526,-2.1519558,-2.2788825,-2.4675162,-2.7562594,-2.8407001,-2.7366104,-2.4328763,-1.872927,-1.4264944,-1.163607,-0.604044,-0.24237172,-0.9515203,-1.3587613,-1.7866467,-2.184132,-2.5361733,-2.4534078,-2.375334,-2.1346965,-1.9362438,-2.17942,-2.2415228,-2.214762,-2.1632638,-2.2174056,-2.0187774,-1.9143239,-1.7413173,-1.4880929,-1.1418315,-0.8396079,-0.30585948,0.74665856,2.0606902,3.775147,6.174889,7.3181763,8.042578,8.610713,8.746463,8.653202,8.20972,7.456012,6.6385193,5.673796,4.796142,3.383797,1.8058226,1.0185504,0.14825496,-0.48868015,-0.9276762,-1.205051,-1.5219612,-1.7730992,-2.1869237,-2.130818,-1.9088007,-1.8017616,-1.5194051,-1.4262292,-1.478071,-1.508811,-1.3965727,-1.471083,-1.4664788,-1.2612603,-1.0946127,-1.0184838,-0.869721,-0.97212225,-1.366153,-1.5694026,-1.7303152,-1.9714507,-2.2107263,-2.4282498,-2.3910484,-2.2612267,-2.16569,-2.0389836,-1.895466,-1.8042964,-1.7126083,-1.6462804,-1.5278174,-1.4686993,-1.3720801,-0.61449206,-0.61418957,-0.6139468
3.098422,3.1727417,3.072525,2.9219038,2.7502682,2.621729,1.294222,2.3688302,2.3695786,1.5098214,1.1648064,1.2305235,1.3229738,1.3451796,1.2644631,1.0892103,0.6958251,1.2809021,1.8981888,2.2339234,2.664572,3.1245835,3.2441723,3.436242,3.598813,3.7553024,2.6116679,0.0098492205,-0.5957775,-0.8112992,-0.58741033,-0.46227232,-0.2761642,0.26471436,1.0899335,1.4118321,1.2405345,1.0638704,1.0641209,0.94590044,0.6257959,0.25718012,-0.31789637,-1.5343891,-2.4033835,-1.9462421,-1.3523177,-0.83977926,-0.6748899,-0.52860415,-0.71839774,-1.1177968,-1.5095985,-1.6698649,-1.8093405,-2.042366,-2.3707871,-2.5563493,-2.4318728,-2.3272095,-2.0440047,-1.5271755,-0.97597826,-0.17635944,0.4969899,0.94298244,1.3156351,1.474843,1.2915423,0.9234753,0.6716484,0.79479986,0.9710134,1.1264439,1.1482251,1.7191033,2.5060258,2.8195815,3.2539635,4.095953,4.5791516,4.9813004,5.293182,5.656387,5.8217616,5.874966,5.315753,4.248083,1.8685436,-0.4862454,-1.4025886,-1.3812618,-1.4208069,-1.4866982,-1.529045,-1.4768338,-1.5087869,-1.1475025,-0.94649804,-0.88185716,-0.6385623,-0.23482275,0.4036402,1.2357521,2.5061626,3.5824065,4.19666,4.328776,4.355554,4.170523,3.8904705,3.3172462,1.3439181,-0.038023755,-1.0835124,-1.6720886,-1.8840961,-1.7801588,-1.3009398,-0.7897776,-0.4450894,-0.2836733,-0.20959634,-0.15113534,-0.33523798,-0.4268797,-0.41249847,-0.34423548,-0.20662378,-0.07501978,0.18487673,0.6016556,1.4833748,2.0144722,2.0993028,2.009492,1.9471419,1.434602,1.572111,1.7887142,1.4537617,1.1468976,0.27417776,0.044207096,0.08899146,0.03792941,-0.24032634,-0.86598384,-1.0813746,-0.95713246,-0.99568546,-0.73280895,-0.37882227,-0.10544234,0.02330406,0.12896252,0.20414531,0.10832062,-0.061993077,-0.1088458,-0.11488177,-0.18578233,-0.38967332,-0.4478482,-0.46383768,1.2943313,1.2942004,1.2940876
-3.0259957,-3.026012,-3.24533,-3.3460474,-3.4714274,-3.519111,-1.2528151,-3.7535403,-3.9485893,-2.8648212,-2.2875195,-2.2193074,-2.3759873,-1.8831173,-1.8045019,-1.8895781,-1.9267455,-1.3811834,-1.464587,-1.5141486,-0.9616098,-0.7278503,-0.5524283,-0.4133488,-0.16424856,-0.090364546,-1.44819,-2.6643424,-2.243522,-1.5536892,-0.6106825,0.73689485,1.0107335,0.3615711,0.14356306,0.35056204,0.52652144,0.5592195,0.6070978,0.6965913,0.5484851,0.30062893,0.16003567,-0.49006093,-1.9180955,-2.247296,-2.2751207,-2.3339708,-2.4297135,-2.4304423,-2.4043682,-2.3427222,-2.3352957,-2.3628907,-2.0474052,-1.1717833,-0.06659174,0.7276066,1.0633469,1.2502881,1.2349799,0.9459129,0.8364911,0.97746253,1.5085381,1.7357574,2.0202432,2.3799071,2.573888,2.6312742,2.3909516,2.0337296,1.5187802,0.9050716,0.5878019,0.1406942,-0.19299841,-0.45861572,-0.64060724,-0.45598483,-0.2804093,-0.12860486,-0.03743884,-0.094287544,-0.11287767,-0.13152927,-0.17583251,-0.71566266,-0.94430506,-1.2251117,-2.1654835,-2.595182,-2.5515482,-2.252333,-2.2794871,-2.3426652,-2.7212567,-2.6250837,-2.2919543,-2.000401,-1.5147145,-0.7899483,-0.12280236,0.3112738,-0.05135254,-0.41165382,-0.4605856,-0.25390923,0.06801221,0.5118642,0.8352981,1.1001197,1.0096954,1.0327357,1.2030582,1.6138535,1.2922282,1.1417146,1.3862455,1.6751654,1.9646139,2.598657,3.497827,4.3956037,4.8287807,4.9096537,4.8568316,4.7124763,4.4803395,4.1950274,3.775354,3.2744055,2.474129,1.8463807,1.1965281,0.88810456,0.83099985,-0.027870929,0.28936172,-0.038063385,-0.25573403,-0.8351272,-1.084708,-1.122503,-1.1042546,-1.032959,-0.95302373,-0.8905586,-1.0062385,-1.1238954,-1.3368437,-1.2715739,-1.328235,-1.1930451,-1.1772907,-1.1293104,-1.1003046,-1.0182666,-1.0317936,-1.1251596,-1.0646553,-1.2056417,-1.3415501,-1.645496,-1.5574894,-1.25338,-1.2531079,-1.2528889
-2.9726138,-2.9083667,-2.9222662,-2.9239516,-2.9676316,-3.0596519,-2.6077209,-3.2832594,-3.3535774,-3.1963193,-3.2513897,-3.1576936,-3.0423338,-2.7916527,-2.6609085,-2.8252556,-2.9528072,-2.8821378,-2.6284924,-2.1453583,-1.5784372,-1.3269097,-1.1501002,-0.83926547,-0.68212396,-0.76206446,-1.1077862,-0.80750394,-1.3412132,-2.3014114,-2.565658,-2.4494574,-2.3515708,-2.2278697,-1.8201098,-1.4598379,-1.3149735,-1.2504845,-1.1316615,-1.281719,-1.6122143,-1.9029474,-2.0674195,-2.2175183,-2.9313412,-3.0524838,-2.7446837,-2.4479692,-2.3808663,-2.2874641,-2.2565985,-2.1652946,-2.0331128,-2.1706762,-2.1839314,-1.8968848,-1.2426252,-0.5200924,-0.29686284,-0.38424578,-0.50759906,-0.62828296,-0.73450583,-0.8936525,-1.1531745,-1.31927,-1.4107645,-1.5320485,-1.760219,-2.0149696,-2.229771,-2.2838213,-2.373273,-2.5529644,-2.756792,-3.0543911,-3.04113,-2.9628081,-2.838911,-2.7896924,-2.7330313,-2.5578442,-2.4007194,-2.0251863,-1.657747,-1.277377,-1.2300285,-1.6648126,-2.0399354,-2.1234293,-2.7514281,-3.1253362,-3.0012448,-2.8301158,-2.7883391,-2.7213576,-2.9680321,-3.2171848,-3.2445514,-3.1434038,-2.9413242,-2.580397,-1.6869733,-0.52150506,-0.13369647,0.1803825,0.9713131,1.32183,1.5791068,1.9407767,2.107505,2.0300128,2.0107605,2.0635152,1.9188504,1.2243695,0.063130766,-0.5677384,-0.7705196,-0.8470682,-0.9017868,-0.91132283,-0.7175963,-0.7956879,-1.0371723,-1.2476064,-1.3879302,-1.3650814,-1.2668498,-1.1786393,-1.0906289,-1.0531472,-1.0822582,-1.1437271,-1.2584829,-1.3330655,-1.3231729,-1.5870531,-1.4800947,-1.4458997,-1.4858497,-1.7125659,-2.2538166,-2.1801562,-1.8754824,-1.6440332,-1.4561476,-1.6477673,-2.0500484,-2.3465867,-2.685812,-2.9381778,-2.8702123,-2.5343256,-2.321384,-2.0105996,-1.7434406,-1.6415128,-1.722739,-1.838314,-1.8039777,-1.8650311,-2.0384457,-2.2545204,-2.236854,-2.6076255,-2.6076336,-2.6076658
-0.6087476,-0.70826256,-0.7339937,-0.775803,-0.70175076,-0.53975856,-0.19260916,-0.0027771443,0.03369336,-0.26444146,-0.32644197,-0.43665177,-0.5130544,-0.43021503,-0.21243945,-0.21205026,-0.21352021,-0.528262,0.15757006,0.12674233,-0.28684017,-0.4015862,-0.3412333,-0.062363,0.24672431,0.6525216,0.90730387,-0.10485628,-0.8847666,-0.7863029,-0.5343386,-0.045226656,0.047820747,0.09928149,0.48724112,1.0095128,1.1813908,1.1525372,1.3119104,1.6004214,1.6911886,1.2788489,0.2737565,-0.7892349,-1.4395045,-1.557669,-1.5720512,-1.4212173,-1.3818233,-1.1675825,-1.0418433,-1.0107346,-1.2789105,-1.625012,-1.6163616,-1.4877169,-0.9939057,-0.6748388,-0.88105893,-1.2674559,-1.542068,-1.7800485,-1.877158,-1.8124626,-1.4925609,-1.3011029,-1.0314239,-0.70590043,-0.44110864,-0.2874899,-0.1337053,0.08018035,0.4027086,0.59357256,0.6571301,0.4743177,0.017356843,-0.22633645,-0.5223414,-1.0501552,-1.3248912,-1.3099002,-0.8910247,-0.35298955,0.17308381,0.61002994,1.8068109,2.133934,1.549254,1.0969092,0.276468,-0.5682171,-1.1450171,-0.9986673,-1.0332634,-0.82742584,-0.86579454,-1.5688491,-1.6025438,-1.5705657,-1.5435691,-1.4541669,-1.2650237,-1.4068862,-1.4387431,-1.3913372,-0.97935027,-0.5626116,-0.055480838,0.4055948,0.8599702,1.3740482,1.7147714,1.7053047,1.8759718,1.8500148,1.2931036,0.776332,0.6499605,0.6113534,0.55985373,0.44278815,0.4102661,0.47478193,0.3604907,0.18946308,-0.029843092,-0.23463869,-0.4022312,-0.48372817,-0.6403155,-0.76804924,-0.78920114,-0.20854932,0.55140895,0.97051984,1.352412,2.103557,1.8919479,2.0306025,2.3612347,2.3151617,2.3806052,2.546,2.5716643,2.7424998,3.0449924,2.925728,2.364544,1.9942372,1.6773902,1.3740475,1.2336402,0.9061098,1.0272942,1.1229331,1.2660136,1.4030567,1.3284316,1.158126,0.9700798,0.56286216,0.37820902,0.08406368,0.16141844,-0.19274884,-0.19269758,-0.19263709
-1.016648,-1.0992388,-1.0522398,-1.0376341,-0.9641294,-0.900033,-2.0005682,-0.98188376,-1.1060574,-1.145765,-1.304394,-1.3141407,-1.1152179,-0.9369444,-0.9011223,-0.836939,-0.7364887,-1.0518434,-1.4279575,-1.5149423,-1.6201236,-1.5719118,-1.566559,-1.4835522,-1.3970013,-1.4154098,-1.7547808,-1.3325632,-1.3268983,-1.499778,-1.6674814,-1.6552503,-1.5050687,-0.9279239,-0.1213402,0.12686315,0.10352633,0.09600892,0.24907646,0.362667,0.22658955,0.022159934,-0.19178188,-0.4961541,-1.0279235,-0.8856751,-0.710963,-0.67795885,-0.59698564,-0.5071429,-0.48613098,-0.6444265,-0.9231435,-1.105355,-1.1691072,-1.0439864,-1.0539646,-1.0172895,-0.9710357,-1.1402061,-1.3263857,-1.4571004,-1.3301339,-1.1672816,-1.1507514,-1.1862086,-1.1628038,-1.2063191,-1.3320405,-1.5320735,-1.6290334,-1.609793,-1.5852015,-1.5616285,-1.6931643,-2.1755612,-2.196251,-1.9266126,-1.5678418,-1.1735196,-0.91319764,-0.7988442,-0.75562716,-0.791811,-0.8990558,-0.87710583,-0.95323455,-1.022863,-0.6066396,-0.49167222,-0.93801343,-1.3899589,-1.5007534,-1.2464316,-1.1385512,-0.93459976,-1.1283522,-1.216531,-1.2224495,-1.0434631,-0.5108111,0.32212675,1.5754521,3.1612806,3.9886768,4.637007,5.2152457,5.439303,5.5623803,5.593198,5.4303913,5.1867514,4.3462577,3.2849164,1.9064728,0.08868046,-0.9834091,-1.4838715,-1.4829149,-1.4567014,-1.4188846,-1.3378999,-1.3372097,-1.4833384,-1.5334767,-1.4886687,-1.2235258,-0.8074889,-0.20558311,0.36228657,1.0979837,1.6679504,2.635457,2.6612637,2.133731,1.9676837,1.4539748,0.37020326,0.5417829,0.26454985,0.31005424,-0.1342604,-0.548536,-0.79193807,-0.55991864,-0.26772553,0.11330959,0.19164048,0.026134625,-0.13697118,-0.25689444,-0.4403419,-0.55398303,-0.7843685,-0.7113596,-0.62059665,-0.4982751,-0.6355475,-0.8970165,-1.0773387,-1.1118894,-1.1990082,-1.3185518,-1.4510522,-1.2968918,-2.0006788,-2.000654,-2.0006166
-3.1983361,-3.0645068,-3.002758,-2.9553561,-3.0445127,-3.1487765,-2.5026984,-3.2828655,-2.692595,-1.0597926,0.090243205,0.38593668,0.066182494,0.24438417,0.18677147,0.037933074,0.025029719,0.69973093,0.9479133,1.0700283,1.3093209,1.5924487,1.6803446,1.7866348,1.8095177,1.6056699,0.12625556,-2.233013,-2.398827,-2.411269,-2.1307726,-1.6889182,-1.2048433,-0.70776093,-0.28420943,-0.3284663,-0.44212747,-0.58107615,-0.8482462,-1.4376197,-1.6835241,-1.930968,-2.1494193,-2.6556988,-3.046124,-2.850792,-2.575914,-2.584302,-2.7872815,-2.979994,-3.088985,-3.0576777,-3.111291,-3.0928674,-2.9088144,-2.7687933,-2.6353362,-2.378749,-2.1392307,-1.9215035,-1.6768074,-1.3127426,-0.95105946,-0.3992315,-0.044999808,0.02043736,0.0061123967,-0.11361104,-0.3195298,-0.52960354,-0.8451599,-1.0132446,-1.1260237,-1.2435881,-1.3609173,-1.2825903,-1.031752,-0.923885,-0.7367472,-0.35989842,-0.24192382,-0.073943995,0.009251457,0.2120918,0.3803348,0.49993712,0.044963885,-0.85944396,-2.2157722,-3.2455387,-3.6277013,-3.4631202,-3.2976716,-3.521896,-3.5918245,-3.647727,-3.6987495,-3.5257068,-3.234456,-3.0379984,-2.890428,-2.9234958,-2.9180286,-2.6870403,-2.141956,-1.771892,-1.2802597,-1.1623623,-1.2857373,-1.4093173,-1.5638788,-1.9108862,-2.9766705,-3.4711666,-3.2743692,-2.4311996,-1.9823414,-1.5114173,-0.492662,0.24214724,0.64866984,0.7896255,0.7998741,0.6335574,0.29259762,0.117115706,-0.046804488,-0.18890312,-0.36778954,-0.5140737,-0.70611393,-0.7701478,-0.7938104,-0.5494895,-0.31359065,-0.38512418,-0.1620852,-0.45032668,-0.33198828,-0.2255629,-0.50733614,-0.7231414,-1.2503803,-1.3907279,-1.3480171,-1.2383885,-1.3330857,-1.5342649,-1.8076906,-1.9804118,-2.3174071,-2.5690765,-2.5064468,-2.1785667,-2.1050885,-1.976387,-1.9594284,-1.9159236,-1.8710256,-1.7999856,-1.7146432,-1.857213,-2.0585065,-2.1103036,-2.1358142,-2.5023632,-2.502531,-2.5026894
-2.9355836,-2.9742608,-2.8846483,-2.8902674,-2.88821,-2.8338275,-2.0162845,-2.6815138,-2.3796942,-1.6987128,-1.7321566,-1.8950436,-2.0385375,-1.7620938,-1.6042233,-1.3845304,-1.0024275,-1.0945632,-1.6699457,-1.9175283,-1.9264488,-1.9800689,-1.9449492,-1.8049461,-1.4864173,-0.9513321,1.0627,2.1018836,1.6421609,1.0560808,0.123871654,-0.96525395,-1.4981676,-1.7905841,-2.153559,-2.2319384,-2.1157112,-2.07368,-2.1829748,-2.1053178,-1.6194863,-1.2071328,-0.8981125,-0.36621493,0.24712999,-0.07691416,-0.640126,-1.0292484,-1.1859272,-1.3288488,-1.3120652,-1.1701157,-0.85994434,-0.69030166,-0.8381206,-0.87290823,-0.35812825,-0.5175382,-0.87597096,-1.0871758,-1.2059273,-1.5631247,-2.0653832,-2.5858583,-2.7869833,-2.8916807,-2.8852534,-2.6667295,-2.3197672,-1.9599103,-1.7678884,-1.781361,-1.8742318,-1.925425,-1.7835491,-1.6237648,-1.7197864,-1.8262737,-2.009448,-2.2074273,-2.2562869,-2.1836267,-1.9896865,-1.4574684,-1.0211871,-0.15718886,2.9847083,5.1326065,5.3531365,5.023635,4.926015,5.0317717,4.958626,4.7147546,4.7724,4.765989,4.6007786,4.2672367,3.8334386,3.7317185,3.5456872,3.209611,2.6484787,1.6753151,0.8083655,-0.2039576,-1.0994492,-1.5029155,-1.7327001,-1.564826,-1.252954,-0.7533987,-0.10566564,-0.14614636,0.28580433,0.51410246,0.40183905,0.14232846,-0.7781143,-1.3387103,-1.6913999,-1.8842778,-1.835629,-1.5834527,-1.3399823,-1.3319008,-1.4887238,-1.6926618,-1.9046948,-2.049489,-2.2035842,-2.366159,-2.5941682,-2.6112049,-2.452339,-2.2952948,-2.0395026,-1.2153369,-1.5464969,-1.6060603,-1.3369739,-1.1424302,-0.72584575,-0.6192015,-0.43297657,-0.62006515,-0.5270754,-0.2997932,-0.25172037,-0.57395065,-0.98559225,-1.4503598,-1.8702999,-2.1552098,-2.2820592,-2.2557464,-2.1845117,-2.0147243,-1.9884129,-2.033876,-1.9209244,-1.7256285,-1.660785,-1.7869115,-1.7671572,-2.0165968,-2.0164156,-2.0162466
