0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
13.346806,13.372557,13.422838,13.4937935,13.542589,11.266231,13.564041,13.560695,13.531113,11.270381,13.495721,13.467821,12.984917,12.592913,12.091808,11.103817,9.305063,7.3056946,5.9047966,4.1415052,3.5276942,2.9745054,2.4558864,2.30196,2.2158465,1.8464258,1.6182234,1.7549996,1.9265394,2.096044,2.1605382,2.282855,2.4887457,2.206437,1.8024578,1.5757747,1.7569493,2.5958612,3.4611576,3.8301535,3.6007066,3.463603,3.266716,3.030363,2.5055053,1.8843639,1.545635,0.73979336,0.19346046,0.29811326,0.4907204,0.6425204,0.82667804,0.84312177,0.7532062,0.45859095,1.9638698,3.0984554,2.5278397,1.2849326,0.4649452,0.26592714,0.48316473,0.4812351,0.4354383,0.5073693,0.5414291,0.5973178,0.70085645,1.1075073,2.5902824,3.1937783,3.7725115,5.021324,6.322234,7.553217,8.157831,8.569884,8.346316,6.755084,4.8130813,3.9603171,4.313969,4.136237,3.336892,1.7207729,0.81088734,0.88785475,1.5769237,1.8111347,1.7947236,1.7236942,1.5408242,1.392965,1.282479,1.2145724,1.1900373,1.2598249,1.2978404,1.365542,1.3919165,1.5529231,1.7162948,1.8743252,2.0592868,2.25537,2.4358482,2.7906382,3.3527894,3.7780178,4.525688,5.043067,5.836903,6.8120775,6.8414764,6.580761,5.717173,5.155288,4.9321585,5.2840705,5.2962327,5.2254677,5.4064713,6.045348,6.8114843,7.5834246,8.040476,8.780726,9.312459,9.03198,8.923014,8.711546,8.680402,9.136628,9.400535,9.739596,10.113167,10.390772,10.987029,11.332777,11.249357,11.265526,11.265539
-2.4168558,-2.425499,-2.3584437,-2.393219,-2.4412417,-1.6513197,-2.5374374,-2.539046,-2.5180674,-1.652608,-2.4539256,-2.4265685,-2.437533,-2.4282653,-2.4718242,-2.484643,-2.63764,-2.971267,-3.0900748,-2.8841867,-2.4429748,-2.3437586,-2.3007207,-2.3246121,-2.2112489,-2.079265,-2.0602105,-1.8135841,-1.4866168,-1.2607932,-1.2274591,-1.1603138,-1.1323944,-1.1752198,-1.185468,-1.1703007,-1.0735666,-0.85831386,-0.5982175,-0.24840754,0.015004918,-0.01968439,-0.080860995,-0.14959201,-0.24753052,-0.5062339,-0.5922252,-0.6817707,-1.1796873,-1.585134,-1.7828381,-1.7843513,-1.6584506,-1.2856349,-0.059238024,0.6586715,0.32238623,-0.20775557,-0.37772232,-0.1401927,-0.23003706,-0.09672028,-0.24794278,-0.4356463,-0.62247264,-0.8486943,-1.055933,-1.2136042,-1.2827748,-1.3490605,-1.7602799,-1.9805346,-2.2711844,-2.9057035,-3.311892,-3.3950634,-3.2349017,-3.0963426,-2.8537078,-2.5146804,-2.2099652,-2.1527452,-2.101383,-2.048649,-1.9440293,-1.6425807,-1.8389949,-2.373578,-2.9316146,-2.995016,-2.8295367,-2.7312253,-2.647684,-2.553722,-2.490913,-2.3983638,-2.2867284,-2.1466253,-2.0564535,-2.044256,-2.0826283,-2.2280362,-2.4696608,-2.721927,-2.8998942,-3.0437791,-3.106812,-3.0782743,-3.184586,-3.2782345,-3.3859828,-3.5339088,-3.5593586,-3.4538116,-3.418344,-3.434073,-3.4731133,-3.5997682,-3.630381,-3.5566401,-3.5022779,-3.470725,-3.4846795,-3.4010818,-3.323641,-3.2460918,-3.196627,-3.177383,-3.2008119,-3.2518063,-3.216909,-3.2519612,-3.2677581,-3.101242,-2.8401394,-2.617084,-2.5827081,-2.6295888,-2.8048954,-2.6990323,-2.7922707,-1.651062,-1.6510721
-1.0273318,-1.0085464,-0.8918817,-0.8334053,-0.79123247,-0.7182288,-0.7550356,-0.7339487,-0.62681186,-0.7185526,-0.58984286,-0.57802904,-0.7550688,-0.78717625,-0.9188884,-1.2822666,-1.7648976,-1.972966,-2.0674255,-1.8869936,-1.8906736,-2.049037,-2.1297922,-2.1874046,-2.1840615,-1.7115474,-1.3961048,-1.5374739,-1.7452841,-1.9829235,-2.1703787,-2.3069468,-2.224526,-1.6211609,-0.99843013,-0.64295423,-0.6508708,-0.8395914,-1.2405457,-1.6780345,-1.9028014,-1.7281141,-1.5565455,-1.5837021,-2.1604965,-2.2008152,-2.356865,-2.603905,-2.8244796,-2.8539143,-2.5801768,-2.5794597,-2.6247544,-2.6539135,-2.7388837,-2.3583436,-2.2167215,-1.9926736,-1.8084764,-1.1465263,-0.3389598,-0.0412091,0.09486444,0.07674685,0.07403603,0.046830848,-0.0058404505,-0.044626683,-0.1601408,-0.50127983,-0.9257911,-0.9905335,-0.8505264,-0.7424705,-0.9838889,-1.6826428,-1.6481557,-1.218874,-0.78417885,-0.6913455,-0.8860586,-1.0644249,-1.0392662,-1.0471146,-0.99289864,-0.8885197,-0.18618055,-0.0018248707,-0.6460862,-1.3265986,-1.5073999,-1.4864216,-1.4248405,-1.3495748,-1.2896025,-1.2303976,-1.1435008,-1.0017931,-0.9230826,-0.8645725,-0.87389815,-0.9485658,-1.0486575,-1.2146897,-1.4091219,-1.5776964,-1.6641968,-1.6384858,-1.72835,-2.078357,-2.4501297,-2.6147773,-2.3946173,-1.8219335,-1.6529012,-1.7182801,-2.0295,-2.1389503,-2.198246,-2.095004,-2.0827687,-2.0261812,-1.8965127,-1.6981122,-1.5519927,-1.5077249,-1.536307,-1.615731,-1.7539437,-1.9456897,-1.8110895,-1.7854817,-1.8873583,-1.9347587,-1.8626037,-1.7848809,-1.6993678,-1.7566736,-1.7841985,-1.8053316,-1.8445034,-0.7181599,-0.71815443
-1.5689486,-1.5420163,-1.4652663,-1.3893511,-1.3540857,0.09336037,-1.3397958,-1.1378616,-1.0486548,0.09109275,-0.9319095,-0.8427081,-0.6408866,-0.7306429,-0.72816795,-0.7654241,-0.55651,-0.40616405,-0.28626093,-0.2293635,-0.11750057,-0.12534823,-0.33764416,-0.54303926,-0.63377583,-0.104119256,0.28067148,-0.035166442,-0.58986294,-0.98596495,-1.2534206,-1.340421,-1.3361436,-1.1182956,-0.9314488,-0.7505207,-0.68011093,-0.79292274,-0.9466924,-0.9160184,-0.85483557,-1.0197754,-1.0750998,-0.90515155,-0.5459677,-0.7168343,-0.8324207,-0.867717,-1.4797052,-2.1322582,-2.4355574,-2.5699363,-2.5072594,-2.2742584,-1.5630025,-0.2943443,0.055235595,-0.56121564,-1.104079,-1.2774782,-1.1523364,-0.6471323,-0.38796705,-0.41401595,-0.46445087,-0.6037706,-0.78134346,-0.90474486,-0.9394855,-0.89056253,-0.7864381,-0.57452005,-0.4151955,-0.49931502,-0.62613857,-0.90711933,-0.9481867,-1.2405609,-1.5092398,-1.5035927,-1.1600839,-0.9611057,-0.92708945,-0.7870965,-0.68933463,-0.6425569,-1.3190503,-1.9396294,-2.3160603,-2.4949608,-2.4468286,-2.3910182,-2.2710304,-2.1194017,-2.0076807,-1.8703244,-1.7149912,-1.5259538,-1.4102466,-1.3260623,-1.2970055,-1.2943865,-1.3332809,-1.3967696,-1.3243133,-1.404409,-1.4694176,-1.4722257,-1.5036501,-1.4594688,-1.1201804,-1.0997431,-1.3847015,-1.7619201,-1.8717055,-1.9474504,-1.9888531,-2.0463765,-2.0896895,-2.0515556,-2.0356097,-2.120762,-2.1375408,-2.0172596,-1.9689528,-1.8748271,-1.7621733,-1.8865438,-2.0415254,-1.9223832,-1.7936726,-1.7378619,-1.5503738,-1.3786575,-1.0276412,-0.84579337,-0.91002905,-0.89200246,-1.2726125,-1.2363473,-1.472115,0.09378252,0.09376982
-0.5279704,-0.5891745,-0.5953653,-0.60481775,-0.60453624,0.33367208,-0.6249474,-0.8090646,-0.85329247,0.3325761,-0.8782982,-0.87989366,-1.1014872,-1.2677735,-1.4244525,-1.3650033,-1.2817193,-0.99274087,-0.92873734,-1.2568891,-1.8041222,-1.6584692,-1.5189755,-1.2966862,-0.99249756,-0.78128445,-0.5278141,-0.20347825,0.07608791,0.31975704,0.6477957,1.2505472,2.7192664,4.588313,5.8736863,6.400598,6.438552,5.8775463,4.989751,3.1987844,1.5657145,0.75848454,0.1641906,-0.5272676,-0.7473867,-0.796535,-0.6684809,-0.62472296,-0.52087736,-0.2759628,-0.053950448,0.4449653,0.9273139,1.367408,1.8360748,1.2195339,0.10822126,-0.12518439,-0.09984937,-0.20103747,-0.08660513,-0.10200393,-0.13812958,0.020383298,0.15747651,0.29727677,0.40536353,0.44412088,0.5161161,0.7712746,1.0180101,0.61322325,-0.072730556,-1.042971,-1.7356135,-1.9029033,-1.9428337,-1.8170053,-1.5359848,-1.0563207,-0.6116348,-0.3461532,-0.7014178,-0.8773694,-1.0641286,-0.9832971,-0.39681518,0.37749815,1.102839,1.6015519,1.6646168,1.5660686,1.4303486,1.2693713,1.1319895,1.0060608,0.8931157,0.796258,0.81617165,0.8495784,0.9748944,1.1226829,1.251783,1.2241404,0.7217561,0.3947905,0.03206787,-0.3120513,-0.7443245,-1.2485757,-1.5782927,-1.6893518,-1.5504252,-0.78575206,-0.6026478,-0.32615155,0.024830863,0.20467722,0.09907398,-0.076334745,-0.0927849,-0.1622983,-0.19932604,-0.013645291,0.25959638,0.13734259,0.13603047,0.18232165,0.24289173,0.23697317,0.18672284,0.22633018,0.09361377,-0.18208697,-0.36116156,-0.6028372,-0.5955851,-0.45760882,-0.43176913,-0.47666326,-0.45083988,0.33383366,0.3338385
-2.043829,-1.9849846,-2.0152082,-2.0861409,-2.1159608,-1.9917879,-2.2793717,-2.3303905,-2.4372244,-1.9931499,-2.4986215,-2.4500246,-2.0776162,-1.9109809,-1.7515324,-1.5003086,-1.1051941,-0.7591424,-0.4287471,-0.2048326,0.39539427,0.53435504,0.34868503,0.19149497,-0.52871895,-0.8292315,-0.6640905,-0.7656141,-0.93168813,-0.9336565,-0.8730659,-0.78702277,-0.882635,-0.93607956,-0.86895865,-0.8678734,-0.9229137,-0.9393165,-1.0785422,-1.3607872,-1.7144053,-2.0571146,-2.2429662,-2.2364364,-1.8391229,-1.4353805,-1.0834944,-0.39740747,0.045598507,-0.44140035,-1.5316069,-2.1674304,-2.2716665,-2.259777,-2.712396,-2.626595,-1.7962146,-1.2031751,-0.8278667,-0.19991302,-0.053747073,0.68860865,1.5766203,2.164904,2.8078904,3.6842966,4.5700893,5.580104,6.8734217,8.651131,9.544218,9.78829,9.668338,9.125164,7.7922144,5.465618,3.6475582,1.5772866,-0.21439867,-0.9352845,-0.90092015,-0.8308253,-0.4508876,-0.14953327,0.107032225,0.18646571,-0.6255904,-1.1390599,-0.50554556,1.6784587,3.3302822,4.1372137,5.003296,5.9785786,6.6580906,7.46084,8.229526,8.995149,9.458752,9.873372,10.147853,10.528059,10.868887,11.12311,11.241957,10.92789,10.43768,9.910785,9.069475,8.3810625,6.9842453,5.2666216,2.4093695,-1.6501689,-2.5037167,-3.0975814,-3.272316,-3.320826,-3.3051846,-3.4397516,-3.5170856,-3.333392,-3.189095,-2.989798,-2.8015594,-2.566651,-2.53795,-2.561873,-2.7491424,-2.9285018,-2.8547416,-2.6814895,-2.6231794,-2.4618201,-2.6684163,-2.611761,-2.6958017,-2.7586675,-2.9941025,-3.2730129,-3.303122,-1.9916046,-1.9916012
-1.9278568,-1.9465643,-1.9880114,-2.070936,-2.0973687,-1.9091082,-2.2094276,-2.248426,-2.284637,-1.9098215,-2.2750359,-2.2462907,-2.0091462,-1.8888686,-1.7900746,-1.6393521,-1.5547616,-1.5102452,-1.3393698,-0.9367398,-0.3320204,-0.08844355,0.0360706,-0.2338351,-0.57235897,-0.9507446,-1.108098,-1.2130761,-1.2058175,-1.0225313,-0.80626106,-0.4899444,-0.10428986,0.14241412,0.13785666,0.03037776,0.11511241,0.48232543,0.77506626,1.0574224,1.0350684,0.8106358,0.48386958,0.139729,-0.0045323074,-0.2960596,-0.20151746,0.14107713,0.67933506,1.0289862,1.2161553,0.96525884,0.8784462,0.73900217,0.06426117,-0.42528227,-0.41107672,-0.7105941,-0.9295824,-0.629898,-0.42736152,-0.34819692,-0.464695,-0.47203547,-0.45449352,-0.47987628,-0.5239055,-0.6111659,-0.70273733,-0.783205,-1.0715356,-1.3435087,-1.6671141,-2.062148,-2.2346635,-2.2943401,-2.4539158,-2.5789886,-2.6560087,-2.663819,-2.537253,-2.4473524,-2.373684,-2.3443818,-1.986701,-0.7932386,0.31378955,0.4463699,0.37917966,0.3234391,0.1955481,0.07495104,0.0014319345,-0.0813562,-0.14087816,-0.219426,-0.3371343,-0.5210062,-0.61848736,-0.7325111,-0.8471395,-1.0497475,-1.3698261,-1.7077076,-1.9664315,-2.1158242,-2.2284594,-2.279182,-2.1428947,-1.7438252,-1.1781652,-0.83923686,-0.91229963,-1.4034911,-1.492053,-1.4604558,-1.5268592,-1.7102624,-1.681596,-1.8213314,-1.8221042,-1.7001605,-1.6225631,-1.5971915,-1.9051974,-1.9417593,-1.849775,-1.7595059,-1.84641,-2.0186582,-1.9320884,-1.9634618,-2.051136,-2.1518755,-2.2210138,-2.2422595,-2.3338099,-2.14646,-2.0814302,-2.070885,-2.2455723,-1.9089785,-1.9089812
-1.1509238,-1.1882783,-1.1744294,-1.1660655,-1.1599777,0.31731224,-1.2674345,-1.2010852,-1.178338,0.31462637,-1.1216577,-1.081856,-1.250036,-1.2931057,-1.263053,-1.190635,-1.3105338,-1.327657,-1.2089252,-0.9468971,-0.68077564,-1.0141476,-1.1721383,-1.1111964,-1.2680063,-0.84355414,-0.16064282,0.48456988,0.4691182,0.25579694,0.062498495,0.095898226,0.24471508,0.47456425,0.5145948,0.60043484,0.65224355,0.71148604,0.6739472,0.74178165,0.657716,0.35572416,0.12650898,0.32074937,0.7434086,0.7096113,0.95929486,1.3114359,1.0587603,0.61417705,0.2515677,0.2315273,0.5065071,1.3532282,5.1327477,9.37344,11.426569,11.951595,11.8949585,10.646462,8.488829,6.378785,4.45349,3.3062325,2.3925328,1.4948515,0.87941194,0.43525636,0.14625913,-0.015560088,0.26923206,0.3891196,0.19827983,-0.8972313,-1.837069,-1.8360177,-1.5870204,-1.4844497,-1.142396,-0.580948,-0.07594641,-0.009019107,-0.041467175,0.10033503,0.4582999,0.8066816,0.33258513,-0.4206375,-1.3663198,-1.8055829,-1.6824543,-1.5548058,-1.371428,-1.1883564,-1.0731888,-0.94174016,-0.81686974,-0.71410906,-0.63715225,-0.6012062,-0.5692267,-0.5669236,-0.49347937,-0.37530255,-0.15949434,0.0063294936,0.13490644,0.17906205,0.055946708,-0.10461229,-0.084101915,-0.015464455,0.03566906,0.078849494,-0.04848817,-0.1324596,-0.13906278,-0.4084251,-0.40805757,-0.19507307,-0.041185915,0.18489979,0.24175718,0.45216072,0.697493,0.8088677,0.65805405,0.23460597,-0.22422451,0.09403059,0.07844122,0.41137677,0.71620417,0.8771271,0.93968415,0.85234696,0.71043885,0.6173495,0.08234166,0.11620336,-0.0978279,0.31781778,0.31779602
-0.827597,-0.8982017,-1.0027118,-1.0057734,-1.0340827,-2.139723,-0.9325041,-0.90131855,-0.9239567,-2.13742,-0.84057355,-0.87926006,-1.0518904,-1.0357888,-0.81090003,-0.6173467,-0.31046605,-0.1587804,-0.24905744,-0.41366315,-0.37430498,0.18459138,0.9853927,2.6926408,5.622089,8.444992,10.163767,11.545278,11.817736,11.52783,11.245697,10.771419,9.742679,8.172083,6.8640056,5.828866,4.6328087,2.8950298,1.5241945,0.48578137,0.23631477,-0.14515516,-0.3634945,-0.37612036,0.084116094,0.5196017,0.9475426,1.4890938,2.0412526,1.6885335,0.79714453,0.33921334,0.06891735,-0.12758702,-0.45691657,-0.8832164,-1.0140047,-1.3876934,-1.5397342,-2.3306203,-2.3698792,-1.8109524,-1.7106766,-1.7389894,-1.7993989,-1.8575482,-1.8966244,-1.9129859,-1.8790748,-1.7410574,-1.5149114,-1.425248,-1.343554,-1.3505378,-1.0856087,-1.013659,-1.1293651,-1.4147712,-1.4852531,-1.1802604,-1.0545418,-1.0869735,-0.9977363,-0.9043619,-0.65970093,-0.19884302,-0.47620702,-0.8350436,-0.7684891,-0.8214715,-0.9775601,-1.0983758,-1.2034893,-1.2851303,-1.2754225,-1.2632318,-1.2632909,-1.2503123,-1.2594366,-1.3341467,-1.4602721,-1.5797812,-1.6869373,-1.6406744,-1.4256642,-1.2598828,-1.112304,-0.946218,-0.8598026,-0.70020646,-1.0261197,-1.3510605,-1.715836,-1.8623319,-1.8071537,-1.6249142,-1.4050249,-1.1366416,-0.95592135,-0.8794201,-0.7536707,-0.530542,-0.55287194,-0.5461119,-0.6770623,-1.0050269,-1.2717433,-1.6962141,-2.11564,-2.0101933,-1.9717916,-1.6998038,-1.6095203,-1.6826532,-1.8072598,-1.8699889,-2.0143344,-2.0982878,-1.8918477,-1.8886241,-1.8075311,-2.1401434,-2.1401122
-2.2662187,-2.2685103,-2.2292514,-2.2398887,-2.2539306,-2.730022,-2.324308,-2.3948915,-2.2968915,-2.7297196,-2.2818854,-2.255147,-2.110429,-1.878199,-1.8385751,-1.7168896,-1.8638146,-1.790546,-1.8798159,-2.094865,-2.093181,-1.9924226,-1.8049942,-1.5305552,-1.409173,-1.4909027,-1.8222588,-2.0128436,-2.1183722,-2.1210518,-2.0611057,-2.1011343,-1.9804395,-1.5348718,-1.0306258,-0.6541035,-0.4863243,-0.7196183,-1.1174881,-1.6694813,-1.9343383,-1.8038409,-1.7394289,-1.7433448,-1.66695,-1.8373637,-1.7715347,-2.0112712,-2.2091494,-1.8470144,-0.5830903,0.651513,1.352877,1.7951181,1.5930114,-0.23550995,-2.253601,-1.6091112,-0.0106071085,3.328253,5.9649,7.693249,8.209607,8.378675,8.381187,8.219147,7.97795,7.590118,7.0904856,6.1905117,5.0779963,3.9898396,2.7219043,0.6130123,-1.4560958,-2.7338815,-3.1902895,-3.3343425,-3.097528,-2.6161885,-2.0692892,-1.7833022,-2.0180001,-1.9898485,-1.8000369,-1.2735617,-1.3199137,-1.2567954,-0.6795809,0.15530905,0.63743156,0.81222665,0.95109653,1.1134493,1.169778,1.131829,1.1031908,1.0341324,1.0749888,1.149254,1.3061165,1.4197389,1.3348496,0.79640645,-0.34175587,-1.1588612,-1.8286518,-2.141336,-2.6483698,-3.1005635,-3.441875,-3.5809474,-3.4797044,-2.9923577,-2.7764876,-2.498811,-2.1955085,-2.089258,-2.188559,-2.4108622,-2.5519648,-2.7599165,-2.8104036,-3.1366863,-3.4564984,-3.4655652,-3.2529826,-2.981211,-2.543055,-2.6537075,-2.7962291,-3.0990262,-3.2224083,-3.3215191,-3.3031602,-3.268568,-2.9935632,-2.758317,-2.201922,-1.8522435,-1.4183607,-2.7301073,-2.7301106
