0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
11.244123,11.681786,13.056208,13.08124,13.085876,13.101712,11.237434,10.985715,10.9894,11.30195,13.071732,12.967406,12.888336,12.969667,12.879993,11.018927,11.158976,12.580787,12.346144,12.079002,11.365486,9.3732,5.774633,2.869114,2.6500022,2.559731,2.5174592,2.4232335,2.078956,1.773445,1.143023,0.713421,0.4502324,0.30263478,0.3394192,0.2920872,0.42298174,1.1225771,2.4414377,2.1770544,1.259193,0.70364636,-0.010459371,-0.3212253,-0.055622846,-0.105979085,-0.049873993,0.6187263,1.637462,2.6786976,2.4852772,2.5730004,3.0328803,3.3232245,3.9488215,4.2491055,2.8429904,1.619719,0.84123045,0.82521105,0.5249562,0.039761633,-0.33996764,0.13560317,1.0747467,1.1938146,0.7594238,0.08796675,-0.5507482,-0.8948132,-0.84183717,-0.931958,-1.1789328,-1.3549047,-1.5390587,-1.738756,-1.8323822,-1.9823182,-2.0692637,-2.1366806,-2.1024065,-2.0631857,-1.8804008,-1.6186233,-1.2802155,-1.078032,-1.1132116,-1.2025803,-1.251176,-0.9380642,0.43257368,1.2835157,1.1329031,0.16883977,-0.03622148,0.35508454,0.069408596,-0.30690762,-0.33572194,-0.06403535,0.65841925,1.3725626,1.9294968,2.2660127,2.272162,1.89268,0.7908901,-0.064020574,-0.55507374,-1.0888641,-1.7870626,-1.6684608,-1.1362623,-0.30937934,0.09311536,0.19769934,0.06522734,-0.5964682,-0.57318527,0.1337159,0.60017246,1.0237892,1.9741421,3.1919951,4.0088167,4.8527427,5.0467877,3.577992,2.9015622,2.813489,2.0067937,1.052883,0.53703034,0.6098002,0.6588448,0.66863126,0.56718886,0.30766934,0.3065877,0.25162125,0.28255108,0.2976195,0.311172,0.32379937,0.17455885,0.05264226,0.32772684,2.25628,3.1611176,2.9648356,2.4218183,2.266413,2.2856677,2.5806055,3.2810445,4.0188723,5.172474,5.9662,6.8279943,7.582185,8.926734,9.606951,10.204632,10.433946,10.739361,11.469208,11.51469,10.98566,10.984595,10.984521
-1.8740238,-2.0842812,-2.6586263,-2.5961585,-2.5903373,-2.5693097,-1.8642852,-1.7534994,-1.7552032,-1.9059793,-2.5995874,-2.559351,-2.414719,-2.5006113,-2.6384668,-1.7700653,-1.8445219,-2.7499065,-2.683208,-2.66659,-2.661673,-2.9018877,-3.028585,-2.4443545,-2.2423835,-2.2387981,-2.18098,-2.0201719,-1.7386131,-1.4269894,-1.0241226,-0.8376434,-0.7880039,-0.65499127,-0.42578483,0.015088424,0.062012553,-0.2550015,0.19378266,0.3631348,0.68838984,0.6688561,0.27704632,-0.13586032,-0.58402383,-1.2256342,-1.8106136,-2.3973866,-2.3017476,-2.0437036,-1.7304572,-1.5522407,-1.6166341,-1.7539852,-2.060738,-2.8148885,-2.8386092,-2.8693695,-2.919262,-2.9544754,-2.9269843,-2.639706,-2.2349753,-2.2943993,-2.176223,-2.0797272,-1.9024632,-1.8169577,-1.7959201,-1.8486072,-1.7115055,-1.4617432,-1.192848,-1.0024041,-0.7765777,-0.8023939,-0.88889396,-0.910105,-0.9561878,-0.9497949,-0.91765946,-0.82318306,-0.65565425,-0.4772914,-0.6480305,-0.7693418,-0.76080114,-0.7410991,-0.6316023,-0.31132817,-0.42115772,-0.29902592,-0.71923417,-1.0689697,-1.3327146,-2.078229,-2.5926552,-2.6672711,-2.7039096,-2.7232964,-2.5847292,-2.4643726,-2.3695474,-2.099331,-1.7648947,-1.5670166,-1.3221111,-1.37816,-1.6718156,-1.6870985,-0.64104974,0.44733223,0.5382203,0.44087616,0.36633304,0.3920796,0.30545458,-0.23959874,-0.58273196,-0.5215402,-0.27311748,-0.002920188,0.08555728,-0.04920125,-0.18153392,-0.26137656,0.015303403,0.17805451,0.18026245,0.20605369,0.39402798,0.46662134,0.21896441,0.096910864,-0.00866203,-0.050822273,-0.20824686,-0.41949165,-0.66467696,-0.84488297,-1.0372541,-1.1861562,-1.3177402,-1.4312885,-1.5558033,-1.8075612,-2.6972604,-3.2757444,-3.3574533,-3.680026,-3.7900343,-3.6249585,-3.5131376,-3.4366252,-3.3822813,-3.3088896,-3.1694503,-3.1417837,-3.0429215,-3.110505,-3.1441393,-3.0153885,-2.7998977,-2.7928047,-2.812264,-2.7154887,-2.7246914,-1.7531676,-1.7529283,-1.7529118
-0.7840127,-0.91286385,-1.5034859,-1.6635267,-1.4844799,-1.4656563,-0.79267424,-0.73236465,-0.73325187,-0.81731427,-1.4615014,-1.2913988,-1.5497088,-1.5905354,-1.5905722,-0.732268,-0.745003,-1.4506841,-1.4476445,-1.4812052,-1.0586181,-0.47778463,-0.94044465,-1.4307195,-1.660725,-1.5711484,-1.2905369,-1.1081108,-1.0835845,-1.0677176,-0.6273308,0.02552706,0.17072481,0.050978884,-0.32507214,-0.6867839,-1.0002496,-1.2978797,-1.4372821,-1.3016675,-1.5145614,-1.4062284,-1.4935876,-1.2725747,-1.1701752,-1.5555799,-1.5227215,-1.5661602,-1.5108151,-0.8435699,-0.5058338,-0.27366278,-0.23551464,-0.30255893,-0.25197673,0.0074604396,-0.072291546,-0.32757992,-0.83267415,-1.4981662,-2.0480244,-2.3990276,-2.2411115,-2.0220902,-2.322552,-2.5544562,-2.4898274,-2.1521266,-1.651036,-1.2822398,-1.1065686,-1.3073714,-1.442273,-1.5549066,-1.6853851,-1.8421329,-1.8716886,-1.9329034,-1.9452848,-1.8737476,-1.7557096,-1.6170967,-1.410477,-1.168963,-1.1471002,-1.2108109,-1.4778434,-1.9378448,-2.3832223,-2.6087162,-2.4102852,-2.186826,-2.2206874,-2.0646017,-1.1866561,-0.5425657,-0.43036824,-0.37021255,-0.3337928,-0.45455217,-0.6067049,-0.68989676,-0.6764182,-0.671553,-0.472755,-0.38163072,-0.6725516,-1.1127923,-1.475575,-1.8984829,-2.1247644,-1.6658077,-1.4452729,-1.500231,-1.299458,-1.3871648,-1.5762043,-1.7034452,-2.062992,-2.52073,-2.6917977,-2.86941,-2.9101415,-2.6823044,-2.7255492,-2.9381416,-3.0625224,-2.8174996,-2.8127809,-2.7971048,-2.7994106,-2.925222,-3.271505,-3.6482515,-3.871569,-3.954655,-3.8501678,-3.710225,-3.5539021,-3.410006,-3.222262,-3.10133,-3.0369081,-2.9461372,-2.837183,-2.5650551,-2.338619,-1.977979,-1.6273077,-1.3283168,-1.3602835,-1.5325663,-1.5410628,-1.4588127,-1.4778507,-1.5919206,-1.7013662,-1.765645,-1.663814,-1.5974677,-1.9739096,-2.1249666,-2.3393292,-2.4443507,-2.421948,-2.1777868,-2.1426878,-0.7328125,-0.7322593,-0.73220396
-0.5722405,-0.81807613,-2.1793666,-2.143843,-2.0988243,-2.0937502,-0.54122925,-0.44417152,-0.4453291,-0.56601244,-1.8715545,-1.9205287,-1.6955972,-1.7754197,-2.0129838,-0.4562216,-0.53301656,-1.9334165,-1.7279686,-1.6492871,-1.779539,-1.7191552,-1.6107525,-1.3501045,-1.3192166,-1.453349,-1.4976109,-1.4808809,-1.3995126,-1.4851708,-1.3377014,-0.549168,0.38580734,1.4405743,2.8071566,4.808833,7.6960626,10.619006,12.248974,12.508711,12.63434,12.705085,11.855301,9.627739,6.9070296,3.0364947,0.4380767,-0.52857935,-0.66353613,-0.7995069,-0.80769306,-0.8064659,-0.97404087,-1.1406413,-1.1906778,-1.0182724,-0.76319754,-0.6359582,-0.65244234,-0.84952724,-1.4146558,-1.5745814,-1.2248815,-1.067499,-1.1106634,-1.4091203,-1.4350642,-1.6007502,-1.4999859,-0.8249401,-0.07671863,0.42782938,0.44596773,0.28607717,0.17206596,-0.08880142,-0.21299195,-0.3955162,-0.5443526,-0.61668926,-0.59550214,-0.5260763,-0.43458444,-0.3147809,-0.37987825,-0.2578385,-0.13887446,-0.29558915,-0.3268416,-0.23625761,0.1625847,-0.51414174,-1.7814467,-1.8974206,-1.5751603,-1.9609278,-2.3787668,-2.402647,-2.4033318,-2.367904,-2.013741,-1.6437118,-1.4034339,-1.0354695,-0.86099374,-0.77211165,-0.78822017,-0.8777067,-0.87858856,-0.9481666,-0.92405796,-0.53028905,-0.2548046,-0.29101217,-0.5977453,-0.5864636,-0.7668658,-1.3859946,-1.9070909,-1.6526785,-1.3081704,-1.0927663,-1.1363811,-1.3566971,-1.552953,-1.5613968,-1.1084536,-1.1332879,-1.2143031,-1.3558187,-1.2636763,-1.2577653,-1.2984532,-1.461823,-1.661992,-1.9269539,-2.0578814,-2.0755048,-2.1616871,-2.1939673,-2.1629457,-2.143465,-2.0970337,-2.0751407,-2.0087776,-1.8404195,-1.9984429,-1.8866374,-1.7065414,-2.0417624,-2.2442694,-2.3661592,-2.3323278,-2.3057494,-2.3253536,-2.3640072,-2.3614144,-2.2586472,-1.969944,-1.8500172,-1.662574,-1.6545991,-1.4410064,-1.3376552,-1.4255481,-1.6937854,-1.6817851,-0.44469735,-0.44396728,-0.44389594
0.84221387,1.0867882,1.5632186,1.517962,1.7537487,1.7242441,0.82027507,0.7032056,0.7041194,0.85879725,1.6925082,1.9410632,1.7570614,1.8262811,2.2368758,0.7168165,0.78588015,2.3561904,2.4064448,2.3091557,1.5638067,1.4821411,2.0074284,2.1437478,1.8622922,1.8719033,1.7518084,1.5769854,1.2242113,0.8934666,0.77403116,1.1988794,1.6408365,1.9794624,2.1985395,2.3654504,2.8728142,2.2735329,1.3764586,0.8312797,0.30835104,-0.18469347,-0.16385609,0.07700321,0.6850537,1.3642497,1.1109223,0.04844743,-1.1143248,-1.6623526,-1.91502,-1.9730959,-1.8288295,-1.6279812,-1.4567511,-0.7123531,-0.22479054,0.21227194,0.7643527,1.3007591,1.6568929,1.6012033,0.8346532,-0.16069916,-0.5877043,-0.49765766,-0.6363682,-0.6799296,-0.46407208,0.048875943,0.78681237,1.6004025,1.9982579,2.2290761,2.375405,2.7118232,2.8878553,2.951018,2.9076319,2.6377008,2.3950548,2.2281804,2.1618314,1.9497411,1.8772435,1.9676728,2.1008158,2.336847,2.3589814,2.188877,0.3310284,-0.15754169,0.08767541,-0.49735725,-1.5395132,-1.9211414,-1.7575307,-1.5559611,-1.5855994,-1.9516945,-2.5342894,-2.7204995,-2.6541839,-2.4687784,-2.3961797,-2.314055,-2.3173635,-2.0537677,-1.8330923,-1.6112115,-1.2175889,-1.2927618,-1.0122042,-0.5315311,-0.49637026,-0.71671116,-0.8954746,-0.8616768,-0.46328613,0.037717067,0.35126466,0.34586072,-0.015124571,-0.29644936,-0.40074882,-0.47867125,-0.572873,-0.63198805,-0.6033787,-0.85737157,-1.3942966,-1.6806284,-1.3295802,-0.8721689,-0.50117624,-0.15255103,0.07340684,0.31167993,0.58976877,0.779831,0.90836865,0.9848978,0.9547053,0.916831,0.63627625,0.21584278,-0.49505988,-1.4026866,-1.2700171,-0.46505952,-0.004006891,0.25792995,0.17367236,0.159282,0.27987915,0.32864103,0.3063922,0.27965134,-0.037498266,-0.17628379,-0.3797592,-0.48067915,-0.5012986,-0.5822444,-0.5157298,-0.091903925,0.17699045,0.7037146,0.7030123,0.70296174
-1.1277761,-1.2109096,-1.6849935,-1.798604,-1.6661459,-1.6253144,-1.1445563,-1.0721562,-1.0737101,-1.1549733,-1.5085206,-1.4349427,-1.398222,-1.5887185,-1.7333713,-1.0883656,-1.1513251,-1.6247194,-1.4262469,-1.2764491,-1.3612611,-0.87647617,-0.78077036,-0.72639686,-0.55818623,-0.39991957,-0.40574485,-0.41740766,-0.33674023,-0.36277202,-0.71413267,-0.7168702,-0.21443558,0.30451897,0.71805674,0.81862503,0.4770096,0.14509165,-0.27034372,-0.9336277,-0.9614846,-0.62990385,-0.5879698,-0.74187124,-0.29873624,0.07933593,-1.1748434,-1.5776851,-1.7935827,-2.0087852,-1.5076983,-1.1310441,-1.1332031,-1.2993695,-1.3572938,-1.3247857,-1.1130283,-0.8955772,-0.6522845,-0.404699,-0.2255344,-0.049097538,-0.098607644,-0.618724,-0.93971515,-0.999587,-0.5565613,0.19434649,0.7215804,0.77485913,0.5730549,0.2898503,0.12037474,0.017175317,0.0120911,0.08659792,0.13811606,0.21079156,0.2258978,0.2320967,0.23908985,0.260646,0.36019906,0.6852834,0.94372046,1.1262454,1.2438483,1.1309446,0.955611,0.59001744,0.26924634,0.15333796,-0.21170092,-0.6740731,-1.5397668,-1.8417575,-1.5295914,-1.4023209,-1.3298123,-1.3618109,-1.613462,-1.7797948,-2.0066714,-2.3575978,-2.284424,-1.7778336,-0.35395497,0.846728,1.2393131,1.0849757,0.54806036,0.23013037,-0.055278353,-0.62226975,-1.1498281,-1.2351567,-1.2226241,-1.0926728,-0.40472227,0.05124718,0.17272782,0.098058045,-0.29220715,-0.96311116,-1.3582535,-1.4795861,-1.3032107,-1.2047886,-1.0612707,-0.7960659,-0.34392467,0.098286994,0.0731087,-0.089503616,-0.14526716,-0.21039388,-0.16059572,0.048877627,0.33376423,0.6445153,0.91309345,1.1054311,1.1695577,1.065955,0.7039892,0.31013876,-0.26657516,-1.3564318,-2.098551,-2.614722,-2.6235096,-2.4775786,-2.2273812,-1.9298136,-1.5771344,-1.3367689,-1.1822189,-1.2145525,-1.1984282,-1.2773516,-1.2868748,-1.3180645,-1.2544994,-1.2818785,-1.4483286,-2.1211817,-2.288073,-1.0728197,-1.0717986,-1.0717223
-2.1734335,-2.364038,-2.7870576,-2.7208753,-2.835259,-2.8484645,-2.169538,-2.0491586,-2.0505385,-2.203494,-3.003552,-2.9615493,-2.9882748,-3.0757432,-3.1531801,-2.0623965,-2.1233127,-3.2576337,-3.34665,-3.3300514,-3.0317924,-2.4780536,-1.8968561,-1.1652222,-1.0133753,-0.82163256,-0.87913245,-0.8415873,-0.6574946,-0.28538245,0.056908004,-0.24979675,-0.266999,-0.20058975,-0.14219807,-0.2829279,-0.72363734,-0.73375714,-0.8659225,-0.7510935,-0.54982835,-0.57561934,-0.6586127,-0.61250925,-0.5724903,-0.34012622,-0.6816339,-0.58941954,-0.55252707,-1.2748792,-1.4222304,-1.3208154,-1.3167849,-1.3225416,-1.2882026,-1.3165448,-0.7913933,-0.64008945,-0.51983184,-0.31287396,0.030749738,0.08992973,-0.19760677,-0.6188035,-0.49081242,-0.32487774,-0.12774149,-0.00037501752,0.1533024,0.20464748,0.10815571,0.057174712,0.07488792,0.1382935,0.17652151,0.29023072,0.37767595,0.511566,0.5743389,0.6164626,0.5765202,0.5244645,0.26990858,-0.12493962,-0.38246745,-0.43862188,-0.31535172,-0.2562948,-0.23622636,-0.29064178,-0.50933665,-0.59831977,-1.0467206,-1.2666793,-1.8457948,-2.3307896,-1.9532462,-1.6686522,-1.6021925,-1.6514478,-1.7924654,-1.7924857,-1.6568282,-1.7149048,-1.5136528,-0.6224817,2.6901333,6.61446,8.767719,10.015709,10.56724,9.714811,8.373541,6.0365,4.397356,4.7648525,6.073928,9.618793,11.403978,11.689192,11.564056,11.400893,10.726273,9.595673,8.10404,5.8944263,2.5225291,0.26741874,0.015891507,0.115137324,0.44350922,0.7616298,0.9375558,0.82463914,0.68824935,0.5252162,0.31400615,0.16177738,0.07939333,0.06784603,-0.0143996775,-0.00015327334,-0.028449215,-0.14687993,-0.28526068,-0.5151609,-0.30109125,-0.71585184,-1.3807265,-2.157684,-2.3789585,-2.299535,-2.1717622,-1.9557078,-1.6976182,-1.4754167,-1.1659123,-1.4639409,-1.7600656,-1.874758,-1.9874408,-1.9804301,-1.886811,-1.9555038,-2.0355392,-2.3516421,-2.3937201,-2.0497468,-2.0487971,-2.0487313
0.9091315,0.7440395,-0.13749474,0.031249017,0.05631277,0.09064785,0.92756367,0.94031936,0.9402314,0.903242,0.22848809,0.05565691,0.5145377,0.37571076,0.079732046,0.9375836,0.89153415,0.062139437,0.26869926,0.30973867,-0.009074345,-0.6485245,-0.97359973,-0.7442414,-0.6833526,-0.51277184,-0.46062636,-0.30357936,-0.14916222,-0.042721733,-0.081215225,0.1214678,0.2490752,0.42257625,0.7860772,1.4122461,1.4681844,0.7913939,1.2126162,1.482863,1.5769665,1.5669419,1.6114571,1.3868891,0.72780156,0.5978816,0.86645836,0.36645484,-0.008862425,-0.5445115,-0.6655212,-0.7672388,-0.9132859,-1.0662417,-1.0385756,-0.9101255,-0.86542195,-0.9538563,-0.9559501,-0.83734006,-0.5997359,0.12093377,1.0965699,1.3255466,0.96649444,0.7208561,0.5270682,0.36462873,0.32335055,0.55569476,0.8904649,1.2670372,1.3072011,1.2569944,1.276265,0.9204763,0.6613256,0.32834518,0.06612593,-0.093274295,0.06714386,0.3554609,0.5696585,0.9237733,1.2280514,1.763951,2.5040536,3.3988256,4.9515696,7.7711287,10.395867,11.467319,11.380649,10.218815,7.379649,2.5821843,-0.4813151,-1.3568096,-1.5084788,-1.0946354,-0.39150584,-0.102143064,-0.24038452,-0.4062586,-0.5068276,-0.4245709,0.1626587,0.7461616,0.92750025,0.9053073,1.4526091,2.339058,2.9748607,3.0268435,2.2683287,1.9982966,1.5733249,0.84088445,0.23363829,0.25405458,0.43056893,0.68739647,0.63182664,0.29629892,0.3102715,0.36055642,0.28611755,-0.16006419,-0.492401,-0.64567006,-0.50574136,-0.47110507,-0.699988,-0.96769917,-1.153358,-1.2780552,-1.4084103,-1.4956387,-1.3476534,-1.1867743,-0.9336097,-0.735512,-0.4840576,-0.20096199,0.44593722,0.82369184,1.1874679,1.6694264,1.2008615,0.22311024,-0.042225055,0.19870663,0.4161492,0.6810805,1.1632602,1.5777174,1.9258175,2.21357,2.2886133,1.9675115,1.5002284,1.2181334,1.1675317,0.99479747,0.7513559,0.38751775,0.38772342,0.9400346,0.9402208,0.94027656
-1.7896098,-1.7657894,-1.0198468,-1.0059055,-1.0792527,-1.0510415,-1.7657781,-1.8231914,-1.82222,-1.757885,-1.2473059,-1.1446084,-1.2053598,-1.0880299,-1.0866952,-1.814328,-1.7725315,-1.0787487,-1.2818586,-1.4005059,-1.4057388,-1.4983088,-1.7456759,-1.5429146,-1.0468035,-0.6975126,-0.5734032,-0.5313843,-0.34007865,-0.038991686,-0.06769801,-0.5731011,-1.168958,-1.4821978,-1.4437456,-1.4392552,-1.3912525,-1.1223598,-0.41285944,0.17723916,0.51193804,0.27982697,-0.17193803,-0.63060236,-1.0074971,-1.5394281,-1.8869848,-1.5117626,-1.4143934,-2.1507688,-2.3868604,-2.4111211,-2.2929652,-2.0399072,-1.8956178,-2.1182418,-1.8561702,-1.925802,-1.9698423,-1.6767685,-1.240268,-1.0243633,-1.0683274,-1.191088,-1.1925993,-0.8256632,-0.8245547,-1.0570481,-1.2847432,-1.4849743,-1.5674114,-1.3510481,-1.0011238,-0.7028914,-0.4988764,-0.29700735,-0.27893245,-0.1996281,-0.2174716,-0.35310388,-0.60129344,-0.82707894,-1.0870662,-1.3519332,-1.5634978,-1.8335661,-1.7459646,-1.4414086,-1.2186055,-0.9531304,-0.5642968,-0.20948738,0.027628807,0.22823153,-0.32296905,-1.2004385,-1.3144599,-1.192273,-1.0748693,-0.8251927,-0.53427684,-0.4843279,-0.6472426,-0.7679885,-0.6555633,-0.470449,0.37686336,1.1109523,1.2743751,1.4777727,2.1903393,2.5649776,2.5893068,2.4890437,1.931831,1.7188277,1.8320067,1.3925884,1.3766261,1.1495636,0.89971673,0.96029997,0.47195053,0.017400987,0.052162625,0.42293504,0.4546999,0.24222891,0.27307457,0.33580834,0.8552182,1.45046,1.890909,1.95797,1.883395,1.8209803,1.8134001,1.7807184,1.8005528,1.7535517,1.6054533,1.5616184,1.4791343,1.3662184,1.195456,0.9410028,1.0503101,0.4552201,-0.4293209,-1.0513918,-0.9269626,-0.59880674,-0.39795664,-0.3900392,-0.32273078,-0.18393263,-0.03268403,-0.17463958,-0.40381944,-0.6237097,-0.77227134,-0.9143397,-1.2316705,-1.2007954,-1.282713,-1.5256691,-1.5808158,-1.8247133,-1.8237084,-1.8236188
-3.3338284,-3.2388413,-3.0006042,-2.944254,-2.7785847,-2.8135023,-3.3144577,-3.389865,-3.3886757,-3.2745283,-2.6087146,-2.4043083,-2.5831451,-2.698399,-2.518194,-3.3811426,-3.3443108,-2.752711,-2.8890092,-2.755773,-1.5229428,-0.26476967,0.7475879,1.6829045,2.1558464,3.5937805,3.8221803,3.7384648,4.0597086,5.2123685,7.8891983,10.207416,11.44571,12.153143,12.261873,11.751104,10.186921,6.48864,1.1220242,-0.8500305,-1.1790475,-1.4296913,-1.2780242,-0.8383397,-0.5226866,-0.72717583,-1.6520395,-2.1022666,-2.1650789,-2.1931882,-1.9420886,-1.9235889,-2.0593505,-2.2895458,-2.6496801,-2.8756156,-2.8085241,-2.583108,-2.1741796,-1.641727,-0.9231347,-0.19042957,-0.05938399,-0.785665,-1.0209976,-0.44823956,0.5936174,1.9051126,3.7531576,5.9456387,8.445524,9.809871,10.393879,10.642438,10.716272,10.847803,10.920265,10.958433,10.985604,10.999887,11.005149,10.910602,10.846978,10.604219,10.059007,9.330086,8.338726,7.3584547,5.6424656,3.0806398,-1.485806,-2.7072716,-2.1992283,-2.0003521,-2.8291886,-3.2001982,-2.917997,-2.483244,-2.2368,-2.0359306,-2.1165524,-2.3853278,-2.648243,-2.9065485,-2.941349,-2.7951405,-2.6499138,-2.3067546,-1.9383192,-1.3452301,-0.8823234,-1.3854256,-1.8129637,-2.0640578,-2.0186703,-1.903899,-1.8639231,-1.5647211,-0.96589774,-0.7259083,-0.4894839,-0.51608443,-0.7880349,-1.4088163,-1.9496913,-2.5854883,-3.255325,-3.1724284,-2.9744673,-2.8660047,-2.949051,-2.762961,-2.4840114,-2.4019558,-2.386563,-2.4359097,-2.5479863,-2.5984879,-2.6516087,-2.6055255,-2.553304,-2.541433,-2.5564551,-2.530425,-2.4807768,-2.5960803,-3.413579,-4.463797,-4.3429837,-3.6286516,-3.313561,-3.399087,-3.5419056,-3.648593,-3.8460379,-4.088321,-4.5515094,-4.7474184,-4.8371215,-4.629939,-3.9742606,-3.6880608,-3.284995,-3.1810899,-3.0062563,-2.5324519,-2.4737482,-3.3905537,-3.3903317,-3.3903184
