0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
13.132536,13.204018,11.509436,11.510137,13.382332,13.438145,11.508696,13.401493,11.508596,13.009289,12.358717,11.636833,11.0931835,10.424231,9.369299,8.668344,8.580021,8.469418,8.129888,7.5813212,6.6199217,5.879218,5.8971195,5.2447762,4.643835,3.818123,3.394257,3.0410004,2.5811915,2.213274,1.6340516,0.89698005,0.38234234,0.12313443,-0.09592821,-0.3856678,-0.44722825,-0.272653,-0.34282976,0.4365369,1.5348723,1.7927835,1.4670042,0.73548186,-0.11548067,-0.3271191,0.026453823,0.02958341,0.07373287,0.31649816,0.7959251,1.3388705,2.3214183,2.7465944,2.7872036,2.6164696,2.4692664,2.5041356,2.5505106,2.5741365,2.266087,1.5688249,0.5130602,-0.42993763,-0.554821,-0.1887303,-0.40935183,-0.441527,0.8278449,2.275544,2.3087783,1.8049572,1.0459276,0.4196533,0.17344148,0.15061203,0.17971317,-0.39707673,-0.8261011,-1.0858722,-1.2279536,-1.2702694,-1.3359042,-1.4101154,-1.4965682,-1.5562391,-1.4719034,-1.2890542,-1.0333905,-0.8219824,-0.6112111,-0.66284406,-0.8093958,-1.0353045,-1.1851549,-1.3136313,-1.2892013,-1.3351889,-1.38729,-1.1989651,-0.8746908,-0.046842664,0.59633833,0.708151,0.8141631,0.8075477,0.7707826,0.66201746,0.92952085,1.1701571,1.342941,1.3515319,1.1988746,1.3710968,1.4559728,2.029119,3.1396775,3.6009278,3.2544966,2.5909796,1.9125352,1.1897757,0.074335426,-0.7579984,-1.1992501,-1.6974769,-1.8097365,-1.8858211,-1.7134347,-1.4180269,-1.0252082,-0.7431189,-0.69628525,-0.664382,-0.6494172,-0.6260761,-0.61019784,-0.49961397,-0.23714115,0.4091944,1.5409,3.4893785,4.6009803,5.3571754,5.1440625,4.77533,4.302969,3.8543372,2.7228644,2.3084376,2.1274128,1.672366,1.3504974,1.4219667,1.4395013,1.3487246,1.3685577,1.2873129,1.1714314,1.1121824,0.9524242,1.0263354,0.94455576,0.7842052,0.80523187,0.74850714,1.1683131,3.307012,5.177309,6.2632046,6.9232,6.5536156,5.858185,5.2074337,4.5950294,4.8499627,5.0658417,4.957609,4.5795164,4.4766445,4.8885856,5.5801015,6.9519186,8.566959,9.464408,10.374959,11.607569,12.609041,13.38538,11.509145,11.508547,11.513333,11.510861,11.509585
-2.2647717,-2.2470994,-1.4969825,-1.4972491,-2.211876,-2.238442,-1.4967579,-2.2115629,-1.4967022,-2.3603406,-2.4278383,-2.5098052,-2.4576502,-2.4831464,-2.3928385,-2.530131,-2.5929782,-2.685647,-2.7792811,-2.8060899,-2.7194734,-2.5415206,-2.4915318,-2.3131843,-2.0997076,-1.9438605,-1.8621415,-1.8166866,-1.696074,-1.5227027,-1.234693,-0.85304964,-0.5422501,-0.42271724,-0.3894628,-0.3298362,-0.306299,-0.34739682,-0.3837124,-0.48479247,-0.056702852,0.19316006,0.22627577,-0.049777865,-0.3933391,-1.0956364,-1.4595402,-1.7883979,-1.8850446,-1.883873,-2.2525527,-3.221238,-3.3327641,-2.802089,-2.363284,-2.2477198,-2.1359353,-2.2069864,-2.278514,-2.3734894,-2.5236437,-2.625506,-2.7787442,-3.1848629,-3.55969,-3.7072518,-3.3764198,-3.0253468,-2.5339525,-1.9970695,-2.1167986,-2.2387152,-2.2635632,-2.8178551,-3.1702821,-3.2364893,-3.1676636,-2.8119624,-2.2854333,-1.8166244,-1.5048174,-1.354281,-1.2675045,-1.2653887,-1.2366761,-1.2079779,-1.027155,-0.8059344,-0.8431262,-1.047444,-1.2259742,-1.3016964,-1.1199876,-0.6754645,-0.5380566,-0.6532698,-0.8602679,-0.85341686,-0.5892467,-0.28095457,0.30247682,0.69480795,1.0916592,1.2191814,0.7892941,0.21642715,0.08204433,-0.5117931,-0.87162566,-1.1244423,-1.4712431,-1.8408666,-2.2248592,-2.4998631,-2.678192,-2.8126812,-2.8627405,-2.7643118,-2.3588922,-2.2560441,-2.2261734,-2.2878933,-2.3280292,-2.5403156,-2.3179388,-1.3410352,-0.646404,0.306512,0.6147201,0.74391603,0.7399733,0.7483902,0.79563755,0.90598714,0.94406533,0.76737016,0.45194024,0.2557957,0.3912082,0.6906372,0.5038555,-0.16332805,-0.2809615,-0.30611438,-0.36561656,-0.40440542,-0.27060843,-0.08405948,0.24652536,0.33601,0.28772637,0.22395363,0.1848557,0.16996697,0.08615019,-0.05316083,-0.27231455,-0.384286,-0.52105665,-0.6525592,-0.7332677,-0.6985351,-0.7337421,-0.82450235,-0.9528153,-1.3934172,-2.2957125,-3.4850123,-3.7965767,-3.8543615,-3.9728808,-4.0823355,-4.1960053,-4.2712536,-4.3077164,-4.251401,-4.1809254,-4.0769253,-3.9290562,-3.7859824,-3.6693087,-3.5336208,-3.385943,-3.1810334,-3.0623436,-2.9534593,-2.8359814,-2.481324,-2.0066824,-1.496546,-1.4965546,-1.4972727,-1.4967422,-1.4964548
-0.16451028,-0.07485491,0.36088458,0.3610713,-0.10373047,-0.13549894,0.36074716,-0.23058745,0.36069816,-0.44149303,-0.70873064,-0.9596195,-1.1333228,-1.259114,-1.1321256,-1.2650292,-1.3289866,-1.2526236,-1.1954288,-1.1495554,-1.0713797,-0.9589392,-0.90958226,-0.8734808,-0.8349706,-0.6609101,-0.50580627,-0.37425756,-0.30274427,-0.3717717,-0.5236252,-0.47110757,-0.19303037,-0.106763646,-0.110881254,-0.27422488,-0.6842686,-0.83563995,-1.2253032,-1.5755227,-1.7489619,-1.5186946,-1.4429424,-1.5788579,-1.5201888,-1.4456251,-2.0099096,-2.388019,-2.6163032,-2.813746,-2.7873278,-2.6886036,-2.4970484,-2.0512085,-1.3393846,-0.9235544,-0.67367184,-0.49266997,-0.38817552,-0.4347709,-0.5508112,-0.85716295,-1.249759,-1.5047972,-1.8447603,-2.1188133,-2.4782693,-2.3935032,-2.0356216,-1.7530762,-1.6765873,-1.6397799,-1.7392913,-1.6264824,-1.4611808,-1.7955989,-2.2431579,-2.740913,-3.0709572,-3.2457674,-3.3103652,-3.3155417,-3.2769394,-3.2097096,-3.1153774,-3.0158043,-2.885584,-2.7318494,-2.462072,-2.17862,-1.8914434,-1.6591268,-1.4527116,-1.3500667,-1.150094,-1.0623722,-1.1829469,-1.8002493,-2.476191,-2.8686879,-2.9192033,-2.8776298,-2.5998635,-2.5068512,-2.3985207,-2.2445862,-2.0643134,-1.2739818,-0.5574348,-0.2884177,0.061864436,0.024512023,-0.026250184,-0.1170211,-0.1093072,-0.24559376,-0.6277616,-0.7607331,-0.84419954,-0.7238537,-0.6785351,-0.7065815,-1.1290196,-1.7309816,-2.186837,-2.6591556,-2.7202597,-2.4499679,-2.1876955,-1.9673686,-1.7747201,-1.6195042,-1.6087434,-1.6014892,-1.6427101,-1.8075424,-1.813488,-2.0827758,-2.5088162,-2.9241471,-3.2002196,-3.1480017,-3.1379538,-3.1536279,-3.1830695,-3.124017,-3.0980701,-3.1179867,-3.2680182,-3.379466,-3.5448475,-3.5964117,-3.7387915,-3.7298486,-3.6541662,-3.5362742,-3.3694215,-3.291255,-3.1639352,-3.086548,-2.982445,-3.0334988,-2.9756117,-2.8537412,-2.7245345,-2.4732714,-2.2613218,-2.4001245,-2.4922225,-2.00509,-1.8345878,-1.719703,-1.6907997,-1.8168557,-2.0883808,-2.123435,-2.0291014,-1.9209619,-1.927254,-2.0239305,-1.9998856,-1.8351371,-1.6644893,-1.7447588,-1.8311415,-1.8684962,-1.4020572,-0.89202756,-0.4050194,0.36073536,0.36063343,0.36101267,0.36083972,0.36074418
-1.5691683,-1.5665386,-0.4836708,-0.4837711,-1.5645007,-1.5740925,-0.48358914,-1.3478271,-0.48357135,-1.3535285,-1.4048889,-1.2574674,-1.0765144,-1.0265933,-0.8214824,-0.9891326,-1.0779743,-1.0776211,-1.2433941,-1.3590935,-1.4753114,-1.6131196,-1.7740935,-1.7861896,-1.7007871,-1.6474795,-1.5724686,-1.4677124,-1.2587098,-1.0388372,-0.8444949,-0.44588605,0.30002728,0.9258392,1.2867213,1.9763536,3.1059263,4.321181,8.007512,11.371954,12.520661,12.802885,12.792618,12.61307,11.384732,8.131488,4.558694,1.9223282,0.4488102,-0.672224,-1.7318113,-1.892381,-1.4675989,-1.2186475,-1.1792005,-1.283144,-1.3071508,-1.4238092,-1.577546,-1.6771339,-1.5956652,-1.3584275,-1.0601333,-1.0023321,-1.0527558,-1.533058,-1.8402193,-1.3310552,0.33320767,1.9713187,2.1616945,2.0291839,1.940697,1.2050817,0.82617915,0.85200536,0.4029779,-0.5732772,-1.2342597,-1.516239,-1.5901291,-1.6442534,-1.6442604,-1.6137071,-1.5601422,-1.4971645,-1.396246,-1.2555358,-1.1920439,-1.0965433,-1.0162926,-0.9513647,-0.82502,-0.5903091,-0.4657801,-0.43492475,-0.34098524,-0.29530463,-0.45085737,-0.17875427,0.61514616,1.6671419,1.6223209,0.94885635,-0.6136503,-1.5175377,-1.7823095,-1.9100393,-1.9591558,-2.062156,-2.2720706,-2.5170002,-2.8574364,-2.9754245,-2.93146,-2.6773052,-2.2196093,-1.8624266,-1.5369397,-1.4330133,-1.4661286,-1.4383335,-1.4026623,-1.3843119,-1.3937986,-1.2837744,-1.15067,-0.76084,-0.51685536,-0.3001575,-0.24300167,-0.3225744,-0.3311318,-0.29297447,-0.13824457,-0.15083823,-0.38027665,-0.69521904,-0.7673732,-0.913649,-1.3815136,-1.9713211,-2.0084293,-2.0662987,-2.185625,-2.1933982,-2.1142578,-2.011746,-1.8374556,-1.7449279,-1.7149706,-1.6154563,-1.5881428,-1.7521441,-1.8369088,-1.8261395,-1.8067765,-1.8463758,-1.804523,-1.8145201,-1.726795,-1.7662475,-1.7278411,-1.6526291,-1.5905714,-1.4865494,-1.5835285,-2.0974905,-1.9764745,-1.9327481,-2.1214383,-2.4227648,-2.6498337,-2.7578883,-2.8481016,-2.737093,-2.7066743,-2.5697906,-2.4432247,-2.390863,-2.3114948,-2.167178,-1.9215832,-1.5149431,-1.308009,-1.2406111,-1.1008116,-1.0739366,-1.1439857,-0.48387536,-0.48366347,-0.48525366,-0.48430687,-0.4838075
0.49662352,0.5431056,0.39115494,0.39143908,0.45249155,0.41871944,0.39092004,0.29467002,0.3908761,0.5142834,0.66853356,0.56594074,0.6432845,0.78866357,0.86981845,0.72090113,0.6939919,0.61298215,0.67933744,0.8485403,0.930698,0.82835686,0.9015511,1.0685031,1.1475716,1.3476672,1.3648118,1.2085007,0.88200986,0.44393826,0.26988348,0.37792507,0.95837355,1.3335963,1.5214562,1.761713,2.0044594,2.4119105,2.5346267,1.3419422,0.6322705,-0.094110474,-0.61533004,-0.8361118,-0.66955435,0.48035902,1.4665668,2.3787117,2.6798568,2.8023214,2.8388834,1.6251655,-0.44594097,-1.3280673,-1.87065,-1.9439976,-2.0120807,-2.0497808,-2.018846,-1.8279369,-1.6017013,-1.0345118,-0.20238961,0.62202644,1.6836979,2.416514,2.5024295,1.5209489,-0.72558504,-1.847293,-1.5610842,-1.1157482,-0.27083823,1.3969381,3.2714543,5.104316,6.3563857,6.8610783,6.8451295,6.7841816,6.805336,6.8425293,6.837345,6.8549523,6.89612,6.8699617,6.71896,6.5680766,6.5641737,6.614535,6.622732,6.495139,6.2483253,5.927905,5.7408414,5.466058,5.240343,5.152414,5.3278275,4.808589,3.2212274,0.7662756,-0.3517822,-0.30535007,0.03789498,0.012462229,0.092093855,-0.7915293,-1.3982711,-1.7310219,-1.8989096,-1.8122063,-1.678261,-1.600287,-1.6915687,-2.1454005,-2.1879566,-2.0895705,-2.1252182,-2.1828785,-2.2304208,-2.615504,-2.6518393,-2.2937853,-2.1613817,-1.8110605,-1.5811478,-1.4191986,-1.3498626,-1.2347766,-0.8632903,-0.6388991,-0.5524096,-0.47327703,-0.58608484,-0.7264767,-0.7029543,-0.49018562,-0.30411187,-0.39778298,-0.7503271,-1.0009246,-0.9313467,-0.8610804,-0.8472327,-1.1180658,-1.4530056,-1.746351,-1.6276766,-1.1877378,-0.6237486,-0.32660735,0.05029329,0.448681,0.67652744,0.75622475,0.8160206,0.8350421,0.790247,0.80852365,0.73777133,0.7171824,0.7235934,0.6871476,0.5931855,0.31307992,-0.04674664,-0.7599523,-0.9966342,-0.8159193,-0.32684672,-0.2254013,-0.08195911,0.23753428,0.5939446,0.31198156,0.2979615,-0.022430763,-0.2595395,-0.06666702,0.009233102,-0.00331527,0.019284979,-0.20946571,-0.26273713,-0.2046223,-0.3973215,-0.5723272,-0.502442,0.39094478,0.39079082,0.39277828,0.3916419,0.39105016
-1.9176161,-1.974238,-1.7753835,-1.775701,-2.250069,-2.269289,-1.7751553,-2.3772402,-1.7751251,-2.4184484,-2.4196281,-2.0587673,-1.5798867,-1.4504358,-1.1278852,-0.7716744,-0.7473186,-0.6755204,-0.6206211,-0.54602313,-0.41422758,-0.46840546,-0.5860232,-0.59345573,-0.5313865,-0.46047714,-0.41933814,-0.34880304,-0.22262746,-0.055208117,-0.031438053,-0.30398512,-0.33752936,-0.099993914,0.042819858,0.28429765,0.43499777,0.29542384,-0.07145256,0.3490713,0.96521163,0.5364858,0.23218966,0.39147723,0.3769514,-0.23161286,-0.47924146,-0.5356415,-0.47128126,-0.5875335,-1.365167,-1.7158911,-1.4930627,-1.742256,-1.7171438,-1.4644494,-1.3811691,-1.4645647,-1.548089,-1.5953071,-1.551503,-1.2960312,-0.90488064,-0.63583606,-0.6821418,-0.8943447,-0.5764208,-0.46417767,-0.46242994,-0.034469604,0.19473189,0.35782915,0.7137506,1.3232464,1.5639265,1.238365,1.243595,1.4473176,2.0656288,2.4953961,2.7336085,2.774304,2.8328538,2.982198,3.1145144,3.4076698,3.6943078,3.9115992,3.8882022,3.698536,3.470522,3.302075,3.201828,3.2880359,3.329297,3.321791,3.5805771,3.6985419,3.488822,3.1325946,2.597766,2.1490571,1.5574242,0.9069603,-0.10323906,-1.0027252,-1.4459428,-1.9196808,-2.0180197,-2.1332846,-2.2209463,-2.1710298,-2.1302881,-2.0574522,-2.083148,-2.13139,-2.213203,-2.6743114,-2.7219996,-2.4218087,-1.946032,-1.0062387,0.08953717,1.0173582,0.5952232,0.09807297,-0.08859734,-0.2985778,-0.47220126,-0.6144475,-0.8941809,-1.1743135,-1.2479045,-1.3014462,-1.2878464,-1.2197814,-0.910522,-0.42232984,-0.05887896,0.022621214,-0.08988696,-0.5779868,-0.8835646,-1.2286758,-1.2125771,-1.0162189,-0.7839658,-0.5005441,-0.2998256,-0.40511286,-0.4622186,-0.35660982,-0.07046606,0.26722834,0.45784938,0.70499873,0.9527856,0.95772505,0.94415796,0.97585094,0.9729377,1.0074723,0.9454215,0.708023,0.45739087,-0.037622765,-0.6699817,-1.4181362,-2.1096177,-2.9731746,-3.3858662,-3.3179617,-3.03726,-2.8373773,-2.6038985,-2.66158,-2.7896948,-2.6037107,-2.1953306,-2.069717,-1.9785748,-1.9443799,-2.03351,-2.1998162,-2.40899,-2.694965,-2.8084507,-2.9132762,-2.8380556,-1.7755315,-1.7751168,-1.7778127,-1.7763777,-1.7756072
-2.4533362,-2.5052493,-2.0431783,-2.0435462,-2.6101172,-2.6643791,-2.0428038,-2.7914672,-2.0427854,-2.6780639,-2.435407,-2.289712,-2.1548266,-2.0015986,-1.9293649,-1.76672,-1.7866145,-1.7959101,-1.7262335,-1.592626,-1.3422978,-1.0993598,-1.0986854,-0.9101385,-0.68574345,-0.47761387,-0.4239837,-0.40810397,-0.34570944,-0.22125903,0.18477288,0.36261654,0.00073892623,-0.11534214,-0.08849132,0.054709747,0.14886384,-0.15503022,-0.3756619,0.69853365,1.0191984,0.3581596,-0.053928167,-0.31108022,-0.30365324,-0.27852285,-0.105602875,-0.11100569,-0.12261394,-0.29201013,-0.9420328,-1.4126198,-1.0228044,-1.1199336,-1.5406572,-1.6448698,-1.618357,-1.654365,-1.7155893,-1.7083592,-1.655067,-1.3172393,-0.75130284,-0.3778829,-0.33036578,-0.19027205,0.32997197,0.19467428,0.04197757,0.016145915,-0.24199337,-0.4121089,-0.5692351,-0.6954745,-0.96517456,-1.1755663,-1.159383,-0.7940689,-0.46792898,-0.28299648,-0.21350163,-0.22384793,-0.2577695,-0.28058708,-0.3110819,-0.31815302,-0.39679447,-0.5245923,-0.67687404,-0.73140556,-0.75081116,-0.69940364,-0.5950733,-0.44979298,-0.39476264,-0.24886626,-0.017327279,0.25424132,0.18561353,0.07264659,-0.07402992,-0.3541152,-0.7598838,-1.2922752,-2.117867,-2.5925426,-2.7954524,-2.8708858,-2.8646727,-2.8593228,-2.8107738,-2.6928105,-2.5471458,-2.4353244,-2.4979978,-2.529502,-2.1274347,-1.9078553,-1.8485405,-1.6481646,-1.0444505,1.0033045,4.231765,7.5731716,9.200653,9.710796,9.663162,9.267526,8.748904,7.7533903,6.1701183,5.1074066,4.8095684,4.648468,4.8128257,6.23783,8.259594,9.918604,10.436493,10.328659,9.711881,8.261044,6.469047,3.6289499,1.2909181,0.9273599,1.1498966,1.2650689,0.94259727,0.6851008,0.2597921,0.036358334,-0.17297973,-0.32492182,-0.23928452,-0.2653679,-0.42499495,-0.45766976,-0.5848783,-0.639557,-0.6563913,-0.532516,-0.5147034,-0.58389926,-0.74831414,-0.9655069,-1.1859345,-1.2417021,-1.2874036,-1.7961918,-2.1068788,-2.1614587,-2.229088,-2.4156377,-2.4067278,-2.3569877,-2.403597,-2.3410263,-2.1352885,-2.0277114,-1.9424634,-1.9966617,-2.0941133,-2.1757953,-2.1880927,-2.115438,-2.3021073,-2.5667195,-2.6431835,-2.043149,-2.042764,-2.046033,-2.044276,-2.0433447
-0.1690655,-0.22388756,0.6369852,0.6372492,-0.30882728,-0.34998554,0.6366985,-0.09600541,0.6366537,0.20165676,0.5462769,0.55937004,0.33586973,0.28918573,0.48867688,0.06899513,-0.02992338,-0.10766359,-0.35593835,-0.51424307,-0.61496526,-0.67007446,-0.71277213,-0.62744033,-0.5271051,-0.3850163,-0.22031891,-0.032004863,0.17536345,0.3359446,0.57842124,0.67838293,0.7858583,0.78567356,0.7263059,0.79894555,0.9695441,1.3010184,1.4209778,0.21589842,0.30225027,0.98931,1.3504757,1.5608108,1.8110862,0.98091763,0.38740516,0.21759379,0.20159674,0.3485949,0.8162119,0.32750487,-0.014435676,0.029762834,-0.3039959,-0.8241458,-1.0105036,-1.2847489,-1.2301025,-1.1694012,-0.9232967,-0.63925725,-0.5731182,-0.8374561,-1.0588763,-1.1330903,-0.4814796,0.47844952,1.2302197,1.1453238,0.9419276,0.6370256,0.573717,0.12935057,-0.28429922,-0.45935613,-0.4489546,-0.23163277,0.16021168,0.39062375,0.40566814,0.33531106,0.32677191,0.285842,0.30458063,0.3206995,0.44008023,0.6504276,0.62078017,0.527042,0.49316108,0.53907186,0.69218016,1.0333613,1.2180514,1.3134327,1.5902181,2.4510372,3.7736917,5.4662094,7.1853323,8.972511,9.840056,9.805542,9.39628,8.909841,8.543371,7.3729506,5.830876,4.6753983,3.1758704,2.0201054,0.8200649,0.052220047,-0.35257885,-0.21560688,-0.06291128,-0.55217403,-0.7539618,-0.909408,-1.0128086,-0.94647264,-0.5588344,-0.18095417,-0.04871002,0.41438657,0.7236271,1.2043455,1.5672328,1.7950938,1.8788261,1.7735792,1.7680464,1.9051907,1.7760224,1.3837928,0.92734146,0.7390747,0.74664485,0.77407163,0.55525756,0.069829345,0.11772466,-0.0036036968,-0.26587263,-0.2773407,-0.17892763,-0.11065811,-0.020278245,-0.10660562,-0.33678785,-0.43681523,-0.6081687,-0.62866783,-0.4517597,-0.31468576,-0.07876384,-0.069791436,0.14186794,0.1429106,0.28931832,0.155534,0.24767742,0.60591,0.85312474,1.2162954,1.2311044,1.3016074,1.4474927,0.59987354,-0.012220606,-0.6348368,-1.1117743,-1.2136643,-1.0394759,-0.9632732,-0.7848549,-0.56189805,-0.12683101,0.40250686,0.7471107,1.0654068,1.3522054,1.4864593,1.2176024,0.8123169,0.49121165,0.46663693,0.21086293,0.6362949,0.63640946,0.6368826,0.63666296,0.63661087
-0.91707534,-0.982875,-1.61323,-1.6129405,-0.93168294,-0.92738616,-1.6135426,-0.94351625,-1.613598,-0.9170038,-0.79868144,-0.7890549,-0.8251201,-0.82175994,-1.1582495,-1.1768186,-1.1306622,-1.1492665,-1.1850147,-1.2499607,-1.3339761,-1.1435366,-1.057167,-0.9130969,-0.7481492,-0.6628376,-0.6328478,-0.59297454,-0.5477883,-0.4401154,-0.22281845,-0.21528849,-0.5453704,-0.7995015,-0.9218589,-1.0888733,-1.0471424,-1.214328,-1.1269498,-0.7140393,-0.29204404,-0.24128565,-0.33804953,-0.66333485,-1.2643201,-1.3396735,-0.8784152,-0.5953624,-0.42330617,-0.23175564,-0.19106062,-0.11712836,-0.37749946,-1.0182556,-1.8867514,-2.1501863,-2.187827,-2.1326377,-2.0894024,-2.0372496,-1.926424,-1.4382089,-0.8198905,-0.41648424,-0.28595102,-0.13594545,0.027796438,-0.38502416,-1.2064993,-1.8763535,-1.9253819,-1.9060864,-1.9525988,-2.1146812,-1.8485602,-0.9017683,0.20290883,1.7137282,2.4372032,2.5386457,2.346701,2.2017806,2.134863,1.9062729,1.6500835,1.3382615,0.9200421,0.4722143,-0.06069675,-0.7449212,-1.2920525,-1.6636578,-1.8261311,-1.8645308,-1.8104081,-1.7746203,-1.834003,-1.5944092,-1.3784747,-1.1683139,-0.88294876,-0.70667136,-0.7456741,-0.70939165,-0.53424686,-0.5220772,-0.8560463,-1.2516944,-1.6040512,-1.6379913,-1.7342062,-1.7180252,-1.6458483,-1.6006646,-1.523588,-1.2659811,-0.90644234,-1.0022836,-1.031188,-0.9703641,-0.780259,-0.09256998,1.0484407,1.987524,2.7784595,3.3564286,3.738678,4.087921,4.173335,4.3667502,4.06199,3.6495624,3.5122824,3.3568041,3.3376431,3.550529,3.4158616,3.4848647,3.7037516,3.7541523,3.2920544,2.3500745,1.7257277,1.0588969,0.49772403,0.3593758,0.7985717,1.1828761,1.266172,1.1941411,0.93861425,0.8384639,0.7098016,0.58742875,0.72640216,0.7811343,0.7632701,0.84191394,0.78177154,0.7872168,0.7721466,0.8450879,0.8892064,0.9001336,0.841609,0.6678082,0.51803744,0.46891296,-0.0061852634,-0.6564263,-1.0196233,-1.0220634,-0.9133393,-0.7921127,-0.5358506,-0.30491838,-0.24219373,-0.21485123,-0.09217203,0.05271393,0.04526955,-0.12900752,-0.506246,-0.90919626,-1.0797216,-1.106739,-1.4266026,-1.5776502,-1.5804833,-1.6139659,-1.6138173,-1.61338,-1.6137549,-1.6138877
-3.2001421,-3.1447735,-3.0386052,-3.0384517,-3.1586757,-3.1198862,-3.038765,-3.3162382,-3.038805,-3.4406977,-3.4954545,-3.1494899,-2.7537572,-2.432397,-1.7413235,-1.3650405,-1.2081628,-1.010555,-0.61080885,-0.17074601,0.6437995,1.3411233,1.6958157,2.6271062,3.5435514,4.615683,4.81027,4.7294884,4.830386,4.909401,5.9960046,7.8861,9.633931,10.595963,11.141857,11.8102665,12.07461,11.894998,10.254221,5.85087,1.7230483,-0.3348481,-1.1750702,-1.8681383,-2.0103984,-1.6645603,-1.0022018,-0.48847088,-0.22984079,-0.18255319,-0.6288635,-1.4198666,-2.0673337,-2.064498,-2.1743655,-2.0857058,-2.1117427,-2.291676,-2.604169,-2.6847024,-2.9900837,-3.170853,-3.094483,-2.7081544,-1.9853824,-1.2328088,-0.4210799,-0.46254733,-1.3419607,-1.7278593,-1.4136634,-1.0747545,-0.7183431,-0.08758705,0.38095754,1.0289795,1.5982046,2.0417652,2.185972,2.3023372,2.4596188,2.5763195,2.5828528,2.7167392,2.8507946,3.0597038,3.2852178,3.4922342,3.7585278,4.1112757,4.224774,4.2466726,4.250334,4.239254,4.12939,4.179177,4.2524495,3.95881,3.129588,2.0317125,0.04853353,-2.3495016,-3.152481,-3.0855522,-3.1125553,-3.0259213,-2.7948632,-2.6850624,-2.9671373,-3.2528412,-3.3294296,-3.2549775,-2.995453,-2.7361512,-2.5949092,-2.3535,-2.5010817,-2.9603708,-2.9738326,-2.8001142,-2.5987506,-2.5726824,-2.515997,-2.3747964,-1.9327235,-1.1985846,-1.0460694,-1.2007555,-1.5049168,-1.913216,-2.205577,-2.3031707,-2.2981424,-2.2987688,-2.2332053,-2.1018243,-1.8961256,-1.5374978,-1.2307622,-1.1294466,-1.4632176,-2.1150355,-2.5108957,-2.8753467,-2.843384,-2.9101975,-2.9990356,-3.0728083,-2.8123338,-2.5797336,-2.4083247,-2.2808406,-2.2017376,-2.2530208,-2.2195194,-2.1503618,-2.1076174,-2.0829434,-2.0652137,-2.070081,-2.0549405,-2.1478608,-2.1038387,-2.0523565,-2.0817246,-2.2643561,-2.679194,-3.6973827,-3.8236108,-3.7139041,-3.309381,-2.9299333,-2.565737,-2.2914662,-2.1420348,-2.2385073,-2.3835857,-2.47388,-2.5217116,-2.7564418,-2.9751143,-3.2133684,-3.5027707,-3.5419834,-3.3864295,-2.9023614,-2.2232077,-2.0389967,-2.0019238,-3.0388203,-3.0388598,-3.0385342,-3.0387354,-3.0387585
