0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
9.666989,9.688671,9.681063,9.4757185,9.252426,9.103253,9.175468,9.055428,8.770317,7.8290462,6.4893427,5.6387043,5.3194613,5.046182,4.2915564,3.6774154,3.2854846,2.669758,1.6315687,1.5751091,2.1598284,1.4181732,1.3351607,1.1814506,0.75611407,0.5646531,0.6149398,0.5604998,0.6624728,0.8177686,0.8794961,0.989693,1.2272494,1.4413857,1.5356188,1.5574803,1.6466658,1.5976124,1.7094827,1.8642577,2.2135324,2.188638,1.7544534,1.3057069,0.69922745,0.26123142,0.050215982,-0.20079473,-0.31975865,-0.21429458,-0.11920806,0.08476864,0.67619896,1.2493901,0.9526961,0.9527631,1.3584857,1.5442564,1.61867,1.8054221,2.3974302,3.4523418,5.2333717,6.589676,7.6755447,7.4480524,6.421055,4.464841,2.6323047,1.3971772,0.6535655,0.5022789,0.27361035,-0.10867814,-0.51049626,-0.74385524,-0.95735204,-1.0968149,-1.2263831,-1.2894179,-1.2382998,-1.0722252,-0.79348415,-0.5878243,-0.5003114,-0.58465356,-0.5260494,-0.36749947,-0.3468123,-0.47679263,-0.5162745,-0.5387661,-0.48143515,-0.4946884,-0.3183891,-0.0031507388,0.15215494,0.2530356,0.25002027,0.46601722,0.8680378,1.3529339,1.8397377,2.2869473,2.3472319,1.6300881,0.8802165,0.57611537,0.49669075,0.47733235,0.6592995,0.84192634,0.8421194,0.4894334,0.03551238,-0.13229297,-0.108181976,0.44644737,0.81983954,1.3069565,2.3162084,3.0849552,3.3256814,3.572211,4.5215483,5.440833,6.245858,7.0501375,6.288212,5.035379,4.3240204,2.2389073,1.79913,1.9238832,1.7723999,1.7934465,1.8162074,1.9696983,1.9208272,1.8839233,1.9556155,2.1269374,2.1498303,2.0960765,2.0581286,2.06304,2.0583293,2.5022695,3.0020545,3.3095438,3.5869472,3.8960576,4.3065863,4.613017,4.650824,4.517728,4.2106977,4.3259788,4.248871,4.2124257,4.404214,4.6445394,4.748324,4.8643627,5.0098786,5.5846086,6.4147596,7.1510534,8.469637,9.270153,9.886288,10.576197,11.001055,10.903711,10.868504,10.754615,10.723339,10.536211,9.544258,9.544489,9.544058
-3.0593686,-3.0322354,-3.0118885,-2.895602,-2.7710009,-2.6692271,-2.6098595,-2.7771294,-2.9523177,-3.0847425,-3.1038303,-3.0595994,-2.9616728,-2.9592237,-3.1800132,-2.990345,-2.3950212,-1.7634385,-1.0089715,-0.27818158,0.13123131,0.2074587,0.058390915,-0.43238285,-0.54067504,-0.5092589,-0.50716335,-0.511121,-0.7318214,-0.83757573,-0.90018815,-0.867386,-0.81579655,-0.81494737,-0.91196823,-1.2521596,-1.8525717,-2.2196875,-2.4642,-2.7183404,-2.858754,-2.84738,-2.6657233,-2.616714,-2.732749,-2.753016,-2.4887204,-2.2500277,-2.2047749,-2.205881,-2.4205687,-2.6595821,-2.857166,-2.861249,-2.5511236,-2.4253404,-2.9248042,-3.218328,-3.383385,-3.4512782,-3.497497,-3.5102477,-3.3216958,-3.3168263,-3.5039754,-3.5794487,-3.4368496,-3.2727525,-3.2509909,-3.091813,-2.9431064,-2.806458,-2.6548164,-2.447597,-2.17623,-2.0462053,-1.9569726,-1.9017144,-1.8598351,-1.8103185,-1.7681476,-1.7585592,-1.7089279,-1.7320035,-1.8189006,-1.9375839,-2.128878,-2.338389,-2.4184475,-2.4411898,-2.434328,-2.412702,-2.318954,-2.0774798,-1.9018126,-1.9881535,-1.96135,-1.7774072,-1.6987914,-1.8017265,-2.1412463,-2.37255,-2.4907398,-2.5737414,-2.6451154,-2.6411443,-2.5790246,-2.5286913,-2.3057818,-1.9209249,-1.6931005,-1.6214137,-1.7804263,-1.9903007,-2.0038612,-1.979766,-1.9874308,-2.1427093,-2.4394622,-2.7106943,-2.688064,-2.5684767,-2.6706543,-2.8202057,-2.874343,-2.8869312,-3.0676727,-3.1178048,-3.0327148,-2.9052296,-2.9275022,-2.8347435,-2.4627008,-2.4087203,-2.299055,-1.6705979,-1.1765286,-1.0614028,-1.1864274,-1.3085822,-1.3622335,-1.3765756,-1.3540705,-1.3666382,-1.6329752,-1.9076245,-2.2977571,-2.615195,-2.788509,-2.9018517,-3.0714085,-3.2087889,-3.3501167,-3.1535044,-3.1441472,-3.453977,-3.7363815,-3.73135,-3.6511354,-3.6228895,-3.6413083,-3.6565208,-3.5936017,-3.5282521,-3.5128522,-3.4398298,-3.170207,-2.8305302,-2.3286953,-2.0823617,-1.8358924,-1.5885941,-1.5629905,-1.5370536,-1.5588093,-1.4834272,-1.5268213,-1.385581,-1.0650895,-1.0651959,-1.0655367
-0.5046863,-0.45558286,-0.3926192,-0.3867797,-0.476968,-0.5260923,-0.5258465,-0.3964271,-0.22408044,-0.31361967,-0.34838167,-0.40072286,-0.540957,-0.55807924,-0.6912267,-0.8718084,-1.2389905,-1.8557267,-2.1777563,-2.5069027,-2.1420546,-1.8806964,-1.4092768,-0.36812067,-0.19316831,-0.1583384,-0.007955752,0.1635191,0.30717817,0.39522964,0.36499876,0.37542653,0.3896116,0.41495833,0.5331131,0.3785544,0.07820268,-0.18101163,-0.41971397,-0.56455195,-0.4879945,-0.2778516,-0.031524368,-0.108990364,-0.3855522,-0.7528995,-1.073522,-1.2449819,-1.1026998,-0.7444269,-0.6367091,-0.8435773,-0.67845476,0.039475843,0.39457765,0.5247022,0.68588185,1.1128688,1.8230324,2.9179225,4.300644,5.9250298,7.857215,8.892874,9.4275055,9.954137,10.253358,10.707498,10.925007,10.123151,9.205605,8.396351,6.447296,4.1591887,2.0342915,0.95861024,0.06986628,-0.41027084,-0.792444,-1.302284,-1.9052371,-2.0708394,-1.9869814,-1.7499139,-1.4380388,-1.1960595,-0.9967168,-0.7585925,-0.6739998,-0.7828037,-0.8817802,-1.0042753,-1.2279937,-1.4985497,-1.4776087,-1.1238981,-0.8021063,-0.4969929,-0.20434117,0.13279311,0.5732684,0.8579353,0.8690022,0.84570944,0.65868574,0.25806963,-0.29182616,-0.9540093,-1.553695,-1.985743,-2.3734026,-2.7055197,-2.982925,-3.156671,-3.048212,-2.9693954,-2.7952127,-1.811539,-0.5229647,0.95067954,3.3955913,5.0063424,6.035365,6.925583,7.7587447,8.394164,8.897785,9.284533,9.975094,10.566559,10.98012,10.977964,10.093566,8.572142,4.5899005,1.9735026,0.9596901,0.8288281,0.72805566,0.64885294,0.57036084,0.5009115,0.30934104,0.27793586,0.12605986,-0.06864993,-0.4104134,-0.85082525,-1.0188085,-1.1575555,-1.2082541,-0.9568684,-0.58196944,-0.35771713,-0.44734097,-0.5464102,-0.50086796,-0.5797081,-0.5985758,-0.51094085,-0.5208559,-0.55610394,-0.54851913,-0.50367343,-0.52169955,-0.40254414,-0.43310723,-0.5871527,-0.9409486,-1.1167581,-1.2010254,-1.3788404,-1.2322031,-1.0204144,-0.9919472,-0.85304415,-0.8370255,-0.86749876,0.83694535,0.83671236,0.83749807
-2.5841434,-2.5960095,-2.4515545,-2.1931276,-1.9622872,-1.7228874,-1.56823,-1.5115681,-1.4363966,-1.1854756,-0.82944256,-0.6309211,-0.5538906,-0.4960505,-0.2923053,-0.12036221,-0.30932775,-0.77185696,-0.5871986,-0.18936795,-0.4183158,-0.7875466,-0.79472494,-0.44180974,-0.46396574,-0.6882294,-0.8505085,-1.0509717,-1.2704859,-1.3114431,-1.3403335,-1.3108019,-1.2461717,-1.240736,-1.2285188,-1.4216514,-1.9738986,-2.5331826,-2.835545,-2.798442,-2.5057247,-2.1485806,-1.6112723,-1.3018243,-1.4713638,-1.7506981,-1.8327456,-1.7736963,-1.7811083,-1.8177991,-1.9704868,-2.111443,-2.4693868,-2.6648743,-2.5072436,-2.2846954,-2.4603345,-2.7573504,-2.936901,-2.982513,-3.1049042,-3.0160146,-2.5704362,-2.1736445,-1.889709,-1.961599,-2.0418983,-2.0250716,-2.046626,-1.989831,-1.7035418,-1.4643784,-1.3305616,-1.5242432,-1.7368411,-1.797606,-1.8466245,-1.8906482,-1.9082638,-1.8675505,-1.8647301,-1.8754729,-1.7187619,-1.4731799,-1.2975565,-1.1998938,-1.212241,-1.3077264,-1.4444177,-1.6907082,-1.8692756,-2.0137177,-2.0995622,-2.149712,-2.2314796,-2.523842,-2.5716457,-2.1670828,-1.603262,-1.2380514,-1.4827431,-1.8740938,-1.9911169,-1.9503546,-1.880686,-1.8829708,-1.8524016,-1.9326816,-1.979037,-1.9397752,-2.0126963,-2.1592681,-2.1720026,-2.2153306,-2.0797381,-1.9169686,-1.7964628,-1.5608311,-1.4424908,-1.3983834,-1.6393661,-2.119467,-2.4576952,-2.733719,-2.7923205,-2.5182512,-2.2769866,-2.1601114,-2.2960198,-2.2107024,-2.1298563,-1.801398,-1.2354069,-0.66622347,-0.6398213,-0.696291,-0.65662324,-0.73263884,-0.8844411,-1.0323462,-1.1556628,-1.2796514,-1.4260879,-1.4723986,-1.6071688,-1.6132782,-1.7334697,-1.786491,-1.8135592,-1.8335587,-2.027937,-2.2549248,-2.5559852,-2.3144915,-1.9726144,-2.1155198,-2.5486164,-2.8495793,-2.9340773,-2.9254737,-2.9906812,-3.0932229,-3.092712,-3.0763755,-3.0471623,-2.9874973,-2.6790516,-2.1084943,-1.3823903,-1.098917,-0.9094212,-0.3273484,-0.26567197,-0.35598594,-0.45951766,-0.57795393,-0.6686451,-0.6566243,0.15768313,0.15782034,0.15691328
-0.22613254,-0.40237534,-0.6761967,-1.0926399,-1.2517645,-1.3826385,-1.4847307,-1.5913177,-1.6690513,-1.8197184,-1.7893814,-1.724725,-1.7339358,-1.735953,-0.8964072,0.2554645,1.6075175,2.7360253,2.688436,1.0861092,0.56717986,0.6832549,1.0796361,1.6704923,2.2236934,2.3393521,2.2704275,2.09373,1.95877,1.9002194,1.8370099,1.6223772,1.3436166,1.1040301,0.45336062,-0.24680069,-1.1792214,-1.2852303,-1.341159,-1.1358017,-0.96025294,-0.71000814,-0.15387349,0.46365368,1.4651015,2.1139922,2.227657,2.0640717,1.7532524,1.6642764,1.4462917,0.9503107,0.6815369,0.21504092,-0.6965334,-1.7312431,-1.8097922,-1.3595104,-0.91301036,-0.6884093,-0.5543062,-0.5553948,-0.4651777,-0.2261518,-0.20526887,-0.47955224,-0.77411914,-0.8288,-0.28827965,1.253237,2.519801,3.1753929,3.9695172,4.4557853,4.640783,4.696286,4.739972,4.751724,4.7480783,4.6881237,4.645329,4.520419,4.275854,3.8958554,3.464282,3.0101128,2.5229475,1.96028,1.5617223,1.3990083,1.2103162,1.0143964,0.79357237,0.5616685,-0.063850686,-0.6959371,-1.0358666,-1.4614441,-1.7750778,-2.079811,-2.4703472,-2.532577,-2.2788196,-2.3368218,-2.4747422,-2.4240212,-2.2579942,-2.0343366,-1.7794752,-1.7358807,-1.6539397,-1.5536507,-1.4225079,-1.0262548,-0.70633924,-0.6283463,-0.61079055,-1.0478644,-1.6664779,-2.3993225,-3.1790438,-2.9339476,-2.3727312,-1.6956162,-1.3838412,-1.4285109,-1.7046511,-1.7695029,-1.5529144,-1.2724168,-1.004426,0.428061,1.1100683,1.2517533,1.3752909,0.8892406,0.121337205,-0.5014589,-0.6410944,-0.678473,-0.73095447,-0.8784987,-0.85359085,-0.78495014,-0.625833,-0.6072941,-0.5143079,-0.33169055,-0.17922457,-0.098225564,-0.050735317,-0.035074435,-0.17553627,-0.8792394,-1.3850033,-1.520548,-1.4383101,-1.1419818,-0.9441556,-0.9292636,-0.79559743,-0.77278054,-0.82063484,-0.8427416,-0.7188399,-0.7225933,-0.7280761,-0.71773875,-0.64561325,-0.532588,-0.67632544,-0.93850875,-0.8693437,-0.9020873,-0.81495535,-0.7643616,-0.780731,-0.51259285,0.50928146,0.50943536,0.5093924
-1.1470313,-1.2258815,-1.2364707,-1.0832961,-0.96920294,-0.7327017,-0.6313614,-0.5770489,-0.5084997,0.15239415,0.7502445,1.0076942,0.95803666,0.8809693,0.74025106,0.24097255,-0.37536633,-0.5522924,-0.580941,-0.014388338,-0.26156703,0.041684486,-0.05894392,-0.37298632,0.007594345,0.4682054,0.77178013,1.1575136,1.3005508,1.2999213,1.3358564,1.3484743,1.4313842,1.4910717,1.3946582,1.1754558,0.728619,0.54846877,0.35506254,0.24532148,0.010232352,-0.15478761,-0.6747113,-0.9659465,-0.93154347,-0.7136022,-0.32533363,0.07969882,0.19785412,-0.055595115,-0.2000848,-0.2907953,-0.64699084,-1.2856472,-1.4340507,-1.5939988,-2.1554058,-2.3283706,-2.3194993,-2.1764433,-2.2180653,-2.2875643,-2.4972708,-2.7466888,-2.9842954,-2.6951036,-2.0483842,-0.8811228,0.22389698,-0.21215498,-0.10361111,0.024661213,0.20422533,0.38686112,0.5642973,0.685753,0.7202576,0.6710565,0.62513083,0.70966804,0.6857275,0.38061622,0.120312124,0.02082187,-0.19016829,-0.51066965,-0.87353396,-1.1646547,-1.2833565,-1.2701167,-1.2673185,-1.2210906,-1.0759075,-0.6714589,-0.17896605,0.4517504,0.50530326,0.038063973,-0.6733317,-1.6865677,-2.6679895,-3.222499,-3.298624,-3.1019187,-2.6467085,-2.0334523,-1.4729786,-1.2624317,-0.9821905,-0.5368637,0.024023294,1.050799,1.9107845,2.1825721,1.9880387,1.7655847,1.4059345,0.58832467,-0.38115895,-1.2784317,-2.4106007,-2.7262247,-2.7145815,-2.6091118,-2.541272,-2.330646,-2.4545984,-2.7393522,-2.3176336,-1.3057964,-0.6132168,0.98898774,0.88423365,0.6376743,1.1891423,1.812903,2.509392,2.9570513,2.9438198,2.9730217,3.2706347,4.272929,6.082913,6.836032,8.521185,9.36056,9.953167,10.264493,10.168021,9.979466,9.574685,9.156244,8.643019,7.942311,6.9384975,5.173881,2.060644,0.33703527,-0.31623006,-0.30849236,-0.41408795,-0.73199886,-1.1265643,-1.1927278,-1.3919202,-1.5380869,-1.8349102,-1.9886425,-2.4191213,-2.7885513,-3.2396965,-3.665268,-3.9173007,-3.7368484,-3.6630487,-3.643772,-3.5160818,-3.5674863,-1.8834391,-1.883532,-1.8826212
-2.2449477,-2.2487316,-2.236845,-2.112182,-2.028091,-1.9137073,-1.9337914,-2.1101694,-2.2541552,-2.1802595,-1.9029282,-1.6692791,-1.4219407,-1.1796931,-1.16588,-1.135565,-0.7689783,-0.59827304,-0.6777319,-0.4818746,-1.5177249,-2.079164,-2.1595783,-1.6982197,-1.0748112,-0.8153936,-0.7857363,-0.7640377,-0.8042426,-0.843701,-0.7723055,-0.75940585,-0.72697043,-0.7575034,-0.7853187,-0.8629523,-1.0069319,-1.141529,-1.3842492,-1.7747523,-1.9853542,-2.0270329,-2.1102045,-2.073629,-1.8959717,-1.6296182,-1.4339379,-1.4753904,-1.5476921,-1.6333423,-1.799427,-1.8418167,-2.0402288,-2.5764828,-2.5101795,-2.3659408,-2.950694,-2.9029253,-2.8104916,-2.781249,-2.9285238,-3.2982974,-3.6430056,-3.897553,-3.8764365,-3.6753101,-3.5983167,-3.06324,-2.4039788,-2.33614,-2.499729,-2.5524826,-2.4074655,-2.2947278,-2.1216378,-1.9901104,-1.8641002,-1.7915998,-1.7663152,-1.7381904,-1.6846845,-1.7335143,-1.9604266,-2.2322354,-2.4647777,-2.6229591,-2.6133838,-2.3975613,-2.1032898,-1.8218509,-1.6289512,-1.441442,-1.2831451,-1.1254308,-1.0914781,-1.4420928,-1.8934212,-2.3342936,-2.6520212,-2.9522567,-3.232452,-3.3758159,-3.2069197,-2.5330253,-1.5739276,-0.45938107,1.1987298,3.0603523,4.5247526,5.7605104,6.4074345,6.91827,7.0510473,7.1668587,7.2433743,7.177293,7.024127,6.1226583,4.850114,3.3330684,1.0116897,-0.81813365,-1.6422682,-1.9469734,-2.3172998,-2.6112554,-2.772779,-2.8977122,-3.0912018,-2.976507,-2.6779437,-1.5414736,-1.2684122,-1.2195829,-0.35793447,0.20802967,0.30969888,0.17251018,0.14009419,0.1026018,0.04434541,-0.004302077,0.033857025,0.004551366,-0.09628238,-0.16914743,-0.29341984,-0.8041307,-1.3492627,-1.8860786,-2.7241597,-3.3252559,-3.7332563,-3.719575,-3.450206,-3.5408466,-3.4131255,-3.2320237,-3.1069577,-3.0679307,-3.1043015,-3.1253698,-3.1310415,-3.1645856,-3.215619,-3.402226,-3.6150088,-3.771837,-3.9827318,-4.0935593,-3.954877,-3.687984,-3.3713377,-3.2670863,-3.2400572,-3.2967062,-3.250322,-3.3591335,-2.810632,-2.8107462,-2.8104749
-1.123645,-1.2585257,-1.3173145,-1.2879101,-1.2711005,-1.2284682,-1.1984862,-1.2980045,-1.3426241,-1.3020931,-1.1229315,-1.0187889,-1.01627,-1.1611869,-1.2932451,-1.309441,-0.60448116,1.5827937,5.9266124,9.560818,10.5716095,10.4440365,9.68265,8.401393,6.6555314,4.5013714,2.7918751,0.7013781,-0.32512426,-0.56625104,-0.71978235,-0.7742099,-0.781673,-0.76964474,-0.6351112,-0.502546,-0.5426185,-0.74891555,-1.0692624,-1.1411291,-1.1001354,-1.073616,-0.9413619,-0.5679321,-0.1744233,-0.18746695,-0.33827502,-0.6108958,-1.1246963,-1.377445,-1.108987,-0.47338253,-0.008720098,-0.26630834,-0.45811385,-0.36647105,-1.0587008,-1.7816464,-2.141655,-2.3497522,-2.4627156,-2.3720703,-2.090711,-2.1138291,-2.4462843,-2.6724048,-2.81837,-2.7526095,-2.7365751,-2.7556252,-2.5050297,-2.2495177,-1.9271917,-1.6105345,-1.2499527,-1.0508151,-0.9464505,-0.9360122,-0.8852396,-0.69702244,-0.38381565,-0.16495675,0.11551246,0.21632819,0.08424949,-0.040949687,-0.15865734,-0.23996717,-0.35499927,-0.5088179,-0.54324454,-0.5006592,-0.34813923,-0.23448727,-0.2827686,-0.7431108,-1.2082708,-1.6312869,-1.7998334,-1.8556548,-2.0399108,-2.2583203,-2.3436213,-2.2040937,-1.9546455,-1.641828,-1.2851468,-1.1580074,-1.1447463,-0.98892045,-0.8073699,-0.52625895,-0.3819449,-0.4168856,-0.43588957,-0.49874154,-0.62933815,-1.1103172,-1.5791612,-1.8215617,-2.158861,-2.3524745,-2.423241,-2.3360844,-1.9872854,-1.3968469,-1.4791938,-1.7091956,-2.1164603,-2.2570903,-2.293373,-2.3313966,-2.000153,-1.9841737,-2.026913,-1.7284737,-1.5129585,-1.4874294,-1.5967884,-1.7319005,-1.8314037,-1.8114429,-1.7093257,-1.7273235,-2.0067248,-2.292243,-2.608337,-2.4167633,-1.9443831,-1.4363961,-0.8702661,-0.7907707,-1.0246223,-0.9142151,-1.0606331,-1.5322261,-2.2567747,-2.565206,-2.5464747,-2.4942088,-2.3946033,-2.3860457,-2.3872657,-2.3269706,-2.2606592,-2.1020806,-1.5989496,-0.88814557,-0.3387251,0.0009900779,0.3148217,0.31642428,-0.05691117,-0.2885386,-0.34955293,-0.43222183,-0.5011009,-0.39814448,-0.4650847,-0.46509612,-0.46569932
-0.95028293,-1.0742466,-1.1574352,-1.1999475,-1.3048409,-1.3697639,-1.3987654,-1.4552128,-1.510175,-1.5424831,-1.540675,-1.5031348,-1.4216819,-1.3754442,-1.4210806,-1.0596153,-0.33018807,0.020141058,-0.5665083,-1.0646992,-1.1134727,-1.333178,-1.7703558,-2.0733001,-2.1039624,-2.0402246,-2.0595977,-2.1324787,-2.230725,-2.2919827,-2.2686613,-2.251183,-2.2417111,-2.1838222,-1.8574927,-1.3984934,-0.9611341,-0.52247196,-0.4749874,-0.73031163,-0.9714839,-1.142985,-1.0721152,-0.9890373,-0.71596396,-0.20995298,0.1655319,0.2234306,-0.01756239,-0.78800046,-1.0807729,-0.655705,-0.2779642,-0.08354038,-0.03644663,-0.3733681,-1.0741067,-1.4186738,-1.5060141,-1.4727768,-1.362858,-1.5322015,-1.5860661,-1.6685555,-1.7733463,-1.5900062,-1.4981384,-1.3504779,-0.7915364,-0.28862074,-0.37284225,-0.32387856,-0.0007483661,0.38926554,0.6794224,0.7439495,0.76134276,0.76571757,0.6640099,0.37972015,-0.0012598187,-0.1920492,-0.4528785,-0.94156647,-1.4603224,-1.9875765,-2.4285312,-2.764173,-2.79257,-2.5269618,-2.2463377,-1.9502912,-1.5885177,-1.0034059,-0.35409436,0.076306164,0.1472531,0.044756234,-0.22602269,-0.6079044,-0.9631026,-1.1510946,-1.016642,-0.7916534,-0.30139196,0.5718831,1.6428161,2.9938684,3.7645535,3.870235,3.5840473,2.7739375,1.9396515,1.2666118,1.0639172,1.0063431,0.9152155,0.4051038,0.0480904,-0.34225592,-1.0190067,-1.3388319,-1.3704559,-1.0892518,-0.9270402,-0.8818841,-1.1352867,-1.430685,-1.7483629,-2.0445583,-2.089074,-1.5910721,-1.8500078,-2.2875957,-1.8865986,-1.5777221,-1.5489728,-1.6165669,-1.4956665,-1.3806756,-1.3603415,-1.5297768,-1.7886498,-1.8577461,-1.7360055,-1.5930985,-1.3507495,-1.0859251,-1.0975304,-1.0617607,-0.95112884,-0.9850582,-1.0210756,-0.9813186,-1.0573192,-1.4148152,-1.6320248,-1.5578649,-1.4249756,-1.4088997,-1.3582739,-1.2722341,-1.2545453,-1.2882994,-1.3432447,-1.4692185,-1.5958673,-1.7089416,-1.7378318,-1.7592378,-1.5677153,-1.3503367,-1.3008335,-1.5562644,-1.4965707,-1.6413761,-1.6130482,-1.8529098,-2.508349,-2.508341,-2.5082858
-2.503086,-2.3339913,-2.3010514,-2.2188404,-2.068263,-2.0748003,-2.0740805,-2.222496,-2.3993328,-2.472397,-2.5093493,-2.6184554,-2.8258162,-2.9495592,-2.9580538,-2.9313762,-3.045418,-3.3022654,-3.501025,-4.165829,-3.6641889,-2.1593497,-0.4416759,0.63588995,1.3638413,1.7683185,1.9318542,2.0124302,1.8985475,1.7719543,1.7206986,1.5635803,1.3780704,1.2137694,1.0759327,1.0721068,0.8936061,0.80627316,0.7234863,0.73577887,0.77493274,1.0530422,1.3468523,1.3481588,1.5990272,2.0728216,2.656547,3.0982938,3.1543982,2.7738175,3.0487394,3.5148764,3.669407,3.0740921,1.7063786,-0.48035294,-1.2739409,-1.2719679,-1.4163253,-1.5805545,-1.8420492,-2.0658307,-2.2342439,-2.022613,-1.8712184,-1.9923887,-2.0451808,-2.0443091,-1.7513378,-1.381678,-0.8373091,-0.583282,-0.13826983,0.2459983,0.38673833,0.46075997,0.5307101,0.5598243,0.6094537,0.65065444,0.53677654,0.3435801,0.37873995,0.6742573,0.9602886,1.2210827,1.4307032,1.6460887,1.747645,1.7470706,1.5805635,1.3510125,1.1076037,1.0990998,1.2305942,1.3242909,1.0784526,0.32430238,-0.28472042,-0.9209675,-1.6710973,-2.2758636,-2.5765247,-2.913952,-3.1985981,-3.3767524,-3.5353541,-3.63905,-3.5100615,-3.2335048,-3.0404787,-2.6918044,-2.3906703,-2.1810298,-2.1776998,-2.2603164,-2.365076,-2.8352313,-3.2956011,-3.6729097,-3.9122741,-3.7495308,-3.4629176,-3.2291937,-3.2856722,-3.317009,-3.2540534,-3.2334409,-2.972594,-2.468199,-2.0729632,-0.70001286,-0.21667913,0.303178,1.2099735,1.4208438,1.197353,1.011892,0.9879399,0.9136681,0.72475916,0.289496,-0.2416032,-0.45710573,-1.280245,-1.7957655,-2.2276468,-2.8724663,-3.2559202,-3.6872306,-4.3217316,-4.488489,-4.476011,-4.221817,-4.0515637,-3.8229291,-3.2066727,-2.8645096,-2.7306015,-2.7756681,-2.8232534,-2.857917,-2.7946677,-2.7926016,-2.692322,-2.6835747,-2.5782614,-2.469472,-2.4925034,-2.6698034,-3.068894,-3.1839457,-2.9237657,-2.7489476,-2.790053,-2.6952891,-2.7198083,-2.566015,-2.1639721,-2.163905,-2.164174
