0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
13.62958,13.601959,13.451761,11.398706,13.466751,13.381667,13.006372,11.375444,11.37333,12.441647,11.373393,12.117862,11.789059,11.675777,11.212074,9.774436,8.553465,6.9406705,5.657797,4.012111,2.9355702,1.5210282,0.34984794,-0.16818655,-0.175233,-0.19624978,-0.07598736,0.39590952,0.030670702,0.48886284,1.132613,1.1180499,1.6777263,1.9051723,1.7297508,0.7182138,0.22136703,0.48772192,0.9242124,0.7429005,0.13272826,0.25077653,0.8950876,1.7010503,2.3478937,2.1630816,1.9672183,1.928325,1.7744939,1.5136309,1.5036844,1.4466265,0.9350469,0.079108015,-0.352113,-0.5371994,-0.22154798,0.2688798,1.2063808,2.0998745,2.21593,1.9129586,1.4810109,0.7768546,-0.12822929,-0.39974815,-0.1246009,-0.08190997,-0.13376445,0.00092086196,0.3870321,0.6774671,0.85062,1.0213643,0.49072722,-0.45331758,-1.3071971,-0.9588256,0.15388623,0.5168461,0.43374267,0.4660399,0.34513095,0.3513312,0.39778107,0.18813325,0.18839777,0.36226434,0.7274569,1.0061288,1.5801885,1.8728241,2.0661907,1.9104431,1.6188831,1.434226,1.4480437,1.6720188,1.800622,1.7733582,1.6794639,1.5070279,1.419123,1.5554025,1.6421881,1.7479596,1.9552331,2.1186438,2.24298,2.4416032,2.8169637,3.7978349,4.272654,4.6257806,5.4821014,6.7885504,8.359619,9.328493,10.169214,11.036215,11.362922,11.901974,12.411612,11.403139,11.372044,11.37505,11.371552
-2.997292,-2.998382,-3.0087075,-1.9555595,-2.9081562,-2.8514876,-2.7366734,-1.9360993,-1.9344125,-2.8212466,-1.934467,-2.8419952,-2.7294602,-2.658567,-2.6602063,-2.6550996,-2.7100728,-2.9940462,-3.1015615,-2.5553062,-2.1429257,-1.5851278,-1.0773276,-1.0501597,-1.9724901,-2.2283912,-1.8716118,-1.5843023,-1.1327637,-1.6351266,-2.258251,-2.3439407,-2.4104173,-2.3474689,-2.6622467,-3.243688,-3.1536746,-3.3765144,-3.4108737,-2.6957939,-2.1012602,-1.8978165,-1.7669866,-1.856463,-1.7188177,-1.474847,-1.489327,-1.471124,-1.3374333,-1.2198203,-1.196593,-1.143256,-1.1006358,-1.0095456,-0.94730276,-0.94132817,-1.1098447,-1.3066106,-1.6825395,-1.9158584,-1.535161,-1.1185315,-0.8883906,-0.85034525,-1.0950534,-0.9155762,-0.4710702,-0.2567712,-0.76615137,-1.6145229,-2.3116033,-2.5472434,-2.5726519,-2.414156,-2.0480473,-1.8990321,-1.8687189,-1.8294005,-2.2475822,-2.316175,-1.6148446,-1.1091089,-0.8834794,-0.78198195,-0.75111717,-0.9301138,-1.2266742,-1.5632701,-1.8421379,-2.0462987,-2.3105533,-2.402668,-2.6267064,-2.7175136,-2.7678752,-2.80059,-2.6938336,-2.6267793,-2.4263363,-2.102736,-1.8441879,-1.9649853,-2.077929,-2.0705714,-2.1356115,-2.2329473,-2.3290792,-2.4288368,-2.4657931,-2.5022902,-2.5653005,-2.74476,-2.7982655,-2.73132,-2.7093987,-2.640645,-2.4758685,-2.5190182,-2.792891,-3.0764976,-2.9751663,-2.774111,-2.8075497,-1.9505603,-1.9330187,-1.934315,-1.9325987
-1.4054432,-1.4850723,-1.5443403,0.0030365884,-1.4432044,-1.4202368,-1.5912669,0.009089664,0.009535596,-1.3905864,0.00935182,-1.5630038,-1.7822871,-1.6253327,-1.1866715,-0.45235115,-0.08583525,0.2512148,0.4398218,0.53361493,0.3387952,0.35351557,-0.21641237,-0.7938452,-1.5277314,-2.68406,-2.6364744,-1.8877746,-1.3678689,-1.0855341,-0.67327774,-0.6499481,-0.63678354,-0.5209219,-0.17617543,0.4577191,0.8465987,0.5071397,-0.053442933,-0.55047226,-1.0227628,-0.8353656,-0.90377283,-0.8509426,-0.3433085,-0.30301943,-0.48099124,-0.73602194,-0.9092232,-0.77479434,-0.521295,-0.5977483,-0.7365277,-1.0139208,-1.1595339,-1.1272416,-0.76406395,-0.32418716,-0.24997039,0.06650788,0.05383426,-0.5937243,-1.0709181,-1.171809,-0.64692044,-0.3276577,-0.014285371,1.5198791,5.4337435,8.621,10.587786,11.703551,12.137939,12.166811,12.244247,12.413893,12.161085,11.176825,9.143641,5.1665926,1.4463606,0.31587407,0.016030341,0.0074403733,0.12730265,-0.08771524,-0.49861944,-0.9474378,-1.1617589,-1.2219174,-1.3823724,-1.545649,-1.6477041,-1.7102175,-1.901093,-1.9271687,-2.0484905,-2.0595357,-1.6299312,-1.0392059,-0.2664286,0.8268019,1.4718304,1.5831103,1.5173788,1.3489692,1.2699108,1.206386,1.1235528,1.0163373,0.74305433,0.5056211,0.3157606,0.1023019,-0.17163382,-0.1398446,-0.27897102,-0.5808263,-0.9088428,-1.2208729,-1.215652,-1.1521528,-1.2386942,0.0028391033,0.010202631,0.010031804,0.010291964
-2.1650846,-2.149354,-2.1273816,-0.34651783,-2.1248379,-2.0704029,-1.8165522,-0.32084206,-0.31856948,-1.4747419,-0.31865633,-1.6292411,-1.62344,-1.2060263,-0.9049949,-0.51493245,-0.49114835,-0.54142356,-0.4739943,0.11650129,0.2326393,1.0045712,1.6403953,1.6132355,0.52129376,-1.04887,-1.6064298,-1.8345935,-1.7015917,-1.9628881,-1.9983231,-2.1368966,-2.2299716,-2.0852485,-1.2941849,-0.36014193,1.0468676,1.60568,1.2185944,0.27217084,-0.67330086,-1.1493188,-0.98446596,-0.72803503,-0.6327225,-0.5759943,-0.4798341,-0.3900316,-0.31279507,-0.25719655,-0.33350396,-0.6498441,-1.0661749,-1.4523932,-1.3567572,-1.2775598,-1.184607,-0.909923,-0.7218697,-0.6575595,-0.5309613,-0.7776618,-1.0098957,-1.0654091,-1.0484599,-0.975569,-0.9664798,-0.5879095,-0.37657878,-0.7631794,-1.0717819,-1.2236187,-1.177732,-1.1042655,-0.9630263,-0.81580883,-0.5706195,-0.19182417,0.14737542,0.10471141,-0.24764673,-0.4541353,-0.48977214,-0.46035162,-0.34724462,-0.28495416,-0.27658105,-0.3562338,-0.39427662,-0.54513097,-0.90272725,-1.1261501,-1.2988182,-1.3773926,-1.5306315,-1.5296954,-1.5602307,-1.6286317,-1.2795265,-0.980737,-0.6932668,-0.9800863,-1.1544152,-1.2676128,-1.3912622,-1.5203643,-1.6884029,-1.7501965,-1.8298398,-1.9292794,-2.0313697,-2.213454,-2.239567,-2.1075358,-2.0568178,-1.8462149,-1.2648791,-0.6807802,-0.52640676,-0.8207636,-0.9899078,-0.9285138,-0.87779063,-0.34645167,-0.3169111,-0.31927192,-0.31635234
0.45116407,0.45671165,0.40895164,1.2423673,0.35155708,0.26988292,0.1384628,1.2397847,1.2394199,0.0786583,1.2392817,0.12366885,0.45422816,0.24158446,-0.09615157,-0.19393346,-0.153184,0.28704923,0.22687799,-0.26709807,-0.5079509,-1.058894,-1.1587473,-1.0990894,-0.5199004,0.2696831,0.1450341,-0.7693882,-1.4143425,-1.6104059,-1.4312496,-1.3520001,-1.2856987,-1.4697767,-1.6395159,-1.7922001,-2.1738746,-1.8447245,-1.3929957,-1.4821429,-1.1361326,-1.1383071,-1.3026004,-1.6441646,-2.1878686,-2.0671053,-1.8905106,-1.6379361,-1.1267154,-0.6223867,-0.31073502,-0.043286115,0.33139008,0.9587064,1.1310662,1.1640136,0.59339225,-0.52312267,-1.8110318,-2.6244612,-2.5926318,-2.3271985,-2.0623631,-1.712365,-1.1658369,-0.8102534,-0.51276904,-0.2698644,0.11547428,0.17378625,-0.39236474,-0.8514187,-1.1727654,-1.2822499,-1.2629504,-1.1768482,-0.66610676,0.18915138,0.81252736,0.8211207,0.52183425,0.1554882,-0.11657399,-0.6357888,-1.0295147,-1.1052542,-0.9396411,-0.66640854,-0.46814573,-0.32467186,-0.033286154,0.29786462,0.6269464,0.8781424,1.1449106,1.2772487,1.4707289,1.5298398,1.1340947,0.15076107,-1.2606585,-2.2679083,-2.5358343,-2.4621804,-2.3318372,-2.19318,-2.007037,-1.9578764,-1.8262058,-1.6640779,-1.3578373,-0.88710797,-0.7566352,-0.6232566,-0.3565842,-0.012070332,-0.040146276,-0.17281267,-0.075311095,0.03547491,0.012690425,-0.075268924,0.012768567,1.2362416,1.2389754,1.2379872,1.2389461
-2.896229,-2.9940486,-3.0588553,-1.9432526,-3.0664153,-3.074657,-2.8445296,-1.9487014,-1.9485972,-2.8960586,-1.9485791,-2.6577582,-2.6187181,-2.525784,-2.344328,-2.0087805,-1.8212752,-1.8613193,-1.9313724,-1.2359505,-0.8362305,-0.20588732,-0.4111611,-1.150171,-1.3813715,-0.8690846,-0.7688196,-0.86415887,-0.90877986,-1.628418,-1.9812207,-1.8648123,-1.6377455,-1.4199293,-1.0917336,-0.3487354,0.6305591,0.7063516,-0.29404312,-0.7744864,-1.7107534,-2.5567608,-2.4787483,-2.6856875,-2.969101,-2.4854462,-1.8950989,-1.3954699,-1.3032162,-1.5855149,-1.6857911,-1.5514873,-1.3633002,-1.156337,-1.1336031,-1.2109969,-1.5906392,-2.0030918,-2.292362,-2.3617835,-2.2795873,-2.253438,-2.344201,-2.2642925,-2.0638084,-1.7800388,-1.6254997,-1.7036719,-1.7366041,-1.606394,-1.3950108,-1.2361598,-1.0406153,-0.96925926,-0.371461,0.7745561,1.9366058,1.9036705,1.2070906,1.750979,3.9290943,5.5368776,6.4829326,7.90459,9.152137,9.887447,10.664005,11.257459,11.547972,11.395847,10.801462,10.025012,9.172047,8.571876,7.479576,6.775716,5.5690165,4.3693085,3.0564399,1.3243445,-0.28684258,-1.5321338,-2.1559737,-2.5176833,-2.6321807,-2.6768014,-2.7282825,-2.7209039,-2.7053337,-2.671282,-2.5661454,-2.3660812,-2.2136886,-1.9913979,-1.7801363,-1.5481539,-1.2697713,-0.8858274,-0.89851075,-1.1244392,-1.0797935,-1.2239828,-1.5619495,-1.9233243,-1.9469067,-1.9430699,-1.9473697
-2.4065201,-2.4727416,-2.5425487,-2.477023,-2.5188837,-2.5992432,-2.6284156,-2.483551,-2.483914,-2.782328,-2.483909,-2.4942613,-2.201168,-2.4004374,-2.8062859,-3.0373719,-3.0213444,-3.044447,-3.224364,-3.1964512,-3.0316148,-2.860116,-2.169935,-1.1442834,-0.13077623,1.1079707,0.7151905,-0.09167068,-0.6438435,-1.2919827,-1.7005613,-1.6491,-1.5547827,-1.50825,-1.5356693,-0.8707222,-0.12683079,0.36986452,0.7014235,0.79624176,0.67021674,-0.28894943,-0.92743343,-1.6629086,-2.7031136,-2.9138827,-2.6055834,-2.0827293,-1.2743163,-0.8136591,-0.67050195,-0.674953,-0.6857124,-0.61789024,-0.6056201,-0.7779683,-1.0333831,-1.225058,-1.5348048,-2.0911522,-2.4827056,-2.304736,-1.8549832,-1.3756665,-1.144376,-0.8701125,-0.45123112,-0.6946945,-1.1935196,-1.3062698,-1.2898003,-1.5602713,-1.8652847,-2.1066365,-1.8436216,-1.188643,-0.40526208,-0.51394796,-1.3389874,-0.7433593,0.42484993,0.67779726,0.58225334,0.35028172,0.15002985,0.16125362,0.030270725,0.036284044,-0.046445906,-0.048422895,-0.012516797,0.015883237,0.062491745,0.20532069,0.36808273,0.13515119,0.012343675,-0.08448225,-0.44512168,-0.8227201,-1.3109114,-2.0850976,-2.557832,-2.7644546,-2.816518,-2.8873622,-2.9328196,-2.9698186,-3.0225742,-3.0555363,-3.1615543,-3.352081,-3.52667,-3.6896136,-3.9869528,-4.3427277,-4.3143806,-4.101516,-3.5019734,-2.8149395,-2.545796,-2.5823135,-2.6237488,-2.4750073,-2.484099,-2.4832864,-2.4842234
-1.3158405,-1.4389251,-1.6422646,-1.5070562,-1.7725334,-1.8380408,-2.0525067,-1.5080934,-1.5080011,-1.8657304,-1.5081204,-2.2586503,-2.502305,-2.1746416,-1.9673029,-1.8789142,-2.0235193,-2.3874633,-2.5482934,-1.670584,-0.9563339,-0.21486649,-0.118470654,-0.5310384,-0.8414315,-0.85932374,-0.88884676,-1.4345703,-1.6563232,-2.0590749,-2.1187391,-2.0006995,-1.9949849,-1.992162,-1.9381258,-1.8408284,-1.1234515,-0.8791113,-1.2084618,-1.2315962,-0.73758817,-0.8233448,-1.0190897,-1.4170125,-1.6068927,-1.4319957,-1.273843,-1.0183384,-0.59141916,-0.013645172,0.1492672,0.22232774,0.24716046,0.15342957,0.13214505,0.072239995,-0.10691309,-0.48527598,-1.1560911,-1.647779,-1.4659111,-1.010436,-0.5255498,-0.07302743,0.21840516,0.3991931,0.57248265,1.0206177,0.7548375,-0.14220105,-1.101171,-1.7648246,-2.1203797,-2.137803,-1.9146948,-1.6058466,-1.2372088,-1.3210073,-1.821588,-2.1870704,-1.7384826,-1.4210995,-1.2755225,-1.0968926,-0.8687228,-0.90901047,-1.0826507,-1.1870021,-0.99632883,-0.9270222,-0.999258,-1.0907784,-1.1424079,-1.0741358,-0.7513891,-0.37066132,-0.10942173,0.037415624,0.4046564,0.34362122,0.18446442,-0.48927838,-0.9622092,-1.1713674,-1.307992,-1.3089926,-1.3261244,-1.3685899,-1.2822677,-1.2515526,-1.0632682,-0.96932197,-0.89946544,-0.659799,-0.62390065,-0.498497,-0.3662043,-0.401394,-0.8792188,-1.457422,-1.4752221,-1.2949147,-1.2350285,-1.5056773,-1.5078743,-1.5084016,-1.5079552
-0.9079864,-0.97901845,-1.0552529,-1.7680012,-0.9826294,-0.9305483,-0.80247784,-1.7727532,-1.7732681,-0.9406233,-1.7733487,-0.8896358,-0.71222043,-0.80891806,-1.0067384,-1.2531806,-1.2049522,-1.162951,-1.243393,-1.5246081,-1.6340503,-1.8131938,-0.9167552,-0.1489669,0.48791128,1.279208,0.7630608,0.15473634,-0.20884588,-0.6610597,-0.82834643,-0.65523577,-0.4430976,-0.39827436,-0.5030784,-1.2172627,-1.3306496,-0.9326549,-0.4970069,-0.5569246,-0.7065087,-0.7762858,-0.9426351,-1.2141721,-1.0565963,-0.48707736,0.11120328,1.1118162,4.1845565,7.3997483,8.7464,9.423086,10.102955,10.7366705,10.579479,10.297693,9.553148,8.219218,6.0098963,2.924619,1.5376585,1.643882,3.2261481,6.1527057,9.10693,11.153758,12.190769,12.168644,11.199701,9.090659,5.983819,3.0866184,0.5752245,-0.8446226,-1.1939015,-1.0573902,-0.691594,-0.91386104,-1.6132954,-1.6139042,-1.0975277,-1.0748925,-1.0514339,-1.185813,-1.1624299,-0.92097896,-0.6292174,-0.33914074,-0.28356612,-0.3549191,-0.49955487,-0.5838853,-0.87435263,-1.0940139,-1.3073032,-1.6043582,-1.8229522,-1.9388076,-2.2982507,-2.2621667,-2.20429,-2.5092134,-2.6331408,-2.5895765,-2.50319,-2.381263,-2.3139706,-2.2119899,-2.2179158,-2.1462336,-2.0173125,-1.9719346,-1.8980426,-1.9079367,-1.9818652,-1.9800819,-2.076088,-1.9673615,-1.9405181,-1.7115827,-1.5699313,-1.5360769,-1.3387117,-1.7722028,-1.7739408,-1.7744999,-1.7738099
-2.8212538,-2.7827835,-2.7741935,-2.1996439,-2.7814891,-2.8453138,-2.9321427,-2.1948261,-2.1944842,-2.8998892,-2.1943336,-2.783967,-2.718357,-2.735253,-2.6525636,-2.6215289,-2.5325356,-2.3877141,-2.64742,-2.6666822,-2.5421345,-2.6326249,-2.960235,-3.4128432,-3.4524462,-2.3192656,-2.3486776,-3.2215977,-3.6245468,-3.3587794,-2.3904781,-2.1636643,-2.0640266,-1.9651153,-1.8345804,-1.6139526,-1.6683576,-1.9084849,-2.205884,-2.2140288,-1.941982,-2.2979288,-2.5366988,-2.6462884,-2.6547613,-2.2607098,-2.0303268,-1.8972194,-1.9626619,-2.2363286,-2.4965894,-2.6447842,-2.8518417,-3.0840793,-3.0709934,-3.1005425,-3.2376728,-3.3614256,-3.437554,-3.2084537,-2.6966124,-2.0975924,-1.9014525,-1.9838705,-2.3289592,-3.1960006,-3.604572,-3.3665981,-2.8133488,-2.5909476,-2.6246874,-2.4500434,-2.1248412,-1.7670658,-1.4070816,-1.1617782,-1.0328219,-1.1357698,-1.150344,-0.54373384,0.077047184,0.12927052,0.06663941,-0.27751803,-0.7522713,-1.1301099,-1.6559619,-2.1168067,-2.4590476,-2.6209178,-2.728004,-2.505031,-1.9888409,-1.5000523,-1.046691,-0.9154662,-1.008599,-1.2061507,-1.6337886,-2.7080076,-3.7097666,-3.6879854,-3.31153,-3.035315,-2.8004303,-2.5825927,-2.469934,-2.4095416,-2.2308931,-2.1781137,-2.1171172,-2.1792326,-2.2368076,-2.2367811,-2.2646828,-2.4297488,-2.5460467,-2.490085,-2.3381753,-2.4801435,-2.5542006,-2.7112594,-2.7497842,-2.2022853,-2.194469,-2.194761,-2.194293
