0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
13.640039,10.041643,13.697252,13.689318,13.638348,13.509783,13.481361,12.677361,10.692903,7.9766684,4.8783298,2.9833946,2.2135878,1.5844362,-0.25303537,-0.4776494,0.21666315,0.2460574,0.87576485,2.5989842,2.1521304,0.7019249,-0.4860837,-1.2418609,-1.5123551,-1.6972646,-1.6913687,-1.6709411,-1.548506,-1.3405719,-1.486391,0.47276968,1.0495216,0.13704923,-0.7033872,-0.37742636,-0.07328908,0.103311546,-0.31749964,-0.7013977,-0.5300931,-0.36704108,-0.114742875,0.46862915,0.6609744,0.82946336,1.0421085,1.1435986,0.7456513,0.91077304,0.8119456,0.46938348,0.45798498,1.4557629,2.505091,2.6726182,2.761683,2.2950897,1.1060127,0.76727426,0.87415785,1.1430569,1.195865,1.2236559,1.3597381,1.358919,1.5836779,1.8088542,1.96511,1.9750388,2.1602547,1.3977327,0.6632579,-0.64048636,-0.62625414,-0.005443584,0.06803012,0.27333832,0.63706404,1.0826335,1.889802,1.6645777,2.195119,2.9954224,3.375375,3.1359227,2.6824932,2.0942824,1.5328763,1.2871919,0.80258906,0.33712775,0.2913493,0.33770415,0.5491347,0.89410985,1.3295186,2.0453691,3.0783422,4.561816,6.527934,7.5576496,8.095723,8.662214,8.154418,6.9987025,5.244642,5.017181,5.3204017,5.722427,5.892896,5.710824,5.063487,3.9309359,2.6449077,0.77090067,0.49045563,0.72361606,0.55822307,0.47264507,0.30792832,0.18283765,0.12120472,0.24419549,0.2538905,0.2628641,0.24861899,0.33817267,0.44010627,0.5569627,0.6060424,0.61594194,0.6957486,0.8800923,1.0491567,1.266184,1.6854552,2.1757264,2.6597188,3.2013986,3.6238863,4.3339167,5.355714,6.211317,6.6186266,6.3996086,6.129408,6.348173,6.742358,7.1866465,7.5708995,7.8181305,7.9200974,8.1970415,8.493298,8.860262,9.037943,9.2281685,9.489471,9.767281,10.063311,10.041604,10.0423765,10.041355,10.041395
-2.2609706,-1.3348862,-2.2782845,-2.1774368,-2.0962877,-2.0339482,-1.9839641,-1.8698229,-1.6381619,-1.8337834,-1.5233018,-1.1733551,-0.9044076,-0.78140604,-0.3944476,-0.7400361,-1.0449679,-0.6382446,-0.5353025,-0.21467367,-0.72740006,-0.999792,-1.5992479,-2.085789,-1.9988971,-1.8157085,-1.7089012,-1.4455061,-1.049597,-0.69308126,-0.7906586,-0.5953187,-0.20372611,-0.64732313,-0.59933186,0.30439723,0.19755045,0.11406076,-0.2471018,-0.56442535,-0.49399894,-0.33555377,0.4548154,0.063263014,-0.3746342,-0.8006872,-1.1028782,-1.4349054,-1.877558,-1.8314105,-1.2840382,-0.7104275,0.00024419278,0.2831585,-0.042555153,-0.36460015,-0.84646785,-1.0560632,-0.80534935,-1.0521822,-1.6239191,-2.1411557,-2.3074064,-2.3397052,-2.3876655,-2.4277954,-2.5098345,-2.4817739,-2.4083922,-2.3408146,-2.222579,-1.9882977,-1.9350921,-1.8307087,-2.1990519,-2.3984787,-1.2216439,-0.793417,-0.39433646,0.29106298,0.7352532,0.4899423,-0.020131215,-0.15278359,0.0242427,0.27246523,0.35588962,0.3122722,0.09918371,-0.3335579,-0.7249842,-0.7956244,-0.8651162,-0.96274155,-1.0399606,-1.0663468,-0.9589096,-0.74155164,-0.50993073,-0.7071376,-1.0241803,-0.9910264,-1.0857532,-1.3503536,-1.5920353,-1.8398818,-1.9000715,-1.9081706,-1.7688253,-1.8866687,-1.8337064,-1.7347145,-1.5461352,-1.5230268,-1.7629147,-1.7853618,-1.6688093,-1.2939243,-0.84595114,-0.755529,-0.69926965,-0.6911159,-0.8714018,-0.9722161,-0.9875723,-0.98610395,-1.0371368,-1.1074916,-1.1697687,-1.2145524,-1.3011109,-1.3482263,-1.42111,-1.549112,-1.6643975,-1.7497634,-1.740622,-1.5785706,-1.351833,-1.2973953,-1.8933718,-2.4989047,-2.4253473,-2.206097,-2.0358694,-2.091061,-2.2269747,-2.487866,-2.692976,-2.7918577,-2.7777472,-2.732014,-2.7674036,-2.835722,-2.883637,-2.8572254,-2.8215842,-2.8371935,-2.8427346,-2.771214,-2.7535975,-1.3365401,-1.3381805,-1.334971,-1.3349091
-0.1870006,-1.275034,-0.23057044,-0.30605856,-0.36040545,-0.5262695,-0.46953857,-0.43215585,-0.4003545,-0.4837438,-0.96368396,-1.0673847,-1.1846027,-1.357744,-1.6645441,-1.8856391,-2.586554,-2.646037,-1.6373506,-1.5012653,-1.1810728,-1.3299887,-1.5850884,-1.5800531,-1.5262921,-1.9340816,-2.0564547,-2.0714173,-2.1964738,-2.1949482,-2.1535504,-2.0898948,-2.2856417,-2.498897,-2.3239267,-1.6632366,-1.5715854,-1.3081248,-0.8636002,-1.1188943,-1.5320562,-1.5666008,-1.5321385,-1.3468157,-1.230424,-1.1512871,-1.0519772,-0.9842826,-1.0850453,-1.3330429,-1.7251189,-1.9348121,-1.8557801,-1.8469946,-1.7710171,-1.7302849,-1.6132967,-1.4480243,-1.3183445,-0.8936562,-0.46603644,-0.2989764,-0.13281503,-0.16948017,-0.23834735,-0.2603756,-0.1621529,-0.06612919,-0.037873425,0.0388652,0.05528137,-0.007828318,-0.41425768,-1.1758056,-1.2501067,-1.1142977,-1.6881204,-1.7927486,-1.8672061,-2.0256865,-1.9343417,-2.0423841,-2.4033847,-2.2379382,-1.7166823,-1.3291416,-1.0872641,-1.0269516,-1.1673062,-0.82165253,-0.4804994,-0.97082853,-1.3228087,-1.5247698,-1.6899803,-1.8694243,-2.0090795,-1.9656565,-1.5365863,-1.3644267,-1.6236845,-1.8592889,-2.0217535,-1.9344234,-1.8711969,-1.767565,-1.9195836,-2.1509864,-2.3346424,-2.418486,-2.5178683,-2.6470468,-2.6325223,-2.236991,-1.5338454,-0.21570389,0.4814971,-0.15152961,-0.68803966,-0.8516202,-0.7972529,-0.6342169,-0.4119559,-0.40341815,-0.41619977,-0.388708,-0.3658917,-0.34375352,-0.4187815,-0.4209665,-0.35817635,-0.38011956,-0.37807006,-0.3897839,-0.469548,-0.64614743,-0.8470367,-1.0299686,-1.0439618,-0.684298,-0.5997915,-0.68101645,-0.84659284,-1.1446424,-1.1630617,-1.2704523,-1.5453535,-1.8183197,-2.1598365,-2.345771,-2.528829,-2.6522684,-2.7767668,-2.8561163,-2.9102986,-2.9160728,-2.9459295,-2.9011753,-2.8592381,-2.7255006,-2.6116054,-1.2764266,-1.2776471,-1.2751445,-1.2750968
-1.8735535,-0.06694251,-1.8730861,-1.7518786,-1.6674303,-1.5237958,-1.5073761,-1.4246212,-1.5281639,-1.742693,-1.4084995,-0.96162015,-0.75994766,-0.72716546,-0.78244686,-1.2703412,-1.7987156,-1.9677081,-1.4632552,-0.63944054,-0.625091,-0.6324607,-1.0188622,-1.0651804,-0.85167885,-1.0946828,-1.4265454,-1.3708763,-1.2855763,-0.78253543,-0.13663864,0.26048452,0.12557092,-0.17810985,-0.5664141,-0.92204356,-1.3158269,-0.5400377,0.54013586,1.1202768,1.577981,1.5533028,2.06742,1.6335139,1.3303764,1.0756809,1.0482833,1.1171272,1.0944493,0.64013076,0.1532103,0.0924463,0.68891096,-0.054863364,-0.6817211,-1.2042216,-1.6459482,-1.6881828,-1.0557303,-0.96105295,-1.2509075,-1.5001109,-1.7003174,-1.8324021,-1.9524206,-1.9602218,-1.9445655,-1.8690615,-1.7786287,-1.6887531,-1.6416522,-1.3346275,-1.1098965,-0.41373676,-0.14384937,-0.14359644,-0.5114448,-0.44939527,0.0016824007,1.4496955,5.0417213,8.67204,10.776717,12.143552,12.14847,12.010126,11.956967,11.968601,11.868571,10.969256,9.290187,6.225992,4.182977,3.201291,2.6641622,2.0401905,1.3225977,0.5242438,-0.34457672,-1.1929905,-1.7164102,-1.6567061,-1.6495953,-1.615569,-1.6592424,-1.80971,-2.029404,-2.148742,-2.2241871,-2.354434,-2.3224351,-2.198693,-2.0659964,-1.8537016,-1.7804065,-1.6325526,-1.573485,-1.4066982,-1.1476076,-1.0122372,-0.8918071,-0.8179686,-0.7393452,-0.60915494,-0.56011766,-0.47752753,-0.47762722,-0.505042,-0.5196303,-0.64458907,-0.6406435,-0.68162566,-0.5819005,-0.5562654,-0.59113365,-0.59357417,-0.4048107,0.030940339,0.6252926,1.3292041,1.1765003,0.4215344,0.16305491,-0.20361161,-0.46870962,-0.70347553,-0.8946985,-1.1137403,-1.3609964,-1.5186235,-1.5702245,-1.5255343,-1.583188,-1.6413774,-1.7601526,-1.7772727,-1.7251095,-1.7299902,-1.7045288,-1.6416699,-1.6799831,-0.06366947,-0.06106299,-0.06668329,-0.06680405
-0.2796692,0.7243679,-0.47901616,-0.73045135,-0.9543263,-1.1561124,-1.2253941,-1.5319386,-1.4819918,-0.46431664,-0.33513796,-0.647568,-0.5894087,-0.4307475,-1.0580949,-1.5891416,-0.6160159,0.4902159,0.21866268,0.060027942,-0.03528496,-0.012765981,0.012789711,-0.52135736,-0.9473532,-0.15125433,0.6432773,0.95010215,1.3825505,1.460485,0.66852987,-0.4688506,-0.2808081,-0.36345035,-0.9114101,-1.5756137,-1.625536,-1.631499,-1.8534774,-1.7924939,-1.7576015,-1.8377235,-1.8325105,-1.8310788,-1.9263798,-1.8667593,-1.716033,-1.3587786,-0.82396185,-0.8136472,-1.106347,-1.2610129,-1.5231454,-1.4465263,-0.5516491,0.12331188,0.5203825,0.4692089,-0.21821827,-1.2373857,-1.5092678,-1.2222039,-1.0468448,-0.8166921,-0.73938435,-0.67411745,-0.868442,-1.216883,-1.4585911,-1.6603296,-1.8928564,-2.0795894,-2.265542,-2.3506098,-1.5495769,-1.1961267,-1.4478209,-1.4455167,-1.5511181,-1.6261402,-1.8791326,-1.8190219,-1.5100992,-1.112856,-0.9760796,-1.0952953,-1.1983447,-1.2582543,-1.3354833,-1.4011198,-1.1194545,-0.75634015,-0.60341066,-0.52105004,-0.45903227,-0.35794204,-0.27641177,-0.3256663,-0.505322,-0.4324457,-0.68537784,-0.80939776,-0.7462856,-0.5574692,-0.1952762,0.143219,0.37325197,0.38026005,-0.044154048,-0.31474864,-0.118713975,0.9173573,2.4032955,3.7588544,5.703801,8.522833,10.27321,11.5265665,12.037708,12.141975,12.192677,12.178146,12.097388,12.039215,12.039576,12.030251,12.03435,12.021531,12.029387,12.055464,12.045227,12.066622,12.030589,11.972539,11.91864,11.796022,11.607509,11.355343,10.884537,9.616752,7.918569,5.4417353,2.1769857,-0.01980523,-0.5966383,-0.46922266,-0.24612907,-0.056250326,0.13935094,0.45982128,0.7207648,0.7717312,0.8110036,0.6910655,0.54211384,0.5581928,0.51474357,0.35808647,0.15597439,-0.037371054,-0.009281203,0.73175,0.73859215,0.72463095,0.72440434
-3.0947986,-1.2936492,-3.1793337,-3.1969976,-3.2040563,-3.0903888,-3.0806255,-2.8041625,-1.9401367,-2.0437956,-2.0718064,-1.663476,-1.4991277,-1.4257553,-1.3497592,-1.901751,-1.9642383,-1.674818,-1.9134954,-2.2677512,-1.8353834,-1.2462769,-0.6939365,-0.4084101,-0.4395062,-0.17195156,0.037290663,0.29313478,0.7050829,1.0016989,1.2017103,0.6534698,-0.5007696,-1.4249637,-1.631207,-1.237583,-1.2807815,-1.3529419,-1.1355488,-0.66305,0.0030511767,0.50733453,0.6710211,0.75099254,0.99626,1.2289467,1.077491,0.55557364,-0.28293693,-0.52447194,-0.6081199,-1.0866096,-1.4977367,-1.115026,-1.0308702,-0.94190896,-1.3352407,-1.5755459,-1.824725,-2.1798794,-2.4950566,-2.4810739,-2.4792237,-2.572348,-2.653071,-2.624443,-2.6220503,-2.574406,-2.542428,-2.5796509,-2.6045465,-2.206272,-1.5043004,-0.3333296,-0.61766267,-1.009481,-1.0945622,-1.3026776,-1.399579,-1.3370705,-1.4516873,-1.0842668,-0.58734906,0.059154667,-0.36256784,-0.39612353,-0.35245734,-0.37548637,-0.3232619,-0.33615455,-0.1324898,0.5692924,0.7676809,0.73885417,0.6377109,0.50150484,0.23624232,-0.3369791,-0.932908,-1.4307861,-1.7316959,-2.0049126,-2.1353276,-2.2162976,-1.9197557,-1.7340431,-1.6648928,-1.6015768,-1.4540577,-1.6631999,-1.6956385,-1.4394219,-1.0530779,-0.73109007,-0.76566803,-1.1749812,-1.6635954,-1.3317904,-1.0645227,-0.80004406,-0.71625644,-0.8907683,-0.959341,-0.78395903,-0.5953765,-0.42039528,-0.3064763,-0.30812484,-0.3005728,-0.43347543,-0.42246497,-0.3657478,-0.07517712,0.13171947,0.089883745,0.037368327,0.0719032,0.05611816,-0.07698807,-0.59408706,-1.1688539,-1.1986641,-1.3293005,-1.7199566,-1.7346845,-1.5875525,-1.3067613,-0.83514524,-0.55010164,-0.69999886,-0.7823838,-0.73907757,-0.6928873,-0.5675959,-0.5577892,-0.64242727,-0.60360897,-0.57813096,-0.49923167,-0.6674259,-0.8398565,-1.2945527,-1.2958412,-1.2934146,-1.2934251
-2.4304094,-2.7647066,-2.388043,-2.394705,-2.405665,-2.46364,-2.5221732,-2.5117857,-1.8360445,-1.5447049,-1.5829585,-1.5943539,-1.6362956,-1.5568593,-0.22572222,1.1164638,1.7536237,1.9249929,1.1058979,-0.744112,-1.8430206,-2.1555731,-2.0494103,-1.7257028,-1.2843261,-0.58828795,-0.2792169,-0.1710945,-0.20937014,-0.54601127,-0.58739364,-0.5686335,-0.57162666,-0.85701585,-0.9769788,-1.000314,-0.92110395,-0.9860082,-1.3330526,-0.7921606,0.45636615,0.8864966,0.8041214,0.4495113,0.40366703,0.44541395,0.33158356,0.10625771,-0.18689439,-0.46781477,-0.29892752,-0.24632895,0.1529567,0.10624555,-0.58765644,-0.80312353,-0.7997508,-0.6580428,-0.613048,-1.3411762,-1.761047,-1.9167743,-1.8307076,-1.6529043,-1.6164725,-1.6577104,-1.8086283,-1.9609327,-2.059227,-2.1874104,-2.2428818,-2.134071,-1.814532,-1.3199459,-1.3545382,-1.1881495,0.0597683,0.02180034,-0.012101088,-0.03246714,-0.09016052,-0.54838806,-0.8640419,-1.0384732,-1.5126587,-1.5208957,-1.6073952,-1.607018,-1.4557433,-1.6648846,-1.5532753,-0.99497306,-0.864782,-0.9525029,-1.0491652,-1.1071101,-1.2169907,-1.4385343,-1.8135842,-2.0100284,-2.147716,-2.2737095,-2.263557,-2.2683225,-2.3252783,-2.4599104,-2.255899,-2.0895855,-1.812752,-1.7017589,-1.6049213,-1.5129724,-1.4596316,-1.4710666,-1.5655396,-1.4192896,-1.8396928,-1.6672821,-1.2450001,-1.0292646,-1.0111676,-1.1104338,-1.2631905,-1.3357683,-1.3427191,-1.3950601,-1.4202944,-1.4598365,-1.4520395,-1.4619062,-1.5396969,-1.527675,-1.5664907,-1.6140227,-1.6142309,-1.5555295,-1.5391495,-1.5519197,-1.6459969,-1.8743482,-1.9402611,-1.7295918,-1.8039863,-1.9825474,-2.1614575,-2.3119063,-2.354486,-2.340145,-2.4517164,-2.702867,-2.7087724,-2.7345216,-2.774667,-2.8144257,-2.8726792,-2.922373,-2.9731488,-3.109696,-3.2541785,-3.3643587,-3.5030918,-2.76782,-2.7709928,-2.7648437,-2.7647395
-0.45751646,0.79459,-0.49647462,-0.36249858,-0.24915098,-0.08489165,-0.019848555,0.3664108,-0.22983837,-1.162427,-1.2395049,-0.87709725,-0.4333017,-0.0037122667,0.87747306,0.5269916,0.11053692,0.95848215,1.3874437,1.6986139,1.1338685,1.0772825,1.1016352,1.1647737,1.2147293,0.88907903,0.7147364,1.0122696,2.26971,5.2814083,9.2753525,12.108547,12.350533,12.046577,9.57957,6.364114,4.1847844,3.2770376,2.3628957,1.0608716,0.52986014,0.42085975,0.94584364,0.48356375,0.05491007,-0.30515218,-0.49128538,-0.5422355,-0.39441788,0.33874482,2.3623579,4.95006,9.157443,12.166356,12.31341,12.005783,11.675436,11.33988,10.008426,6.6733246,2.99724,-0.64645386,-1.5256706,-1.8035271,-1.8984556,-1.9144471,-1.8460222,-1.6889002,-1.573688,-1.4098562,-1.2420835,-0.70393825,-0.23382576,0.45529467,0.12677442,-0.02063486,0.7913009,0.8829843,1.1952887,2.0620148,2.3608003,1.7985249,0.6701202,0.66886795,1.0525663,0.9637582,0.7376059,0.4289904,-0.038647294,-0.8648338,-1.0367113,-0.45575047,-0.11229837,0.08730626,0.21548647,0.33690876,0.5471704,0.67699695,0.323282,-0.73857296,-1.5789138,-1.7128716,-1.7046101,-1.7149054,-1.6074529,-1.6534164,-1.5816201,-1.6879914,-1.7691352,-2.0341008,-2.0059571,-1.7975578,-1.5109826,-1.2018234,-1.1191217,-1.1501917,-0.9480147,-0.72268033,-0.47324437,-0.3463328,-0.31707916,-0.37060356,-0.50360435,-0.5531814,-0.528133,-0.50794876,-0.51107913,-0.5802187,-0.59151006,-0.68477124,-0.71411455,-0.7426968,-0.6369358,-0.5933987,-0.63336605,-0.6064988,-0.41024038,0.0021735132,0.23229626,-0.29121324,-1.522737,-2.20292,-1.7017032,-1.1040181,-1.0489829,-1.2976565,-1.4789983,-1.548508,-1.4612138,-1.4704338,-1.4368119,-1.2806978,-1.1394198,-0.9249244,-0.7468923,-0.56762683,-0.39999098,-0.22788307,-0.067851104,-0.053945035,-0.19098628,0.797014,0.79919064,0.79457974,0.7945416
-1.4048682,-2.0849595,-1.354682,-1.3016282,-1.243438,-1.1755295,-1.1709986,-1.3271782,-1.7092383,-1.5498049,-0.6115943,0.005711575,0.217893,0.675988,1.5698822,1.7831125,1.9968972,1.3815284,0.6221284,-0.34950656,-0.5985183,-0.44625252,0.0911206,0.47796443,0.33475363,0.5491278,0.84046143,0.9127,1.0610638,0.76252496,0.2520252,-0.45837736,0.11260928,3.1870813,9.281464,11.610027,12.299522,12.16539,11.289871,9.63458,7.156253,4.764717,1.0994434,-0.5010223,-0.67141825,-0.76991165,-0.6878165,-0.41230989,-0.2846411,-0.1421535,-0.15374902,-0.24563196,-0.5003063,0.098481916,0.4217321,0.45180103,0.544449,0.54020387,0.13133833,-0.6002505,-0.9292871,-1.1795336,-1.1033292,-0.949165,-0.8024749,-0.80665165,-0.95752,-1.0480216,-1.1326343,-1.1841055,-1.0935107,-0.5015559,0.49953642,4.6461296,8.853315,11.261147,12.884769,12.9730215,12.932224,12.651788,11.816832,10.230909,7.7877316,3.711647,1.5643467,0.14248565,-0.21211693,-0.2308741,-0.0279546,0.10549975,-0.119626455,-0.2249451,-0.30575946,-0.2828768,-0.17222844,0.024672598,0.2678404,0.37429804,0.11998111,-0.44764155,-1.136781,-1.6103742,-1.7221756,-1.8786196,-1.630889,-1.3975455,-1.2445102,-1.029121,-0.7327694,-0.39022368,-0.17903072,-0.18898553,-0.23546326,-0.6533121,-1.1775318,-1.7678756,-2.5741959,-2.6283822,-2.2013018,-1.9596157,-1.8838155,-1.9988012,-2.2083445,-2.2338912,-2.2270305,-2.2774873,-2.3070917,-2.3322492,-2.322021,-2.3414693,-2.4263616,-2.4272885,-2.468131,-2.4960437,-2.422933,-2.204085,-1.9805969,-1.811946,-1.7047676,-1.6425579,-1.7564585,-2.0452552,-2.076007,-1.7689857,-1.5642245,-1.6131465,-1.6821342,-1.789072,-1.5915072,-1.4057708,-1.409522,-1.3889056,-1.3004296,-1.2317117,-1.1496973,-1.3394188,-1.4164364,-1.5550021,-1.7068318,-1.934701,-2.1767776,-2.0861037,-2.0873005,-2.0851443,-2.0850844
-3.1372674,-3.235989,-3.0968733,-3.0996614,-3.0813916,-3.177589,-3.0584521,-3.1899457,-2.4937623,-2.1470778,-2.3004813,-2.412941,-2.2037406,-2.1645782,-2.1283698,-1.8409774,-1.2605524,-1.5892649,-2.9194589,-3.000377,-2.7157955,-2.2399647,-2.1705928,-2.464026,-2.326187,-1.5761669,-1.0133908,-0.6689606,-0.16696468,0.16836137,-0.49684358,-2.1567588,-2.0323844,-1.5015211,-1.9155116,-2.3371782,-2.3671699,-2.4747438,-2.551,-2.5089536,-2.7379167,-2.8954382,-2.5483072,-2.349151,-2.247427,-2.0267992,-1.9231839,-1.8047252,-1.7331486,-1.7119004,-1.507945,-1.4681349,-2.174767,-2.9595823,-2.6991146,-2.3297164,-2.1182628,-2.1271696,-1.9172304,-2.488982,-2.6864884,-2.2026227,-2.058877,-1.9155794,-1.9430319,-1.9282604,-1.996995,-2.1238487,-2.1640787,-2.1142268,-2.1517625,-1.9982822,-1.8630185,-1.5964175,-1.6959944,-1.9917644,-2.2311618,-2.239337,-2.4066513,-2.5749578,-2.8523657,-2.9373865,-3.3029401,-3.3738465,-3.2310846,-2.9033475,-2.715995,-2.4973855,-2.148508,-2.000643,-1.2388164,-0.119793475,0.21845978,0.2994597,0.25485995,0.13130057,-0.11710474,-0.41055995,-0.46662715,-0.3107293,-0.4938507,-0.96811557,-1.1301819,-1.2972459,-1.4636036,-1.4924326,-1.4567413,-1.3204615,-1.2946297,-1.2513173,-1.1182684,-0.8569237,-0.47291833,-0.46974003,-0.39582208,-0.09111923,-0.0038411021,-0.23902959,-0.314461,-0.36788097,-0.5049774,-0.5760747,-0.7342595,-0.94114184,-0.99106824,-1.0280265,-1.0399566,-1.0875164,-1.0914874,-1.0976338,-1.0887812,-1.0932744,-1.1537071,-1.2484045,-1.3334835,-1.5201159,-1.746722,-1.9030659,-2.0140967,-2.0865588,-1.7008811,-1.8272707,-2.455363,-2.5757103,-2.5313144,-2.3666034,-2.213393,-2.0692234,-1.9767404,-1.8319491,-1.5631471,-1.5617822,-1.5896256,-1.7367713,-1.9233307,-1.9396877,-1.9678214,-2.0757422,-2.2641432,-2.4358928,-2.5139513,-3.235837,-3.2354147,-3.2360635,-3.236048
