0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
11.742267,11.777111,11.750029,11.649905,11.579354,11.281613,10.994814,10.014748,8.737173,7.2743487,5.3912196,5.4475775,5.168545,4.545395,4.2938657,3.6494627,2.9153948,1.9676774,1.8325348,2.144818,2.8020277,3.858654,4.4737396,4.4516764,4.348739,4.513124,4.2071347,3.8128605,3.4376154,2.695027,2.1956646,1.5222719,1.1575011,1.3777812,1.8699491,2.2669218,2.480962,2.5493631,2.2142377,1.8693795,1.1788937,0.59423506,0.44882703,0.54893863,0.7224169,0.7576344,0.75704587,1.0236766,1.6417059,2.4775498,2.6646795,2.4507556,2.284933,2.1014416,2.1220763,1.8835653,1.375993,0.82112575,0.982471,1.6205124,2.8288121,3.501761,3.7439368,4.086427,3.7838087,2.772668,2.0451531,1.912266,1.8992294,1.9505888,1.9610972,2.0315385,1.9469295,1.9608929,2.0260155,2.1039252,2.1814978,2.1682184,2.0723324,1.7116838,1.1858919,0.71352357,0.6516131,0.7058212,0.6839003,0.59986335,0.7209016,0.7363225,0.88802326,1.1469855,1.2589567,1.4093615,1.5055526,1.5579689,1.5553727,1.5660124,1.5423245,1.5442673,1.5378485,1.5542603,1.4842579,1.487053,1.5454897,1.6761782,1.7842281,1.7598075,1.7298138,2.0264127,2.3137949,2.3436277,2.201216,2.1864614,2.2294526,2.2263565,2.223691,2.1691852,2.01432,2.0571651,2.0319083,2.010181,2.0828166,2.0634058,2.105352,2.3147693,2.6367912,3.2243574,4.0001335,5.962002,8.678027,9.8333845,10.958883,11.9597025,12.396074,12.879808,13.008818,13.052578,13.07237,8.912073,8.91091,8.910916
-2.8400543,-2.8817768,-2.9409366,-3.0119314,-2.9279838,-2.5944734,-2.4457371,-2.377274,-2.3160043,-2.2793984,-2.2729383,-2.2566385,-2.2765224,-2.2810764,-2.336391,-2.6370926,-2.7032049,-2.4074063,-2.1523836,-1.8796434,-1.5759666,-1.2295743,-1.1312749,-1.2927328,-1.5593109,-1.7153054,-1.628794,-1.5000672,-1.4825788,-1.5274782,-1.6537347,-1.5901859,-1.6874634,-1.9590236,-2.0128124,-2.0545275,-2.200773,-2.4255817,-2.6239219,-2.724215,-2.6624238,-2.3494692,-1.7221596,-1.4167548,-1.3216786,-1.2623322,-1.3472182,-1.5328487,-2.476722,-2.9445322,-2.9847312,-2.9465137,-2.8362978,-2.8615682,-2.820351,-2.6834273,-2.5102806,-2.4406672,-2.674252,-3.2322817,-3.4242613,-3.290898,-3.2692304,-3.277841,-3.1508248,-2.9453475,-2.8764205,-2.9375722,-3.0070615,-3.0249233,-3.0154588,-2.914846,-2.8783674,-2.8123379,-2.6585846,-2.5463877,-2.4024425,-2.2832594,-2.1855135,-2.1582236,-2.172645,-2.2515426,-2.2813835,-2.1437442,-1.7709278,-1.2592343,-0.66234213,-0.19381893,-0.12376943,0.09434439,0.18503144,0.2528648,0.21437055,0.23345777,0.12003083,0.07972361,0.055472896,-0.033345833,-0.16604978,-0.16881251,-0.18786988,-0.26844203,-0.31440505,-0.41579124,-0.5230161,-0.7159308,-0.9315426,-1.1269794,-1.1784749,-1.2083296,-1.3493398,-1.5125798,-1.5841976,-1.6269884,-1.5786874,-1.5389893,-1.5262711,-1.5650718,-1.6004069,-1.6220737,-1.6294965,-1.6648061,-1.684406,-1.7279437,-1.7748091,-1.7784028,-1.7152247,-1.4765005,-1.3596884,-1.5690086,-1.9369648,-2.3512201,-2.483478,-2.418974,-2.3171675,-2.2996118,-2.2234073,-0.65952814,-0.6596966,-0.6598064
-2.1869917,-2.1645408,-2.1238728,-1.9637368,-1.7172412,-1.5476483,-1.4348938,-1.4002459,-1.423269,-1.3581228,-1.5464246,-1.5402763,-1.3894618,-1.2436323,-0.9617151,-0.8187914,-0.9557576,-1.3574371,-1.4445697,-1.584528,-1.9241211,-2.1145525,-2.1915588,-2.2246277,-2.3057895,-2.5273645,-2.1332664,-1.5993289,-1.0088294,-0.71443194,-0.4214838,-0.32040048,-0.33231086,-0.15388837,-0.15901874,-0.2677396,-0.3788531,-0.48488185,-0.3860369,-0.15774353,0.18717839,0.15901732,-0.41436046,-0.69496316,-0.80893224,-0.8267066,-0.88592416,-0.9056307,-1.0923597,-1.5090846,-1.5408583,-1.1295818,-0.47889867,-0.3304366,-0.27690312,-0.38906154,-0.51190656,-0.4801199,-0.16406079,-0.5364135,-1.1281422,-1.1424105,-1.0371742,-0.75170386,-0.4016348,0.10597675,0.61179113,0.88315094,1.0187701,1.1017067,1.0755377,1.1071801,1.0122415,0.9421729,0.8562082,0.8638511,0.87612975,0.87568927,0.67818433,0.41693202,0.44214937,0.5271332,0.6169615,0.4311884,0.31956235,0.1641674,0.048945114,0.050699115,0.19522187,0.4303133,0.61358875,0.6774261,0.6716905,0.69500065,0.72416437,0.75031126,0.7703947,0.8414169,0.91443896,0.96575963,0.92195284,0.78186667,0.64201987,0.30269927,-0.017919809,-0.38890553,-0.4136825,-0.06610894,0.43008953,0.555789,0.5588711,0.3867976,0.20682047,0.039306372,-0.046431497,-0.09519313,-0.17119536,-0.15811591,-0.15792127,-0.15353869,-0.1528693,-0.15300158,-0.059366345,-0.025157988,-0.049991712,-0.21059948,-0.16891107,-0.21702178,-0.54070735,-0.8954636,-1.1169027,-1.312192,-1.3103046,-1.2105662,-1.2334914,-1.3558602,-1.3779372,1.1793693,1.1802306,1.1802719
-2.0073433,-2.0718586,-2.1698425,-2.1291013,-1.8308616,-1.3755862,-1.2600149,-1.1107719,-0.73547304,-0.5049304,-0.7187249,-0.73882914,-0.6076168,-0.8089436,-1.0504371,-1.2230605,-1.2979538,-1.6895036,-1.9219939,-1.9856207,-2.0111952,-1.6363224,-1.1863049,-0.66220146,-0.6445224,-0.70331985,-0.1060676,0.21422145,-0.114100695,-0.42940077,-0.6268225,-0.7525294,-0.9234285,-0.63592166,-0.5542477,-0.7778204,-1.0733348,-1.4198858,-1.6398263,-1.5777795,-1.496448,-1.7839369,-1.9174788,-2.0828822,-2.106358,-2.0263038,-1.959347,-1.8605646,-1.9970343,-1.8196645,-1.9046745,-2.0894265,-2.1477532,-2.0862854,-1.919379,-1.6956098,-1.4486563,-1.666496,-1.5875819,-1.3420047,-0.9352716,-0.59516335,-0.5095351,-0.6928122,-0.7954738,-0.58992016,-0.4415259,-0.47911587,-0.6399294,-0.81539434,-0.89535904,-1.0708393,-1.1906137,-1.2363701,-1.2853341,-1.2791133,-1.2008247,-1.0785463,-0.96277606,-0.8124008,-0.66485894,-0.6432761,-0.7722565,-0.9088203,-0.72838223,-0.56344116,-0.42544505,-0.5020853,-0.6203093,-0.4352495,-0.27484292,-0.16710934,-0.14639975,-0.11876078,-0.16333921,-0.16589315,-0.1427204,-0.18144628,-0.2797366,-0.24625859,-0.23682573,-0.30457655,-0.36434984,-0.54496986,-0.7284766,-1.0602536,-1.4408233,-1.5844991,-1.3550495,-1.2703991,-1.2217239,-1.1500226,-1.0625278,-1.060502,-1.0686795,-1.0101162,-1.0362931,-1.0093008,-0.9266442,-0.8547867,-0.8205284,-0.7755906,-0.7287904,-0.67949533,-0.7037814,-0.7395791,-0.72233635,-0.72761136,-1.0776765,-1.5652852,-2.109539,-2.2611675,-2.4214747,-2.4133432,-2.3524714,-2.358913,-2.2775805,-0.41721278,-0.4170636,-0.41709885
1.706914,1.6843822,1.5905254,1.0749643,0.4763357,-0.011323869,0.23466873,0.65857506,1.0142002,1.2027183,1.5101818,1.3048916,0.9931594,0.8124211,0.7225699,0.92376477,0.80148697,0.10587712,-0.021673888,0.20167169,0.29476452,0.20650974,-0.24257267,-0.55880594,-0.9203109,-1.3073918,-1.3902957,-1.2735653,-0.8034378,-0.36782977,-0.2911151,-0.07757826,-0.33704215,-0.8806105,-1.1311233,-1.1861792,-0.9256656,-0.102142505,1.1615618,1.9498813,2.417607,3.0681496,3.2177725,2.9896357,2.5514903,2.3409905,2.0916548,1.7665234,1.1542517,0.098363444,0.760636,1.2558994,1.5649105,1.6359812,1.4664731,1.1818157,0.74804926,0.4362155,0.022108585,-0.4027178,-0.74373734,-0.93253255,-1.0315654,-0.86798096,-0.793293,-0.91336876,-1.0003343,-0.9395741,-0.81196254,-0.81906736,-0.8157718,-0.7831862,-0.7694969,-0.7901545,-0.7304433,-0.66518074,-0.6323052,-0.56386364,-0.19708964,0.6484097,1.5900862,2.3922458,2.76638,2.84093,2.4816108,1.8691475,1.2082207,0.5016796,-0.03607905,-0.42057997,-0.8094939,-0.9674369,-1.1181684,-1.2025666,-1.3135618,-1.4074934,-1.598341,-1.6266487,-1.6171869,-1.7022823,-1.6601924,-1.6585411,-1.6304677,-1.5835401,-1.4914317,-1.2665458,-1.1444111,-1.2416371,-1.5685585,-1.6843622,-1.835279,-1.8891525,-1.7453011,-1.5051141,-1.3856623,-1.3161178,-1.1967785,-1.1785823,-1.2025739,-1.2481065,-1.3427314,-1.4097977,-1.4855683,-1.6225731,-1.6614869,-1.5583844,-1.5592412,-1.435224,-1.006769,-0.82041717,-0.62362653,-0.5533862,-0.48960292,-0.56147206,-0.47917965,-0.26242673,-0.16204932,0.13592401,0.1358282,0.13582987
-1.8830427,-1.9358683,-1.9418641,-1.9575018,-2.0846698,-2.095292,-2.0944748,-1.749438,-1.4252803,-1.215666,-1.2962792,-1.4352798,-1.4609573,-1.5655539,-1.7853899,-1.8947151,-1.8245165,-1.8368696,-1.8789577,-1.5921026,-1.5157104,-1.2849915,-0.9739482,-0.63142514,-0.3665203,0.10082279,0.29973203,0.27873066,0.48284277,1.1681521,2.4284105,4.203376,7.4905815,10.322458,11.506489,11.746011,11.767507,11.465649,10.411192,9.575428,8.190848,4.1493025,1.7540283,1.5634078,1.5770528,1.5677679,1.3054061,0.756248,-0.4664957,-1.8447399,-2.0157824,-1.5817695,-0.95778376,-0.71447086,-0.2215127,0.16502,0.3556596,-0.060919024,-0.13350105,-0.0016355477,-0.39148763,-0.9074049,-1.1921568,-1.6105149,-1.486496,-0.81908745,0.12931596,0.9609791,1.2574056,0.9903195,0.8416653,0.3239065,-0.16773392,-0.524703,-0.82372254,-1.0043964,-1.0753472,-0.9302145,-0.54686475,-0.24434152,-0.0899024,-0.12662223,-0.13243338,-0.1272462,0.008730739,0.13855302,0.29841697,0.48514515,0.64335465,0.61370414,0.69144183,0.63225496,0.65199006,0.68309826,0.8873074,1.0058748,1.0743968,1.1589546,1.2853905,1.2364442,1.2081845,1.1926577,1.1656146,1.1361613,1.2147248,1.3874274,1.4585497,1.3238156,0.805585,0.0054371357,-0.5807835,-0.9285505,-1.0151496,-1.0429196,-1.0377251,-1.0251234,-0.98566204,-1.0287383,-1.0497795,-1.0667628,-1.1043243,-1.1632601,-1.1971849,-1.2156788,-1.1696708,-1.0374107,-1.0331376,-1.1997077,-1.3544294,-1.4757366,-1.9714527,-2.494069,-2.8454628,-3.1147773,-3.0810914,-3.0318193,-3.162455,-1.1109738,-1.1100941,-1.1100409
-2.0797145,-2.1191497,-2.1528723,-2.2169118,-2.2027388,-2.1907215,-2.1753278,-2.080334,-2.048385,-2.0107255,-1.9745495,-1.9702303,-1.9797647,-1.874805,-1.9053348,-2.0526369,-1.8926243,-1.5372847,-1.1792812,-0.83780146,-0.8513137,-1.2533658,-1.6407723,-1.9554856,-1.4906414,-0.79910094,-0.6415442,-0.9601656,-1.4973896,-1.7493684,-1.819948,-1.7343884,-1.710988,-1.7255449,-1.3910215,-1.242821,-1.240978,-1.4591535,-1.7659581,-1.6698728,-1.2794998,-0.6832957,-0.70485854,-0.9696784,-1.243352,-1.3500634,-1.5784168,-1.876982,-2.2661014,-1.7925992,-1.4382962,-0.81765985,-0.57903713,-0.7643349,-0.88970786,-0.8245517,-0.6354765,-0.45240116,-1.2908986,-1.9993608,-2.1769571,-2.2569003,-2.3706994,-2.599824,-2.6962636,-2.734257,-2.7288046,-2.7169232,-2.770234,-2.8825958,-2.8982852,-2.971668,-2.9993489,-2.9683542,-2.888017,-2.8654761,-2.8357213,-2.7570362,-2.6089072,-2.610445,-2.5908237,-2.5449963,-2.2897139,-1.4825689,-0.87396204,-0.5251608,-0.41415375,-0.44038418,-0.50670373,-0.7758205,-0.93314266,-1.0933487,-1.1219025,-1.201663,-1.2361342,-1.2912982,-1.3850026,-1.4387486,-1.4808924,-1.6016315,-1.5784519,-1.532567,-1.4972451,-1.489513,-1.666555,-1.9818604,-2.3248994,-2.6598117,-3.100442,-3.3019328,-3.354176,-3.4227786,-3.4436595,-3.4013226,-3.286262,-3.1729674,-3.0413957,-3.0157697,-3.0061781,-3.007246,-3.017991,-3.0245275,-3.0048747,-3.0640185,-3.19337,-3.249946,-3.3136716,-3.3477902,-3.2274098,-3.0843668,-2.8304443,-2.7660384,-2.8060112,-2.811212,-2.7912693,-2.7628565,-2.8166893,-3.1358752,-3.1356597,-3.135651
0.02491051,-0.0074466765,-0.007579416,-0.03529033,-0.23370504,-0.20326707,-0.20059668,-0.45323005,-0.5650127,-0.72875035,-0.7677661,-0.70055413,-0.5733088,-0.6553509,-0.8323823,-0.9087473,-0.77715504,-0.44431642,-0.08812487,0.20989814,0.22830799,0.4475997,0.41889748,0.084302545,-0.56581473,-0.59929603,-0.13356449,-0.11576137,-0.80738086,-1.4783878,-1.8759717,-2.1618402,-2.4074054,-2.349864,-1.9316502,-1.7020261,-1.663242,-1.7669907,-1.72784,-1.5734719,-1.3524418,-1.2078453,-0.7028372,-0.3863418,-0.07525641,0.08441967,0.27581638,0.58092284,1.3122303,1.5000808,0.051495098,-0.9463321,-1.411504,-1.5266526,-1.3849399,-1.0043018,-0.46993998,-0.5424808,-0.86274093,-1.0833678,-0.5484169,-0.18549971,-0.12707567,-0.2661454,-0.6130706,-1.07497,-1.441383,-1.640933,-1.9322202,-2.0909228,-2.1371937,-2.0840347,-2.0772831,-2.093948,-2.0179648,-1.9620061,-1.8769196,-1.7982928,-1.7198149,-1.5212853,-1.1117357,-0.9066097,-1.0581716,-1.4236395,-1.4250684,-1.249791,-0.821514,-0.5376999,-0.5128607,-0.12556833,0.12734532,0.24480149,0.23969896,0.30560464,0.3171968,0.4187737,0.55033493,0.566351,0.48503226,0.58921146,0.65918803,0.6032449,0.5917506,0.6224047,0.71452904,0.7048316,0.28040138,-0.30633622,-0.73258036,-0.9938821,-1.0877295,-1.124185,-1.2660807,-1.2586937,-1.1810527,-1.1164134,-1.1811571,-1.2296928,-1.2381558,-1.2378069,-1.2348584,-1.2285094,-1.2713047,-1.1896485,-0.99840117,-0.77323115,-0.5942741,-0.29100037,-0.45058393,-0.68937945,-1.2466329,-1.5135603,-1.7689949,-1.9791746,-1.9794639,-2.0161548,-1.9626052,-0.7642622,-0.7644422,-0.7645563
-0.085773766,-0.13396056,-0.19417477,-0.22259758,-0.08480628,0.45065114,0.061769336,-0.37167943,-0.4238285,-0.6093336,-0.37787193,0.081278756,0.58702785,1.6041727,1.9261309,1.3553193,2.0385356,6.121743,9.905476,11.759205,12.055162,11.646199,10.963144,9.836769,8.178982,5.917459,2.185593,0.5155167,-0.39057583,-0.5646328,-0.7058546,-0.574949,-0.6462718,-0.69694686,-0.7173384,-0.7517153,-0.66463006,-0.6517826,-1.0069085,-1.3802083,-1.8702242,-1.8843622,-1.6870235,-1.7689214,-1.889116,-1.8877672,-1.7805123,-1.4506928,-1.3181674,-1.7542559,-1.9354297,-1.9934944,-2.2171936,-2.2771528,-2.0274122,-1.7649741,-1.4315047,-1.1455538,-1.3375678,-0.9842248,-0.7676952,-0.7696125,-0.76983064,-0.7520751,-0.6709198,-0.744757,-0.9435195,-0.9243947,-0.84852433,-0.83945346,-0.75211823,-0.5607525,-0.38626015,-0.16801576,0.059175752,0.20760497,0.39356548,0.661525,1.1327348,1.4219375,1.1894203,0.7103127,0.0991514,-0.40200377,-0.8309303,-1.1428487,-1.3637074,-1.2719545,-1.2232578,-1.1711318,-1.1709082,-1.0685856,-1.0095576,-0.9657891,-1.0604064,-1.0895981,-1.1688719,-1.3100066,-1.3960972,-1.3816373,-1.4286685,-1.3817167,-1.2903271,-1.110847,-0.9906624,-0.6194529,-0.41548187,-0.78961205,-1.5731485,-2.348639,-2.6530595,-2.5103374,-2.178082,-1.8744389,-1.6474221,-1.4500527,-1.3263714,-1.2608165,-1.2297251,-1.1959577,-1.1646101,-1.1308005,-1.1527307,-1.1890848,-1.2514892,-1.2127033,-1.2633955,-1.10044,-0.8238727,-0.82850826,-0.7966621,-0.94426465,-0.84392226,-0.765001,-0.7786508,-0.7890619,-0.81221694,-1.3412468,-1.340989,-1.340847
-3.0010989,-3.0105133,-3.0634673,-3.1791458,-3.1132064,-2.9357734,-2.6941974,-2.402591,-2.2035303,-2.0820558,-1.9345566,-2.1007113,-2.2328763,-2.1351044,-2.083031,-1.7964458,-1.6152369,-1.7890997,-2.6075187,-3.0084414,-3.1171393,-3.1529126,-3.0742974,-2.8674612,-2.8833814,-3.063464,-2.70049,-2.5576992,-2.3264103,-1.9548204,-1.6138301,-1.2211778,-0.9316939,-1.201012,-1.6909218,-1.921258,-2.0403128,-2.0028899,-1.6320254,-1.0140561,0.12925306,1.627988,1.9570546,2.0580657,1.9496708,1.8932267,1.7898037,1.4602973,-0.09072691,-2.2299566,-1.7531985,-1.0599635,-0.26165813,0.15088797,0.27600738,0.18879467,0.111929715,0.42265266,0.17895341,-0.2899958,-0.852327,-1.1513894,-1.187591,-1.29093,-1.2456257,-1.0223496,-0.79056466,-0.66681635,-0.5725664,-0.6047859,-0.6432404,-0.8402607,-0.9621755,-1.0705228,-1.1832514,-1.2372224,-1.2659043,-1.27279,-1.2962135,-1.2791611,-1.2257391,-1.0086997,-0.72015023,-0.15492572,0.32767078,0.59228325,0.71367556,0.64182365,0.42630947,0.16088502,-0.09297089,-0.2835664,-0.40660185,-0.46704787,-0.46917367,-0.4893732,-0.58274204,-0.5801317,-0.547491,-0.59793115,-0.60194373,-0.6714374,-0.7437328,-0.9589475,-1.1322331,-1.2709856,-1.2591896,-1.2529833,-1.286936,-1.3224292,-1.4443927,-1.7650166,-1.9485774,-2.0005245,-2.0251768,-2.0752363,-2.067313,-2.1398566,-2.2503247,-2.3488886,-2.4260604,-2.4687076,-2.4833715,-2.6118784,-2.6848845,-2.7939215,-2.9883318,-3.3123417,-3.4703074,-3.2974386,-3.073602,-2.969171,-2.9229665,-2.9246087,-2.8217802,-2.6557846,-2.565765,-2.0406103,-2.0406523,-2.0406427
