0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
12.89512,13.011387,13.09396,13.090999,13.106516,13.055298,12.984907,12.660776,11.915607,10.26596,7.248666,4.804056,2.8308878,1.8753769,1.1959318,-0.569891,-1.5142939,-1.3058324,-0.7182071,-0.44945478,-0.16725701,0.2895555,1.8386168,2.878509,2.455495,1.6689813,0.8990784,0.382636,-0.4027518,-0.5858233,-0.41884205,-0.4228893,-0.42038903,-0.41489118,-0.51789033,-0.6273324,-0.9350257,-1.0306066,-0.879472,-0.44255275,0.012950443,0.6615454,0.89266676,1.1027977,1.1402434,0.83653224,0.18082397,-0.504149,-0.8518633,-0.63089997,-0.43251482,-0.29823032,-0.040666204,0.38525778,0.80546725,1.1160717,2.261376,5.123679,6.857724,6.7350016,4.9972677,3.299836,1.6560104,0.8165644,0.33366516,0.19406658,0.044719383,-0.031948715,-0.19390468,-0.34353012,-0.23636723,0.030766279,0.38304788,0.687346,0.85444546,0.9345025,1.1333611,1.4094937,1.8746727,2.7049968,4.3942614,6.166996,7.6429496,8.10025,8.629944,9.124488,9.5726385,10.16747,10.600189,10.74201,10.522633,10.450135,10.294079,10.700289,11.191944,11.523114,11.756294,11.739674,11.739311,11.66922,11.237904,11.152876,10.777623,10.38608,10.177246,10.200029,10.809977,11.101403,11.28575,11.606541,11.69072,11.797852,11.542702,11.740175,11.740448,11.739636,11.739119
-2.3493407,-2.3640344,-2.3592587,-2.33501,-2.3671157,-2.4436421,-2.481238,-2.6114388,-2.8412068,-3.10283,-3.2157779,-2.5102496,-1.933573,-1.643327,-1.4911991,-1.3739429,-2.0609097,-2.6083612,-2.3908439,-2.1213129,-1.8349888,-1.2838931,-0.66410184,-0.5990436,-0.37856346,-0.39757538,-0.6099335,-0.7173779,-0.5972693,-0.55281305,-0.52966285,-0.5063047,-0.42897862,-0.32528797,-0.18645959,-0.21904261,-0.3480351,-0.6376466,-0.6932416,-0.85690725,-0.92652214,-0.94976294,-1.120783,-1.6904845,-2.093244,-2.303595,-2.2265966,-1.9270151,-1.3940805,-0.8830894,-0.68466544,-0.52308804,-0.31103674,-0.112642355,0.06917973,0.18214585,0.21951678,-0.6119485,-1.8289721,-2.661067,-2.945222,-2.6347718,-1.9418522,-1.1820979,-0.4961743,-0.2275812,-0.14787002,-0.18079105,-0.27754927,-0.43429825,-0.51007944,-0.60771286,-0.690741,-0.79814553,-0.9117988,-0.9667338,-0.9870481,-1.0600871,-1.3051853,-1.5840927,-2.457612,-2.7885265,-2.8611856,-2.9725537,-2.812765,-2.7230256,-3.016207,-2.9668193,-2.7860303,-2.4701083,-2.0151315,-1.6857285,-1.6046389,-1.6886611,-2.3585634,-2.2069006,-2.1335697,-1.4645377,-1.4642704,-1.9533405,-1.8954598,-1.7194936,-1.4431992,-1.215935,-0.67646253,-0.44146702,-1.3971608,-1.7340314,-1.9901259,-2.010962,-2.1359148,-2.1097243,-2.208064,-1.4646757,-2.1319036,-1.4642179,-1.4640218
-1.0405257,-1.0172433,-1.055408,-1.069052,-1.1063236,-1.263739,-1.3245722,-1.5340962,-1.6722081,-1.4153795,-0.7624905,-0.82957375,-0.8956944,-0.86094594,-1.149965,-2.1071146,-3.3521762,-3.9852102,-4.1288133,-4.22085,-4.1643677,-3.2349668,-2.2266603,-1.6715358,-1.1966097,-0.49430513,0.51331556,1.0761633,0.8634198,0.60678035,-0.3158576,-0.9862629,-1.236136,-1.6538913,-2.0277932,-2.4904485,-2.687912,-2.8549743,-2.9751217,-3.0489016,-3.071859,-2.9385238,-2.864727,-2.7234392,-2.6056828,-2.5112624,-2.566963,-2.7265341,-2.8823376,-2.9813948,-3.0022452,-3.0414557,-3.1506395,-3.2164297,-3.2315574,-3.1726565,-2.9872441,-2.6947322,-2.0286005,-1.5727596,-1.3163768,-1.0619411,-1.2926588,-1.5726498,-1.6934755,-1.6352159,-1.7240887,-1.8764982,-2.0807374,-2.1894565,-2.338902,-2.5305538,-2.7041163,-2.7512913,-2.761273,-2.7793207,-2.8803248,-2.9747272,-2.9678078,-2.7756724,-2.850556,-2.6106029,-2.2896767,-2.353176,-2.2704813,-2.2066104,-2.0436678,-1.7747402,-1.642375,-1.8612628,-2.2565603,-2.194734,-2.1638691,-2.0156627,-1.5525678,-1.4291196,-1.3681927,-0.6131357,-0.6131742,-1.4430723,-1.6671718,-1.8191005,-2.1061192,-2.5018692,-2.6018643,-2.474741,-1.9858959,-1.7419622,-1.6291773,-1.4427177,-1.4194843,-1.3566849,-1.5037879,-0.61332244,-1.3398857,-0.6132803,-0.61316496
-2.7543435,-2.7703083,-2.7618947,-2.7423418,-2.7032714,-2.6161096,-2.577746,-2.5362523,-2.5925043,-2.6390955,-2.4235697,-1.7457666,-1.2600422,-0.9742683,-0.80534357,-0.7981455,-1.7181809,-2.377948,-2.5331578,-2.6197028,-2.608252,-1.8481781,-0.7506583,-0.35249978,-0.036698103,-0.35153377,-0.7945541,-0.92798054,-0.7800328,-0.70881206,-0.5225636,-0.49076766,-0.4316318,-0.38163024,-0.19984621,-0.38581023,-0.65783894,-0.93578726,-0.77311766,-0.35831612,0.21164805,1.1002014,1.9838424,2.5506692,2.6541145,2.3125615,1.2107465,-0.09048654,-0.99778616,-1.3422217,-1.3462596,-1.3578882,-1.2730224,-1.181428,-1.1132971,-1.0980889,-1.1687355,-1.3136315,-1.7435255,-2.1650414,-2.1936846,-1.7303925,-1.1839383,-0.775254,-0.48591432,-0.27533278,-0.30346876,-0.55495316,-0.861699,-1.197366,-1.5997182,-1.8497283,-1.9882067,-2.0458307,-2.002734,-1.8701439,-1.7507031,-1.6320139,-1.4469904,-1.1442945,-1.0481787,-1.0955044,-1.2304454,-1.5188994,-1.7507417,-1.7037175,-1.7426372,-1.9880956,-2.309641,-2.5229998,-2.3964152,-2.0805955,-2.0155222,-2.1151848,-2.0274608,-2.1923182,-2.2393537,-1.2234967,-1.2228792,-2.3172016,-2.3507543,-2.371374,-2.3529036,-2.1226447,-1.9722883,-1.7658564,-2.0412056,-1.9193066,-2.0769432,-2.1450748,-2.366984,-2.2926912,-2.356866,-1.2243292,-2.522018,-1.2233598,-1.2224622
0.118634194,0.14548889,0.115670174,0.0063877404,-0.10181445,-0.28067395,-0.39625135,-0.6645262,-0.7745209,-0.6383431,-0.6475927,-0.93484724,-1.284716,-1.3967799,-1.4962972,-1.2855415,-0.35388526,1.066332,1.8121612,2.0115297,2.0231638,0.87550724,-1.0569388,-1.5954596,-1.9096942,-2.1707575,-2.6910276,-3.0149558,-3.0272737,-3.2906306,-3.2216046,-2.9576302,-2.7644958,-2.3479757,-1.8144431,-0.96951324,-0.38877213,0.017496929,0.2110904,-0.06078688,-0.8167146,-1.5487988,-1.7293367,-1.4916611,-1.367854,-1.1631315,-0.81112105,-0.39031735,-0.008401878,0.23637319,0.34054756,0.28966978,0.15368864,-0.108300045,-0.39484274,-0.5798768,-1.241713,-2.302701,-2.1277292,-1.8754185,-1.7420231,-1.6513629,-1.610064,-1.5186157,-1.4259596,-1.313405,-1.0022967,-0.5555043,-0.11929509,0.24030815,0.72927785,1.1865504,1.5480868,1.7366505,1.7303591,1.6776415,1.6268132,1.5862889,1.2850986,0.651647,-0.6674534,-1.8247392,-1.6370434,-1.1666198,-0.6838393,-0.6242694,-0.41028523,-0.4224776,-0.5206895,-0.73905957,-1.0589806,-1.1301525,-0.97237563,-1.0763317,-0.91967976,-0.93474007,-1.0621421,-0.3567274,-0.3568468,-1.253954,-1.1132184,-1.2572094,-1.2198373,-1.2405126,-1.1361232,-1.1773552,-1.2860365,-1.4044125,-1.4402483,-1.491602,-1.3288226,-1.409777,-1.2274656,-0.35646373,-1.0813863,-0.35658306,-0.35687643
-2.3557887,-2.4192092,-2.4719796,-2.5319476,-2.545521,-2.4335222,-2.4261246,-2.3470654,-2.493875,-2.428287,-2.3172963,-1.9517642,-1.5258341,-1.2302017,-0.88759756,0.06234432,-0.3445481,-0.97991455,-0.7338642,-0.6278571,-0.79816025,-1.2001733,-2.1571965,-2.6166615,-2.757865,-2.797444,-2.8246198,-2.4202204,-1.6383555,-0.47267622,0.4974361,0.91924787,1.0247684,1.0586922,0.8048265,0.50915587,0.75755394,1.1964314,1.5362206,1.6636542,1.6713066,1.6571796,1.5747707,1.0411814,0.69116217,0.5243298,0.45019794,0.09729898,-0.5927379,-1.0614259,-1.163967,-1.221716,-1.1587751,-1.2224741,-1.3471202,-1.4348466,-1.7354476,-2.2228258,-2.4047313,-2.3224769,-1.4275206,-0.70578146,-0.83834904,-0.990333,-1.0914083,-1.1231394,-1.1099739,-1.069518,-0.9213784,-0.66912234,-0.09231314,0.40974665,0.6612392,0.7628085,0.8001317,0.87733537,0.9184037,0.9416443,0.7359341,-0.01084131,-0.7875296,-1.386497,-2.2350123,-2.3538394,-2.6389396,-2.4864454,-2.5219865,-2.2903378,-2.1811728,-1.8340651,-1.7447128,-1.993129,-2.0822444,-2.1821527,-2.1000843,-2.2122908,-2.1868165,-2.3511908,-2.3508425,-2.0803633,-2.1241977,-2.2450252,-2.0962267,-1.945895,-2.219881,-2.2867064,-2.8628716,-2.7168345,-2.6061711,-2.6739018,-2.669006,-2.6381958,-2.6545377,-2.351779,-2.6587443,-2.35112,-2.350573
-1.6317091,-1.7299964,-1.8487622,-1.8490233,-1.9108475,-2.0712514,-2.1494584,-2.1910253,-2.3019197,-2.3118782,-2.5642154,-2.5209775,-2.3296645,-2.3347387,-2.1518488,-1.1991786,0.6193843,1.7579083,2.2000408,2.1950607,1.8252398,0.898003,-0.46872193,-1.0835564,-1.4188559,-1.5945848,-1.6895511,-1.5200729,-0.78927195,0.3400971,1.845073,3.2716284,3.9346895,5.1246185,6.1568747,7.4735937,8.351236,8.902132,9.091938,9.062257,8.8690605,8.483713,8.144976,7.9587884,7.614566,7.111863,6.2814865,5.1726155,4.133829,3.2101445,2.7913158,2.5436156,2.3968132,2.1272845,1.9899344,1.6949675,0.9630059,0.3886134,-0.3750918,-0.62460244,-0.38814387,-0.06532565,0.39900762,0.5660602,0.7108803,0.6654018,0.77740306,0.96559584,1.1959321,1.4142525,1.7813003,2.032324,1.9816327,1.8380105,1.742146,1.7768998,1.9397132,1.9968503,1.6810919,0.93317044,0.12557566,-0.8299712,-1.5360303,-1.6736481,-1.8724849,-1.8874376,-2.1513507,-2.11036,-2.25063,-2.163869,-1.9961587,-1.909143,-1.9117845,-1.9827502,-2.0806067,-2.1194866,-2.1372511,-1.3553655,-1.355018,-1.9690385,-1.9024236,-1.870138,-1.8628602,-1.764631,-1.7123058,-1.6443226,-1.727485,-1.8232285,-1.8468738,-1.949485,-1.971149,-1.950577,-1.882086,-1.3557522,-1.9259899,-1.3553505,-1.3548641
-0.9521074,-1.0350597,-1.0201895,-1.0207043,-0.9757949,-0.8078585,-0.7171663,-0.6322825,-0.6302605,-1.1156464,-1.3375504,-0.7460649,-0.0733404,0.28162733,0.63185394,1.3117027,0.47489426,-0.6084272,-0.6828702,-0.29436862,0.31707436,1.1699721,1.6857233,1.8740172,2.138205,2.0847716,1.6140125,1.4896286,1.619789,1.5446155,1.7970269,1.9186718,2.0345101,2.165885,2.4602878,2.2695298,1.7899759,1.2716546,1.1266547,0.9929957,0.961183,0.8981639,0.8522767,0.4999735,0.41808176,0.39165026,0.13326621,0.1545009,0.35970592,0.5603211,0.7129914,0.89151144,1.1649396,1.4420371,1.7059599,1.8135018,1.5651183,0.6598457,-0.51960677,-0.99487907,-1.0891005,-0.76693857,-0.38009238,-0.07061486,-0.01517421,0.031989798,-0.21079418,-0.5759848,-0.8473244,-1.1084968,-1.3263861,-1.1926484,-0.84940636,-0.5175054,-0.14890465,0.15590994,0.4592166,0.83182245,1.5640936,2.26564,2.6994867,2.546939,1.6666329,1.0943584,0.77374333,0.65522504,0.19242518,-0.45788413,-0.80454284,-0.99289364,-0.8148007,-0.4909793,-0.34855598,-0.6247454,-0.9123964,-0.93424547,-1.0055476,-0.6957867,-0.6953474,-1.0773587,-1.0035101,-1.0263014,-1.046516,-0.87419486,-0.5669699,-0.27433273,-0.75741136,-0.7409364,-0.88076526,-0.9882744,-1.2908955,-1.2263424,-1.1882681,-0.69630724,-1.1938673,-0.6957227,-0.6951005
-0.18697634,-0.30572736,-0.45903403,-0.4303543,-0.51614463,-0.71717316,-0.79610014,-0.94650185,-1.202599,-1.7497945,-2.0580983,-1.6421337,-1.1182499,-0.88158906,-0.3505844,1.4644967,3.8660393,4.818775,4.7824764,4.463642,3.8041244,2.02595,0.19597845,-0.6574462,-1.1495789,-1.3499902,-1.3021977,-1.1986327,-0.73183054,0.33838868,1.5933425,2.2732964,2.4289417,2.612034,2.7131693,2.9508576,3.0460157,2.9499955,2.5577538,2.1357493,1.7111188,1.026552,0.7423434,1.3967257,3.3726013,5.4523044,7.504272,8.7230015,9.158186,9.303078,9.368351,9.371346,9.320515,9.250476,9.046136,8.973135,8.698353,7.573079,5.386903,3.1192393,2.574769,2.3621626,2.898615,3.3917348,3.6281393,3.3939695,3.1800206,2.8805077,2.7945151,2.7673519,2.7226105,2.55134,2.294489,2.0427635,1.8017147,1.6059134,1.4840562,1.3281863,0.9821939,0.63158727,0.3658676,-0.023634195,-0.53490615,-0.55796397,-0.44255692,-0.5405798,-0.9573793,-1.4424412,-1.5788785,-1.3479683,-0.9678209,-0.7914625,-0.7094327,-0.851383,-1.3769343,-1.4022835,-1.4620848,-1.4330944,-1.4331497,-1.1003389,-0.8484779,-0.653866,-0.57957125,-0.44218755,-0.09700459,-0.308708,-0.101888716,-0.4357818,-0.64553434,-0.76181924,-0.78905475,-0.8717437,-0.6663164,-1.4330909,-0.5602253,-1.4332952,-1.4332883
-4.12231,-3.9632568,-3.803402,-3.8070831,-3.7150898,-3.6264415,-3.6176171,-3.566145,-3.5923686,-3.1717267,-2.909347,-3.139524,-3.2633452,-3.3256354,-3.5439186,-3.9665692,-3.4638112,-2.1425164,-1.535147,-1.7057152,-2.4799356,-4.638227,-5.8007665,-5.554842,-4.7227716,-4.2278724,-3.9695554,-3.8353958,-3.715795,-3.6612666,-3.5904822,-3.3439066,-3.1506515,-2.766105,-2.347162,-1.7242693,-1.1618476,-0.55021274,-0.041109994,0.09482931,0.0009356439,-0.08348036,-0.21410547,-0.41681653,-0.908047,-1.3657658,-1.58273,-1.5351031,-1.5876348,-1.7509489,-1.870326,-2.0549955,-2.2609441,-2.5309222,-2.7595875,-2.931254,-3.378995,-4.0132837,-4.1482196,-3.9661896,-3.9106662,-4.1342244,-4.5013204,-4.4377284,-4.3300033,-4.1961036,-4.0817065,-3.8833969,-3.628285,-3.3714795,-3.0097148,-2.5984807,-2.274983,-2.1250343,-2.122874,-2.1446862,-2.153063,-2.1802783,-2.3554282,-2.840985,-3.784486,-4.1570873,-3.751776,-3.4904547,-3.082458,-3.0065422,-3.0529552,-2.6646955,-2.3858647,-2.196269,-2.4018934,-2.5647092,-2.4442856,-2.4976096,-2.7066402,-2.7337224,-2.7833462,-3.3662882,-3.3665118,-2.9549217,-2.8211682,-2.8561337,-2.7903442,-2.7385318,-2.7641225,-2.7187154,-3.1648884,-3.240399,-3.1349657,-3.140649,-3.0454285,-3.0310876,-2.979488,-3.365888,-3.164682,-3.366074,-3.3665347
