0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
12.360427,12.38472,12.375872,12.350968,12.311959,12.074816,11.736248,10.194717,7.5902143,4.9793415,4.214859,3.8644638,3.515513,3.130554,2.4628587,1.7177436,1.4113259,1.6094921,1.689179,1.9669344,2.2169926,2.3147557,2.3320563,2.4312618,3.6182842,4.9848804,4.916873,3.481328,2.3278115,1.7145253,1.3898325,1.1372256,0.7253616,0.39652264,0.43620893,0.40493286,0.534215,0.56151146,0.5834129,0.45836535,0.089544415,-0.25486243,-0.45759624,-0.58973354,-0.6957624,-0.7053793,-0.7293616,-0.71200705,-0.691148,-0.5930048,-0.2673517,0.017438665,0.42365044,0.5853809,1.167188,0.96945965,0.11824888,-0.69732785,-0.5367024,-0.1327804,0.13921416,0.25119185,0.3221648,0.28339285,0.19211414,0.94700325,1.5137501,1.3905143,0.75248176,0.5105994,0.50096834,0.42175177,0.46637887,0.4326803,0.34836873,0.265696,0.37841082,0.49215508,0.47168195,0.54832053,0.73616636,0.9702196,1.1304603,1.2492744,1.9066339,2.329092,1.7605293,1.0311497,0.7341561,1.0085435,1.1801063,0.66747427,0.16214657,-0.22121501,-0.30056667,0.044814944,0.75838095,1.9679415,2.318295,1.8077418,0.6407653,0.018795848,0.30317277,0.7214823,0.8047991,0.7847474,0.85242385,1.4384029,1.0373185,0.040894747,-0.32015696,0.26659083,0.78382754,1.5657859,2.2882638,3.3521438,4.7744946,5.166546,4.229221,3.4365258,3.0618563,2.7065525,2.362613,1.8428106,1.5409592,1.3098162,1.3503394,1.5092719,1.6100085,1.7801782,2.0293732,2.3009353,2.5063229,2.6067922,2.7029574,2.7959313,2.9864254,3.03856,3.0737996,2.9724684,2.7617476,2.5079205,2.284823,2.0898314,1.8143044,1.5060395,1.4078476,1.4381692,1.5245793,1.6031473,1.441747,1.9470508,3.1123817,3.955016,4.5492635,4.9265246,5.5004034,6.146331,6.903093,7.5573153,8.002279,8.67021,9.333174,10.177534,10.772353,11.654975,12.572998,13.237446,13.477894,11.769888,11.770006,11.772032,11.769797,11.7694645
-2.9343853,-2.9156141,-2.8424828,-2.7546585,-2.6411085,-2.6337466,-2.6342187,-2.3787706,-2.266733,-2.1908302,-2.194598,-2.1609023,-2.2112284,-2.2695506,-2.2008908,-1.985816,-2.1339328,-2.013255,-1.6001964,-1.3084576,-1.1706792,-1.0161707,-0.9228087,-1.4141728,-2.3595924,-3.1200705,-3.5055602,-3.6103234,-3.4267478,-3.3205104,-3.2437243,-3.1441545,-2.7481213,-2.292824,-2.073657,-1.8743613,-2.0048661,-2.3218157,-2.4572537,-2.26687,-2.0009756,-1.7882775,-1.5684693,-1.3906343,-1.285455,-1.2468944,-1.1946931,-1.1883997,-1.1984755,-1.2122864,-1.1375207,-0.9087948,-0.8015335,-1.5169946,-1.6672728,-1.8251925,-2.3019323,-2.7364254,-2.55445,-1.9984418,-1.8543682,-1.8666285,-1.9144466,-1.8127108,-1.4479254,-1.273595,-1.3639443,-1.3160577,-1.3856661,-1.6531897,-1.6853173,-1.6422675,-1.5717512,-1.5312554,-1.3793783,-1.1266538,-0.97292024,-0.892439,-0.7548589,-0.64486414,-0.49567384,-0.4439873,-0.5666412,-1.046565,-1.5260508,-1.7058914,-1.629999,-1.6232243,-1.6105565,-1.2192739,-0.9790605,-0.7524653,-0.72797716,-0.7271821,-0.6716786,-0.9283084,-1.3927164,-1.5830637,-1.7056766,-2.3034506,-2.5394664,-2.4281154,-3.1333067,-3.3363814,-3.1390193,-2.8085725,-2.5342088,-2.0003898,-1.639483,-1.6526825,-1.7623613,-2.0931582,-2.3189948,-2.6623673,-3.0502377,-3.3873696,-3.33888,-2.7031102,-2.4364686,-2.2949567,-2.2303252,-2.141792,-2.0748289,-2.205318,-2.319546,-2.4777107,-2.650369,-2.7488198,-2.866448,-2.9089608,-2.933274,-2.9589832,-2.9492002,-2.9265165,-2.9080756,-2.9328642,-2.9610353,-2.9820428,-3.0696378,-3.1338394,-3.1811202,-3.0703325,-2.9049928,-2.729407,-2.589744,-2.3851666,-2.122136,-1.8904679,-1.7227867,-1.696425,-1.1369823,-0.873688,-1.3693954,-1.8673645,-2.1531262,-2.339068,-2.3357468,-2.3290827,-2.4313529,-2.5646532,-2.6232307,-2.7888682,-2.8186073,-2.7587352,-2.780391,-2.6843295,-2.5234666,-2.3322272,-2.272645,-1.5492301,-1.5493106,-1.5498283,-1.5490603,-1.5489521
-0.5117048,-0.4633482,-0.5398732,-0.51437277,-0.50223345,-0.54092765,-0.6813805,-0.7528827,-0.82009774,-1.134125,-1.1124655,-1.0120976,-0.8248559,-0.7438632,-0.9165128,-1.5338066,-1.782319,-1.9165254,-2.1763442,-2.292165,-2.4992144,-2.6477656,-2.5948386,-2.2937498,-2.3428345,-2.3332791,-1.4925976,-1.6055442,-1.6615739,-1.6373149,-1.4068124,-1.1797165,-0.9192593,-0.3517433,0.09655418,-0.47136807,-0.9011159,-1.1086314,-1.0519769,-0.46083152,-0.006883733,0.13483663,0.15100564,0.17482232,0.26331234,0.34143937,0.412312,0.4581095,0.3899267,0.13804442,-0.3383079,-0.53503114,-0.34464413,0.48947674,0.74596167,0.16826633,-0.65989906,-1.082637,-1.7849013,-1.6267519,-1.0401341,-0.64535606,-0.6100877,-0.8256974,-1.0629996,-1.0913382,-1.275258,-1.0624833,-0.930559,-0.44427088,0.20535713,0.32490653,0.3237099,0.35921815,0.5108959,0.7090721,0.77070296,0.80249304,0.80089307,0.82484174,0.845261,0.80788046,0.9049778,0.91744465,0.57097256,-0.05275084,-0.52852535,-0.75961983,-0.72830063,-0.37959316,-0.3792686,-0.60176957,-1.0061691,-1.4699607,-1.9624681,-2.1195712,-1.7328057,-0.6886888,-0.08113426,-0.11719584,-0.03663394,0.50483704,-0.56103486,-1.7177255,-1.8790047,-1.6401371,-1.212786,-1.0900879,-0.75183594,-0.8926186,-1.0688897,-1.2173604,-1.1822932,-0.88482463,-0.57880014,-0.62531495,-1.1635697,-1.8915571,-2.007409,-1.7817955,-1.5656312,-1.422005,-1.1869621,-0.87018704,-0.6820382,-0.49654132,-0.25396025,-0.07198162,0.00018286332,-0.08655991,-0.22875373,-0.38103336,-0.56638694,-0.6733303,-0.71936774,-0.75868225,-0.88409793,-1.0562934,-1.1508179,-1.1837726,-1.265632,-1.2199538,-1.0790558,-0.8685111,-0.67710835,-0.5632796,-0.5253278,-0.58529925,-0.70744115,-0.68933415,-0.7053132,-1.1770642,-1.4705471,-1.2049116,-1.1583581,-1.0386472,-0.8206134,-0.7134831,-0.8618425,-0.86441267,-0.9585682,-1.1220293,-1.2279682,-1.303809,-1.1403508,-0.98390687,-0.55866665,-0.26810434,-0.15522683,0.46741575,0.46739334,0.46713293,0.4673013,0.46745896
-1.4791579,-1.4614993,-1.3597224,-1.1323805,-0.86945957,-0.5304259,-0.34086442,-0.38893235,-0.23655337,-0.55979264,-0.89542127,-1.1442329,-1.1725094,-1.1432953,-1.2210037,-1.3038336,-1.540751,-1.5152622,-1.5654022,-1.7577986,-1.8375193,-1.6793494,-1.4729524,-0.9885634,-0.84345806,-1.0599978,-1.2611493,-1.2718825,-1.2483563,-1.2130741,-1.1665032,-1.0398055,-0.7757795,-0.66046023,-0.47451562,-0.16336152,-0.1815266,-0.30624303,-0.35096365,-0.29040655,-0.2522182,-0.41261652,-0.53256655,-0.60842425,-0.6521174,-0.69786596,-0.73613894,-0.7691182,-0.78945136,-0.7458514,-0.56360227,-0.030764371,0.5315349,1.044546,0.7992076,0.2664617,-0.13026026,-0.42423263,-0.6364716,-0.9036313,-1.1148885,-1.2926526,-1.507788,-1.6229342,-1.181423,-0.773342,-0.69910246,-0.7144524,-0.8113959,-1.2131062,-1.4011574,-1.4647148,-1.5901194,-1.5934752,-1.550896,-1.3970675,-1.3212653,-1.3042989,-1.2328645,-1.1826226,-1.1360924,-1.1246748,-1.1365826,-1.2700198,-1.6115854,-1.6932855,-1.5390503,-1.4143538,-0.9349394,-0.41902906,-0.35371327,-0.3659785,-0.52419066,-0.59540015,-0.25206974,0.1618537,-0.09143293,-0.940274,-1.6893592,-2.5584307,-2.4662538,-1.4613678,-0.8082337,-0.82836246,-0.422211,0.34706724,0.79360217,0.5291144,0.4202744,0.44367108,-0.06815317,-0.85455257,-1.1363966,-0.96234196,-0.79941523,-1.1347007,-1.6909945,-1.8872383,-1.8168507,-1.6505643,-1.5727842,-1.4821093,-1.4174846,-1.2622395,-1.0376887,-0.83178455,-0.6755257,-0.60284936,-0.7480781,-0.90039617,-1.0750358,-1.2572229,-1.4065168,-1.478102,-1.5087023,-1.5365052,-1.6534833,-1.8218013,-2.0579095,-2.2953963,-2.5929215,-2.6074448,-2.4356818,-2.1622064,-1.8866682,-1.713912,-1.6161706,-1.557354,-1.4971579,-1.6074221,-1.0637958,-0.4912145,-0.5850872,-0.97463703,-1.2008896,-1.469646,-1.370271,-1.2897356,-1.3805368,-1.3731992,-1.2416908,-1.1503649,-0.87281036,-0.70212805,-0.9404861,-0.68856305,-0.6812586,-0.7038716,-0.77788115,-0.09726116,-0.09732768,-0.09779772,-0.097115755,-0.09704557
0.62643313,0.5593457,0.4480742,0.23741457,0.07730901,-0.040566474,-0.08365376,0.30675924,1.0880561,1.3235941,1.0909986,0.72021353,0.55778855,0.4967749,0.22411507,0.077851266,0.4785928,0.78616697,1.1769967,1.331489,1.3959408,1.4726228,1.0231498,0.25026917,-0.89851683,-1.6092663,-1.5285604,-0.64791226,-0.2334068,-0.120280996,-0.18957885,-0.22469163,-0.2327069,-0.44698244,-0.4892684,0.4402777,1.3801678,3.3035736,5.44191,8.340107,9.8591,10.896006,11.469444,11.768457,11.959216,12.066376,12.16468,12.218552,12.2405815,12.222803,12.17593,11.953026,11.252275,8.335787,3.1656966,1.2469947,0.977745,1.4372876,1.3482215,0.77478135,0.18288758,-0.35670033,-0.71293235,-0.9581583,-0.9458922,-0.9977715,-0.6491258,-0.43369415,-0.07591313,0.56854856,0.93514144,1.130489,1.478821,1.5775716,1.7476306,1.9947491,2.0818162,2.1153357,2.051027,1.8462605,1.5029038,1.096355,0.65744734,-0.11229171,-1.2697501,-2.187546,-2.2581692,-2.0819142,-1.7153348,-1.7020684,-1.7177421,-1.5281746,-1.2474169,-1.1144011,-1.2871864,-1.3916513,-1.2786628,-1.5627253,-1.5570488,-1.4189777,-1.6376369,-2.0406618,-1.5846903,-0.5895555,-0.32832313,-0.6759614,-0.64297265,-0.39588946,-0.29339287,-0.004252732,-0.18279094,-0.7926363,-1.1456983,-1.6692564,-1.9442384,-1.6596594,-0.9888325,-0.90580654,-1.1479636,-1.382374,-1.5641441,-1.6428584,-1.62612,-1.3540666,-1.2331185,-1.1705935,-1.229166,-1.3790529,-1.6707861,-1.8622487,-1.8300087,-1.7076255,-1.5664862,-1.5259742,-1.5780429,-1.6303704,-1.6604604,-1.6348501,-1.5976834,-1.4720832,-0.9461712,-0.49026698,-0.1608625,0.17600217,0.5398913,0.5148241,0.2072757,-0.17728508,-0.4254692,-0.6719769,-0.70756894,-0.82208294,-1.0467055,-1.2358081,-1.1523874,-0.8910692,-0.8279799,-0.8301281,-0.79379845,-0.981395,-1.133915,-1.1488084,-1.2982433,-1.5885433,-1.5384111,-1.5440348,-1.2986691,-0.95144475,-0.7783011,0.21578473,0.21586013,0.2161533,0.21572275,0.21560907
-2.6259136,-2.6565568,-2.5971045,-2.8135424,-2.8832383,-2.842389,-2.7170103,-2.3752508,-1.9737563,-1.7239494,-1.8890786,-2.0699794,-1.9856037,-1.8427012,-1.6936173,-1.5751777,-1.9433914,-1.6280363,-1.1516638,-0.87642723,-0.7483045,-0.6935763,-0.81699944,-1.297409,-1.9457147,-2.711214,-2.7643535,-2.1233184,-1.6173403,-0.82180536,0.26752925,2.12039,6.075181,8.995867,10.723758,11.794125,11.938374,11.599608,10.970555,9.532878,8.172768,6.4864025,5.0241394,4.0321274,3.2217674,2.6501648,1.9748108,1.5414083,1.1002281,0.6233082,0.09943066,-0.032525487,-0.4537565,-1.262816,-0.7454765,-0.531687,-0.25369063,0.013272837,-0.13391703,-0.6718783,-1.031837,-1.1479473,-1.2020545,-1.2245238,-1.0559021,-1.4658368,-1.3868568,-0.88144904,-0.19213694,0.1539783,0.6619363,1.190509,1.5282769,1.6441817,1.8209398,2.100031,2.2004766,2.20609,2.2552798,2.3053603,2.273079,2.155882,1.9673166,1.7004197,0.8880677,-0.16228947,-0.5958685,-0.76880157,-0.95657706,-1.3826902,-1.7372663,-1.6429684,-1.4393988,-1.2716188,-1.1226745,-1.2250813,-1.4255365,-0.84697795,-0.42807645,0.6314162,0.8704673,0.5379759,1.084646,1.3451414,0.88872457,0.6019088,0.68640924,-0.72193915,-1.3221968,-0.96446997,-0.913145,-0.5114003,-0.22485876,0.041982114,0.13410747,-0.04708755,-0.39957663,-0.45880157,-0.2428078,-0.013093889,0.1311778,0.19653034,0.13749912,-0.15258446,-0.23808286,-0.24290042,-0.35936338,-0.49123478,-0.50366545,-0.17288436,0.11674151,0.36814547,0.7370744,1.0941133,1.4121852,1.6202009,1.8426447,2.0740278,2.23596,2.2869797,2.1895444,1.8546982,1.2558079,0.38184,-1.0744461,-2.3155208,-2.6546526,-2.3839371,-1.8386292,-1.143819,-1.1822705,-1.8975384,-2.309749,-2.6969657,-2.7060618,-2.8115492,-3.04438,-3.123043,-3.0965314,-3.1204252,-3.0190551,-2.907063,-3.23772,-3.4931712,-3.7720523,-3.9784617,-4.2033005,-4.168031,-4.05983,-3.072908,-3.072926,-3.073158,-3.0728288,-3.0728164
-2.538166,-2.5338957,-2.5269299,-2.6458054,-2.741153,-2.8417182,-2.7907581,-2.4811063,-2.381818,-1.9832963,-1.8734452,-1.7291147,-1.7004495,-1.6157188,-1.2940172,-0.88506716,-0.59143823,-0.10891089,0.097494125,0.06460087,-0.038480893,-0.26883346,-0.7372853,-1.2352014,-0.8791537,-0.46810016,-0.8889575,-1.2054055,-0.95262945,-0.90946734,-0.87266666,-0.8251715,-0.5589864,-0.64689744,-1.0121698,-1.2340817,-1.267695,-1.2774187,-1.1920905,-0.7576185,-0.51989114,-0.59463394,-0.6527332,-0.6964189,-0.7579258,-0.8058627,-0.8604826,-0.89006627,-0.8590878,-0.75607455,-0.61791235,-0.5084948,-0.5855479,-0.31743234,-0.017859638,-0.7378607,-0.9246721,-1.0720811,-1.183656,-1.0703232,-1.0695176,-0.98899996,-0.95979863,-0.8762809,-0.64433086,-0.76890874,-1.2765384,-1.615947,-1.4924358,-1.3306553,-1.0802293,-0.78180945,-0.67159134,-0.66075385,-0.6941482,-0.699751,-0.7047608,-0.7344335,-0.7123147,-0.68639207,-0.66771704,-0.5673664,-0.60837257,-0.654209,-0.37257603,-0.5460324,-0.87068653,-0.917324,-0.8261829,-0.5338533,-0.254755,0.3549657,0.92115915,1.3424797,1.4819486,0.9919796,0.51601857,-0.46034986,-1.3139062,-1.7641441,-1.718724,-2.1145484,-1.8144805,-0.9472672,-0.71326065,-1.3468649,-1.339169,-1.4218127,-1.4376843,-0.73759735,-0.34238452,-0.029492259,-0.0597367,-0.42348155,-0.6015148,-0.6410742,-0.5706283,-0.2443662,-0.37979597,-0.46258476,-0.4916646,-0.46155798,-0.38204533,-0.4655185,-0.5998479,-0.8505012,-1.2939128,-1.6383321,-2.0145965,-2.2696078,-2.4470873,-2.5777159,-2.6814146,-2.786609,-2.8776321,-2.9228594,-2.9105165,-2.7976313,-2.6860974,-2.5574872,-2.5201373,-2.5313196,-2.5702636,-2.6095233,-2.6554427,-2.6573613,-2.5333266,-2.2974107,-2.0173132,-1.712038,-1.2519984,-1.296452,-1.7039573,-2.082899,-2.3082075,-2.3341017,-2.341382,-2.3127627,-2.302381,-2.4022264,-2.581091,-2.9269023,-3.1905997,-3.0391736,-3.1420622,-3.086507,-3.1245117,-3.073657,-3.0326638,-2.1175928,-2.1176276,-2.1186368,-2.1176789,-2.1174498
-0.23845401,-0.3244276,-0.2734071,-0.11376965,0.033528417,0.14289904,0.16481149,-0.21616645,-0.701671,-0.905867,-1.0065658,-0.94412,-0.78787565,-0.54971313,-0.31098038,0.110865965,0.49012935,0.88483965,0.88414913,0.8883583,0.9852511,1.2987288,1.5027279,1.4867257,0.6700307,-0.21707916,-0.68235993,-0.8540877,-0.76680326,-0.64425576,-0.45828635,-0.23605275,0.2986158,0.63226235,0.7304409,0.9338563,0.83242977,0.43864334,0.08033043,-0.51710933,-0.73686594,-0.78538275,-0.78225315,-0.7503402,-0.77238435,-0.79385465,-0.7897557,-0.79716647,-0.78371006,-0.6518014,-0.32760295,0.18490738,0.45417222,-0.015986517,0.28589338,0.037506126,-0.5677941,-1.181192,-0.7127385,0.048250467,0.261963,0.4631599,0.7976503,1.0962386,1.2069334,0.60226214,-0.21634157,-0.37775818,-0.4977309,-0.9004874,-1.045443,-1.0113223,-1.1175952,-1.1339102,-1.1172303,-1.0961035,-1.1171939,-1.1249175,-1.0087011,-0.8806945,-0.71441066,-0.54479504,-0.35942882,0.06833711,0.34605476,0.48612747,0.6035816,0.43503737,0.2110146,-0.09796116,-0.24532121,-0.38859797,-0.5195161,-0.52800286,-0.16828722,-0.18398392,-0.42653647,-0.11928764,0.027749702,-0.3307402,-0.39258903,-0.50163054,-0.9472554,-1.0009232,-0.54054147,0.48650625,0.7295507,0.6868744,0.6090139,0.48809943,-0.0457166,-0.3098657,-0.36873913,-0.16075684,-0.36448026,-1.2110869,-2.0284114,-1.9115291,-1.4556022,-1.0952723,-0.92562544,-0.853668,-0.8626199,-0.8634399,-0.84735835,-0.8863056,-1.045501,-1.2309661,-1.4480343,-1.417597,-1.2524315,-1.0657251,-0.8294282,-0.5927974,-0.39456248,-0.292797,-0.23055255,-0.19108915,-0.30658475,-0.42639518,-0.6138392,-0.77675587,-0.8885381,-0.97088844,-0.80319417,-0.33455136,0.19927466,0.7970463,1.1940826,1.33075,1.2695376,0.41809583,-0.4306839,-0.98347497,-1.1164706,-1.0689089,-0.8186109,-0.72865576,-0.80389214,-0.9568007,-0.87158954,-0.4754371,-0.20892599,-0.20895821,-0.4865632,-0.38542238,-0.33794802,-0.28949636,-0.34551018,-0.26532426,-0.26532146,-0.26494968,-0.26514882,-0.26529408
-1.1670527,-1.1861142,-1.1875883,-1.2348692,-1.2322464,-1.1677963,-0.93569165,-0.5998188,-0.5634869,-0.25057837,0.3961237,1.724893,1.982389,2.1732965,3.4562469,6.2140055,9.631487,11.247732,11.702068,11.74197,11.6035595,11.302538,11.0839615,10.320838,9.002283,6.284765,1.8555974,0.098795,-0.4500275,-0.5431469,-0.61377877,-0.67885005,-0.5841357,-0.53156924,-0.8777151,-0.95521003,-0.84504545,-0.8878836,-0.99820256,-0.96340394,-0.9810945,-1.2279671,-1.424409,-1.5884762,-1.7808896,-1.9064631,-2.0476363,-2.1204832,-2.095037,-1.9458052,-1.7417502,-1.7202053,-1.9485477,-2.3282075,-1.8801204,-1.6002276,-1.6794363,-1.8831445,-1.5071862,-1.196291,-1.2460332,-1.1757795,-0.7352719,-0.054686993,0.22151601,-0.08642998,-0.45979872,-0.64506364,-0.76601195,-1.026014,-1.5347514,-1.9703052,-2.2453566,-2.3479633,-2.638246,-2.9313145,-3.032596,-3.0615013,-3.061803,-3.104449,-3.048559,-2.8617902,-2.6631017,-2.3837705,-1.9160174,-1.0270877,-0.3497741,-0.101518035,-0.7673163,-1.7259848,-1.8632517,-1.6944962,-1.3922017,-1.1502373,-1.1070127,-1.2937715,-1.4482621,-1.6979622,-1.7521181,-1.9545751,-2.4796267,-3.0087223,-2.791088,-2.0026343,-1.6797378,-1.8783913,-1.5137023,-0.72314477,-0.4089885,-0.23197392,-0.03324884,0.6815043,0.66510826,0.19660258,-0.54998535,-1.0842758,-1.5891038,-1.7134833,-1.3607148,-1.271574,-1.2099638,-1.2498202,-1.390401,-1.5552,-1.6754276,-1.7190183,-1.6360788,-1.5490597,-1.4588053,-1.5137868,-1.5004636,-1.4368305,-1.3175011,-1.204189,-1.1352065,-1.0729386,-0.942945,-0.7571488,-0.5761242,-0.49938095,-0.5472964,-0.6871888,-0.831033,-1.0572971,-1.3828659,-1.5555111,-1.4235964,-1.000407,-0.6032758,-0.22541577,-0.2559286,-0.46484393,-0.6711129,-0.46209124,-0.22059262,-0.1127311,-0.06996926,-0.043259993,-0.16839212,-0.34577435,-0.40416896,-0.7361941,-1.085549,-1.1360489,-1.1979588,-1.3113917,-1.6090143,-1.6788131,-1.6849008,-1.8674997,-1.8674703,-1.8676192,-1.8676355,-1.8676288
-3.6160078,-3.5974495,-3.6185718,-3.7050788,-3.676764,-3.6172028,-3.5852275,-3.1856227,-2.5305803,-2.1218004,-1.9854424,-1.920358,-1.8446686,-1.6740925,-1.4761444,-1.4952245,-2.2186904,-2.5769086,-2.510919,-2.5303104,-2.565158,-2.5957038,-2.846317,-3.2506895,-3.7972047,-4.096265,-3.690761,-2.8009496,-2.0827272,-1.8615322,-1.7749163,-1.5371382,-1.1441922,-1.1002276,-1.509544,-1.8837624,-2.0972996,-2.1818318,-1.9797951,-1.3858591,-0.9615421,-0.635767,-0.3541357,-0.18829384,-0.037564814,0.05800718,0.12365827,0.12149909,0.049404502,-0.10226101,-0.15240571,0.38105375,0.2931363,0.41746232,-0.7572422,-0.99443775,-0.78901714,-0.6843446,-0.5692644,-0.4735819,-0.5914188,-0.5474053,-0.4318937,-0.40881443,-0.39522386,-0.90880114,-1.2598076,-1.155485,-0.6977676,-0.16224957,0.46160084,0.9233135,1.2909434,1.4387212,1.6885003,1.9274104,2.0032587,2.0437992,2.0473268,1.9701047,1.8504418,1.664224,1.5095882,1.4541215,1.16696,0.944791,0.8099535,0.8024714,1.0750233,1.0763426,0.9726471,1.2225723,1.4608185,1.5938395,1.40422,0.6330452,-0.008633584,-0.7882221,-0.91375756,-0.16902095,0.8445279,0.94482636,0.44626015,0.022429556,-0.3959803,-0.8254679,-1.3249888,-2.0807338,-1.969687,-1.2638876,-0.92021793,-0.5003896,-0.3301998,-0.634225,-1.2033117,-1.9042904,-2.3704534,-2.0981722,-2.0827312,-2.2355943,-2.345246,-2.3695462,-2.3249633,-2.389846,-2.3916588,-2.375754,-2.4492455,-2.4794755,-2.4759526,-2.5019605,-2.4904907,-2.4123354,-2.2662187,-2.0949767,-1.9980961,-2.0187232,-2.1191692,-2.2746367,-2.449266,-2.4951146,-2.3969076,-2.138663,-1.8945345,-1.5003946,-0.8123609,-0.16441682,0.12390038,0.27114046,0.22177833,-0.08063197,-0.17964947,-1.190373,-2.1814146,-2.56219,-2.7063038,-2.687436,-2.7617288,-3.0729966,-3.1023288,-3.021544,-3.0911918,-3.104508,-3.2276936,-3.2336073,-3.2810562,-3.2341979,-2.9756427,-2.796888,-2.6229024,-2.919867,-2.9198568,-2.919551,-2.9198031,-2.919866
