0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
12.741936,12.824846,12.948692,12.953062,12.832604,9.678231,11.147409,10.526272,10.34404,10.047293,10.094172,9.769215,8.075232,6.162117,5.304643,4.8076906,3.8917608,3.592344,3.4823494,3.3572688,3.3753324,3.2759867,3.181045,3.134495,3.0855885,3.3250194,3.240986,3.2046075,3.1400204,2.9136581,2.6074018,2.3826895,1.9593968,1.4701791,1.1988702,0.7352109,0.41275632,0.1155105,-0.35789204,-0.8976774,-1.4640187,-1.6693497,-1.8259815,-1.6654418,-1.4373802,-1.1215874,-0.87635374,-0.42620945,0.5776648,1.1774998,1.3099031,1.0950956,1.1484933,0.9179196,0.6211438,0.4185531,0.32102942,0.41671765,1.4107714,2.858521,4.1615043,5.2573195,5.2228937,4.593351,4.0332546,3.6711018,3.516375,3.594996,3.777876,3.613349,3.356673,2.9004111,2.5164053,1.9819379,1.4717206,0.8609816,0.40370357,0.12237015,-0.07038973,-0.2493751,-0.3580628,-0.39332712,-0.33143342,-0.1543383,0.25767106,0.5488,0.7149739,0.89760166,0.9311867,1.0143329,1.083864,1.1927611,1.169756,1.2138456,1.3428929,1.4961134,2.4620378,3.316994,3.8887067,4.4862456,5.287993,5.7086105,5.0828166,4.242013,3.773419,4.0974145,3.9936225,3.035306,2.3427768,2.1120534,2.4659874,2.6772153,2.4805427,2.0115285,1.3147843,0.92616063,0.69253993,0.8388805,1.8077872,2.9766426,3.31647,3.3461175,2.7966878,1.9900951,0.80280316,-0.02683653,-0.34383088,-0.6966957,-1.4550526,-1.948965,-2.1922371,-2.1199617,-1.927489,-1.732647,-1.285969,-0.15561056,1.498922,2.1260948,3.065945,3.9913838,5.0242896,4.6590796,2.9894183,1.3922644,1.1520307,1.7179942,2.2761161,2.5244057,2.8653922,3.4217558,3.9437642,4.634595,5.0246882,4.9351387,4.68792,4.2850223,4.188078,3.9527345,3.956889,3.8489048,3.725787,3.5301642,3.1887531,2.797482,2.6629364,2.5055585,2.4475753,2.4569116,2.3578424,2.260706,2.3950672,2.3930314,2.483915,2.6297271,2.5370817,2.657448,3.0360117,3.6063285,4.074439,4.9828277,5.9653783,7.2075024,8.071266,8.825989,9.613367,10.254583,10.579,11.048345,11.159939,11.360315,9.67332,9.6733265
-3.0026789,-3.0418897,-3.036192,-3.081219,-3.0303562,-0.8897316,-2.8455622,-2.77519,-2.75004,-2.7910087,-2.6675735,-2.512272,-2.51474,-2.8139098,-2.9325624,-2.898896,-2.7050753,-2.532278,-2.5043733,-2.455284,-2.4498692,-2.4800427,-2.616818,-3.0004537,-3.2215085,-3.1967368,-2.8304436,-2.4361777,-2.196789,-1.9824435,-1.7541068,-1.5851967,-1.323645,-1.4339916,-1.6239849,-1.8260622,-1.9217927,-2.0390267,-2.1238737,-2.2403266,-2.315352,-2.2347975,-1.9641361,-1.5968966,-1.3903136,-1.2162106,-1.1358325,-1.0413008,-1.128529,-1.4144251,-1.5917261,-1.5559804,-1.477244,-1.5334615,-1.7658793,-1.6680198,-1.3014698,-1.1331081,-1.1856899,-1.2476802,-1.440118,-1.9674064,-2.132168,-2.0218396,-1.802661,-1.6197507,-1.6606679,-1.9144242,-2.1714077,-2.175712,-2.1600418,-2.1165152,-2.1999135,-2.4051626,-2.555916,-2.72792,-3.038524,-3.251401,-3.3789182,-3.4511104,-3.4985538,-3.484647,-3.4231834,-3.3418188,-3.3017359,-3.3127432,-3.298303,-3.340806,-3.370912,-3.4340358,-3.4715254,-3.5297656,-3.530998,-3.5381522,-3.7265906,-4.1523113,-4.2979445,-4.111657,-3.8741019,-3.7639656,-3.8187268,-3.7918072,-3.6998954,-3.2545037,-2.4558864,-2.049408,-1.8556111,-1.7155951,-1.934617,-2.4305634,-2.8177052,-3.1292248,-3.2649,-2.9795818,-2.5857332,-2.267356,-1.787522,-1.2682974,-0.90168136,-0.6559242,0.24826479,0.55881345,0.734563,0.35515302,0.07797122,0.02705308,0.22630702,0.5396806,1.0399696,1.2528895,1.2042208,0.9638611,0.71223587,0.40836918,0.013522804,-0.24553277,-0.55754006,-0.7250488,-1.0066392,-1.4989641,-2.2098498,-2.4597087,-2.4444118,-2.1672654,-2.2037194,-2.4067783,-2.5137641,-2.559589,-2.7213643,-2.8675165,-3.0053883,-2.971756,-3.036009,-3.0836883,-3.1144865,-3.0855732,-2.9208708,-2.6809814,-2.4942348,-2.348701,-2.2427778,-2.1082969,-1.9382892,-1.4841657,-1.2452028,-1.2383878,-1.1534302,-1.086573,-1.0598567,-1.0838947,-0.9210551,-0.8883383,-0.8034477,-0.91957587,-0.91109097,-0.9416859,-1.1783983,-1.2929008,-1.3394511,-1.311803,-1.4422857,-1.580242,-1.6088074,-1.497544,-1.4789983,-1.6271383,-1.6654782,-1.8979211,-1.9785435,-2.0958283,-0.887872,-0.8880226
-1.2471707,-1.2126844,-1.1107687,-1.2372255,-1.4253297,-0.17766775,-2.338398,-2.5333107,-2.5157828,-2.4363732,-2.213911,-2.11017,-1.7473264,-1.5930223,-1.5068986,-1.5808558,-1.911506,-2.2363381,-2.3210835,-2.3846197,-2.3591604,-2.3373604,-2.3722878,-2.5631049,-2.8232696,-3.0954432,-3.304399,-3.2966743,-3.1744957,-3.0873482,-2.8891535,-2.659404,-2.302993,-2.0818274,-2.073427,-2.0370736,-1.9917418,-1.9998989,-2.068716,-2.1861265,-2.3587873,-2.5220737,-2.6024976,-2.6136398,-2.4707952,-2.219916,-1.9869349,-1.8161894,-1.8280315,-1.9741704,-2.03494,-1.9404755,-1.5293514,-1.1336526,-0.9118826,-0.8812208,-0.67725056,-0.43247747,-0.019559145,0.5683754,0.7139261,0.7719628,0.4766823,0.22565416,-0.103051335,-0.34793237,-0.43513155,-0.39030254,-0.31022367,-0.17499493,-0.113282554,0.03714004,0.22498955,0.35359517,0.43270433,0.43948781,0.09169994,-0.4214958,-1.0572927,-1.4935851,-1.7524493,-1.7966545,-1.7614874,-1.7368646,-1.7186093,-1.6967412,-1.7025223,-1.6858974,-1.6893047,-1.7119576,-1.6968573,-1.6896728,-1.67875,-1.697211,-1.7824724,-1.9928273,-2.2294629,-2.2229846,-2.0384617,-1.8039646,-1.6412029,-1.5983791,-1.6828823,-1.8126742,-1.9040967,-1.6741822,-1.3313227,-1.2408001,-1.335312,-1.4322244,-1.4310024,-1.5169685,-1.6441414,-1.5359366,-1.8370742,-2.5288687,-3.019552,-3.2165673,-2.7732096,-2.1898284,-2.3466678,-2.4112914,-2.323011,-2.0424454,-1.7761035,-1.7071269,-2.0665874,-2.6662037,-2.8353477,-2.6915486,-2.414431,-2.1621766,-1.9797158,-1.8998971,-2.0547972,-2.2973745,-2.6388009,-2.7645144,-2.5671873,-2.1208029,-1.6909969,-1.0391736,-0.46111262,-0.49913642,-0.79318416,-1.1395702,-1.2201993,-1.120499,-0.92377794,-0.8625507,-0.9886229,-1.3468602,-1.415703,-1.1354016,-0.8281681,-0.30922127,0.05806982,0.5324338,0.72003406,0.72937834,0.64694464,0.43262735,0.15858477,-0.14195879,-0.18166056,-0.19037665,-0.1682951,-0.10461237,0.05977504,0.13785553,0.31071645,0.3147009,0.33965316,0.26552844,0.2793436,0.13249789,-0.050911658,-0.021556288,0.0017480738,0.017362274,-0.08690881,-0.15364243,-0.18170224,-0.24661252,-0.5938473,-0.83326423,-0.9165394,-0.9675792,-0.95518434,-0.9999474,-0.17807436,-0.1779279
-2.67109,-2.629014,-2.6034758,-2.4846091,-2.3351457,0.14000432,-1.8298349,-1.7300076,-1.4385897,-1.3952423,-1.3264182,-1.1340203,-1.1543103,-1.3841089,-1.315706,-1.0928448,-0.9626453,-1.433393,-1.6330497,-1.7025869,-1.7627289,-1.7425768,-1.6199039,-1.7674217,-2.076261,-2.2317185,-2.160056,-1.9874438,-1.8811338,-1.7461765,-1.5497549,-1.4089836,-1.0149431,-0.846818,-0.97804785,-1.1290485,-1.240521,-1.3366835,-1.3218036,-1.2161711,-1.1042308,-1.0902053,-1.0901916,-1.0735242,-1.0695556,-1.0241923,-0.93754554,-0.74423957,-0.5275889,-0.7328574,-0.988413,-1.1668186,-1.2985063,-1.4824355,-1.5791137,-1.3844308,-0.85435957,-0.4794232,-0.4752066,-0.7485971,-1.0874008,-1.4911109,-1.6524156,-1.4389579,-1.0127058,-0.49971122,-0.17740639,-0.31751853,-0.64780426,-0.7328178,-0.7997031,-0.7964556,-0.92957413,-1.0091033,-0.80707204,-0.57925296,-0.5396054,-0.60274184,-0.78961885,-1.0372583,-1.2013836,-1.2847904,-1.3612106,-1.3193096,-1.2394352,-1.2290785,-1.1762099,-1.1997137,-1.2039404,-1.2400041,-1.2667639,-1.3185297,-1.3049338,-1.2651647,-1.456911,-2.0921667,-2.7045083,-2.750729,-2.4245381,-2.1282141,-2.026287,-2.144133,-2.3114283,-2.4559228,-2.2020714,-2.0194387,-1.9670417,-1.6405259,-1.4552734,-1.4141601,-1.36339,-1.2296971,-0.84378976,-0.3002702,-0.40961555,-1.1866035,-1.6788013,-1.5746849,-0.21356885,0.7924525,0.7539506,0.81220347,1.1954583,1.0204952,0.67180204,0.56359816,0.29680482,0.0147738755,-0.03416741,-0.22508594,-0.42570376,-0.5048424,-0.3050117,-0.058257177,0.20987329,0.5963081,0.797143,0.734969,0.58176833,0.3605048,-0.12307528,-0.6667732,-0.8357185,-0.76720786,-0.94039154,-1.2722092,-1.4046183,-1.3173137,-1.0320176,-0.9309736,-1.0105386,-1.1295708,-1.1784471,-1.1545091,-1.1121085,-0.9859532,-0.7996907,-0.5607977,-0.4568078,-0.46492848,-0.47497037,-0.56799614,-0.7303992,-0.8506033,-0.8897391,-0.9053549,-0.868588,-0.8695095,-0.89130366,-0.9880828,-0.77492607,-0.64577305,-0.5245851,-0.59989715,-0.61627084,-0.54991674,-0.5843049,-0.48535576,-0.4004143,-0.319526,-0.46899688,-0.68446714,-0.6993169,-0.5626594,-0.625983,-0.5668079,-0.7886437,-1.2977947,-1.330804,-1.4515864,0.1416235,0.14151911
2.94061,2.8004575,2.7004833,2.4073262,2.240059,1.379629,1.2450964,1.1875826,0.6907122,0.33984214,0.42780936,0.40900642,0.6733843,0.8709959,0.9075464,0.95443386,0.6189799,0.29985303,0.1636213,-0.09151564,-0.41097417,-0.8072276,-1.3348366,-1.5502197,-1.4633751,-1.2572994,-0.8207167,-0.6445634,-0.61688024,-0.6130499,-0.77849877,-1.0134109,-1.3788793,-1.5383859,-1.4283117,-1.2015126,-1.121114,-1.0077208,-0.88780576,-0.7612976,-0.4972487,-0.39321697,-0.46517456,-0.7739964,-1.0192906,-1.2199664,-1.4556632,-1.9967518,-2.6708975,-2.891959,-2.9523544,-2.6349802,-2.057544,-1.5967073,-1.1461048,-0.6194464,-0.5292704,-0.51920843,-0.53926194,-0.8587194,-1.0145627,-1.1498194,-1.2699769,-1.5558968,-1.9553585,-2.422954,-2.705075,-2.7976937,-2.6552982,-2.5385249,-2.3919492,-2.2441728,-2.092289,-1.9937854,-1.930793,-1.7858644,-1.5363792,-1.2297446,-0.88524675,-0.5864098,-0.30702394,-0.14803645,-0.022711366,-0.028714627,-0.19882402,-0.4134039,-0.52626705,-0.68613607,-0.7090407,-0.75599957,-0.79473615,-0.8598175,-0.9309433,-1.075204,-1.0719745,-0.8050678,-0.64647883,-1.0209814,-1.5329726,-1.7915504,-1.5830532,-1.3839085,-1.0412468,-0.6223002,-0.76152974,-1.1458807,-1.4125212,-1.4195446,-1.1300714,-0.49161443,0.26253426,1.0866412,1.9665785,2.2063425,2.1837068,2.4436426,2.6832726,2.694139,1.267272,-0.46915036,-0.8167062,-0.68048286,-0.55280113,-0.27517784,-0.060917497,-0.37596884,-0.62104946,-0.3605354,-0.59860986,-1.1078341,-1.3762641,-1.358957,-1.2449398,-1.1700927,-0.97612846,-0.6470324,-0.42940527,-0.5037053,-0.8506877,-1.1046345,-0.6908723,-0.18181202,-0.09797016,-0.3039034,-0.52564526,-0.75534445,-0.90992725,-1.0141922,-1.152068,-1.3550775,-1.3503864,-1.3325179,-1.301981,-1.2834271,-1.2969406,-1.2370462,-1.101333,-0.93939,-0.86048526,-0.8595003,-0.84599984,-0.824541,-0.9022136,-0.8916428,-0.8758575,-0.9062496,-0.9410088,-0.94459003,-1.0629939,-0.978244,-1.0594535,-1.1916807,-1.324404,-1.311047,-1.1699859,-0.98866093,-0.7880197,-0.8525932,-0.9360154,-0.9375906,-0.8243887,-0.6388006,-0.51285326,-0.415065,-0.24995548,-0.02856192,0.06839003,0.31835607,0.4061528,0.33128017,1.3768847,1.376694
-3.9364326,-4.019758,-4.0068345,-4.2180963,-4.4353433,-1.3832691,-4.453039,-4.3204393,-4.3048615,-4.176277,-4.0380907,-3.7030835,-2.6314354,-1.7632647,-1.3043538,-1.1223752,0.34653097,1.1868364,1.6013052,2.5185895,3.171031,3.9331083,4.995932,6.211254,7.2696524,8.3039875,9.469332,10.1811075,10.471797,10.699272,10.91775,11.0858345,11.350588,11.387693,11.222198,10.907476,10.730825,10.548674,10.124587,9.424238,8.211454,7.4029217,6.2375026,4.926407,3.6765316,2.53235,2.0598288,1.4710768,0.09983474,-0.6083274,-1.0242999,-1.3785052,-1.8653831,-1.7025964,-1.103291,-0.3028417,0.19721395,0.33407092,0.55253685,0.42992446,-0.10371938,-0.7827233,-0.78112394,-0.41601542,0.058058053,0.3772761,0.5304954,0.74013233,0.8038431,0.8893984,0.9925221,1.1497597,1.2042936,1.1781664,1.0611594,0.85284436,0.7236538,0.9389627,1.6649398,2.711361,3.782855,4.5155816,5.0279994,5.494957,5.905009,6.2164927,6.3860598,6.674695,6.8608904,6.972927,6.989128,7.027422,7.04774,7.1927757,7.271046,7.1870823,6.7985435,6.2570667,5.640652,5.131139,4.32319,3.4713304,3.0800943,2.4499323,1.6102111,0.7613461,0.44451082,0.50708354,0.9169641,1.3720757,1.461971,1.0576771,0.42280415,0.104193926,0.55381477,0.7061678,0.49170768,0.0058879703,-0.83024824,-1.1400957,-0.6977726,-0.5555456,-0.24208623,-0.82019466,-1.4792858,-1.8904743,-1.2203712,0.13904609,1.7574522,4.2971416,6.28035,7.553551,8.446625,8.968336,9.285667,9.259928,8.643798,8.247055,7.4311786,6.1552815,3.777328,0.83929855,-0.14965641,-0.0650499,-0.01269424,-0.0048038065,-0.053533137,-0.019973814,-0.013193607,-0.27175665,-0.7116941,-0.84349644,-0.60768455,-0.37524515,-0.1310553,0.19944388,0.4377572,0.7632932,1.0212681,1.2606179,1.4317571,1.7459795,2.0533907,2.2307968,2.1698606,2.1114204,2.0054226,1.9351182,1.9697859,2.0035138,1.9248855,1.9371842,1.8286906,1.8753667,1.9004585,2.0444489,2.0041971,1.8031294,1.6440139,1.3577548,1.2162712,1.0065949,0.70834994,0.15620768,-0.35701668,-0.9700792,-1.5644822,-1.9882193,-2.38407,-2.4612894,-1.3838141,-1.3833617
-2.401919,-2.429082,-2.5420613,-2.7670789,-2.8265646,-2.3726149,-2.923617,-2.8066323,-2.8568962,-2.9156814,-2.8654735,-2.7771242,-2.5795975,-2.1935477,-2.11139,-2.0160887,-1.3899612,-0.8955524,-0.65713984,-0.37824672,-0.3097482,-0.19069263,-0.21796173,-0.016300336,0.31780344,0.45005345,0.55389553,0.54588616,0.57311636,0.67565745,0.78244555,0.8562883,0.9119859,0.8213823,0.82156515,0.97337294,1.1054863,1.2267023,1.5004445,1.7298241,1.8970721,2.0445766,2.2255628,2.2219024,2.1408489,2.0572903,1.9336182,1.6332057,0.9512189,0.430493,0.05827719,-0.019430444,-0.30741012,-0.45353383,-0.62373054,-0.85359794,-1.2692746,-1.6300535,-1.4446274,-1.5129138,-1.9499359,-2.3721018,-2.2750833,-1.9767253,-1.5897948,-1.1432596,-0.8907379,-0.53520733,-0.20818846,0.0037531704,0.11642516,0.2692441,0.40635237,0.54522306,0.49592236,0.24017613,-0.073177405,-0.22419173,-0.21462066,-0.19959483,-0.41261,-0.8254983,-1.2974572,-1.6187942,-1.8831967,-2.0181153,-2.0313883,-2.0774724,-2.0404575,-2.0243526,-2.05126,-2.0749278,-2.0831168,-2.0425255,-2.025887,-1.9340451,-2.0300343,-2.3442054,-2.7319486,-3.0524054,-3.541755,-3.9746375,-4.0746255,-3.739542,-2.8977928,-2.5830698,-2.1985373,-1.4572409,-1.0534501,-0.8893462,-0.9710045,-1.1481014,-1.2733054,-1.3332822,-1.2665384,-1.1210377,-1.0643808,-1.1824629,-1.8928577,-2.0844545,-1.4542638,-1.1615117,-0.7087337,-0.6418984,-0.0050822794,1.0986295,2.8584242,3.9236436,5.227928,6.1073723,6.2701206,6.195752,6.3992586,7.071862,7.882761,7.9710007,7.3420687,6.724822,5.8224297,4.4140463,1.8824135,-0.70579374,-1.2033406,-0.97072154,-1.0253044,-1.1349561,-1.311627,-1.4867269,-1.8056259,-2.0276227,-2.0446312,-1.6163715,-1.0342674,-0.88176715,-0.8606837,-0.9753062,-1.1217643,-1.2659135,-1.2454488,-1.056639,-0.8853005,-0.5950347,-0.26126367,0.030117922,-0.041975178,-0.0026035807,-0.07584472,-0.30505788,-0.61647236,-0.75237095,-1.1871253,-1.220283,-1.3129597,-1.4081087,-1.5509255,-1.9599853,-2.3625953,-2.648938,-2.821455,-2.9377213,-2.8927407,-2.91237,-2.9771013,-2.977106,-2.8816533,-2.7007418,-2.558147,-2.522107,-2.5590763,-2.4747045,-2.3717668,-2.3716688
-1.4550272,-1.4168391,-1.4136314,-1.3230026,-1.1909852,0.57037175,-0.97490907,-1.2158818,-1.0735638,-0.8594029,-0.79968166,-0.7237849,-1.5474942,-2.0162392,-2.2158241,-2.0356877,-1.4105346,-0.9482424,-0.7943461,-0.55065817,-0.55629075,-0.6263387,-0.82884157,-1.3327776,-1.736573,-2.0445561,-2.1552658,-2.2104719,-2.1450014,-2.014916,-1.9023652,-1.7930713,-1.3458362,-0.94426626,-0.78375864,-0.71680504,-0.7246961,-0.8111371,-0.8400905,-0.7817207,-0.6397259,-0.542818,-0.43049768,-0.22562277,-0.115648806,0.00016343594,0.10566187,0.36292288,0.67184216,0.63199043,0.5888547,0.41076195,-0.034439832,-0.45635507,-0.57004344,-0.1754284,0.45717102,0.6758294,0.54306495,0.31959477,-0.16403687,-0.94836384,-1.4378061,-1.4705973,-1.1291269,-0.8571243,-0.7089091,-0.9570929,-1.4052479,-1.629595,-1.7738042,-1.9790783,-2.3742745,-2.6603956,-2.593203,-2.3724825,-2.24861,-2.284073,-2.3488865,-2.299543,-2.0682876,-1.7215394,-1.3323467,-1.0228647,-0.8632184,-0.8775332,-0.88656217,-0.93129945,-0.97962224,-1.0290279,-1.0501645,-1.0703342,-1.0251688,-0.9551325,-1.0340481,-1.3343225,-1.5321593,-1.4652107,-1.2088115,-1.0496818,-1.016854,-0.89499855,-0.70622337,-0.23373789,0.37618917,0.5714195,0.048284106,-0.55862355,-1.2033314,-1.8457744,-2.2741566,-2.5409017,-2.2711835,-1.1329352,0.20466611,1.2397603,2.5010169,3.9855094,7.3181286,9.446316,10.880767,11.477123,11.612699,10.766716,9.356986,7.826831,6.34424,5.3986053,4.6677213,3.6915705,2.7788985,1.8536837,1.1616887,0.63968015,0.25793234,0.32662842,0.4135927,0.36178726,0.20166838,0.031338304,-0.21638754,-0.5178463,-0.89772195,-0.952594,-0.97979325,-1.0237211,-0.8069638,-0.591066,-0.4166929,-0.55031466,-0.7940198,-1.0293968,-1.2796149,-1.4479047,-1.5106263,-1.60442,-1.6215601,-1.7605664,-1.8542192,-1.8744009,-1.7867786,-1.6881945,-1.5704545,-1.203104,-0.96348333,-0.99702114,-0.9314475,-0.7897786,-0.5707283,-0.47024733,-0.11223548,-0.07128408,-0.008066826,-0.02251878,0.0761188,0.4118036,0.83106947,1.0192323,1.0766873,1.0507612,0.849258,0.6601348,0.5849768,0.7198838,0.8602087,0.8691032,0.6434635,0.28531098,0.27643242,0.08323303,0.57159066,0.5716734
-1.0630003,-1.025699,-1.1534393,-1.1343149,-1.1570638,-1.9609987,-1.1317333,-1.1888385,-1.1362357,-0.8097588,-0.8549341,-0.73221636,-0.93304884,-0.8830837,-0.802765,-0.6799787,-0.09353307,0.69238126,0.8463829,0.8728579,0.9244427,0.89775276,0.67646015,0.10984987,-0.38788745,-0.6397539,-0.7580304,-0.9347802,-0.9447174,-0.88164,-0.8082174,-0.69282055,-0.5375384,-0.45477825,-0.41364172,-0.44938853,-0.37779653,-0.3408088,-0.3080585,-0.24589996,-0.14561364,0.035478033,-0.08053578,-0.24335839,-0.515396,-0.6928234,-0.78805447,-0.7212911,-0.1262765,0.47342956,0.90573174,1.0455314,0.6910742,0.06800732,-0.48177868,-0.78696245,-1.2213813,-1.7475274,-2.2062612,-2.380125,-2.3523016,-2.0552704,-1.6345587,-1.3318417,-1.0445815,-0.7854867,-0.8228458,-1.0912511,-1.251373,-1.4398499,-1.6278193,-1.8442775,-2.0064085,-2.0346081,-1.905444,-1.6508567,-1.4266745,-1.2841086,-1.0673506,-0.9368453,-0.8887157,-0.83132935,-0.7465065,-0.74163663,-0.81127954,-0.8775941,-0.905226,-0.9694005,-0.99466574,-1.0156136,-1.066364,-1.0971456,-1.095483,-1.052717,-1.0237976,-0.7617835,-0.4683023,-0.48054048,-0.7832612,-1.2023176,-1.7031885,-1.9383717,-1.9321331,-1.7159247,-0.99357903,-0.5797563,-0.49577022,-0.91437685,-1.2641513,-1.4530911,-1.7138064,-1.7540171,-0.91981757,0.08904335,1.8844655,3.498418,4.1548777,4.0035753,2.7560904,1.4505744,1.6952907,1.56267,0.7203715,0.29218137,0.41768909,0.8711403,1.2367121,1.2501055,1.3920841,1.6821814,2.0618386,2.184177,1.8641305,1.5330468,1.1595386,0.6618711,0.057421565,-0.29677746,-0.7119831,-1.0404251,-1.2277076,-0.92672944,-0.30281997,0.7706981,2.1434097,3.3160236,3.8840313,3.9329166,3.8077116,3.691309,3.486373,2.5270257,0.98834574,0.23653495,-0.29968742,-1.0800769,-1.5480595,-2.102417,-2.321169,-2.3812633,-2.3334427,-2.2304032,-2.1200447,-1.7931807,-1.5432987,-1.4894049,-1.4939964,-1.4199635,-1.4161949,-1.3923905,-1.4272071,-1.5530026,-1.6126511,-1.6224265,-1.592423,-1.6194301,-1.5746782,-1.6173122,-1.6254108,-1.7241561,-1.7919738,-1.8634863,-1.8077768,-1.737139,-1.7368937,-1.9166758,-1.9088196,-1.9732838,-1.8249457,-1.6306547,-1.9608947,-1.9608915
-2.679974,-2.6991565,-2.5886285,-2.7315915,-2.844272,-2.1227672,-3.326365,-3.2515278,-3.4192648,-3.7540631,-3.5569377,-3.4835968,-2.8692834,-2.3995147,-2.3180556,-2.3681908,-2.3471231,-2.3408196,-2.323876,-2.3512235,-2.4007888,-2.4552262,-2.5128675,-2.4685292,-2.221518,-1.9581411,-1.5005877,-1.1846138,-1.031525,-0.830596,-0.67041856,-0.5441534,-0.42963526,-0.5242579,-0.5471028,-0.3495866,-0.2833249,-0.21619171,-0.07240513,0.04216115,0.17296557,0.085145056,0.13543984,-0.052792862,-0.32753897,-0.5974841,-0.69741076,-1.080627,-1.6038973,-1.7405471,-1.7703202,-1.7204587,-1.6592482,-1.3983208,-0.9518271,-0.46347317,-0.48817834,-0.94816995,-1.7102487,-2.27034,-2.5588036,-2.5052586,-2.330935,-2.2323394,-2.2441306,-2.3035889,-2.3265648,-2.0908654,-1.7531357,-1.4622618,-1.2308693,-0.97486305,-0.6793122,-0.3609421,-0.08712891,0.31669366,0.8661958,1.4103506,2.0193634,2.364823,2.3980856,2.3024547,2.2218063,2.0952601,1.9686155,1.8882132,1.8678762,1.8469092,1.880944,1.9302597,1.9538318,1.9173324,1.8890464,1.6684889,1.3606886,0.8007733,0.046772778,-0.3323592,-0.46308008,-0.5261568,-0.5449313,-0.66262186,-0.637027,-0.33439153,-0.24791907,-0.34456307,-0.44125548,-0.37556037,-0.19574219,0.063785896,0.2772461,0.3722395,0.10744119,-0.40806055,-0.9504827,-1.2837825,-1.5108687,-1.6925697,-2.553377,-3.7973068,-4.041153,-4.0104938,-3.6395888,-3.0118594,-2.439673,-1.9444444,-1.7244889,-1.3885854,-0.95895314,-0.93205446,-1.0520145,-1.0868615,-0.8968122,-0.67373276,-0.4142208,-0.4200618,-0.6964783,-0.72613835,-1.0459334,-1.8534472,-2.4726453,-2.3548825,-1.5864425,-0.8399347,-0.52368605,-0.4937825,-0.6529765,-0.73429656,-1.0829766,-1.7444886,-2.3563762,-2.8341985,-2.6094713,-2.3007395,-2.077687,-1.6854935,-1.4502637,-1.0535735,-0.8533435,-0.6354642,-0.5052994,-0.17615671,0.26083472,0.6455151,0.7125696,0.76832616,0.7241342,0.61386716,0.53474134,0.5599501,0.3942041,0.34930438,0.37177986,0.25859642,0.27097297,0.16856931,0.07562563,0.033239156,0.00011380017,0.03525038,0.05429937,-0.031666562,-0.17614603,-0.34542304,-0.62782043,-0.89178383,-0.94267076,-1.0590868,-1.2102495,-1.4572444,-2.1250734,-2.1254742
