0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
13.266577,13.188451,13.304068,13.298964,13.31843,12.088799,12.665271,12.369284,11.373045,10.650024,10.127478,9.853571,9.620989,8.033783,6.781438,5.3871393,4.382142,3.2630563,2.003077,1.8947031,1.8424028,1.9443297,2.1401684,2.1042056,1.9452208,1.6156776,1.2451739,1.4067459,2.090168,2.6953526,3.2255573,3.7014503,4.1431904,3.9273949,2.8612895,1.3717009,0.52122295,-0.38065046,-0.40608323,0.0464854,0.17482023,0.02382256,-0.0043761283,0.25238124,0.3881828,0.7036517,2.1664393,2.952284,4.4160414,5.8926907,6.622018,7.072913,7.212941,6.2451315,4.6448197,3.235498,1.8652716,1.1399657,0.4336042,-0.13495685,-0.3418796,-0.07115805,0.0970414,0.23361617,0.40182513,0.48647302,0.5439193,0.5875577,0.7412912,0.7894678,0.8485775,0.94684607,0.916128,0.7967086,0.5472586,0.4054481,0.34633315,1.0133476,0.91219884,0.5965465,0.38909298,0.25794312,0.08457637,0.14086497,0.63763535,1.3626237,1.7142347,1.8447063,1.7740858,1.5781184,1.3875166,0.95877874,0.66739064,0.06882541,-0.5638374,-0.6305257,-0.41555873,-0.24739428,-0.071361735,0.120165676,0.09576503,0.10098799,0.16612819,0.33882284,0.58146095,0.7621467,0.970189,1.149889,1.5427797,2.0206423,2.641385,3.1336198,4.0564165,4.887159,5.3704076,5.962502,6.8192196,8.081451,8.808434,9.32542,10.831272,11.93269,12.8139515,12.943314,12.948925,12.942642,12.087993,12.086861,12.087063,12.086803,12.08688
-2.341968,-2.307093,-2.2606459,-2.2984633,-2.2735753,-1.6826186,-2.1757898,-2.232152,-2.1900818,-2.1623006,-1.9910172,-1.8863876,-1.977359,-2.131034,-2.1097991,-1.8421525,-1.528507,-1.4792471,-1.8698101,-2.1219072,-2.14989,-2.0270686,-1.9546123,-1.8683033,-1.7321997,-1.5149394,-1.4795468,-1.6632229,-1.9391236,-1.8829162,-1.66545,-1.4622626,-1.5134647,-1.9829671,-2.3423266,-2.054537,-1.4413708,-1.0450807,-1.233687,-1.7300693,-2.0640461,-1.894548,-1.5763879,-1.6252536,-1.4383075,-1.3465649,-1.9525741,-2.289797,-2.529468,-2.6275764,-2.5947273,-2.406878,-2.4594903,-2.3988633,-2.2298508,-1.8968844,-1.3953261,-1.2416948,-1.2790017,-1.4057113,-2.128867,-3.0000415,-3.4763484,-3.402211,-3.3763385,-3.349865,-3.336147,-3.3052528,-3.3173838,-3.3127155,-3.3141067,-3.2961073,-3.2125518,-2.9572024,-2.716361,-2.4820852,-2.4619915,-2.106172,-2.0522118,-2.4436665,-2.763207,-2.8340888,-2.7406085,-2.7571716,-2.914395,-2.952672,-2.8830357,-2.83489,-2.6217172,-2.3219056,-2.116009,-1.8471937,-1.6239499,-1.0806637,-0.6569732,-0.55085135,-0.43347624,-0.45482567,-0.43294382,-0.4203749,-0.34997618,-0.36575207,-0.3428803,-0.47857594,-0.5570177,-0.6328502,-0.75432456,-0.8722131,-0.83888435,-0.91788816,-0.9131408,-0.7763907,-0.6985744,-0.7308705,-0.816355,-0.82886,-0.90153694,-1.0931337,-1.3453634,-1.6263623,-1.8396173,-1.9248407,-1.9845065,-1.9735837,-1.965508,-1.98783,-1.6818196,-1.6813166,-1.6814204,-1.6812832,-1.6813124
-1.7389477,-1.8300219,-1.869721,-1.933536,-1.8770231,-1.0041181,-2.0764887,-2.058992,-1.7876756,-1.7153673,-1.7212393,-2.1027508,-2.2384105,-1.8151278,-1.4401028,-1.4191728,-1.4104757,-1.8429613,-2.672214,-3.047894,-3.0953436,-3.050987,-2.9093406,-2.7876086,-2.6732268,-2.368877,-1.6510582,-1.4103878,-0.83841455,-0.2591594,0.05861572,0.14299935,0.24908853,0.13320589,-0.10891573,-0.1621073,-0.36526224,-1.1163719,-1.6614395,-2.1423926,-2.916555,-3.4223356,-3.7183943,-3.3003478,-2.1618848,-1.5236872,-1.0119951,-0.90426123,-0.90822816,-0.8722793,-0.8175691,-0.60731876,-0.567198,-0.5745359,-0.45368502,-0.43553275,-0.713687,-0.9341117,-0.9501213,-0.88606167,-0.6317159,-0.6404818,-1.2579628,-1.6157353,-1.7505809,-1.7576909,-1.7592212,-1.7502129,-1.7411414,-1.7875692,-1.833581,-1.938546,-2.128622,-2.2982492,-2.2429087,-2.098505,-1.7228007,-1.3378294,-1.3739853,-1.9948372,-2.2836692,-2.311759,-2.4546719,-2.679687,-2.9207242,-2.7084916,-2.369845,-2.0415502,-1.7670745,-1.5645552,-1.4570787,-1.5115914,-1.7382032,-2.011447,-2.3675075,-2.7925916,-2.7555318,-2.6017332,-2.4834948,-2.3902252,-2.3663955,-2.3806767,-2.4005203,-2.4708798,-2.6086967,-2.7464736,-2.893087,-2.9930663,-3.0827374,-3.114994,-3.1829004,-3.1760464,-3.1401563,-3.0034466,-2.7236633,-2.4688213,-2.2792718,-2.0709512,-2.030883,-2.0630212,-2.1410127,-2.1531315,-2.0509675,-2.0729666,-2.0951467,-2.132853,-1.0050409,-1.0046899,-1.0048137,-1.0046793,-1.0047638
-2.46905,-2.413005,-2.362137,-2.3204296,-2.3826752,-0.79275477,-1.935178,-2.031196,-1.9431841,-1.7976308,-1.5485862,-1.3735985,-1.4636168,-1.6393695,-1.5923924,-1.4206738,-1.0776414,-0.87386346,-1.4068699,-1.8547287,-2.0123432,-2.127052,-2.1630898,-2.1841352,-2.3205893,-2.6511073,-2.474897,-1.8412607,-1.3887908,-1.1504005,-0.9579661,-0.86566746,-0.94244045,-1.1245666,-1.1186566,-0.5598472,0.064588815,0.3872508,0.20844883,-0.48028454,-1.296283,-1.6717324,-1.8215541,-2.0270295,-1.8943735,-1.7302762,-1.858317,-2.0956974,-2.326594,-1.9471529,-1.7560446,-1.366603,-0.9055615,-0.4705701,0.090246975,0.6346706,1.0337844,1.0157522,1.1786978,1.4173845,1.0083323,0.40393767,-0.7837521,-1.6059504,-1.9267762,-2.0311728,-2.0667894,-2.0776901,-2.1543388,-2.2029028,-2.2519498,-2.3749287,-2.4770122,-2.4792123,-2.1097736,-1.479287,-0.6219285,-0.4623307,-0.6751011,-0.95978165,-1.175606,-1.1233621,-1.2257024,-1.4507446,-1.9185386,-2.4232306,-2.679708,-2.820952,-2.7774405,-2.747529,-2.7596455,-2.7282815,-2.591657,-2.0601885,-1.5305324,-1.0850335,-0.8209709,-0.79880595,-0.76717657,-0.76767653,-0.6758188,-0.6362432,-0.6193629,-0.73026097,-0.875306,-0.9953908,-1.1251978,-1.2389822,-1.1495986,-1.1910958,-1.043472,-0.7139432,-0.38560826,-0.3311442,-0.27098027,-0.24875785,-0.31918687,-0.36548078,-0.58066016,-0.87768215,-1.063921,-1.3976912,-1.6692581,-1.7391316,-1.7674077,-1.7518429,-0.79207003,-0.79189456,-0.79194343,-0.79189396,-0.7919029
0.33093035,0.31506485,0.1452629,0.010249406,-0.08436996,0.3725424,-0.8101684,-0.7753967,-0.80925536,-0.7591976,-0.7909975,-0.76246023,-0.508899,-0.24226482,-0.39307296,-0.49024427,-0.64773667,-0.5616502,-0.12045986,0.19581963,0.3939335,0.52158654,0.8613211,1.2555459,1.6262393,2.0972846,1.7158041,0.42243803,-0.87748384,-1.4467127,-1.5185204,-1.2592504,-0.8928709,-0.567298,-0.52925724,-0.8835454,-1.253048,-1.36919,-1.4478226,-1.1449901,-0.49528944,-0.06363964,0.0025281012,-0.3442598,-0.95515907,-0.9160245,-0.91620356,-0.6294731,-0.16504855,-0.1939998,-0.5037083,-0.7780003,-0.8127916,-0.83880424,-1.0206252,-1.2627624,-1.3175541,-1.248431,-1.3557796,-1.3893391,-0.8513104,-0.11100355,1.108989,1.6655152,1.8064331,1.797466,1.7609091,1.6889461,1.6971817,1.7241852,1.7468135,1.8799186,2.0921628,2.056047,1.5620167,0.9626093,0.18190527,-0.72202295,-1.0382804,-1.0582285,-0.6598487,-0.17495257,0.17793715,0.39001226,0.23036867,-0.02547574,-0.14737815,-0.2432687,-0.37350363,-0.46621615,-0.5227241,-0.70924425,-0.6915639,-0.72008836,-0.92014015,-1.0552261,-1.0980215,-1.1156905,-1.1188293,-1.0578024,-1.0300492,-1.045814,-1.0188286,-0.9032503,-0.86330116,-0.79058963,-0.6711239,-0.5536881,-0.43725422,-0.3389043,-0.25326055,-0.33224437,-0.46249276,-0.6713086,-0.77251726,-0.8774135,-0.77034277,-0.5056374,-0.0842914,-0.18245658,-0.045755573,-0.48957163,-0.8322492,-0.856637,-0.86854017,-0.80629265,0.37200937,0.37206927,0.3720485,0.3720667,0.37204424
-1.3429677,-1.3795424,-1.6204818,-1.9032393,-2.1063716,-1.3898559,-2.2758079,-2.313838,-2.265378,-2.3201087,-2.4862304,-2.3939488,-2.3569896,-2.3617215,-2.301159,-1.9205873,-1.8075095,-1.2139862,-0.96511006,-1.5065849,-2.0753155,-2.2500875,-2.2329693,-2.1954699,-2.0840223,-2.0222826,-2.0128093,-1.816684,-1.7906182,-1.8902515,-1.8925909,-1.9702646,-2.3334858,-2.8562765,-2.6572618,-1.2921712,-0.26690748,-0.1535168,-0.9282105,-1.1103826,-0.63124084,-0.09869619,0.08036879,-0.45957866,-0.95263135,-1.3854525,-2.1573153,-2.1844778,-1.9243144,-1.6258496,-1.5425742,-1.2972252,-0.89621055,-0.26374653,0.6745851,1.5480094,2.170207,2.6448188,3.386352,3.3357162,2.5879757,2.0321429,1.8020469,1.5901968,1.3875685,1.2884381,1.2730446,1.2893876,1.2607461,1.2958326,1.3859746,1.476765,1.7447846,2.0706344,2.1433895,1.883831,1.5693972,1.2350029,1.1728897,1.3835008,1.0490146,0.69885564,0.77808106,0.7562197,0.30367815,-0.32987988,-0.5492364,-0.57197756,-0.32932884,0.078350484,0.40466788,0.8794656,1.0092386,0.9740147,1.0167569,0.9316582,0.71986985,0.6432011,0.66428214,0.6602882,0.64937365,0.74953365,0.6971687,0.8769598,1.1519629,1.3998685,1.6052728,1.894001,1.8189486,1.8360761,1.9776554,1.6046009,1.2378619,0.77092725,0.391769,0.152403,-0.119443,-0.45704162,-0.8191941,-1.3400949,-1.5176156,-1.729393,-1.9335778,-1.8803809,-1.903265,-1.8973252,-1.3899901,-1.3900307,-1.3900216,-1.3900356,-1.3900251
-0.34432572,-0.38559818,-0.83976686,-1.425922,-1.6345143,1.3112442,-1.8645846,-1.9613404,-1.9426334,-1.8135196,-1.7274033,-1.5288683,-1.6038861,-1.8975482,-2.1508625,-2.0874624,-2.08729,-1.7212584,-0.9141574,-0.5445652,-0.3436281,-0.274998,-0.21045625,-0.059916675,0.16937587,0.20594954,-0.40620685,-1.0054059,-1.9467492,-2.4797077,-2.6845832,-2.5780232,-2.3805506,-2.30591,-2.4290695,-2.4774818,-2.181703,-1.3177708,-0.40045533,0.2623124,1.0968391,1.5299544,1.4474307,0.6887359,-0.2684353,-0.8188962,-1.6846931,-1.9310306,-2.1313915,-2.7097952,-3.0792317,-3.0923629,-2.9589396,-2.64636,-2.3481863,-2.0074444,-1.4182947,-1.0310318,-0.78491515,-0.5613016,-0.15373671,0.19942601,0.5644007,0.67818785,0.62058663,0.5266198,0.50076866,0.48497486,0.4014188,0.3887618,0.37803143,0.3308591,0.30642802,0.21827137,-0.21428497,-0.95298755,-1.7433956,-1.9335043,-2.0957527,-2.2359374,-2.4636624,-2.5293102,-2.4731708,-2.3174562,-1.7638022,-1.0231636,-0.60400003,-0.3993773,-0.1564723,0.19143659,0.46244922,0.93665564,1.2571164,1.8551731,3.2627182,6.0564857,7.243891,7.85112,8.284164,8.543621,8.660856,8.8516245,8.880074,9.287631,9.633472,9.8367195,10.055041,10.214989,10.233204,10.161879,10.031185,9.873848,9.585021,9.328961,9.362817,9.263714,9.020136,8.450013,7.887271,7.4461164,5.7852497,4.479311,2.6262171,2.120234,1.8965404,1.7205784,1.3126477,1.3114085,1.3116637,1.3113168,1.3114723
-0.9162543,-0.8007973,-0.7220461,-0.6029996,-0.5519779,-0.9625161,-0.29327458,-0.3879204,-0.6177704,-0.960717,-1.1487569,-0.95959514,-0.9209481,-1.2714183,-1.3942986,-1.0983789,-0.5552802,-0.061590225,-0.12681764,-0.3892721,-0.4636275,-0.53731203,-0.67670846,-0.63577247,-0.53410697,-0.30477217,-0.41191244,-1.0702538,-1.6441876,-1.7458411,-1.6105996,-1.3600892,-1.0333109,-0.87165475,-0.43109387,0.21122938,0.55023557,0.43731612,-0.38333744,-1.0126543,-1.1334686,-0.7587333,-0.2719492,-0.47368592,-1.0137402,-1.2427101,-1.9785218,-2.38141,-2.654887,-2.7730207,-2.5175853,-2.3948283,-2.225859,-1.7221813,-1.2108238,-0.6403911,-0.24468073,-0.17707825,-0.10839409,-0.14057541,-0.9232292,-1.867833,-2.3081808,-2.368513,-2.3223102,-2.2526674,-2.241934,-2.2001514,-2.1961834,-2.178687,-2.1669037,-2.1259403,-1.942902,-1.3522029,-0.42106453,0.3113194,0.23752797,0.09449331,0.06413676,-0.12961581,-0.40380114,-0.41588303,-0.18711045,0.20943627,0.37534174,0.25808293,0.13363393,0.024664,-0.01893337,-0.2424483,-0.38105536,-0.25392067,0.20716046,0.92706007,1.3271148,1.3252404,1.219043,1.0228554,0.94275093,0.8989854,1.0217283,1.077512,1.0934968,1.095112,1.0699024,1.0731447,1.0104399,0.9499435,1.0445708,0.89901197,0.8950304,1.0346918,0.9691733,0.75682396,0.41310006,0.037370834,-0.3558177,-0.8709155,-1.6381392,-2.0494661,-1.5627373,-1.4806949,-1.3941174,-1.3651586,-1.1907381,-1.2033968,-0.9621397,-0.9616355,-0.96176696,-0.96160835,-0.96165985
-0.76899517,-0.8128078,-0.8516714,-0.9696928,-0.909419,-1.6189576,-0.77228856,-0.8477457,-0.9982745,-1.0786512,-0.8999926,-0.4643851,-0.5081368,-0.57172513,-0.54400754,-0.099566944,0.103842594,0.58944273,1.41838,1.0853181,0.1512487,-0.42060348,-0.7180456,-0.7623694,-0.68597126,-0.71638215,-0.7913926,-0.8336483,-1.3074534,-1.393218,-1.1982129,-0.8680337,-0.73635983,-0.8221187,-1.0176299,-1.3098578,-1.1976621,-0.15816031,0.7955837,1.2223675,1.659404,1.8989906,1.7557828,1.1151755,0.42420456,0.08790046,-0.8553785,-1.1359348,-0.79663044,-0.9777471,-1.5101783,-1.9659072,-2.1326797,-1.9031129,-1.637741,-1.3403735,-0.79355884,-0.619051,-0.74868023,-0.8868566,-1.0605099,-0.938166,-0.8063332,-0.7185547,-0.737139,-0.79589117,-0.80012554,-0.850393,-0.87015724,-0.8662971,-0.8971554,-0.91029674,-0.97092104,-0.95804965,-1.0192065,-1.1586804,-1.7894169,-2.301436,-2.3039885,-2.1400197,-1.9901481,-1.6794045,-1.2351828,-0.8796756,-0.6423578,-0.6998039,-0.798497,-0.8985041,-1.0092249,-1.0225917,-1.0571969,-1.0771706,-1.0563214,-0.6167504,0.25329858,1.6363121,2.544013,3.1459177,3.4274187,3.5935354,3.8642983,3.9666529,4.0447717,4.045732,4.12912,4.06864,4.0214715,3.7995214,3.5877528,3.2791827,2.956494,2.8146307,2.5783453,2.4590847,1.9058237,1.4376402,0.95001674,0.23996337,-0.4970454,-0.88015115,-1.3318913,-1.3469293,-1.2237942,-1.2114587,-1.1126866,-1.1511229,-1.6187358,-1.6187402,-1.6187365,-1.6187468,-1.6187402
-3.0093415,-3.057906,-3.0701618,-3.0044434,-3.0548925,-2.434476,-2.9933228,-2.9254203,-2.709162,-2.4719188,-2.3754768,-2.4285688,-2.4242003,-2.5352588,-2.7499013,-2.9965053,-3.2087364,-3.3154795,-3.1989255,-3.1521063,-3.2546287,-3.1567187,-2.9412167,-2.6708648,-2.3751755,-2.1192822,-2.6269758,-3.0825188,-3.1665545,-3.149647,-3.0318713,-2.859672,-2.5470269,-2.258618,-2.2077777,-2.411425,-2.6710997,-2.9416344,-3.2063847,-3.2405028,-2.804455,-2.3560226,-2.2289615,-2.6438267,-3.3394947,-3.5489693,-3.2263293,-2.8530686,-2.983364,-3.1090412,-2.7926755,-2.0532246,-1.8843914,-2.1953208,-2.425331,-2.4900393,-2.2999792,-2.0931919,-1.8758216,-1.5618052,-0.8064164,-0.36354473,0.47314137,0.6859222,0.564782,0.45705396,0.38382408,0.2974099,0.20368506,0.18238738,0.1444402,0.095709175,0.15715796,0.26783037,0.17580087,-0.0012314171,-0.005557537,-0.44777584,-0.56679004,-0.11757842,0.30751884,0.4485929,0.54187137,0.42756408,0.23905165,0.08908624,0.029067766,-0.012102842,0.02376059,0.057456985,0.04766023,-0.02008612,-0.1868237,-0.31331158,-0.38165843,-0.6018944,-0.8895163,-1.0571952,-1.14552,-1.1933317,-1.2547293,-1.2933784,-1.3242772,-1.3108397,-1.3230915,-1.2883277,-1.2446514,-1.0941305,-1.0530081,-0.9424417,-0.8312801,-0.89484006,-0.83212763,-0.90656793,-0.71959436,-0.68764794,-0.69466454,-0.6544063,-0.46816066,-0.79822093,-1.1991451,-1.4596469,-1.765339,-1.7441926,-1.8258941,-1.7712564,-2.4341197,-2.4349766,-2.434813,-2.4350257,-2.4349415
