0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
13.1221485,13.188412,13.2408695,13.255726,13.134178,13.169648,13.138173,13.074566,12.823951,10.412348,12.478603,12.554251,12.27891,11.37511,10.556143,8.279792,7.0847893,6.565633,5.510132,4.356442,3.7358708,3.373242,3.428786,3.3574874,2.9493206,2.6412263,2.195804,1.536121,1.0058959,0.4104399,0.049626797,-0.8961632,-1.0464647,-0.8683089,-0.54771197,0.5585965,1.1839232,1.2914295,1.2404718,1.1144321,0.87259454,0.87844515,0.9911846,1.1792389,1.6335377,2.2006736,2.811125,3.0028903,3.449599,3.8025951,3.864096,4.044812,3.7228818,3.3588715,2.7266998,1.9716797,1.2210852,0.89558905,0.6712843,0.40628648,0.40516198,0.46757236,0.49314505,0.53179646,0.5170893,0.5175385,0.5137089,0.4871088,0.3055563,0.05991313,-0.12364611,-0.26906723,-0.28616583,-0.17971215,-0.010365099,0.17217581,1.7067873,2.8150864,2.1621757,1.1202893,1.1371975,1.6050467,2.342649,3.295971,4.3453627,6.2718067,7.5095987,7.41808,5.859558,3.1957693,1.2817653,0.11772366,-0.39612955,0.22764143,0.9502676,1.0973127,2.0043533,3.2727535,3.9812346,3.8668513,3.2294726,2.1331449,0.8626753,-0.11239475,-0.44447404,-0.32811147,-0.37206316,-0.38043982,-0.4276413,-0.4759779,-0.59675306,-0.6890737,-0.8335813,-0.9144552,-0.97148347,-0.97083545,-0.9718259,-1.1535583,-0.4674868,0.72743213,0.74434817,-0.17097986,-1.0860003,-1.0023885,-0.7102474,-0.50415033,-0.2561921,-0.12109152,-0.021117732,0.010354772,0.09252213,0.10759337,0.08988954,0.13434866,0.13843578,0.061325714,0.07924305,0.029805616,0.042251855,0.004374951,0.00046031177,-0.08981061,-0.099618115,-0.11717767,-0.22270441,-0.25812352,-0.14694041,0.13785267,0.4139222,1.065487,1.8746905,2.487417,2.7702496,2.947681,3.112308,3.303133,3.5032902,3.5424843,3.6086245,3.6178305,3.6961918,3.917403,4.5034432,5.53014,6.3557158,8.301415,9.254639,10.279893,10.822508,11.212799,11.356973,11.522856,11.648872,10.394391,10.394203,10.394324,10.394242
-2.1198306,-2.128532,-2.2186475,-1.8167586,-2.449484,-2.402453,-2.4605145,-2.5103827,-2.7263346,-0.28554556,-2.4163413,-2.3726048,-2.4191618,-2.5811365,-2.6563315,-3.0397124,-3.0421143,-3.0469337,-3.2013469,-3.3190053,-3.3157864,-3.2644958,-3.1427536,-3.012497,-2.8055868,-2.6672597,-2.4445314,-2.2672586,-2.3684673,-2.6533725,-2.4474585,-2.1197193,-1.9267142,-1.7483467,-1.4371872,-1.3220851,-1.8530774,-1.9579365,-1.7022045,-1.3718319,-1.0344387,-0.7211677,-0.6847509,-0.7559483,-0.820976,-0.8498323,-1.0878022,-1.5037133,-1.9324164,-2.3249786,-2.429457,-2.462728,-2.4011352,-2.3195567,-2.2318664,-2.1921587,-2.325027,-2.5150945,-2.7797894,-2.9009182,-2.965856,-2.987051,-2.9961324,-3.0136423,-3.0138326,-2.9897492,-2.9586837,-2.8919806,-2.7309358,-2.5124052,-2.2890253,-2.052021,-1.8322885,-1.6669934,-1.7627763,-2.2595875,-2.4530108,-1.4992571,-1.1218385,-1.0324786,-1.6749489,-2.182036,-2.5065994,-2.6594276,-2.6087546,-2.5688376,-2.830553,-3.1207447,-3.1720285,-2.5720272,-1.9269043,-1.7809523,-1.9066799,-2.1309638,-2.034024,-1.8031487,-1.6802752,-1.6367586,-1.515619,-1.3679283,-1.2940029,-1.2698857,-1.4148779,-1.8565482,-2.1947544,-1.6778519,-1.4789033,-1.5194355,-1.6188504,-1.7258303,-1.7758535,-1.8357859,-1.9031553,-1.9712083,-2.0235815,-1.9874445,-1.6464553,-0.60982937,-0.64248735,0.36637813,0.8121538,0.6894481,-0.15147349,-1.238547,-1.532178,-1.5957566,-1.6654831,-1.693367,-1.7421609,-1.7699852,-1.7828798,-1.8077459,-1.8177938,-1.8562003,-1.8766634,-1.8314692,-1.8437827,-1.8549843,-1.8513422,-1.8585557,-1.8289909,-1.7859945,-1.7620156,-1.6877705,-1.6065334,-1.5746603,-1.8427293,-2.1728647,-2.459083,-2.7897782,-3.3428583,-3.5345907,-3.642408,-3.5531523,-3.5687118,-3.5242891,-3.4390647,-3.3796797,-3.320317,-3.3086963,-3.3104348,-3.2828765,-3.2236195,-3.0469584,-2.7358897,-2.091816,-1.8457878,-1.4966092,-1.1931425,-1.1253389,-1.2099959,-1.2677845,-1.1827925,-0.2831042,-0.28334865,-0.2834549,-0.2834185
-1.4438267,-1.4165788,-1.4412875,-1.0928768,-1.4482287,-1.4544336,-1.5097351,-1.4508984,-1.4048266,-0.15629505,-1.1874146,-1.243276,-1.3226366,-1.5321044,-1.6531279,-1.7666433,-2.027101,-2.1804347,-2.1200879,-1.8066316,-1.4584203,-1.1345983,-0.6730694,-0.539355,-0.55275136,-0.60731864,-0.6872655,-1.0746613,-1.6901653,-2.2410717,-1.7092836,-1.9505117,-2.2694464,-2.5392761,-2.7157235,-2.5637734,-2.615856,-2.3785677,-2.0969515,-1.9884417,-2.0554948,-2.0351284,-1.9215322,-1.8409408,-1.8703489,-1.9402388,-2.0768461,-2.4558573,-2.5990872,-2.210597,-1.8801963,-1.6058892,-1.4255922,-1.3355458,-1.2079779,-1.146653,-1.0902088,-0.9501338,-0.98433113,-1.2346154,-1.3450205,-1.380227,-1.412535,-1.4357716,-1.4314541,-1.4298302,-1.4749548,-1.5146875,-1.601846,-1.7972196,-2.006185,-2.2436707,-2.4515524,-2.650269,-2.482928,-1.9539111,-1.5649463,-1.0967755,-0.7356488,-0.22001907,0.2810424,0.35585415,0.19438809,-0.08278336,-0.26711464,-0.15022612,-0.2128709,-0.19811651,0.15037723,0.5653963,0.6481439,0.006519506,-1.0086293,-1.9199786,-2.3968267,-2.2720628,-2.1884556,-2.5020494,-2.189878,-1.7776664,-1.5569106,-1.0642498,-1.3586915,-1.9445978,-2.177597,-2.5965347,-2.88281,-2.9997358,-3.02058,-3.056347,-3.1193113,-3.1858702,-3.2539625,-3.3080711,-3.3629656,-3.386916,-3.3792644,-3.464551,-3.0502841,-2.5815606,-2.5471585,-2.9324405,-3.357009,-3.399067,-3.5835254,-3.8515754,-3.892252,-3.894453,-3.9101748,-3.9191911,-3.9351797,-3.955512,-3.9910827,-4.0182066,-4.0248094,-4.04795,-4.05853,-4.0712175,-4.08711,-4.0890613,-4.0977163,-4.131635,-4.182585,-4.2191935,-4.265651,-4.2299385,-4.0024033,-3.4950764,-2.9278417,-2.4803376,-1.7593265,-1.1995324,-0.9177878,-0.84928095,-0.80900836,-0.7073569,-0.71734244,-0.73941797,-0.725302,-0.7787646,-0.93755114,-0.9205163,-0.78829163,-0.59820974,-0.56732106,-0.8322978,-1.1310401,-1.4624097,-1.5205965,-1.3742917,-1.2721833,-1.0921236,-0.9300568,-0.15380754,-0.15344359,-0.15339206,-0.15338638
-1.583442,-1.506423,-1.5011468,-1.2377034,-1.6299866,-1.5983995,-1.5539086,-1.5437168,-1.5112422,1.1045187,-1.1661881,-1.0570683,-1.237117,-1.5501982,-1.5899156,-0.9840454,-0.79839855,-0.72043014,-0.83119166,-1.158751,-1.4833695,-1.8314558,-2.1072757,-2.3490195,-2.302684,-2.2303638,-1.9105223,-1.5907178,-1.5642555,-1.6905674,-1.3254803,-1.3033131,-1.4437947,-1.2977116,-0.88960844,-0.45409018,-0.60291874,-0.8979378,-1.6126859,-2.0194845,-2.1935968,-2.1142373,-1.9745853,-1.8501103,-1.7492127,-1.6907536,-1.7675893,-1.9179556,-2.0216718,-2.269628,-2.4006596,-2.4985735,-2.417879,-2.24264,-2.107432,-1.9844062,-1.9290125,-1.6509341,-1.3000729,-1.1923457,-1.2629316,-1.3300804,-1.4284947,-1.4937028,-1.5136063,-1.5120634,-1.5145704,-1.5088897,-1.442975,-1.378895,-1.3166744,-1.2495633,-1.18274,-1.1372799,-1.1499724,-0.9634493,-0.9069712,-0.40632647,-0.16659842,-0.00024616718,-0.43677902,-0.79445374,-1.1476941,-1.445509,-1.391966,-1.3644009,-1.1797483,-0.9076678,-0.4774167,0.19699445,0.9269256,1.0489364,0.6810089,0.20945406,0.7901795,2.3250659,5.2297745,6.999602,8.357523,8.930108,9.290192,9.514178,9.651361,9.293457,8.270966,6.5184107,4.50166,2.6114342,1.6800442,1.0722857,0.5493609,0.19937125,-0.10921949,-0.5098859,-0.8674104,-1.1699394,-1.1603792,-0.3754376,0.62985563,1.5270478,1.8928113,1.5274018,1.3315343,0.8187642,-0.13890809,-0.9565507,-1.3350688,-1.5388683,-1.7237349,-1.7995691,-1.8268113,-1.8729131,-1.9264584,-1.9986898,-2.054303,-2.014939,-2.0171566,-2.0402226,-2.03798,-2.0239668,-1.9697852,-1.9121006,-1.933502,-1.854316,-1.7509707,-1.5387235,-1.4754697,-1.3001629,-1.0918905,-1.1570108,-1.5802175,-1.7074895,-1.8507967,-1.9000812,-1.9702077,-1.9799511,-1.9214075,-1.8898382,-1.8219539,-1.7898196,-1.7648088,-1.7165813,-1.6401082,-1.4037207,-1.0618166,-0.52352315,-0.40430585,-0.15141405,0.38926578,0.62871766,0.5874449,0.5040308,0.21565464,1.1154789,1.1150181,1.1147956,1.1148722
0.7047659,0.70188373,0.7178998,0.65623397,0.7385025,0.70439833,0.62814987,0.59359735,0.30030686,0.37947243,-0.14912611,-0.30261567,-0.3086747,-0.22884175,-0.16400051,-0.07529561,0.08102036,0.07699624,-0.45409036,-1.0661039,-1.507461,-1.8212491,-2.006464,-1.876098,-1.8967173,-1.9040208,-2.2356727,-2.6071272,-2.632664,-1.6141334,-0.6176822,0.35433522,0.8470818,0.89473,0.15624434,-0.73585117,-0.8764572,-1.0370934,-0.9630958,-0.85573673,-0.8307909,-1.1040683,-1.5684106,-2.0013876,-2.253993,-2.323677,-2.1381066,-1.611808,-1.1305654,-0.4979633,-0.23471875,-0.1471459,0.05635418,0.20048189,0.39425644,0.56401044,0.9991879,1.4708583,2.2933528,2.9479196,3.2108068,3.309659,3.31284,3.2873802,3.296547,3.295844,3.201302,2.9828832,2.6765542,2.4208302,2.2478344,1.9541293,1.5598549,0.98350966,0.4442697,0.0017617345,-0.54467857,-1.2332883,-1.4313649,-1.632192,-2.0341396,-2.1346498,-1.9374588,-1.5746272,-1.411904,-1.2237957,-0.69424886,-0.5522456,-0.15168871,-0.21789537,-0.85031223,-1.0603181,-0.6243345,-0.044865042,0.3386502,0.053826213,-1.1005874,-1.3048452,-0.67231613,0.039436236,0.4674207,0.45831507,1.2556344,3.5071971,6.1500053,7.673538,8.298076,8.618441,8.705852,8.740078,8.720747,8.683143,8.655411,8.646196,8.622759,8.58349,8.505461,7.809708,4.792259,0.7097831,0.0056505054,0.37785524,1.2647502,1.5840931,1.9010797,2.0212383,1.9637077,1.9022613,1.8494313,1.8552737,1.7716064,1.7020271,1.7183008,1.7035942,1.712609,1.7367063,1.649487,1.5957844,1.5197891,1.4280518,1.3505573,1.3038801,1.3161969,1.2780973,1.2725482,1.0642724,0.72046196,0.030850112,-0.7515206,-1.6978481,-2.6968071,-3.053083,-2.9872103,-2.8089306,-2.789208,-2.6905713,-2.7178133,-2.7455654,-2.7185562,-2.6626964,-2.5930893,-2.7009773,-2.705606,-2.6132183,-2.3504083,-1.7599103,-1.5224047,-1.3757055,-1.2503341,-1.1515105,-1.1140199,-1.0134219,-0.8632736,0.38175234,0.38165557,0.38163236,0.38163418
-2.746207,-2.7776291,-2.7251954,-2.8335967,-2.6368756,-2.595447,-2.4730654,-2.5251505,-2.6133327,-2.1045163,-2.8983684,-2.677308,-2.4470167,-2.0391123,-1.823297,-1.2013187,-1.2030597,-1.2290055,-1.2674104,-1.473752,-1.6588938,-1.8377997,-1.9099805,-1.8741875,-1.7590941,-1.698741,-1.5792558,-1.217198,-0.62909055,-0.2839607,-0.86416924,-0.7067066,-0.3563491,-0.3274064,-0.73728675,-1.6781322,-1.934119,-1.8785238,-1.7592492,-1.7654587,-1.7937775,-1.7395371,-1.4897095,-1.1738621,-0.79626846,-0.6640025,-0.7397378,-1.0361902,-1.4809501,-1.7311227,-1.6527686,-1.581253,-1.2592039,-0.98574775,-0.80325186,-0.6869309,-0.78783727,-0.8080828,-0.6748868,-0.4494337,-0.38085258,-0.31588316,-0.27765298,-0.2565969,-0.2019049,-0.17092101,-0.19059345,-0.22192165,-0.17457503,-0.06865358,0.046009004,0.07209566,0.0388003,-0.09563607,-0.52899235,-1.096281,-1.7326007,-2.3229861,-2.2932274,-2.2724147,-2.4242744,-2.4124708,-2.3021092,-2.20677,-2.2300067,-2.9541867,-3.6768107,-3.84238,-3.0391936,-1.513803,-0.3327623,-0.2675153,-0.8470381,-1.2289829,-1.0918478,-1.2287968,-0.9905508,-0.64358556,-0.8901948,-0.98464376,-0.84270567,-0.45764077,-0.22582705,-0.84032935,-1.9430351,-2.153232,-1.9272892,-1.7417227,-1.6436021,-1.5415447,-1.4065852,-1.2826357,-1.0815713,-0.83215773,-0.47109428,-0.0846799,0.18569508,0.36956084,0.7830124,1.2308015,0.6523743,0.33559984,-0.0137271285,0.015216351,0.68117297,2.0940604,3.101542,3.7046537,4.1885843,4.329769,4.57502,4.7360497,4.718878,4.804622,4.792908,4.7729325,4.914132,5.023409,5.077989,5.2339716,5.300949,5.325116,5.2706633,5.288396,5.3745213,5.5481014,5.699091,5.4153013,4.704925,3.8005838,2.321436,1.1952922,0.53049797,0.08311722,0.06280738,-0.07493886,-0.063709736,-0.16497573,-0.44889557,-0.5377444,-0.5734678,-0.5757364,-0.62445784,-0.8656355,-0.93396825,-1.3364254,-1.8212878,-2.536235,-2.7563462,-2.7530704,-2.680387,-2.6502464,-2.5753038,-2.101067,-2.1012838,-2.1013937,-2.1013556
-2.8013563,-2.871781,-2.919167,-2.9075804,-2.9874191,-2.982432,-3.0257845,-3.1174664,-3.305431,-2.5619273,-3.3509216,-3.2590184,-3.4056125,-3.7838478,-3.930993,-3.7265906,-3.645483,-3.5887632,-3.3240142,-3.1906667,-3.0729685,-2.9085145,-2.860671,-2.7744823,-2.7317557,-2.6716397,-2.6268206,-2.2276988,-1.6960845,-0.31442803,0.2758304,1.2959167,2.0697217,2.3447154,2.407291,1.3225727,0.6627768,0.696109,0.8056928,0.9702083,1.198153,1.2588689,1.3110929,1.3820864,1.7575021,1.756857,0.8155022,-0.019421399,-0.56972206,-1.0197443,-1.1129749,-1.1912917,-1.2191565,-1.2802498,-1.3179129,-1.26208,-1.1189616,-1.0591903,-1.0999477,-1.0976207,-1.1290368,-1.1586603,-1.1561933,-1.1543322,-1.1820774,-1.236663,-1.2101314,-1.1906309,-1.0833819,-0.9876485,-0.9344215,-0.9317204,-0.9784991,-1.1250024,-1.4008904,-1.4624908,-1.3546475,-1.6635504,-2.1039488,-2.497098,-2.8560143,-2.8282306,-2.7231643,-2.679206,-2.831749,-3.1602745,-3.041926,-2.8886223,-2.9037163,-2.4849095,-1.9045453,-1.4185476,-1.0287806,-1.1755085,-1.3338656,-1.6955953,-2.0570927,-2.0084903,-2.2088394,-2.2803802,-2.1312068,-2.113252,-2.0657759,-1.9119971,-1.9228776,-1.6344306,-1.4231002,-1.3028654,-1.2672008,-1.2205464,-1.1285261,-1.0423887,-0.9284695,-0.80564433,-0.6430609,-0.47972387,-0.40889332,-0.5625113,-0.94078755,-1.1981971,-1.6921515,-2.0047252,-1.9016311,-1.3867999,-0.83532107,-0.48798516,-0.35601807,-0.29617205,-0.29197085,-0.3104357,-0.36041468,-0.38316375,-0.37540758,-0.39095783,-0.40231383,-0.36907622,-0.39319223,-0.37467897,-0.38962245,-0.3895266,-0.38147837,-0.32792133,-0.2929369,-0.2841158,-0.2239685,-0.29317737,-0.57696897,-1.0580161,-1.5172707,-1.9234841,-2.3979924,-2.6748815,-2.7995036,-2.7946053,-2.8034773,-2.760075,-2.694544,-2.6528444,-2.6400552,-2.6374822,-2.6877701,-2.7363796,-2.7997913,-2.907372,-2.9953883,-3.001451,-3.18213,-3.3077564,-3.1438966,-2.9219346,-2.8883548,-2.86579,-2.8533273,-2.5550332,-2.5550113,-2.5550923,-2.5550454
-1.0513179,-1.0402691,-1.0632315,-0.90150535,-1.3300018,-1.2907768,-1.315615,-1.3689679,-1.3641397,1.1435652,-1.1327758,-0.92764854,-0.98349327,-1.0684254,-1.1977558,-1.2411671,-0.9861722,-0.7826352,-0.581885,-0.59500915,-0.8387563,-1.3017341,-1.5483978,-1.8211617,-1.6764026,-1.56106,-1.2594897,-0.91225123,-0.5772662,-0.42348415,0.013358474,0.26055294,0.42353153,0.5842745,0.5862219,0.49908978,0.26350474,0.34726503,0.27418834,0.05244103,-0.01640755,0.14988966,0.2537431,0.2815278,0.21747285,0.008323871,-0.24053405,-0.54827,-0.9256083,-1.3939997,-1.5295181,-1.5769355,-1.4024028,-1.145201,-0.9464467,-0.8603897,-0.90359163,-0.9351224,-1.081528,-1.2200049,-1.310364,-1.3743894,-1.4797983,-1.5436282,-1.5288774,-1.447632,-1.3703289,-1.1906674,-0.843729,-0.43359107,-0.014721811,0.41509992,0.7652714,1.2952155,1.6679523,1.0724853,0.029775366,-0.048961874,-0.13762078,-0.16126673,-0.78505176,-1.2671008,-1.4079769,-1.286831,-0.8126569,-0.52999073,-0.83826196,-1.0436201,-0.63300884,0.4794005,1.5856881,2.270422,2.157055,1.3472123,1.369054,2.0610843,2.6115088,2.8650131,2.8289275,2.634411,2.4127064,2.2389061,2.324096,2.0024056,1.3035256,1.1046377,0.9103917,0.7052137,0.6059088,0.56496495,0.5744658,0.6461467,0.81679505,1.0714189,1.4119598,2.0174408,3.593669,6.8162794,8.588592,9.149165,9.161429,9.140003,8.376499,6.8828993,5.075415,3.2926202,2.3256946,1.7114598,1.1610899,0.939399,0.81309783,0.70712316,0.6172949,0.4563362,0.3586539,0.4277945,0.4041649,0.36274406,0.3729709,0.38904712,0.4663771,0.5653839,0.5673454,0.6858686,0.8231097,0.9833023,0.8724278,0.5242747,0.10375711,-0.38489586,-1.2694443,-1.7554624,-2.104488,-2.3027472,-2.3556073,-2.405537,-2.2970505,-2.264865,-2.1904395,-2.159038,-2.0648258,-1.9356041,-1.7646414,-1.4709891,-1.0400622,-0.17439386,0.5521643,1.2974944,1.4798241,1.3178657,1.0397118,0.71395063,0.3479694,1.1547608,1.1544591,1.154291,1.1543512
-1.0703979,-1.0830579,-1.1274743,-1.104305,-1.034618,-1.0160993,-0.9884739,-0.9780647,-1.0044739,-1.7744836,-0.8753505,-0.9350929,-1.1989324,-1.4850168,-1.6795845,-1.7129805,-1.4711542,-1.2708802,-1.0960983,-1.0239049,-0.96409243,-0.9777054,-1.3067617,-1.5688654,-1.5622822,-1.4805175,-1.4858006,-1.3262019,-0.8950341,-0.56031233,-1.0825783,-1.1349537,-0.89855707,-0.8235759,-0.7222351,-0.50693846,1.7768623,4.3617816,7.217248,8.526043,9.41224,10.199462,10.73037,10.8589,10.693067,10.507219,10.044441,9.116494,7.373852,5.1234674,4.1109753,3.3585224,2.2524242,1.3526604,0.8170181,0.9179601,1.1478431,0.8886905,0.43151456,0.040409088,-0.105253726,-0.1355678,-0.11576417,-0.11589354,-0.12616554,-0.11364789,-0.0048442185,0.12037496,0.36057112,0.6152812,0.7469564,0.80995667,0.829522,0.7691821,0.5586654,0.16503474,-0.04133095,-0.58215183,-1.0157287,-1.3778291,-1.5995164,-1.5861616,-1.4486458,-1.2451674,-1.1678338,-1.4524317,-1.5573096,-1.5831722,-1.8197024,-1.5106323,-0.8737315,0.61805385,3.5487895,6.214115,6.848379,6.370551,4.9821253,3.0860467,1.0933571,0.1822806,-0.3998568,-0.87166166,-0.8808394,-0.4214993,0.30655763,0.97652686,1.2141578,1.289031,1.2896591,1.2975751,1.3537358,1.4242154,1.4696827,1.4504976,1.3643825,1.186373,0.92561376,0.503189,-0.42334494,-0.9060428,-0.7265989,-0.1457637,0.9910667,2.164978,3.0579073,3.5016985,3.502162,3.4916387,3.4507256,3.414587,3.3125305,3.25384,3.2760334,3.2370222,3.2409122,3.2701716,3.2027261,3.1627154,3.1519046,3.0663967,3.0366347,3.0551143,3.1387486,3.156921,3.19222,3.09403,2.7659633,2.2426455,1.695749,1.2143388,0.5113229,-0.03058377,-0.37441754,-0.43862146,-0.40055138,-0.6288662,-0.70118904,-0.7307861,-0.8167591,-0.768572,-0.63728064,-0.53690577,-0.6802626,-0.8243564,-0.99145955,-0.8561719,-0.7935728,-0.9558208,-1.2062624,-1.3766524,-1.4771225,-1.617804,-1.6466708,-1.7840617,-1.7842412,-1.7842048,-1.7842319
-2.2452836,-2.2482338,-2.2125924,-2.2344882,-2.1486182,-2.1559877,-2.2022436,-2.2071369,-2.3443217,-3.0402231,-2.5301507,-2.3644943,-1.9851053,-1.7093406,-1.4963096,-1.4323196,-1.5540521,-1.6384814,-1.87727,-2.2388604,-2.2395048,-2.14489,-1.9830698,-1.8115642,-1.8032432,-1.768578,-1.8423465,-1.8289205,-1.6613672,-0.6464846,0.43991554,1.5502292,2.3244731,2.550696,2.3214953,1.4262139,0.29805973,-0.37929773,-0.74404466,-0.64305353,-0.5156719,-0.7236296,-1.2055397,-1.7791982,-2.6568747,-3.1156332,-3.557588,-3.634159,-3.2111862,-1.932976,-1.1972191,-0.78026676,-0.08667852,0.4209212,1.1124014,1.8800671,2.7595086,3.231515,3.4875565,3.472303,3.420448,3.3176842,3.2226686,3.1653285,3.1272073,3.0739794,3.014585,2.929382,2.8431375,2.7415528,2.6751127,2.5252328,2.3176436,1.9394916,1.3539723,0.12576586,-1.9329687,-3.1688437,-3.2879686,-3.0553837,-2.868001,-2.8888338,-2.9275336,-2.9653883,-3.1166167,-2.8400316,-2.6683085,-2.9026723,-3.0701969,-2.8769054,-2.7911725,-2.6671467,-2.8966975,-3.3559654,-3.2226014,-3.3679643,-4.1268272,-4.784878,-4.6328588,-3.9617019,-3.2772796,-2.989261,-2.64686,-2.0532506,-1.4715297,-0.83783364,-0.5845966,-0.47244942,-0.44526726,-0.4489444,-0.4009084,-0.3698739,-0.30833936,-0.2714613,-0.25205797,-0.27585584,-0.37158749,-0.89137405,-2.683029,-3.6406476,-3.3035302,-3.0386796,-2.892133,-2.3203125,-1.6904626,-1.3652575,-1.3274685,-1.398584,-1.5580691,-1.6483107,-1.7707918,-1.8550256,-1.870059,-1.915833,-1.9258695,-1.9119744,-1.9695462,-1.9701599,-2.0042033,-2.0251527,-2.0707502,-2.0677433,-2.0641444,-2.0812337,-2.0650055,-2.1931157,-2.44516,-2.8187134,-3.1354444,-3.5508647,-3.9167671,-3.9112177,-3.6866946,-3.4530869,-3.4342794,-3.241447,-3.2020354,-3.2006714,-3.1982155,-3.2514129,-3.3183136,-3.502284,-3.6199722,-3.6910167,-3.6438804,-3.6511016,-3.6751118,-3.8718657,-3.681062,-3.473537,-3.3250952,-3.0810375,-2.7424695,-3.0426302,-3.0425768,-3.04256,-3.042561
