0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
10.561096,10.560561,10.561088,10.572367,10.588348,10.550225,12.69035,10.738613,12.670477,12.467062,10.596706,11.707336,10.956482,10.633281,10.304203,8.573605,6.732238,5.0376196,3.4194248,2.2014284,1.1325219,0.9439888,0.9711878,0.80766326,0.6405406,0.61424327,0.7372835,1.6795361,2.2027364,2.146226,1.5397415,0.6432141,0.6610617,1.0759816,1.3074353,0.85126066,0.27046162,-0.0081246365,-0.17954117,-0.30647612,-0.3092075,-0.30552357,-0.38768768,-0.51140606,-0.52656174,-0.6421646,-0.58311903,-0.27040267,0.2055009,1.1841321,1.9361806,2.117201,2.3730083,2.2726388,1.8583394,1.3346565,0.66382915,0.699394,0.93401194,0.87013865,0.7489811,0.86200434,0.8588359,0.7587657,0.66719437,0.7324233,1.5927387,3.3524523,4.5570297,5.2339954,5.4204354,4.3153768,4.082184,3.9589405,3.9408598,3.8681931,3.9671323,3.523634,1.9710197,0.705008,0.1160236,-0.24872379,-0.22981463,-0.0010979921,-0.230333,-0.14073426,0.08000055,0.3968107,1.0100904,1.4004612,1.3709656,0.73633415,-0.06804037,-0.38449672,-0.5478286,-0.7335608,-0.9776207,-1.4869372,-1.9223849,-1.9240762,-1.8969237,-1.973848,-1.7960609,-1.6856856,-1.7513468,-1.7842329,-1.5010495,-0.8529292,-0.17274097,0.1456601,0.6516928,1.051566,1.547653,1.7076366,2.8337545,4.2674847,6.207782,7.8087144,7.7957053,7.799541,9.053441,9.240414,9.529021,9.844032,9.952608,10.179787
-0.9017722,-0.9013613,-0.9016552,-0.90673923,-0.9129103,-0.8964978,-1.9369229,-0.9563612,-1.8821512,-1.8511169,-0.91447383,-1.7931386,-1.7378888,-1.6868594,-1.8560519,-1.8699688,-1.9552193,-1.8995736,-1.6407559,-1.4764032,-1.4099516,-1.4281689,-1.5013286,-1.4850154,-1.3517518,-1.1814687,-1.2112716,-1.1337172,-1.1709509,-1.391842,-1.2749462,-0.44171846,0.08218558,0.69877446,0.8356341,0.72597176,0.63125753,0.18966633,-0.4427597,-1.1335629,-1.6902195,-1.9128132,-2.0091937,-2.0338542,-2.025817,-1.9659215,-2.101477,-2.5075061,-3.2525756,-3.6212988,-3.0632439,-2.7607687,-3.0384998,-3.1402383,-3.0758138,-2.818561,-2.6020947,-2.6659343,-3.0317101,-3.453967,-3.781826,-3.7732136,-3.6383839,-3.6324966,-3.5852642,-3.486891,-3.3584952,-3.119741,-3.582252,-4.0459795,-4.0750303,-3.8008227,-3.7521758,-3.6682901,-3.606327,-3.532006,-3.4831748,-3.3848925,-3.0165603,-2.2747288,-1.5750108,-1.1837478,-1.1643027,-1.0732201,-1.0093039,-1.0599107,-1.1367214,-1.2032187,-1.2286943,-1.252003,-1.1676272,-0.9702208,-0.9463035,-0.9425543,-1.1706551,-1.3417042,-1.4950569,-1.6411176,-1.7975641,-1.888165,-1.9723327,-2.043929,-1.9773912,-1.8522127,-1.6835084,-1.5652196,-1.5915477,-1.4009014,-1.1018864,-0.9390243,-1.103663,-1.0561188,-1.021232,-0.96615076,-1.0847716,-1.1152048,-1.0959649,-1.080082,-1.215386,-1.3654042,-1.5298197,-1.5667466,-1.6411371,-1.6668007,-1.736694,-1.6650296
-2.2254083,-2.225764,-2.225247,-2.2200556,-2.2155118,-2.2296507,-0.79701173,-2.1604095,-1.0118368,-1.2541764,-2.2206366,-1.9002249,-2.3544006,-2.5223427,-2.6704583,-3.039741,-2.8763504,-2.7571604,-2.5668044,-2.5238943,-2.6909246,-3.2282956,-3.5135345,-3.5803416,-3.530272,-3.221594,-2.3431334,-1.8847055,-1.7515031,-1.6634407,-1.4081724,-1.4291532,-1.606421,-1.7440181,-1.8238096,-1.6472716,-1.5708969,-1.6174762,-1.1915368,-1.0763569,-1.8336924,-2.350254,-2.621621,-2.7796376,-2.8749776,-2.8857317,-2.7162144,-2.376462,-2.238655,-2.5862925,-2.833459,-2.4569,-2.196488,-2.044765,-2.003377,-2.1902394,-1.6286294,-1.2087064,-1.076779,-1.334578,-1.8272235,-2.4365473,-2.6913598,-2.8233004,-2.7601917,-2.5362303,-2.1045237,-1.7747905,-1.5242667,-1.076966,-0.55722314,-0.25813556,-0.007832348,0.25489622,0.273622,0.22520497,0.29747233,0.6740754,1.0976584,0.40482035,-0.8222961,-1.4918697,-1.4621186,-1.8046526,-2.207235,-2.6103606,-2.933195,-2.9861703,-2.7277472,-2.600966,-2.4849641,-2.5075912,-2.6113343,-2.7410207,-2.8810222,-2.994543,-3.185843,-3.3052187,-3.4225094,-3.4398878,-3.4650464,-3.4395213,-3.4333262,-3.4383998,-3.4751961,-3.5331252,-3.5690322,-3.6482391,-3.7614202,-3.7912154,-3.6594272,-3.3701155,-3.1739402,-3.151421,-2.8973494,-2.7918594,-2.6930172,-2.822456,-2.818462,-2.7329466,-2.7475538,-2.812375,-2.8406816,-2.837066,-2.829434,-2.7632518
-1.040932,-1.0401479,-1.0408033,-1.0570941,-1.0801144,-1.0218592,-1.9914204,-1.2508168,-1.6210611,-1.5876453,-1.089227,-1.4449468,-1.0514238,-0.9472996,-1.0103754,-0.6116959,-0.38575852,-0.16525593,0.19573748,0.49465066,0.54742694,0.08755055,-0.512921,-0.8426547,-0.9273754,-0.8057544,0.30461162,2.5268545,4.5562553,5.707073,7.5379972,9.365475,10.567275,11.573364,11.878192,12.022831,12.042372,11.444263,10.238397,8.160587,5.1723905,2.9412744,1.7160664,0.9283023,0.30189222,-0.31381357,-0.993065,-1.5344197,-1.8140934,-2.0456228,-1.9035355,-1.8674893,-1.9291235,-1.8668348,-1.7834265,-1.9873607,-2.3472087,-2.2120697,-2.0535228,-2.0565882,-1.9943597,-1.7217672,-1.4579604,-1.3926673,-1.2485914,-1.0395741,-0.61732256,-0.5724753,-0.97552276,-1.3355594,-1.6638225,-1.7317934,-1.7497913,-1.7563267,-1.6645632,-1.6219254,-1.5771637,-1.5365937,-1.0770104,-0.20734674,0.17112324,0.020670831,-0.41328162,-0.6781193,-0.66700995,-0.60305345,-0.45167795,-0.114163876,0.41531932,0.46807176,0.18408391,0.12790775,0.084843636,-0.0019692779,-0.33471483,-0.509026,-0.7042608,-0.9630778,-1.2175875,-1.3591032,-1.5239681,-1.7166984,-1.7150561,-1.60726,-1.3323985,-1.1768818,-1.1629676,-1.1781284,-1.1351678,-1.1271913,-1.2606831,-1.4037391,-1.4549797,-1.3218502,-1.569964,-1.8393248,-2.212994,-2.4107316,-2.3631217,-2.3159468,-2.332224,-2.3752239,-2.3840735,-2.4574707,-2.5056694,-2.6894011
0.48307747,0.4825328,0.48260832,0.48382452,0.48456368,0.48203737,-0.7749088,0.46986562,-0.98850465,-0.9271146,0.48544163,-0.7655849,-0.59281003,-0.37727565,-0.2675647,0.66774315,1.4245093,1.7489854,2.0382872,2.269127,2.486165,2.6922333,3.0039124,3.0486267,2.8687856,2.19295,0.845331,-0.5036905,-0.97060007,-1.1031861,-1.2770997,-1.0945412,-1.0983088,-1.16272,-0.9677538,-0.8943096,-0.8534037,-0.5176955,-0.10650268,0.5458446,1.3436333,1.7564312,2.0053487,2.1853883,2.2976725,2.179096,2.0407388,2.081075,1.7045597,0.84267694,-0.18436891,-0.34934822,-0.31438315,-0.46884784,-0.60038763,-0.43834317,0.28733492,0.66561073,1.0418547,1.4378064,1.6459583,1.168416,0.5367585,0.11662856,-0.4114504,-0.94163024,-2.0337408,-2.719576,-2.1336665,-1.5192438,-0.7207167,-0.46328625,-0.48615786,-0.5479691,-0.73075384,-0.8820534,-0.88328886,-0.7259551,-0.9493259,-1.7843435,-1.7968447,-1.5345962,-1.2470318,-0.9285128,-0.70512486,-0.77643186,-0.80022794,-0.8680635,-1.1850104,-1.3827239,-1.542958,-1.6549945,-1.6106833,-1.5829068,-1.1956846,-0.7186518,-0.11216003,0.50138503,0.87362903,1.0965921,1.2905312,1.5010655,1.4294361,1.3279214,1.0575461,0.9208823,0.92650825,0.8527349,0.80321884,0.77027935,0.76534945,0.5924703,0.4334636,0.36827654,0.09376238,-0.07565166,-0.24776787,-0.37387827,-0.31380484,-0.33587357,-0.4650918,-0.5424288,-0.6009734,-0.5173712,-0.4495428,-0.35761946
-0.98232824,-0.981352,-0.9817532,-0.99465436,-1.0112464,-0.9694258,-2.3057327,-1.1326139,-2.25668,-2.238832,-1.0232542,-2.283589,-2.1164894,-2.264278,-2.2112184,-1.7945924,-1.7319944,-1.6788502,-1.6835713,-1.7857758,-2.0639307,-1.6749163,-1.3473148,-1.0744677,-0.76615846,-0.7390457,-0.58322453,-0.9031435,-1.1269904,-1.186389,-1.2356215,-1.0386124,-0.784342,-0.7589702,-0.7866409,-0.4587849,-0.008593589,0.16891608,0.25444567,0.30617332,0.5295757,0.6726182,0.6597888,0.61541575,0.53022027,0.35649455,-0.05094382,-0.7397269,-1.4510535,-1.6520591,-1.23556,-0.39974105,0.08343156,0.13576674,0.32815236,0.27450237,-0.27906007,-0.2873286,0.27874687,1.1432214,2.2023501,3.0220194,3.1262932,2.813242,2.3493586,1.8372123,1.015369,-0.05376797,-1.6266253,-3.0962896,-4.366676,-4.586241,-4.6448298,-4.5383406,-4.309776,-4.0669265,-3.7622929,-2.8205318,-0.8461545,1.0839491,2.04839,2.6573813,2.8126924,2.2306058,1.808529,1.4662087,1.1538266,0.73994946,0.2123169,0.015180141,-0.07934858,-0.075053245,-0.081688255,-0.29867414,-0.82329607,-1.2544954,-1.4946985,-1.4584811,-1.0652323,-1.1258104,-1.0046036,-0.75709057,-0.50531065,-0.21639416,-0.15871601,-0.22531705,-0.36931708,-0.25365192,-0.16402486,-0.14094907,-0.37376714,-0.29001606,-0.18338951,-0.13198557,-0.1650568,-0.23758146,-0.14498657,-0.0049061477,-0.10089928,-0.15509093,-0.21123147,-0.23224786,-0.3577546,-0.7097044,-0.8566895,-1.225624
-0.37646744,-0.3758648,-0.37633193,-0.38159028,-0.38937938,-0.37102205,-1.947203,-0.47141194,-1.9237008,-1.7839494,-0.3932168,-1.4068446,-1.2221047,-1.2505145,-1.1984599,-1.146215,-1.1497704,-1.0377713,-0.90854275,-0.74360555,-0.52757454,-0.26300877,-0.066049516,0.09248704,0.16226746,-0.13734922,-0.25295126,-0.24113306,-0.5713818,-0.77724373,-1.1753175,-1.2866547,-1.2226659,-1.1469842,-1.0201726,-0.9861192,-0.74268734,-0.7156267,-0.8751762,-1.0261585,-0.9659905,-0.89578485,-0.97894835,-1.0724753,-1.1975067,-1.3335962,-1.5480181,-1.8653969,-2.071577,-1.6898401,-1.301866,-1.013483,-1.194419,-1.2981935,-1.1181034,-0.8579555,-0.77905524,-1.1847363,-1.5835425,-1.615129,-1.5143201,-1.4689316,-1.5456564,-1.6384401,-1.7257011,-1.8386092,-1.7419596,-1.4930637,-1.6339893,-1.8814657,-1.2216884,-1.1946104,-1.3676271,-1.2848736,-1.1782374,-1.0640318,-0.90062326,-0.44186693,0.42408752,2.541747,5.118728,7.72597,9.659337,10.324055,10.535348,10.443912,10.239534,9.875391,8.86453,7.87062,6.4179378,5.367576,4.368196,3.5671263,2.7766948,2.2428596,2.1636329,2.1943004,2.2991037,2.2179496,2.2344832,2.286245,2.31623,2.2968616,2.2869608,2.5120397,2.6104872,2.6779504,2.4871948,2.3433096,1.7310987,1.3750196,1.2568746,1.2613399,1.0525461,0.84923226,0.71703255,0.63620925,0.560414,0.55774635,0.2509217,0.25673848,0.14590517,-0.1470084,-0.1508806,-0.32901746
-0.40029308,-0.3996859,-0.4002548,-0.41203594,-0.4271111,-0.38744783,-1.0444407,-0.53612953,-0.94189316,-0.98569864,-0.43603748,-1.1199465,-1.2417551,-1.0908931,-1.1718665,-1.0940545,-1.1018364,-0.99265367,-0.9682389,-0.7543725,-0.20353821,0.05889093,0.074039325,0.19395456,0.73239946,1.4741665,2.145107,2.5504615,2.5101066,1.9675968,1.2935392,1.2708768,1.4293561,1.8703554,2.0598204,1.9003842,1.6105487,0.9252205,0.36740142,-0.098088086,-0.20708323,-0.19510126,-0.065635085,0.122045994,0.3494237,0.7509769,1.2181945,1.6634196,2.0204463,2.229498,1.7291136,0.2550569,-0.22221114,-0.30688062,-0.20914471,0.018548071,-0.20613585,-0.46064162,-0.93865204,-1.2278173,-1.1413486,-0.6288707,-0.07207891,0.3382728,0.7631019,1.1303552,1.4312774,1.0870908,0.17268576,-0.7771655,-1.8712517,-2.0184035,-2.1309361,-2.0927687,-1.9143711,-1.8224273,-1.6514716,-1.0752858,0.03208685,0.7840088,1.2821941,0.8829251,0.1547117,-0.09372641,-0.01639194,0.048574407,0.14580849,0.38126487,0.782141,1.0025163,1.236623,1.3264899,1.4057188,1.2263553,0.55883783,0.06018451,-0.29638138,-0.54205203,-0.6753608,-0.8108604,-0.9185168,-0.9630736,-0.7506974,-0.48621488,-0.12572151,-0.15122437,-0.29313087,-0.12185931,0.22312403,0.42121607,0.27136046,0.10282254,0.03732872,0.14052308,-0.20625275,-0.48764843,-0.9731594,-1.3338525,-1.3415564,-1.3883305,-1.5841806,-1.6252297,-1.7040052,-1.772714,-1.8389478,-1.9471941
-1.225977,-1.2255911,-1.2256365,-1.2242677,-1.222079,-1.2292944,-1.2044562,-1.2426686,-1.1346449,-1.1195467,-1.2280824,-0.9305152,-0.9355749,-0.98348135,-1.0430655,-1.2109913,-1.0612242,-0.8021733,-0.6211977,-0.38398072,0.39903623,1.409625,1.8515235,2.0933032,2.1518283,1.6871004,1.2706325,0.93342257,0.5756482,0.4251621,0.12960064,-0.019484282,0.2478312,0.5188382,0.7473782,0.7499552,0.45804077,0.2521087,-0.17819922,-0.30196148,-0.040862516,-0.041609228,0.01448831,0.10973498,0.18289092,0.14409226,-0.2627362,-0.7629371,-0.97648144,-0.88291836,-0.74438906,-1.0405005,-1.3467511,-1.4142812,-1.4976033,-1.3512654,-1.4058096,-1.6757863,-1.9385371,-1.9727077,-1.7359827,-1.3506551,-1.1944268,-0.97282046,-0.6817404,-0.48511997,-0.527431,-1.0829031,-1.7404126,-2.1199086,-1.8341489,-1.7202607,-1.6263696,-1.6065375,-1.5864692,-1.4692377,-1.3957008,-1.3336062,-0.70269996,0.2005535,1.1720327,1.5947697,1.5314665,2.0673015,2.3777118,2.749766,2.473312,1.7016098,0.70603293,0.18146452,-0.20697555,-0.4085226,-0.51700765,-0.6889052,-0.7600254,-0.6982042,-0.5387325,-0.48717192,-0.45796603,-0.45327574,-0.38982075,-0.2734582,-0.053183243,-0.050874256,-0.0072428575,-0.0007344894,-0.007874368,0.22798483,0.3505182,0.52433807,0.49175084,0.4753641,0.42371684,0.44399625,0.44522923,0.32752976,0.017911047,-0.54779565,-0.77499574,-0.99752605,-1.0995948,-0.9537557,-0.9533456,-0.9895462,-0.9462452,-0.9354733
-0.40390417,-0.4042967,-0.40414035,-0.39680874,-0.38566333,-0.4150835,-3.1579714,-0.347328,-3.3869042,-3.3537254,-0.3820203,-3.5828214,-3.7018955,-3.6636791,-3.581297,-3.3276074,-3.4345806,-3.5872998,-3.4749548,-3.3156538,-3.1595674,-2.8329635,-2.4427748,-2.2015917,-2.0374494,-2.0698612,-2.8410363,-3.7353358,-3.800424,-3.6146004,-3.307559,-2.854998,-2.7873216,-2.7572825,-2.603989,-2.4011867,-1.9809803,-1.6344748,-1.2909907,-0.29703978,0.69650614,1.1766281,1.2990364,1.2867552,1.1407223,0.91096354,0.58462316,0.18896377,-0.251579,-0.852774,-1.2051239,-0.7185519,-0.56630385,-0.62772393,-0.5399884,0.1956271,1.1154352,0.9469852,0.6775172,0.674041,0.49700892,0.048069894,-0.26665884,-0.5219122,-0.87588805,-1.2500526,-2.357809,-3.1126165,-3.0849993,-3.1314561,-2.7155263,-2.5303495,-2.5075395,-2.4812918,-2.530629,-2.5264335,-2.5154195,-2.547586,-2.507816,-2.2143352,-2.0519538,-1.6678445,-1.1760515,-0.9085583,-0.8091084,-0.90384334,-0.90196896,-0.9975761,-1.4408159,-1.6692424,-1.6382124,-1.1868515,-0.65015703,0.035417497,1.1091957,2.0373979,2.9503202,3.7753844,4.2504797,4.3747773,4.4558344,4.554534,4.615955,4.6779046,4.6079807,4.5531197,4.5131135,4.4687257,4.4806614,4.40133,4.3861012,4.141198,4.0534635,4.0320406,3.7992256,3.5019932,3.1316423,2.6168761,2.6738167,2.8275576,1.8826699,1.7134336,1.4647326,1.2918413,1.1690459,1.0945759
