0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
12.937806,13.012171,12.847205,9.184446,13.194582,9.184497,13.271795,13.193216,13.025313,12.743698,12.532238,12.484463,12.100671,12.044974,10.272789,7.4806542,5.3118253,3.6015887,3.4298115,2.609806,2.9869726,2.5183299,1.6175978,1.1473233,1.4382706,1.8853912,1.9953387,1.6535681,1.3554921,1.2198718,1.0199373,0.9950114,1.4187367,2.366256,4.2968426,5.423258,4.5256233,2.9066796,1.7333108,1.6009928,0.75389975,0.32220232,0.015855134,-0.22385609,-0.09253308,0.08199328,0.11109857,0.19814047,-0.012827727,0.962986,1.8662517,1.9238796,1.4404116,1.3407439,1.5597131,1.9438884,2.7376928,3.3403144,3.724937,4.138372,4.4553056,4.6674747,4.5079885,4.213122,4.1311555,4.2337966,4.2716284,4.069408,3.7001476,3.4463882,2.909471,2.2091277,1.5563416,0.9197824,0.6708725,0.61775494,0.5867515,0.5727043,0.57848406,0.5919727,0.63190836,0.7035938,0.9394195,1.4109384,1.9795218,2.2087786,1.9716978,1.3744874,0.7290689,0.19020343,0.42519763,0.71417356,0.36353356,0.13157421,0.3933146,1.7228504,3.2721667,4.0930157,5.3733015,5.9737043,6.6603107,5.6062183,3.2854035,2.469212,2.0916207,2.3598907,2.5333395,1.9933958,1.3218427,1.10889,1.0967312,1.0287187,1.0202352,1.2321366,1.2151561,1.4646869,1.5822265,1.562391,1.345365,1.4779698,1.5854738,1.5838354,1.4071784,1.4554378,1.4225874,1.3406088,1.1063073,0.6539382,0.3768006,0.5792204,1.2263324,1.9125205,2.2050443,2.4027574,2.5511699,2.5664558,2.1666155,1.4721638,1.1202958,1.222713,1.4879656,1.5567452,1.334223,1.0652969,0.8105667,0.35620147,-0.14551389,-0.32356304,-0.41272736,-0.67580855,-0.9372682,-0.89263874,-0.48684174,0.08997944,0.48312744,0.74138063,0.929894,1.0518117,1.1953837,1.2796596,1.8557175,1.9401549,2.6500936,3.6665144,4.226655,5.3478665,6.018733,6.7482424,6.7213206,6.631201,7.34941,7.6851773,7.8661995,8.32583,8.6098175
-2.013596,-2.0428905,-1.85109,-1.173973,-2.1409268,-1.1740147,-2.1311946,-2.1640553,-2.1901474,-2.1053944,-2.0306516,-2.0755343,-1.9826055,-1.9955657,-2.2452528,-2.5654016,-2.643692,-2.3507361,-2.2492528,-2.0280485,-2.034214,-1.9372791,-1.7157472,-1.5265055,-1.6895397,-2.1677008,-2.3798757,-2.8051734,-3.2675278,-3.5558069,-3.561761,-3.4908457,-3.4306355,-3.354345,-3.1482773,-2.8457427,-2.7711458,-2.7024167,-1.4098117,-1.1385696,-0.69792503,-0.63114375,-0.32993484,-0.044498533,-0.21256292,-0.49402627,-0.8160783,-1.0647482,-1.4251488,-1.8175273,-1.6749592,-1.8573797,-2.370669,-2.691142,-2.9263108,-3.1498857,-3.587974,-3.740697,-3.8345394,-3.9603612,-3.9609447,-3.6874988,-3.161323,-2.8754282,-2.8763123,-2.9431472,-2.968386,-3.075877,-3.0774405,-3.036683,-2.8998344,-2.6090286,-2.131541,-1.3684072,-0.45617405,0.34360152,1.1110823,2.3165705,3.60007,4.883422,5.9416924,7.1176744,8.316511,9.128704,9.132744,8.717064,8.178881,7.720318,6.8484364,5.1983376,3.6775346,3.2308578,3.108088,2.380905,1.2172092,-0.14525567,-1.3320341,-1.9873366,-2.509682,-2.6256258,-2.6025624,-2.654754,-2.3823538,-2.516284,-2.4671342,-2.355865,-1.9500294,-2.0003233,-2.149604,-2.1812134,-2.3300674,-2.5623012,-2.6721835,-2.5073647,-2.1741014,-1.5338372,-0.79612553,-0.35597178,-0.5798416,-1.5866724,-2.110253,-2.3523784,-2.300825,-2.1222997,-1.8818557,-1.6677468,-1.621578,-1.5412803,-1.3503168,-1.8875427,-2.401163,-2.6621158,-2.6212175,-2.63468,-2.7601771,-2.709499,-2.4108567,-1.7629874,-1.3183318,-1.2300781,-1.6203139,-1.796052,-1.8694481,-2.0285473,-2.1650705,-2.2089381,-2.2053905,-2.2048116,-2.2316961,-2.3575056,-2.4835446,-2.4985147,-2.5912366,-2.736774,-2.7703323,-2.7032766,-2.5688236,-2.401196,-2.2391257,-2.1714528,-2.097673,-1.9885228,-1.9655509,-1.9367292,-1.8660278,-1.8899763,-1.8308647,-1.9334743,-2.0080476,-2.0238285,-2.0966942,-2.1564498,-2.1923254,-2.2728488,-2.3299637
-0.048957616,0.056346565,0.13659334,0.3133699,0.19449687,0.31338078,0.063813955,-0.022993028,-0.060949504,-0.30866584,-0.63715583,-0.78331304,-1.01508,-1.1205555,-1.7768459,-1.7863657,-1.7421772,-1.4645045,-1.5957696,-1.9694185,-2.5966218,-2.9705133,-3.0343385,-2.9629235,-1.8477417,-1.3451529,-1.3907592,-1.857847,-1.8208604,-1.2437584,-0.6518878,0.046924293,0.29534054,0.18289359,-0.3212945,-1.2034428,-1.5871544,-1.5636494,-2.2660403,-2.4050913,-2.0348792,-1.7739187,-1.530859,-1.4581405,-1.4003431,-1.3119366,-1.24127,-0.9452745,-0.7983658,-0.67398494,-0.033468515,-0.5399474,-1.1408875,-1.0711789,-0.89343697,-1.0245627,-1.9803703,-2.274508,-2.252776,-2.1524682,-2.0896506,-2.0881815,-1.901521,-1.6400447,-1.3897874,-1.1946199,-1.1127002,-0.98993117,-0.9223697,-0.7641642,-0.4942409,-0.21297726,-0.057071134,0.08254422,-0.08480125,-0.21885924,-0.27519494,-0.3267083,-0.35714582,-0.42767608,-0.48031852,-0.5724468,-0.805139,-1.3176186,-2.0246625,-2.3866796,-2.491255,-2.5467296,-2.6322746,-2.7118595,-2.4429607,-1.879654,-0.5519806,2.696648,6.290224,8.44726,9.613506,10.004827,9.900051,9.825493,9.499341,9.31663,8.883551,7.573,5.0696526,1.476897,-0.5172651,-1.2135296,-1.7066047,-1.5342085,-1.3202585,-1.3101555,-1.496974,-1.8539107,-1.9391384,-1.556717,-1.2513077,-0.9330428,-0.6657351,-1.4620509,-2.4381094,-2.9529045,-3.1105983,-3.2077427,-3.093355,-2.870378,-2.4143467,-1.532658,-0.94322425,-0.24480183,0.18793735,0.54479843,0.39892346,0.050782084,-0.18991388,-0.33433652,-0.5090573,-0.63984156,-0.7245017,-0.851326,-1.039351,-1.2771355,-1.50897,-1.8219757,-2.1316204,-2.396544,-2.498311,-2.552875,-2.5981817,-2.714521,-2.8284135,-2.809291,-2.5586586,-2.2795544,-2.0300648,-1.8313253,-1.8016281,-1.8702776,-1.8290163,-1.6841415,-1.2172569,-0.79813373,-0.40762827,-0.1431388,0.010642961,-0.0018674731,-0.096017614,-0.061541844,-0.12821254,-0.16946001,-0.18073818,-0.20413569,-0.2623235,-0.34557325,-0.39400944
-1.8677355,-1.8387761,-1.9342455,-0.55206317,-1.7239364,-0.5520661,-1.6052604,-1.6230959,-1.6102856,-1.5163385,-1.4404114,-1.3926138,-1.2947474,-1.3738102,-1.406822,-0.9147635,-0.6291842,0.06628059,0.15734698,0.34086418,-0.18514724,-0.5306362,-0.65467465,-0.8960579,-0.8426531,-1.1993976,-1.37144,-1.5610127,-1.8953121,-2.1047082,-2.0822968,-2.2800531,-2.5411499,-2.7813845,-3.1222043,-3.1413639,-1.7534572,-0.6691998,0.60500723,0.61868596,0.8630533,0.8121031,0.4474524,-0.0045834184,-0.2813819,-0.50320303,-0.2611676,0.5414712,0.97785425,0.5097669,-0.14968704,-0.7021745,-0.718438,-0.3798557,-0.21370035,-0.19042659,-0.74493337,-1.0470855,-0.9693023,-0.67685753,-0.14465046,0.24676695,0.008917928,-0.50796366,-0.86674595,-1.1307583,-1.22116,-1.4741886,-1.6543106,-1.7166916,-1.4889286,-1.0553758,-0.8574227,-0.7325163,-0.82587904,-0.808763,-0.7473432,-0.677075,-0.596821,-0.5480298,-0.49487376,-0.35844988,-0.40485042,-0.6664654,-1.1013323,-1.3450899,-1.3818461,-1.1266851,-0.8290902,-0.4529338,0.08846091,0.6752643,1.7031819,2.3536105,1.3455715,-0.33621895,-1.4880215,-2.116349,-2.5828943,-2.696725,-2.600046,-2.4143014,-1.5667534,-0.8637948,-0.49200535,-0.6358001,-0.7391188,-1.0171106,-1.5786238,-1.7562742,-2.038009,-2.300111,-2.3400674,-2.2747464,-1.861297,-1.0397407,0.085031375,0.5771869,0.03890349,-0.9010831,-1.2776437,-1.516445,-1.7843109,-1.9600716,-2.1382716,-2.2004013,-2.2677252,-2.0641017,-1.761425,-1.6701372,-1.7086111,-1.6416955,-1.5114026,-1.4781832,-1.5500828,-1.4709499,-1.0970225,-0.46780348,-0.09259242,-0.23745692,-0.5737572,-0.5468267,-0.54004455,-0.74044245,-1.0350751,-1.4245116,-1.7758472,-1.9063609,-1.9797035,-1.966774,-1.9429667,-1.8813357,-1.8750794,-1.8366451,-1.635644,-1.3677309,-1.2581735,-1.2992281,-1.3647205,-1.6591367,-2.0068321,-1.9291645,-1.6999322,-1.2921884,-1.1253128,-1.1072239,-1.0904049,-1.0867348,-1.1838863,-1.2793021,-1.2430075,-1.2356505,-1.2403369,-1.2557541,-1.2202694
1.7858394,1.6106534,1.8772223,1.1258802,1.282454,1.125902,1.0070063,0.911955,0.8002001,0.98283136,1.2382019,1.0597272,0.6106098,0.9049682,2.3184185,3.753763,4.483416,4.7271976,4.929519,5.272312,5.3041153,5.1431675,4.399577,3.8069446,1.7118012,0.5377171,0.21541579,0.03851688,-0.31441504,-0.8909631,-1.2294453,-1.318869,-1.3590038,-1.4168895,-1.5103049,-1.39484,-0.88926816,-0.645457,0.26110753,0.89657634,1.1936715,1.7833875,1.4577448,0.8499464,0.72673255,0.6769891,0.37303725,-0.051415026,-0.3273125,-1.2913392,-2.1036768,-1.9964666,-1.6533723,-1.43599,-1.3517555,-1.2124437,-0.49825883,-0.17247161,-0.25146222,-0.62700677,-1.2315631,-1.876626,-2.1134357,-1.8944361,-1.7723925,-1.8063154,-1.8744055,-1.4456205,-0.8403823,-0.09160954,0.965047,1.8980796,2.1763878,2.3408225,2.2625532,2.0464077,1.7877927,1.4422153,1.0138547,0.63663363,0.28773516,-0.09502098,-0.21387076,-0.05155316,0.5201205,1.0028152,1.2858613,1.4527677,1.9400034,2.836631,3.4476175,3.5386138,3.0444427,1.664623,-0.45259184,-1.2665892,-1.310822,-1.1410995,-0.99324226,-1.1021746,-1.3102952,-1.5557325,-1.7185056,-1.5303344,-1.2243811,-1.5876153,-1.992438,-1.7416788,-0.8373573,-0.18157896,0.29936674,0.9212737,1.4198987,1.6941835,1.2917062,0.30750713,-0.9911904,-2.0325277,-2.1649513,-1.4521632,-0.8437749,-0.34356073,0.27374014,0.7701351,0.99974936,0.8830327,0.58649564,-0.16563383,-0.731056,-1.9331791,-2.755124,-3.0497437,-3.072075,-3.0917637,-2.9901028,-2.939789,-2.7995613,-2.46872,-2.0885553,-1.8718357,-1.9499485,-1.6721615,-1.4129251,-1.1946484,-0.98541665,-0.6161475,-0.14520516,0.028624691,0.15243098,0.46470004,0.8232145,0.9986912,0.85610807,0.5836793,0.28465122,-0.020558745,-0.2556951,-0.34367594,-0.3291814,-0.18646014,-0.34639266,-0.6934225,-0.9131775,-0.90089583,-0.7523826,-0.6416284,-0.5914122,-0.53349125,-0.3585642,-0.33758447,-0.31435364,-0.3561871,-0.3504284,-0.33530244,-0.32359052
-2.9020808,-2.9868746,-2.9676702,-1.9624927,-3.2330437,-1.9624879,-3.3123813,-3.4012642,-3.5624762,-3.6725721,-3.6233678,-3.4941463,-3.355781,-3.365969,-3.3854578,-3.2619224,-3.2496772,-2.9416308,-3.0759673,-3.3546338,-2.9295645,-2.5018322,-2.1120083,-1.9870651,-2.2530499,-2.7883148,-2.9633317,-3.10892,-3.1455252,-3.048284,-2.7268128,-2.7153723,-2.7738023,-2.8339906,-3.0248594,-3.3214612,-3.0772276,-2.4148607,-0.86005604,-0.3154003,0.7249152,0.7359416,0.15887228,-0.0818381,-0.1862146,-0.14126554,0.09054601,-0.034795195,-0.25554985,0.12930872,0.97207254,1.5454309,1.3422753,0.56775045,0.13487294,0.0347245,0.6314203,0.95288765,1.363159,2.3257923,3.5395665,5.9574986,8.499391,9.7071295,10.062686,10.348739,10.524083,10.681393,10.679783,10.394878,9.825546,8.941946,7.981406,5.7997866,3.8968906,2.7504168,2.2012212,1.7916756,1.698758,1.6579926,1.6240113,1.4367225,0.71774685,-0.04715251,-0.60244405,-0.9334142,-1.1493714,-1.2706863,-1.3562313,-1.3181525,-1.0088687,-1.2058606,-1.6814308,-2.5448718,-2.308647,-2.415817,-2.6434991,-2.4645433,-2.4308836,-2.4409673,-2.5307267,-1.9519036,-1.0479952,-0.73429453,-0.74729544,-1.15315,-1.2485435,-1.6168575,-2.2472014,-2.3404946,-2.1390657,-1.7349193,-1.3647585,-1.1047837,-1.0107846,-0.95194983,-0.6717251,-0.18550801,-0.2716833,-0.866678,-1.4836462,-1.8502276,-2.1498587,-2.3148375,-2.3694613,-2.2256832,-2.1566114,-2.2026725,-2.0187607,-2.261591,-2.5532951,-2.5943937,-1.4614012,0.21924311,0.41764438,1.759365,4.3005652,7.1679626,8.798136,10.156111,11.2106285,11.502821,11.44384,11.250649,10.88975,10.269491,9.393183,8.520422,7.4906163,6.289118,4.50956,2.2272198,0.96935797,0.20961724,-0.24977699,-0.46712276,-0.48741484,-0.3195459,-0.03221801,0.55887765,1.3193133,1.5867977,1.2061315,0.38410044,-0.09997854,-0.26291817,-0.30344173,-0.34782764,-0.3691104,-0.3709243,-0.4409842,-0.4955247,-0.552566,-0.75655663,-0.9569335
-1.946928,-1.9971249,-2.058086,-3.2909315,-2.1843407,-3.290927,-2.356545,-2.3968296,-2.430476,-2.3246229,-2.1893756,-2.148421,-2.145753,-2.1347995,-2.0770824,-2.354712,-2.4421742,-2.2452197,-2.2678158,-2.0289369,-1.6819127,-1.3008395,-1.1432794,-1.0375602,-1.0194103,-0.7526091,-0.80422527,-1.0982213,-1.4886574,-1.975075,-2.2121608,-2.3610141,-2.354987,-2.365003,-2.587908,-2.9269547,-2.862247,-2.137429,-0.8320421,-0.8857642,-1.031595,-0.8737993,-0.5831403,-0.43650603,-0.42288443,-0.5112691,-0.6870655,-1.0758743,-1.0205815,-0.79366004,-1.0529166,-1.2510996,-1.5581143,-2.0847502,-2.46412,-2.4946754,-1.8736657,-1.5848441,-1.5507963,-1.5164747,-1.4594038,-1.4152055,-1.3013803,-1.4535081,-1.6186566,-1.7893229,-1.8669178,-1.9968576,-1.947524,-1.9809867,-2.0734103,-1.933171,-1.4529765,-0.7862513,-0.41451132,-0.23308742,-0.18390292,-0.16643207,-0.22074707,-0.32257077,-0.43658835,-0.6519002,-1.0599668,-1.2594498,-1.1884849,-1.2066846,-1.2112316,-1.099874,-0.85191584,-0.36332026,0.11705288,-0.07710841,-0.49170923,-1.265821,-1.6522865,-2.0867882,-2.7321389,-2.882081,-2.8807108,-2.974801,-3.1559315,-3.1824036,-2.5338104,-1.890172,-0.68770975,0.93089163,0.9662511,0.83533186,0.46077615,0.49340025,0.8656416,1.174533,1.1295397,0.8033255,0.37747937,-0.3207323,-0.94089335,-0.7494823,-0.73263127,-0.6617913,-0.39331037,-0.10352342,-0.061667316,-0.032993652,-0.19845535,-0.48875833,-0.81571484,-1.5974526,-1.9290853,-2.02995,-2.2690969,-2.702103,-2.7442193,-2.5316067,-2.3955894,-2.1921592,-1.8013918,-1.3537296,-1.1379559,-0.7869553,-0.43338677,-0.35449082,-0.37588373,-0.3848424,-0.28319645,-0.05671005,0.13401419,0.044734307,-0.1240678,-0.30442894,-0.42376828,-0.47118682,-0.69109863,-0.70685446,-0.6244473,-0.48366493,-0.28374588,-0.31650215,-0.446897,-0.46369064,-0.8778919,-1.372067,-2.0233502,-2.4838805,-2.7100341,-2.9176795,-2.8981628,-2.959932,-2.9323654,-2.8273697,-2.87474,-2.8919077,-2.8492284,-2.8391662,-2.8593462
-1.3510523,-1.392024,-1.6976289,-0.9040916,-1.4685667,-0.90409416,-1.5631176,-1.6632965,-1.7756386,-1.7485117,-1.7546016,-1.8617746,-1.933999,-1.6975238,-1.5907502,-1.306753,-1.326975,-1.2972481,-1.0911971,0.19375423,0.9097698,1.5940853,2.2382758,2.2375796,1.515667,0.5011082,0.22485514,0.21035689,0.1815004,-0.29325745,-0.5672039,-0.9221583,-1.3008652,-1.4524252,-0.6093861,2.5748224,7.175888,10.017412,11.826506,11.663729,11.372921,9.993872,8.087021,5.353878,3.7493818,2.190956,0.7662194,-0.116700396,-0.45061952,-0.044856742,0.11322448,-0.31224957,-0.70310086,-0.7993527,-0.8157337,-0.91731083,-1.3405545,-1.6815224,-1.8276135,-2.0238605,-2.0264924,-2.1511667,-2.453476,-2.492958,-2.5006175,-2.4499621,-2.277575,-2.0823724,-1.9394677,-1.7263253,-1.2775334,-0.8502718,-0.93578327,-1.2083527,-1.1479392,-0.97552514,-0.74898046,-0.3708846,0.10864982,0.64887977,1.1259186,1.7918494,2.4227712,2.7109985,2.4902658,2.0065613,1.560418,1.4152412,1.3070028,0.8665541,0.64147395,0.9811059,1.5701675,1.9826171,1.5209379,0.5210145,-0.6939984,-1.460865,-2.2208266,-2.3980532,-2.1182263,-1.4157263,-0.38000968,-0.4498229,-0.7283555,-0.8324916,-0.7973151,-1.3353453,-1.8883911,-2.1443686,-2.3563528,-2.5361912,-2.5790796,-2.2551363,-1.5523114,-0.5902592,0.2514425,0.8450191,0.69936407,-0.13994482,-0.83495486,-1.4126143,-1.6065943,-1.4876413,-1.1402687,-0.6726477,-0.44859314,-0.32176763,-0.4487523,-1.0240426,-1.5163683,-2.0139773,-2.2107532,-2.2765596,-2.350816,-2.4324055,-2.2113156,-1.6732457,-1.3628551,-1.5130081,-1.7304754,-1.3352246,-1.0162909,-0.8875588,-0.90206575,-0.9301922,-0.8673602,-0.69843364,-0.52252865,-0.4046727,-0.33079088,-0.27384722,-0.4225998,-0.51353365,-0.4477529,-0.31152815,-0.16337737,0.08803818,0.17099139,0.1867963,0.18324289,0.29534155,0.28091368,0.23035239,0.12021385,-0.15655097,-0.22001861,-0.4105907,-0.4288633,-0.45797214,-0.5588069,-0.59112275,-0.58983266,-0.6139549,-0.60159874
-1.098412,-1.2298189,-1.3343387,-1.3178294,-1.3217082,-1.3178298,-1.3260098,-1.3363799,-1.3437078,-1.3497709,-1.3461444,-1.3274497,-1.4714081,-1.5939121,-1.7574204,-2.0789204,-1.7431824,-1.5033604,-1.3640368,-1.0831469,-0.63953125,-0.17845729,0.11296162,0.1298154,0.055562496,0.27704474,0.20443898,0.14319193,-0.23201016,-0.90748215,-1.1158539,-1.2994202,-1.3051479,-1.2168256,-0.8471356,-0.74807215,-0.84224707,-0.85525095,0.22315128,0.33606204,-0.52057004,-0.8522135,-0.47366625,0.5105503,0.839402,1.0304255,0.94497246,0.18151128,-1.2722723,-2.1727605,-2.4030592,-2.2418208,-2.172978,-2.2779698,-2.331102,-2.2482467,-1.3962015,-0.86770326,-0.63474596,-0.5852013,-0.71211773,-1.1394873,-1.250468,-1.0242926,-1.0295787,-0.956573,-0.85507256,-0.64308566,-0.42531884,-0.40352243,-0.59341097,-1.0982304,-1.3890035,-1.7736814,-1.8937212,-1.9453671,-2.0382738,-2.1031559,-2.1639807,-2.2086425,-2.2395196,-2.1912088,-2.106292,-1.9667387,-1.7322676,-1.8808336,-2.0647438,-2.2311425,-2.3246002,-2.0565078,-1.5533259,-1.379088,-1.358353,-0.94958127,-0.17302823,-0.2764076,-1.1563696,-1.7004186,-1.5866417,-1.4156592,-1.2399989,-1.1041007,-0.8809224,-1.0090184,-0.51823485,0.27429765,0.17782581,0.13698848,0.39022207,0.24032411,-0.044170603,-0.29909277,-0.40302843,-0.40589216,-0.6190006,-1.1955159,-1.8414571,-2.3290257,-2.5722206,-2.3268356,-1.6165428,-0.8742622,-0.04836794,0.5469637,1.1055624,1.1437693,1.1877481,0.81881523,0.5951539,-0.017227147,-0.8768948,-1.5504813,-1.5067813,-1.3363043,-0.98958194,-0.80824023,-0.6240789,-0.4955021,-0.37933606,-0.16855246,-0.10055098,0.6443584,1.4332868,2.9832807,4.8400073,7.0343485,8.58957,9.091787,9.333907,9.330204,9.184611,8.486552,7.260637,5.899046,4.4920263,3.1073048,2.1202455,1.4395628,0.9373095,0.5243896,-0.1750167,-0.41338053,-0.6342267,-0.8742176,-1.0407574,-0.95392466,-0.9204279,-1.1450105,-1.3088284,-1.3885279,-1.3578044,-1.2582452,-1.2623806,-1.0905554,-1.0493673
-2.7369394,-2.700627,-2.4656315,-2.1716762,-2.7414052,-2.1716986,-2.8840208,-3.0038662,-3.1523144,-3.3437135,-3.3405676,-3.4365172,-3.7006245,-3.6061573,-2.978787,-2.5283139,-2.2691407,-2.1202695,-2.118008,-2.0939398,-2.0080762,-1.7785938,-1.6194928,-1.6894262,-3.264392,-4.2943525,-4.3791566,-4.1840544,-3.7754526,-3.242702,-3.1239336,-3.0353312,-2.9989383,-2.991097,-3.1362753,-3.095436,-2.7633057,-2.8473058,-2.7426577,-2.3515282,-1.6322358,-1.0031419,-0.7974831,-0.8779413,-0.8063166,-0.6542584,-0.48146212,-0.7454166,-0.9104987,-1.7194384,-1.6258072,-0.60223657,0.3821164,0.84458643,0.8615839,0.9352428,1.1391118,0.9501199,0.7603669,0.5798641,0.35889846,0.07743913,-0.061323524,-0.2523046,-0.49282408,-0.8686621,-1.0903845,-1.3399581,-1.4529161,-1.4368861,-1.2365437,-0.6517723,0.06780334,1.0475867,1.4868379,1.5972757,1.6439247,1.6149175,1.4675577,1.2880896,1.0626059,0.69770545,0.32081863,-0.1611597,-0.99135184,-1.7042782,-1.8301108,-1.7981924,-1.5717381,-1.0549452,-0.7677819,-0.83153117,-1.2107115,-1.9962063,-3.132297,-3.817463,-3.5592146,-3.180159,-2.832863,-2.6078625,-2.4077656,-1.9744223,-1.8862329,-1.8163471,-1.9533037,-1.8896513,-1.7290744,-1.6360073,-1.4898448,-1.1482244,-0.56705815,0.23128921,0.8176671,1.4082798,1.5185326,0.9691814,-0.09855143,-0.8230534,-0.81864434,-0.53480834,-0.54701483,-0.61880904,-0.98085135,-1.2017533,-1.5846026,-1.9175965,-2.318043,-3.1433256,-3.6941488,-4.2648354,-4.261142,-3.7545793,-3.3505473,-3.0046806,-3.0041401,-2.842629,-2.5341287,-1.9718028,-1.6249876,-1.6416748,-2.0031211,-2.3262687,-2.4544613,-2.6672962,-2.7874475,-2.7778306,-2.3974843,-2.0188634,-1.9511073,-2.0153346,-2.0856261,-2.0246139,-1.8910422,-1.7553358,-1.7244272,-1.7282503,-1.640671,-1.3207175,-1.0431851,-0.7877857,-0.42632303,-0.25695914,-0.36639842,-0.4627599,-0.35673693,-0.5018127,-0.68661404,-0.714516,-0.60682625,-0.5199708,-0.5884576,-0.6513592,-0.6395529,-0.7866921,-0.86840403
