0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
13.107129,13.234335,13.297932,13.321531,8.946675,13.319681,8.950934,12.720011,11.840809,10.933301,9.623475,8.021578,5.803897,4.279003,3.2061152,2.1658585,1.7260303,1.9492238,1.7484236,1.2227099,0.86231893,0.8316884,0.9085599,1.0424958,0.9967072,0.8600043,1.1110768,2.1224055,2.8321924,3.441932,4.165312,3.5136442,2.4714353,2.1062272,1.7237508,1.4842604,1.2323802,1.120169,1.0099093,0.943188,0.7275729,0.42913708,0.15173882,0.256331,0.81675416,1.1525881,1.9188347,2.2777307,2.428224,1.7002418,1.3305233,1.2157413,1.4889665,1.1205144,0.68993795,0.50070566,0.7061494,1.0363228,1.3016672,1.5442147,1.6778134,1.7366782,1.7965801,1.8141472,1.82093,1.8492265,1.8688067,1.8658414,1.8979594,1.9221736,2.0722094,2.3921106,2.8114996,3.245877,3.8009899,4.7891774,5.714542,6.4245634,7.1128883,7.605234,7.783231,7.8236866,7.498743,6.4417267,4.2515078,3.0637867,2.0858138,1.7402483,1.7948109,1.6298056,1.4380249,1.1428896,1.0007979,0.635106,0.52841324,1.0063418,2.441358,2.5131454,1.1137084,-0.19789451,0.4730914,0.57835037,0.67355984,0.6336858,0.6860336,0.7498889,0.74358004,1.1078379,1.8313453,3.2681994,4.266471,4.7519817,3.7212,3.21878,2.5062833,1.8182596,0.8558178,0.23985606,0.19028123,-0.010025907,-0.05493116,-0.117968686,-0.118530005,-0.08010881,-0.064028755,-0.0083646625,0.105413206,0.15581876,0.16161714,0.018919438,0.1285212,1.1929997,2.071655,2.7325697,3.9399552,5.0219784,6.293172,6.8412347,6.439234,5.3072004,4.2243166,4.084055,3.377887,1.9597044,0.09300077,-0.62181747,-0.32120138,0.0007426441,-0.04743509,-0.11192089,-0.14032106,-0.024120778,0.19688778,0.69627047,1.2530538,2.1238697,2.516119,2.4778228,2.7207608,2.0675275,1.5032456,0.5593194,0.31915325,1.281846,2.2200093,3.0040894,3.071087,2.9509935,3.373553,3.4649277,3.8539567,4.667621,5.679743,5.8384695,5.982999,5.9038877,6.112009,6.636525,7.192944,7.790864,8.559427,8.831924,8.945482,8.945606
-2.9193213,-2.8986924,-2.8276134,-2.767159,-1.7689989,-2.7312973,-1.7714787,-3.030596,-3.1443686,-2.8294156,-2.5105412,-2.566321,-2.734304,-2.5910769,-2.456856,-2.3079271,-2.2928174,-2.2437282,-2.0614781,-1.9221858,-1.7848647,-1.7106528,-1.6340811,-1.6285195,-1.5852467,-1.4575415,-1.3877904,-1.4747986,-1.7085813,-1.9582672,-2.1983204,-1.7514057,-1.0987486,-0.75356615,-0.4284851,-0.16646798,-0.023032852,0.023346752,0.03880559,0.08893144,0.23193967,0.49651572,0.47012946,0.015545428,0.076928794,0.010609269,-0.4945646,-1.170565,-1.762526,-1.7240603,-1.6745646,-1.7961845,-1.7900792,-1.88309,-2.0743558,-2.279546,-2.8694146,-3.3286395,-3.454179,-3.5374315,-3.5860662,-3.5745869,-3.560994,-3.5500424,-3.5443223,-3.518733,-3.5126226,-3.5595374,-3.593776,-3.6455953,-3.7483149,-3.854692,-3.7987828,-3.503611,-3.1885295,-3.0409403,-2.9969668,-2.9887843,-3.1017404,-3.194674,-3.2682772,-3.2807205,-3.3739028,-3.3325443,-3.0122902,-2.7943244,-2.5549037,-2.424016,-2.2730455,-2.2753785,-2.2833138,-2.2928505,-2.3797948,-2.294104,-2.2764735,-2.610306,-2.444532,-2.0919166,-2.0588202,-2.2689755,-2.3615098,-2.0283198,-1.6047875,-1.2006294,-0.9353454,-0.5436078,-0.3152777,-0.02759388,0.013159052,-0.23784614,-0.38635162,-0.4227114,-0.04659596,-0.057772636,-0.2621506,-0.15493017,-0.19880483,-0.25487044,-0.6638202,-0.8661173,-0.82459766,-0.7626737,-0.73909724,-0.7104782,-0.66262746,-0.6259166,-0.61236143,-0.5608413,-0.5043014,-0.24251431,0.50819904,1.649061,1.8878565,1.9940956,1.4584327,0.61586726,-0.7003318,-1.8772533,-2.2873034,-2.9517236,-3.5362334,-3.7776744,-3.556757,-3.1673474,-2.9040174,-2.4908445,-2.0734448,-1.3527449,-0.6080769,-0.26777795,0.030410409,0.42139477,0.22903591,-0.46457964,-0.69030774,-0.6295692,-0.7546712,-1.1146128,-1.6859355,-1.6343398,-1.7808856,-1.6802413,-1.8067043,-2.4192712,-3.2445493,-3.9790611,-4.0381885,-3.9218974,-4.0018,-4.043124,-4.020531,-4.163591,-4.1368866,-4.0166464,-3.8814025,-3.8114655,-3.8301783,-3.8785505,-3.8816578,-3.7643194,-3.6299984,-3.5119994,-1.7711236,-1.7684929
-0.874185,-0.91392124,-0.96126986,-1.0358263,-0.19471434,-1.1927701,-0.19563891,-1.2949352,-1.1441286,-1.0461533,-0.93975973,-0.80936503,-0.5296408,-0.37449718,-0.584432,-0.7739556,-1.4089003,-2.128126,-2.4690259,-2.6124744,-2.6627638,-2.6274822,-2.5413861,-2.4481204,-2.3524573,-2.1598802,-2.1333406,-1.9892592,-1.9146569,-1.8354751,-1.6392525,-1.660069,-1.4728012,-1.3612276,-1.2905182,-1.2501543,-1.2036579,-1.146253,-1.1008854,-1.1036406,-1.1184951,-1.0623764,-1.1274099,-1.469573,-1.7778751,-1.659742,-0.44951212,0.46637508,0.58203584,0.41190287,0.05111462,-0.16991228,-0.16976973,-0.37176788,-0.3573167,-0.24242303,-0.30613416,-0.9710227,-1.5383006,-1.7388893,-1.8188624,-1.8696681,-1.8918881,-1.875621,-1.8637666,-1.8784362,-1.8908639,-1.8766971,-1.7821879,-1.7030027,-1.5822678,-1.4384124,-1.3717103,-1.3983375,-1.3029459,-1.2677932,-1.5544182,-1.7929003,-1.7926893,-1.7276578,-1.7614591,-1.8142127,-1.737428,-1.5519159,-1.3901223,-1.3017651,-1.282584,-0.86845833,-0.84050727,-0.96498394,-1.0314095,-1.104824,-1.189544,-1.6209941,-1.6425917,-0.9742516,-0.9397435,-1.9439776,-2.7189736,-2.4133499,-2.226845,-2.5129437,-2.89334,-3.2088342,-3.406035,-3.5407634,-3.5464978,-3.5280879,-3.3960629,-3.5330782,-3.35736,-2.494151,-1.8674234,-1.6065671,-1.0635076,-0.86661196,-1.4539679,-1.5092335,-1.5091857,-2.2440705,-2.3829381,-2.3874123,-2.3642662,-2.3660045,-2.3708086,-2.3974974,-2.494777,-2.6038842,-2.5721471,-2.4650598,-2.604049,-2.9424002,-3.1128604,-3.0738008,-2.9234564,-2.69332,-2.3364375,-2.2321098,-2.2621493,-1.7941363,-1.7066162,-1.6997793,-1.7737193,-1.7769452,-2.0326576,-1.4627584,-1.0524361,-1.1457216,-1.2232909,-1.1821922,-1.0959525,-0.89227927,-1.0118487,-1.3983251,-1.5994325,-0.7387357,0.25151414,0.71609104,0.718824,0.452691,0.39670074,0.10222942,-0.05125135,-0.21361922,-0.94553226,-1.9998491,-2.0464456,-2.0852857,-2.0094416,-2.0003839,-1.8818749,-1.4897163,-1.2982938,-1.1734493,-1.0347037,-0.9640329,-0.8566109,-0.84125924,-0.946388,-1.1067605,-1.2727273,-1.3382497,-0.19735868,-0.19450912
-2.4733737,-2.4801555,-2.4492283,-2.379403,-0.27589935,-2.1941953,-0.27991104,-1.899637,-1.4888719,-0.9586092,-0.45593482,-0.095878445,-0.036168,-0.023751825,0.08779113,0.31882465,0.22492413,-0.32287365,-1.2521545,-1.9561758,-2.2116365,-2.2834005,-2.239756,-2.1370401,-2.0134718,-1.5926176,-1.3005022,-1.1376176,-1.2614143,-1.3883959,-1.427792,-1.3628755,-1.1223383,-0.9105346,-0.7089894,-0.48990393,-0.24976932,0.047516525,0.3849184,0.97510684,2.1758838,4.458605,7.6285934,9.796089,11.217594,11.411097,10.531585,7.3797007,3.5536065,2.605624,1.5056952,0.7274196,0.4072153,0.39929977,0.10025801,-0.025620475,-0.16555338,-0.07334085,-0.052467458,-0.197562,-0.33876932,-0.45539418,-0.5554199,-0.58361924,-0.64713246,-0.74419445,-0.8781103,-0.97103155,-1.0105454,-1.0733982,-1.1776086,-1.3294814,-1.3900024,-1.4371729,-1.4942021,-1.5754663,-1.7462294,-1.9788874,-2.1779354,-2.2911882,-2.4132016,-2.3385575,-2.0980415,-1.6887443,-1.3296292,-1.3057015,-1.5374185,-1.7434778,-1.7448276,-1.7284049,-1.7058377,-1.7235067,-1.8179119,-1.7034152,-1.4046242,-1.2730403,-1.443003,-0.9297581,-0.8485044,-0.7101156,-0.24831238,0.48716265,1.324231,1.9066665,2.7051177,3.541133,4.3378534,5.819222,7.395773,8.932005,10.318356,11.051445,11.696348,11.855625,11.95192,12.049392,11.651608,9.547601,6.729639,1.9844031,0.5010996,0.090850204,-0.118944794,-0.258631,-0.33593336,-0.35509485,-0.35256907,-0.08686006,0.57049054,1.8865848,2.698796,2.9800649,2.8573692,2.439281,1.7586277,1.3744439,0.37932095,-0.58255655,-0.8792032,-1.1616914,-1.4970175,-1.6081297,-1.5416961,-1.2723867,-0.98342896,-0.7988279,-0.51906717,0.077976406,0.85198593,1.5949037,2.7905302,5.4227138,8.021273,9.642435,10.9699,10.874887,9.142647,6.862175,3.3071945,2.1781454,1.3143299,0.96492076,0.59075385,0.05283229,-0.31252128,-0.45339882,-0.39949355,-0.39522874,-0.9093319,-1.1420176,-1.2025707,-1.3287215,-1.3695315,-1.4618771,-1.5516838,-1.4573051,-1.4779556,-1.5881191,-1.7395835,-1.8497181,-2.0555208,-2.0356438,-0.27814865,-0.2750512
1.099702,0.9146146,0.8084003,0.7868368,0.20849335,0.5977109,0.21247077,0.36501485,0.11977656,0.019631237,0.1486056,0.44980317,0.72521895,0.4380975,0.17817524,-0.04027143,-0.17770475,-0.35084587,-0.276959,-0.21269523,-0.20925096,-0.26435956,-0.3955314,-0.6072104,-0.7449967,-0.99254036,-0.9644443,-0.8457751,-0.8653668,-0.45923865,-0.20797496,0.69497883,0.99831456,1.0456352,0.99713314,1.0049832,0.99779785,0.98836863,1.003747,1.0199338,1.0192478,0.8563477,0.6385505,0.041041315,-0.516978,-0.5302303,-0.9678906,-1.0743392,-1.161758,-0.8814175,-0.6428982,-0.6326526,-1.0745227,-1.4927512,-1.476993,-1.3838472,-1.2901224,-0.64277524,0.3279226,0.6458779,0.7675854,0.8553505,0.8435582,0.7944318,0.77669793,0.81471384,0.85418516,0.9145386,0.82889414,0.8189632,0.82200664,0.7639639,0.47962707,0.19534728,0.03299749,0.09464711,0.49291313,1.0576673,1.5757668,1.8594282,2.2008793,2.3603666,2.3858366,2.5491524,2.869213,4.338213,6.3079643,8.98513,10.366858,11.055031,11.293071,11.49503,11.629076,11.79229,11.041782,8.356798,4.4501915,0.71691823,0.2915673,-0.08591454,0.029034287,0.22490844,0.47395366,0.75061446,0.93269336,0.99724567,0.9518864,0.74915123,0.18072239,-0.29425886,-0.24706091,-0.38149202,-0.51666063,-0.7358289,-0.9476974,-1.0686197,-0.9386101,-0.6012027,0.11712709,1.068172,1.1044766,1.0301499,0.97716784,0.9026438,0.87354696,0.8283851,0.79374623,0.6229672,0.28628325,-0.94023514,-1.8764125,-1.9145324,-1.5185857,-1.3130414,-1.0784217,-0.73709637,-0.3797255,-0.26104152,-0.27330816,-0.38529283,-0.056305006,-0.05687219,-0.040489465,-0.12072012,0.15187745,-0.052765325,-0.15887344,0.49034047,1.0896657,1.3732193,1.5393608,1.5908539,1.0909328,0.23086613,-0.5316354,-0.93918574,-0.9436879,-1.0793278,-1.2603978,-0.9838501,-1.1812191,-1.4291732,-1.3501426,-0.9292369,-0.4495404,0.63124675,0.6775979,0.6436582,0.40733296,0.45413268,0.15192474,-0.10570562,-0.16043742,-0.099720195,-0.076081425,-0.17649987,-0.22567827,-0.19229157,-0.11307515,0.022389993,0.20578374,0.18033996,0.2168045,0.20792994
-3.2814746,-3.327664,-3.3296547,-3.3769073,-0.5422891,-3.123973,-0.5423389,-3.1261125,-2.8530698,-2.4690819,-1.6456861,-0.9931555,-0.3615213,-0.03898768,0.39574975,0.73598826,0.32568976,-0.7459269,-1.4424212,-1.3506904,-1.1080762,-0.8939954,-0.69159514,-0.57702416,-0.45799488,-0.16434312,-0.030018628,-0.17363983,-0.46329492,-0.4387774,-0.33575737,-0.11731738,-0.3100261,-0.4743977,-0.5331222,-0.55553186,-0.58556175,-0.599784,-0.5440817,-0.37292114,0.023715436,0.2706956,0.03502573,-0.30406258,-0.053233124,0.28940254,0.99729633,1.1751802,0.9292069,0.86572444,0.9332868,1.1503048,1.7017578,2.587797,2.2473397,1.5356644,1.2888974,1.2349076,0.6949258,0.5593641,0.5107335,0.44781315,0.43124205,0.43487787,0.41356772,0.35801762,0.28647453,0.17265433,0.050038256,-0.111595556,-0.40134022,-0.7630174,-0.974455,-1.1196002,-1.323647,-1.1410239,-0.83129203,-0.6795943,-0.9299786,-1.0751519,-1.3832586,-1.5246699,-1.3479398,-1.2492652,-1.0831218,-1.2279578,-1.583498,-1.9775177,-2.070999,-1.8797674,-1.7503281,-1.50617,-1.2807031,-0.7318728,-0.80252135,-1.6282077,-1.9850507,-1.4424725,-0.5765576,-0.15426368,-0.48387048,-0.58337665,-0.7220208,-0.91559106,-1.0811291,-1.3320357,-1.5462067,-1.8206685,-2.1116915,-1.9076656,-1.4102161,-0.98655355,-0.82512623,-0.37394452,0.038574353,0.21247374,0.20027527,-0.36151642,-0.5675895,-0.94086814,-1.1250921,-1.1137537,-1.0668716,-0.9537762,-0.78227824,-0.63986117,-0.36848035,-0.036715806,0.22107989,0.46836126,0.83742297,0.83469856,0.5324874,0.04838127,-0.8893354,-1.5945253,-2.3114212,-2.9417725,-2.9776797,-2.9850607,-2.9390144,-2.8988984,-2.5322893,-1.432,-0.058496848,-0.2093738,-0.63884825,-0.55314994,-0.40971997,-0.34983155,-0.25258988,-0.29368702,-0.4112308,-0.4245893,-0.10687706,0.3425646,0.8161533,0.7986264,0.9909195,1.1901562,1.6995254,2.8981967,2.5089755,1.1691028,1.3567365,1.1916935,1.0554416,0.9742239,0.38478404,0.07319918,-0.27895483,-1.0043346,-1.2149488,-1.0833876,-1.1538196,-1.026005,-0.9563552,-0.82169837,-0.6485364,-0.34430668,0.0065066814,0.1716318,-0.5395556,-0.54214454
-2.6634514,-2.6440437,-2.6240458,-2.653159,-2.794467,-2.7936969,-2.7955675,-2.9014077,-2.890409,-2.8024073,-2.7051601,-2.6517363,-2.9050508,-2.9054923,-2.8496752,-2.6410155,-2.2312229,-1.8208641,-1.5090665,-1.0178139,-0.73771966,-0.6772266,-0.73543453,-0.81449616,-0.80839354,-0.8121635,-0.91528255,-1.1568936,-1.2819054,-1.444712,-1.5915027,-1.7000558,-2.0382855,-2.1791852,-2.2029583,-2.169651,-2.0731306,-2.001867,-1.9383187,-1.8398842,-1.7233728,-1.6641521,-1.4309249,-1.069679,-0.5701429,-0.5015888,-0.64530087,-0.9650265,-1.5659415,-1.5440261,-1.4942783,-1.438005,-1.4319257,-1.2588875,-1.0574502,-1.0528785,-1.2270157,-1.1311214,-1.2752602,-1.4825629,-1.6395772,-1.7068486,-1.7356038,-1.7627026,-1.7889175,-1.8117383,-1.8580682,-1.9673538,-2.067425,-2.1508312,-2.2509384,-2.3420324,-2.281033,-2.0914695,-2.0091045,-2.181801,-2.2005653,-2.167952,-2.3066685,-2.4326446,-2.5197358,-2.5827215,-2.681165,-2.6195626,-1.9742429,-1.2858477,-0.74473023,-0.7018434,-0.84709513,-0.9092749,-0.9201679,-0.90246737,-0.8639041,-0.74116105,-0.8744078,-0.8108676,-1.2887913,-1.91158,-1.6099017,-1.1594684,-1.1884079,-1.2541466,-1.3836594,-1.447518,-1.5569365,-1.7238091,-1.889235,-2.1116185,-2.2819011,-2.1513147,-2.04882,-1.923779,-1.8490517,-1.8528681,-2.003079,-2.0716176,-2.2087483,-2.2761707,-2.2694263,-1.8288804,-1.6172225,-1.5535278,-1.5439065,-1.5395752,-1.5554209,-1.518208,-1.5183508,-1.427663,-1.5235715,-1.5347836,-0.89158595,-0.51247954,-0.6168699,-0.8374135,-1.2209792,-1.6013192,-1.8289585,-1.8230505,-1.6948857,-1.8281443,-1.9094725,-2.0774558,-1.8231416,-1.2284629,-0.32284635,-0.8916172,-1.5448182,-1.439039,-1.1650125,-1.1135321,-1.1912503,-1.440079,-1.4200721,-1.210296,-0.855317,-0.92954975,-1.2281344,-1.4625357,-1.8025727,-1.782246,-1.653331,-1.2951391,-1.4937109,-2.3039026,-2.7174807,-2.4440114,-2.3986192,-2.2505422,-2.288814,-2.2330725,-2.3376622,-2.7722495,-3.1076062,-3.1138697,-3.1959922,-3.2273169,-3.3214011,-3.4399483,-3.4720385,-3.4519696,-3.3990166,-3.3575866,-2.7942114,-2.7941935
-1.425632,-1.6153351,-1.6480556,-1.6099308,-1.6970514,-1.4502938,-1.6970667,-1.9206674,-1.9674544,-1.636141,-1.4084593,-1.2079288,-0.7777896,-0.40504628,-0.0688148,0.34697562,0.5459569,0.41330087,0.21887162,0.10929558,0.12009986,0.14223495,0.1581102,0.20942195,0.36167672,0.88018477,1.2668107,1.3527145,0.869967,0.34403378,-0.48233142,-1.1021472,-1.3098712,-1.2608889,-1.1402282,-0.99819136,-0.94048893,-0.9483585,-0.9884857,-1.0251172,-1.1518545,-1.2082729,-1.0506918,-0.86779034,-0.24576277,-0.00016784668,0.25592977,-0.46093762,-0.8599762,-0.8700471,-0.49757352,-0.27755514,0.016168088,0.47873673,0.36921746,0.093503416,-0.1262093,-0.10620442,-0.004865557,0.09103182,0.16279685,0.23436236,0.29401603,0.34068227,0.40247312,0.4455405,0.45702997,0.45137772,0.48802567,0.47982955,0.38317654,0.17625278,0.023478955,-0.10755238,-0.3623597,-0.8173591,-1.1452992,-1.3624119,-1.4717675,-1.5383148,-1.5184453,-1.3438733,-1.0233983,-0.41032505,0.17990908,0.32620257,0.27587244,-0.0015257001,-0.30764562,-0.37929273,-0.30407634,-0.17507303,0.0456464,0.9069763,1.7327695,0.90054077,0.4268072,0.61976075,0.67873347,0.48641387,0.45237496,0.80730885,1.0498188,1.1739525,1.3563876,1.5762677,1.6746545,1.947019,1.9755764,1.7741841,1.2142037,0.5663334,0.610153,0.5150537,-0.035044715,-0.17105897,0.10541287,0.34801385,0.9334989,0.93911386,0.9480342,1.2173893,1.4281293,1.7064115,2.1379747,2.5964577,3.3790307,4.3861556,6.1391582,8.864421,10.521803,11.3652,11.412979,11.210045,10.515823,9.606338,7.999613,6.182346,5.1250973,3.0840535,0.9092058,0.09296693,0.3586349,1.0540124,0.7263962,0.35638845,0.39177552,0.39615163,0.21889034,0.16946645,0.272434,0.52647686,0.34185353,0.17509907,0.5102961,0.666351,0.31295526,-0.098771825,-0.5595232,-0.60494375,-0.45870328,0.1335136,0.15632202,-0.034961715,-0.29661256,-0.35996404,-0.19399221,0.042233616,-0.049702942,-0.085311696,-0.12748888,-0.33290565,-0.5158099,-0.81319916,-1.00775,-0.99969614,-1.081434,-1.2351904,-1.3841878,-1.5500097,-1.7833736,-1.7966056,-1.6939447,-1.6968782
-0.725015,-0.7570107,-0.8358015,-0.9309074,-2.3550215,-1.147052,-2.3512678,-1.3435738,-1.5258166,-1.5164096,-1.2710977,-0.9479232,-0.7747005,-0.6395416,-0.3118409,0.43963063,2.8542213,6.658658,9.512815,11.00607,11.716584,12.068235,12.353523,12.507517,12.627586,12.661175,12.481068,12.175342,12.014627,11.443495,10.6410475,9.484077,8.3563,7.834252,7.3992186,6.7322307,6.0855536,5.40021,4.77203,4.033378,2.9359777,1.5669272,-0.24818382,-1.1217351,-1.2694805,-1.4029794,-1.6376166,-1.7019845,-1.9422665,-1.6627092,-1.5414774,-1.585071,-1.7486014,-1.3544184,-0.63210213,-0.31843567,-0.22725815,-0.14009453,-0.03720902,-0.028455198,-0.005184876,0.04823451,0.08252616,0.09440896,0.12293385,0.14054117,0.083189525,-0.011867529,-0.1791389,-0.3510903,-0.616226,-0.8939214,-1.0649791,-1.1294982,-1.1695921,-1.2204275,-1.3236027,-1.6465876,-1.9572953,-2.0744464,-1.9967277,-1.9225597,-2.0017505,-2.065834,-2.085314,-1.9371251,-1.8179742,-1.8908628,-2.041936,-2.0649476,-2.0887043,-2.0393953,-1.9394157,-1.5513532,-1.3499935,-0.8929484,-1.0009096,-0.688496,0.0061632693,0.43343604,0.8205191,1.332067,1.8503797,2.283165,2.4390628,2.7654028,2.8829844,2.4704754,1.9050784,1.3263549,0.8145195,0.62092316,0.57283795,0.6186731,0.4776553,1.0814806,4.3189754,9.088094,11.084993,11.930194,11.809132,11.802229,11.792662,11.80254,11.762903,11.729318,11.651124,11.50581,10.994337,9.491958,7.3442545,4.7445087,3.4361024,2.6075199,1.4439225,0.40963945,-0.7532675,-1.2925694,-1.0841528,-1.191455,-1.1938438,-1.3158576,-1.2151266,-0.8630706,-0.09548147,0.32843858,0.35168117,0.5521783,0.6635043,0.36502048,0.00093305856,-0.7008396,-1.2552631,-1.4613801,-1.6133617,-1.8603523,-1.9318764,-2.0059423,-2.199536,-1.976228,-1.8312225,-1.4046628,-0.9179921,-0.7301354,-0.8482699,-1.178843,-1.1560136,-1.112228,-1.2230797,-1.2326273,-1.144009,-1.2359726,-1.3896074,-1.2986853,-1.3785561,-1.4032182,-1.5299717,-1.6782703,-1.7946378,-1.92207,-2.0864892,-2.187839,-2.3583505,-2.3561478
-3.7107642,-3.5040061,-3.4641304,-3.504853,-2.1833253,-3.562309,-2.1804416,-3.1291525,-2.878419,-2.6869516,-2.3555546,-2.2035272,-2.075624,-2.194652,-2.192649,-2.276636,-2.3091016,-2.419198,-2.1748319,-1.9871931,-2.0387268,-2.2241106,-2.5159254,-2.7753983,-2.9373538,-3.3035574,-3.4903626,-3.5605674,-3.4635434,-3.1176949,-2.7488241,-2.2577004,-2.2497041,-2.3603678,-2.5156646,-2.6580145,-2.7712743,-2.8580606,-2.9516876,-3.0843718,-3.1146343,-2.9969666,-2.7482748,-3.0789454,-3.560173,-3.6055214,-3.7553988,-3.735071,-3.4480379,-2.9994676,-2.4616706,-2.1913726,-2.1746824,-2.058941,-1.9223067,-1.8220743,-1.545652,-0.83819175,-0.250828,-0.10460469,-0.077160954,-0.061079443,-0.14637822,-0.22576791,-0.29399747,-0.32669586,-0.39368016,-0.4148314,-0.5396997,-0.5840678,-0.7094871,-0.87625664,-1.092231,-1.2222127,-1.3034904,-1.4249178,-1.3671602,-1.1244302,-0.92171896,-0.8491205,-0.7906298,-0.8929318,-1.0827999,-1.3388596,-1.286523,-0.9055153,-0.6045369,-0.1811958,0.112989604,0.28305528,0.37223127,0.35947493,0.37208265,0.77522963,0.7322724,0.11004472,-1.4861277,-2.0940602,-1.8477032,-2.0371084,-2.264513,-2.1580036,-2.1145587,-2.0719755,-2.0605526,-2.2436478,-2.4483652,-2.7433043,-3.1315427,-3.8226948,-4.124632,-4.0740366,-3.668906,-3.3934367,-3.073525,-2.9188442,-2.4919,-2.4840717,-2.3576612,-1.9235811,-1.850016,-1.9191201,-1.9973904,-2.0922117,-2.1746318,-2.2370057,-2.3387036,-2.4613447,-2.5583172,-3.0960052,-3.575729,-3.5106,-3.3328629,-3.3011487,-3.2307024,-3.18997,-3.347333,-3.4888806,-3.6268983,-3.6233225,-3.118497,-2.8480039,-2.782196,-2.5764017,-1.6349862,-1.706272,-2.1419868,-2.1949818,-2.1778185,-2.172801,-2.2818885,-2.4588113,-2.5968187,-3.1045456,-3.5839772,-3.495528,-3.2146335,-3.2137437,-3.1500185,-2.7599332,-2.49354,-2.1147885,-1.8382581,-1.6250484,-1.1268473,-0.27090472,-0.15156224,-0.266485,-0.73739016,-0.9510384,-1.1884313,-1.481325,-1.5844082,-1.505523,-1.5831606,-1.7069547,-1.7932265,-1.7243292,-1.6692094,-1.5247723,-1.416252,-1.4204814,-2.1799169,-2.1838973
