0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
11.573363,11.608173,11.638308,11.489078,10.611675,10.231208,9.231041,7.823084,6.499211,4.431926,4.1587644,4.244497,2.7712271,0.8282265,0.030447677,-0.21276887,0.39133877,1.8663349,2.7327714,2.891973,3.0971937,4.255377,3.7701497,4.131814,3.8775427,2.5260863,1.4879038,0.20732087,-0.6191974,-0.9336019,-0.6966017,-0.7750288,-0.8845724,-1.0973542,-1.2350533,-1.8593006,-1.0505707,-1.3787234,-1.8482004,-1.6601429,-0.89846814,-0.42096433,0.22253078,0.68045986,1.1184851,2.5136275,3.5329304,3.8615756,3.9744396,3.8114905,4.060683,4.3472214,4.6569276,4.26204,2.536917,1.0197026,0.7551395,0.6891985,0.7467199,0.9547668,0.958653,0.82441044,0.79532623,0.86536527,0.9874709,1.1755205,1.0449368,1.0616899,1.68131,1.9755523,1.7966933,1.5459521,1.0994282,0.931866,1.504184,1.6691842,1.0347009,-0.026960686,-0.57554847,-0.60882974,-0.22083741,-0.05010157,-0.14382933,0.1439777,0.24717484,0.43231246,1.3094826,1.8984926,2.2948978,2.4819021,2.6380696,3.1975248,3.5513358,2.983359,2.021411,1.3843597,0.88103426,0.8229686,1.1761034,2.1642563,3.4827516,4.407398,5.670925,6.741873,6.9806457,6.058217,5.0527487,4.5992293,4.309617,4.2114487,2.8902292,1.5176357,0.9093612,0.46782157,0.57517385,0.8051405,0.7701471,0.83300626,1.0502205,1.4921473,2.060994,3.623711,5.570157,5.755283,5.596715,5.319205,4.6943326,4.7458515,4.6163254,4.2690315,4.092988,2.954741,2.2587795,1.768499,1.2949157,1.1079049,0.9382198,0.6883426,0.4853483,0.23447351,0.2149629,0.24962102,0.34604543,0.48181665,0.7171717,0.82285994,0.7522523,0.75853944,0.7833532,0.939571,1.6065946,2.0156991,2.511825,2.6770976,1.3809577,-0.3270945,-0.36032397,-0.115904495,0.19173712,0.47356936,0.9170968,1.2043505,1.5197892,1.8090794,2.41997,3.28295,4.655438,5.9747467,6.878283,7.7091002,7.742584,7.879884,8.051643,7.71688,7.659278,7.7793293,7.9650736,8.261445,8.403767,8.623022,9.152069,9.55836,9.765062,8.865253,8.844322,8.844336
-2.5515933,-2.4799967,-2.433917,-2.5585444,-2.8546553,-2.900251,-3.0415177,-3.1395464,-3.1486912,-3.2499728,-3.3003488,-3.3867822,-3.426404,-3.6238112,-3.7256126,-3.5647392,-3.2499762,-3.102077,-2.7347138,-2.5825317,-2.5874462,-2.8802729,-3.0830488,-2.943562,-2.6457062,-2.3775442,-2.4076552,-2.5184648,-2.6003537,-2.4381309,-2.3987145,-2.463203,-2.2473862,-1.5464845,-0.8102503,0.69123703,1.5874977,1.5105577,0.9441162,-0.0379885,-0.3270045,-0.24431583,0.06621963,0.47216976,1.0618327,0.75551707,0.006564036,-0.70901346,-1.7894591,-2.3438106,-2.5620024,-2.6024694,-2.3614237,-1.9712049,-1.4826467,-1.206138,-1.3254012,-1.8479463,-2.1353178,-2.028512,-1.893054,-1.6193358,-1.2650939,-0.9311967,-0.6552852,-0.5585429,-0.8720606,-1.153369,-1.6399083,-2.0229225,-2.16248,-2.3515317,-2.7203372,-3.0324059,-3.1774173,-2.8955522,-2.7877522,-2.7820144,-2.9109743,-2.6848013,-2.2456853,-1.6301107,-0.98570406,-0.3663394,0.114836216,0.6527331,1.0066451,1.1311965,1.2096803,0.8783718,0.18204315,-0.5396312,-1.2558804,-1.5308928,-1.6287671,-1.7939184,-2.0754206,-2.6113586,-3.016413,-2.6042557,-2.0681126,-1.9261899,-2.0281105,-2.5158973,-2.5793128,-2.2573047,-1.8501052,-1.6253679,-1.4389514,-1.4051096,-1.3386227,-1.2832696,-1.2127233,-1.0635357,-1.1997067,-1.4509302,-1.8731871,-2.3333728,-2.6794176,-2.7618732,-2.5638785,-2.8860607,-3.0525622,-2.7421975,-2.5569804,-2.6120157,-2.0834913,-2.1031413,-2.1267514,-2.014747,-2.0288992,-1.8013377,-1.9086734,-2.2245417,-2.3917422,-2.3930032,-2.1385088,-1.8525314,-1.8242147,-2.047112,-2.4752653,-2.7588305,-2.9198647,-3.0434306,-3.3523145,-2.9560883,-2.5867968,-2.4338741,-2.3031468,-2.2010305,-2.3065176,-2.6243997,-2.7592769,-2.719132,-2.4726093,-2.2686915,-2.9049542,-3.3451357,-3.3030534,-2.7875133,-2.2928443,-2.2508268,-2.1720953,-1.9138383,-1.7132518,-1.8048035,-2.0215056,-2.2619271,-2.2607265,-2.2902424,-2.304744,-2.1950808,-2.1840906,-2.13589,-2.0798225,-2.1953647,-2.2459803,-2.2559724,-2.2832143,-2.148051,-2.087657,-2.1788704,-2.1620777,-1.1555681,-1.1369016,-1.1368876
-0.54291415,-0.5587766,-0.4955638,-0.26322103,-0.034929246,0.05348161,0.16697317,0.222464,0.011471361,-0.19963679,-0.023086801,0.09806928,-0.23462856,-1.3065,-1.6145952,-1.9245062,-0.9343968,-0.1332811,0.10924889,0.13300121,0.24180123,1.0116475,2.556519,3.5962863,3.932065,4.061859,3.9432683,3.5759528,2.6535778,1.47699,-0.30412328,-1.5008377,-1.9285945,-2.4099355,-2.74415,-2.784967,-2.6779654,-2.7766056,-3.2425911,-3.0502849,-3.2767355,-3.5624797,-3.609757,-3.61574,-3.3620622,-2.7784052,-2.1008954,-1.7795942,-1.62324,-1.7609088,-1.8084521,-1.7556694,-1.5958343,-1.7289388,-1.7411928,-1.0427237,-0.49632883,-1.1051784,-1.8097608,-2.0901742,-2.1599724,-2.2198176,-2.2681534,-2.2072785,-1.8799491,-1.4913988,-1.3477694,-1.1686757,-0.44541728,0.07201195,0.19023499,-0.2548518,-0.8949392,-1.0590734,-0.7435601,-0.70249444,-1.0123752,-1.4553599,-1.9880388,-2.3249373,-2.7883651,-3.0486479,-3.0726333,-2.6691566,-2.5084357,-2.1510482,-1.7343389,-1.5758791,-1.3691713,-0.61394083,-0.0361851,0.23756179,-0.14642285,-0.9068779,-1.3458776,-1.6308291,-1.7778811,-1.722434,-1.6020212,-1.7697341,-1.8471293,-1.5735457,-1.3974969,-1.312674,-1.2955694,-1.2804737,-1.8139745,-1.9735181,-1.9288154,-1.6053913,-1.23529,-0.6307651,-0.2801559,-0.38779405,-0.38340864,-0.2406399,0.018694315,-0.45487085,-1.2444549,-1.907834,-2.0772085,-2.2565875,-2.6717646,-2.4580007,-2.0531783,-2.8270655,-2.894979,-2.5607967,-1.7744098,-1.6273847,-1.7414663,-1.5990443,-0.7325,-0.14331885,-0.54112434,-1.0558836,-1.3119015,-1.3311911,-1.5688732,-1.9294108,-2.3929498,-2.487581,-2.3951993,-1.9477296,-1.2176924,-0.278289,1.1925251,3.7374797,6.323702,8.198977,9.544879,10.682816,11.425348,11.635499,10.890764,8.997729,7.142513,4.993128,2.5107005,0.29602385,-0.42401564,-0.595764,-0.7630316,-0.8393863,-0.7868236,-0.5159321,-0.13755839,0.0212975,0.016365886,0.05091557,-0.22227696,-0.40482366,-0.45445108,-0.5978795,-0.63039356,-0.6533673,-0.74502003,-0.7093961,-0.6126413,-0.544626,-0.6432359,-0.6762012,-0.65486634,0.8399239,0.86261356,0.8626641
-2.630796,-2.57393,-2.44221,-2.1767135,-1.6550312,-1.4447093,-1.1625098,-0.93181455,-0.679685,-0.9463848,-1.2577236,-1.4309509,-1.7429773,-2.5149086,-2.9374208,-3.167011,-2.742393,-2.6861207,-2.6125333,-2.457159,-2.3777287,-2.255503,-1.9633867,-1.4117762,-0.91416776,-0.57978106,-0.4060856,-0.2737302,-0.2384261,0.037500754,0.3604973,-0.27170333,-1.0135007,-1.4344159,-1.1907842,0.2746682,1.896529,1.242311,0.4284152,-0.26685756,-0.72598696,-1.1111554,-1.4531689,-1.4984665,-1.4014821,-1.47542,-1.4373456,-1.548891,-1.793112,-2.1104243,-2.342087,-2.3458896,-2.2580695,-2.1024144,-2.1371448,-2.4075873,-2.6878872,-2.7014675,-2.6235113,-2.56971,-2.4996052,-2.2877798,-1.9608057,-1.5249399,-0.95850015,-0.5074141,-0.49741513,-0.6961746,-1.0109684,-1.4601411,-1.5995488,-1.4847672,-1.1776226,-1.1391279,-1.6121104,-1.6824194,-1.5346363,-1.2635297,-1.2279224,-0.9323666,-0.18250073,0.94363266,2.583847,4.5831256,6.212026,8.120092,9.431653,9.85219,10.162726,9.814083,8.627382,5.9215555,1.5545442,0.06554027,-0.11116125,-0.18711115,-0.4303151,-0.96410716,-1.5036442,-1.5137734,-1.1760781,-0.949579,-0.90989685,-1.6774892,-2.15504,-2.2487648,-2.2139227,-2.1848896,-2.0395982,-1.9873067,-1.4450995,-0.6066518,-0.33485767,-0.14431065,-0.18793374,-0.350833,-0.2699375,-0.33434612,-0.7885402,-1.3126469,-1.822624,-1.9867542,-2.1120627,-2.1657407,-2.0444164,-2.1119614,-1.9562033,-2.2248325,-2.1359653,-1.958687,-1.9145702,-1.695303,-1.9085654,-2.2776308,-2.2679813,-2.25345,-2.0288308,-1.7670718,-1.6205697,-1.8111804,-2.192486,-2.418066,-2.5218067,-2.434214,-2.5911367,-2.1421611,-1.4661711,-0.80008334,-0.4059721,-0.43768743,-0.8946599,-1.6943645,-2.3046439,-2.3773165,-1.9755852,-1.6110916,-1.9890246,-2.2109413,-1.9610868,-1.8191366,-1.4716396,-1.3266487,-1.2355263,-1.0295572,-1.0491624,-1.2345566,-1.1616958,-1.1720874,-1.212692,-1.3720492,-1.5292629,-1.5228235,-1.5422901,-1.5399194,-1.6033397,-1.7297719,-1.7543218,-1.7282145,-1.6294272,-1.2939992,-1.1911343,-1.2640852,-1.2144693,0.036882132,0.08181968,0.08186427
2.3303976,2.336923,1.9972456,1.1826118,-0.14559093,-0.47327656,-0.60258174,-0.6384326,-0.89293873,-1.0360706,-1.1849884,-1.1542977,-1.0065295,-0.31425714,0.2052013,0.6197577,-0.9226244,-1.704564,-1.5897379,-1.2781104,-1.1359885,-1.1468071,-1.7037406,-1.9245138,-1.1819253,-0.5258692,0.2812559,1.8717663,3.8739095,5.729715,7.265171,8.438891,9.027559,9.354023,9.361617,8.364908,3.8356152,1.7048744,1.8316287,1.5907987,1.7324688,1.9696378,2.146165,2.2780485,2.250933,1.0745099,-0.33709034,-0.7008163,-0.3174989,-0.023325682,0.18540055,0.19287479,-0.1469518,-0.34762225,-0.11618903,0.08927423,0.5162736,1.2671254,1.6544399,1.7248335,1.583149,1.424927,1.2825074,0.99542505,0.5788207,0.36654365,0.23136477,-0.3407066,-1.5651317,-1.8205428,-1.7726383,-1.8831921,-2.0619245,-2.4442015,-2.6975346,-2.7302752,-2.556075,-2.1993434,-1.9612527,-1.6976526,-1.3680902,-1.1317083,-0.64361596,0.1103255,0.42778832,0.40924537,0.16149539,-0.10323198,-0.4671229,-0.6618814,-1.1051657,-2.029425,-2.828254,-2.9873734,-2.4805834,-1.7976907,-1.1240364,-0.67511356,-0.584254,-0.73092765,-1.3021338,-1.9849361,-2.2524936,-1.663697,-1.2201859,-0.90722823,-0.6128875,-0.4160984,-0.44891506,-0.59254324,-1.0731075,-1.6302227,-1.9418069,-2.1981378,-2.1765904,-1.9036921,-1.419923,-0.7005911,-0.12547599,0.25369853,0.5847361,0.26082674,-1.169503,-1.0514282,-0.4100935,0.5443779,0.7981709,0.58927155,-0.32244563,-0.4000872,-0.44441533,-0.5219489,-0.14333916,0.5384962,1.2433925,1.5575377,1.6195014,1.0458506,0.3961205,-0.0037248135,-0.20602049,-0.22420062,0.025394917,0.0942404,0.35380614,0.5967194,0.4396894,-0.17439994,-1.0341138,-1.9688329,-2.6650937,-2.6037812,-2.0517828,-1.2628046,-0.11818069,1.2865788,2.6666589,3.4435334,3.3717532,2.5093274,1.1507123,0.6837034,0.14761363,-0.59762275,-1.194207,-1.5520277,-1.7840593,-1.6611185,-1.4389138,-1.127428,-0.9054712,-0.86509943,-0.85697794,-0.7947285,-0.8125747,-0.6130854,-0.5749199,-0.43731797,-0.4752013,-0.4713877,-0.29501045,-0.17912816,-0.21190444,0.46013075,0.45138842,0.4513722
-2.0371027,-2.0683608,-2.6319466,-3.2669902,-2.9515624,-2.7001052,-2.2539244,-1.8292162,-1.6270657,-1.4000567,-1.3417938,-1.3898426,-1.4645019,-1.8374541,-2.2298498,-2.3143687,-2.3944235,-2.8584876,-3.139144,-2.9789138,-2.9454832,-2.7140858,-2.0404503,-1.8470027,-1.1714743,-0.56267047,-0.16317615,-0.051609218,-0.3979585,-1.0683258,-1.701733,-1.7826402,-1.6285763,-1.15476,-0.7535394,-0.07910033,0.19857404,-0.12665932,-0.58037263,-2.2658207,-2.638208,-1.9268019,-1.569863,-1.7593892,-2.0923436,-2.2564998,-2.5889804,-2.7656803,-2.8347745,-2.5350783,-2.3283706,-2.2191653,-2.0224218,-1.3333268,-0.6361659,-1.057169,-1.7191399,-1.7093314,-1.2507918,-1.0480968,-0.9729184,-0.7712403,-0.60028744,-0.632244,-0.98607296,-1.5654707,-1.5876615,-1.7161047,-1.8694279,-1.6833453,-1.5760584,-1.5786791,-1.8552887,-2.542225,-2.8411732,-0.66164505,2.2612948,4.528292,4.936329,5.233092,5.371413,5.4256916,4.7254314,3.2439334,2.0170994,0.75674474,-0.40508327,-0.87948316,-1.0838457,-1.789861,-2.2290082,-1.9288676,-0.8176575,0.82896507,1.5474724,1.2130772,1.1106514,2.0920925,4.3016458,6.0500174,5.8955154,5.3719854,4.140136,1.5200299,-0.8814759,-1.7956791,-1.7788594,-1.6149323,-1.3199124,-1.2548426,-0.1760332,0.85095537,1.4583377,2.0529137,2.0164256,1.797729,1.1312352,1.0569987,1.2717516,0.9059151,-0.049896568,-1.2469974,-1.0459349,-2.0522175,-2.9120054,-3.275796,-3.2218797,-3.1971927,-2.3205726,-1.5778017,-1.2259711,-0.691051,-0.9701219,-1.0479286,-0.48980927,-0.1415942,-0.12354435,-0.07928716,-0.22788136,0.0774942,0.31206733,0.7129536,1.1920754,1.5094491,2.076034,3.0912974,3.4397378,3.65415,3.959499,4.471705,4.5811753,3.8667598,2.3444145,1.3007988,1.2832627,1.0560774,0.069146395,-0.4004581,-0.6932793,-0.7005838,-0.6909076,-0.60064614,-0.35105634,0.41914517,1.0799456,0.98367834,-0.0029196907,-0.6224338,-0.7797233,-0.8757155,-0.8937671,-0.8263202,-0.72117156,-0.51777494,-0.3775484,-0.22195211,-0.21755569,-0.24805945,-0.2241101,-0.30475485,-0.52845913,-0.80163634,-0.95272565,-0.862724,-0.8487629,-0.8487744
-2.8673842,-2.89527,-2.898461,-3.0516787,-3.205316,-3.2207625,-3.344381,-3.2203486,-2.4707596,-1.1487992,-0.4803237,-0.3380062,0.998345,3.5221977,4.271881,4.8260508,3.6889944,1.2975165,-0.674367,-1.1866691,-1.4571606,-2.4675984,-2.7070656,-2.9102006,-2.5070236,-1.9943848,-1.6223308,-1.1291378,-0.9349825,-0.9675149,-0.9076271,-0.5590638,-0.35857847,-0.12847717,-0.017225832,-0.31286973,-0.85741425,-1.1938868,-1.2561499,-1.227475,-1.3063973,-1.0285883,-1.0270807,-1.3725,-1.9834144,-2.1179748,-1.7664044,-1.8313291,-2.5447881,-2.7295656,-2.7697294,-2.8508444,-2.8677027,-2.5509226,-2.1805894,-1.8553073,-1.7625824,-1.2921181,-0.6692961,-0.509962,-0.5009878,-0.51018894,-0.5947307,-0.90010774,-1.486511,-1.9301959,-2.2404969,-2.467702,-2.8950825,-3.036343,-2.9386706,-3.0292027,-3.003305,-2.5978508,-1.6939809,0.6931243,4.054984,6.7001333,8.372421,9.0307255,9.492548,9.851219,10.245541,10.333507,10.081249,9.444788,7.8025255,6.264616,4.0785527,1.2671666,-0.41162443,-1.7437365,-2.1960797,-1.7895069,-1.2260506,-0.88700974,-0.8225485,-1.0359433,-1.4851906,-2.0423193,-2.4770484,-2.6610355,-2.369141,-2.1271794,-2.5937436,-2.609863,-2.0547235,-1.779363,-1.6685833,-1.8384478,-1.9314067,-1.968836,-1.890197,-1.4792624,-1.2069291,-1.1544895,-1.3362972,-1.4999067,-1.6049495,-1.7128996,-1.3600293,-0.96022797,-0.7627839,-1.5426263,-2.394556,-2.3747509,-2.292576,-2.2902203,-2.5650177,-2.5271099,-2.1640303,-1.3432761,-0.98774654,-0.86759514,-0.317413,0.23264155,0.24059376,-0.13431711,-0.46051553,-0.63541836,-0.97326875,-1.1220571,-1.317385,-1.7122636,-2.0592551,-2.0955422,-2.3311493,-2.5136049,-2.554029,-2.48461,-2.4082384,-2.338989,-2.3769162,-2.211874,-1.2919744,-0.19520229,-0.09234637,-0.2373204,-0.19166511,0.019534528,-0.10403024,-0.27200383,-0.3552238,-0.560286,-1.0682069,-1.7793341,-2.5663137,-3.0495543,-3.30364,-3.4737878,-3.2326875,-3.035316,-3.017209,-2.6973128,-2.3500352,-2.2268178,-2.1573896,-2.1516101,-2.289928,-2.3089902,-2.2999763,-2.4289894,-2.517086,-2.779163,-2.7659285,-2.7659113
-1.1183944,-1.0149822,-0.88539875,-0.7664687,-0.8444569,-0.8139475,-0.87071574,-0.8947906,-0.8362948,-0.9792692,-1.1364818,-1.2724321,-1.311603,-1.6117711,-1.8319639,-1.7586625,-1.7203984,-2.4102635,-2.5971422,-2.5155375,-2.468074,-2.281731,-2.319106,-1.8604238,-1.2406228,-0.9248066,-0.8539059,-0.9808717,-1.1376848,-1.022593,-0.6450319,-0.24254715,0.23274392,1.9070737,4.3502173,8.402861,10.252582,9.937311,9.445106,7.877758,5.623177,3.3298526,2.1414933,1.9029393,1.7061661,1.1407046,0.6059683,-0.034855455,-1.2847432,-1.8704138,-2.0879827,-2.126118,-1.8829017,-1.4115384,-0.85160655,-0.5266421,-0.6355113,-0.76823884,-0.8530303,-0.73892623,-0.4730559,0.19517803,1.1424978,2.3121414,3.2940104,3.563044,2.9728377,2.4736295,1.1849761,-0.10372412,-0.63053215,-0.23968655,0.09951644,-0.3085867,-0.88868505,-0.26593858,0.30589283,0.30258775,0.10687296,0.34521383,0.72440964,0.9910355,1.1337379,1.2783512,1.5796242,2.2918513,3.375319,4.0287323,4.44582,3.7508779,2.1099398,0.7140843,-0.39466208,-0.46609277,-0.23483971,-0.22153865,-0.3903317,-0.7774349,-0.92738605,-0.1949124,0.38984627,0.3373249,-0.6090043,-1.8340406,-2.278308,-2.4731786,-2.5026975,-2.6284037,-2.73751,-2.9570024,-2.8212776,-2.0617347,-1.3716954,-0.46070573,-0.5952302,-1.042707,-1.5634582,-1.690454,-1.4729594,-0.7961009,-0.48179436,-0.6329235,-0.63435185,-0.6955098,-1.0796267,-0.8434617,-0.5079713,-1.0446903,-1.6414605,-1.4911698,-1.5336121,-1.3532029,-1.7629802,-2.0807853,-2.2784538,-2.4238095,-2.1481438,-1.7021828,-1.4788978,-1.1846914,-0.81417197,-0.7103694,-0.70781064,-0.5047943,-0.2245112,0.6360822,1.247377,1.1117493,0.59811234,0.1672289,-0.42515185,-1.3616714,-2.1515915,-2.34626,-1.8121152,-1.7951849,-2.4835606,-2.57443,-1.960273,-1.0846733,-0.44545978,-0.21756414,0.099962085,0.6736552,1.0422316,0.9812768,0.43556264,-0.12008533,-0.39118904,-0.72965527,-1.0044566,-1.1329095,-1.0894499,-0.8611918,-0.65844935,-0.62993777,-0.6252428,-0.61621815,-0.63111854,-0.56186545,-0.73406404,-0.8411558,-0.7667719,-0.19410712,-0.15123922,-0.15117949
-0.8924344,-0.9797477,-1.174413,-1.8051933,-2.3186753,-2.3773546,-2.671989,-2.7749496,-2.5453184,-2.0928183,-1.9465382,-1.9656047,-1.3121513,0.21562368,0.9619452,1.7147524,0.98471725,-0.38973305,-1.0523338,-1.1021457,-1.0020429,-1.4481463,-2.149662,-2.362893,-1.9962232,-1.6353178,-1.3584979,-0.93772626,-0.60607815,-0.35233253,-0.05764121,0.41005477,0.7548225,1.0306717,1.0276762,0.5904465,-0.40614834,-0.5425873,-0.056568548,0.111291625,0.9741553,1.6052116,1.6312048,1.2490706,0.5081742,0.114676535,0.103474855,-0.3645802,-1.0871012,-1.3032023,-1.3842746,-1.4199198,-1.5216414,-1.192195,-0.6155405,-0.53676605,-0.9871385,-0.8676132,-0.5954208,-0.6441081,-0.752557,-0.8736458,-0.9763546,-1.1268976,-1.1885712,-0.93353045,-0.47241005,-0.26007295,-0.62871253,-1.0466204,-1.0537983,-0.9539878,-0.68300253,-0.40837297,-0.545913,-0.69421446,-0.68864465,-0.3396964,0.123176545,0.40021417,0.8961965,1.2919466,1.6512365,1.5790248,1.3090218,0.8016471,0.25279266,-0.037926346,-0.3207727,-0.72408044,-1.1171176,-1.4992529,-1.4416375,-1.2726961,-1.2968049,-1.3398813,-1.4724884,-1.6652644,-1.6380509,-1.0146129,-0.8231014,-1.0367396,-1.1695988,-1.1856582,-1.344888,-1.0921142,-0.44583926,-0.20019335,-0.089509904,-0.35006377,-0.6387547,-0.5403781,-0.4928322,-0.30722654,-0.21970262,-0.28577,-0.456169,-0.7110303,-0.8784412,-0.9423627,-0.73353875,-0.7475112,-1.1165867,-1.3088944,-1.4138029,-0.8127339,-0.45858836,-0.7694517,-1.1139859,-1.2697294,-1.0309092,-0.5004252,-0.55352294,-1.5161558,-2.041052,-1.9356911,-1.8286117,-1.7160888,-1.380461,-1.2271516,-0.593199,-0.11922535,-0.1438252,-0.4275819,-0.8176762,-0.67322445,-0.47168568,-0.44880772,-0.5614552,-0.62640613,-0.8462583,-1.2692152,-1.5081425,-1.609819,-1.2899048,-0.7770402,-0.8617382,-1.1333998,-1.2665277,-1.0677323,-1.036321,-1.0172515,-0.9401869,-0.97960067,-0.8319633,-0.7784093,-0.91996336,-1.147372,-1.1949978,-1.2014513,-1.2537024,-1.3445973,-1.4813001,-1.4479504,-1.3304069,-1.3891606,-1.4041013,-1.4780087,-1.5557444,-1.5982358,-1.3980497,-1.2476823,-1.0558399,-1.3601446,-1.3553466,-1.3553308
-3.6670194,-3.6116748,-3.657174,-3.5741525,-3.5937684,-3.6618037,-3.5987723,-3.671654,-3.9263248,-4.0223584,-4.126237,-4.177727,-4.131198,-3.5395916,-2.9696846,-2.2359762,-3.097212,-3.4349563,-3.2289667,-3.0594091,-3.0371811,-3.4294758,-3.339216,-3.4022315,-2.9337764,-2.5414615,-2.216832,-1.6998061,-1.0668815,-0.30708596,0.22005427,0.5024252,0.64987516,0.97817856,1.002932,0.39044198,-1.8558127,-2.106625,-2.0546663,-2.1881495,-2.2277577,-2.0705247,-1.9351882,-2.020907,-2.3286963,-3.17514,-3.7248049,-3.469806,-3.140996,-3.1177773,-3.073841,-2.9940593,-2.8880925,-2.6559014,-1.8430442,-1.2137641,-0.9892651,-0.48037392,-0.10308777,-0.0849537,-0.11837521,-0.09641974,-0.168691,-0.49093896,-0.8658057,-1.0372312,-1.1299833,-1.6578739,-2.5827038,-2.5904505,-2.2857032,-2.3077219,-2.2976952,-2.3239498,-2.5911891,-2.8886003,-2.8017366,-2.3677144,-2.218791,-1.961827,-1.4489876,-1.0575422,-0.54539424,0.030047081,0.19946592,-0.030968254,-0.8250974,-1.3466593,-1.8313675,-2.2216268,-2.7514982,-3.2386818,-2.764203,-1.4683735,-0.3154047,0.341182,0.6310822,0.3742913,-0.3837066,-1.5724216,-2.528146,-3.0898175,-3.0006845,-2.4415982,-2.5634654,-2.2727795,-1.771632,-1.461792,-1.3959515,-1.5380347,-1.6424983,-1.668225,-1.4139292,-1.1058544,-1.1968653,-1.4253321,-1.0690377,0.027112424,0.73246956,0.8645716,0.5791913,-0.38790414,-2.128972,-2.722403,-2.6299546,-2.4576437,-2.427514,-2.2219224,-2.7855709,-2.889492,-2.8315656,-2.2968504,-1.4312391,-0.59242034,0.2752526,0.80768913,1.0181724,0.80642647,0.5716023,1.3113987,2.124647,2.4840732,2.440664,2.09236,1.5100162,1.0547236,0.45717537,-0.15572545,-0.65389526,-1.1289684,-1.4675581,-1.7351805,-1.903005,-1.7558385,-1.2321706,-0.7081456,-0.5285007,-0.37305707,-0.44358313,-0.7550131,-1.2716889,-1.4450016,-1.5082583,-1.3620105,-1.3313038,-1.4683137,-1.7815027,-1.9907259,-2.1594467,-2.3994815,-2.5841007,-2.5072694,-2.3355045,-2.1287374,-1.9749875,-1.8831515,-1.8011405,-1.7392441,-1.6881872,-1.6488948,-1.6604712,-1.7900648,-1.904413,-3.18133,-3.186839,-3.1868486
