0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
13.22264,13.282576,13.332121,13.348136,11.568666,13.379272,13.262456,12.965406,12.408642,11.252394,8.836536,6.137188,3.0799687,1.9420445,1.1062924,0.49320704,0.6096029,0.8145199,0.74914265,1.2916005,2.1523414,3.6073947,5.1713924,6.5989065,7.530311,7.4596014,4.9867067,3.925623,3.2460217,2.9090154,2.7733216,1.6207631,0.43488795,-1.0278043,-1.6356864,-1.8145785,-1.7937713,-1.5767193,-1.426743,-1.3682499,-1.2388813,-1.0136708,-0.87906235,-0.68070203,-0.3978632,0.18767926,0.6404034,1.6071441,2.2833052,3.2234569,2.9043417,1.379804,1.5397525,1.3139024,0.8597912,0.18906583,-0.10262625,-0.18437876,-0.24964446,-0.35965365,-0.27075034,-0.093695104,0.070690125,0.3124895,0.5296747,0.9880985,1.2165701,1.4004527,1.4163566,1.3531132,1.2068428,0.8477152,0.33395398,-0.24422699,-0.7821648,-1.5127763,-1.924425,-2.060501,-2.1008058,-1.9998449,-1.8140432,-1.6928017,-1.6288068,-1.5278635,-1.4259864,-1.2392563,-0.71652466,0.44481403,1.8835715,3.2351575,3.8822017,4.0906463,3.2451499,1.6919737,0.6594949,-0.15403248,0.14783213,0.50087476,0.64250517,0.74262536,0.72362727,0.57124394,0.5265128,0.4699592,0.48783547,0.5504424,0.82247853,1.150186,1.4086696,1.5883547,1.9127727,2.4140563,3.270371,4.167665,4.837681,5.872094,7.110423,8.472589,9.6444235,10.473782,11.487089,12.0189495,12.215414,12.506119,12.687612,11.570111,11.567863,11.56782
-3.0766869,-3.0773368,-3.068605,-3.0244327,-2.0021272,-3.0187778,-3.0403094,-3.1596324,-3.2714179,-3.2680898,-3.245087,-3.3460746,-2.8412385,-2.546851,-2.2642674,-2.448811,-2.8162565,-3.2408118,-3.3280053,-3.4266262,-3.618719,-3.8547206,-4.0330973,-4.127406,-4.132731,-4.021986,-3.7781012,-3.6839848,-3.4543626,-3.3385046,-3.1448305,-2.9564757,-2.919326,-3.0312963,-3.341836,-3.1219506,-2.6425874,-2.0610857,-1.8892047,-1.841306,-1.7870727,-1.7012314,-1.6326486,-1.620229,-1.7481928,-2.2592232,-2.807366,-3.4411414,-3.3486478,-2.945025,-2.944117,-3.114598,-3.2421923,-3.3469362,-3.40958,-3.1159887,-2.7662272,-2.71327,-2.6873164,-2.6403987,-2.6912818,-2.7365453,-2.8243835,-2.9033027,-2.9676352,-3.0713284,-3.050345,-2.950552,-2.849121,-2.7258985,-2.639311,-2.4893417,-2.3520756,-2.172582,-1.6686306,-1.2062652,-0.99107945,-1.0332326,-1.1076298,-1.1468847,-1.167313,-1.1447586,-1.1131704,-1.0460402,-0.93262327,-0.8416065,-0.87679654,-1.0905428,-1.25436,-2.0962574,-2.3350506,-2.2133489,-1.9709815,-2.0609853,-2.3731208,-2.956493,-3.321219,-3.3694897,-3.2716951,-3.1493993,-3.0025012,-2.867519,-2.7571096,-2.7144713,-2.7278543,-2.7362456,-2.671983,-2.576929,-2.5299485,-2.4711006,-2.4463675,-2.4278893,-2.4791102,-2.6535835,-2.7168832,-2.7002106,-2.4314032,-2.427638,-2.747488,-2.9286077,-2.883224,-2.8467147,-2.7861521,-2.586337,-2.479098,-2.002112,-2.0018206,-2.0017915
-0.48533604,-0.5157917,-0.5967457,-0.676078,0.14702934,-0.7475034,-0.9144412,-1.0033524,-1.0418365,-0.98581755,-0.32399356,0.119784415,0.22414446,0.13550945,0.07472814,-0.38921422,-0.9766154,-1.9048702,-2.3342354,-2.5008805,-2.322606,-2.1444845,-1.9159963,-1.9002798,-1.9072275,-1.6305695,-1.492908,-1.6341472,-1.5140797,-1.5680032,-1.4753146,-1.7253749,-2.0281954,-2.2976813,-2.3942175,-2.521535,-2.8252203,-3.0072448,-2.991572,-2.954802,-2.9014888,-2.8463936,-2.7942362,-2.621355,-2.3419254,-1.7616384,-1.0773417,-0.2768394,0.42690822,1.0471752,1.0804772,1.2081811,1.3749158,1.8665158,2.4007723,2.7349544,2.5351455,2.4916162,2.5239697,2.444718,2.5344687,2.6751118,2.724368,2.8231478,3.0085452,3.2138023,2.9058447,2.5391908,2.2586563,2.0938196,1.8846109,1.1121488,0.012583658,-0.9204989,-1.4132935,-1.6051657,-1.8508669,-1.999253,-2.0986078,-2.2091422,-2.3207126,-2.4069362,-2.4520044,-2.4769447,-2.5393605,-2.696485,-3.0080879,-3.502049,-3.5836036,-2.7168603,-1.9793925,-1.717407,-1.4296715,-1.1789535,-1.4151157,-2.00103,-2.3730717,-2.4105024,-2.4469929,-2.6343174,-2.756946,-2.7964616,-2.7877998,-2.833727,-2.890921,-2.859605,-2.7966933,-2.7208622,-2.6366184,-2.5468025,-2.4230204,-2.262351,-2.079851,-1.9804789,-1.9658326,-1.8800877,-1.788479,-1.6494925,-1.5234808,-1.4358095,-1.098522,-0.9045006,-0.89275193,-0.8687973,-0.8003189,0.14664018,0.1465728,0.14657423
-2.2724438,-2.2780533,-2.288598,-2.3577218,0.6248681,-2.2215538,-2.0031137,-1.9015787,-1.7892992,-1.4226382,-0.7600318,-0.42653617,0.023776785,0.36629713,0.62883115,0.5604706,-0.03835067,-1.2055017,-1.6583552,-1.8067503,-1.5798402,-1.3030192,-1.2192655,-1.1652107,-0.97702706,-0.9867541,-1.2576337,-1.3063297,-1.2863488,-1.2520194,-1.2916352,-1.4060028,-1.4521538,-1.4021149,-1.2185884,-1.0065961,-0.921731,-0.96995187,-1.0839537,-1.1264946,-1.0974712,-1.0512613,-0.98415893,-0.81445,-0.64154243,-0.49170387,-0.24308409,-0.25089332,0.19877054,0.19466393,-0.19668081,-0.56077933,-0.71401024,-1.4369519,-2.1192784,-2.3858795,-2.0641067,-1.9002764,-1.7762566,-1.6894572,-1.6232177,-1.6021034,-1.5936344,-1.6279742,-1.6663485,-1.709196,-1.6556697,-1.5718427,-1.5129058,-1.4879394,-1.5146183,-1.4718368,-1.4974197,-1.7270894,-1.8496313,-1.7640237,-1.6665351,-1.6165864,-1.5518258,-1.5565288,-1.5738132,-1.5608964,-1.5409132,-1.473706,-1.3936992,-1.4034119,-1.4951668,-1.5836358,-1.3444488,-1.2492609,-0.95287764,-0.8023679,-0.587731,-0.4525238,-0.8147299,-1.4294074,-1.5334358,-1.3398004,-1.2128721,-1.2371511,-1.1694514,-0.9418645,-0.63128734,-0.4843841,-0.36835313,-0.24652094,0.32857347,1.1371098,1.8788371,2.47445,2.807481,3.2610307,4.01937,4.30999,4.454284,4.507623,4.6206527,4.171484,3.0706198,2.0067468,1.091307,1.0364218,0.67919654,0.60219663,0.3382524,0.62367916,0.62527525,0.62531126
1.5955037,1.4851638,1.4103012,1.4068439,0.73738664,1.0890555,0.87149125,0.78409517,0.83454704,0.7935206,0.6798356,0.6577981,0.19077244,-0.12520045,-0.46940205,-0.29537487,0.40184414,0.96558106,1.0560832,0.96236086,0.3793091,-0.59391063,-1.124195,-1.1587155,-0.8903384,-0.7676443,-0.3628816,-0.16778599,-0.3105954,-0.19301385,-0.324149,-0.22392169,-0.08200528,0.6538672,1.6593444,2.198966,2.9072142,3.3384774,3.5063524,3.5999527,3.5983684,3.6335402,3.6987686,3.7200298,3.6106987,3.181557,2.532947,1.5578223,0.6210046,-0.66376734,-0.8505125,-0.13723671,-0.26507223,-0.896242,-1.6430205,-1.9290034,-1.4499551,-1.2752442,-1.1310678,-1.1417922,-1.0986372,-1.0201614,-0.96714646,-0.9302174,-0.9876147,-1.1944547,-1.4078779,-1.4611449,-1.5858755,-1.6725395,-1.7717907,-1.7427816,-1.2757329,-0.32700476,0.40245724,0.96699816,1.2431273,1.4034948,1.4519811,1.5015452,1.5067499,1.4674139,1.431182,1.29012,1.1546342,0.98503387,0.8288687,0.42639053,-0.21854988,-1.0489616,-1.658454,-1.5659548,-1.0140576,0.29750896,1.4031094,3.8486264,5.831419,7.335124,8.311084,8.84298,9.179895,9.248922,9.239683,9.121807,9.082302,9.02934,8.82729,8.498544,8.157537,7.984332,7.8933163,7.590068,6.713792,5.7698956,4.9066,3.3181956,1.3267035,0.3431309,0.12779339,0.14944433,0.17669676,0.26758784,0.3607791,0.3943987,0.4983002,0.7375885,0.73709023,0.737059
-2.50637,-2.582174,-2.5831547,-2.6556323,-1.7548504,-2.7163148,-2.6649492,-2.6850228,-2.5686255,-2.1548557,-1.0991974,-0.5344158,0.048624277,0.29544336,0.45813823,0.18450081,-0.60089886,-0.9885124,-0.8106795,-1.124599,-1.6469122,-1.9962533,-2.2590299,-2.5744338,-2.9482598,-3.1073961,-2.7137794,-2.573075,-2.4419744,-2.3221369,-2.061651,-1.5475042,-1.08026,-0.59458566,-0.6940586,-0.6502541,-0.35074806,-0.22280969,-0.24747667,-0.25769767,-0.3051205,-0.3092119,-0.25527585,-0.21861808,-0.23386854,-0.433427,-0.6757888,-1.2222536,-1.512048,-1.7566888,-1.4764364,-1.1422614,-1.3137355,-1.6669252,-2.1735096,-2.5967526,-2.5614338,-2.519184,-2.4978623,-2.458826,-2.3767958,-2.2086926,-2.084388,-2.0140207,-1.9042617,-1.5685661,-1.338367,-1.1711435,-1.0926819,-1.048806,-0.68638223,0.04569319,0.8231808,1.2458633,1.5003725,1.7614291,1.9040525,1.7743921,1.5597782,1.3437798,1.1475419,0.9964569,0.8624813,0.79373085,0.8061414,0.834473,0.8082168,0.48074734,-0.055083036,-0.96741253,-0.72099483,-0.43628407,-0.29848158,-0.07068007,-0.049174502,-0.4337786,-0.71053493,-0.59844357,-0.10892112,0.4656483,0.981993,1.4512498,1.7015562,1.7419745,1.7262638,1.9577177,2.3771014,2.546495,2.3652744,1.8545939,1.3375167,0.9894531,0.39998174,-0.16090976,-0.4269247,-0.8441827,-1.4725678,-2.1535544,-2.4192035,-2.4293509,-2.3278232,-2.307776,-2.1932657,-2.1493845,-2.239472,-1.755732,-1.7543879,-1.7543557
-3.161533,-3.1484365,-3.1138473,-3.094869,-3.3170338,-3.217021,-3.3016984,-3.4160314,-3.5293207,-3.68112,-3.7449427,-3.7548995,-3.3606842,-3.1170335,-2.8938885,-2.6913624,-2.2223256,-1.9171996,-1.8586805,-2.14501,-2.5625966,-2.6477385,-2.6040094,-2.3035524,-2.0904186,-2.255103,-2.5620928,-2.6618052,-2.677136,-2.7122605,-2.612935,-2.1791477,-1.6255038,-0.8570349,-0.71582866,-0.57415533,-0.073033884,0.23998918,0.2720574,0.23654793,0.21441478,0.20862812,0.1398582,-0.13064915,-0.4514783,-0.9433609,-1.3730664,-1.9707685,-2.3176785,-2.508132,-2.5692177,-2.6136303,-2.5890071,-2.4702466,-2.4267895,-2.341876,-2.1916962,-2.1613536,-2.12884,-2.116294,-2.1820483,-2.1999366,-2.2403016,-2.3262024,-2.4450302,-2.6105773,-2.6563964,-2.681534,-2.6409097,-2.4928536,-2.040872,-1.0924193,0.24091779,1.6976781,2.9503713,4.256094,5.168999,5.644555,5.879035,6.011826,6.0602446,6.0859547,6.065344,6.106634,6.0639706,5.9770775,5.711758,4.9451156,3.677269,1.6275401,0.34573317,-0.5890577,-1.3659505,-1.9570396,-1.9024007,-1.6571494,-1.479264,-1.4835634,-1.5271727,-1.5356923,-1.5811021,-1.6620965,-1.7938868,-1.8166437,-1.8311127,-1.8868752,-1.9702613,-2.0683606,-2.1555037,-2.2186174,-2.269097,-2.2945757,-2.4463856,-2.5834105,-2.6116772,-2.6415162,-2.7930732,-3.0556026,-3.1404285,-3.0695415,-2.9769008,-3.0809898,-3.1615038,-3.1663392,-3.1455274,-3.317309,-3.316998,-3.3169775
-1.3539071,-1.4260277,-1.4715394,-1.5042651,-0.4984997,-1.5187172,-1.5138726,-1.6261573,-1.6838853,-1.7327148,-1.7758027,-1.2884783,-0.30140814,0.13031791,0.65428483,0.8080882,0.27129966,-0.1939567,-0.18268037,0.099951595,0.5226706,0.44126514,0.09538154,-0.3376793,-0.6045523,-0.725778,-0.4554405,-0.27516323,0.0028817207,0.1545761,0.49536407,1.0697473,1.2753191,0.87546134,0.009780884,-0.2745324,-0.39232427,-0.30285853,-0.33207202,-0.33714536,-0.3263075,-0.35129547,-0.3646415,-0.3619535,-0.39936477,-0.59034324,-0.99186015,-1.5570264,-1.2589173,-0.7585949,-0.28174284,0.010801248,-0.1789516,-0.6422645,-1.5717033,-2.5335484,-2.7240589,-2.678441,-2.6619012,-2.6048958,-2.5700965,-2.6089845,-2.600969,-2.6038914,-2.5536692,-2.4273002,-2.3257222,-2.1125588,-1.9684135,-1.885186,-1.7649659,-1.3281615,-0.7740265,-0.23607396,0.19253162,0.21123743,0.14574575,0.029927373,-0.1416232,-0.30601972,-0.39776456,-0.42279547,-0.4257872,-0.33176202,-0.19605684,-0.054597616,0.12926412,0.45555827,0.8414308,0.18866324,-0.12054843,-0.04297004,0.05415474,-0.058282986,-0.4606274,-0.7675615,-0.83593804,-0.5660494,-0.13216563,0.235621,0.64723146,1.044954,1.3223997,1.4014647,1.4547409,1.5707101,1.87618,2.202952,2.4443073,2.6282773,2.696695,2.7992868,2.9615626,2.9179466,2.8794174,2.7308514,2.5412245,1.589422,0.47913247,-0.2523657,-0.5181854,-0.26440853,-0.32719776,-0.30702043,-0.39812237,-0.49905565,-0.49839187,-0.49836105
-0.8192188,-0.8184276,-0.80250555,-0.75705993,-1.6109629,-0.77911466,-0.8338132,-0.9361831,-1.0455515,-1.1368291,-1.2696166,-1.2734572,-1.2577691,-1.3236098,-1.2738703,-0.9672888,-0.7199627,-0.4475503,-0.29986084,-0.38605678,-0.76182693,-1.1700448,-1.4243902,-1.4165168,-1.6965048,-1.8673866,-1.4243598,-1.0092204,-0.7182684,-0.5405948,-0.31341803,0.8762896,2.0172815,4.374519,5.5313826,5.736942,6.0431433,6.293777,6.3779693,6.390669,6.4399652,6.3990746,6.286532,6.135664,5.9341745,5.510709,4.9781632,4.2055826,3.12391,0.7481283,-1.221034,-2.0399957,-2.0876584,-1.8795416,-1.7156503,-1.4640074,-1.3177662,-1.2069379,-1.1757159,-1.1235161,-1.1450949,-1.1553531,-1.0871216,-1.0671319,-1.1287112,-1.1063087,-0.9409014,-0.70772016,-0.43686217,-0.038900964,0.5220208,1.4310904,2.2038853,2.1079345,1.3632485,0.78614545,0.51432264,0.21156532,-0.0558239,-0.1956069,-0.31836742,-0.4154367,-0.520388,-0.62426907,-0.7482325,-0.73636526,-0.6587344,-0.55716103,-0.67132497,-1.2782876,-1.5769045,-1.6376128,-1.7561831,-1.8314946,-1.7671971,-1.6163988,-1.2571259,-0.9077996,-0.6950622,-0.56790555,-0.56610143,-0.6093244,-0.69160974,-0.6705345,-0.61449087,-0.6622051,-0.80614847,-0.91606283,-0.9688821,-1.0421089,-1.1662159,-1.2603915,-1.3496908,-1.3449533,-1.2762192,-1.1479195,-1.0036323,-0.9470795,-0.9925095,-1.1186037,-1.3549584,-1.5335755,-1.4892037,-1.4649609,-1.475565,-1.61081,-1.6113935,-1.6113806
-2.994464,-2.9261332,-2.8936472,-2.93578,-2.8070517,-3.1614108,-3.2172418,-3.220361,-3.0446682,-2.5357838,-2.0325925,-2.1942089,-2.4772024,-2.6413698,-2.811926,-2.6945748,-2.5087063,-1.8781624,-1.4509966,-1.2270416,-1.6377927,-2.3840594,-3.080717,-3.552788,-3.4911065,-3.2193646,-3.0021074,-2.8109405,-2.8797948,-2.861789,-3.0573113,-3.2588837,-3.3002741,-3.2809923,-2.9825368,-2.526412,-1.6750484,-1.1926124,-1.0724162,-1.0441496,-1.0945902,-1.1836917,-1.2443415,-1.4288249,-1.6993479,-2.064243,-2.417753,-2.9581146,-3.3790998,-3.6554568,-3.1054797,-1.9223555,-1.6949583,-1.8750201,-2.3027587,-2.2688694,-1.841481,-1.7529931,-1.6468487,-1.5956006,-1.560178,-1.5608342,-1.596985,-1.6064146,-1.6068789,-1.650485,-1.6819842,-1.6291171,-1.594925,-1.5054933,-1.3679478,-1.1288424,-0.6261672,0.2759399,1.239852,2.225172,2.8441763,3.1836967,3.3302708,3.3693857,3.3747244,3.370071,3.3974311,3.3629627,3.332206,3.2298217,3.1065485,2.5603592,1.8099655,0.48972163,-0.9068115,-1.8430604,-2.2183769,-2.1707323,-1.803362,-1.2016413,-0.8645194,-0.6823616,-0.5685301,-0.33962774,-0.20106953,-0.24134777,-0.3301821,-0.39591646,-0.4898268,-0.5779371,-0.71900094,-0.9559541,-1.1260787,-1.2113862,-1.228183,-1.3411804,-1.6365411,-1.926778,-2.2084985,-2.617134,-2.8800933,-2.8034554,-2.4872053,-2.2157252,-2.1469893,-2.3133874,-2.356165,-2.4211037,-2.2674816,-2.8061059,-2.8071628,-2.8072028
