0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
12.048825,12.229847,12.31838,12.361103,12.306645,12.177012,10.8874,12.105138,11.612883,10.9099865,9.619098,8.867963,8.993057,9.585417,9.391783,9.706726,9.957945,9.252151,9.806948,8.996729,8.051495,6.0577335,4.333113,2.9454434,1.7999524,1.2949084,-0.03794299,-0.30289173,0.46482587,0.8837577,1.7650416,2.641881,3.404005,3.8291125,4.149185,4.040099,4.1881027,4.4881163,5.01293,3.8048177,2.2062597,1.0011271,0.1569725,-0.47226226,-0.6777139,-0.5595187,-0.26278907,0.0999774,0.36360276,0.5156214,0.6421601,0.64330274,0.53207165,0.44201633,0.35177502,0.19028819,0.08685891,0.08669198,0.34549263,1.2205343,2.252397,3.1745467,3.0945687,2.6380916,2.0220525,1.5535544,1.1137546,0.1258815,-0.66473377,-1.7275242,-2.0811949,-2.02247,-1.6967189,-1.1894088,-0.7815592,-0.6519195,-0.15383454,-0.04968518,-0.39855707,-0.63973117,-0.6287204,-0.50534475,-0.04959309,0.31274894,0.5696176,0.49251884,0.3405265,0.34963128,0.40959927,0.8556435,2.0474982,3.70338,3.893435,2.926576,2.0983372,0.9301992,0.3971221,-0.14619529,-0.45931515,0.39981592,1.318182,1.9168578,1.3469049,0.11809993,-1.1152531,-1.5157549,-1.6397561,-1.5896242,-1.3418562,-1.3060136,-1.3904192,-0.8839921,0.5154892,1.6391907,1.0304574,0.68321854,0.9362346,0.9291968,0.9567999,1.1765627,1.8550991,3.293092,4.5701494,4.862155,5.074458,4.337224,2.8811896,1.3894093,0.8960384,-0.127913,-0.72136855,-0.76423985,-0.64556277,-0.6640789,-0.7641878,-0.8450424,-0.8389393,-0.8729522,0.080056906,0.13458532,-0.25881115,-0.47214,-0.76484513,-0.9142802,-0.87821114,-0.7841247,-0.71917,-0.48201567,0.16214329,0.6847522,1.2167817,1.3532497,1.5376406,2.0435545,2.5774972,4.293139,7.090052,8.955656,10.223006,11.324663,12.194585,12.462666,10.886305,10.886469,10.886185
-1.6246318,-1.7821822,-1.7546436,-1.734757,-1.7784741,-1.7730324,1.1853604,-1.8703578,-1.8381528,-2.0372114,-2.0751557,-1.872378,-1.4030039,-1.1818687,-1.4081545,-1.1201625,-1.2278972,-1.441113,-1.4328704,-1.9107821,-2.2333856,-2.4837756,-2.3173485,-2.219604,-1.952883,-1.8511635,-1.9067698,-2.5560012,-2.452375,-1.990176,-1.6281912,-1.5633409,-1.5612957,-1.4889724,-1.5086433,-1.6394765,-1.7965062,-2.0498972,-1.9621586,-1.479908,-1.3938468,-1.2290374,-1.3929911,-1.6964272,-2.0463836,-2.3486466,-2.6213076,-2.842349,-2.9825103,-3.007977,-2.9440982,-2.852437,-2.77637,-2.7169948,-2.617649,-2.4178324,-2.1138778,-1.970222,-1.9608486,-2.4119492,-2.6135612,-2.4566183,-2.0746036,-1.5827827,-1.0473459,-0.84502333,-0.87282014,-0.63706946,-0.8943101,-1.3465338,-1.850244,-2.1627645,-2.1066334,-1.8246615,-1.6366434,-1.4822314,-1.389404,-1.4582016,-1.638474,-1.5810368,-1.5369983,-1.5407314,-1.5543461,-1.5494367,-1.4411799,-1.0552726,-0.7203236,-0.62182224,-0.8626147,-1.6758736,-2.055625,-1.8945534,-1.8276187,-1.7747293,-1.6695216,-1.9106503,-2.3325846,-2.3100228,-2.0731428,-1.4146507,-0.6556032,-0.5558244,-0.6222559,-0.6011112,-1.2988412,-2.1246703,-2.4171138,-2.3551416,-2.0897844,-1.8209541,-1.2824011,-1.8445568,-1.7928188,-0.49586982,-0.033907533,-0.32222593,-0.20327866,0.584552,1.7513689,2.6191921,2.013265,0.42409486,-0.593275,-1.1670458,-0.81918204,-0.5686385,-0.14218412,0.13614826,-0.3466867,-0.5665927,-0.84271514,-1.202436,-1.6716878,-1.7656767,-1.7268832,-1.6805938,-1.6079319,-1.3141779,-0.87163496,-0.9485581,-0.84440964,0.41176134,2.572013,4.392605,6.0080204,7.154829,8.216242,9.147294,10.021458,10.416232,10.490959,10.44189,10.379486,10.297546,10.200365,9.91416,9.141344,8.210029,7.168728,5.9235535,4.55492,3.9476,1.1879634,1.1879324,1.1878937
-0.48947352,-0.3796219,-0.32620895,-0.25649518,-0.3201769,-0.38072944,0.2119648,-0.38671708,-0.6634964,-0.81839645,-1.296737,-1.4934189,-1.6038377,-1.5221044,-1.7058719,-1.6555587,-1.7765944,-1.8630929,-1.7485259,-1.5345348,-1.2369424,-0.8635943,-0.8452394,-0.9601418,-1.0088228,-1.2439455,-2.2023087,-3.6234336,-4.3956456,-4.5326304,-4.3352757,-3.9669943,-3.5844707,-3.3076882,-3.0557952,-2.9578767,-2.7823625,-2.2699666,-1.693795,-1.2861459,-1.0791379,-1.2887504,-1.8583252,-2.4599361,-2.8440847,-2.836391,-2.8412356,-2.885766,-2.8743815,-2.8700519,-2.8634677,-2.8339105,-2.8237538,-2.8331528,-2.9309,-3.0788684,-3.1768928,-3.0539117,-2.5762331,-1.6918434,-1.0232496,-0.65586936,-0.7260378,-0.84208006,-0.7419993,-0.6930818,-0.57433,-0.7647536,-1.2855692,-1.9207857,-2.5064337,-3.118372,-3.430904,-3.5136037,-3.467945,-3.286336,-2.7596493,-2.1366343,-1.6682289,-1.4070888,-1.1502521,-1.0137455,-1.1818687,-1.4344043,-1.4951864,-1.4481988,-1.3275087,-1.0538867,-0.6813751,-0.6006766,-0.9873165,-0.7658862,-0.26480654,-0.4874816,-0.8758434,-1.0837193,-1.9509133,-2.2393894,-1.8689499,-1.2144272,-0.7582527,-0.5650002,-0.72980845,-1.0847964,-1.7857089,-2.0727167,-2.447742,-2.725518,-2.6856334,-2.527945,-2.3372908,-2.278965,-2.0339372,-1.2084991,-1.1968533,-0.99229205,-1.4234705,-2.2132802,-2.4934602,-2.2544816,-1.8767617,-1.5693464,-1.1674806,-1.0241559,-0.21807337,0.62312376,1.2795613,1.7058462,1.529387,0.89101565,-0.34739485,-1.4370091,-2.8665228,-3.6525965,-3.955175,-4.0275846,-3.8780754,-2.7049308,-1.6334753,-1.8120363,-2.3544054,-2.7626767,-2.8539946,-2.815642,-2.746344,-2.6977444,-2.6572742,-2.5915537,-2.525496,-2.414213,-2.2544718,-2.2795374,-2.3156176,-2.2273405,-2.0892804,-1.715453,-1.3629926,-1.3241401,-1.3798556,-1.0605505,-0.47540396,-0.23750997,0.21169819,0.2117256,0.21162114
-2.4450767,-2.581294,-2.5501382,-2.5672326,-2.6598773,-2.7189236,0.4989798,-2.586202,-2.4383512,-2.515353,-2.35177,-1.9722104,-1.5996352,-1.5391086,-1.7733972,-1.4853954,-1.6413236,-1.6945395,-1.718611,-1.7750844,-1.6910639,-1.5044549,-1.4392514,-1.4590932,-1.3306234,-1.2076029,-1.4974318,-2.4796758,-2.8371236,-2.647277,-2.391167,-2.133718,-1.5802422,-1.0471535,-0.62030935,-0.82055914,-1.1488116,-1.2904902,-1.0255361,-0.7613654,-0.7851889,-0.76864135,-0.8973017,-1.1692991,-1.4742346,-1.5190532,-1.5538626,-1.7414222,-1.9942151,-2.20492,-2.3783858,-2.4531903,-2.4722126,-2.4804344,-2.4641337,-2.374308,-2.148798,-1.890465,-1.4753966,-1.2244384,-1.3823912,-1.436446,-1.5369077,-1.359055,-0.98811513,-1.027966,-1.1197252,-1.0122736,-1.0893112,-1.2780538,-1.2925599,-1.3928955,-1.4986717,-1.1384833,-0.6520736,-0.12475918,0.90800893,1.4172473,1.4401851,1.060838,0.5351381,-0.20542318,-1.1938725,-1.6204975,-1.6122841,-1.2944117,-0.9084939,-0.56390184,-0.47269446,-0.98822707,-1.7366586,-1.983686,-1.8990982,-1.6885562,-1.560103,-1.5440395,-2.2099376,-2.4321833,-2.1891248,-1.599843,-0.9203006,-0.6886984,-0.843848,-0.7326133,-1.1103514,-1.3633769,-1.2321118,-0.63752425,-0.1571641,0.7789093,5.33692,8.61739,9.90443,10.949944,10.78317,8.907167,6.328701,3.6986713,1.9613613,0.6343978,-0.6389057,-1.5831624,-2.1056354,-2.2594688,-1.9119256,-1.3197403,-0.1410752,1.027652,1.343091,1.3499744,1.6310802,1.3968787,0.6923925,-0.36878532,-1.0993438,-1.4347868,-1.7605271,-0.8520928,0.47801092,0.9275463,0.3710865,-0.3647361,-0.6193731,-0.68529713,-0.62394446,-0.5489036,-0.368266,-0.059639335,0.88468385,1.6181241,1.8772306,1.9413774,2.0913737,2.018876,1.9071088,1.5244486,1.0171382,0.91594934,0.64890987,-0.07213569,-0.5603042,-0.9212618,0.49931884,0.49922758,0.49941003
-0.2390607,-0.3156906,-0.29450384,-0.19646609,-0.40349597,-0.59275126,0.24333702,-1.0524518,-1.3027351,-1.3123605,-1.3468337,-1.5788934,-1.6070951,-1.5743725,-1.3276825,-1.5422482,-1.4711795,-1.4686465,-1.4815171,-1.4848158,-1.3517349,-1.4650329,-1.7228655,-1.6695012,-1.6943507,-1.5339789,-0.98540235,0.7399542,1.8850176,2.03069,1.7167472,1.1586624,0.3261849,-0.19273111,-0.6955371,-0.8309749,-0.82545567,-0.9298531,-1.1009572,-0.95478785,-0.8763162,-0.28012288,0.68827885,2.683001,5.157656,6.797696,7.779731,8.417975,8.773989,8.975123,9.204159,9.365011,9.438885,9.479669,9.426594,9.3441305,9.233618,8.941463,8.118483,6.287141,2.9630435,-0.091274016,-1.5561724,-2.434694,-2.6180296,-2.4676287,-2.5728455,-3.0100791,-3.2291815,-2.539859,-1.5568783,-0.47877604,0.12043378,0.28835627,0.22835183,0.09394522,-0.045655966,0.15536919,1.0779507,2.652073,3.984384,5.1054864,6.0281677,6.339235,6.4725127,6.2831163,5.9594,5.144683,4.0717487,1.8884022,-0.5243939,-1.0825958,-0.9385078,-0.5532713,-0.73351955,-0.8726194,-0.22839269,0.36941424,0.3428772,-0.0038689617,-0.88532907,-1.5289054,-1.6552279,-1.4336878,-0.8925743,-0.4834568,-0.21378979,0.55045176,0.89847684,0.8482299,0.29910862,-0.7278374,-1.3273094,-1.2669116,-0.89020085,-0.6882286,-0.20406018,0.47143227,0.58915555,0.1643548,-0.44570643,-0.9259419,-1.0404762,-0.89580345,-1.2826927,-1.4897676,-1.7507386,-2.2408412,-2.5471573,-2.4613738,-2.132694,-1.7299681,-0.90778613,-0.05155923,0.2915482,0.20059842,-0.44472677,-1.9454147,-3.1222663,-3.142149,-2.7655354,-1.7757742,-0.98453504,-0.4970264,-0.36539,-0.43634328,-0.68741333,-1.0144753,-1.2902528,-1.4377512,-1.5131719,-1.50965,-1.4876088,-1.4570347,-1.4213839,-1.2557365,-0.9067695,-0.64485765,-0.5501233,-0.23180023,-0.15819481,-0.05380617,0.24286631,0.24297671,0.24280359
-3.108532,-3.1516376,-3.1378818,-3.2120543,-3.2182064,-3.2653089,-1.9104788,-3.1902359,-3.1696131,-3.2750335,-3.444211,-3.2108998,-2.9637618,-3.2305684,-3.1914575,-2.916325,-2.9355955,-2.8071282,-2.930807,-3.0473232,-3.3642406,-3.3790822,-2.9695902,-2.6747842,-2.2849832,-2.0932465,-1.2871039,-1.2548037,-1.3132528,-1.0989348,-1.3949655,-1.7751342,-2.0702417,-2.206386,-2.2426262,-2.2741935,-2.3070116,-2.5308447,-2.6187222,-2.208365,-1.8719223,-1.4499705,-0.87336016,-0.5962755,-0.88977635,-1.2406237,-1.4939685,-1.4990774,-1.3377738,-1.1309094,-0.6908022,-0.31136584,0.062311828,0.3801153,0.7263927,1.2831905,1.8338857,2.0835912,1.7778776,0.4674579,-1.0503726,-2.010269,-2.4459276,-2.5252864,-2.2166834,-2.2500296,-2.0453086,-1.0610319,0.108754404,0.48059952,0.19031376,0.139397,0.37783056,0.7893499,0.97786385,1.165644,1.2962605,1.0914474,0.5411287,-0.008089036,-0.40990222,-0.7005205,-0.880868,-0.70351326,-0.58157,-0.58070487,-0.50751036,-0.78318983,-1.1918831,-1.5509204,-1.9105406,-2.2524385,-1.8858373,-1.0816933,0.0058773607,1.2161174,1.1998119,0.25662476,-0.59310234,-1.8177506,-2.409174,-2.3266282,-1.926274,-0.8271905,0.29032466,-0.34385675,-0.97375214,-0.72508776,-0.5065031,-0.4718705,-0.69036937,-1.4623206,-1.5715597,-0.5247286,0.29020616,-0.26034635,-0.7023666,-0.6195682,-0.7315703,-1.1387227,-1.659692,-2.2208,-2.5052497,-2.249858,-1.2035015,-0.5919483,-0.11096656,0.6800179,0.88726807,1.347361,0.87411726,0.2654807,-0.21532266,-0.13052154,-0.036815554,-0.010952845,-0.40111518,-0.09609647,-0.13970067,-0.35701108,-0.95884395,-1.2801195,-1.3170271,-1.3528683,-1.3282714,-1.2292243,-0.9706826,-0.5932361,0.021694839,0.13207386,-0.09773287,-0.24628513,-0.28403318,-0.3861242,-0.72719634,-1.417882,-1.8313577,-1.7809392,-1.6833757,-1.990334,-2.420289,-2.5869489,-1.9091976,-1.9093131,-1.9091114
-2.9432871,-2.9900627,-2.9878864,-3.0285726,-3.082528,-3.1969094,-2.4373646,-3.2194357,-3.2581205,-3.1570354,-3.1944325,-3.1324499,-3.1132789,-3.2290277,-3.276935,-3.2276323,-3.2027893,-3.081573,-3.138704,-3.1145897,-3.0028903,-2.8916726,-2.6319299,-2.4495335,-2.0644028,-1.7705804,-0.15788682,1.9966266,2.8866704,3.305759,3.144143,2.8535523,2.6503994,2.4514844,2.0194101,1.6801262,1.4543815,1.0565019,-0.3859922,-2.0090773,-2.2797446,-2.2728305,-2.146674,-2.0003648,-1.9343467,-2.0291111,-2.0590441,-2.04706,-1.9693868,-1.8493484,-1.683868,-1.5668938,-1.4919832,-1.4429165,-1.3533587,-1.2474389,-1.2885842,-1.6882174,-2.352838,-3.251275,-3.9915755,-3.804903,-2.9274087,-1.9664801,-1.8570886,-2.048987,-1.8764788,-0.017579675,3.4513223,7.1596994,8.75937,9.266813,9.378802,9.50202,9.563777,9.631887,9.411761,9.258333,9.073845,8.460203,7.6040754,6.3882084,4.6337833,3.5662956,2.2769136,1.4382424,0.6275619,-0.23138905,-0.78623843,-1.1160688,-1.2589215,-2.268418,-2.8983998,-2.858675,-2.4616232,-1.8217686,-1.1885194,-0.5427388,0.029375091,-0.218302,-0.8263964,-2.020902,-2.5134544,-2.7186732,-2.4495935,-1.8686166,-0.99831414,-0.35163674,0.13548279,0.07194883,-0.765779,-1.4932003,-1.6131268,-1.4120011,-0.955022,-1.0167514,-1.1199458,-1.0098629,-1.1742651,-1.4545268,-1.6511841,-2.1561189,-2.8936195,-3.2484436,-3.4131236,-3.3732834,-3.0006394,-2.2840056,-1.6890509,-0.68281007,0.23075426,0.6985822,1.3395727,1.8088634,2.0017333,2.1553326,1.9170808,1.0178379,-0.9262342,-1.323385,-1.1107368,-0.8649164,-0.66704243,-0.5409895,-0.4728916,-0.46449634,-0.52134264,-0.7463721,-1.147128,-1.3606801,-1.554532,-1.6508498,-1.6507325,-1.7468188,-1.9421897,-2.175756,-2.2936502,-2.1970499,-2.1193702,-2.1297038,-2.1734295,-2.1095817,-2.4372485,-2.4373238,-2.4371405
-1.4514469,-1.6246548,-1.7086469,-1.7670795,-1.8056161,-1.824091,-0.08926636,-1.7699449,-1.6722231,-1.8133984,-1.7587264,-1.6980858,-1.377132,-1.1433305,-1.2028414,-0.9501116,-1.0218339,-1.0735433,-0.96495354,-0.92280066,-0.87745404,-0.79707867,-0.6374127,-0.52535254,-0.19318035,0.030686386,0.046712615,0.05691527,0.60200566,1.37081,2.248398,2.6067238,2.9180377,3.2004762,3.3792179,3.3749485,3.134386,2.7052596,2.3169165,2.0319948,1.7891417,2.2158349,2.4429052,2.6259787,2.2947454,1.8422762,1.422473,1.0782055,0.78325665,0.5768142,0.5116095,0.5123236,0.5997193,0.67704535,0.8459788,1.2828734,2.073156,2.8446147,3.539843,3.1956704,3.0266516,3.1599698,3.1596901,3.1152377,2.9970531,2.206421,2.2677796,3.1010797,2.9915943,2.3702073,1.7411807,1.1229228,0.76272726,0.84906536,1.0197859,1.1734992,1.2253269,0.9579836,0.58443165,0.38275588,0.13336352,-0.2695103,-0.7915405,-0.88750964,-0.58670896,-0.1560814,0.2357471,0.4789895,0.28635916,-0.51813877,-1.1748914,-1.4949673,-1.4004104,-0.9731312,-0.7524592,-0.5548002,0.024990208,0.92967093,2.0701828,2.8610935,2.9615192,2.7687225,2.4633908,3.6857023,3.9777195,2.9981446,1.5249374,0.37707478,-0.21937273,-0.24890542,0.29272237,0.1858308,0.044621676,0.9241433,0.8789652,0.035116702,-0.3126757,-0.37556332,-0.094762,0.023305267,-0.5412343,-1.2058,-1.8840086,-2.368699,-2.7293358,-2.5699856,-1.5742557,-0.520554,-0.24902722,-0.30820256,-0.41824013,-0.56294197,-0.6786612,-0.6860365,-0.4898309,-0.12668347,0.93810743,2.3061213,3.585833,3.3944933,2.273043,1.3041416,1.1788269,1.211133,1.4020782,1.6688261,2.1745355,2.954556,4.325291,5.0287724,5.434581,5.5081215,5.5509715,5.4675593,5.335443,4.818155,3.9200685,3.108747,2.2899404,1.5234555,0.8878523,0.39297637,-0.08857614,-0.08854979,-0.08861649
-1.2817054,-1.3338896,-1.3461221,-1.3807946,-1.3474605,-1.3695189,-1.3422216,-1.4442439,-1.3456826,-1.4464138,-1.2066461,-0.9971397,-0.7824149,-0.60078907,-0.69982636,-0.74935716,-0.56012154,-0.31769514,-0.30176222,-0.78039324,-1.251736,-1.6093266,-1.4479423,-1.3035871,-0.9737907,-0.7048444,0.6894208,2.0291212,2.6583467,2.7948265,2.606888,2.2895677,1.8386326,1.4543107,1.1106424,1.3129575,1.0782319,0.09673396,-0.9565558,-1.1071806,-0.82614994,-0.4980453,0.24279355,0.84782064,0.8153518,0.6027682,0.5004788,0.4235777,0.32159728,0.23333915,0.103903115,-0.0074974,-0.10001081,-0.17659745,-0.16463628,-0.19976598,-0.38598725,-0.61737037,-0.86099166,-1.1764312,-1.2661648,-1.1722617,-1.1102175,-1.1353798,-1.0420507,-0.80945295,-0.7024169,-0.18616182,0.588091,1.4387772,1.8854382,2.1115365,2.154686,1.8776594,1.4637642,0.98948854,0.22587305,-0.36027044,-0.84551525,-1.0896518,-0.96780944,-0.44518426,0.22544393,0.53449047,0.7084525,0.7642664,0.8453031,0.8483639,0.7701957,0.7868052,0.21502271,-1.5867839,-2.3695507,-2.0945184,-1.312899,-0.8254698,-0.9176826,-0.6637404,-0.22675636,-0.5533707,-0.94243443,-1.0603306,-0.587625,0.25778672,1.3190625,2.0572102,2.712739,3.2561932,3.518241,3.5775127,2.777525,1.6648641,0.60177577,-0.897018,-1.3425562,-0.53973484,0.56451494,1.2498583,1.2494977,0.79993993,0.35497975,-0.1994251,-1.0637364,-1.2681038,-1.261768,-1.5386916,-1.7596188,-1.7010719,-1.3069943,-0.22316271,1.2953047,2.6784472,4.7529554,5.605921,5.703934,5.8060074,4.983662,2.8605385,0.19983146,0.15208066,1.4827526,2.6586275,3.12889,3.1576633,3.118023,3.0835726,3.0514588,2.9053226,2.7978964,2.240217,1.5569321,1.4657128,1.4403583,1.4473844,1.578244,1.5389109,0.6596922,-0.1338784,-0.60419476,-1.0160245,-1.4560766,-1.5285358,-1.3424125,-1.3424143,-1.3423779
-4.1862435,-4.1342998,-4.0655317,-3.9529796,-4.0130053,-3.9279644,-3.6527538,-3.8982353,-3.842363,-3.7130804,-3.5923953,-3.7356024,-3.8089602,-3.8679483,-3.8698833,-3.855725,-3.8511643,-4.057824,-3.8872428,-3.980102,-4.1045017,-4.225129,-4.4716835,-4.564537,-4.6641073,-4.745014,-4.6600456,-3.7695239,-2.9381452,-2.7576625,-3.279334,-3.9062004,-4.498241,-4.7781734,-5.053987,-5.2930346,-5.404121,-5.458866,-5.167694,-4.4791336,-4.0584993,-3.7579417,-3.6113758,-3.1289892,-2.2241192,-1.4060404,-0.7905006,-0.3540753,-0.011477634,0.19120505,0.42624474,0.6508733,0.80265045,0.8918929,0.9123344,0.9548506,0.8268057,0.4885462,-0.43967018,-1.7438507,-2.9956708,-3.8515677,-4.2933426,-4.272099,-3.9461818,-3.7302732,-3.6274219,-3.4096851,-2.8668227,-1.8319756,-0.8868396,-0.06502801,0.34951663,0.390997,0.31641364,0.08914079,-0.58292615,-0.6937392,-0.7742232,-0.69707716,-0.6003411,-0.57893753,-0.54409546,-0.62388325,-0.9655038,-1.3354924,-1.9136505,-2.4654813,-2.7965832,-3.1720376,-3.631649,-3.3784027,-3.0489607,-3.1308851,-3.2651236,-3.2064834,-2.4916768,-1.3183062,-1.0219548,-2.3840842,-3.2055867,-3.2078142,-3.161168,-3.3970034,-3.483427,-3.7281759,-3.4862874,-3.3403378,-3.156686,-3.2286413,-3.3971405,-4.123113,-4.5873265,-3.3118055,-2.664053,-3.3384027,-3.4967692,-2.9289494,-2.7631881,-2.9150372,-3.282755,-3.7515118,-3.78687,-3.5977688,-2.7664316,-2.3448892,-2.4825413,-2.6291366,-2.8925955,-3.1520214,-3.3925955,-3.3040185,-2.7139187,-2.1678898,-1.8443984,-1.814489,-2.52668,-3.6784706,-3.9903567,-4.197674,-4.435561,-4.25992,-3.8601627,-3.4571772,-3.1131983,-2.9238307,-2.8226886,-2.8205905,-2.8816562,-2.6207986,-2.4478176,-2.2021413,-2.1406133,-2.1749134,-2.4061115,-2.747922,-2.6891613,-2.2303789,-1.7684884,-1.5321331,-1.8245282,-1.899586,-3.6526723,-3.6526632,-3.6527257
