0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
13.246515,13.373613,13.420579,13.338476,13.165589,12.949223,12.405966,11.236071,9.301751,6.4385157,4.6724505,3.4438066,2.045032,1.069976,0.6896679,0.22594242,-0.2738135,-0.7143202,-0.7956164,-0.7735979,-0.80967295,-0.79070807,-0.83518577,-0.84515494,-0.51675797,0.014832169,0.5739249,0.9911523,1.546529,1.9910265,2.1219897,2.2601302,2.5267165,2.7910807,2.7764997,2.5340934,2.191479,1.8510611,1.2300211,0.6358346,0.2845955,0.17594099,0.023624301,-0.122179255,-0.17545387,-0.33429363,-0.48740017,-0.26329732,0.047595542,0.55999696,1.0658581,1.2481977,0.8287412,0.2397897,-0.20914446,-0.34465104,-0.34732175,-0.29729542,-0.14663099,0.18863702,0.53999686,0.80054235,1.2337133,1.7209578,1.2492759,1.2065437,1.4603732,1.4265509,1.3359119,1.0410743,0.5648786,0.19146922,-0.019864649,0.025461137,-0.0371705,-0.11558296,-0.2754363,-0.4625137,-0.548668,-0.6354729,-0.5608028,-0.47407717,-0.4707959,-0.19377074,-0.40569225,-1.053872,-1.3789923,-1.2675905,-1.4037371,-1.7263622,-1.3122536,-0.5395098,0.15162063,0.37780207,0.41674218,0.4798034,0.3037177,0.33193952,0.2523753,0.23656838,0.36083457,0.33329958,0.33668342,0.50044864,0.68134093,0.874545,1.0040504,0.7643134,0.4321614,0.40922818,0.06674558,-0.14114964,-0.33652002,-0.5196096,-0.87998235,-0.77994645,-0.62392825,-0.647331,-0.7638375,-0.490205,-0.39661062,-0.40746623,-0.4252413,0.044057667,0.66994524,1.593132,2.4796603,3.2679987,4.231348,5.64147,6.788559,7.2363563,8.05388,8.933826,9.743693,10.470267,10.845633,11.578945,12.167418,12.703119,12.80855,12.770766,12.848566,12.9557,12.972002,12.961845,12.946762,13.04805,13.080109,13.05834,13.031603,13.074717,13.09997,13.020763,13.03054,13.002707,12.972051,11.435156,13.046801,13.040283,13.045729,13.078589,13.069541,13.057048,13.018953,13.173952,13.157165,13.141298,13.112258,13.115938,13.060035,13.08493,13.053522,13.182192,13.19446,13.199299,11.438003,11.434814,12.971165,12.977184,11.436009,11.434867
-2.2723906,-2.2475731,-2.2203732,-2.1380873,-1.9360082,-1.8062328,-1.6019851,-1.6046455,-2.307725,-2.913041,-2.7474384,-2.2780447,-1.4613143,-0.9739625,-0.9901561,-0.91481715,-0.77538985,-1.0607452,-1.4116044,-1.5370028,-1.544331,-1.5889413,-1.6331921,-1.55019,-1.4449162,-1.4522595,-1.2874396,-1.1890081,-1.0910197,-1.083041,-0.9799197,-1.0311482,-1.1769199,-1.348194,-1.4628105,-1.5535238,-1.6898522,-1.9011695,-2.2892766,-2.71613,-2.872374,-2.7891753,-2.5629206,-2.1665363,-1.7784308,-1.5699568,-1.5901774,-1.5953816,-1.8991617,-2.4749575,-2.9244294,-3.249157,-3.1953359,-2.409605,-2.0869424,-1.8982749,-1.919802,-2.149497,-2.3034081,-2.3281453,-2.4027724,-2.3367457,-2.1290035,-1.9785883,-1.3852878,-1.4783039,-1.8418084,-2.2043118,-2.615182,-3.1474285,-3.3466988,-3.2994351,-3.3886988,-3.423007,-3.3028982,-3.1348631,-2.9373426,-2.8431065,-2.797247,-2.757855,-2.7956717,-2.8468852,-2.7511797,-2.412177,-2.3933535,-2.7059412,-3.2038975,-2.9897578,-2.4758358,-1.7320468,-1.0648069,-1.0938655,-1.294718,-1.2740434,-1.2758161,-1.3700665,-1.3418889,-1.2795441,-1.0777419,-0.9507957,-0.88794875,-0.692854,-0.7666923,-0.9472872,-1.1656971,-1.4627392,-1.8562776,-1.9668368,-1.8282208,-1.7194201,-1.563337,-1.2928288,-1.0195543,-0.6766119,-0.33366284,0.105546296,0.034234285,0.29633552,0.70976907,1.1183491,1.4851446,2.3412664,3.3459373,4.284615,4.9202237,5.251085,5.197175,4.851381,4.487318,4.151478,3.8471613,3.6198199,3.4838579,2.9559555,2.212011,1.4722022,1.075543,0.5454104,0.031882524,-0.57176787,-0.9119361,-0.80657935,-0.8617093,-0.9742625,-1.0425768,-1.0351871,-1.091087,-0.99660575,-0.54398745,-0.5276562,-0.56026167,-0.8876349,-0.9812177,-1.0095457,-1.1627307,-1.0918744,-0.97550625,-0.17545614,-0.9535354,-1.0309677,-0.9047645,-0.94713604,-0.68370986,-0.72928256,-0.6462904,-1.072379,-1.0821772,-1.099003,-1.1885808,-1.094316,-0.9968489,-1.0105505,-1.0542973,-0.977143,-0.9496657,-1.0199009,-0.17669928,-0.17531434,-1.0159454,-0.78882414,-0.17586732,-0.17524087
-0.81775093,-0.7323842,-0.7720713,-0.83873916,-0.94469714,-1.0025141,-1.2246014,-1.8758298,-2.2413564,-2.2296233,-2.4758987,-2.6499128,-2.888194,-3.044293,-3.2142258,-3.538321,-3.2932515,-3.39008,-3.333478,-3.2486184,-3.2880032,-3.3537862,-3.3400917,-3.2635162,-3.125062,-2.9473147,-2.8439946,-2.7530596,-2.5460038,-2.3468816,-2.245984,-2.162497,-2.1477594,-2.2078886,-2.1303873,-2.0887976,-2.0603256,-2.0385988,-2.1102548,-2.334642,-2.6167307,-2.865294,-3.0524325,-2.902588,-2.2860994,-1.7528493,-1.3773171,-1.3881834,-1.6439122,-1.5998671,-1.6580819,-1.8638544,-2.189676,-2.3013868,-2.2970977,-2.4440312,-2.5473862,-2.663832,-2.704922,-2.4376335,-2.1521058,-2.029015,-2.0825248,-1.8043492,-1.3804741,-1.3691056,-1.4225824,-1.4757779,-1.5854503,-1.6696537,-1.5579448,-1.4025457,-1.248436,-1.3489995,-1.52493,-1.7062039,-2.034992,-2.3805094,-2.6305165,-2.8416183,-2.9159327,-2.7060301,-2.684361,-2.729537,-2.8511405,-3.22573,-3.6120398,-3.8773072,-3.9952264,-3.1492605,-1.2384514,-0.19595751,0.5514584,0.8033681,0.88639724,0.9534269,0.53706574,0.17523369,-0.27373412,-0.65782535,-1.0711188,-1.4370309,-1.6581247,-1.838845,-2.1342978,-2.4870539,-2.7390172,-2.830211,-2.8151336,-2.8453555,-2.9266956,-3.0751905,-3.2125928,-3.2845187,-3.3738153,-3.4671588,-3.4763677,-3.500246,-3.5581217,-3.6131973,-3.7075891,-3.7344985,-3.570578,-3.34087,-3.1213698,-2.934268,-2.890102,-2.8322718,-2.697364,-2.3817883,-2.2739465,-2.1904473,-2.0729308,-2.089865,-1.8981249,-1.4236941,-1.3047816,-0.9412578,-0.7938595,-0.6261813,-0.698087,-0.71505135,-0.6251967,-0.6749208,-0.48976624,-0.50972134,-0.5747701,-0.351406,-0.36456478,-0.4661315,-0.55082643,-0.48571992,-0.48734528,-0.5780424,-0.5381737,-0.5133694,-0.49385375,0.1809195,-0.36360776,-0.38078517,-0.3132286,-0.34910902,-0.38738194,-0.4579149,-0.3840235,-0.41102687,-0.39942527,-0.40344414,-0.308535,-0.31097454,-0.34471524,-0.41255915,-0.3543299,-0.28113854,-0.3861032,-0.36884618,0.18089297,0.18090189,-0.57188684,-0.53753614,0.18083733,0.1808699
-1.564934,-1.5742137,-1.5503424,-1.4564523,-1.2340271,-1.1462027,-1.0202879,-0.7397052,-0.44999498,-0.23353283,-0.06979641,0.5365962,1.090268,1.509984,1.6296486,1.750481,1.0071733,-0.09894644,-0.65949863,-0.96374166,-1.1539752,-1.3339821,-1.4396925,-1.4083815,-1.2342751,-0.9785967,-0.52824575,-0.3289913,-0.12762946,-0.007913798,0.12056005,0.16755682,0.019258022,-0.12951356,-0.026617646,0.09035078,0.08336359,-0.059257865,-0.577819,-1.3292525,-2.00145,-2.2728338,-2.4024296,-2.3178744,-2.0147502,-1.781057,-1.380786,-1.0396836,-1.5615455,-1.6714034,-1.6768383,-1.4648031,-0.82311547,-0.33327505,-0.7612753,-1.3959358,-1.5893285,-1.7823122,-1.7587874,-1.4279995,-1.1131598,-0.7283707,-0.49655294,-0.35605517,0.15903533,0.16145653,-0.16607213,-0.52036375,-1.0427771,-1.5334706,-1.2169185,-0.63445055,-0.25755137,-0.24708703,-0.32579064,-0.39239118,-0.5252384,-0.718385,-0.9033396,-1.0839043,-1.3869944,-1.2011731,-0.78223854,-0.54908454,-0.7402894,-1.3630979,-2.286236,-2.623843,-2.566374,-2.1401765,-1.2548,-1.0050483,-1.1910284,-1.2843399,-1.400219,-1.4371711,-1.1698992,-0.7248007,-0.020909771,0.6653085,1.338666,1.8836241,2.0120683,2.009695,2.1168678,1.9512877,1.5871522,1.6156421,2.1563785,2.3293676,2.5163884,2.6100714,2.4346023,2.3715014,2.4013987,2.6961918,2.7981675,2.7330918,2.5218425,2.2635536,1.8306088,1.9309975,2.761113,3.6126566,3.758029,3.4225707,2.8411653,2.4463382,2.0646021,1.3768423,0.48702833,0.7330464,0.9918941,0.88347685,0.8394419,0.7054361,1.0897884,0.9639688,0.61831766,-0.062010616,-0.28780448,-0.18396407,-0.25563383,-0.28891593,-0.45658398,-0.40280566,-0.4950001,-0.53872454,-0.19718602,-0.07225445,-0.1445668,-0.41918212,-0.4542707,-0.5483059,-0.7610305,-0.7128098,-0.7544871,-0.070526645,-0.6953951,-0.79718465,-0.7436458,-0.5790626,-0.39474827,-0.4145087,-0.41734728,-0.74027723,-0.7993908,-0.73051685,-0.8318859,-0.791422,-0.74505204,-0.6957831,-0.8001103,-0.7004805,-0.60081506,-0.7278071,-0.07212944,-0.07032995,-0.7693433,-0.54545486,-0.0709649,-0.07030746
0.108843654,0.12623677,0.0837726,0.044290394,-0.09066033,-0.17804503,-0.20658875,-0.27770448,-0.1997073,-0.00061553717,0.15614992,0.062577546,-0.07319487,-0.008544356,0.3708025,0.80276674,1.2403907,1.5298314,1.6449127,1.499919,1.347535,1.2149682,0.93607306,0.36297542,-0.4636498,-1.4030669,-2.3484151,-2.8419614,-3.2362342,-3.4124393,-3.2801147,-2.8273702,-2.4540675,-1.9188753,-1.7990205,-1.8971312,-2.0299122,-2.1577086,-2.1403522,-1.9090023,-1.63765,-1.476366,-1.235756,-1.1684508,-1.1076077,-0.7719563,-0.6696953,-1.0702426,-0.9318885,-0.7034583,-0.4205789,-0.1593529,-0.20037197,-0.77351165,-1.1443263,-1.1676388,-0.9861158,-0.74041754,-0.69241,-0.9688692,-1.1471496,-1.3477628,-1.814241,-2.2167583,-2.024643,-1.5957828,-1.1225189,-0.7558767,-0.14143589,0.9738407,1.8651538,2.2918367,2.3987389,2.5219011,2.5592027,2.4358373,2.3712626,2.2047083,2.0336597,1.7429128,1.4575421,0.6862738,-0.06733374,-0.8088179,-0.8118705,0.09384696,1.6021271,2.687067,2.912909,2.0789013,-0.41721052,-2.1857657,-3.2433257,-3.4918947,-3.4583776,-3.5445848,-3.460986,-3.196735,-2.6465745,-2.3201137,-2.182197,-2.0007486,-1.5627395,-1.0432291,-0.23415229,0.59999216,1.1563344,1.5493522,1.6616657,1.6377609,1.7350726,2.0228546,2.3730702,2.4337707,2.553031,2.4571862,2.3962793,2.4941092,2.557582,2.508175,2.5617535,2.261805,1.1346644,-0.11753377,-0.9683294,-1.2550668,-1.2169228,-1.1791587,-0.9912933,-0.6010316,-0.06280774,-0.13121906,-0.15262114,-0.04948497,0.019393042,-0.06567018,-0.08710392,-0.43896127,-0.6702775,-0.8229103,-0.73554486,-0.8659473,-1.0286314,-0.9740793,-1.012575,-0.9392153,-1.0217667,-1.1999031,-1.2822247,-1.4161339,-1.2936184,-1.1867682,-1.1568162,-1.2313737,-1.1729671,-1.2381346,-1.175518,-0.502333,-1.3792937,-1.3389885,-1.4167521,-1.3718143,-1.314556,-1.2406709,-1.2285349,-1.2420708,-1.2895625,-1.2749233,-1.273548,-1.2075307,-1.2450098,-1.3048849,-1.3211386,-1.3137524,-1.3223612,-1.3170238,-0.5012042,-0.50244886,-1.0436512,-1.0152324,-0.5019436,-0.5023891
-2.286232,-2.5736642,-2.7488198,-2.8841963,-2.9209642,-2.8117032,-2.5857477,-2.3881617,-2.049288,-1.772168,-1.7099373,-1.6951978,-1.4984915,-1.3961099,-1.571213,-1.7202361,-1.48187,-0.77565193,-0.43907082,-0.053485304,0.5552072,1.1853824,1.9522678,3.2459345,4.5170693,5.6468105,6.834319,7.4304814,8.061859,8.641001,9.100801,9.492094,9.694908,9.865211,9.92376,9.777788,9.514668,9.122615,8.318539,7.1422167,5.7082705,4.7446203,3.815014,2.7789514,1.3782825,0.29433364,-0.49607325,0.121519014,1.1348766,1.894484,1.5185292,0.87088096,0.36393225,0.11110167,0.61389464,0.9693937,1.1414027,1.6100781,2.922332,4.4967027,5.820715,7.1558704,8.825412,10.577158,10.893157,10.885086,10.786326,10.680616,10.529359,10.089239,9.386272,8.664362,7.6187277,6.24465,4.8336883,3.798605,2.5801334,1.8232796,1.196473,0.6732333,-0.059996963,-0.4409414,-0.55901045,-0.71095604,-1.0006993,-0.9065478,-1.0291882,-0.4963921,0.18154222,-0.09869319,-1.2342644,-1.775003,-1.7859949,-1.3725493,-0.64044636,0.8044519,3.0588403,4.930772,6.533645,7.7313776,8.8803425,9.624666,9.90627,9.994755,9.985374,9.837944,9.561935,9.211814,8.7322645,8.269007,7.7026296,6.856696,6.183193,5.6357083,5.3897552,4.9824233,5.069802,4.524247,3.6913261,2.6117582,1.7498246,0.95273113,0.3541065,-0.076876074,-0.24181944,-0.59329015,-1.0441273,-1.4094303,-1.875798,-2.313993,-2.6731524,-2.6632829,-2.657484,-2.8083565,-2.7969513,-3.1008096,-3.0447989,-3.2202535,-3.0674071,-2.9447968,-2.8178196,-2.7979717,-2.9761543,-2.848981,-3.1181314,-3.0743608,-2.9492118,-3.1293182,-3.040061,-3.0459921,-3.0496836,-3.004908,-3.157652,-3.0805352,-2.9427857,-2.9066477,-2.8734543,-2.0331225,-2.9015822,-2.9063754,-3.0818758,-3.0636113,-3.0670085,-3.0255542,-3.0844212,-3.0721188,-3.0100741,-3.0668283,-3.0316477,-3.01264,-3.1154826,-2.993856,-3.1697562,-3.1423347,-2.9533877,-2.9863267,-2.0349402,-2.0328622,-2.8057249,-2.8311343,-2.0334675,-2.0328217
-1.7347846,-1.861781,-1.9351444,-2.1174822,-2.2119582,-2.267185,-2.336913,-2.2986028,-2.0833693,-1.6835625,-1.3522834,-0.94676346,-0.4733395,-0.178811,0.113447845,0.9863662,1.3353908,1.6239963,1.740609,1.8619254,1.9381311,1.8614902,1.6515188,1.2977769,0.9507195,0.55715394,0.29479778,0.21190037,0.15891372,0.16867164,0.11338171,0.068911344,0.13663389,0.029479578,-0.15692076,-0.20053,-0.222492,-0.22826736,0.020646319,0.4551342,0.7228384,0.8370815,0.93990433,0.8873191,0.49631485,0.18320474,-0.040286742,0.056475434,0.02391893,-0.48826754,-0.89377236,-1.1660708,-1.4323281,-1.3589503,-1.1920775,-0.9924479,-1.0237222,-1.2330317,-1.3535924,-1.3717492,-1.5165591,-1.554126,-1.4326748,-0.88876677,-0.5870976,-0.6469682,-0.8507905,-0.95082366,-1.0168698,-1.0999073,-1.2067804,-1.3170366,-1.221993,-1.1399639,-1.0641652,-1.0309224,-1.0283059,-1.0690556,-1.0875456,-1.0670272,-1.2178209,-1.486917,-1.2824433,-1.0966371,-1.0539358,-0.6302517,0.11299485,0.62874395,1.0052075,0.7218168,-0.09881225,-1.028085,-1.8957943,-2.1587796,-2.1577613,-1.9785764,-1.4594955,-0.876397,-0.47615263,-0.06635064,0.0776971,0.16675615,0.1273402,-0.005718708,-0.23094647,-0.24707788,-0.262052,-0.14439233,-0.0018189847,0.0032381713,-0.03446257,-0.13293503,-0.25143996,-0.2722912,-0.34723288,-0.56236804,-0.68389785,-0.7401271,-0.74055105,-0.82517874,-0.8196645,-1.0776907,-1.4371177,-1.7285419,-1.8416553,-1.852849,-2.0424516,-2.2134597,-2.404285,-2.463216,-2.3458102,-2.1198285,-1.9764621,-1.706636,-1.7657871,-2.0524569,-2.0720298,-2.1923466,-2.224383,-2.294177,-2.3455682,-2.298533,-2.2382724,-2.1428833,-2.219266,-2.2615662,-2.1476014,-2.1629918,-2.1679688,-2.066254,-1.9934609,-2.0258589,-2.0703626,-1.9406737,-1.9802716,-1.9703047,-1.9250226,-1.8041728,-1.9481035,-1.9251451,-1.9961278,-2.0203393,-2.0949373,-2.124033,-2.1564705,-2.0549464,-1.9364066,-2.000828,-1.9828212,-2.0269244,-1.973424,-1.8888857,-1.9674549,-2.017758,-1.9916217,-2.02557,-1.8045908,-1.8041296,-1.9571338,-1.9823077,-1.8043051,-1.8041165
0.2595256,0.17650265,0.21428147,0.73937815,1.5878999,2.3801022,3.952005,6.4243927,8.280078,9.482361,9.724852,9.707774,9.795067,9.796062,9.750069,8.8461685,7.024276,3.9534836,2.1482987,1.3135331,0.970204,0.85853773,0.84456754,0.9510769,0.9569371,0.9767129,1.238521,1.222642,1.0229849,0.3141665,-0.13914543,-0.49599066,-0.89150393,-1.3734816,-1.4792478,-1.4956067,-1.5452626,-1.6145599,-1.8444014,-2.1569157,-2.284067,-2.0973926,-1.8045177,-1.5058254,-1.3787259,-1.272918,-0.6160984,-0.07430926,-0.5487022,-1.1872512,-1.5874337,-1.645128,-1.1234835,0.06355902,0.4724564,0.07375892,-0.19258493,-0.4770177,-0.5939554,-0.80448794,-1.1307895,-1.3195068,-1.757062,-1.8591539,-1.0563893,-1.0448699,-1.3248775,-1.4958854,-1.8114522,-2.2540913,-2.2788966,-2.0171547,-1.9710311,-1.8860807,-1.6021651,-1.2710277,-0.78128445,-0.34516442,-0.059131384,0.212856,0.5212013,1.1955526,1.8036686,2.2694972,1.9509217,1.0701613,-0.07560378,-0.4507419,-0.13637628,0.67412996,0.9058922,0.49036822,-0.037143946,-0.29060298,-0.26688087,-0.12388575,0.49519357,1.0512528,1.7579099,2.0202417,1.8376596,1.7204924,1.407357,1.1695563,0.881097,0.49977013,0.043491095,-0.15482005,0.022857815,0.17682886,0.5996686,1.1796937,1.5825529,1.9301397,2.293652,3.076725,3.180437,3.3689373,3.6250887,3.9568727,4.126139,5.203148,7.128083,8.703646,9.481671,9.735721,9.621159,9.460155,9.226018,9.036591,8.809231,8.939063,8.725019,8.270386,7.6726313,6.8432574,6.503942,5.397262,4.0466714,2.4625063,1.8988531,1.8484982,1.570749,1.1360669,0.88311434,1.1067246,0.81018174,0.54691577,1.0690594,1.0979984,0.984082,0.4427631,0.3956794,0.16123852,-0.13291383,-0.024954706,-0.089215636,0.24925801,-0.029850483,-0.14569834,-0.061411113,0.06493488,0.539841,0.5302181,0.6940672,-0.06351414,-0.20384732,-0.10358575,-0.31038672,-0.14641309,-0.051504374,-0.10230464,-0.14133865,-0.020788848,0.0634366,-0.07814196,0.24772257,0.24934286,0.058795482,0.44446552,0.2486799,0.24924782
-1.1928755,-1.2394302,-1.1716553,-0.92403126,-0.74879086,-0.7843309,-0.84340644,-0.8269238,-1.2801985,-1.5136397,-1.1113188,-0.86408687,-0.48895758,-0.257496,-0.29889494,-0.5573225,-0.96781945,-1.0269824,-1.1737357,-1.32635,-1.3450364,-1.30862,-1.2874324,-1.2485374,-1.2270186,-1.1338162,-0.9167589,-0.8867602,-0.99065363,-1.3711023,-1.474344,-1.4925808,-1.441859,-1.27196,-1.1080129,-0.7729679,-0.24766606,0.52857673,2.1101286,3.8717675,5.1515827,5.4909534,5.6145296,5.3182893,4.5069013,3.2236528,1.4208602,-0.28431854,-0.7124196,-0.6458623,0.01835692,1.9449083,5.802189,9.233712,10.544008,10.942102,10.962821,10.848383,10.520256,10.192199,9.8027725,9.263557,7.876569,3.5251105,-0.010225177,-0.52726436,-0.4379727,-0.16590974,0.22329198,0.5169565,0.30514544,-0.10270625,-0.3888831,-0.5014788,-0.3939746,-0.20703126,-0.06779906,0.053194165,0.147372,0.2818105,0.17851004,-0.25574982,-0.32814968,-0.4396161,-0.2886305,0.08243057,0.5094335,0.8507134,0.97436553,0.4681103,-0.18563049,-0.5472752,-0.8377261,-0.7699692,-0.50123423,-0.19814233,0.2776071,0.653989,0.55080175,0.04160267,-0.8636788,-1.5055256,-1.7283019,-1.6642425,-1.4648738,-1.1169493,-0.67184603,-0.4808202,-0.65124637,-0.60470796,-0.08405921,0.64934415,1.2573923,1.6886816,1.8829882,1.7393191,1.6321433,1.7712417,2.1179624,2.5304065,2.9584053,2.9419174,2.5029423,2.0765088,1.8129069,1.8558252,1.9762526,1.8968205,1.9445804,1.5108337,0.7849411,0.41004497,-0.30204195,-1.0961484,-1.8869733,-2.3345942,-2.3717391,-2.3033996,-2.4282227,-2.5438976,-2.6339102,-2.6497808,-2.4415429,-2.2895584,-2.3286777,-2.4356945,-2.4026108,-2.288386,-2.1789818,-2.0596309,-2.0269349,-2.120087,-2.038804,-1.9741173,-2.1416934,-2.1997302,-2.1458268,-2.3693042,-2.1372395,-2.1411908,-2.091814,-2.1125448,-2.1394894,-2.159613,-2.1908526,-1.9862792,-1.9113791,-1.9868307,-2.1008153,-2.168159,-2.0625632,-1.9204462,-1.9153079,-1.933106,-1.9076047,-1.9203922,-2.3697667,-2.3692513,-2.0341654,-2.126751,-2.3694117,-2.3693361
-2.5313582,-2.4893625,-2.4516728,-2.5795052,-2.7215476,-2.7295318,-2.7208297,-2.8201232,-2.8134556,-2.8501992,-2.8293152,-2.603205,-2.0465124,-1.4786052,-0.67588645,2.411626,5.1864114,6.3821115,6.68954,6.76931,6.8197956,6.8030167,6.659956,6.221739,5.435616,4.3717203,2.7684717,1.7457236,0.7226081,0.021095842,-0.33667022,-0.62770903,-0.8351064,-1.3130816,-2.0071242,-2.624044,-3.1083503,-3.4589448,-3.4999125,-3.2745986,-3.0191627,-2.828797,-2.5945702,-2.4243445,-2.3596954,-2.1785157,-1.521184,-0.33967406,0.22144382,0.26335746,0.2245484,0.036294967,-0.7933069,-1.5116218,-1.5063249,-1.6071988,-1.6478829,-1.7321763,-1.7173188,-1.7873877,-1.8419516,-1.9477644,-2.243845,-2.2394469,-2.0201228,-2.035338,-2.103667,-2.0832264,-1.9125934,-1.3963058,-0.77298564,-0.299366,0.20649874,0.8317249,1.2733207,1.5209551,1.7091347,1.6656576,1.5372123,1.195698,0.6002548,-0.57055163,-1.5048466,-2.2335713,-2.627888,-2.5879703,-1.9855311,-1.5948089,-1.5649478,-2.5567703,-3.6172686,-3.7284539,-3.4802299,-3.2343388,-2.9600716,-2.9170547,-2.8421612,-2.676054,-2.4070706,-2.2694879,-2.2800574,-2.1952431,-2.1653786,-2.238631,-2.2351725,-2.2290573,-2.301193,-2.1127818,-1.7431133,-1.531374,-1.3856136,-1.1319858,-0.9591222,-0.9916645,-0.9086778,-0.84396833,-0.93291277,-0.8732053,-0.8533966,-0.9686656,-1.0108145,-1.154652,-1.6168568,-2.2970433,-2.6658545,-2.9167292,-3.0279922,-3.1622539,-3.351666,-3.3476958,-2.9916906,-2.858313,-2.5346055,-2.1296108,-1.7946134,-1.8166333,-1.9510155,-2.2637267,-2.354306,-2.4074445,-2.373798,-2.3729296,-2.5282378,-2.5695763,-2.5706077,-2.517364,-2.4396064,-2.5714655,-2.6622384,-2.7863808,-2.7403564,-2.6501257,-2.6916447,-2.6663256,-2.575387,-2.5923705,-2.5236819,-2.120107,-2.6264138,-2.571311,-2.672494,-2.7282658,-2.6946628,-2.6793032,-2.7105782,-2.7876189,-2.7825396,-2.8209424,-2.7554898,-2.6740303,-2.748405,-2.7863526,-2.790732,-2.7786365,-2.7987993,-2.7650187,-2.1199825,-2.1201162,-2.5860424,-2.4813945,-2.120107,-2.120076
