0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
9.962152,10.002099,9.88512,12.735495,12.522192,11.878004,10.854855,8.957919,7.0163574,4.621892,3.6787753,2.8997416,2.5800195,2.4613318,2.075542,1.4787244,0.8998995,0.4408499,0.112880334,-0.07005701,-0.16455318,-0.2321461,-0.21428214,-0.14121392,-0.008735,0.07304734,0.085220434,0.14750288,0.25555816,0.39655578,0.51598036,0.6453068,0.6228945,0.507338,0.6985842,1.104652,1.7756437,2.393471,3.1446972,2.887186,1.7025313,1.2628424,1.0913061,1.0302727,1.0834606,1.0990845,1.0313888,0.9823363,1.4020803,1.9639652,2.358326,2.6253033,3.042233,3.9189007,4.8710732,5.6129923,6.4199286,6.9219155,6.3543887,4.5825715,3.8316865,3.7975335,3.7258015,3.5969226,3.5672255,3.4968073,3.2304764,2.601108,1.8207352,0.92522717,0.19684938,-0.021778911,-0.09990081,-0.27700993,-0.5403621,-0.79123163,-0.9762214,-1.0900578,-1.0285072,-0.9126032,-0.65804607,-0.20531285,0.38868776,1.2466958,1.9603633,2.6428347,3.2969823,4.5889826,5.1991262,4.25017,3.4808297,2.9711509,2.3619502,2.713969,2.816376,3.1129935,3.6626449,2.939399,1.6471118,1.1967568,1.2722031,1.0705132,0.931974,0.82701844,0.25951335,0.2715349,0.2881108,0.37448514,0.71724606,1.3377527,1.5195166,1.5946923,1.6663772,1.7060171,1.721247,1.7806392,1.8974748,1.7223575,1.2713112,0.7215849,0.46831638,0.32951388,0.23988575,-0.11353232,-0.40858704,-0.5928026,-0.67903715,-0.62583077,-0.40016952,-0.039248005,0.18972674,0.4227701,0.61023885,0.69702584,0.84883595,1.0049301,1.2090122,1.3955076,1.6140782,1.9798694,2.3183315,2.9136524,3.458548,4.5792418,5.758605,6.3086824,6.5203075,6.6818027,6.7505693,7.234777,7.9151783,8.888891,9.376402,10.040886,10.395102,9.884826
-1.4212619,-1.4321741,-1.3896056,-1.7573512,-1.7404408,-1.857985,-2.0020478,-2.2135665,-2.4293752,-2.3996992,-2.0797691,-1.3399078,-0.6561905,-0.44252586,-0.55485666,-0.69461334,-0.79237354,-0.71412194,-0.6881361,-0.5739353,-0.78482014,-1.1210064,-1.4056058,-1.7263408,-2.0680387,-2.2466097,-2.3023305,-2.3910282,-2.425128,-2.4177725,-2.3677285,-2.3594327,-2.1922448,-1.9449904,-1.874112,-1.9499881,-2.1131058,-2.322264,-2.4204721,-2.1936255,-1.5814743,-1.4928734,-1.5515859,-1.7086067,-1.8230276,-1.9814801,-2.1176267,-2.2735925,-2.5096147,-2.720191,-2.7040896,-2.4970777,-2.3017433,-2.3352554,-2.5425715,-2.7054555,-2.9126017,-2.988305,-3.0301366,-2.9424877,-2.803115,-2.770431,-2.7929792,-2.8171992,-2.6529956,-2.4382346,-2.29872,-2.1923728,-2.1854362,-2.4552534,-2.6730113,-2.6242085,-2.6170902,-2.6667151,-2.6992655,-2.7136173,-2.6316774,-2.5277405,-2.423787,-2.2674644,-1.9809227,-1.5727069,-1.4074156,-1.5875602,-1.8740623,-1.9995558,-2.2054625,-2.809784,-3.1358852,-3.1968055,-2.848925,-2.694853,-2.269547,-2.1915376,-2.2748206,-2.4055283,-2.6240258,-2.7989435,-2.9078028,-3.2499883,-3.6781535,-4.512236,-4.2500806,-3.5048833,-3.118368,-2.9507322,-2.8849816,-3.078496,-3.0930302,-2.8759122,-2.805925,-2.7876496,-2.772448,-2.780413,-2.7696743,-2.7440357,-2.7517993,-2.6384554,-2.4312668,-1.9877871,-1.8917438,-1.8486326,-1.7197319,-1.64974,-1.7029827,-1.7995799,-1.8568801,-1.9081147,-1.91182,-1.8861375,-1.8814799,-1.8734212,-1.8863432,-1.8213375,-1.8120688,-1.8066915,-1.801939,-1.804348,-1.8186766,-1.8310404,-1.8098347,-1.8917376,-2.0781019,-2.2749429,-2.3773448,-2.4717553,-2.5887282,-2.7190616,-2.8057868,-2.779853,-2.6933928,-2.476175,-2.3596077,-2.2612307,-2.1069977,-1.3895706
-0.09927966,-0.08378327,-0.13153052,-1.1103876,-1.1944401,-1.4307082,-1.7720639,-1.8654367,-1.7976763,-1.8281289,-1.965724,-2.3119962,-2.554024,-2.574507,-2.4925206,-2.4698677,-2.5561209,-2.6130795,-2.3925993,-2.4112606,-2.586042,-2.6497703,-2.6606617,-2.6426697,-2.613923,-2.6008193,-2.5897424,-2.5618162,-2.5418634,-2.5288591,-2.5147023,-2.4776087,-2.5358562,-2.4892616,-2.301417,-2.1215236,-1.8882456,-1.6759692,-1.4384918,-1.3227084,-1.5449772,-1.641902,-1.8179054,-2.0124807,-2.1701415,-2.3077598,-2.339395,-2.0482023,-1.6391151,-1.5064278,-1.5065731,-1.5029199,-1.2854885,-1.0834044,-0.959331,-0.7968233,-0.5920092,-0.53051835,-0.559855,-0.5331167,-0.37384576,-0.27534857,-0.18659139,-0.1020335,-0.05390713,-0.05331137,-0.11668277,-0.25857374,-0.82713264,-1.2313662,-1.3997784,-1.2692479,-1.3798714,-1.4972465,-1.497834,-1.5386968,-1.6288313,-1.7625504,-1.8940297,-2.0126333,-2.125079,-2.191146,-2.138846,-1.9125279,-1.7586064,-1.7048755,-1.7478722,-0.32855228,1.9807249,3.541161,4.7726755,5.9377775,7.6644735,9.074738,9.811503,10.639469,11.436061,11.519464,10.328737,8.494653,7.180644,4.1060686,-1.2820148,-2.3845549,-2.2169418,-1.9610317,-1.4576751,-0.5621939,0.36905795,1.1719674,1.3447973,1.319331,1.2508228,1.1387953,1.0511787,1.0086807,1.0989347,0.9851886,0.5395274,-0.3210014,-0.7582145,-1.0319659,-1.3332199,-1.484319,-1.5517989,-1.5676697,-1.6133126,-1.5939441,-1.4666724,-1.3437965,-1.3075953,-1.3228366,-1.3112181,-1.3195142,-1.3533001,-1.4152774,-1.4367511,-1.458696,-1.4642689,-1.4673467,-1.4552175,-1.335228,-1.0614773,-0.67913884,-0.5233105,-0.61063623,-0.8255844,-1.0024247,-0.9699124,-0.9029883,-0.913351,-1.1444191,-1.2767798,-1.4030721,-1.3715441,-0.13167253
-0.66134846,-0.6817949,-0.6133573,-2.2439365,-2.240439,-2.216337,-1.9676871,-1.2252392,-1.0284786,-0.9176289,-0.74315864,-0.27670506,0.040543854,0.11572261,0.08873528,0.094958425,0.39480326,0.5033195,0.4182914,0.24605024,-0.0043072067,-0.3297209,-0.6499427,-1.0071918,-1.3704493,-1.5992475,-1.6593902,-1.7617445,-1.8136842,-1.8106202,-1.7880139,-1.8965837,-2.0536737,-2.1588454,-2.323123,-2.3626344,-2.4524407,-2.5383902,-2.5114348,-2.172929,-1.3704349,-1.0165584,-0.90369445,-0.9677217,-1.0538285,-1.2168874,-1.3860314,-1.5881234,-2.1172569,-2.5377448,-2.5369325,-2.5007932,-2.4296653,-2.3414412,-2.0254319,-1.7002465,-1.3746083,-1.2666959,-1.5583283,-2.0153027,-2.0417695,-2.0405056,-2.0523393,-2.1340487,-2.3262224,-2.3971798,-2.3759632,-2.1888065,-1.8932216,-1.7509551,-1.839281,-1.8004193,-1.8821594,-2.1066933,-2.1909337,-2.2313373,-2.2690487,-2.3611493,-2.4160457,-2.4650905,-2.519063,-2.576166,-2.640935,-2.5672474,-2.538247,-2.6051536,-2.6367154,-2.69106,-3.0356605,-3.2218986,-3.3905778,-3.3915799,-3.241989,-3.1811903,-3.2380083,-3.203144,-2.9724436,-2.863385,-2.4201095,-1.9994276,-1.6671379,-1.6028739,-1.9968705,-2.1285334,-1.8820426,-1.6755424,-1.393728,-1.6384666,-1.7602408,-1.7605195,-1.8138226,-1.8424169,-1.8783418,-1.9063742,-1.8977404,-1.9006902,-1.9303892,-1.946948,-1.8685317,-1.3779862,-1.1414511,-1.070592,-0.8789761,-0.6886604,-0.55064654,-0.45753503,-0.40694183,-0.35468665,-0.37905964,-0.4419549,-0.5118949,-0.5618059,-0.61932695,-0.5878434,-0.6374362,-0.7246469,-0.7916324,-0.8846717,-0.96464497,-0.99149626,-0.9097966,-0.8303567,-0.76894903,-0.85882807,-0.99682885,-1.2615067,-1.5560431,-1.756005,-1.6919022,-1.6019228,-1.452416,-1.687262,-1.8291873,-1.9116749,-1.8638623,-0.6133302
0.31209338,0.31428653,0.30761343,0.25749236,0.2804152,0.22285187,0.17466635,0.008552492,-0.012065411,-0.17323935,-0.119196475,-0.07163149,-0.008475423,0.18354303,0.31570747,0.4750615,0.8245195,1.2616229,1.9175489,2.3151083,2.7100496,3.0932572,3.3768666,3.649558,3.8787212,3.9722147,3.9958792,3.9984455,4.0225058,3.9952,3.9195936,3.8260984,3.666761,3.311691,2.6248703,1.86802,1.2815378,0.8027786,0.3401733,0.08648068,0.47788125,1.0774403,1.6890035,2.2301786,2.4630053,2.7015452,2.672646,2.3747857,2.129474,1.7870692,1.263007,0.62091964,-0.459774,-1.1383551,-1.565444,-1.8696456,-2.1003647,-2.0210652,-2.0609233,-2.3554628,-2.429638,-2.4833112,-2.5684252,-2.5234988,-2.5720847,-2.674533,-2.808774,-3.161333,-3.368711,-3.1302152,-2.6592748,-2.3606594,-1.95488,-1.4694968,-1.140401,-0.6931288,-0.33031866,-0.050408393,0.07586107,0.1201354,0.06745459,-0.09819743,-0.2977184,-0.7197038,-1.3365338,-1.8231692,-2.0313547,-1.7055902,-0.90109736,-0.4727655,-0.48328215,-0.6889132,-1.2019951,-1.3746872,-1.2876848,-1.2350767,-1.4004596,-1.7157488,-2.0149267,-1.9579899,-1.869049,-1.3324971,0.22044158,0.51791024,0.331905,-0.07269114,-0.7650957,-1.3818893,-1.6348009,-1.6269935,-1.5205214,-1.428402,-1.3853055,-1.4000138,-1.3677313,-1.3772432,-1.5737412,-1.7337681,-1.8236494,-1.7401792,-1.5154103,-1.2246081,-1.0360559,-0.7294997,-0.4050778,-0.11230302,0.09519328,0.23879583,0.26428396,0.29755992,0.30784902,0.28973815,0.28375238,0.24850707,0.24352302,0.29278284,0.3529671,0.45189977,0.5547942,0.58797044,0.54429704,0.35277867,0.037773505,-0.07491051,-0.0065382197,0.14832896,0.31835228,0.4274996,0.2925828,0.12457582,-0.07383462,0.16795057,0.3255124,0.41460645,0.15558243,0.30772567
4.826504,4.817325,4.8418827,-2.2425218,-2.386501,-2.4588418,-2.0952032,-1.5628209,-1.2126161,-0.8010163,-0.70875686,-0.33129573,-0.032815993,-0.07115151,-0.04942495,-0.049639724,-0.1664716,-0.30412096,-0.6806055,-0.6384621,-0.41666073,-0.28252494,-0.22475806,-0.18631622,-0.13505085,-0.090203196,-0.02441524,0.08301622,0.193974,0.3082953,0.4563053,0.63254696,0.59658104,0.29571426,-0.28122652,-0.8165415,-1.1336213,-1.2781978,-1.642691,-1.9501975,-1.7775934,-1.5143515,-1.2100823,-0.8975482,-0.6259959,-0.34390002,-0.1582667,0.02460884,0.20756054,0.24159113,0.4157675,0.5515702,0.46335942,-0.0981185,-0.7401151,-1.0567774,-1.6076424,-1.9804457,-2.0638707,-1.6402392,-1.090091,-0.990532,-0.99194574,-1.0741453,-1.0561466,-0.9808577,-0.7989763,-0.11893959,1.1276126,1.7604568,1.3746789,0.5607407,0.23346803,0.014053822,-0.110224575,-0.07197723,0.16344923,0.5197505,0.8101239,1.009261,1.0795037,0.92039454,0.38872397,-0.1951879,-0.5511628,-0.78262585,-1.0361733,-1.5843495,-1.5072745,-1.2488654,-1.0756947,-1.1018854,-0.95699275,-1.1210903,-1.0457575,-0.5368908,0.7850659,2.7569172,6.8289137,7.949258,7.8730803,7.036313,3.774873,1.041596,0.124014646,-0.29639906,-0.15658882,0.15807627,0.22839688,-0.44337946,-0.7240578,-0.67609143,-0.46539637,-0.4291088,-0.41631487,-0.44209516,-0.31044784,0.069894925,0.49206775,0.8587167,0.41201887,0.48837608,1.2632469,2.25855,3.1496649,3.7586682,4.1409607,5.2030225,6.475487,7.4744864,7.902166,8.106151,8.211477,8.349859,8.444319,8.53241,8.669965,8.813797,8.990891,9.269882,9.48859,9.64851,9.695674,9.779052,9.726484,9.682875,9.490253,9.252382,9.253063,9.316701,9.302745,8.802855,8.418646,7.7121973,7.263399,4.8421793
-2.0375266,-2.058996,-1.9862942,-2.6710718,-2.623362,-2.4573972,-2.187529,-1.7424784,-1.4593455,-0.9674534,-0.80943394,-0.5608697,-0.4030101,-0.61746037,-0.8125824,-0.8607625,-0.8324897,-0.6901205,-0.561008,-0.5048798,-0.49653113,-0.4738899,-0.46077698,-0.47820488,-0.5302169,-0.5616196,-0.5950948,-0.6357968,-0.6611672,-0.68290275,-0.66158414,-0.6341691,-0.6911458,-0.8369223,-0.927439,-0.9263336,-0.9076211,-1.0364783,-1.2028404,-1.0960664,-0.6991429,-0.5075125,-0.04057908,0.44746244,0.7348362,0.8288317,0.7621405,0.35329193,-0.010278029,-0.07618807,-0.28229463,-0.6745622,-1.2488453,-1.6665869,-1.8172042,-1.7626162,-1.718414,-1.7659358,-1.9900689,-2.079054,-1.9535174,-1.9166355,-1.8553429,-1.7943867,-1.7019149,-1.5912097,-1.379966,-0.9759925,-0.20980835,0.47743493,0.7579123,0.7552177,1.0261277,1.2969235,1.49662,1.6466253,1.775172,1.8608769,1.9004836,1.8634889,1.759392,1.4358709,0.87589407,0.1817508,-0.15944949,-0.14065206,-0.14439975,-1.6347661,-2.9762824,-3.3051252,-3.295723,-3.3341305,-3.3257122,-3.373033,-3.3293166,-3.3504004,-3.3274326,-2.9400287,-2.0685165,-1.8913547,-2.0087433,-1.5416259,-0.34637028,-0.038329914,-0.38754678,-0.62134767,-1.1723822,-1.8604286,-2.3756218,-2.7289557,-2.803353,-2.7937365,-2.7841673,-2.7346864,-2.6538465,-2.6123776,-2.5344644,-2.1932373,-1.5022703,-0.6192004,-0.3843664,-0.027974963,0.46782988,0.7196892,0.83664083,0.94377047,1.0467032,1.0475701,1.0201468,1.0174301,1.0276495,1.0371346,1.0131218,1.0349113,1.0560521,1.0547082,1.029574,0.99796903,0.9262891,0.72187287,0.46122673,-0.01692053,-0.62184674,-1.2906119,-1.728625,-1.783881,-1.6310033,-1.4958726,-1.4880924,-1.7164975,-2.0076392,-2.2362084,-2.3201358,-2.4092607,-2.3792913,-1.986142
-0.25548577,-0.2703541,-0.2138784,3.1647944,3.8631928,5.2913675,7.0496774,8.844317,9.82595,10.601868,10.85523,11.08986,11.179086,10.993323,10.910444,10.806732,10.462989,9.899938,8.52899,7.13566,5.718629,4.3372474,3.247043,2.163708,1.1472006,0.66262805,0.49311683,0.25481093,0.16190362,0.15387493,0.23506838,0.34569728,0.7934854,1.2788184,1.3744541,1.227771,0.8253949,0.26892027,-0.14991811,-0.4037289,-0.5275289,-0.521388,-0.5162653,-0.5141995,-0.45494795,-0.46090007,-0.46868294,-0.48661214,-0.6131178,-0.6383631,-0.2926845,0.25944152,0.3740002,-0.15158337,-0.8104962,-1.0801095,-1.2574159,-1.3402056,-1.5835476,-1.9526148,-2.0581143,-2.1220353,-2.283206,-2.438069,-2.480199,-2.2550967,-1.96192,-1.4120526,-0.8186386,-0.7094857,-0.67852116,-0.45049676,-0.5953306,-0.97951233,-1.344419,-1.5929775,-1.6581527,-1.6942573,-1.6215314,-1.516138,-1.3950787,-1.4169589,-1.5397669,-1.813123,-2.0191133,-2.157021,-2.24286,-2.2503285,-2.498376,-2.4808292,-2.0657563,-2.0351582,-2.0625093,-2.268426,-2.5159616,-2.7154398,-2.6996255,-2.5242634,-1.5249654,-1.3818634,-1.7616044,-2.2231786,-1.7273539,-0.8832145,-0.10365687,0.04752695,-0.40681136,-1.4058462,-1.9152678,-2.0907614,-2.0087109,-1.9261919,-1.886595,-1.9193428,-1.8798399,-1.8507445,-1.8711789,-1.7975328,-1.5772064,-0.75248075,-0.25187206,-0.2201481,-0.42443532,-0.7409106,-1.0980108,-1.4255891,-1.7087901,-2.0948982,-2.4048705,-2.551466,-2.5805116,-2.570228,-2.5852656,-2.4756536,-2.433113,-2.4068608,-2.2960215,-2.1489878,-1.9335587,-1.5431085,-1.1265552,-0.90280557,-0.8883401,-1.4698604,-1.8869045,-2.0640464,-2.1388488,-2.1621103,-2.0324244,-2.0229044,-2.0547,-2.2668042,-2.3716993,-2.3783472,-2.2366726,-0.2140463
-0.87661517,-0.8807596,-0.8735698,-1.1224279,-1.0599563,-0.9530832,-1.0294669,-1.1642541,-1.2907975,-1.2331634,-0.9286948,-0.4671988,0.0013494082,0.24288353,0.15618902,-0.15838347,-0.6661663,-0.913592,-1.1064088,-1.0078467,-0.9967639,-1.0691708,-1.1239765,-1.1856203,-1.2790244,-1.3521653,-1.436666,-1.5337887,-1.5885565,-1.6557717,-1.7103044,-1.772122,-1.6003885,-1.2876595,-0.70388067,0.06449026,0.97096455,1.907818,3.3025665,5.4585924,7.7672725,8.383433,8.64952,8.706896,8.723297,8.6781025,8.5381155,7.9173746,6.364109,4.278373,2.6766024,0.76484215,-0.6840773,-1.0900836,-1.2874157,-1.4812312,-1.7870994,-2.1073194,-2.4021497,-2.3192635,-2.2433627,-2.2477984,-2.1000795,-1.9175605,-1.6161547,-1.3160903,-1.0778488,-0.8866797,-0.41146708,-0.24783337,-0.4066854,-0.8899317,-1.3685329,-1.5997839,-1.820835,-1.9917436,-1.9850368,-1.8485432,-1.7056849,-1.5603554,-1.458054,-1.3892864,-1.1478438,-0.93827814,-0.60540015,-0.47391212,-0.47214377,-1.1739929,-2.0047908,-1.99256,-1.3052881,-1.0215074,-1.018263,-1.2797129,-1.5462143,-1.8957214,-2.284605,-2.358748,-2.2847707,-1.8284433,-1.8125865,-1.8428795,-0.13716327,1.1333977,1.0771315,0.7858318,0.2125274,-0.6219627,-1.1193795,-1.0578334,-0.8864765,-0.77243465,-0.7489443,-0.63371336,-0.50604737,-0.38929772,-0.21837087,0.19332178,0.77792645,1.1878319,0.7508993,0.30092666,0.4727111,0.6577534,0.5296837,0.17215264,-0.1561075,-0.41561547,-0.6403104,-1.0014157,-1.2379812,-1.3381786,-1.395867,-1.425563,-1.4238713,-1.3464005,-1.3163872,-1.2701405,-1.2337253,-1.0983051,-0.96334344,-0.8399676,-0.78063,-0.91652226,-0.86558264,-0.80923134,-0.96376365,-1.0663705,-1.0729136,-0.93326473,-0.86488163,-0.84116703,-0.94069445,-1.1088425,-1.1589656,-0.873653
-2.9350283,-2.923252,-2.9487193,-2.2184482,-2.2408075,-2.2075915,-2.3305244,-2.4042816,-2.291995,-2.2924232,-2.3540795,-2.1188014,-1.9163576,-1.4269161,-1.0744691,-0.30170807,2.3297305,4.8098288,7.7435627,8.904995,9.298719,9.523003,9.626215,9.642172,9.551421,9.476158,9.442733,9.380194,9.325818,9.233017,9.160831,8.961289,8.662935,8.273668,7.472247,6.4511642,5.2414303,3.737056,1.5519005,-0.3892681,-2.0130658,-2.230709,-2.0958414,-1.8215034,-1.6586604,-1.396817,-1.279148,-1.2927177,-1.3495898,-1.0774605,-0.5295088,0.40012738,1.1279216,1.0881162,0.6110014,0.28584123,-0.2289572,-0.59710395,-0.8138468,-1.3272791,-1.5385714,-1.6305025,-1.7615452,-1.8872902,-2.069015,-2.2027593,-2.2997978,-2.388511,-2.370637,-1.7779629,-1.1168511,-0.4205858,0.42731443,1.079668,1.5181445,2.023119,2.3696377,2.6018152,2.731296,2.822878,2.849399,2.7087443,2.3490674,1.4326335,0.34099835,-0.62572646,-1.4682581,-3.2364864,-3.548855,-3.419168,-3.2681549,-3.0790749,-2.800239,-2.552926,-2.3426933,-2.1226509,-1.7187777,-1.4223506,-0.9925548,-1.0832831,-1.0298127,-0.833551,-0.63775694,-1.2521116,-1.4129304,-1.569682,-1.5332282,-1.4306196,-1.6178592,-1.6990755,-1.7243906,-1.6453867,-1.5355175,-1.5621436,-1.5468179,-1.5509057,-1.5450734,-1.3659456,-1.116599,-0.6873866,-0.095018946,0.69958544,1.0614271,1.2204461,1.3952441,1.5795367,1.7300007,1.6417183,1.352346,0.94476986,0.6582648,0.41043088,0.28476322,0.20119536,0.10526803,-0.015996993,-0.15107617,-0.24546292,-0.3257536,-0.5398635,-0.7009759,-0.93938804,-1.1786321,-1.2314298,-1.3732874,-1.5027435,-1.5506903,-1.5927439,-1.7636642,-1.8810911,-1.9146835,-1.8218905,-1.6760303,-1.5134901,-1.5078819,-2.9488862
