0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
10.951777,10.930458,11.2134285,11.313132,11.214741,10.494977,10.706106,9.869333,8.092615,5.5225334,4.167104,2.4409893,1.5447057,1.1631725,1.0995293,0.93640214,0.98840004,1.0256094,1.1571914,1.3900726,1.4955626,1.594418,1.6826732,1.5748795,1.2894032,0.8746379,0.60947347,0.52454746,0.5650319,0.1568276,-0.43261784,-0.61600876,-0.58000433,-0.55496085,-0.37337282,0.78675735,2.3819427,3.903826,4.9459143,5.405749,5.0619907,3.148366,2.692361,2.6321614,2.4717975,1.8486955,0.99681026,0.19048837,-0.9727333,-1.5227094,-1.5269208,-1.1639434,-1.1903601,-1.2690719,-1.2252599,-1.0244186,-0.8621367,-0.46846536,0.46364254,1.6545014,2.8617887,3.2576368,2.9030557,2.3497293,1.1358231,0.063276514,-0.39362618,-0.4799077,0.12738094,0.6760271,1.3460876,2.7457929,3.8612082,3.2017028,1.8513744,1.3772459,0.9894891,1.2764974,1.4034473,1.2628418,0.9236508,1.04849,1.271498,1.1215539,0.6491087,0.9153083,1.3163705,1.3748591,1.6544569,1.7326,2.1842866,3.3291368,4.493963,5.0493274,6.91938,8.858628,11.083708,11.595995,12.345547,12.527055,12.735744,10.495487,10.495517,10.495182
-2.648212,-2.6542015,-2.6401672,-2.5674698,-2.5673516,-1.4844402,-2.662772,-2.7811298,-3.050391,-3.3494775,-3.5830321,-3.661182,-3.936717,-4.3140798,-4.4015746,-4.0596213,-3.775762,-3.5856447,-3.5101972,-3.7238774,-3.6798067,-3.4580765,-3.089581,-2.5767293,-1.9470079,-1.2730312,-1.0010564,-0.6204142,-0.40541083,-0.12535547,0.107061625,-0.14696713,-0.7597202,-1.0115241,-1.0417697,-1.6151328,-2.4883103,-2.9794655,-3.5982366,-3.8121142,-3.6847217,-3.351611,-3.3689325,-3.1583362,-2.9912577,-2.7607942,-2.5960999,-2.5328546,-2.7292242,-3.3653207,-3.4520106,-3.266094,-2.5125957,-1.4708662,-0.58260036,0.06503758,0.7049042,0.8752887,0.12308857,-0.52861595,-0.8812825,-1.2354321,-1.5812114,-1.6752601,-1.6059228,-1.63731,-1.7215563,-1.4770147,0.014637291,1.8966405,3.7964497,4.851733,4.8996925,5.119397,5.624765,5.707057,4.8815393,2.6609077,0.57196283,-0.494464,-0.5920113,-0.7818749,-0.5699375,-0.011896044,0.40939564,0.27635944,0.18190566,0.13176697,0.008978702,-0.00644888,-0.080646604,-0.29438365,-0.43393868,-0.45740342,-0.48150367,-0.81642693,-2.041259,-2.312266,-2.4468632,-2.4264345,-2.3437738,-1.4842372,-1.4843211,-1.4841621
-0.7224661,-0.6940845,-0.6606411,-0.6037984,-0.6128158,-0.7063432,-0.59614897,-0.5192099,-0.092228904,0.61977625,1.1080967,1.1522623,0.85709405,0.5449668,-0.23249698,-1.375041,-1.8428783,-1.9178344,-1.9749668,-1.9148326,-1.9657521,-2.1790075,-2.203325,-2.0206532,-1.8968368,-1.7301018,-1.454947,-1.1974018,-0.9431431,-0.9309759,-1.1541419,-1.2603095,-1.6256292,-2.0839732,-2.47862,-2.4472108,-1.9618886,-1.9912899,-2.250256,-2.152979,-1.6532116,-1.5610408,-1.5067184,-1.4542005,-1.3970164,-1.2235332,-1.2691778,-1.7576939,-2.210924,-2.4089284,-2.6519973,-2.8823473,-3.134101,-3.3013778,-3.3942695,-3.3897552,-3.2730255,-2.9220467,-2.3024046,-1.510514,-0.9957652,-0.6078568,-0.72026473,-0.99633,-1.5645763,-1.925135,-1.9988863,-2.323321,-3.4353585,-3.9846656,-3.622785,-2.5276706,-1.8650411,-1.9182618,-2.3904507,-2.718843,-2.563993,-2.1628785,-2.009169,-1.5760653,-1.642909,-2.0222068,-1.8320048,-1.9531821,-2.1630201,-2.1848035,-2.0434895,-1.9583576,-1.8748751,-2.0037837,-2.0286338,-1.9873154,-1.8101957,-1.794502,-1.7903638,-2.0118508,-2.2210484,-2.3488946,-2.2055292,-2.1669474,-2.0555205,-0.70680594,-0.70682096,-0.70680857
-1.4171298,-1.4618487,-1.3266002,-1.2758512,-1.1820883,-0.030292004,-0.9476621,-0.70817786,-0.35895208,-0.19577509,-0.17216143,-0.34761536,-0.6305505,-0.6144943,-0.6382935,-0.8054631,-0.6778123,-0.4758849,-0.50337934,-1.1397955,-1.6153281,-1.9926548,-2.2000523,-2.2625666,-2.2694795,-2.2656307,-2.183724,-1.8356769,-1.5408399,-1.157469,-0.64403844,-0.31605944,-0.33856964,-0.5120735,-0.63891834,-1.2073339,-1.8365649,-2.0663776,-2.4635353,-2.3270094,-2.1185105,-1.9141138,-1.9079013,-1.7617812,-1.742367,-1.7463975,-1.7931732,-1.6705551,-1.5980347,-1.630688,-1.3096642,-1.1011583,-0.94712806,-0.95340693,-1.0002264,-1.0902406,-1.1700013,-1.5136843,-2.1357713,-2.702845,-2.7981713,-2.541215,-2.475473,-2.4315674,-2.233873,-2.029499,-2.0462089,-2.2355998,-2.3000686,-1.9066616,-1.2920154,0.49114183,2.3418005,4.7929773,6.256326,6.8049393,7.923148,9.185553,10.114831,11.497922,11.506188,10.568966,9.3124485,7.359072,4.343342,2.3691485,1.5313908,1.170439,0.6861355,0.5018825,0.16297552,-0.07110439,-0.41069674,-0.54006255,-0.62290436,-0.76390815,-0.9574095,-1.2383416,-1.2660646,-1.3553499,-1.4615502,-0.030044228,-0.030136913,-0.029884487
-0.1358672,-0.2377965,-0.32235214,-0.45728308,-0.5054703,0.55681074,-0.83061385,-1.1802381,-1.6664726,-1.7771316,-1.6777596,-1.6051562,-1.3086798,-0.7981948,-0.102304876,0.45796448,0.60125566,0.2965872,-0.08084953,-0.19345248,-0.41649765,-0.67838585,-0.8384498,-0.98136103,-1.024688,-0.9465264,-0.7221848,-0.45179617,-0.4424417,-0.54938734,-0.8098196,-1.0536959,-1.0282793,-0.74997234,-0.5495695,-0.72670364,-1.4437141,-1.940393,-1.8892822,-1.5997161,-1.5340533,-1.0361763,-0.9554788,-1.1739371,-1.269212,-1.3722911,-1.2521545,-0.87015116,-0.28790843,1.1893034,2.3463883,3.1484456,3.9572632,4.204772,4.223084,4.098136,3.9232643,3.5161772,2.5378432,0.758484,-0.67814404,-1.0074396,-0.87288994,-0.8568224,-0.9845036,-0.6287857,-0.005782485,1.1506454,1.9228247,1.7112012,0.7695984,-0.73688704,-0.9557406,-1.1287525,-0.8258617,-0.4893905,-0.5193208,-0.8086625,-0.9841862,-1.0153714,-0.9114815,-0.57004994,-0.47204533,-0.15304002,0.13762404,0.07359056,-0.040228155,-0.14853741,-0.38154578,-0.44873413,-0.4714586,-0.47005022,-0.54340863,-0.55187666,-0.19015214,0.21985228,0.6330483,0.5655903,0.31216478,0.35816672,0.6423482,0.5566214,0.55673873,0.5566241
-0.43173686,-0.46073425,-0.5749946,-0.74967146,-0.70985186,0.013129979,-0.3444994,0.15271045,1.46731,2.535441,2.9334483,3.4116807,3.811534,3.851375,3.2704015,2.7885475,3.92106,5.0541563,6.518438,7.0824485,7.04977,6.612102,6.125154,5.7777176,5.061058,3.5137653,1.8737172,-0.056142807,-1.0075648,-1.6156471,-1.8029475,-1.5949417,-1.1149821,-0.8514842,-0.6615756,-0.92671514,-1.2192037,-1.4412465,-2.0873013,-2.6191578,-2.9687145,-2.7890506,-2.7551208,-2.746011,-2.6152332,-2.1836061,-1.4256825,-0.6065196,0.36130473,0.16774604,-0.43610644,-0.53986305,-0.32797202,-0.13089359,-0.14843547,-0.24152495,-0.42344937,-0.82420254,-1.3825555,-2.4012616,-2.963275,-2.7270064,-2.201781,-1.9920676,-1.4312637,-1.0917292,-1.3850904,-1.9102187,-2.298437,-2.1014006,-2.1081748,-1.7021351,-1.937695,-1.621607,-1.1333947,-1.310455,-1.1352439,-0.5285462,0.121813655,0.21772173,0.060503006,-0.8577123,-1.0096374,-0.6621003,-0.6193732,-0.8374179,-0.91617966,-0.95292175,-1.0438364,-0.99836606,-0.95342726,-1.2256341,-1.375871,-1.3885227,-1.3917658,-1.1292636,-0.78039116,-0.5202898,-0.24439663,-0.40086275,-0.8259415,0.013357729,0.013332397,0.013479531
-1.1867509,-1.195943,-1.2965031,-1.3989156,-1.4079907,-1.5345212,-1.4103122,-1.5537385,-1.4682659,-1.1121781,-1.1201167,-0.72432446,-0.30987707,-0.30236745,-0.38082814,-0.043289125,0.069439754,-0.075353794,-0.3525182,-0.47082755,-0.15425517,0.4047172,0.8059684,0.9882045,1.2545557,1.583906,1.1060247,0.4439311,0.110373706,0.21912241,1.013772,2.4015186,4.67653,5.9792933,6.7062464,6.607127,5.9819355,5.6241245,5.0254846,4.4821167,3.0533082,0.23816325,-0.7115158,-1.0466334,-1.2079659,-1.0564578,-0.6622224,0.09675802,1.2035494,1.366757,0.5725552,0.2103365,0.2394425,0.23810734,0.097132415,-0.12536207,-0.50240546,-1.0557809,-1.6600397,-1.7040933,-1.4933358,-1.8220536,-1.8826144,-1.7664903,-0.97940797,-0.17426874,0.10470009,-0.036524147,-0.058519125,0.13984364,-0.43202606,-1.2997863,-1.7930119,-1.370881,-0.5409925,0.057318002,-0.042413816,-0.81916094,-1.3116548,-1.3519821,-1.3348897,-1.5763695,-1.8580145,-1.8034105,-1.6938549,-1.7735541,-1.9178281,-1.9004763,-1.9641554,-1.834625,-2.053831,-2.3559177,-2.3637187,-2.261341,-2.308793,-2.3329597,-1.7081032,-1.3033581,-0.86187786,-0.92827463,-1.1016048,-1.5348768,-1.534878,-1.5348113
-0.6809273,-0.7453445,-0.6927834,-0.5962842,-0.5074015,0.5026458,-0.43132842,-0.423313,-0.4210354,-0.42367655,-0.40056747,-0.36288583,-0.52049947,-0.72033435,-1.2593868,-1.5253187,-0.8789163,-0.17453563,0.50854796,0.3116932,0.15591715,0.054621585,-0.07327775,-0.19208136,-0.12875323,0.23788385,0.6295572,1.2237926,1.4652598,1.470981,1.2637061,0.8046204,0.43875504,0.44835663,0.64631104,0.49940684,-0.24216151,-0.61556506,-1.0042808,-1.0311825,-0.9315597,-0.42186636,-0.49064922,-0.22985706,0.11821285,0.49611455,1.0158541,1.2046431,0.96508783,-0.028979331,-0.36207825,-0.56674093,-0.5580137,-0.12554014,0.28621894,0.56151754,0.87481964,0.8339768,0.1279073,-0.7027884,-1.2336159,-1.3457775,-1.3698722,-1.2693858,-1.0268754,-0.99684966,-1.1553824,-0.8356885,0.41574416,2.316935,4.755053,6.3307066,6.983615,7.540163,8.271273,8.610565,8.945162,8.738879,7.3845644,2.4269009,1.6379788,0.775273,1.0391726,1.742303,2.3176572,2.5154536,2.9601543,2.7965662,2.6777105,2.428117,2.5421906,2.507761,2.1049333,1.8845825,1.4889567,0.789498,-0.53558713,-0.9751699,-1.0806439,-1.0173199,-1.0024489,0.50279653,0.5026521,0.5027462
-1.285366,-1.4397372,-1.436401,-1.5864178,-1.6944157,-0.30842587,-1.8277721,-1.9340411,-2.0190246,-2.0152318,-2.1436288,-2.1647794,-2.0831633,-1.8251147,-1.4953756,-1.1736336,-1.2940209,-1.4946253,-1.5907974,-1.4632038,-1.2788544,-0.9153521,-0.4074026,0.042792737,0.4044093,0.9126909,1.30651,1.2945087,1.3653045,2.19456,3.7404978,5.4406962,6.4439306,6.542286,6.527356,6.2372375,5.7221355,4.9212103,3.1320832,0.7707232,0.074822724,-0.9347732,-1.0328324,-1.0249867,-0.77122104,-0.683679,-0.4931193,0.3172443,1.2624028,1.7767222,1.4940536,1.3137028,1.9291054,2.4660006,2.671881,2.6836402,2.5573368,2.1130333,1.2752837,0.6586633,-0.44833717,-1.6704751,-2.0005348,-1.8783102,-1.0144331,-0.16957837,0.4208655,0.858084,1.011635,0.7186983,-0.16150653,-1.0848262,-1.4486368,-0.8204086,0.42267564,1.6503062,2.3630629,1.5023913,1.0991228,2.0276198,3.0245924,6.768668,9.196684,10.747082,11.93379,12.36746,12.560069,12.715612,12.797454,12.792397,12.765539,12.300297,12.03514,11.914795,11.050555,9.733945,6.6820154,5.0910225,2.1610217,1.6610041,1.2944425,-0.3064568,-0.30661118,-0.30683514
-2.5849612,-2.5312142,-2.6499617,-2.6311529,-2.5516653,-3.0262187,-2.5114372,-2.2889292,-1.9927986,-1.7327061,-1.8020017,-1.9387524,-1.8006469,-1.9927745,-2.1007667,-1.5292101,-1.1033869,-1.1050568,-1.184814,-1.1194963,-1.1736792,-1.2006792,-1.2084787,-1.2327465,-1.1838301,-1.4807237,-2.182352,-2.7172174,-2.907424,-2.973752,-2.8131413,-2.6366587,-2.2764425,-1.8804741,-1.527627,-2.0476084,-3.0350082,-3.7413127,-4.106576,-3.8435664,-3.8636308,-3.360436,-3.0648923,-3.0109854,-3.075227,-3.1605809,-3.169802,-3.0839577,-2.8574684,-2.0687532,-0.9623921,-0.022636741,0.7089057,0.8234378,0.72202194,0.5474558,0.3019687,-0.22295791,-1.0278534,-2.1637387,-2.7889333,-2.9555326,-2.96417,-3.160214,-3.5997057,-3.780664,-3.6383643,-3.048821,-2.2381318,-1.869331,-2.6886063,-3.6636415,-3.5883222,-3.1790946,-2.6390154,-2.2425065,-2.1829536,-2.5188842,-2.571886,-2.0903025,-2.0469337,-2.0709658,-2.296389,-2.0834074,-1.8785062,-2.2719314,-2.554447,-2.6213458,-2.8609507,-2.961747,-3.1540427,-3.3184729,-3.3381143,-3.3889031,-3.307096,-3.034309,-2.7406893,-2.4802356,-2.2682426,-2.2994823,-2.1787574,-3.0260205,-3.0260642,-3.0261946
