0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
12.036541,12.066556,11.934625,11.317888,10.983154,10.732856,10.091285,8.961857,6.131466,4.8106756,3.799817,2.8806438,1.7130296,1.556207,1.5673784,1.2478675,0.8745562,0.07445033,-0.28991556,-0.29250157,-0.28163165,-0.25166935,-0.12083415,0.1053385,0.38996923,0.8126528,1.2047752,1.3231369,1.1678835,0.9558511,0.7849093,0.5600172,0.4324969,0.52289784,0.90011084,1.8191826,3.2140357,4.6785593,6.131675,6.0979815,4.7043195,3.4100225,2.1909578,0.9706142,0.46240008,0.14567028,0.17983052,0.32089287,0.71384823,1.2977974,2.470905,4.4073005,5.729308,6.199149,5.684782,4.9066677,4.3836474,4.522668,4.36511,4.4637113,4.5504827,4.1965313,2.9196084,1.0867394,0.25048497,0.1349163,0.28198302,0.73221505,0.76296353,0.7355968,0.74600047,0.6457969,0.32338554,-0.11001137,-0.6896844,-0.8155366,-0.5020901,-0.40425187,-0.44763196,-0.7179898,-0.6659511,-0.38722786,-0.14365572,0.12413514,1.5657855,2.8401613,3.403911,3.3288186,3.1012464,3.028257,2.692411,1.9288027,0.90167284,-0.19445093,-0.5214529,-0.83967394,-0.7650182,-0.37022072,0.51426566,1.7192011,3.5027213,4.539111,4.7057533,4.4015055,3.5207052,2.683741,2.6096148,2.0358424,1.0085146,0.16975194,-0.033167362,-0.21090096,-0.4376698,-0.63710827,-0.77715826,-0.7037377,-0.18906035,0.60202646,1.6114812,2.4929245,3.0238383,3.223092,3.5075884,4.004626,4.1535077,3.622885,1.9778228,0.850091,0.27501875,-0.28389996,-0.7731532,-0.97989327,-0.99077296,-1.0715189,-1.1923769,-1.2916902,-1.3548105,-1.3804257,-1.351829,-1.267823,-1.1570778,-0.8991547,-0.42286292,-0.10863705,0.07700366,0.30281717,0.5987655,0.82116157,0.9585364,1.1796635,1.3167572,1.329606,1.4024715,1.5319802,1.6249402,1.80459,2.1182551,2.464938,2.8346,3.11173,3.550624,3.8981252,4.2029753,4.4615426,4.6473174,4.709523,4.7027326,4.9409447,5.2311783,5.504884,6.1076126,6.448882,7.536833,8.274357,8.94145,9.618824,9.585892,9.258673,9.25865,9.258663
-0.8324475,-0.8567523,-0.9400274,-1.1982265,-1.0795658,-1.0910697,-1.1757776,-1.5605295,-2.1004777,-2.2321823,-2.0962498,-1.6450143,-0.744069,-0.36765194,-0.37876594,-0.44985127,-0.72853255,-0.9132284,-0.69997513,-0.3604796,-0.14272615,0.06430975,0.1464394,0.022877999,-0.2782311,-0.29496512,-0.39748043,-0.50554466,-0.77262837,-1.1900016,-1.3562448,-1.3585576,-1.1852885,-0.82732666,-0.4087844,-0.05269082,-0.19149226,-0.5139631,-0.297611,-0.04074037,0.24814853,0.44464946,0.62153447,0.4203645,0.31718573,0.09395614,-0.19087607,-0.4459227,-0.86295944,-1.5825753,-2.8691607,-3.6579437,-3.753911,-3.6032188,-3.5048635,-3.4426448,-3.280958,-3.3924162,-3.3113678,-3.2257357,-3.0846813,-2.904347,-2.6290822,-2.312368,-1.9996305,-1.2334436,-0.58634627,-0.59560734,-0.84057623,-0.75525725,-0.6467298,-0.3819972,-0.06444982,0.05640322,-0.1711896,-1.4378685,-2.170124,-2.162675,-1.7697774,-0.44012043,1.2740188,2.2049904,2.72365,2.911819,1.987949,0.93503785,-0.04691919,-0.9194118,-1.3187487,-1.4784126,-1.5937464,-1.6555238,-1.8240998,-2.1212249,-2.2115886,-1.289794,-0.35949266,0.5380406,0.43006325,-0.028698906,-0.37945554,-0.92139006,-1.2491095,-1.5351539,-1.682837,-1.8337512,-1.8851802,-1.9662509,-2.2329152,-2.3526354,-2.2938483,-1.9405161,-1.5807812,-1.3014878,-1.159012,-1.3450642,-1.9312778,-2.4779792,-2.7935023,-2.8307288,-2.8063478,-2.734735,-2.7106745,-2.612783,-2.4476361,-2.2196445,-1.5757884,-0.64783543,0.11643052,0.41172978,0.092628144,-0.43139076,-0.76115835,-0.8235195,-0.88213646,-1.0053627,-1.087006,-1.1755707,-1.3262519,-1.5107,-1.703282,-2.004673,-2.3538475,-2.5358253,-2.6242785,-2.6890564,-2.7928019,-2.91298,-3.0091622,-3.0713801,-3.073758,-3.04776,-3.023486,-2.9863753,-2.8707032,-2.7327807,-2.5837839,-2.4955635,-2.5326817,-2.627583,-2.786562,-2.9177969,-3.0467138,-3.1214046,-3.2100074,-3.2991724,-3.3065317,-3.3213425,-3.3393898,-3.3244529,-3.2971833,-3.2632751,-3.189444,-3.1714659,-3.1462498,-3.1491592,-3.1752424,-1.3854213,-1.3854144,-1.3854136
-2.213806,-2.140991,-2.1725318,-2.0987182,-1.8884962,-1.8799343,-1.840303,-2.033269,-2.1106856,-2.0988162,-2.053555,-2.1467185,-2.4157066,-2.4455123,-2.286306,-2.3223755,-2.4361887,-2.4683113,-2.2240639,-2.7443795,-3.1396852,-3.3369372,-3.3984354,-3.2051637,-2.910783,-2.7345276,-2.5194993,-2.3633244,-2.2220747,-2.0847905,-2.1178346,-2.2018256,-2.3110538,-2.443859,-2.5396593,-2.6306777,-2.4883018,-2.417762,-2.5589828,-2.7966025,-2.9533005,-3.061705,-3.0901005,-2.99339,-2.7887058,-2.4865763,-2.3765023,-2.3114092,-2.2208905,-2.0709379,-1.9462955,-2.0261288,-1.9348679,-1.9501218,-2.0222082,-2.0570803,-2.0337725,-1.721293,-1.5455426,-1.2146659,-0.9419117,-0.60010654,-1.0293944,-1.6627667,-2.3306856,-2.74747,-3.1223793,-3.288711,-3.0646958,-2.665498,-2.3870902,-1.8983917,-1.4913108,-1.300832,-1.1404924,-1.2595326,-2.0341938,-2.7126167,-3.0751855,-3.5724301,-3.9412694,-3.8966262,-3.775288,-3.496192,-2.7254057,-2.0040588,-0.93459237,-0.63743156,-0.82760286,-0.9756329,-0.9459835,-1.0087296,-1.4551708,-2.0110633,-2.301673,-3.0085187,-3.3178616,-3.2464614,-2.5756896,-1.9901447,-0.9433984,-0.48485667,-0.39302585,-0.31532848,-0.41204953,-0.647668,-0.68937606,-0.921292,-1.3989058,-1.9000927,-2.2043107,-2.4669201,-2.7101004,-2.956383,-3.0279799,-2.675812,-2.1901846,-1.8642558,-1.410356,-1.0701749,-0.93925524,-1.0192028,-1.0407538,-1.002588,-1.208024,-1.5838723,-2.4296684,-3.1666899,-3.0806804,-2.845098,-2.6826959,-2.5638094,-2.5746312,-2.7432249,-2.9093919,-2.9722764,-2.9554868,-2.9321656,-2.8106236,-2.632485,-2.5578618,-2.455917,-2.3640285,-2.3774781,-2.4759765,-2.565401,-2.680141,-2.760806,-2.8033931,-2.8019934,-2.8116593,-2.8145938,-2.8523285,-2.8736978,-2.8797796,-2.8683827,-2.7429845,-2.5426795,-2.3771224,-2.3078272,-2.187883,-2.107826,-2.0029643,-1.9479847,-2.0071404,-2.024279,-1.9948573,-1.9386568,-1.8781891,-1.8347402,-1.7039646,-1.6642313,-1.5961323,-1.5897932,-1.5900723,-1.5623194,-1.604105,-0.029617846,-0.02961862,-0.0296188
3.5373666,3.795628,4.30617,5.651493,6.5783534,6.9661484,7.852495,8.7448635,10.174876,10.589126,10.994764,11.303408,11.658159,11.760544,11.886915,12.01878,11.776091,11.001923,8.653557,5.0763874,3.46783,2.6486835,2.0487208,1.5029562,0.8498119,0.6109979,0.35307539,0.1676294,-0.13422646,-0.48286307,-0.6650393,-0.8065074,-0.8878554,-0.87273866,-0.93909836,-1.2433729,-1.6798457,-2.2082572,-2.0880263,-1.4090967,-1.0551171,-0.76238686,-0.46990472,-0.41310215,-0.51048326,-0.8191678,-1.0331044,-1.1564673,-1.1694443,-1.2167326,-1.4826417,-1.6322198,-1.4782746,-1.523645,-1.7051064,-1.6138291,-1.616579,-1.5893266,-1.4240062,-1.2365079,-1.1347393,-0.99033606,-0.5118054,0.22325054,1.2285117,2.5004265,4.370005,6.8920584,8.511559,9.195287,9.5167885,9.790184,9.865188,9.718636,9.023675,6.83269,4.006462,1.5956228,0.4318555,0.083124146,-0.044895798,0.41138378,1.0064468,1.2829993,1.1937966,0.5996772,-0.6486192,-1.4811357,-1.757127,-1.922675,-2.0101144,-2.074997,-2.1255486,-2.2321281,-2.2904122,-1.7087797,-1.0695136,-0.4843694,-0.5066367,-0.6684124,-1.0027473,-1.4139593,-1.7014394,-1.9223915,-2.156675,-2.3653784,-2.4357436,-2.3258474,-2.2219353,-2.0660903,-1.935172,-1.9276011,-1.875237,-1.7508867,-1.6523783,-1.5552132,-1.5665731,-1.8118153,-2.0245311,-2.1312208,-2.2800884,-2.376665,-2.386424,-2.2580729,-1.9142728,-1.1579279,0.3298239,1.2239296,1.4783581,1.1530373,0.89902323,0.98550755,0.6629533,0.3964368,0.11742305,-0.09847115,-0.24875377,-0.4365561,-0.7806041,-1.0493368,-1.2350453,-1.4129626,-1.5673783,-1.6762338,-1.7834166,-1.8457769,-1.937777,-2.0095186,-2.0167756,-2.0005453,-1.9590212,-1.9036725,-1.8385769,-1.7754445,-1.6532578,-1.491074,-1.2670782,-1.1016079,-1.1241748,-1.2426132,-1.3539113,-1.4028822,-1.449855,-1.4025122,-1.4954374,-1.5884638,-1.5917335,-1.5612886,-1.5106018,-1.4371587,-1.2607203,-1.1615187,-1.0615779,-1.2212629,-1.2971102,-1.284546,-1.3945079,0.31090182,0.3109222,0.31091982
-1.4326215,-1.4363184,-1.285122,-1.1914327,-1.2726372,-1.1638867,-1.0914261,-0.5554142,-0.05138485,-0.038261294,-0.15130296,-0.4095403,-0.68383765,-0.8044684,-0.81269634,-0.7353089,-0.34216517,0.5614997,1.9440101,3.1408575,3.3345263,3.2676976,3.1898978,3.3467467,3.6622531,3.8634553,4.111834,4.384898,4.8538837,4.9713936,4.655613,4.2589235,3.9214544,3.5215507,2.7663925,1.8151387,1.0049864,0.21773723,-0.5465108,-0.8933176,-1.0359666,-1.1875252,-1.2872388,-0.6101935,0.086250596,0.52010465,0.6828665,0.70859635,0.5940031,0.4534499,-0.0145543665,-0.8606936,-1.0356488,-0.81926537,-0.54651487,-0.47826037,-0.3106928,-0.65138847,-0.8408141,-1.023606,-1.1537874,-1.2389963,-0.97655475,-0.58930206,-0.49271756,-0.59433967,-0.77374357,-0.72839206,-0.6186372,-0.59499806,-0.62262535,-0.73186,-0.8205182,-0.88418317,-0.51647747,1.2686741,2.5999227,3.2425466,3.361157,3.36425,2.9607258,2.151414,1.5599754,0.9706793,-1.0356212,-2.3212194,-2.2655015,-1.8025422,-1.5736997,-1.585498,-1.6585541,-1.7034363,-1.5075204,-0.5911585,0.96124804,1.8654315,2.0576546,1.8982029,1.0246308,-0.685133,-1.7837889,-1.8205566,-1.9071664,-1.8325557,-1.9060192,-1.8893943,-2.052846,-2.3601074,-2.2697413,-1.628413,-0.92937714,-0.6372545,-0.41344875,-0.3482601,-0.51237094,-0.9997281,-1.8271301,-2.4116082,-2.7300487,-2.6835148,-2.629918,-2.6442342,-2.718797,-3.027313,-3.2747164,-3.4844165,-2.8835633,-1.3812327,-0.4716215,0.32324368,1.079458,1.7468662,2.4897618,3.0368686,3.1827755,3.2195413,3.1786604,3.1632729,2.9953804,2.8122509,2.7881498,2.6701386,2.464962,2.3207555,2.2905354,2.17981,2.1006882,2.0730102,2.041226,1.9542453,1.9192078,1.9002041,1.8578601,1.7624671,1.6235291,1.4560646,1.0808836,0.62367284,0.49979252,0.48478281,0.5201565,0.613976,0.6957953,0.6967217,0.77160347,0.8489585,0.92703223,0.8746434,0.80845684,0.7677807,0.5522765,0.43178815,0.27527946,0.41965395,0.39943907,0.31962338,0.29683948,0.45287567,0.45286125,0.452822
-0.3349467,-0.34705022,-0.4001692,-0.7983123,-0.96484077,-1.0835174,-1.3847272,-1.1984282,-0.64208686,-0.40332758,-0.44669047,-0.5719158,-0.3318336,-0.31737363,-0.4047287,0.06526917,0.26188117,0.05719462,0.0871056,0.28186527,0.3016917,0.26690817,0.10405815,-0.20842892,-0.48171106,-0.6803665,-0.71260035,-0.5208068,-0.28282416,-0.12657273,-0.06407359,-0.083081365,-0.13229926,-0.21997145,-0.27229035,-0.4559944,-0.86524236,-1.1479652,-1.283594,-1.3773072,-1.2996794,-1.1433151,-0.66838086,-0.22681874,-0.23907226,-0.18654558,0.085529864,0.3495794,0.21001258,-0.2169552,-0.99743426,-1.7448618,-2.2768974,-2.6057894,-3.1318843,-3.1719258,-3.1662297,-3.3229928,-3.3149662,-3.2813694,-3.1468873,-2.85952,-1.9132845,-0.7731322,-0.6340022,-0.49975622,-0.5684088,-0.66098475,-0.56961715,-0.27231216,0.05867696,0.29449093,0.39646322,0.4756524,0.45188865,0.17094877,1.0353502,2.2246492,3.319592,4.610995,5.541198,5.6545143,5.438979,5.2383356,5.0631866,3.6517363,1.6258719,0.65585446,0.5044675,0.5760361,0.7803072,1.2477436,1.485114,1.3375323,0.61148274,0.6730877,0.5320153,0.21155006,-0.44941995,-0.8467092,-1.3827121,-1.6935976,-1.6091025,-1.4781461,-1.0119762,-0.693909,-0.5997757,-0.16574836,0.32829127,0.57758635,0.26786974,-0.12959553,-0.40520734,-0.51406956,-0.66574645,-0.8980732,-1.0854115,-1.2114369,-1.7826145,-2.2330267,-2.2840679,-2.241613,-2.2778265,-2.383058,-2.4184513,-2.0391798,-0.7920898,0.048953548,0.27003962,0.23160486,0.17555991,0.16496126,0.34867203,0.81721044,1.5356848,2.2813296,2.8738854,3.5129628,4.6970315,5.857004,6.4189878,6.879704,7.1861324,7.1910753,7.074481,7.0417805,6.9166813,6.796237,6.533585,5.947083,5.3544965,4.9592953,4.29971,3.6980052,3.2440555,2.8806608,2.5882497,2.3611035,2.2676334,2.2470503,2.066007,1.9262896,1.964832,1.8878918,1.758925,1.5328228,1.367619,1.2619812,1.148994,1.0285965,0.96127737,1.0464096,0.80301666,0.27322814,-0.38233095,-1.2155113,-1.2177428,-0.92608154,-0.9260678,-0.92608964
-1.7839295,-1.8457773,-1.9858577,-2.2714486,-2.3896444,-2.348064,-2.4262896,-2.591125,-2.5795264,-2.5193949,-2.4590719,-2.1668994,-1.4226027,-1.2175453,-1.2402136,-1.1355047,-1.3188591,-1.3486689,-1.314113,-1.0459229,-0.91705596,-0.99630046,-1.2793477,-1.6091118,-1.9060559,-2.0617292,-2.1888406,-2.144644,-1.8784242,-1.6277452,-1.4785056,-1.3792493,-1.3530911,-1.3606365,-1.4245982,-1.5421956,-1.7027292,-1.3041787,-0.46024847,-0.12988614,-0.10786499,-0.1023586,0.23530601,0.23959728,0.02686505,0.25415462,0.4644468,0.44978556,0.17959908,-0.2920522,-0.78669655,-0.8203583,-0.8329216,-1.059242,-1.4592539,-1.6064723,-1.6691642,-1.9039217,-1.9022902,-1.8690856,-1.6806502,-1.3450066,-0.21129209,3.058941,5.567529,5.9720354,5.827104,4.989457,3.8930073,3.1565099,2.4930127,1.1643304,-0.003909707,-0.47558838,-0.6938797,-0.5618998,-0.09216778,0.23949365,0.42664176,0.6514298,0.36547473,-0.1567423,-0.5063982,-0.97449625,-1.4516907,-1.6855123,-2.3132699,-2.1181793,-1.8942764,-1.69033,-1.2617602,-0.3069728,0.8839704,2.1809034,2.6539154,2.9669647,3.023673,2.5668774,1.8914907,1.309526,-0.45598075,-1.6891131,-2.1379724,-2.4883592,-2.7177534,-2.775813,-2.7809837,-2.7187235,-2.4591386,-2.0276046,-1.728037,-1.1761324,-0.6746409,-0.4387157,-0.5587876,-0.9610523,-1.1938505,-1.3431058,-1.6468475,-1.8767123,-1.8781502,-1.8261318,-1.9106531,-2.1462939,-2.1013126,-1.5879221,-0.35523164,0.14268255,0.35120007,0.566133,0.9880401,1.2415266,1.5194383,1.768179,2.0593424,2.105196,2.069675,1.9744786,1.8271548,1.6356022,1.4321806,1.1954033,0.97512627,0.8778362,0.82592785,0.7287339,0.56564647,0.45238268,0.40494552,0.37183392,0.35543323,0.3574322,0.36875278,0.37334678,0.36256775,0.25201923,-0.046302825,-0.41032356,-0.631336,-0.7198709,-0.83345616,-0.86825776,-0.9036263,-0.89936453,-0.84118634,-0.7572033,-0.7001666,-0.74789095,-0.79590255,-0.88861626,-1.0918568,-1.1713511,-1.4200131,-1.5127506,-1.5811635,-1.7467792,-1.7186539,-2.0454628,-2.0454693,-2.045487
-0.19014321,-0.24693969,-0.41557795,-0.53364086,-0.40635055,-0.288756,-0.07304414,-0.22593337,-0.7897675,-0.9843053,-0.828768,-0.38275072,0.16633183,0.31288183,0.13112298,0.23400271,0.13165039,0.004303992,0.40311852,1.2258003,1.9389611,2.7126215,3.4853024,3.5326633,3.0047967,2.662387,2.1192353,1.6481012,1.2270929,0.7842753,0.6020675,0.4825245,0.45091587,0.55326974,0.6330991,0.51977205,-0.08042979,-0.7899929,-0.7326,-0.68047404,-0.7516728,-0.7553824,-0.8912506,-1.2272598,-1.6141647,-1.8352945,-1.4863353,-0.8059008,-0.20705947,0.4480995,1.0004861,1.2976997,1.1616856,0.9071498,0.46547863,0.3079325,0.41603506,0.2219824,0.16212583,0.02600323,0.0495566,0.21774277,0.8114413,1.3818674,1.5444715,1.9135393,2.3658407,2.8252323,2.848034,2.6665711,2.3926454,1.9727184,1.6649009,1.4582711,0.8792026,-0.11704552,-0.52802896,-0.53136873,-0.118233144,1.2136139,3.1213498,4.2246847,4.665286,4.744482,3.8672137,2.3995547,0.953055,-0.05472526,-0.4162625,-0.5683127,-0.6523909,-0.7194201,-0.76819724,-1.0587863,-1.258214,-0.66263473,-0.16606718,0.21193421,-0.08632997,-0.42712542,-0.68324596,-0.8683876,-0.9563014,-1.0979929,-1.2175988,-1.3623141,-1.4160359,-1.3523926,-1.3381138,-1.1496764,-0.9473059,-0.57693446,-0.08449811,0.45673394,0.951097,1.0507257,0.65423757,0.20558129,-0.437418,-1.0367721,-1.2690676,-0.97792715,-0.5167991,0.40959847,1.96015,4.5683894,7.7319613,8.894308,8.979916,8.592065,7.9051857,7.066719,6.1597366,4.817332,3.1509666,1.8450392,1.2986388,0.9175011,0.41212744,0.12986511,0.014762878,-0.09176999,-0.13496101,-0.16827998,-0.17549813,-0.10179424,-0.054100662,-0.08247477,-0.14231636,-0.216972,-0.23111925,-0.18056992,-0.08818743,0.0052799284,0.21047777,0.48398292,0.8723204,1.0920959,1.0243412,0.79716355,0.538453,0.34801674,0.16095185,0.07154779,-0.021091849,-0.14900218,-0.18130942,-0.22009607,-0.23402548,-0.20562774,-0.15241936,-0.13805144,-0.18809609,-0.3947717,-0.61677957,-0.8245834,-0.923323,0.33026874,0.33027565,0.33027667
0.35759372,0.28254014,0.10151429,-0.2278854,-0.32199758,-0.26353157,-0.28995192,-0.48617992,-0.05417043,0.15636533,0.24903548,0.51258403,1.263194,1.4497334,1.2911425,0.9629673,1.1430416,2.2890368,3.0368543,3.442583,3.3587477,2.9529862,2.2863853,1.6818068,1.2204382,1.0639324,0.8415103,0.5236318,0.14841148,-0.28526273,-0.33382648,-0.092125356,0.20517659,0.48192477,0.6263194,0.76676965,0.90660375,0.9131289,1.0766306,0.7161867,0.63197654,0.7385603,1.0559639,0.8723357,0.4731776,0.76008195,1.0454165,1.1841224,1.0054252,0.6712089,0.37090576,0.18373919,-0.3425231,-0.75049007,-1.0401635,-1.0026757,-0.8799409,-1.0177634,-1.149607,-1.4972099,-1.6249849,-1.7038689,-1.2938204,-0.3802634,0.4524356,0.7649661,0.9960289,0.74645096,0.3947331,0.18071945,-0.1527014,-0.59505975,-0.80751884,-0.9983673,-1.3420393,-1.2505131,-0.81465816,-0.6649878,-0.65505826,-0.44617653,-0.23640895,0.05111192,0.16762322,0.029899761,0.13236278,-0.4897724,-1.5403438,-2.1378045,-2.135186,-2.0885823,-2.028961,-1.6948133,-1.05007,-0.2698011,-0.091076225,0.21867113,0.24661209,-0.14713344,-0.5863576,-0.7777898,-1.4996952,-1.9477658,-2.1122437,-1.9803033,-1.3780258,-0.64802957,-0.23846504,0.95386434,2.5589275,4.316379,5.3271246,5.837742,6.165638,6.272708,6.069556,5.448026,4.4841948,3.394321,1.9496624,0.76936436,0.23536003,0.24215072,0.2460159,0.16747698,0.1631429,0.29041195,0.2676,0.2149857,-0.092158884,-0.55708814,-1.2085968,-1.5799613,-1.647773,-1.4756637,-1.2682972,-1.28374,-1.4199977,-1.5892205,-1.893201,-2.1465154,-2.25669,-2.3479435,-2.300753,-2.2083766,-2.0636885,-1.9106863,-1.7236772,-1.4937997,-1.2434398,-1.0766754,-1.000434,-0.97657466,-0.8757664,-0.81904536,-0.7646368,-0.72108364,-0.7605794,-0.8620368,-1.0003252,-1.0001211,-1.1177925,-1.2518741,-1.3643878,-1.4272077,-1.4226356,-1.4522781,-1.575975,-1.645344,-1.7339268,-1.8527384,-2.0308938,-2.1751685,-2.501779,-2.6591465,-2.5955443,-2.4025626,-2.3617914,-2.3613937,-2.361378,-2.3613496
-2.3257082,-2.3479657,-2.37586,-2.570901,-2.703397,-2.7190666,-3.0391426,-3.0722108,-2.9896076,-2.938001,-3.1076818,-3.1812136,-2.9800425,-2.9027724,-2.8890436,-2.7798784,-2.9005048,-2.9439983,-2.1706018,-1.1609817,-0.782943,-0.58637947,-0.41700253,-0.1604256,0.42694914,0.91095006,1.3105106,1.7493601,2.2507837,2.3492546,2.2013266,1.9058675,1.6647904,1.4254258,1.2848078,1.0331004,0.5981932,0.12934414,-0.9445306,-1.9856784,-2.3126805,-2.6688144,-2.8980381,-2.621614,-2.4440744,-2.4082403,-2.2504466,-2.1616552,-2.2653782,-2.611421,-3.5701866,-4.3530126,-4.225005,-3.9604506,-3.5400145,-3.4201803,-3.489408,-3.5897775,-3.6658854,-3.6884086,-3.7847748,-3.922886,-3.9732661,-3.4896762,-2.9735472,-2.527825,-2.3602142,-2.7216566,-2.800142,-2.58203,-2.3670242,-2.0646455,-1.8128357,-1.5721488,-0.9950996,-0.027559891,1.3660951,2.396371,2.7916412,2.770553,1.6843159,0.5562726,-0.053875364,-0.70460325,-2.5558507,-3.6377676,-3.6166058,-3.0688872,-2.897934,-2.8704057,-2.6931684,-2.2794194,-1.826055,-0.99396366,0.092418864,0.70747536,0.78470135,0.18031757,-1.0361292,-2.5392897,-3.6100965,-3.6590762,-3.6043377,-3.5255997,-3.4369059,-3.4971256,-3.6623902,-3.9709473,-4.0799427,-3.9485722,-3.625906,-3.342462,-3.1294093,-3.0944293,-3.3055937,-3.6690626,-3.8838854,-3.945112,-3.8327804,-3.4968338,-3.196289,-3.184392,-3.3462083,-3.724516,-3.8579109,-3.9434495,-3.7322173,-2.6364167,-1.5357678,-0.7338134,0.088311434,0.8441048,1.5627086,2.209438,2.5117395,2.614365,2.6026766,2.5673854,2.2873094,1.7126487,1.3103199,0.7853573,0.074567795,-0.30177674,-0.51534176,-0.81348884,-1.1009476,-1.2422541,-1.2916236,-1.268537,-1.2385557,-1.1953093,-1.2363392,-1.3003488,-1.3361831,-1.4283137,-1.6375098,-1.8603976,-1.9147909,-2.018332,-2.1333714,-2.13544,-2.150569,-2.156952,-2.0622272,-1.9249878,-1.7443998,-1.784598,-1.8054103,-1.8157024,-1.9255674,-1.8719262,-1.8179958,-1.5975888,-1.58529,-1.6664596,-1.7327926,-2.9497943,-2.949813,-2.94984
