0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
9.979056,9.978078,9.979363,9.965724,9.972417,10.042162,10.104133,9.96217,12.703682,11.735891,9.86759,6.6489873,3.947759,2.6357765,1.8570967,1.0768505,0.9522369,0.71530807,-0.13003874,-0.44108707,-0.552812,-0.46857503,-0.3055366,0.11642577,0.8844569,1.7327269,1.9921633,2.0171688,1.8077528,1.7654029,1.6019099,1.3413035,1.1392556,0.99122065,0.673144,0.34200987,-0.051038474,-0.27828503,-0.17539652,-0.027081799,0.09391236,0.36622232,1.1193093,1.5416377,1.6734532,1.2186525,0.4048864,-0.6131078,-0.8121069,-0.8878807,-1.0700884,-1.3927937,-1.3205073,-1.1962222,-0.96618426,-0.68867135,-0.25560892,0.29008406,0.5774909,0.54878676,0.043521166,-0.37988696,-0.5927768,-0.58721477,-0.53874075,-0.56070554,-0.5574857,-0.61705816,-0.7124167,-0.8982359,-0.9079719,-0.29481095,0.15256402,0.03374052,-0.4637146,-0.2732222,-0.025233656,0.84117436,2.1510746,3.2184796,2.793034,2.193919,2.1086864,1.6004891,1.1760066,0.29167157,-0.26651156,-0.37014753,-0.45398948,-0.37093294,-0.3570376,-0.37228644,-0.35816407,-0.33298463,-0.40058973,-0.6141303,-0.78349197,-0.3661968,0.584323,1.3701949,1.9955456,2.6272988,3.6160965,4.7279854,5.4950233,5.2833033,5.520667,5.89512,5.7076654,5.413446,4.831328,3.7602246,2.2271984,1.3426305,0.8964152,0.651887,0.4128856,0.36480293,0.30603242,0.13954763,0.110639066,0.41664895,0.7302888,1.0901439,1.8218789,2.0086775,1.9108188,2.6033797,2.6176562,2.2032788,1.4839739,1.0935532,1.0106058,0.9925709,1.2530277,1.6476891,1.8712125,1.9812827,2.2138124,2.7640126,3.5223975,4.6568465,5.8268995,7.029701,7.8070602,8.267951,8.794498,9.382196,9.672163,9.9939995,10.24716,9.9698105
-1.1246156,-1.1237003,-1.1245161,-1.1153846,-1.119478,-1.1624286,-1.1982136,-1.1133189,-2.792218,-2.8023849,-2.5272253,-2.6549168,-2.7484994,-2.6211505,-2.3924406,-2.2721798,-2.2325048,-2.1428535,-1.9772124,-1.8599416,-1.773756,-1.8017098,-1.9104476,-1.9055407,-2.0126362,-1.9104304,-1.7543464,-1.5361197,-1.3992772,-1.3036755,-1.2506629,-1.1755719,-1.1370021,-1.0207024,-0.78643864,-0.46439362,-0.38515997,-0.53642344,-0.47524163,-0.48668835,-0.64680374,-1.1215961,-1.7035531,-2.15583,-2.4863245,-2.581296,-2.6776097,-3.0456622,-3.5466566,-3.8063545,-4.028686,-4.0836787,-3.9431326,-3.744441,-3.487822,-3.2516046,-2.995039,-2.9278808,-2.8717089,-2.8312166,-2.8984385,-3.1340199,-3.485324,-3.7282171,-3.824945,-3.8368926,-3.8148608,-3.7777543,-3.6478117,-3.2644274,-2.8366718,-2.639891,-2.541174,-2.6676612,-3.0538316,-3.0111504,-2.511547,-1.9390969,-1.4456894,-0.63153553,0.16804998,0.67976636,0.7278867,0.6388342,0.3784666,0.05809632,-0.6959323,-0.99955505,-0.90746546,-0.8127794,-0.727358,-0.65832156,-0.5871597,-0.41529864,-0.06391913,0.51497674,0.95579255,1.7235351,2.8844461,3.5110126,3.86873,3.7006311,2.8601959,1.1495508,-0.865626,-2.4840403,-3.285301,-3.6625724,-3.6993308,-3.6441035,-3.6588144,-3.534274,-3.3401918,-2.8774827,-2.3636591,-1.8368195,-1.2075424,-0.8734683,-0.5041695,0.124866486,0.40015787,0.15880054,-0.022046894,0.007945299,-0.086471975,-0.26479453,-0.5847429,-1.5478915,-1.973417,-2.174811,-2.354074,-2.5293822,-2.6829026,-3.0297186,-3.5830662,-3.690865,-3.5869317,-3.5170932,-3.4470568,-3.4757483,-3.6576746,-3.715929,-3.559486,-3.2970724,-3.072283,-2.981629,-2.6641865,-2.3480635,-2.2100863,-2.1626158,-2.1052523,-1.1172822
-0.71972513,-0.71969044,-0.71915424,-0.7215085,-0.7199013,-0.6990677,-0.67226076,-0.7223233,-0.9536388,-0.96584225,-0.9444036,-0.3192373,0.016284823,0.14650749,-0.20318988,-0.910764,-1.745014,-2.2157438,-2.6130013,-2.7616005,-2.7674437,-2.727502,-2.6212544,-2.5755038,-2.4450054,-2.3853028,-2.3589249,-2.347346,-2.3027208,-2.2215598,-2.0511904,-1.9835987,-1.9346843,-1.9805065,-2.0934007,-2.202654,-2.2438147,-2.2602139,-2.127234,-1.845955,-0.8514558,1.4686302,3.1392117,4.2862015,4.129996,3.7634172,3.047381,1.6250553,0.2819656,-0.70603305,-1.8123235,-3.0587344,-3.5336413,-3.7026505,-3.7783632,-3.8181672,-3.769689,-3.5044174,-3.254178,-2.8733542,-2.5454726,-2.3890958,-2.34962,-2.5478606,-2.6947837,-2.8202233,-2.907249,-3.0228643,-3.1642294,-3.3645377,-3.341538,-2.6314082,-2.3819652,-2.5754461,-3.4678583,-3.896079,-3.8060517,-3.4713109,-3.1299787,-2.57563,-2.1446183,-1.8690367,-1.4538529,-1.1843731,-1.0128999,-1.4953326,-1.8326514,-2.091368,-2.4855068,-2.569205,-2.6068296,-2.6332264,-2.6928852,-2.8094099,-3.0631564,-3.2659245,-3.2356253,-3.29103,-3.494434,-3.7435672,-3.8664036,-3.7552223,-3.454038,-2.8541398,-2.216843,-1.5719428,-1.4127429,-1.2643042,-1.4135649,-1.4768966,-1.5269351,-1.7262425,-1.9825217,-2.0177078,-2.1148052,-2.4025512,-2.4393759,-2.4054234,-2.3357387,-2.1269135,-1.8149886,-1.8958304,-1.961553,-1.8001959,-1.0613112,-0.13669819,0.51826537,1.3592577,1.1160151,0.8145759,0.38968456,-0.21978858,-0.40416315,-0.65338933,-1.5598727,-2.8416467,-3.306481,-3.4314194,-3.38361,-3.2472146,-2.9932756,-2.6360083,-2.452789,-2.2996655,-2.0903528,-1.8907593,-1.7793281,-1.6303024,-1.5951,-1.5789334,-1.5394518,-0.7283508
0.27004692,0.27078155,0.27009618,0.28336373,0.27763295,0.21927041,0.1685549,0.2866098,-1.2777789,-0.9988209,-0.43802178,0.020029683,-0.06887759,0.012061849,0.25094002,0.26115406,-0.26756468,-0.90783715,-1.5710784,-1.8907983,-1.9790374,-1.9729137,-1.9360679,-1.869556,-1.7762563,-1.6209636,-1.4502157,-1.3702234,-1.1895986,-0.9532226,-0.4798374,-0.21169476,0.28845128,0.8669625,2.1069677,4.1021104,6.8390503,8.318203,8.809667,8.930054,8.788359,7.547247,4.9509745,2.327505,0.67824495,0.3467916,0.26643547,0.24991925,0.28953174,0.15086177,-0.05007409,-0.5249236,-0.94989663,-1.3070158,-1.5548885,-1.690404,-1.7107015,-1.7955024,-1.7584115,-1.6837096,-1.7278718,-1.9263507,-2.0742526,-2.2918086,-2.5388389,-2.7285538,-2.8354669,-2.8583183,-2.7958264,-2.522565,-2.141303,-1.4155753,-1.1187234,-1.085047,-1.3056493,-1.2516165,0.24920623,3.2066379,5.6915994,7.7414846,8.947512,9.453859,9.717315,10.11871,10.356888,10.137293,8.614362,5.6872454,2.029134,0.9027208,0.45838785,0.28650865,0.15214787,0.05263439,0.10153398,1.2034518,2.5236845,3.4279718,3.7928982,3.640924,3.1835191,2.4300063,2.1166525,1.1575112,-0.152267,-1.1878067,-1.7727085,-2.0996184,-2.2571592,-2.2692096,-2.0758767,-1.9147884,-1.5363758,-0.80971664,-0.03854245,0.5147687,1.2253735,1.6418371,2.442421,4.56121,7.0542603,8.89761,9.852281,10.531516,10.384305,9.402956,7.8321004,3.845969,1.9583831,0.87650204,0.26079848,-0.21641839,-0.37287712,-0.56416,-0.6396196,-0.8803519,-1.0331244,-1.2258115,-1.3624895,-1.4700032,-1.6086257,-1.7395712,-1.7828045,-1.6919625,-1.5911306,-1.6625017,-1.7541032,-1.758428,-1.7058291,-1.7671076,-1.7496431,0.27162695
0.35053885,0.35001585,0.34918523,0.3449632,0.34642088,0.3582395,0.35962582,0.34421247,-0.08885835,0.07150666,0.46312502,0.88503426,0.7097177,0.275404,0.056430727,-0.29682022,-0.27720436,-0.14112973,0.20547421,0.45777863,0.5831008,0.4921942,0.35820976,0.3773258,0.42439753,0.7262722,1.0208302,1.3792162,1.6593677,1.8666773,2.1947854,2.4918203,2.622261,2.7129474,2.7574449,2.5536938,1.89734,1.1213961,0.5434786,0.20792589,-0.3653702,-1.0224283,-1.48469,-1.6658468,-1.8454279,-2.0764785,-2.1339712,-2.1420884,-1.5939271,-0.82661587,0.11678603,1.5088396,2.134084,2.4283445,2.486715,2.3772564,1.9772689,1.7002753,1.9025595,2.2036722,2.98204,4.1277485,5.3096457,6.1065836,6.5403833,6.7409267,6.816332,6.8705487,6.956392,6.875172,6.303776,4.2809377,1.7952949,0.7314694,0.023633093,0.4694506,0.28203848,-1.0616896,-2.1827831,-2.2224505,-1.6765817,-1.2711462,-1.2100786,-1.2219025,-1.2350059,-1.0403866,-0.40697372,0.5450018,1.1035769,1.1533144,1.1127238,1.0629613,1.064857,1.0000489,0.7711096,-0.060803726,-1.2701163,-1.928405,-1.9398801,-1.5838513,-1.4404494,-1.2917235,-1.245875,-1.1369549,-1.034221,-1.1513156,-0.9051278,-0.7110604,-0.3736739,-0.1715575,-0.13279101,-0.021050945,0.15415658,-0.0104649365,0.092326716,1.0188384,1.6965168,2.0123236,2.1243095,2.0925546,1.6122227,0.71048075,0.034706473,-0.34941843,-0.69534683,-0.95527804,-1.2527299,-1.7571805,-1.6028438,-1.516144,-1.6292719,-1.3460337,-1.1964127,-1.0178632,-0.3870042,0.41320285,0.67252696,0.73360294,0.565851,0.38049904,0.23721659,0.29701212,0.32134253,0.46704596,0.68286496,0.82412,0.68303967,0.31229398,0.25913477,0.4463881,0.5960889,0.3548317
-0.20154734,-0.20087153,-0.20213257,-0.1957921,-0.19941291,-0.23779458,-0.2783524,-0.1938893,-3.0944314,-2.9498997,-2.016912,-0.71949905,-0.08242799,0.32054105,0.6532682,0.58102584,-0.18310115,-0.75900954,-0.68574715,-0.5587349,-0.4439627,-0.36331302,-0.32990354,-0.46436286,-0.7239583,-0.80177474,-0.79680455,-0.8532486,-0.8852294,-0.93994,-1.0029202,-0.8698,-0.6960184,-0.43121907,-0.27045667,-0.20627347,-0.3478881,-0.29209197,-0.18585545,-0.0457046,0.15850832,0.094838746,0.044343486,0.69276536,2.5520837,4.3400927,6.211964,7.894886,8.145681,7.9824038,7.4987364,6.100032,4.811634,3.6528258,2.522568,1.8426827,1.30898,0.8486695,0.586591,0.32612926,0.18582359,0.03600253,-0.024285302,0.10934085,0.29227233,0.50585693,0.64071333,0.825482,1.109793,1.4459586,1.3163757,1.1990244,0.63047504,0.29779223,-0.11501564,-0.56758505,-0.5967407,-0.9488971,-1.0902696,-1.4985709,-1.6921649,-1.5781573,-1.4269145,-1.0290831,-0.6096798,-0.5139978,-1.0954756,-1.2015512,-1.1692039,-1.1974678,-1.1776502,-1.1119481,-1.0085404,-0.8229288,-0.48141593,-0.13738875,0.26420894,0.56757593,0.6402049,0.5556648,0.39102203,-0.13203117,-0.8809711,-1.7190592,-2.6636596,-2.985045,-3.2691126,-3.559352,-3.4455948,-2.9346347,-2.1991343,-1.502552,-0.68887514,-0.690199,-0.7171612,-0.532212,-0.35416508,-0.20612517,0.018321157,0.19284359,0.035339057,-0.13391496,-0.21239215,-0.061750736,0.04763449,0.40448713,0.4705096,0.7991986,1.3509078,2.693398,4.030576,3.2427142,2.7267253,2.448844,2.783714,3.1457362,3.124657,2.8705306,2.064617,1.222517,0.77799386,0.5456593,0.34165996,0.1662794,0.14254591,0.3356706,0.8283049,1.3314137,1.5017421,1.4488246,1.4251173,-0.18046682
-2.6860225,-2.6849155,-2.685299,-2.6819358,-2.6834598,-2.6962452,-2.701972,-2.681201,-3.342107,-3.3644562,-3.1789417,-3.1711724,-3.0858319,-2.9846158,-2.908781,-2.464291,-2.0483854,-1.5928853,-0.81044096,-0.47546026,-0.4094918,-0.46987593,-0.5717817,-0.6637438,-0.81079406,-0.89937055,-0.98735297,-1.0644481,-1.0573362,-1.1184183,-1.1995627,-1.1178668,-0.95001876,-0.72292864,-0.6545445,-0.7190516,-0.85229075,-0.76050115,-0.6035665,-0.5376469,-0.65801245,-1.1302452,-1.745028,-2.0627365,-2.002882,-1.6684282,-1.1568158,-0.37116712,-0.15160546,-0.042883355,0.349855,0.94897604,0.7678147,0.40735728,0.13864309,-0.16598791,-0.73735565,-1.3711787,-1.6691129,-1.8894815,-1.8916718,-1.790922,-1.5892229,-1.368037,-1.2409401,-1.1450696,-1.09877,-1.0139642,-0.8956018,-0.9635657,-1.3382462,-2.026301,-2.422098,-2.316152,-1.3283389,-0.5491311,-0.59346783,-1.0911219,-1.4926723,-1.9020191,-1.9671626,-1.9105709,-2.0739977,-2.1155636,-2.1750891,-2.2831917,-2.3577528,-1.9066911,-1.3651972,-1.1991135,-1.1687449,-1.1620411,-1.0988255,-0.98485124,-0.8263005,-0.71059847,-0.5125629,-0.21918327,-0.09294992,-0.25378984,-0.61958075,-1.1098251,-1.6346768,-1.7781447,-2.0908785,-2.5595741,-2.5939429,-2.6590514,-2.7540793,-2.5633721,-2.2855632,-1.8785226,-1.4260589,-1.6690506,-1.4737649,-0.9826758,-0.7806941,-0.7476666,-0.75622827,-0.9766282,-1.2863337,-1.3818448,-1.3688993,-1.3434192,-1.4332356,-1.4719443,-1.3846881,-1.9369018,-1.995655,-1.7005754,-1.5563147,-1.7137492,-1.8336494,-2.093763,-2.1435578,-1.589452,-1.2790579,-1.1570637,-1.159582,-1.4771495,-1.9686491,-2.4794412,-2.7228458,-2.9821887,-3.0809247,-2.9972792,-2.6385593,-2.4119031,-2.3853922,-2.4180617,-2.3477478,-2.677867
-0.018491328,-0.018188387,-0.019848317,-0.0063999295,-0.012280405,-0.07238442,-0.11717874,-0.002777487,-1.504321,-1.3108106,-1.119094,-0.92655134,-0.59671444,-0.37000197,0.03291113,0.42181122,0.24766038,0.0614272,-0.057784498,-0.17227764,-0.19865099,-0.25571957,-0.296282,-0.39654836,-0.7139518,-1.1858971,-1.3536705,-1.3806043,-1.3293221,-1.2281184,-1.166937,-1.2077646,-1.2035329,-1.1657846,-1.0279459,-0.53439605,0.2590836,1.3784919,2.1497717,2.5525975,2.7445102,2.2089128,0.9995151,-0.31883729,-1.0072875,-1.0212926,-0.82256186,-0.7083037,-0.6860075,-0.4969754,-0.42594185,-0.67850786,-0.77855587,-0.6762323,-0.42371422,-0.034860313,0.59889895,0.7977612,0.81981003,0.7357321,0.51629794,0.16099042,-0.23131308,-0.5656138,-0.7817229,-0.8190192,-0.748436,-0.6477953,-0.34273702,0.7342657,1.9305246,2.3854952,2.3887558,2.141095,0.77989256,-0.2334171,0.47045058,1.7884462,2.7486606,3.4059436,3.6556523,3.7182102,3.4575784,3.0077944,2.4105885,2.1342769,1.5785637,1.041938,0.67528874,0.66085637,0.8888006,1.1462338,1.4319367,2.0864093,3.6502378,6.3494406,8.437864,9.560138,10.081067,10.068237,9.904411,9.556099,8.977001,7.751923,5.398109,2.2691536,0.44348884,-0.4714706,-0.34407544,0.023184747,0.34965545,0.7321459,0.32050285,0.33441842,0.21480915,-0.05800867,-0.2188114,-0.2878424,-0.14031935,0.39609563,0.7688119,1.229836,1.7747636,2.5802946,2.5836897,2.1583173,1.3841711,-0.09070715,-0.64607346,-0.77570486,-0.60934335,-0.5468302,-0.59916985,-0.680303,-0.75974786,-0.59398526,-0.4257686,-0.29997012,0.0383237,0.14590144,-0.06312248,-0.52956927,-0.7166032,-0.6880921,-0.7775192,-1.0581192,-1.2226774,-1.1077521,-0.9835255,-0.9784955,-1.0557574,-0.0024611056
-1.6058776,-1.6060284,-1.6056117,-1.6058766,-1.6058841,-1.5997566,-1.5815861,-1.6060812,-1.5953285,-1.6751132,-1.5248251,-0.87434745,-0.35848343,0.022748217,0.7040273,3.2656083,6.6209173,8.951101,10.37823,10.8563385,11.0570545,11.179157,11.157253,11.048231,10.682238,9.918131,9.312343,8.775177,8.272735,7.8678074,6.8889265,5.8643293,4.817048,3.8452249,3.2360432,2.6962385,1.539921,0.6724186,0.24718007,-0.12027237,-0.6309765,-1.2356325,-1.8298533,-2.2864783,-2.7023175,-2.7787805,-2.6023006,-1.8503517,-0.9656421,-0.18623513,0.6638649,2.207,2.757895,2.932177,2.9081812,2.745122,2.2463155,1.4312843,0.67530644,-0.060899485,-0.4220927,-0.51493156,-0.5708948,-0.3201109,-0.17948309,-0.06581694,-0.0054270336,0.060023274,0.07467704,-0.021984145,-0.2567682,-0.6868483,-0.5961191,-0.12290968,1.2457488,2.0606203,2.1013308,1.4314826,0.39722264,-0.013596151,0.42908886,0.8551117,0.75816226,0.6475129,1.0798991,3.4652855,7.3436413,9.388941,9.993818,10.04739,10.1275215,10.183956,10.175438,10.159258,10.082256,9.524035,8.405117,6.7552357,4.994542,4.2763076,3.7292202,2.9974322,2.340681,0.5808716,-1.1419699,-1.6712571,-1.7904025,-1.9115858,-1.6421782,-1.4817487,-1.3338547,-0.85945994,-0.2478219,-0.0582812,0.2150458,0.5796923,0.78121996,0.8646506,0.8097717,0.49831897,-0.19508415,-0.49977505,-0.56725574,-0.72421587,-1.0322413,-1.2369621,-1.5809419,-2.3909662,-2.5386992,-2.293572,-1.8078883,-1.1934352,-1.03833,-1.0664359,-1.091748,-0.7467749,-0.49848038,-0.33290938,-0.08345063,-0.026418515,-0.27387783,-0.58511615,-0.7376257,-1.0358399,-1.4135168,-1.7911924,-1.9894387,-2.0353098,-2.0476322,-2.1504402,-2.177965,-1.6109784
-2.8844838,-2.8842912,-2.884366,-2.8879595,-2.8860493,-2.8719244,-2.8727412,-2.8887177,-3.2019398,-2.9559295,-2.517467,-2.3897676,-2.3583589,-2.5118127,-2.6785893,-2.7842083,-2.6210399,-2.3127174,-1.8664904,-1.7769825,-1.957176,-2.247995,-2.572318,-2.784102,-3.0368428,-3.121324,-3.080374,-2.942433,-2.8399847,-2.8258348,-2.771301,-2.6404114,-2.490996,-2.2907035,-2.1512918,-2.2237546,-2.394143,-2.7246113,-2.8545437,-2.8762803,-3.1622982,-3.8584478,-4.1505804,-3.5930057,-2.9596395,-2.6488895,-2.344539,-2.0889947,-2.0507383,-2.0367968,-1.8329421,-1.1400481,-0.81211126,-0.75416374,-0.8464612,-1.103717,-1.5718186,-1.7825694,-1.5099316,-1.0685953,-0.38285285,0.5659852,1.6157682,2.3031898,2.6052432,2.653267,2.6138792,2.6277456,2.7261896,2.554454,1.5413516,-0.34295434,-1.5923979,-2.22079,-2.1707435,-1.8586915,-2.1832855,-3.54823,-4.535343,-4.819914,-4.3035874,-3.8150873,-3.5942364,-3.2475302,-2.9361165,-2.6495862,-2.545479,-2.0305505,-1.5576878,-1.457494,-1.4728651,-1.529375,-1.5915009,-1.7214346,-1.904035,-2.3590212,-3.1744423,-3.533306,-3.386625,-3.1682005,-3.154056,-3.3033376,-3.7315989,-4.1780853,-4.313379,-4.0479054,-3.6489725,-3.3280344,-3.3687038,-3.4133172,-3.2107582,-2.9607053,-2.2371907,-2.0166178,-1.704072,-1.1132822,-0.89874464,-0.8346099,-0.8734526,-1.1058767,-1.5414013,-2.143268,-2.6640656,-2.9976506,-3.1638947,-3.3526506,-3.567471,-3.5688407,-3.1478064,-2.5108898,-1.9778609,-1.5440912,-1.3081595,-1.0794067,-0.41310936,0.0034618378,0.04043764,-0.10696334,-0.42949814,-0.6794907,-0.69703573,-0.5975194,-0.64315104,-0.6989991,-0.5489987,-0.41545358,-0.2715637,-0.6668155,-0.85016197,-0.8752093,-0.8476977,-2.873257
