0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
9.596579,12.69982,9.0882,13.016859,12.896346,9.163495,9.08111,12.919565,11.506788,8.714567,6.5652905,4.278711,3.7167225,3.3380795,3.2121096,3.2162416,2.9645934,2.6038933,2.5498579,2.4193778,2.1582074,1.5685403,0.48369637,-0.08909342,0.12692939,0.13651435,-0.017341271,-0.6293107,0.07150592,0.44758114,0.4707114,0.6633721,1.004636,1.8228495,2.428037,2.9531326,3.0771186,2.955484,2.8759098,2.3570437,1.9393985,0.93448883,0.052952945,0.011979699,-0.0065255165,-0.3434621,-0.66568494,-0.8907433,-1.0938398,-1.2684774,-1.3211491,-1.3398404,-1.3305286,-1.2958031,-1.2537572,-1.2417431,-1.2181356,-1.137186,-1.0150176,-1.0472507,-1.0784254,-1.1542336,-1.1538042,-1.0570704,-0.9028546,-0.45316458,-0.28525043,-0.12844677,0.30774778,0.5757129,0.58954024,0.8710395,1.477465,2.9042938,4.9788914,6.2863607,7.3383274,7.346015,7.07278,7.0174265,5.9564037,4.525014,4.4380198,3.8447154,3.7825508,3.5343633,3.0442848,2.5905318,2.3658104,2.3288455,1.9688069,1.6289442,1.3511143,1.0878613,0.7177141,0.52499545,0.6495667,0.8035717,1.219317,1.5354421,1.7010797,1.7650359,1.7321966,1.6537657,1.5300429,1.3861465,1.3639873,1.347534,1.3582999,1.6939023,2.2415566,2.7533422,3.4933248,4.50178,5.2158637,6.0286455,6.3502197,5.803988,4.3277893,3.461576,2.9350655,2.823083,2.4376118,1.9429916,1.5348685,1.2862196,1.2203805,1.1067353,0.8259208,0.6697155,0.6710352,0.8316411,0.90234745,0.9308164,0.98464227,1.098314,1.2801082,1.4887793,1.6590166,1.8739493,2.035396,2.2015889,2.5417068,2.9366517,3.2337074,3.2481434,3.141376,3.5895076,4.101711,4.3768377,5.0503592,5.374175,5.855222,6.4630003,7.429351,8.16286,9.002451,9.445253,9.081057,9.062866
-1.4320254,-3.176542,-1.3305032,-3.0914197,-3.0386019,-1.3430874,-1.3282361,-2.7335901,-2.2874227,-2.3726654,-2.6955595,-2.7112322,-2.4039574,-1.9320401,-1.6626241,-1.5479367,-1.4996464,-1.520973,-1.8097024,-2.0246694,-2.3157563,-2.8762276,-3.5620897,-3.9991207,-3.736585,-3.2229424,-2.5661633,-1.2854011,0.14790548,0.43832576,0.35627696,0.17083794,0.026306033,-0.03375107,-0.07170731,-0.26094344,-0.36265785,-0.49182886,-1.0432435,-1.6738894,-1.8059379,-1.7501105,-1.8726045,-2.0244198,-2.062572,-1.8505421,-1.6911722,-1.6760678,-1.6253812,-1.5446708,-1.4809291,-1.449539,-1.3793663,-1.3083472,-1.2239368,-1.1680439,-1.0950619,-1.0093052,-0.934666,-0.87262845,-0.805516,-0.6766466,-0.48646045,-0.33845037,-0.24092709,-0.3124983,-0.48515823,-0.8378938,-0.9126512,-0.8238971,-0.95771873,-1.0951173,-1.2192523,-1.3181844,-1.2205539,-1.2223883,-1.277628,-1.4926378,-1.5860507,-1.6690764,-2.0040421,-2.240456,-2.1753871,-2.1373754,-2.1413505,-2.1350493,-2.0900126,-2.0533326,-2.1161633,-2.3058782,-2.4582539,-2.59778,-2.7031403,-2.8083649,-2.9826148,-3.1856499,-3.194629,-3.137801,-2.9988506,-2.9638245,-2.8779202,-2.7898118,-2.6594582,-2.48458,-2.2208166,-1.7761865,-1.464366,-1.2162395,-0.98413587,-0.6369979,-0.37306,-0.2086685,-0.19684568,-0.29803723,-0.5855516,-1.2824159,-2.097462,-2.6520622,-2.8476706,-2.7504954,-2.7408614,-2.6345916,-2.44811,-2.3858683,-2.2930574,-2.3962061,-2.6491797,-2.4244332,-1.8455751,-1.4680429,-1.1552534,-1.0543597,-1.0374875,-1.061299,-1.0876048,-1.0604303,-0.9859314,-0.9153521,-0.8829107,-0.89776844,-0.9947105,-1.1749223,-1.4826785,-1.8669884,-2.153284,-2.3183992,-2.4572558,-2.5235324,-2.44212,-2.374632,-2.2278633,-2.2421875,-2.2090123,-2.2778838,-2.3880415,-2.3521657,-2.2424524,-2.078095,-1.3677876,-1.3269203
-0.52807283,-1.4168549,-0.5386777,-1.3726683,-1.4244444,-0.5347818,-0.54169464,-1.4293035,-1.6738412,-1.458593,-1.4455605,-1.426938,-1.3312516,-1.3592758,-1.4889089,-1.5268884,-1.6221205,-1.6576443,-1.7319407,-1.8677051,-2.0446515,-2.2043264,-1.7094238,-1.4904394,-2.0542288,-2.4891372,-2.6952324,-2.5954685,-2.0841799,-1.9815855,-2.0676377,-2.3531716,-2.5693698,-2.7640996,-2.7483003,-2.4973853,-1.8363667,-1.4325594,-1.3432807,-1.5758425,-1.703589,-1.8681185,-1.9242208,-1.8171434,-1.5277758,-1.0913091,-0.94172215,-0.9177691,-0.8554622,-0.80068326,-0.7364511,-0.71990144,-0.7141707,-0.6802882,-0.6326059,-0.61758053,-0.6269707,-0.65673834,-0.7103593,-0.7366328,-0.7965541,-0.89387214,-1.0657356,-1.230226,-1.464531,-1.6482692,-1.4923614,-1.2104008,-0.9241655,-0.8638189,-1.191249,-1.6383753,-2.1654353,-2.4356446,-2.4601026,-2.6208472,-2.9085975,-2.9304423,-2.6281824,-2.5504518,-2.5048308,-2.472554,-2.4762087,-2.4550724,-2.4658093,-2.472338,-2.4567888,-2.4576259,-2.5252883,-2.6648273,-2.7928913,-2.8039253,-2.7475526,-2.639378,-2.3918438,-1.7669449,-1.3822545,-1.0618503,-1.0009804,-1.1615518,-1.2673552,-1.3547133,-1.4204994,-1.484131,-1.4859762,-1.3504426,-1.2741587,-1.4259291,-1.8014553,-2.3131983,-2.539777,-2.7030585,-2.5373,-2.1767678,-1.6790715,-1.283137,-0.8234837,-0.45036274,-0.6223142,-0.5467288,-0.67497534,-0.65398735,-0.68754137,-0.6599171,-0.62462735,-0.43076208,-0.24478753,-0.607414,-1.160249,-1.3542132,-1.3168155,-1.1327534,-1.0572371,-1.0535362,-1.0272872,-1.0193609,-0.93705875,-0.85189337,-0.8630497,-0.89388555,-1.035441,-1.2039751,-1.3098499,-1.3908087,-1.2699802,-0.98874867,-0.8863699,-0.47080392,-0.38841403,-0.2995863,-0.38178763,-0.46510366,-0.45053124,-0.4687948,-0.5867237,-0.8263284,-1.2713883,-1.3284051,-0.52154887,-0.5459385
-0.3298924,-2.5331125,-0.043192863,-2.025648,-1.894619,-0.08453214,-0.037553012,-1.3175865,-0.651875,-0.5065721,-0.47435254,-0.21291465,0.1556203,0.62421715,0.718397,0.60471076,0.52398604,0.58157843,0.45578426,0.3700667,0.17242551,-0.28051358,-0.74270165,-1.1698854,-1.7119021,-1.8955635,-1.4876308,-0.051124632,2.1116107,2.0002768,1.9280294,1.8268492,1.8975914,2.0162868,2.0140462,1.9228779,1.8680087,1.3445538,0.45352527,-0.41916686,-0.6969478,-0.57283187,-0.5022785,-0.63274056,-0.6496484,-0.35788018,-0.121459275,-0.052134346,0.013050772,0.07988298,0.13528231,0.2136099,0.30199164,0.36527714,0.45523417,0.53346163,0.6006431,0.6750258,0.7479763,0.782741,0.7736774,0.7741194,0.77169967,0.706957,0.54415953,0.47650743,0.66793215,0.89644974,1.1735408,0.99786514,0.7242143,0.53220797,0.1966216,-0.5068481,-1.0852971,-1.4192138,-1.8408945,-2.4001374,-2.449469,-2.429743,-2.4957664,-2.3723848,-2.3254857,-2.2152839,-2.1567075,-2.106792,-1.831578,-1.2891669,-0.8100792,-0.47686797,-0.2845066,-0.32799095,-0.4441116,-0.59769475,-0.8323172,-1.0134195,-1.123439,-1.249304,-1.0539435,-0.91149795,-0.8346474,-0.84252423,-0.8792161,-0.89004207,-0.7554743,-0.28294474,-0.034243718,0.25170124,0.5508767,0.95198894,1.1350443,1.0891744,0.97241974,0.7699378,0.5288856,0.115395874,-0.6623775,-1.4522979,-1.801583,-1.8959539,-1.9878201,-1.943692,-1.7487204,-1.320143,-1.0212945,-0.9050812,-0.78669137,-0.5379505,-0.41287845,-0.50088274,-0.4676673,-0.39768782,-0.39424264,-0.44305092,-0.5077621,-0.5359615,-0.49710557,-0.42524707,-0.34013563,-0.23526312,-0.20552948,-0.21462676,-0.27784875,-0.3256906,-0.30489546,-0.23576769,-0.28492188,-0.32220626,-0.3277213,-0.36661386,-0.34634644,-0.37495092,-0.32397062,-0.50082254,-0.82651985,-1.0116279,-1.2880347,-1.3911499,-0.081120014,-0.029435456
0.47177744,-0.745776,0.524124,-1.282165,-1.2877946,0.5158243,0.52688766,-1.4932729,-1.6404793,-1.337292,-1.1464164,-0.9916524,-1.258101,-1.4097805,-1.3044388,-1.3576825,-1.1892262,-0.94924206,-0.7762655,-0.50913024,0.09899515,1.5480642,3.1628313,4.4531217,5.172692,5.6017237,5.7644053,4.51728,0.34730273,-0.51417434,-0.17037813,0.20631497,0.44389883,0.4191386,0.43098506,0.36671123,0.40799537,0.016510814,-0.5825954,-1.2950892,-1.42238,-1.3864889,-1.2167861,-1.0178254,-0.64942646,-0.16822287,0.35891986,1.1046307,1.5462176,1.8288636,1.921427,1.9158851,1.8322598,1.7651604,1.6371092,1.5560329,1.4453921,1.300635,1.2001827,1.1575528,1.0983708,1.06992,1.1317654,1.2536821,1.5346488,1.8216969,1.759305,1.2682459,0.4747486,0.036958158,0.2829431,0.70200086,1.3148645,1.9279088,1.9210317,1.9474487,2.1397102,1.9642446,1.3156588,0.69445324,0.20739235,0.3799701,0.48048708,0.5815561,0.6784041,0.6284678,0.67352617,0.8476664,1.0650246,1.3240895,1.6040226,1.8267722,1.9379973,2.00918,1.9819465,1.4806688,1.0943756,0.72664046,0.35624367,0.3145004,0.27070823,0.34290358,0.32082364,0.30877775,0.22606626,0.026640862,-0.040739328,-0.1864381,-0.14461279,-0.0070575476,0.018945038,0.14781992,0.025152996,-0.11920446,-0.48653084,-0.9624009,-1.2592221,-1.2211196,-0.7949313,-0.841164,-0.49151972,-0.45254844,-0.35130116,-0.59573704,-0.50007695,-0.18884622,-0.123157665,-0.3588643,-0.4807822,-0.47965413,-0.5940835,-0.65211433,-0.6717982,-0.6445308,-0.61706525,-0.5661134,-0.5137313,-0.45031098,-0.3492266,-0.25475174,-0.084019035,0.060991913,0.15066083,0.16942851,-0.026401252,-0.3704118,-0.543376,-1.1273763,-1.4131613,-1.4750385,-1.5002533,-1.4210353,-1.5221524,-1.4133146,-1.2918965,-1.0901297,-0.65968084,-0.5344205,0.5708205,0.53344774
5.642272,1.0383246,5.661455,1.3579606,1.8538572,5.658525,5.6613903,2.1497374,5.940843,8.904153,10.119379,11.097168,11.3042555,11.482534,11.528057,11.512743,11.524454,11.590229,11.565949,11.461822,11.257862,10.614465,8.933426,5.991003,2.3354735,0.74238724,0.0043777823,-0.79593647,-0.5008004,-0.58753335,-0.8069748,-1.088917,-1.204837,-1.1953654,-1.2461944,-1.4424818,-1.5930214,-1.5367825,-1.8450415,-1.3882313,-0.9316425,-0.14531286,0.551509,0.47061354,0.20193762,-0.14179072,-0.36700597,-0.20742905,-0.088359386,-0.057459205,-0.069563955,-0.040969968,-0.0958392,-0.13734213,-0.17487654,-0.15847948,-0.17468351,-0.21212614,-0.23853019,-0.25198212,-0.3477481,-0.4295411,-0.6017692,-0.80058116,-0.86567473,-0.9281366,-0.881852,-0.86926454,-0.928437,-1.0039749,-1.2741807,-1.4539032,-1.7486836,-2.117082,-2.3881814,-2.4708881,-2.691852,-2.9349053,-2.7691798,-2.6141243,-2.3310199,-1.9823139,-1.9266458,-1.8891288,-1.8360355,-1.8039217,-1.8077657,-1.8640273,-1.8067403,-1.5061953,-1.0472311,-0.7369224,-0.48369455,-0.07964288,0.8197207,1.9234626,2.450902,2.8783598,3.1776376,3.3174443,3.3867512,3.4095922,3.2455397,2.932931,2.4761877,2.084609,1.9296093,1.5821102,1.0454395,0.43425238,0.18901889,-0.24313194,-0.28149915,-0.5636312,-1.0926553,-1.6559119,-2.1990175,-2.2026358,-1.7556483,-1.1990154,-1.0092151,-0.76627386,-0.37002492,0.3876954,0.67966104,0.28128785,-0.0816994,0.26029292,1.1986402,1.7960721,2.494866,3.1573446,3.3822563,3.621473,3.9805527,4.5378656,5.569946,6.607531,7.2748117,8.0177765,8.565655,9.030668,9.526235,10.075062,10.530335,10.651576,10.611522,10.565703,10.534908,10.564155,10.482679,10.44153,10.285889,10.03954,9.606419,9.084015,8.330998,7.7922835,5.7040553,5.6637506
-2.6845746,-2.4163072,-2.5672379,-2.3836627,-2.2812319,-2.5846233,-2.5645752,-2.2338338,-2.171513,-2.7039008,-2.998996,-3.0731697,-2.9716578,-2.5877,-2.2244925,-2.0226755,-1.8737171,-1.8050647,-1.6169918,-1.4290082,-1.1817496,-0.7628044,-0.21430796,-0.074771166,0.06451514,-0.02223131,-0.15385896,-0.49158534,0.2933447,0.512664,0.46060282,0.4410199,0.4780022,0.24226914,-0.045841217,-0.285936,-0.44920164,-0.63762033,-1.1304338,-1.2189574,-1.0190716,-0.48197994,0.0903863,0.2925532,0.27467445,0.13045898,-0.20804375,-0.3622019,-0.3837102,-0.385429,-0.44558802,-0.4650372,-0.48942912,-0.5363956,-0.5878233,-0.5997617,-0.61823106,-0.61706877,-0.61450917,-0.59827167,-0.59255433,-0.61119723,-0.67555386,-0.70666814,-0.68360114,-0.7233342,-0.7703333,-0.4887539,-0.14291964,-0.03703913,0.027063653,0.08706726,-0.103640854,-0.5538327,-1.2061548,-1.6410772,-2.046277,-2.5734549,-2.7683604,-2.6782253,-2.9715762,-3.001675,-2.9215176,-2.789719,-2.693534,-2.7064545,-2.6716537,-2.4886885,-2.2703876,-2.0439055,-1.8621695,-1.8598955,-1.9104414,-1.9663687,-2.1239305,-2.5571198,-2.8771894,-3.1642308,-3.342565,-3.3773036,-3.3503728,-3.262042,-3.1358125,-3.0062566,-2.918806,-2.8451908,-2.7926157,-2.477666,-1.9519048,-1.4675107,-1.3801868,-1.3850625,-1.6564463,-1.9346274,-2.1886947,-2.6020973,-3.1983943,-3.433165,-3.0637083,-2.5784996,-2.3312118,-2.0867112,-1.6073577,-0.42262775,1.4176469,4.335641,6.0293207,6.8674965,7.293054,7.43785,7.6829476,7.7164497,7.724101,7.699814,7.6630774,7.6404667,7.424347,7.0823536,6.8346605,6.4652596,6.175105,5.8335733,5.0244164,3.515764,1.2618899,-0.52371114,-1.5036973,-2.435573,-2.8189628,-2.8803244,-2.9052544,-2.8175857,-2.8171248,-2.887805,-3.0576336,-3.1850615,-3.217923,-3.2511396,-2.6252275,-2.5588276
-0.016893506,-1.1544315,0.0050551295,-1.6608107,-1.6908596,-0.018460512,0.010587096,-1.4506392,-1.3602866,-1.9887445,-2.1867337,-2.0008745,-1.5659981,-0.97334194,-0.68622994,-0.7676747,-0.7707405,-0.6767554,-0.63639385,-0.5295331,-0.5792684,-0.87106216,-1.322957,-1.7453204,-1.3023604,-0.030794024,2.0375984,7.422472,11.026246,11.757654,11.9513645,12.030605,12.0045185,11.870723,11.653352,11.001475,9.844749,7.9365187,4.6016965,0.9717818,0.28803247,0.62291086,0.6880731,0.48196733,0.45049348,0.47821918,0.29858088,-0.010933787,-0.17082947,-0.27702254,-0.31463075,-0.33925858,-0.35378024,-0.3708945,-0.30270427,-0.28084594,-0.22021812,-0.11404383,0.066250086,0.27905917,0.63316333,1.1469246,2.1578116,3.3098428,4.3665032,6.466933,8.345989,9.661375,10.779583,11.46504,11.630581,11.617002,11.491047,11.100054,10.54298,9.913193,9.032913,7.643472,6.8343306,6.4212203,6.3215923,6.46796,6.4016123,6.4134455,6.3194833,6.342781,6.2171936,5.660654,4.9071913,3.661375,2.4608002,1.9010187,1.7537986,1.6656064,1.5692257,1.6061562,1.7906779,2.0229058,2.3257196,2.4696357,2.8143213,3.2179883,3.7366114,4.4806037,5.5583215,7.032439,8.032719,9.055474,9.953913,10.383461,10.443724,10.409267,9.924822,9.10623,8.141506,6.8929024,5.0019875,2.5750663,0.9151535,0.34419307,-0.13745491,-0.26369655,-0.17213424,0.007874757,-0.20413361,-0.67796475,-1.2393869,-1.3950512,-1.3041528,-1.2955458,-1.036773,-0.78310156,-0.7379818,-0.78900015,-0.8497144,-0.87380636,-0.88510895,-0.9401475,-0.99321485,-1.1142229,-1.2494798,-1.3626678,-1.4985673,-1.5313001,-1.3176974,-1.014278,-0.84817636,-1.058794,-1.1883357,-1.1922297,-1.1772088,-1.227178,-1.2400577,-1.4053025,-1.6164451,-1.7411181,-1.9763644,-1.9425383,-0.05465877,0.014258742
-1.4435248,-0.24653895,-1.6217753,-0.5902855,-0.7369498,-1.5928926,-1.6249102,-0.70632815,-0.76529557,-0.63079596,-0.71347016,-0.7979796,-0.9291833,-0.78460586,-0.64499843,-0.5499129,-0.5464246,-0.5383858,-0.37219995,-0.24222827,-0.15567183,-0.14961791,-0.4379835,-0.96856296,-0.8262971,-0.7345116,-0.96168643,-1.396879,-1.0332084,-0.44054738,-0.004842326,0.7580828,1.262177,1.6018987,1.4822036,0.99938345,0.12058492,-0.8307996,-1.2444055,-0.8046502,-0.33003467,0.21640965,0.69583017,0.5558504,0.012193114,-0.73657537,-0.9626826,-1.0068628,-1.1229079,-1.2704638,-1.4041098,-1.5206016,-1.5807195,-1.6562347,-1.7540331,-1.8415531,-1.8930423,-1.9231837,-1.9417108,-1.960921,-1.9463294,-1.851928,-1.6199574,-1.3136332,-0.9177881,-0.56279355,-0.613271,-0.77048427,-0.84846,-0.44427258,0.15591341,0.55656105,0.77653617,0.70114255,0.36855817,0.11236255,-0.070173316,-0.2632997,-0.38596606,-0.36260813,-0.24355857,-0.47124755,-0.5810617,-0.6332931,-0.6173653,-0.61661386,-0.71688795,-0.8340446,-0.82578474,-0.6619573,-0.41828972,-0.23963809,-0.114023,-0.06005642,-0.228728,-0.80064225,-1.0685191,-1.0919514,-1.3252482,-1.5397618,-1.6582444,-1.7537661,-1.6704004,-1.4728153,-1.224005,-1.1381087,-1.2299583,-1.121321,-0.8615246,-0.5116887,-0.3716819,-0.1327221,-0.23349859,-0.42767885,-0.7629761,-1.2518902,-1.6102947,-1.5886241,-1.4576229,-1.5047,-1.4612955,-1.4232819,-1.5371587,-1.5161197,-1.2696432,-1.0126756,-1.456218,-1.446229,-1.0985422,-0.8776099,-0.8452849,-1.0089445,-1.0331926,-1.0050161,-0.9390631,-0.86817974,-0.9035704,-0.96857953,-0.9990345,-1.0094867,-0.9380479,-0.86087185,-0.87951964,-0.88972926,-0.895021,-0.78733504,-0.54579866,-0.6103895,-0.6589372,-0.5955324,-0.54947853,-0.57354504,-0.56110746,-0.55937517,-0.72104234,-0.93518853,-1.1819491,-1.361563,-1.6303254,-1.6327217
-3.085067,-3.7278848,-3.173089,-3.6815999,-3.519828,-3.1678534,-3.1736426,-3.4834783,-3.0234811,-2.6934447,-2.7095318,-2.776178,-3.197039,-3.2741544,-3.2862232,-3.3067496,-3.2489448,-3.12765,-3.2061427,-3.2943711,-3.3506594,-3.1860068,-2.1900036,-0.7084563,0.22629501,0.6238159,0.8535454,0.40815735,-2.3427882,-2.4846606,-2.2445617,-2.2294688,-2.2744641,-2.5089893,-2.6639998,-2.9399197,-3.201063,-3.3468976,-3.211473,-1.7727501,-0.60830486,0.5853517,2.3775797,4.6562667,6.901333,9.51391,11.128531,12.053908,12.351431,12.481674,12.535036,12.57494,12.600744,12.641809,12.703006,12.755174,12.78938,12.818258,12.829491,12.867348,12.892893,12.900322,12.800407,12.576301,12.202978,11.178431,9.866933,8.178169,5.500762,2.798932,1.6355584,0.7282109,-0.18266335,-0.53713596,-1.2771997,-1.7391047,-1.8654587,-1.276252,-1.0381914,-1.1124477,-1.1265635,-1.1971503,-1.2149336,-1.1859964,-1.2278666,-1.2503276,-1.2617031,-1.3167093,-1.2841657,-1.0931938,-0.675192,-0.3257272,-0.214706,-0.23008302,-0.3638457,-0.5710978,-0.69375837,-0.76729393,-0.9360429,-0.9357742,-0.9122764,-0.9158809,-1.0036665,-1.0871888,-1.1003838,-1.07128,-0.9983793,-0.81849843,-0.63610744,-0.66279614,-0.83743024,-1.1535208,-1.5187681,-2.0693302,-2.5415738,-2.8958962,-3.1639242,-3.2364202,-2.7481217,-2.4599943,-2.1451807,-1.940403,-1.3846983,-0.79537225,-0.24927133,0.073169634,0.5384693,0.8763597,1.203563,1.256991,1.1349012,0.98599887,0.89839137,0.8062931,0.6267177,0.3812543,0.038681537,-0.25987488,-0.44337475,-0.6596358,-0.8225555,-0.9874785,-1.2079421,-1.5211171,-1.9775941,-2.4012127,-2.562477,-2.7726943,-2.838584,-2.919821,-2.8919363,-2.9139757,-3.0056598,-2.9895988,-2.8972316,-2.7894387,-2.5239935,-2.4028575,-3.1927779,-3.172362
