0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
9.716449,9.694174,9.768916,9.808601,9.598223,9.827081,10.52038,9.576573,12.341444,9.722977,12.159387,12.0742655,12.010267,11.803326,9.867611,12.104952,12.035,11.781809,11.400391,11.177271,10.07077,8.863432,7.7930555,6.563763,5.641454,5.225691,5.012163,5.2228904,5.413156,5.265725,4.2115016,3.3548167,2.887854,2.612641,1.5610298,1.0495156,1.0069982,0.9814248,0.94907206,0.94135153,0.9103172,0.829539,0.71409315,0.54881984,0.4696296,0.5318902,1.7462702,2.8311973,3.68991,4.186578,4.420624,3.7903142,3.1490486,3.1869833,3.0739894,3.163375,3.465819,3.9732523,3.9915905,4.216032,4.561972,4.6979194,4.939993,5.247168,5.6917305,6.0300217,6.7174673,7.4317303,7.588488,7.100174,5.075336,3.8146343,3.9787111,3.3318863,1.9146067,0.43549863,-0.66851664,-0.41009447,-0.40083072,-0.33625582,-0.5746017,-0.68374527,-0.5689617,-0.39775696,-0.21255642,-0.002223914,0.26962292,0.78556985,1.8896313,3.5438843,4.3162937,5.476927,6.012512,5.9486437,4.588869,3.5252833,3.1619413,1.7234116,0.88375944,0.48611864,0.59422296,0.57053065,0.55175966,0.70936865,0.9190994,1.6264281,2.515851,3.2053201,4.05327,4.251934,3.8374152,3.2305994,3.4000087,3.124133,2.7190423,1.9968116,1.3186219,0.9303398,0.76142454,0.7772361,0.8224337,0.90291727,0.89874065,0.64518917,0.5223341,0.45498174,0.31294397,0.25079408,0.18804798,0.115212604,0.03952065,0.027802974,-0.059829384,-0.092963904,-0.07068658,-0.2509337,-0.2405941,-0.3321842,-0.27689654,-0.3805791,-0.5503195,-0.6307289,-0.6788585,-0.7268427,-0.7386124,-0.7270829,-0.66627353,-0.55261016,-0.26981625,0.093111604,0.55693084,1.2257156,1.6009605,1.7737086,1.6384652,1.5669405,1.9313842,2.195534,2.154304,2.1118593,2.1397157,2.2726738,2.690133,3.029325,3.2980227,3.4864316,3.9382827,4.547197,5.885099,7.203676,8.051964,8.460818,8.907191,9.060656,9.324065,9.569144,9.557769,9.568997
0.07937044,0.07510018,0.07660704,0.0675575,0.069422886,0.06874323,-0.067058355,0.0699834,-2.5215936,0.07003941,-2.514101,-2.536946,-2.4608045,-2.5049534,0.08960202,-2.4698029,-2.4742017,-2.4342847,-2.4902308,-2.523245,-2.885878,-3.220262,-3.4668229,-3.5267212,-3.5404363,-3.378162,-3.3294315,-3.317803,-3.3289268,-3.3406608,-3.4810214,-3.534686,-3.6610422,-3.818808,-3.6124895,-3.0054066,-2.4825988,-2.1542518,-1.939039,-1.8947599,-1.8898654,-1.8711584,-1.8365201,-1.8299923,-2.027973,-2.9741883,-3.6713166,-3.797159,-3.766449,-3.7616138,-3.7640405,-3.7254667,-3.5222511,-3.3922539,-3.296947,-3.125748,-3.0187488,-2.9753883,-2.9308093,-2.8505802,-2.8156013,-2.8041656,-2.754284,-2.6878438,-2.6281838,-2.5628092,-2.4021368,-2.8133023,-3.64818,-3.9963937,-3.8399503,-3.7049997,-3.6190252,-3.378224,-3.098386,-2.98413,-2.8732457,-2.9491158,-2.764702,-2.548471,-2.0387883,-1.4834232,-1.1321713,-0.6784269,-0.35134017,-0.048049927,0.12363547,0.22743845,-0.19052364,-1.2182779,-1.6823199,-1.9744569,-2.1816726,-2.375049,-2.3680985,-2.3534384,-2.2244425,-1.9389719,-1.5032843,-0.57499254,0.13582863,0.7909305,1.0672307,1.1628776,0.76985455,0.6116613,0.39845547,0.09202895,-0.4670701,-1.0242367,-1.3395742,-1.5335817,-1.6481569,-1.7509799,-1.8537493,-1.9456296,-2.0020487,-2.0588486,-2.1371315,-2.263692,-2.391099,-2.426366,-2.4354038,-2.4091136,-2.4078412,-2.397391,-2.3615065,-2.303418,-2.2689533,-2.257595,-2.215464,-2.199217,-2.1507466,-2.0982187,-2.0913627,-1.987714,-1.9412769,-1.8589765,-1.8840113,-1.7512834,-1.5869285,-1.4307971,-1.3526337,-1.1616015,-0.95380735,-0.8078793,-0.68539107,-0.5193859,-0.107887246,0.04811904,-0.14542104,-0.43422014,-0.5482727,-0.6339933,-0.53104204,-0.44916528,-0.3046613,0.10196479,0.5686066,0.9032793,1.033867,1.2416145,1.45999,1.4723141,1.4686513,1.4060216,1.3942771,1.4310087,1.5362322,1.2739466,0.95243794,0.7728565,0.57394177,0.6112488,0.34402815,0.06898086,0.073445514,0.06900303
-0.31056482,-0.31360304,-0.28783655,-0.2689306,-0.33605894,-0.25918987,-0.02847892,-0.33898774,-0.2516169,-0.30709678,-0.2767936,-0.26713902,-0.34034234,-0.4542942,-0.27868336,-0.18188903,-0.28436887,-0.42432278,-0.5718882,-0.67624646,-0.5971461,-0.36126953,-0.27432674,-0.27089703,-0.3921208,-0.64839447,-0.9490982,-1.1026256,-1.2937803,-1.497323,-1.6794118,-1.6585705,-1.5054772,-1.3833764,-1.0888537,-0.9478332,-1.3530967,-1.7723365,-2.0554974,-2.084062,-2.1081614,-2.1579118,-2.213674,-2.244012,-2.0654562,-1.6731362,-1.6573355,-1.7169064,-1.8046309,-1.778253,-1.8453332,-1.8808403,-1.8851633,-1.6348832,-1.4640633,-1.1611912,-0.74605703,-0.3727017,-0.31933725,-0.36795956,-0.24351507,-0.14902146,-0.15077911,-0.20805775,-0.32829845,-0.301212,-0.4314263,-0.8718799,-1.4404589,-1.7059636,-1.633876,-1.6244415,-1.5323429,-1.607913,-1.8505118,-2.421287,-2.2540483,-1.7008603,-1.6870825,-1.9795502,-2.2391787,-2.4299154,-2.552503,-2.6858926,-2.721344,-2.7267263,-2.6439981,-2.4232082,-1.9299858,-1.2997236,-1.202811,-1.2676609,-1.0478346,-0.9094683,-0.95449144,-1.052638,-1.2308218,-1.3160924,-1.2836452,-2.156539,-2.5896592,-2.6407084,-2.651011,-2.7197828,-2.8304634,-3.0089831,-2.972055,-2.7415519,-2.1066146,-1.7029356,-1.8461969,-1.9821606,-2.0336072,-2.311693,-2.3646507,-2.3129325,-2.104971,-2.0398457,-2.0648882,-2.089407,-2.1395574,-2.135024,-2.1271892,-2.139129,-2.1866994,-2.2184708,-2.2704153,-2.306724,-2.3263009,-2.3511145,-2.3721068,-2.3883586,-2.4152606,-2.436781,-2.4377065,-2.4599423,-2.4881005,-2.5035105,-2.5460463,-2.6263485,-2.6907787,-2.7836514,-2.8118405,-2.933152,-3.0840013,-3.1624374,-3.2905483,-3.4316933,-3.6357303,-3.6611094,-3.526217,-3.3851511,-3.320037,-3.465885,-3.6126108,-3.6761177,-3.7444286,-3.9673376,-3.9791994,-4.004867,-3.9932346,-3.9445796,-3.8159676,-3.6340957,-3.5191145,-3.4900544,-3.3206851,-3.1160598,-2.5569773,-2.052222,-1.7525588,-1.6600924,-1.6071558,-1.5847847,-1.6523211,-0.34121513,-0.35416415,-0.34128684
6.8809857,6.8933444,6.8497953,6.817468,6.933429,6.801446,6.277974,6.9384537,-1.9221146,6.8663745,-1.9763091,-1.95054,-1.8179711,-1.9172406,6.770464,-1.8344945,-1.8706162,-1.9358892,-1.9724138,-2.0500162,-2.3265514,-2.209444,-2.2123911,-1.8552332,-1.687442,-1.5257355,-1.4331088,-1.3835481,-1.3519061,-1.3269,-1.3765056,-1.515981,-1.7941513,-1.9877827,-1.7269499,-1.5362108,-1.9126713,-2.3982494,-2.4760017,-2.4366827,-2.3932445,-2.3378618,-2.2277951,-2.1028666,-1.9348435,-1.8938681,-2.2141006,-2.3634071,-2.2314188,-2.272841,-2.3605704,-2.2464452,-2.0292444,-1.9189112,-1.8974937,-1.9326005,-2.0406423,-2.2943285,-2.4098434,-2.5381567,-2.6150947,-2.6899223,-2.6617603,-2.723986,-2.6384716,-2.5725179,-2.453279,-1.8637942,-1.6074908,-1.5633154,-1.6226835,-1.6029427,-1.6419855,-1.6826385,-1.5249656,-1.4578491,-1.5356094,-1.771637,-1.6048738,-1.5037762,-1.3844403,-1.3233525,-1.2858732,-1.1790594,-1.032372,-0.85286766,-0.75352204,-0.6840433,-0.81813,-1.3807538,-1.853404,-2.1754096,-2.2853816,-2.2269123,-2.010069,-1.8357941,-1.6432608,-1.23334,-0.30171728,0.8899082,2.0453422,3.7702742,5.230372,6.846964,8.308126,9.346628,9.750648,9.636917,9.296819,8.652115,7.872052,6.798705,6.016398,5.1488495,4.2627892,3.0525827,1.5979316,0.69472563,0.13324952,-0.45196897,-0.94371146,-1.1204337,-1.2642348,-1.3180299,-1.4167254,-1.447126,-1.4722035,-1.4578414,-1.4373524,-1.4350448,-1.3572464,-1.3316504,-1.2835968,-1.2337289,-1.2384754,-1.0855459,-1.0116949,-0.8402919,-0.919439,-0.7450078,-0.37946612,0.08457376,0.24270993,0.79743046,1.4726834,1.9305913,2.3878036,2.8612072,4.631024,6.0270724,7.147347,7.7359014,8.080774,7.7927504,7.192757,7.362914,8.255993,8.932639,9.469614,9.7269335,9.940853,10.196223,10.446202,10.482513,10.472379,10.418486,10.338388,10.136688,9.748212,9.288902,8.978522,8.849907,8.665521,8.622998,8.309427,6.9407406,6.977403,6.9409795
0.30882812,0.295435,0.32441032,0.3285771,0.23018947,0.3338514,0.37333575,0.20927012,-1.1943033,0.30584383,-1.1725969,-1.2743267,-1.3710072,-1.5105144,0.36243582,-1.343772,-1.3295019,-1.338573,-1.2879298,-1.2660589,-1.26461,-1.2447574,-1.1352003,-1.1074563,-1.0683174,-1.1381749,-0.98283696,-0.9237362,-0.7808327,-0.64047503,-0.28728935,0.050052796,0.18047532,0.19350001,0.6405964,1.2458025,2.0628397,2.5384822,2.6135097,2.5155184,2.3817694,2.2740142,2.0360956,1.7364416,1.3466191,0.35758418,-1.2042489,-1.503511,-1.4659109,-1.235512,-0.6189365,-0.5980058,-0.6739002,-1.1115506,-1.4457877,-1.485429,-1.2835591,-1.1028526,-1.1178821,-1.0236489,-1.0093931,-0.9292735,-0.9578029,-0.9612565,-1.044124,-1.227874,-1.5479238,-1.6928246,-1.6751213,-1.6637902,-1.0297818,-0.35567927,-0.65280056,-0.71841705,-0.8500868,-0.4202821,0.7827865,1.4864817,2.179955,2.8892145,3.365693,3.8038874,3.9243875,3.8603106,3.6950421,3.4622438,3.2188985,2.6948643,1.3508037,-0.2664581,-0.9780924,-1.4949061,-1.3588871,-0.7515828,-0.45012283,-0.2652533,-0.34756225,0.15977702,1.2611556,2.3004544,2.6711123,2.5135496,2.0194826,1.1234529,0.10325761,-0.56855094,-1.0048676,-1.1840799,-1.3550162,-1.5061121,-1.597752,-1.5136396,-1.4039032,-0.93906516,-0.44966352,0.13920592,0.7305707,1.15985,1.4398293,1.668059,1.9723697,2.054673,2.0976527,2.1743019,2.2565286,2.313048,2.371907,2.3801446,2.404376,2.419744,2.3915768,2.364709,2.3752446,2.3856614,2.4062767,2.3715062,2.3992338,2.3544323,2.3718588,2.355246,2.2295666,2.1336925,2.1467717,2.000049,1.7891827,1.6445822,1.5037289,1.3659538,0.74957097,0.12757435,-0.60086536,-1.1829628,-1.4850901,-1.2948776,-0.82111603,-1.0243405,-1.7420669,-1.7986052,-1.8371531,-1.9079717,-1.9894532,-1.9068955,-1.6423402,-1.4344963,-1.2920643,-1.2567651,-1.2228653,-1.0956621,-0.98769003,-0.7363633,-0.44340605,-0.26589173,-0.10839394,-0.19190326,0.06712843,0.20268309,0.22146381,0.20270336
-1.1176882,-1.1096162,-1.1323736,-1.1490515,-1.0648924,-1.1555582,-1.3375111,-1.0521302,-2.7076027,-1.1226343,-2.6060243,-2.497589,-2.3883798,-2.4885068,-1.1780709,-2.2995741,-2.2163062,-2.0715835,-1.7924132,-1.735923,-1.1941172,-0.7420775,-0.4846948,-0.1460789,-0.14190407,-0.122516125,-0.0023289025,-0.01951877,-0.027421959,0.0040189214,0.099755295,0.08026628,-0.01044343,-0.10287103,0.07112864,0.097506255,-0.06386768,-0.38756496,-0.4823702,-0.4679359,-0.42969826,-0.3717182,-0.30956256,-0.29362333,-0.54613686,-1.3897525,-2.1495793,-2.5144715,-2.664146,-2.8437674,-2.9904075,-2.879198,-2.7282481,-2.7917433,-2.7330208,-2.8404765,-3.0038948,-3.040168,-3.0063348,-2.967834,-2.9209857,-2.9667416,-2.918305,-2.8161955,-2.715001,-2.6208777,-2.5273485,-2.5007877,-2.9526577,-3.5062525,-3.1841707,-2.6280293,-2.4631898,-2.1438692,-1.1665657,-0.15890536,-0.26147282,-0.6696774,-0.31373614,0.13807216,0.5481282,0.7939471,0.71279234,0.6460778,0.5802397,0.48717004,0.36771148,-0.029020801,-0.93737113,-1.8878547,-2.50066,-2.8637605,-2.6799111,-2.2853622,-1.7010773,-1.4622796,-1.2223282,-1.233186,-1.4042865,-1.1027818,-0.98127437,-1.0294027,-0.9550266,-0.8700707,-0.66282105,-0.5467907,-0.5655403,-0.65175104,-0.533511,-0.430196,-0.20715818,0.12573427,0.10044241,0.10408862,0.14732589,0.27941376,0.14749041,-0.14099903,-0.31338865,-0.43970084,-0.5013752,-0.5104315,-0.5626818,-0.52668655,-0.50293505,-0.4624683,-0.42899358,-0.40179992,-0.38465092,-0.3691356,-0.341776,-0.2950138,-0.26252282,-0.23279782,-0.2088039,-0.12471624,-0.07879702,0.025397342,0.03469557,0.09025201,0.14362721,0.18533455,0.20095687,0.18502267,0.17710514,0.17729096,0.1814348,0.22568174,0.19160452,0.11961081,0.01152962,-0.12301375,-0.30580541,-0.38198477,-0.3080659,-0.25311765,-0.51030445,-0.79110134,-0.82655805,-0.8474239,-0.9167236,-0.92842364,-1.0559651,-1.1297004,-1.2017591,-1.2729125,-1.2350492,-1.272185,-1.2701811,-1.4867071,-1.4691284,-1.3164066,-1.1536003,-1.0290642,-1.2448997,-1.0486165,-1.0426865,-1.0485079
-2.8763657,-2.8672676,-2.8936987,-2.9067192,-2.8289366,-2.9156961,-3.0449924,-2.8172069,-2.1482177,-2.8726428,-2.1811295,-2.2194574,-2.1736274,-2.2837186,-2.906519,-2.2803302,-2.221065,-2.2564163,-2.5332904,-2.6094303,-3.1344757,-3.4020145,-3.5360432,-3.3518438,-3.1688876,-2.7261705,-2.2410944,-1.9525585,-1.8042009,-1.5843459,-1.3050785,-1.2885882,-1.4620795,-1.6171567,-1.7940557,-1.6916289,-1.2180365,-1.0415307,-1.1890918,-1.3090612,-1.3037255,-1.2656322,-1.3059304,-1.4109278,-1.7668974,-2.3242202,-2.3665557,-2.1957834,-2.1243963,-2.2524917,-2.489534,-2.4939375,-2.500581,-2.6027987,-2.5598817,-2.663415,-2.8405075,-2.9961696,-2.925587,-2.962784,-3.0860538,-3.1395507,-3.1740043,-3.2726893,-3.3464167,-3.4496112,-3.618178,-3.4981947,-2.8442585,-2.340724,-2.3102882,-2.485854,-2.4990926,-2.1512713,-1.3780856,-0.2707374,-0.31613395,-1.7292765,-2.308042,-2.2904937,-2.1381984,-2.0475104,-2.0361571,-2.0199554,-2.0658607,-2.1594083,-2.3291805,-2.6226175,-2.9720252,-2.8528852,-2.46003,-2.4347289,-2.723566,-2.901917,-2.8286216,-2.6453247,-2.197673,-1.4413911,-1.033744,-0.69945973,-0.6375555,-0.8077497,-0.9770174,-1.0964053,-1.1333938,-1.257385,-1.3910918,-1.6205521,-1.7640669,-1.5380545,-0.74937755,0.11973698,0.47916764,0.8381238,0.7703719,0.7917638,0.783578,0.6894288,0.7575189,0.8001522,0.9269967,0.96610755,0.92215896,0.968588,1.0223806,1.061722,1.0981205,1.1051353,1.1200695,1.1386373,1.1836767,1.2282763,1.2864318,1.3241209,1.3305149,1.433835,1.4704505,1.5483549,1.5540454,1.6444519,1.7334917,1.8072181,1.8345819,1.8617823,1.8824754,1.8844887,1.8606367,1.7846465,1.5245652,1.1210681,0.53554,-0.032481186,-0.28202003,-0.3417723,-0.11462555,-0.015467294,-0.19069359,-0.23207268,-0.20846224,-0.24878517,-0.1714105,-0.19125696,-0.5392474,-0.8008413,-0.9808624,-1.0831199,-1.289489,-1.5300703,-1.9931114,-2.4164274,-2.5986743,-2.6646092,-2.727836,-2.754565,-2.9020452,-2.8123353,-2.8062544,-2.8122115
2.117917,2.114005,2.1036365,2.0773513,2.1105425,2.0648837,1.826287,2.1104047,-1.4768804,2.075962,-1.4404981,-1.3675766,-1.2797993,-1.3740778,1.9984423,-1.3188895,-1.3255619,-1.2717288,-1.1043334,-1.0699065,-1.0555377,-0.64249426,-0.41291505,0.016309753,0.30951998,0.6392584,0.7537506,0.693797,0.8206669,0.9943422,1.0613647,1.0128613,0.79300606,0.5770807,0.605122,0.57896817,0.21569511,-0.2533047,-0.219164,-0.18261367,-0.13322061,-0.06301743,0.107522875,0.36628082,0.7003945,0.8437694,0.6598008,0.4773464,0.15462215,-0.12117052,-0.22647193,0.10135819,0.28068933,-0.059956178,-0.23505005,-0.43453795,-0.7798681,-1.2093306,-1.5099272,-1.6670063,-1.7313082,-1.7323017,-1.7124441,-1.7762341,-1.6215606,-1.4601052,-0.92265606,-0.7735293,-1.2127508,-1.4862885,-1.4492695,-1.6019057,-1.4302437,-1.0055583,-0.30267537,0.3043036,0.54623866,0.20804565,-0.002721995,-0.2510365,-0.23597938,-0.11269218,0.037347972,0.32409358,0.6128826,0.9033499,1.1039417,1.2055409,0.6724725,-0.6438111,-1.3825176,-1.9109666,-2.0213456,-1.9288949,-1.715944,-1.6011045,-1.5211511,-1.68697,-2.046902,-1.9042236,-1.428978,-0.87081826,-0.40144214,0.32490978,1.4023875,2.74785,3.511368,3.5553107,3.1008606,1.8800395,1.0437896,0.34550828,0.09427762,0.20627725,0.30642843,0.44290733,0.33060396,0.2154789,0.046070755,-0.17603076,-0.42251736,-0.5557455,-0.62265956,-0.6019938,-0.62807417,-0.62490726,-0.5870664,-0.5272747,-0.48690748,-0.46384597,-0.39785737,-0.3859622,-0.32196313,-0.244789,-0.24202788,-0.09451169,-0.009702623,0.13414025,0.04789239,0.23662293,0.5017106,0.78661656,0.86631125,1.2169175,1.5903811,1.8098202,2.0680823,2.3941731,3.3808413,4.1971383,4.392684,4.2329726,4.021019,3.933718,3.8931959,3.9994564,4.3437095,5.092381,5.7670927,6.1691346,6.0442915,6.1730785,6.784517,6.9213514,6.911353,6.8815374,6.898426,6.9671803,6.634363,6.036111,5.5169973,5.1105785,4.6790056,4.288566,3.734531,2.111884,2.133565,2.111989
-1.8143345,-1.8196476,-1.804751,-1.7999443,-1.8461295,-1.7942243,-1.6514688,-1.8526037,-0.5665122,-1.8113728,-0.6254254,-0.650276,-0.67922306,-0.83769363,-1.7715003,-0.8053535,-0.7042576,-0.70193994,-0.87747616,-0.91053385,-1.4793341,-1.8116765,-1.7940172,-1.6151087,-1.3489637,-1.1674933,-0.79967964,-0.5416193,-0.2915316,0.010149032,0.55108064,0.94425666,1.0561457,1.0907725,0.73656386,0.47642085,0.99835646,1.7591763,2.0369349,1.9966453,2.0062132,2.0365915,2.0163584,1.9847591,1.7115526,1.0135939,0.6867181,0.42536256,0.1670171,-0.4642893,-1.1153693,-1.2513294,-1.204991,-1.3714548,-1.3823655,-1.607351,-1.9349551,-2.2609458,-2.2040684,-2.0913186,-2.1297073,-2.1565995,-2.1970844,-2.0764217,-1.9499327,-1.9397315,-1.8566536,-1.8479553,-1.4872108,-1.089967,-1.4051148,-1.6911762,-1.6087924,-1.5132933,-0.94181395,0.03705764,0.84216034,0.27644283,0.0018784255,0.3057683,0.7138518,0.9524161,1.0494735,1.0600884,1.0235636,0.92274576,0.7384209,0.3693112,-0.2633449,-0.5424783,-0.7114652,-1.3779806,-2.0398543,-2.4595017,-2.050737,-1.6776187,-1.3696636,-0.81407744,-0.62509435,-0.24615341,-0.182959,-0.342907,-0.44497252,-0.58448887,-0.57996726,-0.5624696,-0.6005885,-0.6062372,-0.7887348,-1.078566,-1.2564805,-1.7012649,-1.7044623,-1.5943155,-1.6279855,-1.5569104,-1.4418242,-1.4225081,-1.3806012,-1.3684869,-1.3136553,-1.3314763,-1.2895956,-1.2599823,-1.2956408,-1.3396598,-1.3367183,-1.2956053,-1.302553,-1.3173863,-1.3143101,-1.3433676,-1.3545896,-1.3518418,-1.3665491,-1.381758,-1.3304389,-1.3250393,-1.1939843,-0.98919666,-0.8552235,-0.7865974,-0.83273184,-0.6657132,-0.4743373,-0.44641072,-0.30930182,-0.14478864,0.128568,0.2798093,0.32149494,0.4397477,0.5567232,0.84964764,0.8705921,0.98871255,1.3345218,1.5679575,1.4780412,1.4650004,1.3898821,1.2699802,1.4201016,1.4428407,1.4867048,1.5872269,1.4474912,1.3295795,0.8308989,0.18336542,-0.43124667,-0.7948966,-1.0549963,-1.0803545,-1.0994892,-1.8547598,-1.8457798,-1.8547368
-2.856193,-2.8620667,-2.8449993,-2.8416293,-2.9035287,-2.8394694,-2.6962607,-2.9182892,-1.952057,-2.860463,-1.8898089,-1.9939866,-2.0601273,-2.1652136,-2.8246658,-2.072926,-2.0568798,-2.0749228,-2.069987,-2.0743856,-1.7821244,-1.7218828,-1.5479858,-1.5535486,-1.7329102,-1.8964605,-2.0394602,-2.0904152,-2.0592775,-2.0633402,-1.896672,-1.7863503,-1.6913954,-1.616842,-1.3014791,-1.1352501,-1.0044049,-0.8157535,-0.67497367,-0.6292343,-0.65513843,-0.6816748,-0.7296764,-0.8541018,-1.1859608,-2.3272061,-3.8188357,-3.940975,-3.8616436,-3.657392,-3.0196545,-2.975774,-2.9690938,-2.958236,-3.0373938,-3.0212367,-2.938062,-2.8815606,-2.8916383,-2.8909059,-2.931303,-2.9227066,-2.9437447,-2.9005237,-2.9580755,-3.039638,-3.119885,-3.0776749,-3.4312541,-3.5611737,-3.046378,-2.494614,-2.4372506,-2.2485433,-2.0620084,-1.6712263,-1.8495741,-2.0064826,-1.9374379,-1.6986027,-1.5202444,-1.2955444,-1.2507728,-1.2669128,-1.4097589,-1.5338743,-1.6900544,-1.9325415,-2.2366853,-2.6017227,-2.961913,-3.3008537,-3.3103013,-3.0995092,-2.8505754,-2.87805,-3.0167909,-2.7581203,-1.9562347,-1.0017661,-0.8946768,-1.3245949,-1.8087652,-2.5322645,-3.469046,-3.8269067,-3.7112868,-3.6309714,-3.074529,-2.1570485,-0.8699057,0.746732,1.5072417,2.5206757,3.3589349,4.336421,5.173966,5.6864076,5.861395,6.028073,6.217145,6.2782946,6.3195443,6.405014,6.3775277,6.382922,6.3887863,6.3037987,6.299365,6.3003016,6.229191,6.166318,6.1731424,6.097348,6.036787,6.0652475,5.9770164,5.9244823,5.8863544,5.801319,5.681019,5.5632086,5.5244493,5.3543863,5.12192,5.0042467,4.8087344,4.542734,3.4919038,2.385943,1.1706295,0.092722625,-0.54701257,-0.52556956,0.1550373,-0.19782282,-1.6378112,-2.3823204,-2.6473715,-2.7654376,-2.7875447,-2.8476057,-3.3241162,-3.5417995,-3.7173324,-3.847386,-3.9386203,-3.9945102,-4.04198,-3.897798,-3.5938802,-3.3690572,-3.1399744,-3.1766033,-3.1200824,-2.9209497,-2.9051094,-2.9208806
