0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
13.664515,13.675562,13.70354,13.733337,13.766449,13.764853,13.743472,10.668304,10.668884,13.764463,10.668633,13.645064,13.265314,12.955072,12.75481,12.152157,11.903607,11.483471,9.997598,7.4040046,4.5091343,2.8196187,2.3698342,1.3933522,0.7558786,0.69725966,0.5869011,0.37299708,0.24297923,0.3218075,0.42599183,0.9028707,1.1105335,2.1382873,3.3685722,3.7169766,4.3179483,5.1552744,5.0036607,3.4680085,1.8087826,1.518504,1.5440269,1.8515303,1.9651107,1.9553962,2.0361276,1.987416,2.0589738,2.610449,3.3588843,3.7979283,4.0133657,3.2972932,2.6213324,1.7501549,1.0936911,0.8873634,0.76604426,0.61064696,0.55339825,0.58583164,0.6256939,0.740423,0.9954244,1.1951183,1.4644785,1.9076701,2.4570036,3.3388515,3.9731202,3.8588376,2.9370527,1.5548813,0.49554986,0.3272195,0.61796534,0.6825781,0.7114706,0.6196467,0.67559755,0.9858178,1.5231678,1.912937,1.9614859,1.9952515,2.1863527,2.744482,3.9956632,4.492761,4.0737696,4.439526,4.708033,3.472807,2.0728505,1.4330299,1.8997494,2.4144373,3.6916707,3.9519477,3.8617473,3.6911747,3.568585,3.6212685,3.7424746,3.8749778,3.9738302,3.9721322,3.725683,3.554896,3.2668846,3.0576477,2.9454331,2.5999641,2.519956,2.5016336,2.4509878,2.4932587,2.5549748,2.6407545,2.737773,2.75508,2.7135677,2.5697143,2.4851303,2.446065,2.2457643,2.8587039,2.868377,3.1409216,3.2703087,3.17791,3.381393,3.6055717,4.0170503,4.390547,4.771763,5.292329,5.9297233,6.45776,7.0666637,7.679466,8.36566,8.94236,9.458791,9.604336,9.75148,10.06768,10.288288,10.452875,10.822574,10.776722,10.665947,10.666273,10.666963,10.667453
-2.6847878,-2.682983,-2.677343,-2.6557229,-2.6295502,-2.6440563,-2.6675076,-1.2620664,-1.2625813,-2.6902666,-1.2621084,-2.792007,-2.8679721,-2.9291391,-2.8904111,-2.883352,-2.8388538,-2.723277,-2.457059,-2.3883023,-2.136004,-1.7405627,-1.4588252,-1.3770683,-1.1717205,-1.3425925,-1.702697,-1.8662791,-1.7538698,-1.4888568,-1.5791268,-1.6759768,-1.5301481,-1.9855882,-2.6270866,-2.7731922,-2.9389138,-3.1786351,-3.616331,-3.8949423,-3.4993758,-3.268772,-2.9571438,-2.6503105,-2.380248,-2.1822436,-2.0301428,-1.8059969,-1.6243525,-1.6077638,-1.7848425,-1.7867882,-1.6129782,-1.4200063,-1.1622884,-0.910571,-0.9181856,-0.89735377,-0.83248746,-0.78983307,-0.7408898,-0.6831216,-0.63250124,-0.58771086,-0.538018,-0.562124,-0.8887856,-1.2184303,-1.5445154,-1.9474752,-1.9486889,-1.7335155,-1.4770149,-1.2682999,-1.2246363,-1.1967416,-0.8993475,-0.42015332,-0.25953537,-0.19130975,-0.21821842,-0.29797566,-0.39687854,-0.37501568,-0.37456694,-0.5221779,-1.2211242,-2.2746372,-2.8950467,-3.0152938,-2.9402795,-2.9151566,-2.8283117,-2.6897829,-2.6281219,-2.7999816,-3.168765,-3.5999866,-4.3444314,-4.1656513,-4.071335,-3.948447,-3.8853078,-3.8465037,-3.8035583,-3.7797613,-3.7380693,-3.698805,-3.7150035,-3.7579427,-3.7445364,-3.7180667,-3.7214692,-3.7290916,-3.7635095,-3.7556462,-3.7668543,-3.7577848,-3.6157966,-3.4218962,-3.152368,-2.8748128,-2.682321,-2.6093972,-2.6127594,-2.6586032,-2.6503422,-2.6854775,-2.7585535,-2.7341008,-2.747068,-2.754085,-2.8254824,-2.865409,-2.9157524,-2.9089441,-2.9205759,-2.9679842,-2.9404602,-2.8755636,-2.7993026,-2.698226,-2.5121946,-2.369802,-2.2895193,-2.4217174,-2.4396577,-2.3567758,-2.3520062,-2.3617458,-2.3184836,-2.309667,-1.2865762,-1.3445076,-1.2635877,-1.2610164
-0.9164152,-0.9339993,-0.93392736,-0.96491253,-0.97712165,-0.986661,-1.0063019,0.04871437,0.048644453,-1.1271238,0.048691124,-1.3989694,-1.5730762,-1.5030184,-1.2604611,-1.209501,-1.1607608,-1.0139606,-0.32275984,0.1118525,0.2796879,0.3371998,0.100145295,-0.20757984,-0.7554211,-1.2884083,-2.0118551,-2.615588,-3.0575686,-3.3017182,-2.8674262,-1.7248833,-0.8930396,-0.31379813,-0.08993392,0.0067404434,0.09306326,0.04606611,0.018249974,-0.52577335,-1.8175385,-2.10401,-2.2279992,-2.470382,-2.7076871,-2.7758536,-2.5691218,-2.0221133,-1.3653057,-0.8742496,-0.39045358,-0.21549056,-0.21823494,-0.58540976,-0.8867644,-1.1567104,-1.2253267,-1.2603972,-1.4426398,-1.4479358,-1.4811404,-1.6255991,-1.7892699,-1.8680062,-1.8868552,-1.8832477,-1.6693311,-1.1582043,-0.7754589,-0.322965,0.03153314,0.12833285,-0.40063483,-1.0299584,-1.2683256,-1.1703885,-1.3816068,-1.720958,-1.7211072,-1.6457005,-1.6808705,-1.7916915,-1.7046735,-1.3589339,-0.5068097,1.3226327,4.554145,7.726098,9.868101,11.161512,11.630287,11.755095,11.941994,12.177542,10.816138,8.904226,7.287574,5.597128,-0.1899606,-1.3212935,-1.3641241,-1.2638958,-1.194133,-1.1322677,-1.0571202,-1.0372751,-1.0234244,-1.1040726,-1.30737,-1.5505021,-1.7646332,-1.8633332,-1.8923781,-1.896445,-1.9058439,-1.883374,-1.8519332,-1.8770437,-1.9598887,-2.0027905,-2.123992,-2.2172675,-2.1842976,-2.002598,-1.865281,-1.610858,-1.3394592,-0.5633421,-0.1626629,0.02837012,0.043770976,0.011893719,0.07084755,0.21884349,0.3518384,0.3294475,0.39411262,0.40489766,0.4387161,0.39414692,0.22538236,0.011423677,-0.28734148,-0.499901,-0.9511926,-1.1472696,-1.2806872,-1.3956535,-1.4640988,-1.3974102,-1.2247927,-0.9324604,0.045719624,0.03309658,0.04857841,0.04888442
-1.9095342,-1.9267924,-1.8683403,-1.848995,-1.8224355,-1.7930751,-1.7984935,-0.15326512,-0.15374625,-1.763249,-0.15338022,-1.7023727,-1.4773741,-1.3699812,-1.1515356,-0.99547786,-0.94706655,-0.69094527,0.06874663,0.6266601,0.9641389,1.2848599,1.5290109,1.5203663,1.4086657,0.6988775,-0.2189377,-0.8579828,-1.1836202,-1.4135851,-1.7772405,-2.021439,-2.138928,-2.3702333,-2.44539,-2.4039836,-2.5045466,-2.2112312,-1.6605734,-0.24011284,0.7746364,0.6579958,0.19206491,-0.80854535,-1.4318149,-1.8586726,-2.1972222,-2.2269065,-1.8352488,-1.356328,-1.1555401,-1.0702746,-1.1097146,-1.3353312,-1.2513624,-1.0786608,-0.9957403,-1.3573761,-2.1683226,-2.692615,-2.7179258,-2.5917392,-2.406407,-2.1454897,-1.8995724,-1.820061,-1.7394023,-1.4876299,-1.4414883,-1.5417043,-1.4548649,-1.3688915,-1.5104779,-1.4841603,-1.4434915,-1.6114831,-1.6429647,-1.7903416,-1.8691022,-1.7668631,-1.6568055,-1.7201385,-1.7435796,-1.465591,-1.0630888,-0.70168823,-0.594761,-0.97207224,-1.4431219,-1.8440821,-1.9914737,-2.0982566,-2.1803112,-1.9060333,-1.5576419,-1.2268432,-1.1045837,-0.7972816,-0.83126503,-1.056037,-1.0518627,-0.9958923,-1.0345907,-1.0762464,-1.1055602,-1.1875683,-1.2414194,-1.347378,-1.5668006,-1.8671219,-2.17641,-2.3707511,-2.4768455,-2.5423145,-2.6251802,-2.6594276,-2.6567178,-2.6590173,-2.5851724,-2.4834123,-2.3151684,-2.118454,-1.944987,-1.8055764,-1.7438164,-1.6902254,-1.7052141,-1.5994401,-1.6284056,-1.8072737,-2.0605736,-2.2097325,-2.245506,-2.365734,-2.4918067,-2.497137,-2.514744,-2.5825138,-2.559081,-2.5257933,-2.4293814,-2.2980435,-2.1468244,-1.9142008,-1.7679447,-1.812736,-1.8014507,-1.6325624,-1.4299502,-1.1527467,-0.9313078,-0.95007056,-0.16998655,-0.20782423,-0.15372074,-0.15222007
0.79977745,0.80922925,0.8164044,0.79416364,0.705278,0.68051636,0.7737602,1.0673947,1.0673771,0.5141955,1.0672296,0.39786446,0.29850757,0.10237331,-0.15080315,-0.5003754,-0.66711515,-0.67571247,-0.77412945,-0.8568993,-0.9115591,-1.1842203,-1.3518951,-1.2346449,-0.9217868,-0.35111937,0.24752371,0.6519338,0.7508505,0.60022974,0.12092667,-0.8771019,-1.5786133,-1.7139838,-1.394181,-1.4040308,-1.5064316,-1.9539865,-2.25245,-2.4976645,-1.7670513,-1.2950796,-0.46957138,0.3138845,0.743916,0.94591653,1.0808399,0.9806248,0.44448143,-0.6054235,-1.4606438,-1.8184471,-1.9420907,-1.7261598,-1.4047146,-0.9262872,-0.34517747,0.16750996,0.47894603,0.57567894,0.59597325,0.7081356,0.8329361,0.8671578,0.8514011,0.7390085,0.48053104,-0.44790927,-1.442384,-2.3072925,-2.55016,-2.4877963,-2.3413048,-1.9985595,-1.4219012,-0.7441567,-0.49569532,-0.62338126,-0.6007948,-0.6357935,-0.52424973,-0.2618862,0.13213822,0.43545118,0.33657253,0.06174832,0.07777102,0.025044393,-0.7453935,-1.2744238,-1.4647081,-1.4726577,-1.6179498,-1.8983297,-1.6717966,-1.5415709,-1.7235484,-1.8656719,-1.3804128,-0.818602,-0.7167908,-0.8060658,-0.7839304,-0.7149615,-0.76261944,-0.68822193,-0.6211221,-0.4371093,0.04637581,0.6834936,1.3454465,1.7928305,2.0428905,2.3587403,2.6800838,2.9135203,3.173699,3.3438907,3.6793106,4.00298,4.198243,4.264977,4.2017107,3.9176354,3.5965688,2.2821167,0.57805145,-1.2033787,-1.7341945,-1.7457606,-1.5420713,-1.4035603,-1.4444276,-1.2975649,-1.1774101,-1.064886,-0.9460653,-0.8039589,-0.5953927,-0.38504875,-0.19602723,-0.004639484,0.24652594,0.37759718,0.59365565,0.6320803,0.64979404,0.6545799,0.6013105,0.5601228,0.5669001,0.43166864,1.0887327,1.1324342,1.0693209,1.0672336
-2.8334432,-2.8685226,-2.8266516,-2.790403,-2.68828,-2.6705303,-2.7675068,-1.8300705,-1.8300157,-2.7055979,-1.8300453,-2.503086,-2.51833,-2.4219503,-2.1999815,-2.184442,-2.251354,-2.0684953,-1.2351103,-0.3271472,0.21629316,0.413495,0.34329563,-0.05966264,-1.0874877,-1.783154,-1.5853772,-1.1352458,-0.6910498,-0.4089645,-0.6949501,-0.8910622,-1.0539198,-1.7376974,-2.0765889,-1.988036,-1.86336,-1.3845935,-0.9497528,0.5955707,1.2166698,1.0226822,0.30600864,-0.24530797,-0.49944106,-0.7746192,-1.1568443,-1.727753,-2.3836074,-2.7501917,-2.8568263,-2.7627287,-2.196022,-1.4575477,-1.1340033,-1.028775,-1.3347268,-1.8804897,-2.418583,-2.6137786,-2.4236405,-2.144301,-1.822425,-1.3829762,-1.0471914,-0.9455355,-1.1423186,-1.4328697,-1.8960774,-2.3526468,-2.7637935,-2.700179,-2.3194244,-2.1152215,-2.0012803,-2.149108,-2.261125,-2.4752164,-2.6338868,-2.640473,-2.4507022,-2.1812687,-1.6840552,-1.3535483,-1.0198534,-1.025582,-1.157541,-1.0732416,-1.6166852,-1.6779549,-1.511247,-1.4588127,-0.37336183,3.3273325,7.3446894,8.578152,8.668623,8.341645,4.9777474,2.9865527,2.7700672,2.648175,2.516663,2.441215,2.4396293,2.430543,2.4557776,2.38568,2.2260647,1.9678582,1.8447822,1.7149484,1.5339553,1.260851,0.9475169,0.78605825,0.6220356,0.5099545,0.25492302,-0.23429704,-0.661731,-1.0439187,-1.3958406,-1.8478274,-2.2038288,-2.6486797,-2.8175266,-3.121378,-2.9419184,-2.87085,-2.7566342,-2.5327735,-2.5306149,-2.5256314,-2.5360508,-2.549022,-2.5394287,-2.5518205,-2.4490688,-2.3193254,-2.0873933,-1.8593276,-1.7076101,-1.9025708,-2.1546655,-2.172245,-2.287136,-2.3765812,-2.2998576,-2.270834,-2.1714244,-2.2246666,-1.8373549,-1.8530016,-1.8302104,-1.8299975
-2.7047977,-2.770896,-2.773951,-2.7803295,-2.7674875,-2.8417273,-2.8815198,-3.1617436,-3.1616845,-2.8805585,-3.1617055,-2.915679,-3.0621438,-3.1838288,-3.2448466,-3.1878748,-3.1570976,-3.097308,-3.0771246,-3.0506644,-2.8580418,-2.6295395,-2.2941818,-1.8679285,-1.2245698,-0.349606,0.611067,1.418623,1.9664017,2.078106,1.2589096,0.22538926,-0.7499981,-1.954479,-2.6470652,-2.709541,-2.8161178,-2.8497162,-2.6558914,-1.5044336,-0.0024915934,0.46585518,0.6275558,0.7957266,1.0089059,1.0327959,0.7914317,0.36668068,-0.20648684,-0.93578845,-1.8318663,-2.3508565,-2.697732,-2.5864158,-2.1412709,-1.6478522,-1.3036053,-1.1770169,-1.1076406,-1.0177294,-0.96407455,-0.6893197,-0.37455535,-0.119495705,-0.040579848,-0.05499492,-0.50268924,-1.2088616,-1.5577623,-1.8924782,-2.2497416,-2.7883382,-2.4569688,-1.6187527,-1.1553289,-1.1919291,-1.2541456,-1.0608236,-1.1237125,-1.167512,-1.1118758,-1.0509983,-0.8595698,-0.7909758,-0.82510966,-1.2567866,-1.6974077,-1.7520788,-2.2839656,-2.892821,-3.0580258,-3.197207,-3.1114886,-2.4684532,-1.8605654,-1.8880273,-2.4887137,-2.7845397,-2.5895748,-2.3524141,-2.3886702,-2.416439,-2.4037242,-2.407134,-2.4078922,-2.3870306,-2.369492,-2.2668896,-2.05131,-1.8006412,-1.454181,-1.2377503,-1.1181865,-0.8788027,-0.78422546,-0.7245796,-0.6651238,-0.6126286,-0.5680679,-0.56329644,-0.5318651,-0.56556344,-0.73299235,-1.0106039,-1.2593143,-1.4591937,-1.6157408,-2.4950519,-3.026807,-3.1630788,-3.1385984,-3.0407066,-3.1362581,-3.2225285,-3.3296318,-3.376029,-3.396935,-3.4517834,-3.5338135,-3.6710482,-3.7771335,-3.8226388,-3.7102454,-3.616296,-3.5177908,-3.5378194,-3.5765805,-3.5663562,-3.5459313,-3.636739,-3.7437706,-3.7772198,-3.1704798,-3.1906147,-3.1627276,-3.162005
-1.3522183,-1.4191526,-1.4803493,-1.5126925,-1.4939227,-1.5519868,-1.5813628,-1.9142998,-1.9140955,-1.6689987,-1.9141053,-1.7548366,-1.8609438,-1.8251914,-1.6358098,-1.673788,-1.6952918,-1.6512699,-1.1424226,-0.28742528,0.4394855,0.77064544,1.1610631,0.8586185,0.21072651,-0.47668192,-0.6467752,-0.6931416,-0.51605093,-0.22069874,-0.33136207,-0.94248915,-1.2030578,-1.5628126,-1.6705592,-1.7179005,-1.7131789,-1.7438388,-1.6283758,-1.2313731,-0.5294098,-0.4870057,-0.58335215,-0.8360245,-0.7852048,-0.7057973,-0.62050533,-0.3817704,-0.25935614,-0.3609009,-0.49332502,-0.42838466,-0.52717805,-0.70661515,-0.6088801,-0.23642993,0.06841344,0.06623015,-0.10246532,-0.48345953,-0.54609567,-0.4976805,-0.43576264,-0.21399659,0.16488847,0.49412555,0.54863024,0.16233647,-0.45950362,-1.0994883,-1.1673456,-1.035063,-0.66023636,-0.05319816,0.382345,0.36748257,0.59048355,0.9471378,1.04282,1.1588995,1.1128068,0.9326284,0.79026204,0.9472749,1.3712822,1.4842815,0.8742094,-0.09653157,-1.2228644,-2.0912888,-2.4284177,-2.48701,-2.4121015,-1.8946555,-0.96133447,-0.772395,-1.1385211,-1.3952526,-1.7934382,-1.6565492,-1.6289152,-1.586538,-1.603461,-1.6271505,-1.6316103,-1.6595399,-1.612635,-1.5740533,-1.581902,-1.6674495,-1.8388513,-1.9606339,-2.03701,-2.0733693,-2.0524778,-2.0212605,-1.9483318,-1.809285,-1.4274259,-0.96247554,-0.47271895,-0.015005082,0.40326965,0.54112184,0.45556837,-0.10113749,-0.37410927,-0.779001,-1.3364828,-1.7543155,-2.0519745,-2.1210616,-2.0784686,-2.0891306,-2.0742679,-2.0639515,-2.0685215,-2.0233152,-1.9701805,-1.6164421,-1.3570771,-1.13607,-1.0096014,-0.88676953,-0.8745434,-0.994534,-1.0131356,-0.98622835,-0.8875948,-0.77438915,-0.81575286,-0.816072,-1.9131277,-1.9074214,-1.9150013,-1.914427
-1.6557332,-1.7003777,-1.7510473,-1.7411355,-1.7180829,-1.8210874,-1.8091218,-3.2040896,-3.203944,-1.715751,-3.2040358,-1.638822,-1.6710783,-1.7427223,-1.8208258,-1.687523,-1.569132,-1.618794,-1.7190804,-1.6224157,-1.6550112,-1.7179253,-1.5273395,-0.946788,-0.17199677,0.35930073,0.76588345,1.127254,1.4094625,1.4719164,1.065569,0.6063939,0.19197452,-0.5629164,-1.2826608,-1.3697628,-1.3001072,-1.4197001,-1.3147842,-1.2946842,-0.91620827,-0.6727054,-1.0080328,-1.5822307,-1.7652502,-1.9014217,-2.0934927,-2.1392937,-1.922853,-1.5028565,-1.4228601,-1.268308,-0.63350254,0.81932795,2.5474896,5.3902435,7.8952546,9.742755,10.746432,11.316032,11.629162,11.6981125,11.673012,11.671635,11.738888,11.729657,10.948866,9.632667,7.994293,5.0672097,2.814222,0.91775656,0.9882651,3.698887,6.8741426,9.045927,10.648575,12.005973,12.426184,12.666063,12.854176,12.831374,12.611504,12.372515,12.183241,11.8601,11.012367,8.948159,5.2432485,1.838953,-0.25511044,-1.1976335,-2.0201168,-2.112585,-1.6432177,-1.054821,-1.1152972,-1.4269137,-1.7389939,-1.6383364,-1.5806282,-1.5345368,-1.5122222,-1.5440006,-1.5331137,-1.5250129,-1.5075587,-1.4021801,-1.265342,-1.2020254,-1.1570975,-1.1943849,-1.2982664,-1.3723643,-1.4214507,-1.445765,-1.5457128,-1.6288958,-1.7795093,-1.979001,-2.1040752,-2.2667818,-2.5474443,-2.7893815,-2.7641969,-2.1862795,-1.4272429,-1.5353271,-1.7576972,-1.8734095,-1.9127587,-1.88958,-1.8421341,-1.828949,-1.8742704,-1.9383278,-1.9222245,-1.8435137,-1.9357059,-1.9839913,-2.0173707,-1.9438678,-2.0165331,-2.244059,-2.4855726,-2.5381474,-2.5594313,-2.5790472,-2.59894,-2.7542844,-2.8304303,-2.9414,-3.2032733,-3.19843,-3.2045522,-3.204637
-1.9228525,-1.9336467,-1.8816139,-1.8630359,-1.870062,-1.8286443,-1.826426,-1.3245358,-1.3246462,-1.9873496,-1.3245224,-2.128947,-2.192414,-2.2036352,-2.1097662,-2.032031,-2.0137298,-2.0318458,-2.2255135,-2.10079,-2.0464573,-2.2540383,-2.4336765,-2.68331,-3.125413,-3.139666,-2.7118185,-2.247918,-1.8811328,-1.8056202,-2.499093,-3.3782854,-3.7584774,-3.803794,-2.9270082,-2.6470733,-2.754481,-2.9598658,-3.0591683,-2.6047478,-1.9299827,-1.6416616,-1.0240248,-0.19757849,0.13185555,0.24787566,0.16471186,-0.27704152,-1.1429987,-2.3483715,-3.0576599,-3.041852,-2.538744,-1.839512,-1.4763817,-1.2877862,-1.3824395,-1.8277106,-2.3772163,-2.6856189,-2.836063,-2.9658575,-3.0738242,-3.2249405,-3.382553,-3.4525428,-3.4632983,-3.4041839,-3.3290963,-3.3493237,-3.240091,-2.807078,-2.1041915,-1.660617,-1.500246,-1.63977,-2.2274318,-2.9291248,-3.1261714,-3.248819,-3.5200996,-3.828908,-3.9753947,-3.9008322,-3.7268598,-3.5466485,-3.2078128,-3.0160158,-3.1827962,-2.91298,-2.5070126,-2.3298364,-2.0619836,-1.5729718,-1.109206,-1.3127502,-1.6454554,-1.8173453,-1.1561707,-0.84063345,-0.7296175,-0.61903346,-0.44577003,-0.2885516,-0.2514279,-0.1619933,-0.07720971,0.08224419,0.4816826,0.8370639,1.1119355,1.2239876,1.3469735,1.5217066,1.6079941,1.712046,1.83371,1.7665818,1.7634983,1.7557763,1.6177897,1.4430737,1.1444073,0.643377,-0.009829164,-1.3365204,-2.8317132,-3.5010161,-3.0418282,-2.5568845,-2.034833,-1.7557579,-1.8384726,-1.8121495,-1.7972907,-1.7672621,-1.8203969,-1.9727948,-1.9731259,-2.1091442,-2.2992666,-2.5302606,-2.6320877,-2.491057,-2.2473078,-2.2348669,-2.284146,-2.3806248,-2.4248095,-2.5169244,-2.5071812,-2.4181314,-1.3348061,-1.3624909,-1.3249108,-1.3241968
