0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
10.14398,9.554076,9.608373,9.509334,9.097973,8.934497,8.937638,8.720348,8.774048,7.78955,5.789245,3.6098711,3.2771811,2.8417926,2.2701125,1.3870962,-0.33723992,-1.5515743,-1.3646371,-1.2429829,-1.4480044,-1.5623121,-1.5845335,-1.349406,-1.125101,-1.1112429,-1.0455991,-0.99712974,-0.9205093,-0.98226213,-0.97204024,-0.8618014,-0.87313104,-0.83157766,-0.7786026,-0.6942484,-0.7887737,-0.45139727,0.90517604,1.819145,2.4231093,2.6983247,3.0557773,3.867514,3.4485674,2.7431777,2.0669765,1.6715299,1.1242552,0.7675269,0.7200403,0.3414348,-0.47283867,-0.68732953,0.5645937,1.963861,2.8467371,2.9990768,2.766811,2.068788,0.5788758,0.6418021,1.5128977,2.3084595,3.446117,4.4391923,5.496865,6.085245,3.4399924,2.5104141,2.0232148,1.2287507,1.13167,1.2515748,1.2915325,1.5846872,1.9439894,1.9690878,1.6228776,1.5962286,1.6397468,1.7287066,1.7717239,1.713457,1.6600766,1.5771267,1.665386,1.6725245,1.6900578,1.6519488,1.5938461,1.4110061,1.2886648,1.0911027,1.0280322,1.0008101,1.5216104,2.1706169,2.6798368,2.9818013,3.1848993,3.4320192,3.4989486,3.553935,3.6365266,3.6050587,3.6925442,4.026289,4.5538654,4.8608074,5.3472486,6.026902,6.3961563,7.323096,9.275752,10.625025,11.491869,12.558421,12.544596,12.361332,12.442661,9.854348,9.853191,9.85311
-1.746378,-1.7652075,-1.7646612,-1.8804553,-2.2125185,-2.2909398,-2.3864703,-2.5182576,-2.6817408,-2.6573453,-2.3389237,-2.0394862,-1.9699923,-1.9611824,-1.927957,-1.757436,-1.7556262,-1.8463931,-1.9943265,-1.8968661,-1.654204,-1.4986767,-1.366471,-1.43298,-1.5586845,-1.8058016,-2.0782046,-2.307862,-2.5157917,-2.6031148,-2.446901,-2.2082853,-2.1033866,-2.1564424,-2.4825363,-2.8509753,-3.137054,-3.2620835,-3.4294424,-3.7950745,-3.955498,-3.9477458,-3.9094577,-3.728083,-2.919551,-2.5088542,-2.1618323,-2.1085124,-2.1873295,-2.3336165,-2.6154723,-2.9737597,-2.8755376,-2.2843554,-1.8270167,-1.8746492,-1.9986287,-2.1243286,-2.303196,-2.4231358,-2.33284,-1.7077432,-0.7187151,-0.38539422,-0.5816667,-0.9874523,-1.5675937,-2.6106753,-2.8315694,-2.7872024,-2.798604,-3.0412736,-3.457374,-3.4361925,-3.1209254,-2.7145214,-2.3488944,-2.152386,-2.0347414,-2.0652404,-2.047344,-2.0112143,-2.055906,-2.1329556,-2.2838147,-2.3732648,-2.4139426,-2.3624861,-2.308293,-2.2246957,-2.0913596,-1.8228575,-1.4419415,-1.0827986,-1.0350726,-1.4261482,-1.7118174,-1.9467306,-2.0905929,-2.1687112,-2.1491294,-2.159022,-2.1250303,-2.124717,-2.0830512,-2.0228724,-2.060968,-2.0421762,-2.0174663,-2.0023243,-1.9005194,-1.764303,-1.7928481,-1.7559718,-1.7200408,-1.5604124,-1.3424431,-0.6522522,-0.6249619,-0.7854681,-0.6829558,-0.48590565,-0.4877823,-0.48772812
-1.9158539,-2.2710347,-2.2336566,-2.3445296,-2.5716925,-2.6083713,-2.7105227,-2.6829743,-2.3227503,-1.6577444,-1.0694195,-0.8388925,-0.7926376,-0.7097461,-0.5717828,-0.9738637,-1.4172878,-1.712321,-1.7191515,-2.261991,-2.4981852,-2.5062222,-2.3427656,-2.0642343,-1.9346905,-1.8758253,-1.779227,-1.8035278,-1.9758925,-2.3061411,-2.427931,-2.4943006,-2.5095115,-2.5303516,-2.6981087,-3.0939064,-3.427517,-4.0081005,-4.06662,-3.7130532,-3.300188,-3.0395012,-2.8056328,-2.2710392,-1.827362,-1.7393532,-1.6989675,-1.5930352,-1.5659758,-1.6579994,-2.1689408,-2.976865,-3.3456392,-2.8372848,-1.6348407,-0.4886299,0.08990981,0.22681272,-0.1529286,-0.6503257,-2.2767682,-3.5519571,-3.8711357,-3.0969365,-2.15092,-1.4056125,-0.9936968,-0.38464263,-0.41513392,-0.54688555,-0.69096506,-1.1019846,-1.4924663,-1.9767017,-2.2724872,-2.0817876,-1.7315278,-1.5122898,-1.394591,-1.2810377,-1.2334025,-1.1876838,-1.1547459,-1.066335,-0.95203185,-0.7547567,-0.40974653,0.06822156,0.47169608,0.7721825,1.3218129,2.0542164,2.7960942,4.172269,5.911698,8.313049,9.653713,10.399906,10.768136,11.0410795,11.23414,11.292342,11.360855,11.382081,11.479127,11.428537,11.357653,11.274207,11.214418,11.144242,11.029224,10.88022,10.829811,10.746565,9.955822,8.23968,6.331386,3.315758,3.238453,3.4005487,2.688463,3.2520282,3.2485964,3.2484338
-2.2864685,-2.3622186,-2.3283715,-2.1885824,-2.0168266,-1.9429995,-1.8468902,-1.8611672,-1.7251074,-1.4369107,-1.450181,-1.7022915,-1.8898482,-2.032004,-1.937377,-1.5074661,-0.87292516,-0.65451777,-0.7601315,-0.85020745,-0.89281034,-0.84153026,-0.6897519,-0.60976756,-0.59684,-0.6602811,-0.66251594,-0.7365733,-0.9006106,-1.2915618,-1.6523867,-1.743947,-1.7552394,-1.9228055,-2.3405619,-2.697699,-2.9531717,-2.9959402,-2.5742416,-2.1161442,-1.7403946,-1.4866729,-1.2483793,-0.6803861,-0.26034376,-0.427498,-0.55003655,-0.6828739,-0.5014016,-0.20397836,-0.237371,-0.81312436,-1.5647346,-1.7972912,-1.7700387,-1.6688671,-1.6822362,-1.7037532,-1.7862308,-1.7170541,-2.3007643,-2.5312557,-2.0020344,-0.99234664,-0.27543187,-0.15017839,-0.19238694,-1.1287576,-1.8705673,-1.9297433,-1.9975533,-1.975518,-2.0942903,-2.089849,-1.7751929,-1.247561,-0.79766905,-0.6027638,-0.51920176,-0.6597767,-0.79081947,-0.89525676,-1.1273768,-1.3537514,-1.665117,-1.8432082,-2.0077105,-2.2168899,-2.2927017,-2.3200846,-2.3576207,-2.2281404,-1.8058136,-1.3520142,-1.1617947,-1.6206824,-2.0299997,-2.4094129,-2.574316,-2.700774,-2.803794,-2.848827,-2.8767843,-2.8963518,-2.873167,-2.807518,-2.8308494,-2.8266568,-2.8480647,-2.842684,-2.620004,-2.3399951,-2.2676919,-1.7563603,-0.8625671,-0.21756184,0.30099526,0.6357271,0.3553841,0.27390692,0.17977306,1.1303324,1.1302392,1.1303399
0.83848655,1.1441818,1.1284204,0.8174834,0.39933342,0.39401942,0.14016464,-0.23201093,-0.41596878,-0.58071434,-0.57926214,-0.3295899,-0.24532992,-0.32329777,-0.56610656,-0.609536,0.2318362,2.3119867,3.7757554,4.3595424,4.5478005,4.4626455,4.0041866,3.4047122,2.9609709,2.5201929,1.964375,1.5034695,0.8209344,0.35581648,0.0031179786,-0.064660504,-0.18076335,-0.1750417,0.24371868,0.85776794,1.1638949,1.0884225,0.61016774,-0.08656745,-0.7962227,-1.2387812,-1.6783497,-2.4234262,-2.8566365,-2.6504288,-2.2600894,-1.9787796,-1.4160563,-0.65477175,0.35875437,1.1966722,1.5595709,1.1453032,-0.85616124,-2.093597,-2.2918928,-2.0162873,-1.2793207,-0.49513486,1.947438,3.2824707,2.8200097,1.1885501,-1.0842822,-1.993427,-2.4595673,-2.0201445,-1.2845056,-1.2370821,-1.708066,-2.253623,-2.2839077,-1.9658991,-1.8148271,-1.6804639,-1.439611,-1.1543144,-0.82371086,-0.080070496,0.33209658,0.77065074,1.2856843,1.7433933,2.0689924,2.4097419,2.6998942,2.939905,2.999096,2.9881368,3.029115,3.0482478,2.9346166,2.663062,2.3009648,0.82984525,-1.3572811,-2.3831503,-2.5495403,-2.5039449,-2.3437803,-2.209134,-2.1299856,-2.0789602,-1.982662,-2.0988665,-2.0699446,-1.9281191,-1.6952794,-1.443527,-1.2743368,-1.1543806,-1.006469,-0.98992485,-0.8095188,-0.5193476,-0.40507337,-0.3978373,-0.31548506,-0.19293442,0.068766624,1.2004328,1.2024378,1.2024553
-3.1973047,-3.116303,-3.1865146,-3.1731439,-3.1148226,-3.096417,-3.1997275,-3.2223248,-3.0029125,-2.6724315,-2.244062,-1.7030172,-1.54249,-1.355695,-0.7091646,0.5255414,1.3463659,0.69000936,0.548638,1.8739815,3.455219,5.0033865,6.339351,7.4187603,7.9432683,8.354652,8.802866,9.076943,9.189065,8.905281,8.247826,7.4485626,6.456252,5.561456,4.476589,2.90073,1.8104547,1.6928171,1.2743632,1.1916387,1.0946499,1.0659446,1.0447001,0.64372754,0.2787191,0.567391,0.72421134,0.7058066,0.43913436,0.15974315,-0.8755823,-1.477838,-1.7218149,-1.9359908,-1.9893006,-2.7125053,-3.204547,-3.269277,-3.0453024,-2.6697412,-1.260915,-0.8086957,-0.9998368,-1.0253799,-1.2256278,-1.8682184,-2.502673,-3.7497659,-2.8678904,-2.0129817,-1.0670114,0.85041213,1.9466938,1.9536976,2.202322,2.2808921,1.9922811,1.5745351,1.1645691,0.96609706,0.92502296,0.90449613,0.9861634,1.0597088,1.1368463,1.1558492,1.2335904,1.4582949,1.6483794,1.8583233,2.2195494,2.6246338,2.9458036,3.0723672,2.8481832,2.297076,1.8075492,0.84920037,0.11386863,-0.45560443,-0.85995436,-0.9709605,-0.95233166,-0.9175197,-0.85687244,-0.76666224,-0.7263001,-0.7019544,-0.6743412,-0.5189619,-0.4474646,-0.49032676,-0.68815243,-1.1115061,-1.211029,-1.1138263,-1.1079619,-1.6088152,-1.6609963,-1.5066978,-1.7567029,-0.48002186,-0.48141053,-0.4814033
-2.2469463,-2.4107437,-2.434714,-2.2727623,-2.0408714,-2.0705597,-2.0006752,-1.7982649,-1.967504,-2.3532324,-2.4722085,-2.5465536,-2.4088542,-2.2233448,-1.9727137,-1.145179,-0.36020368,-0.25217056,-0.5327667,-0.21135019,0.33979276,0.6106655,0.70260286,0.69259673,0.6785523,0.6334822,0.32621735,0.030098101,-0.39857036,-0.79716855,-1.1441134,-1.0089792,-0.6758286,-0.5510345,-0.55537856,-0.39103746,-0.094932586,0.10364708,-0.10719842,-0.3935278,-0.5372587,-0.5682145,-0.52991843,-0.18130147,0.3027889,0.4581896,0.62078786,0.7293749,0.6768007,0.29654354,-0.24166149,-0.17612815,-0.26674268,-0.52492976,-1.1396763,-2.0208225,-2.5617642,-2.7330399,-2.4125962,-1.786665,-0.37000751,-0.15148109,-0.4869374,-0.9981963,-1.5651294,-2.0127623,-2.0185385,-2.0849838,-1.1556227,0.1500111,1.8384732,4.435738,6.226063,6.9832506,7.254839,7.4245524,7.5580373,7.6528926,7.56911,7.4025297,7.316383,7.161257,6.9403954,6.6734037,6.3665304,5.9816856,5.426232,4.772374,4.39155,4.089877,3.476712,2.5911508,1.7484008,0.6441879,-0.38794574,-1.3127679,-1.6493104,-2.2017097,-2.588962,-2.8059123,-2.919405,-2.971476,-2.9598234,-2.960362,-2.8616982,-2.779845,-2.7780228,-2.815118,-2.8426795,-2.824244,-2.853026,-2.9971309,-3.1601691,-3.3469698,-3.4131212,-2.8415706,-2.2557633,-1.9262929,-1.945375,-1.8034077,-1.8168236,-1.7651192,-1.7646084,-1.7645831
-0.38290122,-0.7599613,-0.7543077,-0.98933125,-1.1210091,-1.0665679,-1.1621814,-1.3931494,-1.6777573,-1.5560025,-1.1753777,-1.1668656,-1.3531353,-1.5372818,-1.6066982,-1.363024,-1.0066831,-0.8706721,-1.00333,-0.9154616,-0.87309885,-0.69864315,-0.31156775,0.052228197,0.33090842,0.29166037,0.40472168,0.5540839,0.6707136,0.54562956,0.3424994,0.09990689,-0.16374442,-0.3258192,-0.48868698,-0.3622261,-0.07408172,0.7436266,1.3590822,1.2603523,0.94591206,0.7905195,0.59585226,-0.26214135,-0.66776323,-0.9270277,-1.3066347,-1.6464477,-2.0428817,-2.2404814,-2.340166,-2.0309758,-1.573034,-0.87487453,-0.7199839,-0.874674,-1.0578382,-1.2033659,-1.0925275,-0.826192,-0.20665282,1.3353269,3.0352373,3.7537513,3.758335,3.3539658,2.6337209,0.77816755,-0.3774857,-0.62195426,-0.5718136,-0.44478387,-0.7298037,-0.7154546,-0.5139402,-0.42205453,-0.31382287,-0.3110373,-0.4245551,-0.7464924,-0.9147527,-1.034054,-1.1448827,-1.2547598,-1.4543964,-1.5607175,-1.6349503,-1.6729434,-1.6465709,-1.5657514,-1.408335,-0.97028077,-0.29846543,0.28289253,0.48901457,-0.27414382,-0.74214745,-1.281792,-1.7766906,-2.0931566,-2.2925227,-2.3483078,-2.3388362,-2.3273654,-2.322601,-2.293374,-2.281662,-2.2438936,-2.3052013,-2.276175,-2.119911,-1.8139304,-1.6475542,-1.4914058,-1.4273634,-1.1608056,-0.91649234,-0.6893967,-0.8535031,-0.97639006,-0.9854928,-0.29376534,-0.29233998,-0.29224905
-1.3844074,-1.7409865,-1.6906906,-1.3195076,-1.0363897,-1.1399406,-1.2385248,-1.229771,-1.5496427,-1.8229299,-1.8007265,-1.7063289,-1.5608625,-1.4362726,-1.2724495,-0.57636714,0.46195582,1.1481913,1.0194492,0.7940769,0.7438773,0.55176383,0.15850672,-0.48679638,-0.9978319,-1.2515833,-1.2298043,-0.71841675,0.6166398,2.9766521,5.4759264,7.0593967,7.8509426,8.012583,7.9776945,7.428006,6.226936,3.995421,1.6561835,0.30755743,-0.48642978,-0.8309373,-0.97264457,-1.1726453,-1.0975969,-1.0639665,-1.1432629,-1.3056413,-1.1433218,-0.5828769,0.7378049,1.8956385,2.4885411,1.7383908,-0.06158711,-1.298759,-1.940804,-2.1279135,-1.8831974,-1.5029037,0.31029674,1.7840434,1.8003199,1.1361576,0.3465279,-0.43102568,-1.090276,-1.8193991,-1.4684185,-1.1739916,-0.89123845,-0.36849517,-0.1700725,-0.0134869665,-0.21333925,-0.7837876,-1.0868082,-0.93352175,-0.687799,-0.642113,-0.6927064,-0.74639535,-0.8009218,-0.9100682,-1.0096076,-1.1079721,-1.2380521,-1.2966461,-1.3297313,-1.3872464,-1.5183768,-1.6837308,-1.800375,-1.774979,-1.613374,-1.2251012,-1.2786236,-1.6148207,-1.9634929,-1.9612572,-1.8399701,-1.7162359,-1.5962989,-1.5212669,-1.4423021,-1.3527117,-1.3035734,-1.252379,-1.2205192,-1.1353809,-0.97280264,-0.82693243,-0.78713846,-0.7876538,-1.091893,-1.5625594,-1.6599824,-1.5681376,-1.5867088,-1.5672039,-1.3727834,-2.065616,-2.0654268,-2.0654225
-3.4856296,-3.0607524,-3.157641,-3.2832153,-3.32962,-3.2455828,-3.1361356,-3.1017785,-3.2507448,-3.5263891,-3.5860448,-3.27569,-3.1703625,-3.0609756,-3.0572572,-2.9470735,-2.532741,-1.8199726,-1.0912144,-0.36265686,0.32272327,0.7179006,0.85427904,0.80350107,0.74023145,0.6111584,0.16879323,-0.27278644,-0.94063103,-1.7200706,-2.4861417,-2.6237452,-2.6336107,-2.8254128,-2.9480968,-2.9375968,-2.5613756,-1.566426,-0.38472793,-0.11845591,-0.089045316,-0.1546638,-0.34494218,-0.7716802,-0.9936526,-0.9757016,-0.8016845,-0.5375328,-0.6399028,-0.7619493,-1.0549152,-1.4259064,-1.9453409,-2.679498,-3.3969727,-3.5548313,-3.3424,-3.171047,-3.2505884,-3.4192367,-2.8811405,-2.1484199,-2.2586071,-3.0765834,-4.012038,-4.313073,-4.4233117,-4.207287,-3.42968,-3.1518407,-3.1538124,-3.275999,-3.373088,-2.9801326,-2.5265765,-1.8611155,-1.2704673,-0.94617516,-0.82927597,-0.44056463,-0.16543567,0.061857987,0.328337,0.57660556,0.7821206,0.9584218,1.1080825,1.297279,1.2914724,1.2724048,1.2348495,1.093112,0.7949212,0.34248483,-0.20590124,-1.0085647,-1.9648166,-2.5521731,-2.5338898,-2.418199,-2.1770513,-2.0975275,-2.0567126,-2.0546756,-2.019718,-2.117365,-2.253361,-2.4067922,-2.4212728,-2.355927,-2.3982692,-2.631156,-2.793597,-2.9710205,-2.6091413,-2.3203974,-2.5072708,-2.685566,-2.6554172,-2.6250257,-2.6016846,-3.0649376,-3.0671864,-3.0672379
