0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
12.974646,13.040068,13.069028,12.836153,12.590737,11.432772,10.979139,11.030819,9.354501,6.420053,4.191931,3.5087485,2.574604,1.9647076,1.2295775,1.2269955,0.59827256,-0.34978372,-0.4294608,-0.13976884,1.2364012,3.285609,5.4295025,5.4318876,2.5258274,0.7635087,0.4997746,0.99057007,1.0829499,1.2771633,2.3950386,1.9954414,0.8891686,0.71452963,0.66613895,0.7488328,1.2711792,1.5381112,2.1523764,3.3005304,3.9804802,4.2622566,4.106551,3.687121,3.8228493,4.469439,4.243652,3.53475,2.9887605,2.865328,2.6733909,2.4411561,1.7355976,0.6027907,0.21824273,0.18344483,0.23773235,0.33426332,0.61736816,0.94785076,2.029446,3.4227908,4.2092195,4.37992,3.354644,2.4634523,1.9946692,1.2970251,0.49669373,0.42527518,0.9403481,1.0934719,1.2032667,1.1313225,1.2546473,1.340579,1.4008868,1.5437195,1.7010751,3.0111017,4.20969,5.1236258,4.513433,3.1247272,0.7029756,-0.167237,-0.5180379,-0.3525548,-0.1758518,-0.6372827,-0.91432595,-0.9836418,-1.0079657,-1.015213,-1.0190347,-0.920179,-0.8343645,-0.62172925,-0.30065763,0.49783385,1.8126774,2.9646072,3.5628047,3.7165873,3.5467486,3.2368393,3.105139,2.5287836,2.47157,1.944373,1.5453748,1.3775148,1.4406946,1.6607091,1.8266716,1.9649621,1.9605008,1.931724,1.9046099,1.8802631,1.7910937,1.813975,1.8642969,1.9986205,1.9828801,2.0711496,2.1552973,2.2898805,2.360014,2.4959564,2.6389675,2.7401738,3.0716403,4.0583024,4.7240376,6.372796,7.79263,8.887488,9.833254,10.571139,10.627501,10.724468,10.803313,10.989065,11.014085,10.597942,10.598953,10.599051
-1.669654,-1.6678419,-1.617889,-1.4049927,-1.2386487,-0.853475,-0.7632112,-0.921225,-1.7796253,-2.3799899,-2.4357536,-2.1530771,-1.3337134,-1.0827523,-0.7088781,-0.8071263,-0.38128674,0.19583261,-0.12983362,-0.47480798,-0.7176819,-0.9055975,-1.4114106,-1.4827377,-1.3528167,-1.3378962,-2.044495,-2.8839085,-3.0090876,-2.8108673,-2.5375054,-2.0166423,-2.3124468,-2.42893,-1.9212346,-1.7604188,-1.8078619,-1.8043535,-1.9438164,-2.0953538,-2.1322937,-2.151991,-2.2193992,-2.097413,-1.8920946,-1.6046203,-1.5031855,-1.3960521,-1.2576296,-0.9754013,-0.91301405,-1.0145742,-1.3362098,-1.9326034,-2.0917668,-1.96801,-1.7005631,-1.3526794,-0.9420345,-0.8393856,-1.2247143,-1.637966,-1.8507737,-2.2198577,-2.4549646,-2.3523803,-2.1540082,-2.1256495,-2.0817387,-2.2859938,-2.6463428,-2.7566428,-2.7875881,-2.8230271,-2.8329568,-2.8320186,-2.8196247,-2.792208,-2.7610931,-2.638291,-2.5759437,-2.4305437,-2.1077564,-1.8334799,-1.2244223,-0.10042143,0.46535063,-0.16158488,-0.5484019,-0.19796583,0.21457139,0.5601462,0.82479703,1.004832,1.1863244,1.520469,1.7914681,2.2043703,2.5274758,1.8530636,1.044052,0.36970183,-0.18133369,-0.9601721,-1.488837,-1.7718431,-1.7736083,-1.41184,-1.6708362,-1.4840823,-1.7348585,-2.1261616,-2.4045446,-2.6802654,-2.7965744,-2.8607225,-2.8609176,-2.8252819,-2.7967641,-2.8046517,-2.792925,-2.7861462,-2.7988057,-2.794848,-2.7927957,-2.8218048,-2.8147395,-2.8101785,-2.804119,-2.8003821,-2.7770567,-2.7449145,-2.7322206,-2.6456487,-2.58224,-2.2454295,-1.7127591,-1.3914587,-1.2637539,-1.2887669,-1.1952112,-1.3071119,-1.4779774,-1.3666544,-1.1736646,-0.6336566,-0.6344848,-0.63455695
-0.99394715,-0.88531405,-0.9091722,-1.1756082,-1.40627,-2.093938,-2.1634855,-2.1307044,-2.0241895,-1.98264,-2.0626717,-2.1604204,-2.6033843,-2.8333268,-2.7365832,-2.749486,-2.4109714,-1.8645612,-2.431291,-2.6904945,-3.0236912,-2.9813309,-2.474185,-2.0762649,-1.3431371,-0.8493856,-0.84024096,-1.8236144,-2.4928918,-2.3002815,-1.765192,-2.3200233,-3.2600384,-3.1016035,-2.5534706,-1.996149,-2.0083396,-2.3122263,-2.4041154,-2.1067557,-1.8246876,-1.4528644,-1.2337191,-1.2079298,-1.0050249,-0.761142,-0.8646095,-1.1943203,-1.3790641,-1.4226108,-1.462964,-1.3125912,-0.78714097,-0.5869281,-1.077724,-1.3570716,-1.4979577,-1.5042961,-1.2328937,-0.7432016,-0.22829688,-0.486069,-0.7913965,-0.478566,-0.71797466,-0.87787414,-0.7657596,0.21528196,1.6956487,2.9184384,2.9315681,2.5252628,2.3057952,2.0821342,2.0078146,1.9058151,1.5804813,1.3024995,1.1242225,0.86414933,0.46565878,-0.36519676,-0.8042278,-0.87465036,-0.8808639,-1.2932186,-1.6046253,-1.8566508,-1.8495839,-2.0420904,-2.291221,-2.4644697,-2.55681,-2.5695496,-2.6359067,-2.734031,-2.7832482,-2.7366042,-2.34924,-1.6084467,-1.1116648,-0.9171678,-0.6870633,-0.512785,-0.57132185,-0.7357107,-0.7803174,-0.720282,-0.612243,-0.008522421,0.74615616,1.5884585,2.2245955,2.2651017,2.107547,1.9309154,1.8378911,1.8327686,1.7456951,1.6258442,1.3462162,1.2534671,1.2371435,1.1618547,1.0425711,1.0508081,1.0409136,1.0443032,0.83659065,0.82249117,0.7215275,0.66814095,0.64181364,0.5519165,0.4264329,0.057812046,-0.45393285,-0.68126726,-1.0362713,-1.6973245,-1.9752688,-1.8499655,-1.6981273,-1.4961824,-1.5264306,-0.47522992,-0.47482207,-0.47480842
-1.886626,-1.8966262,-1.8138907,-1.5337424,-1.3264797,-0.79648906,-0.3491525,-0.5738622,-1.0142212,-1.4009306,-1.6300094,-1.2566202,-0.7709,-0.40643,-0.0010861158,0.030299902,0.5950383,1.1054056,0.56970596,0.1793001,-0.17333785,-0.3912661,-0.42874002,0.025275648,0.15759438,0.02171196,-0.32567456,-1.0043365,-1.8666642,-2.036345,-2.1446009,-1.9043124,-2.3243098,-2.3952827,-2.0606353,-2.1770277,-2.1652353,-2.0090563,-2.1155462,-1.8657768,-1.4955536,-1.5520656,-1.6672423,-1.6371564,-1.6231489,-1.5824603,-1.6816449,-1.742723,-1.6074524,-1.2099428,-0.9799348,-0.7946592,-0.47279784,-0.31952605,-0.6730801,-0.85848415,-0.865275,-0.9694312,-1.2734928,-1.6683501,-2.223966,-2.4658022,-2.5027988,-3.0116656,-3.289969,-3.351578,-3.3287015,-3.2107399,-2.978679,-2.96495,-3.0520697,-2.9737375,-3.0032248,-3.0402744,-3.104449,-3.150857,-3.183372,-3.2334735,-3.20464,-3.1582994,-3.0197916,-2.4334688,-1.6544497,-0.5216447,1.532911,3.193168,3.1698065,2.9593358,2.2807212,1.4367287,0.95605993,0.52130526,0.24664861,0.084874496,0.066158384,-0.084619276,-0.25466344,-0.34636313,-0.29173255,-0.3286472,-0.6244957,-1.3806419,-1.8090923,-2.270027,-2.689349,-3.0255086,-3.1378417,-3.0479622,-3.2238364,-3.1099198,-3.0989823,-3.1887324,-3.2679844,-3.179666,-3.019507,-3.0339026,-3.1019673,-3.0674043,-3.0026436,-2.976458,-2.9511266,-2.9805675,-2.9949105,-2.9629667,-2.9334462,-2.9722722,-3.002473,-3.032427,-2.9887657,-2.9540064,-2.955359,-2.9547386,-2.9805882,-2.9961398,-3.0095584,-2.7416468,-2.012544,-1.4075881,-1.1446857,-1.3130625,-1.4321748,-1.5686667,-1.7697134,-1.8522183,-1.8494422,-1.1663986,-1.164753,-1.1647626
-0.54918015,-0.6177702,-0.6571897,-0.79813635,-0.93680197,-1.4047291,-1.4144971,-1.1199858,-0.40621793,0.20991603,0.46902204,0.38152382,0.24930704,0.4009421,0.37110433,0.67489004,-0.009674311,-0.6463478,-0.4672095,-0.24267446,-0.39052498,-0.72528785,-1.2959065,-1.2685416,-0.9047024,-0.75752544,-0.16839895,0.34431568,0.010169029,-0.8965594,-1.6315942,-1.0664763,-0.55767345,-0.7664419,-1.407299,-2.067794,-1.8140874,-1.3641216,-1.0925312,-1.2157809,-1.5320266,-1.2677085,-0.9887459,-0.82432085,-1.1769006,-1.7105896,-1.9090782,-1.9611582,-1.8018543,-1.5324626,-1.3704662,-1.217579,-1.0123448,-0.8774531,-0.30896622,0.09182287,0.27139077,0.386825,0.33426115,0.19750464,0.0136374235,-0.74995095,-1.3942305,-0.7444483,-0.1841864,0.13108835,0.2579312,-0.29196483,-1.2367153,-1.7095921,-1.5057335,-1.2024357,-1.0134351,-0.71214783,-0.6352124,-0.59669656,-0.50180644,-0.55691755,-0.6420023,-1.0903246,-1.368438,-1.5664213,-1.4339442,-1.4109352,-1.0588503,-0.5511837,-0.06570621,1.0767406,2.5235677,3.4664896,3.8765883,4.150573,4.2144947,4.162549,4.0188084,3.8678389,3.8158667,3.7003846,3.1884146,1.5200025,-0.7582797,-1.4551768,-1.3739635,-1.0380411,-0.5754538,-0.09202567,0.28742325,0.5111063,0.6124903,0.5387306,0.049007773,-0.5669392,-1.1983685,-1.6556368,-1.8296454,-1.6283358,-1.4549218,-1.4196879,-1.4182391,-1.4161994,-1.4380968,-1.4060766,-1.4198546,-1.4571831,-1.4045922,-1.4409091,-1.4431181,-1.5091873,-1.6132393,-1.5960447,-1.6389501,-1.6318787,-1.6188703,-1.5832609,-1.4793391,-1.2333491,-0.9326166,-0.9724705,-1.1024523,-1.0026703,-0.8520053,-0.7273971,-0.68684757,-0.7213377,-0.57926905,0.51345146,0.5124966,0.5124515
-1.4641435,-1.5518193,-1.7009319,-1.738241,-1.7598888,-1.6679354,-1.6618986,-1.6533394,-1.1290385,-0.82850975,-0.76689005,-0.76391935,-0.81419474,-0.86126876,-0.75678223,-0.8955841,-0.63218945,-0.015414149,0.14166719,-0.029742539,-0.49548167,-1.0553728,-0.6324301,-0.36164665,-0.019082233,-0.016575254,-0.5240312,-0.43360838,0.07902998,0.22050214,-0.29195613,-0.53819335,-0.4762024,-0.49853763,-0.54079527,-0.9593291,-1.5514195,-1.7835648,-1.8800893,-1.7815349,-1.3689148,-1.0246278,-1.0206898,-0.799031,-0.80319846,-0.8303164,-0.81094503,-0.59886473,-0.4058544,-0.069430366,0.2158162,0.3060584,0.54274094,0.78007096,0.58683324,0.45249274,0.3211455,0.1093443,-0.45675927,-1.0448455,-1.8571737,-2.1801028,-2.4142153,-2.1537755,-1.7217685,-1.3289474,-1.0366822,-1.0884097,-1.3303111,-1.6805179,-2.1196992,-2.441932,-2.4732132,-2.4947772,-2.5116482,-2.5109007,-2.5249114,-2.595109,-2.6184008,-2.9809875,-3.2593298,-3.2597306,-2.7183049,-1.8731035,-0.15079883,0.6505382,0.5720483,-0.32774246,-1.0009551,-0.98554313,-0.78776896,-0.5965637,-0.51629627,-0.5068777,-0.48788294,-0.43460438,-0.33943105,-0.3379891,-0.5344211,-1.0124445,-1.7331758,-2.080586,-2.10294,-1.8889616,-1.6556273,-1.3398116,-1.0323972,-0.8300499,-0.862036,-0.9398565,-1.180685,-1.4285837,-1.7049592,-1.9577463,-2.1319995,-2.3733168,-2.473053,-2.4475446,-2.407803,-2.3696618,-2.3381937,-2.3133764,-2.3461742,-2.3592863,-2.297882,-2.3162084,-2.327428,-2.3844914,-2.3888535,-2.3541095,-2.3650994,-2.337212,-2.3170981,-2.3409567,-2.3993483,-2.3406067,-2.0848203,-1.8869116,-1.3254416,-0.2661259,-0.07916656,-0.09796059,0.11539596,-0.32202435,-0.6877498,-0.6203526,-0.6174731,-0.6174394
-2.1001666,-2.105348,-2.1232524,-2.0432334,-2.0157597,-1.6931846,-1.6086912,-1.5491211,-1.1265521,-0.93988675,-0.8044487,-0.57107353,-0.24250856,-0.22654474,-0.18079308,0.272838,1.4618382,1.9967312,2.6405613,2.8842106,2.6166234,1.352376,0.60599065,-0.3645401,-0.5131735,-0.44338125,-0.7256483,-0.7771579,-0.44819456,-0.4640687,-0.9095655,-1.6770855,-1.415131,-1.3782074,-1.324204,-1.301158,-1.5176312,-1.6372528,-1.591738,-1.8928149,-2.4846253,-2.7898965,-2.3722024,-1.5960646,-0.93747485,-1.0131567,-1.0841405,-0.9249972,-0.8303083,-0.7150606,-0.5012633,-0.36446166,-0.27730006,-0.38138875,-0.62846863,-0.7565084,-0.86435544,-1.0328591,-1.4817026,-1.8642551,-2.2305574,-1.958636,-2.0484886,-2.8725176,-2.9715505,-2.9418502,-2.8106256,-2.6656067,-2.3258557,-2.0052063,-1.9692061,-2.0358214,-2.0348804,-2.0005527,-2.02366,-1.9990795,-1.9892776,-2.074875,-2.1739016,-2.6970446,-3.1296206,-3.3963332,-3.2325644,-2.9404821,-2.1691341,-1.5694199,-1.5135353,-1.507393,-1.3297018,-1.0636137,-0.9933815,-0.9655535,-0.9245767,-0.90098995,-0.8314394,-0.80119383,-0.7986053,-0.9975404,-1.5592949,-2.2730834,-2.5071697,-2.670876,-2.7884917,-2.8661408,-2.925788,-2.9445467,-2.9259598,-2.778973,-2.8264544,-2.6717153,-2.3576968,-2.1902697,-2.0203395,-2.0175135,-2.0491257,-2.013248,-1.9585503,-1.9007344,-1.8612254,-1.8187867,-1.745189,-1.7561531,-1.7899945,-1.7908895,-1.74109,-1.7629511,-1.8186771,-1.9086132,-1.9252708,-1.9419554,-1.9912289,-2.0619793,-2.14227,-2.3235269,-2.4609606,-2.7282238,-2.9435842,-3.064198,-2.7059267,-1.697714,-1.2465403,-1.4878798,-1.7096024,-2.054019,-2.158833,-2.8993304,-2.8973007,-2.897235
1.9629426,1.9917738,2.2721474,3.4104562,4.0587106,5.837521,6.776333,6.939909,8.722193,10.132088,10.932249,11.265027,11.777481,11.848169,12.075508,12.145086,11.61966,8.241922,4.075502,2.0916967,0.14047146,-1.6578591,-2.0223157,-1.1319892,-0.87489057,-1.2205012,-1.8044826,-1.7817289,-0.99506515,-0.22260651,0.4532169,1.2270521,1.6343344,1.2530109,1.2438996,0.70677686,0.107856065,0.08050208,0.0075524896,0.024129286,-0.28676447,-0.7110378,-0.6147748,-0.32352304,-0.1171939,0.020683005,-0.0532943,-0.35000792,-0.83830744,-1.1924541,-1.4757705,-1.7631961,-1.9850919,-2.0233078,-1.7156742,-1.4656934,-1.1437558,-0.91151166,-0.84632134,-1.2376432,-2.1720767,-2.429797,-1.9978607,-1.9579753,-1.9091783,-1.6871209,-1.5707867,-1.8416212,-2.260914,-2.758835,-3.1070275,-3.1607554,-3.076752,-2.935285,-2.8715885,-2.838882,-2.7104049,-2.4542394,-2.075974,-0.46314877,0.9151591,2.9678607,4.497858,6.032254,8.03915,9.167165,9.141333,8.540829,7.398983,5.8605165,4.8975887,3.9042428,3.2927537,2.9571323,2.8107872,2.344088,1.8663446,1.5254346,1.1895472,0.49434817,-0.2149668,-0.7750765,-0.9222934,-1.1955992,-1.415481,-1.6076912,-1.6091263,-1.3959253,-1.5222572,-1.5160556,-1.990464,-2.5194576,-2.8511608,-2.9441948,-3.0265253,-3.1272974,-3.1666467,-3.1770835,-3.117662,-3.0800662,-3.0748422,-3.0058365,-2.988293,-2.94694,-2.8852987,-2.9198954,-2.8601174,-2.806975,-2.7265873,-2.6559408,-2.5595686,-2.4280992,-2.322532,-2.1446922,-2.0051982,-1.5723813,-1.0692649,-0.7476299,-0.3793574,-0.50858986,-0.43146706,-0.4601019,-0.64035195,-0.6217444,-0.47451133,0.4161058,0.41663256,0.41662553
-1.0570217,-1.0938228,-1.074964,-0.8853037,-0.7219694,-0.19518277,-0.0061257333,0.039645582,-0.41253585,-0.40456396,-0.2061015,0.04379578,0.6843971,0.9070973,0.47205633,0.18401793,-0.7088267,-1.4038038,-1.2288935,-1.1020396,-0.7991623,-0.6544906,-0.8315811,-1.0356061,-1.1694005,-1.1135037,-1.1075828,-0.66377974,-0.43323117,-0.27838862,-0.704041,0.8568833,5.0198646,8.188959,9.672501,10.312047,10.399857,10.285539,10.112811,9.816635,8.676277,6.1038947,3.6940975,2.0972116,0.24925733,-0.6246688,-0.57728934,-0.42454332,-0.30331188,-0.39386386,-0.53854924,-0.7073094,-1.1359818,-1.2610623,-0.8178619,-0.52584314,-0.28471836,-0.05403632,-0.07134682,-0.36183804,-0.9734079,-0.93685704,-1.1022673,-2.1277082,-2.1622837,-1.9834158,-1.5654522,-1.6264124,-1.5427591,-1.580066,-1.6459019,-1.656965,-1.7013724,-1.6617708,-1.674734,-1.6110083,-1.5268886,-1.4378753,-1.3553505,-1.3186241,-1.3748623,-1.4683983,-1.4856164,-1.7042992,-1.8824917,-1.5649872,-1.2748405,-0.97107196,-0.38077933,0.5607619,1.0176575,1.355202,1.5755959,1.7602378,1.9177344,2.1252296,2.219868,2.0817497,1.6542501,1.1020184,0.58100873,-0.4025828,-1.1903183,-1.8644712,-2.1030524,-2.1182032,-2.054899,-1.8441576,-1.8664346,-1.7711437,-1.6035815,-1.6475995,-1.6547109,-1.7046252,-1.8131393,-1.8529627,-1.7916317,-1.7678355,-1.7847557,-1.7705045,-1.7116879,-1.6811992,-1.6936805,-1.6883285,-1.6878803,-1.6925478,-1.6309173,-1.623245,-1.5830483,-1.6565651,-1.6213244,-1.6428711,-1.6532927,-1.6876924,-1.6943247,-1.7300512,-1.9866958,-2.487646,-2.4959188,-1.8660319,-1.5554014,-1.539047,-1.6761898,-1.8082464,-1.8459418,-1.894574,-1.8929459,-1.8928914
-2.5933795,-2.6103387,-2.6148415,-2.5250697,-2.5948265,-2.702192,-2.8351095,-2.8543577,-2.5047455,-2.0615,-2.04423,-2.4991984,-2.9302294,-2.805079,-2.3154259,-1.746279,-0.21944922,1.9148453,3.008288,3.4449928,3.4173508,2.2312403,0.24317251,-1.4508443,-1.6402289,-1.088626,-0.8816096,-1.1053948,-1.2301841,-2.2918816,-3.477589,-2.9240465,-1.9204937,-1.2698326,-1.2803974,-2.0124617,-2.6239448,-2.9555287,-3.1342657,-3.1255348,-2.931445,-2.7773242,-2.718104,-2.5265846,-2.2454371,-1.4530628,-1.2500088,-1.1614349,-1.356458,-1.5470607,-1.2970667,-0.8002099,-0.008985087,1.3801234,2.0573344,2.049449,1.8399115,1.4618647,0.76235014,0.19973741,-0.63860404,-2.1041627,-3.3478572,-3.3745203,-3.3344996,-3.4445047,-3.5135074,-3.4413705,-3.2698596,-2.8946624,-2.286951,-1.9303833,-1.8721194,-1.7951252,-1.8655972,-1.923532,-1.9654462,-2.1616764,-2.2877827,-2.7874093,-3.1103926,-3.4208012,-3.5038218,-3.589497,-3.5305612,-3.2883499,-3.285771,-3.6714892,-3.559075,-2.7625737,-2.3332543,-2.1313093,-2.0680048,-2.0612128,-2.1039305,-2.156385,-2.1744156,-2.367891,-2.940847,-3.9048164,-4.6638265,-4.4043508,-3.951163,-3.5071552,-3.243794,-3.1305299,-3.1274436,-3.1254537,-3.16743,-3.0629869,-2.9606497,-2.926971,-2.8232138,-2.5660744,-2.3290412,-2.0850167,-1.9806304,-1.9656804,-1.9013605,-1.7964501,-1.6752806,-1.6529374,-1.6860712,-1.7391536,-1.6801784,-1.7368956,-1.8157263,-1.9288583,-1.9455717,-1.9238317,-2.0134463,-2.0517173,-2.1138606,-2.2240098,-2.2066813,-2.1759827,-2.0656414,-1.8761299,-1.9332237,-1.8968611,-1.6530195,-1.758814,-1.8910718,-2.050831,-2.0255566,-2.0545413,-2.0530558,-2.052998
