0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
9.393,9.304335,9.165495,9.074659,8.963117,8.740775,8.387933,7.885613,7.250413,5.321249,4.605664,4.1711974,3.5958643,2.9738665,2.988226,3.073748,3.21927,2.8375213,2.3014176,1.6961014,0.5880924,-0.23293892,-0.2944433,-0.2792737,-0.20051464,0.01802577,0.06848225,0.48888996,0.9928504,1.8339863,2.232409,2.43008,2.4625993,2.0382407,1.1669412,-0.31662714,-1.3614374,-1.4836779,-1.6462295,-1.4642029,-0.8750098,-0.5259049,-0.52663004,-0.59471774,-0.5443544,-0.5780384,-0.6332533,-0.39830965,-0.4182865,-0.53296477,-0.6769673,-0.7570421,-0.7573854,-0.6212276,-0.39952722,0.0033682212,0.28460333,0.6086465,0.9773906,1.325928,1.4166962,1.6468251,1.9763442,2.2556953,2.3719425,2.3772116,2.1657338,1.7220247,1.2862829,0.8412447,0.31370482,-0.19813405,-0.5137278,-0.73991805,-0.9657482,-1.1468335,-1.3350679,-1.4295449,-1.5031518,-1.5958972,-1.5342351,-1.271212,-0.62389034,-0.039845906,0.97496665,1.6606989,1.8941286,1.6885322,1.1104137,0.87348634,0.8571119,1.3724813,1.769637,2.0758884,2.4788165,2.6385698,3.359366,3.6700099,4.5767174,5.4837055,5.35555,5.126456,4.9043403,4.4468265,3.7954848,2.4142036,1.5571325,0.8446451,0.7765811,1.3199773,1.5788962,1.4135495,1.034622,0.8608782,1.0118108,1.9505183,3.4566727,3.8291826,3.3927956,2.5346441,2.427688,2.5826218,3.181067,3.788413,4.535448,5.8313913,6.9560018,7.345327,6.036666,4.646962,3.715465,2.080205,1.3776572,1.1842352,1.1349391,1.0594962,1.0197829,0.8396688,0.64114344,0.41890138,0.17192353,-0.052297324,-0.14558583,-0.02843567,0.37082937,0.82831144,1.4096885,2.6820436,3.9386837,5.1539497,5.361471,5.6271915,4.9438577,3.9710593,1.9589419,1.4992533,1.0281185,0.5680549,0.22239937,0.1903534,0.21886668,0.24454157,0.018348575,-0.28176647,-0.50049734,-0.5035927,-0.49586347,-0.55989933,-0.54240376,-0.3253153,-0.0666237,0.6170838,1.289463,1.4803569,0.76365125,0.4681442,0.4061656,0.56923664,0.72282016,1.0481756,1.6882987,2.2585692,3.1666818,4.521773,5.8407803,6.9064746,6.628826,6.9421387,7.844883,8.4334545,9.622079,10.583496,11.104732,11.146788,11.32398,9.382181,9.382148
-0.81319505,-0.7670356,-0.7631177,-0.7854909,-0.82837504,-0.9209282,-1.152252,-1.3641131,-1.6070821,-1.70766,-1.488234,-1.4600999,-1.4121993,-1.5028036,-1.8294578,-2.0711098,-2.2213378,-2.333876,-2.411571,-2.6068149,-3.0026424,-3.296297,-3.1532173,-2.3524225,-1.3521084,-0.5864362,-0.37728953,-0.22042158,-0.31902438,-0.545905,-0.4935102,-0.35840943,-0.36731824,-0.4464846,-0.6975032,-0.83690727,-1.2784377,-1.0842793,-0.21978319,1.1056489,1.9573197,2.3684444,2.4886994,2.4257696,2.2245972,1.9572532,1.5029147,0.40740296,-0.2206246,-0.6488926,-1.0827949,-1.6911119,-1.8761587,-1.8058965,-1.6695958,-1.6962376,-1.7596416,-1.6986456,-1.6795689,-1.7571967,-1.6825703,-1.6312771,-1.7617695,-1.7583218,-1.3547603,-0.89790165,-0.8428671,-0.93431187,-0.906121,-0.95684403,-1.0048344,-0.7585441,-0.4649779,-0.31375587,-0.3316296,-0.47909442,-0.61371946,-0.798954,-0.8841015,-0.8414773,-0.8620738,-0.8757956,-1.0331337,-1.4667606,-1.8003334,-1.7861085,-1.7187685,-1.6363732,-1.638133,-1.3036293,-0.94205475,-0.6695666,-0.2423808,0.24126804,0.86118275,0.9951991,1.2147515,1.1674873,0.21017885,-0.7151623,-1.308001,-1.6996437,-1.9819196,-2.1465142,-2.2105243,-2.086813,-1.8952733,-1.9225111,-2.079698,-2.2292693,-2.3344243,-2.4109087,-2.4480276,-2.571887,-2.853915,-3.5511217,-3.1028585,-2.5932417,-2.3384051,-2.3290105,-2.3904638,-2.114608,-1.6624937,-1.3107336,-1.016665,-0.8726042,-1.0170107,-1.0800761,-1.12225,-1.2115717,-0.99703956,-0.4385158,-0.072805196,0.17244695,0.21212351,-0.23993689,-0.9035256,-1.5554836,-1.8821805,-2.158444,-2.3368225,-2.4362116,-2.4105499,-2.2611423,-1.9273872,-1.7745425,-1.7588067,-2.0066075,-2.1409073,-2.2732198,-2.3065472,-2.4547443,-2.1086187,-1.7022557,-0.60182595,-0.16327098,0.0267559,0.22316658,0.10379335,-0.2920377,-0.6443327,-1.003502,-1.4434534,-1.7136464,-1.8175842,-1.8456438,-1.8538988,-1.852015,-1.8465822,-1.8280698,-1.944313,-2.0165856,-1.3438321,-0.98290044,-0.44934148,-0.4945864,-0.9759658,-0.91450703,-0.2815562,0.51091224,0.97614276,1.1180432,1.4836106,1.5289817,1.5314784,1.4834766,1.7585882,1.8925807,1.7147902,1.5879114,0.48924223,-0.3110298,-0.69646335,-0.8076139,-0.97174305,0.05272297,0.052764967
-2.5462604,-2.6432874,-2.7259698,-2.7711244,-2.8039937,-2.7791758,-2.6530423,-2.4316754,-2.1779206,-2.0483117,-2.086926,-2.0115182,-2.0170634,-1.9915638,-1.7802079,-1.7189003,-1.633944,-1.6687368,-1.7515041,-1.971101,-2.0621717,-2.2243717,-2.6969008,-2.6310976,-2.2777681,-1.7096894,-1.2780529,-0.23920202,0.74427867,1.1501256,1.3709273,1.1445765,1.4658282,1.49418,1.0308886,0.17678696,-1.1974201,-2.2814603,-3.2590537,-3.8743267,-4.047634,-3.998084,-3.9699984,-3.9742365,-3.9950576,-3.9239755,-3.7793388,-3.4662924,-3.3868434,-3.433733,-3.4618096,-3.3540502,-3.1755233,-3.0254834,-2.8627682,-2.6224904,-2.7217002,-2.915643,-2.9990752,-2.9417922,-2.8256016,-2.7904925,-2.4320426,-2.1666298,-1.8591362,-1.3636674,-1.0703257,-0.8783163,-1.1181854,-1.2155612,-1.1284566,-1.1538604,-1.4134936,-1.5850008,-1.7167242,-1.8375303,-1.9664387,-2.1248407,-2.2747948,-2.400983,-2.417132,-2.2341928,-1.6481159,-1.0747685,-0.6013181,-0.30452967,-0.28098592,-0.42905566,-0.82962364,-1.0680528,-0.987111,-1.3522446,-1.95787,-2.2059035,-2.3688781,-2.4232981,-1.9986765,-1.7115281,-1.6202753,-1.5226742,-1.3504039,-1.4389335,-1.5035598,-1.3418471,-1.2792348,-1.269151,-1.2666645,-1.3522463,-1.4944834,-1.6947082,-1.8547363,-2.0765305,-2.2759955,-2.133949,-1.674273,-1.5983858,-0.80658674,-0.5870632,-1.2148027,-1.8013234,-1.908606,-2.6000185,-3.2195938,-3.3981307,-3.2998128,-3.2630348,-3.1960459,-2.9451764,-2.634667,-2.741641,-2.7981167,-2.590961,-2.3935528,-2.382312,-2.5028977,-2.697732,-2.8533082,-3.0368023,-3.1659536,-3.2490852,-3.3295102,-3.4161384,-3.4839191,-3.7288656,-3.9136372,-3.9127374,-3.8438315,-3.6728559,-3.4524815,-2.8039017,-2.1539156,-1.6901298,-1.5287083,-1.4416156,-1.5418149,-1.6114274,-1.6458256,-1.7897505,-1.9413383,-2.0293572,-2.2337325,-2.3944144,-2.7600243,-3.1024704,-3.5575962,-3.8267114,-3.8852015,-3.849647,-3.7122161,-3.4531343,-3.019974,-2.2595463,-1.6322906,-1.4507171,-1.7921616,-2.0672936,-2.302599,-2.7068453,-2.8750377,-2.8998256,-3.0467834,-3.0738764,-3.0790377,-2.7201529,-2.3611813,-2.0800834,-2.218552,-2.15266,-1.9552155,-1.8373177,-1.5325952,-1.2129734,-1.0373371,-1.2250907,-1.1400346,-0.5231891,-0.52323455
0.23387778,0.3118254,0.37532413,0.41734445,0.48626682,0.5860015,0.6094614,0.7082576,0.7932219,0.7318711,0.76096386,0.7823595,0.47856486,0.36546338,0.19327188,0.074103475,-0.051403165,-0.12722626,-0.21443385,-0.15371314,-0.15593512,-0.5071324,-1.0342776,-1.1879778,-0.945085,-0.6940707,-0.7100631,-0.96170133,-1.2614836,-1.5592557,-1.5175111,-1.2820922,-1.0842884,-0.9489554,-0.78188175,-0.075567245,0.41176245,0.5342232,0.39470285,0.69460607,1.4759146,2.085391,2.199568,2.0448117,1.9398944,1.9551374,1.8922229,1.7673076,1.3682876,0.95515853,0.37647432,-0.37924087,-0.82905966,-1.011338,-0.9728892,-1.1228307,-1.2878447,-1.2656453,-0.7830411,-0.049981833,0.7583654,2.0393019,4.0369077,5.06234,6.6229305,8.414344,9.383112,9.69142,9.477043,8.621316,7.648552,6.6537576,5.034411,3.650334,2.6489656,1.503305,0.19571364,-0.5821883,-0.90419924,-0.93845904,-0.8366346,-0.68460786,-0.55532587,-0.5963355,-0.95007247,-1.0229573,-0.89300114,-0.6185254,-0.31801745,0.020518333,0.23487875,-0.2897374,-0.8601639,-1.0835166,-1.1538322,-1.3258181,-1.3288698,-1.2933744,-1.3809704,-1.664474,-1.913492,-2.1732156,-2.3775883,-2.315394,-2.1284795,-1.8520397,-1.6312891,-1.5159892,-1.5258582,-1.6008751,-1.6705229,-1.8561456,-1.8969989,-1.6819152,-1.1403786,-1.1850632,-1.1701369,-1.1164491,-0.98439646,-1.0675501,-1.7026495,-2.3444285,-2.757164,-2.8335083,-2.7427626,-2.412999,-2.1004958,-1.7209208,-1.5679637,-1.7237885,-1.4860042,-0.98005855,-0.5734228,-0.52094865,-0.396632,-0.4558422,-0.54664755,-0.529576,-0.5233338,-0.43712705,-0.5239329,-0.6171984,-0.88319933,-1.166053,-1.3514252,-1.4477262,-1.5004742,-1.7125235,-1.8450232,-1.6126983,-1.0853062,-1.0532444,-0.6072166,-0.11443961,1.4613339,1.925775,2.261655,2.4224255,2.333377,1.8991911,1.4550886,1.096755,0.63011503,0.15023942,-0.4255314,-0.8002379,-1.0215774,-1.1927094,-1.2707055,-1.1508898,-0.96232,-1.0054001,-0.77860117,-0.35555875,0.65994287,1.5001777,2.4133558,2.8783302,3.8602786,5.597897,7.197939,7.9608293,8.549608,9.110952,9.407265,9.357719,9.457124,9.421514,9.187868,8.894677,8.120034,6.936714,5.9975195,5.760129,5.3614817,4.927513,4.927476
-1.4982228,-1.4220717,-1.3816338,-1.3511634,-1.3568252,-1.385994,-1.4515632,-1.6317408,-1.8091435,-1.6857563,-1.5968497,-1.5993825,-1.4673202,-1.389524,-1.4059848,-1.3763086,-1.3450023,-1.1672193,-0.6551952,0.27792722,1.6672189,2.7819538,3.4973226,3.633819,3.3842244,2.8563855,2.4713545,1.5049918,0.6710442,0.21207368,-0.15605526,-0.32673278,-0.7636734,-1.1272719,-1.1432204,-0.6107094,0.9237939,1.706975,2.3450494,2.4529953,1.657259,0.59329784,0.17071427,0.21008788,0.1624232,-0.12568976,-0.5158981,-0.8996234,-1.0105717,-0.83917284,-0.5644092,-0.19879682,-0.20284212,-0.36477423,-0.65081847,-0.9318131,-0.8786013,-0.80833673,-0.6941142,-0.61646193,-0.78673995,-0.910616,-1.1144202,-1.3616564,-1.8698664,-1.9184742,-1.5675795,-1.3411834,-1.1421984,-0.9166625,-0.7723253,-0.5698654,-0.029921874,0.2660096,0.3657096,0.49566042,0.83652455,1.1334044,1.3947258,1.6280105,1.6582212,1.5980697,1.1891465,0.08024877,-1.4768676,-2.040491,-2.0941653,-2.0525126,-1.8993948,-1.5146074,-1.1752036,-0.95159733,-0.7557589,-0.67064273,-0.54551816,-0.36125183,-0.48893842,-0.7284506,-0.8479726,-0.72756714,-0.57379514,-0.38914022,-0.232023,0.25163415,1.0442033,2.397984,3.8122957,5.140732,6.231731,7.2581806,7.8283157,8.23692,8.471411,8.392954,6.777016,2.7725432,-1.0912063,-1.6085753,-1.4870609,-0.17108543,1.3047438,2.2272425,2.0384355,1.3859899,0.63043725,-0.4549989,-0.5741397,-0.36170354,-0.27274477,-0.08395088,-0.40146178,-0.8080232,-0.9668509,-1.1099936,-1.0933855,-0.83979046,-0.5388706,-0.08634147,0.31828403,0.6892247,0.97698474,1.1495976,1.0193746,0.89106095,0.6812363,0.41823938,-0.055106767,-0.97938,-1.4393214,-1.8803382,-1.864022,-1.8030455,-1.9089516,-1.8474592,-1.9368303,-2.0473723,-2.1718092,-2.1729827,-2.0523539,-1.9586207,-1.7820907,-1.7950697,-1.7026734,-1.5034626,-1.2269616,-1.0385525,-0.9057034,-0.76128876,-0.6376097,-0.56193644,-0.69421923,-1.439472,-2.3018262,-2.4557047,-2.1332552,-1.4295629,-0.57130194,0.31164733,0.58874965,0.06300235,-0.77976644,-1.1179618,-1.1266978,-1.0105554,-0.66064274,-0.2336269,-0.29054046,-0.16715813,-0.062066406,-0.059987754,0.13904704,0.19533007,0.27110392,0.45748314,0.47935882,1.4759154,1.4758767
6.4575157,6.523186,6.6756124,6.7815924,6.9254894,7.1993484,7.4979763,7.8449006,8.135734,8.6178875,8.711107,8.803165,8.986692,9.106541,9.250076,9.280328,9.273502,9.130373,8.977128,8.658453,8.120877,6.9028716,4.718063,2.6302075,1.3024997,0.62270117,0.21820468,-0.1883628,-0.40293428,-0.6407492,-0.7188329,-0.7314467,-0.7218238,-0.3546687,0.49470282,1.5212159,2.2103777,2.4444904,2.488114,2.4814548,2.9713259,3.608068,4.0332856,4.1822357,4.34919,4.6883216,5.161976,5.585964,5.5014753,5.3284044,4.745713,3.4031978,2.3669736,1.5928987,1.0685334,0.31095403,-0.07909438,-0.1190075,0.076178536,0.3305505,0.5394571,0.4874505,0.0025547594,-0.26933512,-0.66928655,-1.0516622,-0.62642425,0.23865274,0.580542,-0.03179282,-0.4310496,-0.5197138,-0.5094502,-0.6140929,-0.6328064,-0.47378027,-0.17612366,0.10678378,0.22812635,0.2794822,0.16575027,-0.19340515,-0.88096935,-1.7259052,-2.1578832,-2.3006783,-2.2401175,-2.082931,-1.9210054,-1.8621475,-2.1388772,-1.9668229,-1.4548199,-1.1868315,-1.182146,-1.219155,-1.8673108,-1.9377012,-2.3342733,-2.7151346,-2.4865313,-2.3323655,-2.3048038,-1.9027598,-1.3405349,-0.77201355,-0.6777065,-0.7402308,-0.6778585,-0.17700182,0.30448186,0.7016467,0.8400648,0.45614856,-0.3929357,-1.343315,-2.6408503,-3.135225,-2.685423,-2.1236787,-2.027481,-1.7731862,-1.5549104,-1.56507,-1.6599139,-1.8677621,-2.0916955,-1.8091255,-0.32253617,1.4972854,4.4341307,8.204773,9.68938,10.313307,10.704248,10.885645,10.946616,10.71421,10.413502,10.007163,9.525033,8.8573265,7.9156804,6.4943085,4.7760053,3.5378373,2.1949263,0.5698295,0.4386741,0.813257,3.0094762,3.5486574,4.835235,5.964941,7.287203,7.5608616,7.837581,8.080148,8.32238,8.462057,8.434405,8.278686,7.663043,6.9017973,5.680973,4.4347143,3.3884215,2.4022264,1.310511,0.18316376,-0.34983897,-0.7961603,-1.01519,-1.107341,-1.0097166,-0.81745654,-0.72882205,-0.38264725,-0.08027666,0.1628797,0.43854702,0.47051755,0.14694984,-0.58785033,-1.3322456,-1.7396314,-1.538154,-1.6183254,-1.86975,-1.9648347,-2.129217,-2.150968,-2.0457003,-1.920122,-1.9339178,0.13315767,0.13327949
-0.830299,-0.7755679,-0.66391623,-0.5668269,-0.51325446,-0.4785661,-0.55473083,-0.7820643,-1.1033396,-1.1083243,-0.7740483,-0.71752954,-0.4656474,-0.23590888,-0.29426068,-0.33512,-0.53662455,-0.58925885,-0.6476371,-0.7131984,-0.45187116,-0.0050919913,0.29272044,0.22955361,0.25870946,0.07893707,-0.09828198,-0.6421399,-1.0294267,-1.5498043,-1.7403471,-1.6980075,-1.9576627,-1.9704874,-1.3726686,-0.34145665,0.813139,1.1424247,1.4821665,1.5611863,1.0585878,0.4342883,-0.023515455,-0.20388979,-0.3398082,-0.4809183,-0.458044,-0.40414977,-0.19083187,0.12985197,0.6298461,1.3835533,1.7330449,1.8091846,1.8311033,1.5570598,1.381525,1.4312643,1.4214165,1.2510746,1.1495777,0.92507964,0.19146225,-0.31676528,-0.8975438,-1.3445106,-1.2615933,-1.0749874,-0.53471696,0.3089778,1.4031677,2.9429083,5.123121,6.4451323,7.4291434,8.307386,9.09807,9.632923,9.959863,10.182407,10.221209,10.015781,9.260625,7.404765,3.627825,0.028569758,-1.2503803,-1.928889,-1.8190268,-1.2893047,-1.0288379,-0.92529535,-0.7487558,-0.77370113,-0.8691721,-0.9571143,-1.4149059,-1.5224748,-1.6629672,-2.3208616,-2.6634972,-2.6940258,-2.5926075,-2.273686,-1.8495872,-1.3795441,-1.1044875,-0.8540743,-0.81337196,-0.801964,-0.6697822,-0.5601692,-0.5111755,-0.8317794,-1.5166311,-1.744631,-2.6738446,-3.0097656,-2.5483494,-1.772922,-1.3625839,-1.0341367,-0.92590886,-1.017839,-1.1727617,-1.1121281,-1.0287465,-1.2200543,-1.3588848,-1.2225883,-0.7661367,-0.15500888,0.37378722,1.0658783,1.380568,1.2380738,0.9148324,0.4946919,0.29190132,0.08747661,-0.04138115,-0.20516223,-0.43479666,-0.7183597,-1.0234373,-1.2449725,-1.4313514,-1.4835433,-1.3352153,-1.3884401,-1.2034583,-1.4677796,-1.355199,-1.1493454,-0.5551443,-0.3430412,-0.08111575,0.3256219,0.7643091,1.0822884,1.5182214,2.0393794,3.0840287,4.1406937,5.153172,5.430485,5.477474,5.4659457,5.435524,5.2312884,4.793,3.6727185,2.2086263,0.8006374,0.19812803,0.437975,1.1341696,1.5283569,1.1927177,0.70790446,0.071889006,-0.2461569,-0.7072234,-1.3152444,-1.7685819,-2.0569482,-1.9232605,-1.8634841,-1.9718039,-2.11178,-2.363888,-2.3044949,-2.1349878,-2.007312,-2.1348672,-1.7273877,-1.7273492
0.059139147,0.22611225,0.32230502,0.32847843,0.340724,0.24818106,-0.013043359,-0.36782476,-0.6739832,-0.6149826,-0.40810838,-0.3358032,-0.3182025,-0.38780296,-0.67075014,-0.6679865,-0.56672716,-0.25892553,0.025177848,0.38384792,0.49234015,0.11165306,-0.39973974,-0.22296411,0.39420295,1.1349478,1.3633225,1.4607235,1.0462763,0.5641838,0.5809374,0.8437858,0.8887683,0.8468385,0.7746913,1.1775513,1.3972623,1.851894,2.5662887,3.917225,5.1678886,5.770382,5.977806,5.9646416,5.8774605,5.743962,5.3222685,4.3965826,3.667266,2.9086995,1.7007864,0.2614571,-0.270103,-0.38072473,-0.37894583,-0.56365687,-0.6617713,-0.66629803,-0.38969323,-0.008870602,0.34273508,0.67300045,0.7203641,0.71615046,1.0917656,1.2130446,0.73202085,0.24431764,0.036788568,-0.15897867,-0.4985728,-0.44963047,0.02317977,0.37204847,0.5133876,0.5041705,0.44144285,0.3426286,0.33311617,0.5347581,0.810624,0.9972452,0.71314085,-0.3059856,-1.0915339,-1.5004663,-1.4926,-1.2632415,-0.67766535,-0.19664627,0.08180535,0.0097100735,-0.07359704,-0.029972155,0.10436621,-0.049721025,-0.51661474,-0.81974053,-1.4753367,-1.3016641,-1.3876355,-1.5775201,-1.7928882,-1.752244,-1.540092,-0.9341391,-0.42781767,-0.022150144,0.35614088,0.7539176,0.99155265,1.2272582,1.6976563,2.143881,1.6376615,0.105890214,-0.81579643,-0.9147767,-0.61964804,-0.30661932,-0.518638,-0.31099406,0.17964868,0.59104645,0.76885325,0.36053187,-0.39794537,-0.841778,-1.0052382,-1.1912967,-1.1497637,-0.887401,-0.582343,-0.5906485,-0.5668005,-0.7062841,-0.7901886,-0.80970407,-0.77059245,-0.7321679,-0.7368791,-0.68068695,-0.55107486,-0.2637446,0.20593178,0.57247037,0.9360045,1.0564752,0.7770584,0.4512346,-0.077921666,-0.6910575,-1.0328447,-1.01059,-0.47182316,-0.41570088,-0.39340937,-0.35758418,-0.38314614,-0.5859817,-0.7624451,-0.86743146,-0.99147975,-1.1486948,-1.1381929,-0.9756593,-0.88103986,-0.8131913,-0.7445742,-0.5339489,-0.25842208,-0.09917846,0.42738166,0.82621396,1.5224766,1.3964477,0.7109489,0.5395887,0.99878204,1.8049226,2.547616,2.679016,2.7988849,2.7363484,2.5020354,2.1469507,2.4651499,2.5511732,2.2586603,1.9601972,0.8351187,-0.3206367,-0.9435948,-1.1617038,-1.2645597,-0.994905,-0.99481887
-0.7289256,-0.747431,-0.75007594,-0.74761593,-0.81328225,-0.8779492,-0.97208476,-1.0707572,-1.2706817,-1.5180359,-1.5447037,-1.5488958,-1.3438892,-1.1499498,-1.0595026,-0.9700562,-1.0142746,-0.9001453,-0.8869306,-0.90100306,-0.7547507,-0.542377,-0.34351873,-0.4279772,-0.5711118,-0.90168536,-1.0060378,-1.5210104,-1.7748504,-2.0645027,-2.0160847,-1.9363728,-2.053525,-2.0204003,-1.6446886,-0.84688956,0.39012003,0.9085781,1.3076077,1.1697083,0.39066464,-0.25624087,-0.43018132,-0.42067546,-0.46457952,-0.5419796,-0.6793131,-0.5372003,0.03439489,0.5561428,1.250011,1.394188,1.0207467,0.525084,0.06701761,-0.49042183,-0.51388335,-0.10711589,0.3957128,0.6054073,0.45433798,0.595919,0.49833396,0.24612716,0.28454357,-0.08949776,-0.120065756,-0.10485389,0.38499528,1.308685,2.2754188,2.9830406,3.1925745,2.9791517,2.6489823,2.3605533,2.1852658,2.1021497,1.9386718,1.5899708,1.128353,0.5514751,-0.046039283,-0.45766386,-0.8921399,-1.1425986,-1.2560267,-1.2993479,-1.1582351,-0.82177293,-0.32135087,0.2787085,0.6837885,0.5313036,0.13061565,-0.0026364923,-0.6961039,-0.8535046,-0.8826726,-1.4773173,-1.7145963,-1.5916312,-1.3922055,-1.2852829,-1.0511888,-0.6765546,-0.5688387,-0.5651622,-0.926981,-1.1865469,-1.1847297,-1.0307558,-1.0609417,-1.467417,-1.5460564,-1.2864313,-1.4777544,-1.3861315,-1.0094345,-0.72067463,-0.8418344,-0.6988979,-0.4397456,-0.40231168,-0.66005313,-1.00564,-0.98923385,-0.84664387,-0.7925578,-0.66850317,-0.45189047,-0.16447976,-0.015424848,0.13694507,-0.22681612,-0.5335196,-0.8340924,-1.0260056,-1.0036985,-0.8098241,-0.3462982,0.2595296,0.9263813,1.4709799,1.5184042,1.0973659,0.40744394,-0.5899399,-1.1408354,-1.7305127,-1.6793972,-1.8284695,-1.8009729,-1.7683618,-1.8837688,-1.7032926,-1.6158564,-1.4035907,-1.0838425,-0.77628314,-0.21030577,0.31509992,1.4022393,2.3972645,3.3879633,3.7073598,3.6262534,3.4370146,2.9854507,2.3700986,1.4835613,0.06323457,-0.6626419,-0.86866856,-0.8264287,-0.7633938,-0.49463955,0.11195892,0.15230338,-0.048526615,-0.24272904,-0.3753814,-0.14666694,0.061325952,0.47009343,0.6499707,0.6748098,0.69354767,0.6011568,0.37493113,-0.3491124,-0.94535255,-1.1668773,-1.052444,-1.1362631,-1.3669071,-1.3668892
-2.2898452,-2.2805772,-2.2720208,-2.2504523,-2.256458,-2.3081205,-2.4137921,-2.6142004,-2.7331624,-2.6387935,-2.5025284,-2.4327536,-2.2940388,-2.2228103,-2.227078,-2.2752354,-2.2436771,-2.1398344,-1.8226566,-1.3760612,-0.52231497,0.4893939,1.1800356,1.0722015,0.45610234,-0.26670173,-0.80187327,-1.6914804,-2.4292502,-2.6550345,-3.0443306,-3.2580667,-3.5219254,-3.843618,-3.8854694,-3.7415729,-2.6849904,-1.8208616,-0.95967495,-0.73410153,-1.0466411,-1.3387711,-1.3702724,-1.3437067,-1.3062811,-1.4839704,-1.7769127,-2.4929316,-2.9407144,-3.0002933,-2.8858132,-2.1848228,-1.7482659,-1.5404239,-1.4363979,-1.2402055,-1.1571797,-1.0939323,-0.7629041,-0.5296233,-0.45953852,-0.7851331,-1.5647368,-2.0828834,-2.784801,-3.2168703,-3.018102,-2.6677735,-2.4074774,-2.2275655,-2.0958757,-1.8830523,-1.4590857,-1.1207774,-0.85675824,-0.6354135,-0.38722518,-0.18939185,0.0075954646,0.20860368,0.24248853,0.12630746,-0.4958181,-1.44506,-2.523332,-3.026505,-3.089923,-3.0846095,-3.2599058,-3.3392973,-3.5819762,-3.8024755,-3.7402072,-3.5675108,-3.3352847,-3.1302936,-3.0123765,-2.9205222,-2.9418983,-3.107027,-3.1311665,-3.0564356,-2.9675908,-2.7348514,-2.436985,-1.8326299,-1.3040485,-1.0191567,-0.8794184,-0.7699023,-0.6240232,-0.38385022,-0.124127746,-0.33462384,-1.0171921,-2.716088,-3.7806127,-3.5367568,-3.253212,-2.893519,-2.6085331,-2.3932724,-2.3131638,-2.3556485,-2.4866529,-2.6243865,-2.920622,-3.279283,-3.1002758,-2.7182832,-2.4055147,-1.8970152,-1.9122679,-2.0049064,-1.9968535,-2.0216112,-2.171241,-2.3647275,-2.5095036,-2.6805692,-2.7717998,-2.7036455,-2.5045033,-2.1943703,-2.0224307,-2.0112646,-2.079084,-2.3886936,-2.9768333,-3.5073,-3.466434,-3.3645957,-3.1137276,-2.8633153,-2.6908906,-2.7390215,-2.737073,-2.7438197,-2.7258773,-2.7580156,-2.8169951,-2.903987,-2.7267897,-2.2168684,-1.440187,-0.9725871,-0.7889463,-0.74415934,-0.8192185,-0.9771888,-1.1621735,-1.5440445,-2.194077,-2.5920181,-2.9074688,-2.6686378,-2.3043709,-1.6244898,-1.3635046,-1.7069776,-2.4438818,-2.7891588,-3.0371106,-3.3924193,-3.536979,-3.4612682,-3.3796446,-3.3271186,-3.2560415,-3.189608,-2.8781168,-2.6995835,-2.5592635,-2.4024544,-2.347645,-2.587755,-2.5877976
