0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
12.309679,12.401016,12.309776,12.3535595,12.352376,12.327106,12.348148,12.095679,11.559284,9.814185,7.713689,5.8167677,4.7617702,4.161994,3.5692215,3.0920517,2.2044597,1.8990955,1.9909437,2.0094676,1.883055,1.6811945,1.2699199,0.53163534,0.0992125,0.14766975,1.2296624,1.7318947,1.7705617,1.6716213,1.3536403,1.1933017,1.281947,0.4528762,-0.49279714,-0.45948926,-0.16617712,-0.040054306,0.040632322,0.03956209,0.13401388,0.15792419,0.3604228,0.6024269,2.0487752,1.6152002,0.5175723,0.022191271,0.008819774,0.41720933,0.93157256,1.4340578,1.6989726,1.8539422,1.824862,1.7603177,1.8109022,1.9619486,1.8368516,1.3989736,0.9658125,0.556306,0.3372543,0.2446585,0.26274478,0.22527894,0.44354212,0.6329042,0.7873978,0.74151284,0.65564376,0.51923496,0.56031847,1.1699517,1.5397296,2.3433135,4.7773676,6.1487465,7.127084,7.780237,7.9791465,8.039828,8.152382,7.8975544,7.9438744,7.326942,5.973715,3.7477922,2.2153642,1.42805,0.40563175,0.21266669,0.5792,1.066775,1.0644004,0.85528153,0.71704507,0.5080229,0.4307952,0.38973945,0.36540014,0.32861653,0.10058692,-0.18170425,-0.22798492,0.004417151,0.30529863,1.1729064,2.0787687,3.1629329,4.0991282,5.060855,5.609665,4.858575,4.668357,4.4984045,4.427675,4.6034594,4.8243566,5.299016,5.6964164,5.883829,6.313039,6.600456,7.023981,7.1203012,7.734976,8.651261,8.990343,9.8309555,10.661004,11.079912,11.073439,10.974341,9.807991,9.80747,9.807438,9.807441
-2.5672622,-2.6365263,-2.6815066,-2.7229452,-2.7870808,-2.8557281,-2.774838,-2.7014043,-2.6229959,-2.7484899,-2.722763,-2.5555825,-2.300974,-2.2585053,-2.2294683,-2.1106524,-1.772532,-1.7742469,-1.5620023,-1.3362314,-1.1386166,-1.1522046,-1.2638652,-1.1981559,-0.9382706,-1.1670082,-1.7509625,-1.6757288,-1.3996738,-1.3467534,-1.3592243,-1.4963312,-1.9686368,-2.5383158,-2.709571,-2.829303,-2.8574908,-2.888661,-2.8698225,-2.821249,-2.7422562,-2.520545,-2.3961072,-2.416407,-1.5224333,-1.180405,-1.124186,-1.4903816,-1.979028,-2.441636,-2.6277068,-2.7347004,-2.7539275,-2.8024936,-2.8368442,-2.7966213,-2.7834,-2.8400922,-2.7292027,-2.4917874,-2.2824197,-1.9272268,-1.7231982,-1.3825419,-1.3955071,-1.7315612,-2.0857968,-2.48589,-2.838488,-2.917053,-2.9465995,-2.9450107,-2.7678652,-2.9670653,-3.343315,-4.002809,-3.5452547,-2.954341,-2.9137397,-2.8048828,-2.809221,-2.7882361,-2.7564566,-2.7339487,-2.569161,-2.57989,-2.628089,-2.4573765,-1.9740112,-1.8368644,-1.7562239,-1.8562875,-1.995933,-2.1816308,-2.4275355,-2.4688854,-2.2923546,-2.0913322,-2.044083,-1.997422,-2.0029993,-1.9643873,-1.80878,-1.6131029,-1.5274904,-1.2715963,-0.8930775,-0.81636363,-1.3431114,-2.0048018,-2.3716965,-2.5442002,-2.4707773,-2.3782368,-2.3330028,-2.246249,-2.2526717,-2.2459927,-2.1859279,-2.0022242,-1.9217697,-1.951339,-1.9469278,-2.0113022,-2.0101094,-1.8677603,-1.8431036,-1.7773762,-1.5855664,-1.4823803,-1.3084571,-0.99059093,-0.804662,-0.89118254,-0.8596459,-0.85944945,-0.8594322,-0.85943365
-0.90300256,-0.97157884,-1.1730964,-1.176832,-1.1610816,-0.996264,-0.8343444,-0.71838,-0.65356296,-0.59929097,-0.8682419,-1.150098,-1.4459519,-1.401999,-1.1976627,-1.0947211,-1.2317313,-1.3515748,-1.46768,-1.4603772,-1.420765,-1.4331716,-1.6501093,-1.6831831,-0.9285809,-0.42563498,0.012576267,0.25099993,0.41532916,0.36484778,0.2723769,0.09939294,-0.6239232,-1.1792437,-1.4376996,-1.3934704,-1.3434749,-1.6167839,-1.7993767,-1.8902266,-2.077218,-2.4131396,-2.193078,-1.3532267,-0.21109992,0.4266037,1.0733066,2.2763658,4.0955405,6.6344547,9.034851,10.221079,10.937866,11.147643,11.1193285,11.110242,11.125911,11.078139,11.102997,11.156811,11.135077,10.458645,7.356249,3.3706574,0.60115933,-0.58307195,-1.0021644,-0.93493557,-0.9721373,-1.2479686,-1.5284121,-1.7882745,-1.8276042,-1.3755461,-0.7639164,-0.26682433,0.29316345,0.39077294,-0.07294767,-0.89804393,-1.3274846,-1.574652,-1.7076268,-1.6222761,-1.4845217,-0.9139291,-0.3555846,0.5692346,0.9064319,1.0194892,0.7162391,0.3275893,-0.30435896,-0.8153419,-1.1145909,-1.224138,-1.2775834,-1.267328,-1.2150103,-1.1863432,-1.1722825,-1.129597,-1.1229044,-1.161168,-1.2674341,-1.2307065,-0.9769892,-0.33357728,0.10236062,-0.2847945,-0.8501003,-0.6040438,-0.5017911,-0.6239034,-0.95945144,-1.0707779,-1.1528264,-1.1472017,-0.9944851,-1.114569,-1.3676553,-1.5152156,-1.639903,-1.8084378,-1.8838933,-1.8384688,-1.6707442,-1.45945,-1.4512055,-1.4569507,-1.24683,-1.1778934,-1.1861848,-1.1919731,0.24749449,0.24773574,0.2477363,0.24778658
-1.9411035,-1.9128407,-1.8348671,-1.7922156,-1.7360222,-1.7079659,-1.4304624,-0.89338857,-0.557798,-0.12627566,0.058474243,-0.021663666,-0.09248924,-0.3389155,-0.33968526,-0.30311128,-0.37224922,-0.64477897,-0.6015327,-0.4197098,-0.2948342,-0.38732708,-0.6434324,-0.708302,-0.50433034,-0.32532692,-0.31068984,-0.33093834,-0.42830798,-0.63593113,-0.61069524,-0.7115995,-0.7171467,-0.7860318,-1.3151928,-1.5245165,-1.2884284,-1.579034,-1.7687979,-1.773179,-1.6816629,-1.3477001,-1.0137777,-1.1407628,-1.1175423,-0.8561431,-0.79795635,-0.9818337,-1.2882355,-1.515816,-1.7655011,-2.1163101,-2.3463938,-2.479004,-2.493797,-2.4774504,-2.5115318,-2.5405452,-2.4358227,-2.2196276,-1.9891251,-1.4600973,-0.9668947,-0.8565157,-0.95422614,-1.2757677,-1.5148659,-1.5175215,-1.805073,-1.9840689,-1.8535357,-1.5116706,-0.43622056,1.0446262,1.472355,1.2625873,0.8694364,0.43030262,-0.29504627,-1.2009358,-1.6904896,-1.8153083,-1.87159,-1.8197098,-1.8847873,-1.6997269,-1.0954459,-0.27182627,0.27626556,0.7576117,0.97802854,0.9496852,1.1569452,1.0821203,0.44838935,-0.42074227,-1.1417003,-1.3579845,-1.4859685,-1.5826395,-1.6569536,-1.6706693,-1.6058862,-1.4226162,-1.314554,-1.2262858,-1.0436336,-0.8314608,-0.86627924,-1.5788546,-2.4932601,-2.9663517,-3.0157807,-3.0900264,-3.1036186,-3.2298343,-3.3617775,-3.30513,-3.1253781,-2.9296052,-2.7734685,-2.7742505,-2.7888658,-2.751556,-2.582417,-2.3911629,-2.232545,-1.9942819,-1.8706281,-1.5331241,-1.245301,-1.1160247,-1.1368208,-1.1747992,-0.027971476,-0.028073132,-0.028071523,-0.028106362
0.6428052,0.7433313,0.7890649,0.7315974,0.76744664,0.610127,0.31678274,-0.13369802,-0.23559132,0.1794545,0.6315578,0.6052231,0.39715546,0.28442204,0.3165712,0.17643988,-0.16589761,-0.31718415,-0.48530385,-0.6150718,-0.6063268,-0.2942219,0.20763092,0.8454655,0.6157443,-0.27509618,-1.8123002,-2.198933,-2.0229244,-1.6906384,-1.5001992,-1.3990633,-1.167424,-0.38861334,1.058078,2.5063431,3.4151711,4.762092,5.332695,5.508897,5.651094,5.5863743,4.853548,2.834362,-0.09469326,-0.96594405,-1.0766975,-1.1408513,-1.5629151,-2.0346305,-1.9608386,-1.6988828,-1.353822,-1.1869339,-1.2393807,-1.153997,-1.1090287,-1.1011397,-1.0399344,-1.0770373,-1.2607913,-1.6829684,-1.2359632,-0.3094855,1.2292037,3.3515446,5.8982124,7.5817127,8.3303795,8.764561,8.828279,8.626482,8.403849,7.782645,6.907279,5.216665,0.25305158,-1.352753,-1.809953,-1.5332417,-1.129957,-0.9647461,-0.85953885,-0.65785265,-0.7391636,-0.77181226,-0.7188159,-0.1370669,0.47012675,0.9623848,2.494468,4.4784718,7.1118765,8.846586,9.919168,10.663603,10.906306,10.946835,11.002111,11.01834,11.004922,11.011998,11.019825,10.971853,10.883111,10.795411,10.63102,9.969709,8.721474,6.895923,2.2125432,0.07821986,-0.6871694,-0.47959197,-0.32517695,-0.4494637,-0.4462704,-0.60621905,-0.9449901,-1.0281827,-0.77173495,-0.60511774,-0.2989207,-0.058865964,0.08922851,0.053859413,-0.043457568,-0.27220818,-0.037594795,0.08652961,0.11889848,0.18052441,0.32124254,0.2940331,0.26807684,0.2673162,0.26727912,0.26720563
-2.3922389,-2.3277798,-2.255982,-2.2317147,-2.1649804,-2.3990254,-2.4260309,-2.3196287,-2.031544,-1.3432804,-0.98295164,-0.810369,-0.8924425,-0.7926208,-0.62570363,-0.4970026,-0.64812005,-1.0389688,-0.9079006,-0.7396008,-0.72594965,-0.88964945,-1.3434596,-1.9396393,-2.1644998,-2.1624904,-2.079907,-2.2357883,-2.270823,-2.3600936,-2.3286734,-2.3292599,-1.9212943,-1.2527149,-1.2719636,-1.3322649,-1.2495742,-1.0068668,-0.6988022,-0.4875495,-0.18764728,0.21336812,0.018527389,-1.1985945,-2.1297913,-2.0872126,-1.9608712,-1.8478068,-1.8760781,-1.8904467,-1.7788318,-1.7400907,-1.5323988,-1.4694057,-1.429318,-1.4364071,-1.395662,-1.4334629,-1.3913761,-1.2622212,-0.93953204,-0.30440578,0.9188216,1.6106462,1.2646785,0.6604518,-0.5840565,-1.5382067,-1.9569577,-2.0399742,-1.8633165,-1.6292973,-1.6404908,-1.865994,-2.0528405,-2.034699,-2.1032815,-2.3994205,-2.3054183,-2.5090039,-2.8313127,-2.9826329,-3.0530171,-3.1575143,-3.0138345,-2.335397,-1.8197577,-1.0994723,-0.4720806,0.304061,0.504274,0.11500269,-0.6875564,-1.4529507,-1.6711348,-1.547941,-1.4295577,-1.331893,-1.1849363,-1.0925925,-1.0054469,-0.9146286,-0.79851913,-0.6467291,-0.43256718,-0.07583542,0.22995722,-0.5458312,-1.4687686,-2.224507,-2.9232793,-3.1836288,-2.919028,-2.4712782,-2.2681322,-2.0018592,-2.0330515,-2.06592,-2.0211644,-1.8695166,-1.6594274,-1.5827265,-1.5024806,-1.3777404,-1.4325585,-1.3392504,-1.2687134,-1.4111181,-1.3727143,-1.2746158,-1.2767985,-1.3863238,-1.4824698,-1.5535998,-0.66149896,-0.6613234,-0.6613059,-0.66135025
-3.0730157,-3.1153352,-3.0268216,-3.0142026,-2.9855428,-3.0367417,-3.0427537,-2.9908764,-2.7619567,-2.5278249,-2.4441435,-2.247901,-1.9110398,-1.6070216,-1.3490355,-1.0032334,-0.35630125,-0.006308317,0.047866285,0.07673921,0.048306152,0.044743493,0.2675615,0.2519517,-0.13728166,-0.89190286,-2.3078423,-2.8871026,-2.9390259,-2.7915878,-2.6862364,-2.531133,-2.252166,-1.846879,-1.6271524,-1.8086165,-1.9424496,-1.8670225,-1.8259485,-1.839837,-1.8132293,-1.8212421,-2.1979146,-1.8064537,-1.6924276,-1.7947581,-1.822648,-1.7677833,-1.8308163,-1.9780042,-2.1847434,-2.4981937,-2.5908117,-2.639727,-2.6250966,-2.608146,-2.595898,-2.6646013,-2.6368265,-2.5191967,-2.4898293,-2.614502,-2.6948853,-2.3103223,-1.7034111,-1.3473403,-1.1785572,-0.99742323,-0.8828416,-0.70927554,-0.64365345,-0.71979177,-1.0782796,-1.9991045,-2.4527469,-3.0572417,-3.2535129,-3.369163,-3.6818461,-3.771932,-3.6576486,-3.5505867,-3.4699976,-3.5427017,-3.5349078,-3.4639816,-3.274579,-2.940426,-2.5790105,-2.2155526,-2.0300295,-2.2022073,-2.401827,-2.2360134,-2.1996183,-2.0059514,-1.8745587,-1.8153918,-1.8364301,-1.8542054,-1.8525481,-1.8988101,-1.9208187,-1.8314705,-1.7773257,-1.8145721,-2.001446,-2.309189,-2.4965062,-2.5950623,-2.6429694,-2.9296327,-3.374741,-3.5410209,-3.6232567,-3.5556521,-3.4833932,-3.4110732,-3.3483195,-3.244503,-3.0865645,-2.9947944,-2.9194853,-3.0049136,-3.1335225,-3.2068396,-3.3471847,-3.645627,-3.7586136,-3.854938,-3.7734215,-3.5666754,-3.5965643,-3.5274992,-3.2303052,-3.2300658,-3.2300477,-3.2300568
0.102012366,0.02852735,0.11848843,0.073887944,-0.040489376,-0.1007427,-0.07154429,-0.0591771,-0.10672504,-0.42428043,-0.60398585,-0.49324363,-0.3308836,-0.34204638,-0.29884145,-0.21870707,-0.030982029,-0.11408115,-0.062107258,-0.03301733,-0.025010042,-0.0035062134,-0.046158098,-0.17695929,-0.6554215,-1.5934823,-2.1253052,-2.112798,-2.026414,-1.9150199,-1.750721,-1.6728007,-1.1897291,-0.48297176,-0.16952279,0.1209128,0.0821076,-0.23876426,-0.35434923,-0.29123926,0.007419884,0.81679153,1.6688967,1.6683805,1.6072859,0.91412073,0.64008814,0.38997495,-0.06247548,-0.5893703,-1.3875259,-1.8447299,-2.1645415,-2.2263067,-2.29372,-2.2980132,-2.3299024,-2.3593664,-2.3703609,-2.178381,-1.8647568,-1.1309011,-0.47114643,0.06705617,0.021380357,-0.37731192,-0.84582853,-1.037524,-1.2937828,-1.4878964,-1.4495752,-1.0874848,-0.31459168,0.11280206,-0.22649933,-0.35656762,-0.16325887,-0.36602187,-0.6467787,-0.588779,-0.6639148,-0.7444445,-0.7344522,-0.5675771,-0.7447705,-1.1835251,-1.1435066,-1.5534594,-1.4993114,-1.3221872,-1.1369183,-1.1128939,-1.0029117,-1.1730006,-1.3565085,-1.3783618,-1.3097798,-1.2005482,-1.1346648,-1.062381,-1.0454276,-0.97312593,-0.79669803,-0.59554756,-0.37247625,0.07896724,0.5812454,0.5247384,-0.24798894,-0.8143656,-1.4849273,-2.160218,-2.3925405,-2.2984781,-2.1276767,-2.0795841,-2.0613246,-2.0310855,-1.9650736,-1.7344344,-1.3094006,-1.1486217,-0.9329579,-0.60667336,-0.2145397,0.16165501,0.4109403,0.5755926,0.58049774,0.6909067,0.25511807,0.12571323,0.18174437,0.12179461,-0.00031125546,-0.0009509325,-0.000972867,-0.0010456443
-0.5481045,-0.66386735,-0.533794,-0.591599,-0.61482483,-0.7364951,-0.8979611,-1.078047,-1.3790003,-1.7472785,-2.0427332,-2.224347,-1.8545445,-1.6489367,-1.6453729,-1.2468423,-0.55403036,0.3034651,0.8736817,1.0475873,1.1772571,1.1717165,1.0921564,0.59646255,0.010151312,-0.46733597,-1.3350575,-1.359534,-0.9863769,-0.65094715,-0.57572806,-0.65831894,-1.011437,-0.8455164,-0.4089885,-0.1503798,0.056695938,0.37474653,0.55508924,0.57204103,0.6284908,0.70779705,0.58066344,0.46546096,-0.58415616,-0.88014364,-0.6428418,-0.3590911,-0.38892135,-0.7413963,-1.3511481,-1.5385953,-1.5910745,-1.6832225,-1.7164512,-1.6548678,-1.6951116,-1.7331827,-1.7647793,-1.7600702,-1.7854934,-2.0464053,-2.0217094,-1.6848445,-1.2272493,-1.0935276,-1.2054648,-1.045785,-0.81022453,-0.42389628,-0.143264,-0.18994437,-0.49942225,-0.8548954,-1.0261402,-1.3662732,-1.9655533,-1.9191053,-1.562526,-0.81017214,-0.5565893,-0.289717,-0.1807118,-0.26237026,-0.37903193,-0.8045517,-0.9058312,-1.0815188,-1.1970905,-1.3303165,-1.4505482,-1.5179913,-1.660667,-1.5411205,-1.4213789,-1.3507284,-1.2310753,-1.188362,-1.2725248,-1.3152473,-1.3305365,-1.3921843,-1.4057553,-1.3579012,-1.2871687,-1.3443077,-1.5390377,-1.6929011,-1.5973866,-1.468325,-1.54201,-1.8382874,-1.9633719,-1.7748264,-1.5836735,-1.4406354,-1.2682552,-1.157911,-1.100443,-0.8716349,-0.78348565,-0.78562784,-0.90794843,-0.91548425,-0.8246302,-0.8785613,-1.1607617,-1.5920055,-1.8595484,-2.3931649,-2.9632297,-3.1550174,-3.2718582,-3.2145224,-2.9743147,-2.9742458,-2.974246,-2.974215
-4.0086384,-3.8477197,-3.7306046,-3.674914,-3.6471848,-3.578991,-3.5922394,-3.260165,-3.1000586,-2.5622404,-2.4096572,-2.369737,-2.3795426,-2.3792796,-2.3722525,-2.541981,-2.636222,-2.8713298,-3.1540103,-3.3171647,-3.4705083,-3.4335947,-3.205018,-3.0857816,-3.347033,-3.4061384,-3.1928303,-2.993093,-2.631671,-2.3826191,-2.299861,-2.1979194,-1.9549097,-1.4968736,-1.02349,-1.1612183,-1.3683455,-1.1411853,-1.0266116,-1.0189002,-1.1249964,-1.2130327,-1.5090698,-2.4202657,-3.880231,-3.602277,-3.4081306,-3.3550525,-3.3220878,-3.1675153,-2.6378965,-2.3480766,-2.0125284,-1.7862886,-1.8087977,-1.7927601,-1.8019311,-1.8646185,-1.6388943,-1.3042111,-1.0199705,-0.9190444,-1.2173012,-1.2214808,-0.91233164,-0.5921458,-0.16473383,0.27671844,0.7019962,0.94471645,1.2178663,1.4011682,1.2289485,0.30627513,-0.4490433,-1.4369076,-2.9669428,-3.2815473,-3.3211892,-3.2363126,-3.068065,-2.998973,-2.9089289,-2.8157337,-2.7872305,-2.6785464,-2.917115,-2.8320923,-2.4846332,-2.252034,-1.964974,-1.6734796,-1.1646197,-0.8035288,-0.7188496,-0.66351855,-0.79041696,-0.80880666,-0.74100786,-0.7715807,-0.7583584,-0.7552811,-0.80020624,-0.8810686,-0.97970533,-1.2602243,-1.7033424,-2.2975147,-2.5702405,-2.661182,-2.8783522,-2.8747263,-2.7990735,-2.912393,-2.9772851,-3.0929055,-3.1946616,-3.33644,-3.4830234,-3.5488997,-3.5088367,-3.4526339,-3.340252,-3.2567315,-3.2656496,-3.3316565,-3.3872268,-3.40593,-3.2597108,-2.939283,-2.8016102,-2.7026181,-2.562236,-2.597451,-3.050511,-3.0503564,-3.0503464,-3.0503566
