0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
13.412407,13.456073,13.44783,13.337611,13.22504,13.28441,13.2326565,12.84822,11.800082,9.804265,6.4193506,3.9651806,2.7859635,2.3196456,1.1227827,-0.17398264,-0.73883444,-1.0742768,-1.0936074,-0.53449374,0.015491843,0.6318963,1.0620606,1.0974585,0.8739442,1.0981561,1.3212371,1.4972727,1.6748443,1.6856145,1.7311448,1.7200991,1.8411659,1.8789719,2.0431027,2.1574562,2.0761266,1.835228,1.5334685,1.2554808,1.0990604,0.8141663,0.6077224,0.5734742,0.6746399,0.81938994,0.9751141,1.2360325,1.6620322,1.8515869,1.9465365,2.0399094,2.0757794,2.188834,2.5458865,2.6460724,2.556726,2.5014014,2.542669,2.602521,2.4846735,2.516941,2.3864815,2.1101315,1.7977695,1.5471649,1.2634478,1.0819818,1.4206872,1.2452509,0.9208367,0.2295004,0.06399779,0.20583256,0.6982062,1.221094,1.4223711,1.3887308,1.4603872,0.89076096,1.3522348,1.5253198,1.2061377,0.71395326,0.64748067,0.8566907,1.0631634,1.3229442,1.4455873,1.7276092,1.9067539,1.550403,1.2238518,1.1887687,1.1023558,0.94008774,0.8014074,0.3584079,-0.0466419,-0.17927393,-0.28963426,-0.37089735,-0.36725885,-0.390382,-0.3618568,0.062451012,0.5624204,1.1079209,1.2242422,1.4298601,1.5355333,1.6372626,1.3008773,0.7539387,0.61099786,0.8440834,1.9488792,2.5078638,2.9577007,3.4702768,4.9788694,6.7281713,7.3871293,7.0679483,5.789041,4.8559923,4.555456,2.934567,2.252473,1.8314114,2.0869393,2.438439,3.3888888,4.1187816,4.913615,5.4665213,5.72953,5.6603937,5.1543455,4.1323786,3.140516,1.4913006,1.3010149,1.5858798,1.703872,1.6716069,1.5815592,1.4611251,1.4362549,1.3291471,1.2149692,1.1855266,1.091533,1.0372437,0.93492603,0.9642979,1.2850862,1.6648296,2.2791405,2.5279331,2.3312945,1.4499173,1.0531223,0.92067605,0.22567719,-0.4774019,-0.55789673,-0.027231425,0.51655054,0.558623,0.56027085,0.66659284,1.3288554,2.7437785,4.2865415,5.767814,6.9997945,7.8906364,8.460997,9.332479,9.775785,9.766506,9.864574,9.832365,9.955211,10.131343,10.454674,10.817777,11.070693,11.266418,11.250091,11.235664,11.447847,10.667749,10.667312,10.667317,10.667292
-2.4480722,-2.4978197,-2.5758348,-2.6323853,-2.5268054,-2.4131107,-2.3133793,-2.4808402,-2.543138,-2.4547238,-2.8892336,-2.9587212,-2.7751765,-2.6659646,-2.369007,-2.3541799,-2.2860496,-2.2239728,-2.0721705,-1.8339235,-1.7281443,-1.9651183,-2.1191013,-2.0617085,-2.6403797,-3.172894,-3.370593,-3.5231566,-3.6201768,-3.6420362,-3.6435828,-3.5932684,-3.5559504,-3.6535897,-3.729514,-3.686708,-3.638479,-3.5058284,-3.357048,-3.1628323,-3.0006618,-2.701114,-2.5155344,-2.2880719,-1.9498811,-1.7654067,-1.681648,-1.5616721,-1.4503913,-1.4237425,-1.5501895,-1.6362998,-1.6388605,-1.6627725,-1.5006814,-1.2974303,-1.1602094,-1.0133787,-0.9096271,-1.1694276,-1.5965669,-1.9901918,-2.1265664,-2.1066859,-2.1231036,-2.4636307,-2.5506282,-2.4407372,-2.3595777,-2.191961,-2.251894,-2.758672,-2.5624082,-2.1693296,-1.9299922,-1.7757969,-1.783679,-2.1346445,-2.5849454,-2.4079826,-2.3649728,-2.4474075,-2.3125265,-2.1020274,-2.098319,-2.1174712,-2.1629243,-2.1164489,-2.1197085,-2.515736,-2.9091835,-2.348978,-1.5506046,-1.2916406,-1.566072,-2.1343935,-2.2057955,-1.9571241,-1.30446,-0.6920632,-0.38519472,-0.2949577,-0.1571346,-0.008992985,0.034249738,-0.20475963,-0.24920669,-0.19967172,-0.36929786,-0.64517,-0.7713772,-0.8022224,-0.7964882,-0.46468866,-0.011232823,0.34142798,0.6530982,1.3031768,1.7208844,2.1313815,1.4792378,-0.4812163,-1.4958415,-2.2055948,-2.6671646,-3.0184174,-2.856779,-2.786365,-2.9830008,-3.1434667,-2.7501054,-2.2359028,-1.8952954,-1.7744291,-1.5518734,-1.5333054,-1.536701,-1.5904084,-1.70984,-1.85142,-1.9941968,-2.468122,-2.817483,-2.920793,-2.7383742,-2.5854754,-2.6093552,-2.6272893,-2.661254,-2.621447,-2.5454073,-2.5264974,-2.8020568,-3.295968,-3.6367903,-3.476634,-3.5081933,-3.631874,-3.7345788,-3.8700485,-3.8448815,-3.1516562,-2.809675,-2.6989365,-2.3307672,-1.8804021,-1.5115229,-0.76388097,0.46116516,1.8630456,3.3155007,5.1267366,7.812855,9.184593,9.419959,9.165085,8.800648,8.336956,7.8803096,7.173147,6.8221436,6.4259653,5.458314,5.1482286,5.1511784,4.9661527,4.3428802,4.088238,3.7959032,3.7322035,3.7530632,3.6184988,3.9028249,3.201719,3.2004263,3.2005146,3.2003274
-0.8211431,-0.85145897,-0.8958244,-0.91957295,-1.0055169,-0.9738568,-1.023777,-0.9681223,-0.83816326,-0.48394138,0.096610576,0.3543849,0.6271281,0.48724142,0.15477055,-0.52242553,-1.3772264,-1.965115,-2.7620416,-3.0972831,-2.4671643,-1.8309271,-1.7456661,-1.8660558,-1.6167312,-1.246894,-1.0428774,-1.0014296,-1.1367526,-1.3445868,-1.4911269,-1.6336403,-1.592301,-1.5052423,-1.2997757,-1.0430396,-0.9405981,-0.76426363,-0.58078647,-0.49583402,-0.4048412,-0.2116983,-0.08060901,-0.07216762,-0.09341058,-0.14722167,-0.12085504,-0.05088543,0.080533,0.08623427,-0.028149985,-0.18390664,-0.35384214,-0.47228023,-0.51032263,-0.5438348,-0.7021078,-0.8245901,-1.0152774,-1.3909888,-1.7446374,-2.0843744,-2.2345219,-2.171824,-2.0668654,-2.2320502,-2.5216265,-2.1790407,-1.9378203,-1.9711256,-2.3648136,-2.810254,-2.5560007,-2.381648,-2.3919663,-2.4885657,-2.6449566,-2.5196881,-2.3224103,-2.4906533,-1.9056361,-1.2856994,-1.3135836,-1.1678593,-0.8498516,-0.429457,0.31177586,1.0958472,1.8393779,2.0661492,2.565696,2.4959922,2.0170438,1.5359262,1.4450417,0.87370723,0.19624439,-0.3632627,-0.977365,-1.1579406,-1.1805396,-1.1954148,-1.1380191,-1.0823323,-1.0930932,-1.0980105,-1.2479883,-1.389627,-1.5305351,-1.623291,-1.6488225,-1.5128049,-1.2990063,-1.5693727,-1.8892214,-1.9359646,-2.2253013,-2.8310695,-3.275628,-3.6869159,-3.456852,-2.6853445,-2.2273457,-1.784313,-1.6069407,-1.7457194,-1.7519735,-2.099445,-1.9696321,-2.1220906,-2.578173,-2.7622113,-2.7808404,-2.6805778,-2.6497662,-2.5316086,-2.245182,-1.501544,-0.49503568,0.045032375,0.38925308,-0.17647673,-0.6691804,-1.2808704,-2.0883887,-2.8832474,-3.1657126,-3.2563932,-3.2350717,-3.2484143,-3.2143564,-3.0921478,-2.758874,-2.377211,-1.8783506,-1.2746749,-0.7612525,-0.31627488,-0.3646964,-0.90445316,-1.0969311,-0.959579,-0.77217764,-0.6645018,-0.5529846,-0.61370194,-0.7210453,-1.1538467,-2.0602486,-2.7638478,-2.8739283,-2.87223,-2.7788649,-2.3604364,-2.0789146,-1.8628943,-1.692109,-1.7402785,-1.7814306,-1.6239214,-1.5189188,-1.9167578,-2.0053194,-1.9596803,-1.8922033,-1.8940663,-2.0584593,-2.0729127,-2.0404563,-1.894433,-1.8578107,-1.7435052,-1.5868675,-0.1974785,-0.19672811,-0.19678213,-0.19669661
-2.5010917,-2.459597,-2.387456,-2.360654,-2.1564343,-2.0279691,-1.7934836,-1.728743,-1.2755157,-0.69726074,-0.28114104,-0.092840135,0.017107919,0.0873474,0.30382472,0.2784139,0.3490753,0.19099945,-0.54215336,-0.8850294,0.36129367,1.054723,1.1386576,0.59357524,-0.8582821,-1.4582165,-1.4981396,-1.4567426,-1.4206618,-1.3755479,-1.3537039,-1.3049971,-1.2859727,-1.4593879,-1.6308285,-1.7075496,-1.7331606,-1.721558,-1.7121401,-1.6866955,-1.6283988,-1.5671545,-1.603341,-1.7202826,-1.7559731,-1.7657201,-1.7856442,-1.7989767,-1.7905095,-1.7747927,-1.932589,-2.1020815,-2.1660886,-2.189602,-2.0842252,-1.7913408,-1.53318,-1.300527,-1.0816321,-1.1592901,-1.4757733,-1.6882071,-1.5931455,-1.2417395,-0.9255812,-1.195868,-1.6313515,-1.9422512,-2.1547875,-2.248759,-2.5795155,-2.8889394,-2.554176,-2.5077415,-2.5031104,-2.0901008,-1.4943974,-1.355032,-1.451554,-1.6407448,-1.7012647,-1.8259685,-1.8568468,-1.866745,-1.9818822,-2.0654109,-1.9208623,-1.6438243,-1.0901809,-0.9157839,-0.6751593,0.19667262,1.1422158,1.1514286,0.69665956,-0.33457524,-0.72464705,-0.8773935,-1.0153534,-1.0727555,-1.0467826,-1.0358062,-0.87049013,-0.6578621,-0.52422,-0.41829652,-0.6002435,-0.98428184,-1.2420939,-1.4442688,-1.3527082,-1.0558122,-0.9506343,-0.91288906,-0.35355666,0.74994415,1.9593328,3.275927,3.5987391,3.1581395,2.0329194,0.5421308,-0.05721327,-0.6653086,-1.0893927,-1.4924488,-1.4509326,-1.4540975,-1.613994,-1.914155,-1.8656564,-1.663891,-1.1995301,-0.7571494,-0.3833905,-0.37875435,-0.31460127,-0.08074342,-0.16966462,-0.48268434,-0.48989606,-0.5343165,-0.44506747,-0.11032924,0.09636673,-0.18511912,-0.47737533,-0.6498354,-0.7599201,-0.9426129,-1.0817804,-1.0270438,-1.0721334,-1.4433875,-2.0285892,-2.0452733,-2.1684675,-2.2783341,-2.3253071,-2.1347363,-2.2736928,-2.2357495,-2.232383,-2.2920265,-2.1130238,-1.6145427,-0.8659657,0.12517121,0.40048406,0.006041106,-0.46431592,-0.8570189,-0.91410005,-0.92135084,-1.01777,-1.2985857,-1.5043063,-1.7090394,-1.7456805,-1.5502403,-1.6519473,-2.1802204,-2.7985256,-2.7776628,-2.3489861,-2.369272,-2.562228,-2.487306,-2.6450324,-2.661392,-2.742485,-2.874123,-2.5536752,-1.2906071,-1.2905078,-1.2904925,-1.2905862
0.78975403,0.81652975,0.87943375,0.8578911,0.6010734,0.47304913,0.3324336,0.280556,-0.01844192,-0.05388285,0.38513076,0.21531987,-0.26995638,-0.46902013,-0.5704615,0.10903862,1.4802276,2.3282695,2.8807573,1.6068527,-0.4443442,-1.7706078,-2.4044387,-2.522361,-1.841841,-1.3777437,-1.1054664,-0.89320534,-0.56715345,-0.22081208,-0.022678852,0.17082788,0.18512373,0.37177193,0.56337035,0.8017131,1.0622358,1.518842,1.9074914,2.138111,2.186111,2.3155994,2.4705253,2.4501157,2.2398424,2.1203146,1.9709272,1.566885,0.9615462,0.53928554,0.24164581,0.0505964,-0.071076155,-0.19052769,-0.56014085,-0.6381877,-0.6296918,-0.7033217,-0.978599,-1.1347141,-1.0194203,-0.74834585,-0.3885307,-0.23562959,-0.028191023,0.40591025,0.65843904,0.50174403,0.36452892,0.35053316,0.60603166,0.3316956,-0.050471917,-0.1538698,0.039890267,0.15397951,0.10974732,-0.19785956,-0.9292737,-1.5200322,-1.9303181,-1.5926926,-1.350749,-1.3180897,-1.172785,-1.0477003,-0.90251404,-0.984429,-1.5438573,-2.0672119,-2.883764,-3.5932922,-3.7445774,-3.603911,-2.9248767,-1.6869959,-1.255334,-1.1796379,-1.2237201,-1.193288,-1.1501101,-1.0647657,-1.1612861,-1.2771311,-1.403975,-1.6594415,-1.8261224,-1.791342,-1.4613749,-1.136451,-0.95825434,-0.89917135,-0.89955986,-0.7260526,-0.42517084,-0.37132198,-0.5788051,-0.9293524,-0.8388348,-0.72132033,-0.5334089,-0.44307554,-0.57183695,-0.8145141,-0.8135477,-0.6498831,-0.78636616,-0.691208,-0.725058,-0.6526914,-0.42570865,-0.292981,-0.38639134,-0.5145798,-0.5494154,-0.49418736,-0.6973749,-1.3739109,-1.8384064,-1.9404427,-2.205413,-2.4656167,-2.4986897,-2.3398886,-1.7778115,-0.91252875,-0.42888662,-0.13546723,0.041152954,0.33195728,0.56551915,0.55835474,0.47680655,0.4354295,-0.172631,-0.9776908,-1.4624426,-1.7724333,-2.0545945,-2.054421,-2.2687414,-2.390988,-2.2321928,-2.3711238,-2.538007,-2.4735463,-1.9763072,-1.7995965,-1.4365065,-0.76372397,-0.2486106,0.14644188,-0.2246608,-1.0229831,-1.1388417,-1.008656,-0.7883371,-0.30633023,0.11628181,0.4062535,0.10063875,0.38561705,0.4469624,0.3189357,0.33199173,0.24479812,0.058602724,-0.058548056,-0.00845471,-0.028625295,0.09108806,0.3022449,0.29846925,0.5569983,0.55579525,0.55590355,0.55567974
-3.1540792,-3.2779636,-3.7261307,-3.91558,-4.042075,-4.0719767,-3.9607906,-3.8179178,-3.278686,-1.9923468,-0.9135137,-0.6063911,-0.5559693,-0.5207672,-0.42850977,-0.7425137,-0.97903115,-0.22420652,1.5096257,2.8544154,1.6979401,0.096086055,0.32441634,1.3450599,2.2659106,2.0098593,1.8286456,1.7304195,1.6539435,1.7451024,1.8929901,2.175819,2.3547218,2.6317234,2.9838562,3.254654,3.3287358,3.4229984,3.4769855,3.4804611,3.491719,3.5541806,3.5037453,3.356565,3.209529,3.1151447,3.153606,3.1040087,3.17143,3.3981543,3.842414,4.2133007,5.120515,5.8630304,6.567256,7.2947135,7.915119,8.502131,9.47881,10.4380865,10.956021,11.247148,10.838566,10.249042,9.185086,7.1954336,3.8483136,2.071486,1.4489815,1.4820876,0.63091624,0.6561572,0.10746935,-0.5215399,-0.8129515,-0.94562757,-0.9916473,-1.2272438,-1.2759215,-1.245932,-2.1637425,-2.2522116,-2.0354793,-1.8592694,-1.8485191,-1.7626674,-1.556426,-1.6289911,-1.5252941,-1.32749,-0.60835207,0.689349,1.0481014,1.0089667,0.29694015,-0.8127973,-0.9559583,-0.6253801,0.09114407,0.67906964,0.9557361,1.0205073,1.246813,1.6590688,1.9434054,2.1933482,1.8366846,1.5246106,1.4202368,1.1724834,0.700724,0.14255871,-0.306323,-0.46075106,-0.9942474,-1.555732,-1.8488264,-1.686905,-1.594547,-1.5006822,-1.8039248,-2.2712927,-2.952198,-3.3926692,-3.276878,-3.169539,-2.9433823,-2.0484319,-1.21838,-0.8838928,-0.69955385,-0.8112296,-1.1397276,-1.2171803,-1.1872385,-1.0506023,-1.1329445,-1.3089213,-1.2717863,-1.1171842,-0.3461035,0.9797919,0.6571071,0.2988422,0.089558914,0.4349987,0.8797089,1.1603792,1.3916616,1.6334462,1.8012311,1.7214092,1.0991614,0.57786053,0.22658423,0.42739087,0.35849148,0.06799092,-0.23949805,-0.47166005,-1.2071524,-1.5271997,-1.9317046,-2.0313432,-1.3578882,-0.06292279,0.26267686,0.028022662,-0.6263044,-1.0671464,-1.2426271,-1.3539214,-1.1899136,-1.0607462,-1.1767387,-1.4567581,-1.691228,-1.6796973,-1.5908139,-1.6299953,-1.6505331,-1.7461269,-2.0273533,-1.9736822,-1.9252412,-2.057117,-1.8448963,-1.7870458,-1.8738426,-1.7999604,-1.8819437,-2.0543432,-2.5316043,-2.0313573,-2.0303292,-2.0304306,-2.0302355
-2.5366833,-2.5799365,-2.7554116,-2.8250387,-2.8219352,-2.8673058,-2.930422,-2.9949288,-2.9452724,-2.7577462,-2.6072388,-2.5034778,-2.5148287,-2.5070052,-2.2803497,-1.651127,-1.2355285,-0.9681605,-0.6918296,-0.8271377,-1.1092923,-1.1429318,-0.115620255,0.98705477,1.1995158,0.5933063,0.04019952,-0.26599494,-0.5213879,-0.6551021,-0.7459295,-0.814684,-0.88269144,-1.1946048,-1.7092584,-2.1663172,-2.3619318,-2.6137877,-2.6527276,-2.5329232,-2.3742247,-2.0809698,-1.7551055,-1.4093773,-1.0854644,-0.9580525,-0.92013526,-0.82519335,-0.806658,-0.7895868,-0.7290803,-0.6315775,-0.61922306,-0.70000196,-0.8720972,-0.8846079,-0.705189,-0.49773595,-0.25729355,-0.068646535,0.036873877,-0.089836895,-0.35357726,-0.52556306,-0.74348253,-1.3097138,-1.869071,-1.8699453,-1.6560228,-1.5625262,-1.4362243,-1.3627818,-1.4901092,-1.5525506,-1.6421893,-1.8053741,-2.066043,-2.3658109,-2.2181396,-1.4947796,-1.7852894,-2.0529737,-1.8231242,-1.5678594,-1.5294011,-1.4714085,-1.4771547,-1.4962568,-1.4144443,-1.2712536,-0.94624263,-0.44078818,-0.19315434,0.115794376,0.3566367,0.294446,0.4309825,0.6897723,1.096024,1.1106751,0.9008031,0.7746473,0.61036384,0.33492938,0.15610708,-0.12710093,-0.10775672,-0.101237856,-0.032941975,-0.063890934,-0.15248148,-0.33476323,-0.48775458,-0.3774176,-0.5184047,-0.69929916,-1.0118536,-0.86609,-0.8550778,-1.0017623,-1.2433965,-1.2619252,-1.2916839,-1.1584778,-0.62142605,0.06873775,1.0707262,3.862082,6.272622,7.777404,8.224106,8.200073,7.9686813,7.74706,7.0066614,6.256744,5.000067,3.073575,-0.11138263,-1.3031826,-1.3511233,-0.41694605,-0.17897677,-0.18766163,-0.2577194,-0.24737613,-0.19690005,-0.12773415,-0.10457954,-0.029498167,0.10178805,0.098189875,-0.18897523,-0.7060333,-1.1667585,-1.2220572,-1.5792396,-2.2250876,-3.0202413,-3.3739116,-3.3726647,-3.0822725,-2.9801054,-2.901876,-2.5007055,-1.677647,-1.4591745,-1.4605669,-1.3622159,-1.069853,-0.8383448,-0.7307061,-1.1027364,-1.7913661,-2.1610513,-2.389165,-2.6118186,-2.8036022,-2.9162433,-3.0259638,-3.054098,-3.0997384,-2.8352046,-2.8611841,-2.7180443,-2.7888184,-2.6610835,-2.6539998,-2.6805897,-2.7414854,-2.7241082,-2.769795,-2.785316,-2.008356,-2.0081873,-2.0082002,-2.0081966
-1.6319408,-1.7199512,-1.7104661,-1.7461208,-1.8020831,-1.7411053,-1.676692,-1.7306478,-1.6049877,-1.5154828,-1.3446698,-1.1181729,-0.93933064,-0.76494807,-0.57379717,-1.475939,-1.5824206,-1.0486481,-0.2697687,0.65719134,1.2529662,0.7803844,0.108129874,-0.21524927,-0.97976595,-1.4995203,-1.6017784,-1.5452144,-1.4173765,-1.2405269,-1.0749018,-0.96220696,-1.0570974,-1.1856556,-1.2220951,-1.2272007,-1.2390635,-1.1936167,-1.3153117,-1.3387315,-1.3376737,-1.4152055,-1.5090868,-1.5310163,-1.4506547,-1.4055674,-1.3396819,-1.2929479,-1.1806935,-1.1054204,-1.1194409,-1.1384261,-0.9496528,-0.68943375,-0.31979147,0.028192857,0.3133948,0.36260805,0.11093208,-0.5165019,-1.0776837,-1.4619493,-1.4120836,-1.1089871,-0.70214444,-0.22459592,0.6001815,1.0747623,1.4153146,1.4073392,1.2012568,1.3691342,1.6685588,1.6199386,1.530998,1.6087835,1.8515495,1.5967206,0.57485604,0.20546104,-0.40541044,-1.132895,-1.3768902,-1.5196745,-1.6253194,-1.5824201,-1.3611023,-1.3387531,-1.5827818,-1.5737375,-1.3475484,-0.6223156,0.03966242,-0.07833904,-0.9366814,-1.7545501,-1.9086183,-1.7867408,-1.240894,-0.548674,-0.24925838,-0.25300035,0.02198933,0.37512526,0.5373063,0.7228349,1.0341651,1.4347489,1.4458182,1.4048194,1.4867749,1.6553648,1.9644282,3.2337418,5.600321,8.10639,9.4392605,10.520648,10.864423,10.826391,9.842297,7.5608616,5.500928,3.5323014,2.0442116,0.75986195,0.99978757,1.3082582,0.8135977,0.12234532,0.102011725,-0.010510609,-0.06390059,-0.19172986,-0.46101516,-0.7061641,-0.76486206,-0.90137106,-1.1549261,-1.438589,-1.4469832,-1.282437,-1.3440634,-1.3218871,-1.2552115,-1.0900087,-0.96006227,-0.835405,-0.69180584,-0.37252176,0.096672475,0.6905216,1.3127189,1.2397548,0.6581885,0.2574854,-0.17232718,-0.20865375,0.44006068,1.0740415,1.3711581,2.119915,2.3145185,2.2840855,2.924369,3.9300876,5.0337276,5.319787,5.027999,4.0324745,3.2850184,2.9217849,3.9381862,5.280112,5.2991867,4.6856422,3.9950104,3.3016367,2.894468,2.2287476,1.5573263,0.84080577,-0.4600137,-0.7668313,-0.4175309,-0.6561994,-1.0043743,-0.79968584,-0.8074592,-0.83832264,-0.88267934,-1.148921,-1.0276889,-1.6805699,-1.6809769,-1.6809722,-1.6810458
-0.5083498,-0.6166303,-0.791506,-0.9134157,-0.872772,-0.8320981,-0.8657638,-0.9951773,-0.9669881,-0.79369885,-0.63101363,-0.48594368,-0.44525865,-0.28006127,0.2853449,1.8252087,2.3555818,2.3599644,2.1797943,1.3388767,0.15985546,-0.26779053,-0.5673864,-0.39258122,-0.42205843,-0.6232118,-0.5485194,-0.44117606,-0.29504907,-0.26063025,-0.30699238,-0.42884645,-0.587776,-0.69789624,-0.70313096,-0.67086077,-0.6515765,-0.803015,-1.0241268,-1.1612878,-1.2513006,-1.5355976,-1.7910593,-1.863002,-1.8254983,-1.7552164,-1.7656492,-1.7264943,-1.6805543,-1.553973,-1.1952109,-0.76005703,-0.2994742,0.29938573,1.2037967,1.3538594,1.3012736,0.8513365,0.52070725,0.537227,0.64046454,0.7554631,0.68461585,0.59654534,0.5338341,0.6095445,0.6339903,0.4868352,0.4755808,1.4220151,3.1189666,6.754648,9.095038,10.433369,11.295946,11.835985,11.831027,11.538198,10.478916,8.650487,3.9098625,0.9450207,0.31808758,0.11690453,0.07575975,-0.053032324,-0.39751574,-0.7276946,-0.744071,-0.62112594,-0.70488864,-0.8030313,-1.1629952,-1.3391545,-1.682936,-1.5698459,-1.28524,-1.0842254,-0.7177986,-0.5097356,-0.4469802,-0.31113645,-0.4289211,-0.5320551,-0.48137245,-0.32349032,0.0074561834,0.23610687,0.18922484,0.05003822,-0.044790655,-0.19476235,-0.32303166,-0.32330263,-0.45662034,-0.82142496,-0.61809283,0.21505524,0.69770664,1.1008997,0.38579383,-0.5178724,-1.0672369,-1.2697275,-1.207796,-0.95913947,-0.888722,-0.4049723,-0.4397109,-0.21060854,0.2641037,0.3910293,0.0465503,-0.4984786,-1.1054657,-1.4372644,-1.4205856,-1.2522875,-1.1412773,-1.0567845,-1.0698841,-0.71268153,-0.7254023,-0.9492861,-0.95942855,-0.9352684,-0.9162303,-0.8943859,-0.94352233,-0.87006915,-0.81980604,-0.96623117,-1.3118691,-1.617551,-1.825229,-1.9764946,-2.4738548,-2.947173,-2.6707766,-2.1368535,-2.0728083,-2.1004694,-2.0880954,-1.9831748,-1.7162553,-1.3163395,-1.1174482,-0.61027086,0.20137522,0.80278134,0.979319,0.8464188,0.21132094,-0.31914493,-0.6323852,-0.74412555,-0.77692735,-0.9696604,-1.4070374,-2.0256493,-2.2350392,-2.504511,-2.3750277,-2.39495,-2.3381429,-2.3672924,-2.336234,-2.281126,-2.3418531,-2.4789634,-2.5577989,-2.6734142,-2.5268142,-2.496399,-2.4953778,-2.4954672,-2.495215
-2.3618808,-2.3838484,-2.512991,-2.5481253,-2.6818523,-2.7712991,-2.7971091,-2.7564344,-2.5424442,-2.025344,-1.5410855,-1.8055876,-2.0521543,-2.1628706,-2.3202758,-2.1172485,-1.92415,-1.9536556,-1.8776271,-1.9679861,-2.0400162,-1.8299639,-1.6429738,-1.4672878,-1.0683765,-0.8969444,-0.82090425,-0.7392599,-0.567575,-0.22751483,0.030788064,0.513144,0.8708773,1.1963468,1.3293796,1.3462737,1.419262,1.578275,1.7497072,1.9340417,2.007197,2.2829704,2.4527607,2.4834743,2.45851,2.3946545,2.3596096,2.1647162,1.874251,1.6366028,1.3993531,1.1862465,0.9314171,0.59534633,0.16712564,0.10465159,0.18971059,0.32421774,0.37023368,0.19837502,-0.05867061,-0.6077758,-1.1982775,-1.7089988,-2.1454477,-2.1589627,-1.9060721,-1.6725584,-1.5514495,-1.0860541,-0.7553268,-0.9915186,-1.2255296,-1.5297043,-2.032462,-2.418459,-2.453889,-2.4444785,-2.5378704,-2.7817922,-2.7269428,-2.1412394,-1.6590147,-1.3985909,-1.4084599,-1.5914392,-1.7497447,-1.764363,-1.7057428,-1.7869776,-1.9250611,-1.9396372,-1.7773521,-1.720351,-1.5892092,-1.2775563,-1.0940086,-0.8354318,-0.7165755,-0.94013536,-0.9720533,-0.9994442,-1.0271692,-0.9341768,-0.7976134,-0.7141891,-0.5743399,-0.45480347,-0.32478237,-0.26835704,-0.4032299,-0.75271255,-0.96992636,-0.30146492,0.11280674,-0.3633753,-1.5701792,-2.4396152,-2.6374593,-2.7541394,-2.8406246,-2.9378858,-3.1218672,-3.3382611,-3.2765203,-2.9720771,-3.0418184,-2.7925837,-2.4796476,-1.778826,-1.179578,-0.64135605,-0.32934216,-0.3071187,-0.5408331,-0.8825246,-1.634725,-2.469977,-2.7792337,-2.5699189,-2.2950563,-1.638246,-1.2255821,-0.7645272,-0.28551003,0.19193648,0.36728397,0.42244157,0.39532605,0.33076784,0.19772744,0.045766056,-0.16979922,-0.41393843,-1.0967602,-1.7332788,-2.060296,-2.3519585,-2.7385519,-2.7150018,-2.5158803,-2.5327964,-2.504661,-2.622133,-2.6447964,-2.6069179,-2.4779449,-2.6188102,-2.7527542,-2.899187,-2.8924942,-2.786859,-2.8044853,-2.7032166,-1.8907797,-1.5894032,-1.5420072,-1.5502751,-1.6168174,-1.8631567,-2.058451,-1.6332202,-1.2413288,-1.4965409,-2.053022,-2.232212,-1.9502505,-1.7912271,-1.6554924,-1.707999,-1.705661,-1.5941228,-1.6066765,-1.476211,-1.4766316,-1.4766113,-1.4766743
