0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
12.253441,12.351751,12.396777,12.477005,12.510914,12.540212,12.541328,12.492838,11.502892,12.374447,12.270016,12.087334,11.877558,11.82684,11.379779,11.101301,10.647847,10.173259,9.567743,8.421165,7.922449,7.7147894,7.2216682,6.334676,5.733081,4.4917555,4.2905645,4.331942,4.393666,3.7747164,3.8667264,3.8345153,3.9158144,3.602884,3.1478567,2.743862,2.4245448,2.3199513,2.321775,2.4274714,2.5194926,2.560394,2.8260665,3.0786843,3.177812,3.095236,2.9325275,2.8298922,2.964136,2.869805,2.7227867,2.6874247,2.663855,2.5407915,2.4636304,2.410093,2.4648645,2.5575325,2.399843,2.2129064,1.700348,0.8295357,0.11778754,-0.0039381683,-0.10473901,-0.18872795,-0.05860305,0.21881568,0.5809232,0.84461975,1.0365132,1.3488233,1.7669919,2.2445147,2.596344,2.5624232,2.3828337,2.1797876,1.9971932,2.309257,2.1255956,1.3325356,0.69023144,0.56405103,0.9350525,1.1118977,1.2802167,1.3878056,1.144617,0.8722755,0.71842635,0.58862835,0.5250143,0.49678773,0.76242876,1.0602964,1.4424759,1.5929003,1.7189444,1.8694054,2.0407534,2.1050923,1.760556,1.1553704,0.7096189,0.94379365,1.1774166,1.3555295,1.5271034,1.6246858,1.5743289,1.5520778,1.5515078,1.6025304,1.5286927,1.4660339,1.423253,1.4907584,1.4931614,1.6023202,1.5905557,1.6538718,1.6458572,1.6536589,1.6136198,1.5678592,1.7101109,1.642163,1.5935831,1.6599499,1.7046877,1.9818511,2.1244893,2.459478,2.9785018,3.192361,3.3624454,3.8045602,4.013479,5.2623825,6.288099,7.414484,8.915734,9.505146,10.400084,11.108736,11.000719,11.202623,11.50276,11.29199,11.5028,11.417706,11.495459,11.632347,11.7318125,11.855932,11.777021,11.7791605,11.50312,11.502869
-2.1118186,-2.154419,-2.1452312,-2.1970959,-2.218303,-2.2462187,-2.2338543,-2.1506033,-1.6512377,-2.2305703,-2.2130547,-2.2918608,-2.247343,-2.2444084,-2.2791638,-2.3017004,-2.2645671,-2.307523,-2.4348702,-2.6695924,-2.765253,-2.7594533,-2.7461653,-2.8478146,-2.92805,-2.8520856,-2.8142345,-2.8129382,-2.7714205,-2.8171163,-2.8344169,-2.858481,-2.7751489,-2.806958,-2.865288,-2.8468235,-2.8470778,-2.7884977,-2.809261,-2.8181942,-2.7248409,-2.6541398,-2.5804276,-2.5162506,-2.4083304,-2.2712488,-2.1561017,-2.1115913,-2.1499786,-2.3515327,-2.4204643,-2.4991846,-2.5603688,-2.5833676,-2.538091,-2.3942924,-2.3578086,-2.1910226,-2.1465957,-2.1907823,-2.2208164,-1.6565022,-1.5852123,-1.2101053,-1.223786,-1.3706748,-1.4692934,-1.5545259,-1.7973886,-2.1534915,-2.4503388,-2.4712877,-2.4235215,-2.3009343,-2.053025,-1.8089807,-1.6144416,-1.511909,-1.4453983,-1.5995557,-1.6156226,-1.3213094,-1.1503383,-1.5784156,-1.9405677,-1.947676,-1.8700227,-1.7766116,-1.6623777,-1.6669893,-1.5546422,-1.4066377,-1.1914806,-1.0099878,-0.79319733,-0.36354786,-0.19769713,-0.11268142,-0.15888712,-0.20826454,-0.6570821,-1.1417146,-1.236402,-1.2913699,-1.158386,-1.6416652,-1.8640997,-1.9073707,-1.7700694,-1.6835642,-1.5958116,-1.6008258,-1.6221867,-1.6361511,-1.5488516,-1.569432,-1.4490557,-1.3659098,-1.2705861,-1.1519567,-1.0150958,-0.96400785,-1.0522449,-1.0653995,-0.9237107,-0.8155689,-0.895709,-0.99805003,-1.0444379,-0.9668168,-0.89416283,-0.4165026,0.06937302,0.16340135,0.20081912,0.36946625,0.67356616,0.7573556,0.7585063,0.78773797,0.5865936,0.215752,-0.5609405,-0.9557693,-1.3926268,-1.7511325,-1.8253264,-1.9897169,-1.6513816,-2.1851275,-1.6512859,-2.2689967,-2.3072808,-2.0849855,-2.0418682,-2.0881655,-1.9634762,-1.8654041,-1.6522318,-1.6513203
-0.78141487,-0.6791981,-0.6077173,-0.5393317,-0.45157886,-0.4129066,-0.34932634,-0.3969694,-0.43242455,-0.3525667,-0.4326735,-0.5100874,-0.6287702,-0.60743725,-0.8449887,-1.0312389,-1.4595602,-1.805268,-2.1220078,-2.432992,-2.4934509,-2.6097703,-2.596497,-2.4995627,-2.491014,-2.4590936,-2.4730587,-2.5415564,-2.5708241,-2.4702501,-2.4480205,-2.4103465,-2.5473948,-2.613838,-2.5435205,-2.435161,-2.3403153,-2.2574813,-2.1306462,-2.0728455,-2.0306714,-2.0320191,-2.015932,-1.9790852,-1.981172,-1.8625238,-1.9300092,-1.9921305,-2.0878878,-2.2905548,-2.4176843,-2.5596817,-2.6671352,-2.7458708,-2.7819767,-2.8270469,-2.7669785,-2.7740903,-2.700982,-2.6699266,-2.6719975,-2.8905683,-2.950017,-2.7876694,-2.7569857,-2.8337176,-3.0197453,-3.1468625,-3.0797544,-3.0345292,-3.0814276,-3.0703561,-2.8923044,-2.617401,-2.2811298,-2.101315,-2.1450853,-2.2657669,-2.3135662,-2.114801,-1.8972428,-1.912889,-2.1296163,-2.2927957,-2.4418597,-2.596218,-2.7719104,-2.8783102,-2.950809,-3.006055,-3.0721178,-2.9971695,-2.852854,-2.9560058,-2.9997897,-2.8525004,-2.7594807,-2.89213,-3.0688877,-2.958787,-2.1876671,-1.5491258,-1.2487106,-1.5410833,-2.0473263,-2.25261,-2.5680234,-2.8658018,-2.978455,-3.024852,-3.065373,-3.0801263,-3.112413,-3.1038141,-3.1206622,-3.1539536,-3.2106373,-3.2101479,-3.224461,-3.2465572,-3.2667532,-3.297176,-3.3020647,-3.2994938,-3.312751,-3.3089526,-3.2967944,-3.2955537,-3.185379,-3.076568,-3.0252695,-2.951078,-2.8678086,-2.9565926,-3.0148854,-3.0310826,-3.0000558,-2.8817036,-2.8171782,-2.3050184,-2.0119975,-1.9815266,-1.8984113,-1.8508189,-1.8628623,-1.8776319,-1.9339027,-1.9974033,-0.43271318,-1.9494847,-0.43251938,-1.8845348,-1.8689951,-1.8918295,-1.8905962,-1.7978827,-1.791958,-1.7976236,-0.43701726,-0.43291393
-1.8753874,-1.8740396,-1.8693779,-2.0023339,-2.0714855,-2.078405,-2.1345835,-2.0481038,0.8407606,-1.9216049,-1.911122,-1.8474858,-1.6495572,-1.595999,-1.5503169,-1.5410883,-1.4336354,-1.4624664,-1.4631723,-1.4899108,-1.4594421,-1.4866202,-1.3082411,-1.3720396,-1.4144557,-1.2691585,-1.2004364,-1.2649074,-1.2983546,-1.3361416,-1.3241695,-1.3484844,-1.3986638,-1.5349672,-1.5296654,-1.4823778,-1.4515777,-1.3025852,-1.2565222,-1.3226814,-1.2576952,-1.2233841,-1.1905754,-1.1383722,-0.98534083,-0.7864388,-0.6016762,-0.50167847,-0.56654644,-0.830505,-0.9603996,-1.1424832,-1.3359414,-1.3692434,-1.3670499,-1.2930468,-1.2760574,-1.1470506,-1.2795414,-1.5548763,-1.8839525,-1.275485,-0.43505797,-0.20823613,-0.43870598,-0.59210324,-0.64902836,-0.58214366,-0.50539774,-0.49537238,-0.036300458,0.7724526,2.0119214,3.4375763,5.079931,6.518605,7.6741667,8.376764,8.773999,8.847328,8.859337,9.00848,8.734912,7.6730833,5.944004,4.3001804,3.3000422,2.8362093,2.2630134,1.7612201,1.8463447,2.1137273,2.9646993,4.618701,6.355213,7.1074057,7.6539125,7.855686,7.8769016,7.9339943,8.157236,8.407538,8.617491,8.673355,7.9391046,6.5794363,5.027869,3.5400615,2.8342988,2.577421,2.534422,2.5168698,2.4510875,2.3982272,2.502221,2.4901552,2.6034114,2.7752223,2.837216,3.056015,3.2825494,3.3172245,3.2174306,3.18716,3.3936005,3.5016294,3.4232135,3.2511315,3.4257998,4.555622,5.530754,6.555919,6.959242,7.1972322,7.233773,7.1999,7.081274,6.9518037,6.9168158,6.7686954,6.5212407,6.26968,5.735941,5.235497,3.9543777,2.09453,1.7773722,0.7656913,0.84127903,0.3811063,0.84104085,0.13519739,0.019309103,-0.06952087,-0.40371823,-0.372542,0.07500188,0.027903438,0.84180826,0.8411505
0.9844077,0.97869396,0.97016656,0.8292605,0.6214797,0.5641104,0.46291465,0.43136567,0.9031533,0.3786199,0.40438086,0.40200704,0.38214034,0.28941506,0.41619426,0.56501603,0.745855,0.97500896,1.3308002,1.7218566,1.9102755,1.9050236,2.1672122,2.302074,2.4238737,2.8508759,2.917328,3.0097966,2.996705,3.0557075,3.0030394,2.991952,3.1380768,3.312323,3.3854318,3.3473182,3.1705003,2.9173815,2.748671,2.4342694,2.0843718,1.9560091,1.8191159,1.6802013,1.5859215,1.4303286,1.5189191,1.571805,1.7033484,2.1355991,2.4166968,2.7250335,2.9239054,3.1081796,3.206371,3.1796634,3.053842,2.928269,2.8933008,3.0270119,3.216821,2.5784988,1.5783492,0.6204076,0.5180141,0.6350872,0.6335262,0.5620222,0.29458928,0.15945852,0.07756919,-0.10469696,-0.3744673,-0.5179821,-0.6925759,-0.8743974,-0.95527244,-0.54068404,-0.1943711,-0.057623923,0.055049926,0.42297786,1.2818382,2.862958,4.3318214,4.956697,5.212873,5.1790295,4.986434,4.9529133,4.8834414,4.696246,4.135234,3.182775,0.87486374,-0.19061655,-0.44694915,-0.41405478,-0.2584664,-0.3465488,-0.47468626,-0.22796662,-0.17491192,0.26070958,1.756,3.46211,4.395076,4.950591,4.9781356,4.908576,4.8072767,4.81655,4.9052978,4.8853664,4.7368565,4.8065643,4.792695,4.6253085,4.616101,4.400148,4.206568,4.2202067,4.316971,4.258708,4.141522,4.120831,4.1043344,4.2213645,4.3821325,3.6540155,2.5531404,0.6717886,-0.07930375,-0.2737543,-0.31436306,-0.35378194,-0.43095174,-0.67810106,-0.72088134,-1.0073693,-0.99918544,-0.9028203,-0.85727286,-0.7706248,-0.4806948,-0.30576533,-0.24236928,0.03413838,0.90306735,0.025815547,0.90306246,0.051380575,-0.059029102,-0.03830266,-0.08300915,-0.08259478,-0.17918663,-0.24423482,0.9068542,0.90308297
-2.6396203,-2.678325,-2.7017741,-2.7705073,-2.8995483,-2.9259067,-3.0453777,-3.100106,-2.2766037,-3.215674,-3.1496727,-3.1598568,-3.1242776,-3.115179,-3.0126085,-3.0055668,-2.9249017,-2.8283854,-2.7837145,-2.6466384,-2.6177585,-2.603751,-2.5577698,-2.441783,-2.4083364,-2.1320636,-2.1011825,-2.1019514,-2.076458,-1.6596086,-1.7191837,-1.983775,-2.0452523,-1.7502007,-1.3289428,-0.737724,-0.5949889,-0.5403888,-0.5956441,-0.6509363,-0.5881895,-0.48547134,-0.4852177,-0.49629912,-0.41114277,-0.26638898,-0.33532527,-0.41009808,-0.56988925,-0.7120012,-0.63913864,-0.50612557,-0.3722799,-0.29149497,-0.18104437,-0.024520576,0.09400052,0.3940096,0.8155305,1.0061756,1.2763311,1.7299972,2.4651585,2.3668535,1.9461696,1.904387,2.0095394,2.5226226,3.2968128,3.7724411,3.9321635,3.6261573,3.288786,2.869001,2.4250104,2.1140714,1.761019,1.3259987,1.0322607,0.58488494,0.2861923,0.16239637,0.23074803,-0.22356085,-0.5085011,-0.3469441,-0.29246426,-0.1089939,0.35132402,0.78599036,1.056247,1.4632471,1.8536029,2.2015471,2.2691474,1.9080863,1.1830583,0.69592476,0.23899837,0.18936242,-0.06349337,-0.57733613,-0.7625325,-0.7193457,-1.2032661,-1.636466,-1.3730476,-1.1060953,-0.998657,-0.8845944,-0.77822334,-0.7474167,-0.720013,-0.6268679,-0.52531177,-0.53527194,-0.5904435,-0.65292776,-0.6227347,-0.59258956,-0.4873083,-0.44393915,-0.49778602,-0.541697,-0.46028545,-0.3259104,-0.29865897,-0.1478406,0.16528869,0.6009901,0.7297747,0.7579521,0.50127274,0.04757446,-0.3931341,-0.7338021,-0.9957013,-1.1063145,-1.1573946,-1.6285764,-1.9939868,-2.212234,-2.2702496,-2.2905152,-2.3525596,-2.465302,-2.4575772,-2.6029956,-2.2765718,-2.431116,-2.276556,-2.3259668,-2.3596082,-2.522543,-2.7034707,-2.7546978,-2.7681339,-2.777797,-2.2799358,-2.2767034
-1.9852991,-2.0726717,-2.0827398,-2.058436,-2.0255797,-2.005781,-1.9642339,-1.9490592,-2.0069451,-2.066284,-2.0285196,-2.069188,-2.102992,-2.0505729,-2.0725784,-2.1669383,-2.1589801,-2.204594,-2.399801,-2.7116091,-2.8961089,-2.831651,-2.9230218,-3.0238657,-3.0491407,-2.792161,-2.6974783,-2.5891895,-2.4733896,-2.2583287,-2.2836025,-2.4520211,-2.2987962,-2.0063968,-1.8299671,-1.6501887,-1.608775,-1.6336439,-1.679947,-1.6538401,-1.6226823,-1.5333757,-1.45887,-1.3916378,-1.3092304,-1.2495017,-1.2194389,-1.2249783,-1.2858963,-1.3746216,-1.2953266,-1.2215912,-1.1019619,-1.0042418,-0.9254915,-0.8638777,-0.89750355,-0.9059965,-0.9027933,-0.8504933,-0.7779615,-0.73376715,-0.38617116,-0.23799703,-0.5218429,-0.5750806,-0.5542289,-0.42565674,-0.37201625,-0.22645153,0.21629213,0.40033594,0.16249582,-0.47946978,-1.2267901,-1.5782197,-1.6568347,-1.4797512,-1.3056331,-1.4491014,-1.500076,-1.2479146,-0.9815564,-1.1446398,-1.1023104,-0.81516063,-0.6477858,-0.6061334,-0.45106566,-0.2640422,-0.041449998,0.12500317,0.19289134,-0.18890506,-0.7196455,-0.8495243,-1.1348982,-1.1118492,-0.9765861,-1.0063509,-1.4561262,-1.7009046,-1.6244955,-1.4015055,-1.1162698,-1.1825404,-0.89356434,-0.59557086,-0.5216792,-0.53204954,-0.51739454,-0.5035535,-0.5401859,-0.5526374,-0.5195035,-0.51377213,-0.5261021,-0.5332907,-0.574491,-0.59930235,-0.59471893,-0.6375409,-0.6704862,-0.6311212,-0.64304024,-0.7000577,-0.6965338,-0.6495667,-0.6986068,-0.90889883,-1.2419574,-1.3333132,-1.3918967,-1.4743139,-1.6776787,-1.7562962,-1.777323,-1.8766203,-1.9201717,-2.2297137,-2.5432153,-2.8033266,-2.9237525,-2.9725833,-2.806009,-2.39885,-2.273223,-2.0867934,-2.0068243,-2.026403,-2.006908,-1.9733485,-2.0364547,-1.9859335,-1.9748108,-2.023513,-2.0244079,-1.9775009,-2.0069098,-2.006787
-0.87580746,-0.9473158,-0.9696478,-1.0532439,-1.0415196,-1.096052,-1.1302358,-1.0986751,-0.10436106,-0.94265014,-0.9844225,-1.0138078,-0.88563204,-0.9104715,-0.9564465,-0.8990576,-0.6873336,-0.7350662,-0.7454763,-0.7408972,-0.64571553,-0.6367184,-0.24164014,-0.047786295,0.23839876,0.6020799,0.6419632,0.65422225,0.95288527,1.138266,1.0809188,0.90666753,0.879787,0.75878954,0.7331761,0.6950899,0.70759064,0.7878064,0.7317511,0.676332,0.8417193,0.8437385,0.7955756,0.8664683,1.0306531,1.3100766,1.6985519,1.8871549,1.8476696,1.6566626,1.5615914,1.3748138,1.2973222,1.2311764,1.3828466,1.903476,2.0917802,2.5608542,3.0164046,3.113184,3.7441626,6.4977174,7.7674575,7.865019,7.3725495,6.9367433,6.408445,5.6773787,4.5862393,3.3549004,2.398111,2.17037,1.9294128,1.8233654,2.098181,2.2633452,2.4166436,2.4397306,2.4318604,2.1120105,1.954979,2.1071203,1.9826827,1.4541621,1.0262783,0.80284995,0.82560176,1.020758,1.4426534,1.5783446,1.8928754,2.3489351,2.9958649,4.035019,4.7009983,4.8581576,5.012399,5.0657415,4.930232,4.732251,3.9821162,3.1450655,2.6677842,2.2625716,1.5839126,0.9750217,0.9731862,0.8455722,1.1241603,1.511775,1.840905,1.8073597,1.8461212,1.7991238,1.9643987,1.9409001,2.1631103,2.3802276,2.6438081,2.967351,3.311842,3.4012694,3.29361,3.2210126,3.5198522,3.8386514,3.6975408,3.5624213,3.8104177,4.583943,5.3251567,6.1518154,6.6140304,6.6568623,6.5723553,6.590686,6.703395,6.6946974,6.6979237,6.4702826,6.145937,5.501173,3.9461644,3.2019584,1.7805333,0.3375918,0.05717334,-0.49131536,-0.1041453,-0.5511184,-0.10424051,-0.63800734,-0.66187423,-0.59642774,-0.677303,-0.727831,-0.51295143,-0.477199,-0.1040951,-0.1042874
-1.0629206,-1.097028,-1.0970238,-1.0641452,-1.0623276,-1.0211563,-0.9022387,-0.82573617,-0.40609628,-0.9452052,-0.9649196,-0.9767093,-1.0337408,-0.9668031,-1.0759189,-1.1595178,-1.19536,-1.2483561,-1.247003,-1.2936308,-1.3462424,-1.1690327,-1.2675344,-1.3093305,-1.3342041,-1.2261591,-1.2141321,-1.0961914,-0.99471045,-1.0465549,-1.0574642,-1.0221616,-0.81874436,-0.70722574,-0.8237775,-0.87033,-0.8188699,-0.8350652,-0.92924523,-0.9294651,-0.93929243,-0.9622741,-0.95254046,-0.9686409,-1.0341328,-1.165469,-1.1983573,-1.203551,-1.1918514,-1.1511725,-1.2117903,-1.2124411,-1.1813333,-1.1161051,-1.068915,-1.0408885,-1.1676794,-1.2198479,-1.2637554,-1.1760015,-0.9589407,-0.6735741,-0.8753201,-1.6471648,-2.0849848,-2.1023142,-1.9375626,-1.8682269,-1.9652835,-1.884145,-1.4399514,-1.0707281,-0.9586075,-1.0425266,-1.2549332,-1.2795023,-1.0378978,-0.7303691,-0.46923593,-0.6095637,-0.724948,-0.6051451,-0.63954735,-0.48437503,-0.09651597,0.19310401,0.3258238,0.27347964,0.097488865,-0.011356309,0.07108159,-0.0010802448,-0.36758918,-0.40977496,-0.13306114,-0.044790618,0.1515625,0.5418321,1.0672662,0.9715842,0.36732805,0.028317366,-0.19472897,-0.21519259,-0.10335134,0.36164698,0.6699917,0.7265844,0.5457665,0.4006169,0.33284175,0.38039804,0.38870147,0.35085377,0.27159277,0.37811565,0.48853564,0.48793975,0.42285118,0.3495992,0.29334018,0.34025303,0.42455176,0.41298717,0.459076,0.49280316,0.43919584,0.3677407,0.061197102,-0.24925134,-0.08338338,0.49150148,0.9355362,1.4584336,2.0064354,2.4625897,2.868681,2.8584583,2.8025112,2.5443053,2.3853083,2.0030296,1.853936,1.5957077,1.3199625,1.2402196,1.2593076,0.94783854,-0.40587938,0.9684393,-0.4060194,0.87928087,0.795606,0.6714354,0.6200063,0.4633945,0.4557172,0.51183337,-0.40386406,-0.4058151
-2.8097904,-2.776242,-2.765283,-2.748961,-2.8158467,-2.788912,-2.7967176,-2.7665305,-2.85221,-3.0114253,-2.9241061,-2.8950768,-2.9248781,-2.9593601,-2.827061,-2.7459016,-2.620185,-2.2779994,-1.8779969,-1.3238406,-1.1220813,-1.1779861,-0.84205675,-0.34604892,0.04943198,0.51631474,0.5445474,0.585924,0.6907288,1.1237361,1.0205909,0.77408266,0.83104205,1.2169855,1.5867972,2.010795,2.0815501,2.0327756,1.9611882,1.8014462,1.6565232,1.6233736,1.4913824,1.3633151,1.325397,1.3987715,1.4070626,1.3766387,1.3447504,1.2940409,1.3804371,1.45771,1.5303178,1.6354601,1.7277548,1.7579608,1.6589187,1.5663328,1.5236406,1.5965235,1.7665093,1.3941664,0.5971211,0.64469963,1.8263925,2.4852405,2.940381,3.06247,2.7799702,2.4248729,1.7125112,1.1212305,0.597902,-0.09873515,-1.0898856,-1.9422413,-2.621905,-2.6306467,-2.4838526,-2.3738632,-2.0544326,-1.4003394,-0.3044358,0.8480151,2.609481,3.519875,3.7934942,3.8749356,4.0768766,4.3760195,4.357317,4.2688074,4.1620054,3.158694,0.48467153,-1.0470616,-1.8515143,-2.1820614,-2.4162233,-2.4884489,-2.6171522,-2.4466994,-2.1499212,-1.6612513,-0.7305764,0.29917672,1.239825,1.8525959,1.947027,1.9146364,1.9241725,1.9760008,2.0180237,2.1097736,2.173213,2.1563907,2.0647905,1.966177,1.9220018,1.8223801,1.7446995,1.7429957,1.7567737,1.8339075,1.769179,1.6947167,1.7210035,1.8899484,2.1074452,1.6969625,0.61516845,-1.1209301,-1.9194471,-2.3092926,-2.647694,-2.9427052,-3.2625265,-3.533407,-3.6027741,-3.9866781,-4.169233,-4.1458416,-4.0098963,-3.8174596,-3.5484872,-3.2194622,-3.0511773,-2.6586378,-2.852172,-2.6613264,-2.8522248,-2.6112094,-2.611022,-2.5806484,-2.6784794,-2.7744255,-2.868159,-2.8373933,-2.8493028,-2.8521888
