0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
13.038816,13.068905,13.181025,13.154167,13.208397,10.734789,13.056435,12.612986,11.767751,9.867526,7.211011,5.231273,3.007714,2.3605604,1.8186034,0.6090623,-0.4044975,-0.7797607,-0.711817,-0.6438187,-0.60354495,-0.2891315,0.20114791,0.26598135,0.43791267,0.8801902,0.7237127,-0.525694,-0.7836117,-0.5498304,0.14672343,0.46534163,0.6202219,0.64783776,0.5650586,0.18048044,0.012501478,-0.019109666,0.062063664,0.261318,0.6550074,0.8446425,0.95655566,0.8257396,0.68288785,0.5719931,0.33157167,-0.044997394,0.021926641,0.1279673,0.3457366,0.6201484,0.57707405,0.5356207,0.5361758,0.4557475,0.374632,0.2027182,-0.019496217,0.03573609,0.6924404,1.0514764,0.23788822,-0.99719965,-0.90647405,-0.04636258,0.013045788,0.2483316,0.7635776,1.3130716,2.094425,3.8407028,5.314473,5.8655176,6.276578,5.6908407,4.785296,4.4445853,4.239073,5.2246113,5.9080114,6.978033,7.851208,8.379803,8.701719,8.869158,8.968559,9.016134,9.238699,9.556011,9.847796,10.158524,10.393948,10.664292,10.891956,10.978633,11.484001,10.737312,10.734625
-2.6622648,-2.6867824,-2.695395,-2.733749,-2.73673,-2.1601431,-2.8700132,-2.992226,-3.0412881,-2.5987692,-2.6929083,-2.6613898,-2.5201411,-2.4379873,-2.446492,-2.5738845,-2.6359224,-2.3475716,-1.9558811,-1.7578979,-1.6805197,-1.6758486,-1.6956755,-1.6448975,-1.6880448,-1.7895564,-1.6253934,-1.8403872,-2.618465,-3.282491,-3.8113315,-4.0632043,-3.7424693,-3.3897705,-3.2451866,-3.0883112,-3.0979924,-3.168387,-3.1872091,-3.0596752,-2.8447793,-2.6806617,-2.6084092,-2.6406052,-2.527442,-2.5124729,-2.6065617,-2.7670898,-2.8622088,-2.7773094,-2.674484,-2.6766698,-2.6145256,-2.6107626,-2.647892,-2.6734633,-2.7125657,-2.732926,-2.6017692,-3.0123677,-4.015877,-3.8393517,-3.1746888,-3.593374,-3.9772503,-3.8513107,-3.6011436,-3.3970668,-3.3453865,-3.3513956,-3.232584,-2.7610521,-2.319293,-2.1011472,-1.847232,-1.847438,-1.9933125,-2.0748124,-2.2590413,-2.324354,-2.3740444,-2.3817487,-2.612723,-2.732759,-2.8712602,-3.0127923,-3.0109673,-2.9157734,-2.957797,-2.9476619,-2.9744391,-3.0119152,-3.062985,-3.1106005,-3.1175833,-3.1373172,-2.9860005,-2.1608577,-2.159991
0.15700871,0.23433656,0.18189988,0.27262977,0.23200887,-0.4201774,0.038017422,-0.0037479103,-0.2281743,-0.40323672,-0.14073172,0.10562144,0.17322594,0.07938969,-0.007998303,-0.2671013,-0.7421222,-1.887022,-2.4418335,-2.5947495,-2.614183,-2.590054,-2.605969,-2.5194597,-1.990941,-1.8308716,-1.5411202,-1.273514,-1.1238999,-0.9283,-1.0072392,-1.7531726,-2.1044571,-1.8127468,-1.0723021,-0.112265565,0.75483096,1.8366588,2.2357302,2.5513637,2.6876307,2.555439,2.0857902,1.9510313,1.7132689,1.4497622,0.89578086,-0.21569398,-0.9221585,-1.300555,-1.4820322,-1.8013501,-2.353579,-2.4700186,-2.4797049,-2.5071554,-2.6338015,-2.8428664,-3.0170007,-2.679092,-2.1544843,-1.644686,-1.8084304,-2.242182,-2.2176607,-2.4305947,-2.8699849,-3.1423066,-3.1776042,-3.1050854,-2.7615926,-2.2416139,-2.0706768,-1.9527254,-2.0371513,-2.3620968,-2.9171371,-3.3576403,-3.4333992,-3.278895,-3.2930565,-3.259027,-3.2724857,-3.2478282,-3.1542482,-3.096496,-3.0181117,-2.8710933,-2.9402137,-2.7917337,-2.7437692,-2.622712,-2.556398,-2.5275636,-2.4717638,-2.4416904,-2.301396,-0.4226271,-0.42100176
-3.3380635,-3.2767427,-3.2019358,-3.0977879,-2.8907163,-1.6737936,-2.3936973,-2.2006302,-1.8639064,-1.0046802,-0.1856381,0.10703336,0.3680754,0.47165278,0.53241485,0.781948,0.6194693,-0.31681767,-0.9244425,-1.1771982,-1.1941056,-1.0827528,-0.8382971,-0.3699646,0.80879354,1.0715349,0.41258448,-0.17863661,-0.5713294,-0.70094407,-0.65530723,-0.8681295,-0.97864854,-0.9984652,-0.8922365,-0.7816887,-0.88253903,-1.0314445,-1.1518922,-1.331761,-1.3759594,-1.387404,-1.4250529,-1.3650212,-1.3685138,-1.3781621,-1.3567463,-1.2607493,-1.1913621,-1.3138435,-1.7369443,-2.1246498,-2.417001,-2.5581417,-2.6072936,-2.6469417,-2.6808665,-2.7005014,-2.5039034,-2.182282,-2.5175714,-2.4662547,-1.9023995,-2.4053972,-2.5801551,-2.4104092,-2.3238087,-2.2616725,-2.2520237,-2.3222098,-2.3130355,-2.030703,-1.8321428,-1.6869788,-1.5718825,-1.8205063,-2.1842465,-2.424259,-2.6977057,-2.6830673,-2.6196804,-2.4279535,-2.495163,-2.5471106,-2.5861297,-2.7478135,-2.7259564,-2.706437,-2.6593215,-2.7886646,-2.821258,-2.907044,-2.9636188,-2.9889874,-3.1492584,-3.2918005,-3.2700968,-1.6753618,-1.6736526
0.53405964,0.48945332,0.47765702,0.3786031,0.29068583,1.0770732,0.18645082,0.07550691,0.032458305,-0.10479562,0.16037619,0.242012,0.029737145,-0.093300164,-0.21094483,-0.27369952,0.5280895,2.3788762,3.0646014,3.2379394,3.134895,2.61156,1.9064362,1.067801,-0.49337387,-1.5866969,-2.1571615,-1.9766877,-1.5193295,-1.251711,-0.88904333,0.08049345,0.56114167,0.59282637,0.25115776,-0.20479107,-0.65498173,-0.8587599,-0.9885586,-1.1151925,-0.9879781,-0.7716656,-0.45808756,-0.3735729,0.18456009,0.8751981,2.2500634,4.3648577,6.0903883,7.3368235,8.458021,9.068071,9.495895,9.686124,9.734073,9.737827,9.712997,9.675314,9.572257,8.391827,5.7964315,1.8072972,0.4190039,0.029679105,-0.4127242,-0.47256172,-0.051558703,0.34360242,0.31857443,0.17971277,-0.26111972,-1.0009497,-1.1422842,-0.9740264,-0.42548904,0.36988825,1.0684731,1.387209,1.5071853,1.2031848,1.0962032,0.70158416,0.45694053,0.078634374,0.23430356,0.2071735,0.0049581546,-0.29028618,-0.073291376,-0.02808819,0.036144592,0.124707595,0.10916932,0.11223339,0.19911651,0.3739297,0.46912625,1.0785834,1.0773242
-2.5375524,-2.596307,-2.75964,-2.8099809,-2.9427075,-1.5937867,-2.9842944,-3.0217862,-2.9678717,-2.2379017,-1.1864779,-0.81363606,-0.6869882,-0.609281,-0.49082112,-0.19245085,0.070858926,0.27027175,0.16633421,0.07946497,0.09072766,-0.07270467,-0.24131885,-0.20658812,-0.105742246,0.18836361,1.2589335,2.0821805,2.2820144,2.1374931,1.7299005,1.7115755,1.411616,0.5667982,0.09803986,0.30496854,0.52847725,1.2686906,1.4412317,1.3451939,1.2570525,1.0341691,0.6148143,0.40157872,-0.19211039,-0.36924183,-0.20420665,0.13487002,0.021857664,-0.508397,-0.92722845,-1.032868,-0.81106126,-0.6509281,-0.626935,-0.5469994,-0.37436873,-0.023556978,0.24427943,-0.4149623,-1.2084401,-1.5512426,-1.2341126,-0.42263833,-0.33914715,-0.6255522,0.34994417,0.7035463,0.72224265,0.3293986,-0.35661292,-1.2812643,-2.0951235,-2.7674136,-3.3494458,-3.0689867,-2.5283406,-2.1792288,-2.0395834,-2.0764093,-2.0283477,-1.8152262,-1.9057021,-2.230705,-2.368956,-2.4328701,-2.2875445,-2.3558345,-2.3830802,-2.4838521,-2.4486327,-2.46963,-2.3115406,-2.2580209,-2.0465539,-2.0145514,-2.4715488,-1.5934207,-1.5937598
-3.2435687,-3.2821202,-3.3503683,-3.3729649,-3.4498668,-2.126901,-3.7353168,-3.7649338,-3.592435,-3.2730973,-2.9560175,-2.7873323,-2.707397,-2.6368287,-2.5914555,-2.3959064,-2.1670027,-1.8749557,-1.7149518,-1.7057221,-1.721947,-1.8752272,-1.9684851,-1.9565644,-1.7856065,-0.7208873,0.49718195,1.300298,1.3441421,0.8041553,-0.26759744,-0.98251283,-1.4179115,-1.824543,-2.191802,-2.4158738,-2.4979587,-2.6686206,-2.7975552,-2.9392664,-2.975,-2.9343526,-2.8854842,-2.9603431,-3.0481246,-3.057707,-2.888374,-2.5338228,-2.3861573,-2.1639915,-1.6644038,-1.3434398,-1.0695482,-1.0688168,-1.1113086,-1.1321862,-1.070548,-1.0276184,-1.1715289,-1.5137637,-1.6354002,-2.2931788,-2.3118856,-2.3435125,-2.264222,-2.030929,-1.35022,-0.9187848,-0.78652817,-0.69627374,-0.7574377,-1.1081017,-1.6909313,-1.9966286,-2.161522,-2.1838415,-1.9896582,-1.5929877,-1.3728225,-1.3763613,-1.3396593,-1.2971919,-0.95672315,-0.50025,-0.4681651,-0.20889449,-0.1929594,-0.21020633,-0.030599196,-0.055407815,-0.21839175,-0.41857257,-0.5794049,-0.70667595,-0.8817961,-1.0580301,-1.3620856,-2.125025,-2.126495
-0.65276366,-0.8141308,-0.8291463,-0.9459289,-0.92160237,-0.0897997,-0.97999465,-1.0053958,-0.9345899,-0.4994008,-0.07211624,-0.15948607,-0.17198363,-0.16681097,-0.29943836,-0.7730467,-0.97989166,-0.23539203,0.23085721,0.5098834,0.794396,1.3252852,1.9762579,2.202067,1.8044302,0.5901191,-0.1260921,-0.2100186,-0.7339015,-1.2945993,-1.6424317,-1.1112858,-0.25779516,0.29130873,0.11631821,-0.3167103,-1.0073466,-1.681285,-1.8858182,-1.9788796,-1.7348111,-1.5316868,-1.4255129,-1.329304,-1.0173343,-0.72551125,-0.34479904,0.2916879,0.8645559,0.9152871,0.6855965,0.5933105,0.74885184,0.8510865,0.851213,0.83986723,0.84343463,1.0407745,1.5459372,1.2183826,-0.105818555,-0.0651564,0.66512704,0.76845264,0.36980486,0.12890571,-0.19030327,-0.23608899,-0.14225668,-0.09140718,-0.059099704,-0.18280384,-0.18441576,-0.106361024,-0.04472302,0.16890866,0.6045318,0.9410303,0.9793546,1.0436833,1.1007507,1.1210614,0.8683514,0.57270575,0.25381303,-0.08680773,-0.07204592,0.0059803873,-0.0846601,-0.20866284,-0.31472766,-0.43110135,-0.5004341,-0.5666589,-0.6745179,-0.8118547,-0.7794844,-0.089603424,-0.08942109
-0.5306618,-0.68921185,-0.6900671,-0.8022438,-0.8266076,-1.3192466,-1.0269599,-1.0440962,-0.8038435,-0.69889456,-0.6532256,-0.6362331,-0.5378728,-0.47620445,-0.34256932,0.5215478,1.7933161,3.035743,3.2279227,3.0210347,2.774608,2.557696,2.6009865,2.367036,1.1006554,-0.10711915,-0.98994756,-1.1370734,-1.2513403,-1.289912,-1.2078688,-0.65762097,-0.15984686,-0.026495777,-0.03582623,-0.38823497,-0.72571814,-1.2784814,-1.3755327,-1.3816385,-1.2118552,-0.98185897,-0.7404132,-0.5853193,-0.3922982,-0.28465772,-0.058678567,0.27410752,0.08466549,-0.26485536,-0.39555478,-0.43023574,-0.5719849,-0.75429636,-0.84219193,-0.88731736,-0.7824472,-0.7552122,-0.9293338,-1.3131189,-1.6278174,-2.0696924,-1.7979614,-1.4557738,-1.6605265,-1.7655072,-1.531526,-1.4366826,-1.3065226,-1.1007283,-1.0354849,-1.0012407,-1.1285325,-1.2044014,-1.2610306,-0.9767099,-0.5735725,-0.18773916,0.14490715,-0.04024116,-0.2148309,-0.5623912,-0.9149521,-1.2479618,-1.4288523,-1.4676151,-1.5677161,-1.6253966,-1.5488955,-1.5694517,-1.5977108,-1.7006528,-1.711714,-1.6400061,-1.4883354,-1.3813126,-1.0804095,-1.3191411,-1.3191833
-3.230794,-3.130468,-3.1468182,-3.0974064,-3.1067648,-2.7517486,-3.0466943,-3.064125,-2.7694545,-2.3295107,-2.0505142,-2.283739,-2.3610997,-2.3529024,-2.3817663,-2.2759755,-1.9019548,-1.4899257,-1.2051302,-1.071904,-1.1487963,-1.3848858,-1.6013682,-1.6786071,-1.8400663,-1.8703669,-1.2584298,-0.07223505,0.52497643,0.69059193,0.37113547,-0.13415456,-0.58927715,-1.0389216,-1.2858464,-1.1982462,-1.1508576,-1.0337456,-0.99581134,-1.0857098,-1.215925,-1.2831345,-1.3661139,-1.4528306,-1.5363822,-1.5953555,-1.5697899,-1.3641953,-1.1591333,-0.91720784,-0.5301647,-0.19592765,0.002232045,0.14242804,0.190708,0.2333063,0.19759877,0.32516325,0.45630735,0.19235419,-0.7217408,-1.2852952,-1.0049698,-0.04733976,0.9082968,1.053845,1.350116,1.3689045,0.9340587,0.44842678,-0.25516468,-1.4686666,-2.1297987,-2.331632,-2.433618,-2.3399599,-2.309201,-2.3521893,-2.3735752,-2.4831684,-2.4357755,-2.328907,-1.72774,-1.0975001,-0.57483155,-0.3216961,-0.41946185,-0.45311993,-0.4449114,-0.35941193,-0.44465104,-0.35845083,-0.43832296,-0.60515743,-0.66939604,-0.78898317,-1.2476753,-2.7501247,-2.7515452
-2.2017817,-2.2096233,-2.192997,-2.1147528,-2.0399635,-2.4860883,-1.8811072,-1.6549482,-1.5038342,-0.79422975,-0.4497651,-0.026741266,0.28065294,0.2279216,0.19843894,0.03406392,-0.09262363,-1.2732239,-1.9044355,-2.0387127,-1.9452043,-1.8043942,-1.7145822,-1.5058868,-0.8175511,-0.596964,-0.23808128,-0.093046695,-0.64295983,-1.3241005,-2.344914,-3.0222406,-2.6411743,-1.7898697,-1.2147709,-0.8281739,-0.58464634,-0.42671272,-0.45902377,-0.48673436,-0.48691595,-0.58178073,-0.84010124,-0.9084786,-1.0430484,-1.2167281,-1.6822202,-2.503725,-2.9293861,-3.0567393,-3.221344,-3.3388672,-3.2923896,-3.0963044,-3.0071099,-2.923421,-2.9209912,-2.7545261,-2.1549966,-0.93070287,-0.46387503,0.27656537,0.7756932,0.17681837,-0.62437963,-1.0989779,-1.4597862,-1.4462253,-1.3413041,-1.1532099,-0.6320106,-0.2289282,-0.2065532,-0.1595282,-0.24271181,-0.7225703,-1.3199935,-1.4690402,-1.5099211,-1.4541781,-1.5877541,-1.7049558,-1.9654539,-2.196538,-2.4084842,-2.4749656,-2.4198332,-2.3112812,-2.4204476,-2.628327,-2.7082698,-2.8704839,-2.8598921,-2.9217746,-2.9967246,-3.0883741,-3.1410766,-2.490449,-2.486413
-5.0748887,-5.032366,-5.087971,-5.0776052,-5.176839,-3.779584,-5.259291,-5.2211704,-4.940564,-4.163772,-3.5324676,-3.4036303,-3.3221655,-3.2434254,-3.2872078,-3.336628,-2.9886475,-2.8622642,-2.954114,-3.1027489,-3.3224652,-3.7434578,-4.131371,-4.2564144,-3.9998548,-3.155519,-2.0303354,-0.5468799,0.41089404,1.2315184,2.18615,2.474272,1.824868,0.59109575,-0.4302299,-0.7063199,-0.5910252,-0.5800126,-0.6884291,-0.9330429,-1.1513304,-1.2250147,-1.2547548,-1.2386941,-1.3812515,-1.4384787,-1.2448823,-0.7140626,-0.55663437,-0.43636644,-0.30166012,-0.46406215,-0.68277705,-0.90127313,-0.98318195,-0.989473,-0.91123426,-0.90494645,-1.1487955,-1.354935,-2.0283537,-2.8140187,-2.605017,-1.6043794,0.12745994,0.8304615,1.5514461,1.8423407,1.8073928,1.7523441,1.2386992,-0.2668722,-1.5460219,-2.10076,-2.501361,-2.496974,-2.2124841,-1.8348022,-1.4823308,-1.6700898,-1.7504115,-1.9143779,-1.8439262,-1.6571324,-1.5555742,-1.4184284,-1.450324,-1.3429098,-1.321506,-1.3291171,-1.4541199,-1.5289422,-1.7237628,-1.9885101,-2.231035,-2.3904884,-2.7992377,-3.778536,-3.7791471
-2.9801533,-2.8923178,-2.7871015,-2.7183137,-2.573415,-3.0482714,-2.3619397,-2.2808769,-1.8048005,-1.0805606,-0.45732304,-0.5850257,-0.78506416,-0.7972846,-0.91346085,-1.1698333,-1.2446926,-1.0473485,-0.8989216,-1.0026526,-1.2991284,-1.815369,-2.147732,-2.1598904,-2.0654755,-1.2882681,-0.040362626,0.9366276,0.88068247,0.19819647,-0.7406482,-0.92857486,-0.8483832,-0.964284,-1.2974595,-1.6347935,-1.9211181,-2.1129131,-2.298307,-2.4856527,-2.523427,-2.501171,-2.55155,-2.7499497,-3.0174663,-3.238369,-3.3655102,-3.2950363,-2.9773993,-2.4455414,-1.7175943,-1.103608,-0.4278686,-0.09133527,0.021246642,0.105894074,0.15659781,0.2519222,0.35777214,-0.4221484,-1.2869003,-1.363555,-0.84060496,0.8863169,3.8694623,5.0882573,5.641967,5.5932574,5.029446,4.424728,3.2991037,0.98485446,-0.32726324,-0.7567831,-1.1347147,-1.2648141,-1.1025189,-0.7383417,-0.46963042,-0.58287644,-0.46543232,-0.5317233,-0.24509144,0.1068929,0.14190035,0.38167974,0.42090547,0.5284592,0.51901156,0.64594245,0.4621735,0.53269535,0.4816519,0.33552906,0.37497014,0.20227295,-0.31418425,-3.0472083,-3.0482016
